EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,SecondChanceTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,NonShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyOffPossPct,ShortMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG3M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,ThreePtAssists,Corner3Assists,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyEfgPct,PenaltyTsPct,LiveBallTurnoverPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,PtsPutbacks,Fg2aBlocked,BadPassSteals,2pt And 1 Free Throw Trips,BlockedAtRim,SecondChanceFg2Pct,SecondChanceEfgPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,DefThreePtRebounds,DefThreePtReboundPct,DefArc3ReboundPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFtPoints,FTOffRebounds,Blocked3s,BlockedArc3,PenaltyFg2Pct,OffFTReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,FTDefRebounds,DefFTReboundPct,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,ShortMidRangeAssists,LostBallTurnovers,BlockedCorner3,DefCorner3ReboundPct,ShortMidRangePctAssisted,Offensive Fouls,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,NonHeaveArc3FGM,Arc3Assists,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Loose Ball Fouls Drawn,SecondChanceFg3Pct,LongMidRangePctBlocked,OffAtRimReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,SelfORebPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,NonHeaveArc3Accuracy,PenaltyArc3FGA,BlockingFouls,Technical Free Throw Trips,3SecondViolations,PenaltyArc3Frequency,SecondChanceTurnovers,BlockedLongMidRange,PtsUnassisted3s,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,HeaveAttempts,DefensiveGoaltends,Charge Fouls Drawn,BlockingFoulsDrawn,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Charge Fouls,Defensive 3 Seconds Violations,PenaltyArc3FGM,OffensiveGoaltends,PenaltyArc3Accuracy,Corner3PctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,Clear Path Fouls,HeaveMakes,team_id,year,season,team_vs
101249-200758-201149-201949-2594,1610612741,"John Lucas III, Ronnie Brewer, Joakim Noah, James Johnson, Kyle Korver","Lucas III, Brewer, Noah, Johnson, Korver",101249-200758-201149-201949-2594,CHI,254.0,1,4.0,1.0,7.0,7.0,3.0,2.0,14.0,2.0,2.0,1.0,2.0,3.0,2.0,4.0,6.0,2.0,2.0,10.0,9.0,1.0,2.0,2.0,6.0,2.0,2.0,3.0,3.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,8.0,1.0,0.75,0.75,0.6666666666666666,0.5,0.5555555555555556,0.5,0.25,0.25,0.5,0.5,0.25,0.5,1.0,0.5,0.3333333333333333,79.37007874015748,20.714285714285715,15.571428571428571,18.0,12.285714285714286,0.25,1.0,1.0,1.0,0.125,0.375,0.6666666666666666,0.6666666666666666,0.5,0.25,0.5,0.45043125,0.4049,0.1111111111111111,0.14285714285714285,0.2,12.733333333333334,25.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2011,2010-11,False
101249-201149-201228-2594-2736,1610612741,"John Lucas III, Joakim Noah, C.J. Watson, Kyle Korver, Luol Deng","Lucas III, Noah, Watson, Korver, Deng",101249-201149-201228-2594-2736,CHI,12.0,1,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,120.0,12.0,,12.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2011,2010-11,False
101249-201228-201600-201949-2243,1610612741,"John Lucas III, C.J. Watson, Omer Asik, James Johnson, Brian Scalabrine","Lucas III, Watson, Asik, Johnson, Scalabrine",101249-201228-201600-201949-2243,CHI,341.0,1,6.0,-4.0,11.0,11.0,6.0,,22.0,1.0,1.0,2.0,,3.0,,2.0,6.0,2.0,,7.0,11.0,,,,2.0,2.0,,1.0,2.0,1.0,,5.0,,,3.0,3.0,,3.0,3.0,4.0,,2.0,,2.0,,7.0,1.0,0.5,0.5,0.3333333333333333,0.4375,0.3888888888888889,,0.25,1.0,,,0.75,,,,1.0,92.90322580645162,20.181818181818183,10.818181818181818,20.181818181818183,10.454545454545455,0.125,1.0,1.0,1.0,0.25,0.375,,,,,0.375,0.43015625,,,,,12.516666666666666,23.25,6.0,1.0,6.0,,0.5454545454545454,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,0.5,0.5,0.5,0.5,0.375,0.3333333333333333,1.0,1.0,0.5,0.5,0.25,0.5,0.5,1.0,0.6666666666666666,0.5,0.41178333333333333,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2011,2010-11,False
200758-201149-201228-201565-201959,1610612741,"Ronnie Brewer, Joakim Noah, C.J. Watson, Derrick Rose, Taj Gibson","Brewer, Noah, Watson, Rose, Gibson",200758-201149-201228-201565-201959,CHI,156.0,2,3.0,5.0,5.0,3.0,,2.0,8.0,1.0,2.0,4.0,,,,2.0,6.0,,3.0,7.0,2.0,2.0,,2.0,,4.0,,,,,,,,2.0,1.0,1.0,2.0,3.0,,1.0,1.0,3.0,,3.0,2.0,5.0,,,,0.3333333333333333,0.3333333333333333,0.5,0.5,,0.3333333333333333,0.5,,0.3333333333333333,0.5,0.6666666666666666,,0.5,73.84615384615384,18.4,21.333333333333332,17.8,16.666666666666668,0.3333333333333333,0.5,1.0,,0.6666666666666666,,,,,,0.3333333333333333,0.42228333333333334,0.45535,0.2857142857142857,0.2857142857142857,0.2857142857142857,8.75,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,0.25,0.3333333333333333,,,,,,,,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,0.5,0.25,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2011,2010-11,False
200758-201149-201228-201565-2430,1610612741,"Ronnie Brewer, Joakim Noah, C.J. Watson, Derrick Rose, Carlos Boozer","Brewer, Noah, Watson, Rose, Boozer",200758-201149-201228-201565-2430,CHI,97.0,1,2.0,,3.0,3.0,,,6.0,1.0,1.0,,,1.0,,1.0,2.0,,,2.0,2.0,,,,2.0,,,1.0,1.0,1.0,,2.0,,,1.0,2.0,,2.0,,,,1.0,,,,2.0,,1.0,1.0,0.5,0.5,0.5,,,1.0,,,1.0,,,,1.0,89.0721649484536,11.666666666666666,20.666666666666668,11.666666666666666,20.666666666666668,0.5,1.0,1.0,1.0,,0.5,,,,,0.5,0.60685,,,,,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2011,2010-11,False
200758-201149-201228-201565-2736,1610612741,"Ronnie Brewer, Joakim Noah, C.J. Watson, Derrick Rose, Luol Deng","Brewer, Noah, Watson, Rose, Deng",200758-201149-201228-201565-2736,CHI,193.0,5,3.0,-5.0,9.0,13.0,7.0,1.0,22.0,2.0,2.0,,,1.0,,2.0,3.0,,2.0,6.0,11.0,1.0,,2.0,2.0,2.0,,1.0,1.0,1.0,,2.0,,,1.0,6.0,1.0,7.0,,,,4.0,,6.0,2.0,4.0,,0.5,0.5,0.6666666666666666,0.6666666666666666,0.5,1.0,,1.0,,,0.8571428571428571,,,,,164.14507772020724,10.222222222222221,7.769230769230769,9.88888888888889,7.384615384615385,0.6666666666666666,1.0,1.0,0.5,,0.3333333333333333,,,,,0.6666666666666666,0.6356333333333334,0.6138,0.4,0.4,0.3333333333333333,7.7,,4.0,1.0,4.0,1.0,0.4444444444444444,,,,,,,2.0,,,5.0,,,,1.0,,1.0,1.0,1.0,,2.0,,,,1.0,,5.0,,,,,1.0,0.625,0.5,1.0,,,,,,,,,,0.74965,0.8333333333333334,1.0,1.0,1.0,,,1.0,,,1.0,1.0,,,,1.0,1.0,5.0,0.8333333333333334,0.8333333333333334,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2011,2010-11,False
200758-201149-201228-201600-2594,1610612741,"Ronnie Brewer, Joakim Noah, C.J. Watson, Omer Asik, Kyle Korver","Brewer, Noah, Watson, Asik, Korver",200758-201149-201228-201600-2594,CHI,215.0,3,4.0,4.0,5.0,5.0,,,10.0,2.0,2.0,,2.0,5.0,,4.0,7.0,,,8.0,4.0,1.0,,2.0,8.0,,,4.0,4.0,2.0,2.0,8.0,,1.0,2.0,3.0,1.0,4.0,2.0,2.0,,1.0,,1.0,1.0,6.0,,1.0,1.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,1.0,,1.0,0.3333333333333333,,1.0,0.3333333333333333,,,1.0,66.9767441860465,23.2,19.8,21.8,19.8,0.2857142857142857,1.0,1.0,1.0,,0.7142857142857143,0.4,0.4,1.0,,0.2857142857142857,0.4410428571428571,0.6699,0.14285714285714285,0.14285714285714285,0.25,14.271428571428572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2011,2010-11,False
200758-201149-201228-201600-2736,1610612741,"Ronnie Brewer, Joakim Noah, C.J. Watson, Omer Asik, Luol Deng","Brewer, Noah, Watson, Asik, Deng",200758-201149-201228-201600-2736,CHI,13.0,1,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.76923076923076,,13.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2011,2010-11,False
200758-201149-201228-201949-2594,1610612741,"Ronnie Brewer, Joakim Noah, C.J. Watson, James Johnson, Kyle Korver","Brewer, Noah, Watson, Johnson, Korver",200758-201149-201228-201949-2594,CHI,182.0,1,3.0,-1.0,8.0,7.0,,,15.0,,,1.0,,2.0,,1.0,3.0,,1.0,3.0,4.0,,,,2.0,,,1.0,1.0,,,2.0,,,,2.0,,2.0,,,,2.0,1.0,2.0,1.0,3.0,,1.0,1.0,0.3333333333333333,0.3333333333333333,0.375,,,,,,1.0,,,,,118.68131868131869,11.25,13.142857142857142,11.25,13.142857142857142,,,,,0.3333333333333333,0.6666666666666666,,,,,,0.38386666666666663,,0.25,0.25,,15.266666666666666,,,,,,,1.0,,,,,,,,,,,,,2.0,1.0,3.0,1.0,1.0,1.0,4.0,,,,1.0,1.0,,,,,,,,0.75,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,1.0,1.0,,,,,,1.0,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2011,2010-11,False
200758-201149-201228-201959-2586,1610612741,"Ronnie Brewer, Joakim Noah, C.J. Watson, Taj Gibson, Keith Bogans","Brewer, Noah, Watson, Gibson, Bogans",200758-201149-201228-201959-2586,CHI,25.0,1,,-2.0,1.0,1.0,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,115.19999999999999,10.0,15.0,10.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2011,2010-11,False
