EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,FtPoints,Points,PenaltyFtPoints,PenaltyPoints,DefThreePtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,TsPct,PenaltyTsPct,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,PenaltyDefPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,Steals,BadPassSteals,Fouls,Offensive Fouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,DefTwoPtReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Blocked3s,BlockedCorner3,Blocks,RecoveredBlocks,BlocksRecoveredPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,Corner3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted3s,Fg2aBlocked,ThreePtAssists,Corner3Assists,AtRimAssists,OffTwoPtRebounds,FTDefRebounds,OffRebounds,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,ShootingFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,ShortMidRangeFGM,ShortMidRangeAssists,LostBallTurnovers,Loose Ball Fouls,DefShortMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,NonShootingPenaltyNonTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,Arc3FGA,NonHeaveArc3FGA,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,Arc3Frequency,OffThreePtRebounds,Loose Ball Fouls Drawn,OffThreePtReboundPct,OffCorner3ReboundPct,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceFG3A,PenaltyFG3A,PtsPutbacks,SelfOReb,LostBallSteals,Offensive Fouls Drawn,Technical Free Throw Trips,Blocked2s,BlockedAtRim,BlockedShortMidRange,DefensiveGoaltends,SelfORebPct,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,Travels,PenaltyCorner3FGM,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGM,PenaltyFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceArc3FGA,FTOffRebounds,BlockingFouls,Charge Fouls,Charge Fouls Drawn,BlockingFoulsDrawn,OffFTReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,Arc3Assists,Defensive 3 Seconds Violations,OffArc3ReboundPct,Arc3PctAssisted,SecondChanceArc3FGM,SecondChanceFG3M,3SecondViolations,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts,team_id,year,season,team_vs
1495-1938-201168-201588-2225,1610612759,"Tim Duncan, Manu Ginobili, Tiago Splitter, George Hill, Tony Parker","Duncan, Ginobili, Splitter, Hill, Parker",1495-1938-201168-201588-2225,SAS,67.0,1,1.0,5.0,4.0,2.0,2.0,1.0,6.0,5.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,2.0,1.0,5.0,2.0,2.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,128.955223880597,9.0,15.5,5.5,15.5,1.0,1.0,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2011,2010-11,True
1495-1938-201168-2210-2225,1610612759,"Tim Duncan, Manu Ginobili, Tiago Splitter, Richard Jefferson, Tony Parker","Duncan, Ginobili, Splitter, Jefferson, Parker",1495-1938-201168-2210-2225,SAS,214.0,2,4.0,6.0,7.0,7.0,,,14.0,2.0,8.0,,,,3.0,3.0,1.0,1.0,,,2.0,2.0,1.0,,8.0,,,,0.6666666666666666,,,1.0,,94.2056074766355,14.714285714285714,15.857142857142858,14.714285714285714,15.142857142857142,0.16666666666666666,0.16666666666666666,,,4.0,2.0,2.0,1.0,1.0,2.0,3.0,5.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6,0.6,1.0,1.0,1.0,0.4,1.0,1.0,0.2,0.4,0.5,0.5,1.0,0.4,0.4646,11.540000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2011,2010-11,True
1495-1938-201588-202390-2225,1610612759,"Tim Duncan, Manu Ginobili, George Hill, Gary Neal, Tony Parker","Duncan, Ginobili, Hill, Neal, Parker",1495-1938-201588-202390-2225,SAS,9.0,1,,,2.0,2.0,2.0,,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,,2.0,4.0,,2.0,2.0,,,,0.5,0.5,1.0,1.0,1.0,640.0,,4.5,,4.5,,,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2011,2010-11,True
1495-1938-201588-202390-2588,1610612759,"Tim Duncan, Manu Ginobili, George Hill, Gary Neal, Matt Bonner","Duncan, Ginobili, Hill, Neal, Bonner",1495-1938-201588-202390-2588,SAS,298.0,4,5.0,-1.0,9.0,9.0,1.0,2.0,18.0,3.0,14.0,2.0,2.0,1.0,3.0,7.0,2.0,3.0,1.0,,3.0,5.0,1.0,2.0,11.0,2.0,1.0,1.0,0.5384615384615384,1.0,1.0,1.0,,86.97986577181207,21.88888888888889,11.222222222222221,21.333333333333332,11.222222222222221,0.09090909090909091,0.1,0.14285714285714285,0.1111111111111111,5.0,2.0,3.0,2.0,2.0,4.0,4.0,9.0,15.0,4.0,4.0,2.0,3.0,1.0,7.0,1.0,,,1.0,,0.5,0.5,0.4444444444444444,0.55,1.0,,1.0,0.3,0.6666666666666666,1.0,0.2,0.4,0.5,0.5,0.5,0.4,0.486155,11.0,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.1,0.2222222222222222,0.3333333333333333,0.5,0.3333333333333333,1.0,0.8,0.8,1.0,0.5,1.0,1.0,0.5,0.1,1.0,1.0,1.0,1.0,0.5,0.57525,0.21428571428571427,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2011,2010-11,True
1495-1938-201588-202390-686,1610612759,"Tim Duncan, Manu Ginobili, George Hill, Gary Neal, Antonio McDyess","Duncan, Ginobili, Hill, Neal, McDyess",1495-1938-201588-202390-686,SAS,263.0,3,4.0,-8.0,9.0,10.0,,1.0,19.0,2.0,4.0,,,1.0,3.0,3.0,,2.0,,,1.0,2.0,1.0,,4.0,,,,0.4,,0.5,0.42857142857142855,1.0,104.03041825095056,9.88888888888889,17.4,9.777777777777779,15.4,0.2,0.2,,,3.0,,,2.0,,2.0,1.0,4.0,12.0,2.0,,1.0,1.0,,2.0,2.0,2.0,2.0,3.0,,1.0,1.0,0.25,0.25,0.4,,1.0,,,,0.5,0.5,,,,,0.434975,10.975,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2011,2010-11,True
1495-1938-201588-2210-2225,1610612759,"Tim Duncan, Manu Ginobili, George Hill, Richard Jefferson, Tony Parker","Duncan, Ginobili, Hill, Jefferson, Parker",1495-1938-201588-2210-2225,SAS,1.0,1,,2.0,1.0,,1.0,,1.0,2.0,2.0,2.0,2.0,,,,,,,,1.0,2.0,,1.0,2.0,,,,1.0,1.0,,,,1440.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2011,2010-11,True
1495-1938-201588-2210-2588,1610612759,"Tim Duncan, Manu Ginobili, George Hill, Richard Jefferson, Matt Bonner","Duncan, Ginobili, Hill, Jefferson, Bonner",1495-1938-201588-2210-2588,SAS,74.0,2,1.0,-2.0,3.0,4.0,2.0,,7.0,,2.0,,2.0,,1.0,1.0,,,,,,,,,2.0,2.0,2.0,,0.5,0.5,,1.0,,136.2162162162162,10.666666666666666,10.5,10.666666666666666,10.5,,,1.0,0.6666666666666666,4.0,1.0,1.0,,,1.0,1.0,2.0,4.0,2.0,,1.0,1.0,,2.0,1.0,,,2.0,,1.0,1.0,0.5,0.5,1.0,1.0,,0.5,1.0,1.0,,0.5,,,,0.5,0.4455,11.35,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,2.0,0.5,0.5,0.5,1.0,0.4455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2011,2010-11,True
1495-1938-201588-2210-686,1610612759,"Tim Duncan, Manu Ginobili, George Hill, Richard Jefferson, Antonio McDyess","Duncan, Ginobili, Hill, Jefferson, McDyess",1495-1938-201588-2210-686,SAS,469.0,2,8.0,-4.0,17.0,16.0,,1.0,33.0,2.0,10.0,1.0,1.0,,6.0,7.0,2.0,3.0,,,2.0,3.0,1.0,1.0,10.0,1.0,,1.0,0.3125,0.5,,0.7142857142857143,,101.32196162046908,15.176470588235293,13.1875,14.705882352941176,12.5,0.06666666666666667,0.07142857142857142,0.1,,6.0,3.0,6.0,4.0,,4.0,4.0,14.0,14.0,8.0,,4.0,4.0,,8.0,5.0,2.0,2.0,4.0,,1.0,1.0,0.2857142857142857,0.26666666666666666,0.7142857142857143,1.0,1.0,0.4,0.5,0.75,0.26666666666666666,0.26666666666666666,,,,0.4666666666666667,0.42623333333333335,8.707142857142857,,,,,,,,,,,1.0,,1.0,,,,2.0,,,3.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,0.06666666666666667,0.14285714285714285,0.3333333333333333,,0.3333333333333333,1.0,0.1111111111111111,0.1,0.3333333333333333,,,,1.0,,,,,,,0.3411,,26.7,1.0,1.0,,1.0,0.3333333333333333,0.25,0.25,1.0,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.06666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2011,2010-11,True
1495-1938-201588-2225-2588,1610612759,"Tim Duncan, Manu Ginobili, George Hill, Tony Parker, Matt Bonner","Duncan, Ginobili, Hill, Parker, Bonner",1495-1938-201588-2225-2588,SAS,207.0,1,3.0,-5.0,6.0,6.0,,,12.0,,6.0,,,,1.0,2.0,,1.0,,,2.0,,,,6.0,,,,0.5,,,0.5,,83.47826086956522,17.833333333333332,16.666666666666668,17.833333333333332,14.333333333333334,,,,,6.0,3.0,3.0,2.0,,,3.0,5.0,11.0,4.0,2.0,2.0,2.0,,4.0,1.0,,,1.0,,0.6666666666666666,0.6666666666666666,0.6,0.5,1.0,1.0,,0.5,1.0,1.0,0.3333333333333333,,,,,0.6666666666666666,0.46176666666666666,6.44,,,,,,,,,1.0,,1.0,,,,,,,,,2.0,,,1.0,1.0,,,,,,,,,,0.16666666666666666,,,,1.0,,,0.3333333333333333,,,,,0.6666666666666666,0.16666666666666666,,,,,,,,24.6,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2011,2010-11,True
1495-1938-201588-2225-686,1610612759,"Tim Duncan, Manu Ginobili, George Hill, Tony Parker, Antonio McDyess","Duncan, Ginobili, Hill, Parker, McDyess",1495-1938-201588-2225-686,SAS,1703.0,3,28.0,4.0,47.0,48.0,22.0,7.0,95.0,10.0,54.0,6.0,26.0,7.0,16.0,23.0,3.0,8.0,2.0,5.0,12.0,13.0,2.0,4.0,46.0,24.0,21.0,3.0,0.5760869565217391,0.6190476190476191,0.7,0.7272727272727273,0.75,80.32883147386964,18.319148936170212,17.541666666666668,17.78723404255319,16.625,0.047619047619047616,0.05,0.48148148148148145,0.46808510638297873,14.0,8.0,13.0,14.0,6.0,11.0,22.0,38.0,50.0,14.0,30.0,7.0,7.0,1.0,14.0,9.0,5.0,4.0,14.0,1.0,0.3181818181818182,0.3684210526315789,0.5789473684210527,0.55,0.75,0.75,0.5,0.325,0.6153846153846154,0.7272727272727273,0.35,0.275,0.5454545454545454,0.5454545454545454,0.16666666666666666,0.375,0.46037625000000004,8.68421052631579,,,4.0,3.0,0.75,2.0,2.0,,1.0,,2.0,3.0,3.0,2.0,8.0,,3.0,,,4.0,7.0,,7.0,5.0,2.0,,4.0,,,,1.0,0.75,0.8,0.05,0.07894736842105263,0.15384615384615385,0.07142857142857142,0.625,,0.4375,0.3888888888888889,0.8,0.5,,0.6666666666666666,0.5,0.025,,,,0.5,1.0,0.5289,0.14814814814814814,24.5,8.0,2.0,3.0,2.0,1.0,0.5714285714285714,0.6153846153846154,0.25,4.0,7.0,10.0,16.0,2.0,0.625,0.5882352941176471,0.4117647058823529,0.5714285714285714,0.4642764705882353,1.0,1.0,1.0,,,0.025,,1.0,,,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,0.13333333333333333,0.25,0.058823529411764705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2011,2010-11,True
