EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Charge Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,DefFTReboundPct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,OffTwoPtRebounds,DefThreePtRebounds,Steals,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,PenaltyTurnovers,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,LongMidRangeFrequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,BadPassOutOfBoundsTurnovers,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeAssists,LostBallSteals,BadPassTurnovers,Loose Ball Fouls,TwoPtShootingFoulsDrawn,OffShortMidRangeReboundPct,ShortMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,OffAtRimReboundPct,HeaveAttempts,BlockedLongMidRange,Fg3aBlocked,LostBallOutOfBoundsTurnovers,FG3APctBlocked,Arc3PctBlocked,DefCorner3ReboundPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Fg2aBlocked,Corner3Assists,Offensive Fouls Drawn,FG2APctBlocked,ShortMidRangePctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ShortMidRangeFGM,ShortMidRangeAssists,SelfOReb,2pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedShortMidRange,AtRimPctBlocked,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,StepOutOfBoundsTurnovers,Charge Fouls Drawn,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGA,DefensiveGoaltends,Corner3PctBlocked,SecondChanceCorner3Frequency,Offensive Fouls,Blocked3s,BlockedCorner3,3SecondViolations,Travels,BlockingFouls,LongMidRangePctBlocked,BlockedArc3,SecondChanceTurnovers,OffCorner3ReboundPct,BlockingFoulsDrawn,SecondChanceCorner3FGM,Clear Path Fouls,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,OffFTReboundPct,team_id,year,season,team_vs
101107-200756-201143-2037-2550,1610612737,"Marvin Williams, Hilton Armstrong, Al Horford, Jamal Crawford, Kirk Hinrich","Williams, Armstrong, Horford, Crawford, Hinrich",101107-200756-201143-2037-2550,ATL,95.0,1,2.0,2.0,3.0,3.0,6.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,0.5,0.5,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.94736842105263,14.666666666666666,17.0,14.666666666666666,17.0,0.6666666666666666,1.0,1.0,0.5,0.3333333333333333,1.0,0.6363,1.05,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2011,2010-11,True
101107-200756-201952-2694-2863,1610612737,"Marvin Williams, Hilton Armstrong, Jeff Teague, Josh Powell, Damien Wilkins","Williams, Armstrong, Teague, Powell, Wilkins",101107-200756-201952-2694-2863,ATL,438.0,1,7.0,-7.0,14.0,15.0,29.0,1.0,2.0,5.0,1.0,8.0,5.0,11.0,18.0,,2.0,5.0,,1.0,,3.0,1.0,2.0,1.0,5.0,3.0,8.0,1.0,2.0,2.0,3.0,,2.0,1.0,5.0,,,0.125,0.3076923076923077,0.36666666666666664,0.38461538461538464,1.0,0.6666666666666666,0.3333333333333333,0.8,0.3,0.3333333333333333,,95.34246575342466,17.642857142857142,12.733333333333333,17.214285714285715,12.733333333333333,0.15384615384615385,0.5,0.5,,0.38461538461538464,0.5384615384615384,0.4638692307692308,14.3625,25.28,14.0,8.0,3.0,1.0,1.0,1.0,2.0,6.0,2.0,1.0,1.0,2.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,8.0,2.0,5.0,3.0,11.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,11.0,14.0,1.0,2.0,0.5,0.4,1.0,0.4,0.4,1.0,0.125,1.25,0.3076923076923077,1.0,0.36666666666666664,0.5,0.2857142857142857,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,0.46153846153846156,0.4,0.4,0.5,0.5,1.0,0.5,1.0,1.0,0.15384615384615385,0.5,0.38461538461538464,0.4,0.4,0.52425,0.4638692307692308,0.5454545454545454,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2011,2010-11,True
101107-200756-202377-2037-2694,1610612737,"Marvin Williams, Hilton Armstrong, Pape Sy, Jamal Crawford, Josh Powell","Williams, Armstrong, Sy, Crawford, Powell",101107-200756-202377-2037-2694,ATL,16.0,1,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,90.0,16.0,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2011,2010-11,True
101107-200756-202377-2694-2863,1610612737,"Marvin Williams, Hilton Armstrong, Pape Sy, Josh Powell, Damien Wilkins","Williams, Armstrong, Sy, Powell, Wilkins",101107-200756-202377-2694-2863,ATL,484.0,2,8.0,-7.0,14.0,15.0,29.0,2.0,2.0,,4.0,10.0,,10.0,17.0,6.0,2.0,,3.0,3.0,1.0,6.0,,2.0,1.0,3.0,1.0,4.0,1.0,3.0,3.0,4.0,,1.0,,8.0,0.75,1.0,0.4,0.4,0.45454545454545453,,1.0,0.4,,0.3333333333333333,0.16666666666666666,,,86.2809917355372,18.857142857142858,14.666666666666666,18.857142857142858,13.4,0.2,1.0,1.0,0.5,,0.2,0.43748,12.61,,6.0,8.0,1.0,1.0,1.0,,,6.0,,,,,,,2.0,1.0,1.0,,,,2.0,,2.0,,,2.0,2.0,,,2.0,,,,1.0,,2.0,1.0,2.0,1.0,2.0,2.0,,,,,,,2.0,6.0,,,,,,,,1.0,,1.0,,1.0,0.3333333333333333,0.6666666666666666,0.16666666666666666,,,,0.6666666666666666,,,0.6,,,,1.0,1.0,,,,,,,,,0.5719,0.3825,0.2,0.2,0.42857142857142855,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.2,0.3333333333333333,0.3333333333333333,1.0,0.09090909090909091,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2011,2010-11,True
101107-200756-2037-2207-2550,1610612737,"Marvin Williams, Hilton Armstrong, Jamal Crawford, Joe Johnson, Kirk Hinrich","Williams, Armstrong, Crawford, Johnson, Hinrich",101107-200756-2037-2207-2550,ATL,137.0,1,2.0,5.0,4.0,4.0,8.0,3.0,4.0,,3.0,5.0,,8.0,3.0,,6.0,,,,,,,2.0,,2.0,2.0,4.0,,,,,,1.0,,4.0,,,0.6,0.6,0.6666666666666666,,,0.5,,0.5,1.0,,,84.08759124087592,10.75,23.5,10.0,21.75,0.8,0.75,0.75,,,0.8,0.53376,4.779999999999999,,4.0,,2.0,2.0,2.0,3.0,4.0,1.0,,,,,,,2.0,2.0,2.0,,,,4.0,3.0,5.0,,,2.0,8.0,,,2.0,,,,2.0,,1.0,1.0,,,,2.0,1.0,,,,,,8.0,4.0,,1.0,,,,,,1.0,0.6,1.0,0.6,1.0,0.6666666666666666,,1.0,,1.0,1.0,,,,0.2,,,,1.0,1.0,,,,0.8,0.75,,,,0.54885,0.53376,0.5,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2011,2010-11,True
101107-200756-2037-2550-2746,1610612737,"Marvin Williams, Hilton Armstrong, Jamal Crawford, Kirk Hinrich, Josh Smith","Williams, Armstrong, Crawford, Hinrich, Smith",101107-200756-2037-2550-2746,ATL,97.0,1,2.0,1.0,3.0,4.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,,2.0,,,,,,,1.0,1.0,3.0,,3.0,,1.0,1.0,1.0,,1.0,,4.0,,,1.0,0.5,0.6666666666666666,0.5,1.0,1.0,,1.0,,,,103.91752577319588,11.333333333333334,15.75,11.333333333333334,15.75,0.5,1.0,1.0,,0.5,1.0,0.5437,1.7,59.9,3.0,4.0,,,,1.0,1.0,,,,,,1.0,,2.0,,,,,,,1.0,1.0,,1.0,2.0,4.0,,,,,,,,1.0,,,1.0,,1.0,2.0,,1.0,,1.0,1.0,,4.0,3.0,,,,,,,,,1.0,,0.5,,0.6666666666666666,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,,0.5,1.0,0.5,,,,0.5437,,1.0,1.0,,,,,,1.0,,1.0,,,,,,0.3333333333333333,0.5,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2011,2010-11,True
101107-201143-201952-2037-2207,1610612737,"Marvin Williams, Al Horford, Jeff Teague, Jamal Crawford, Joe Johnson","Williams, Horford, Teague, Crawford, Johnson",101107-201143-201952-2037-2207,ATL,221.0,1,4.0,2.0,6.0,5.0,11.0,2.0,3.0,2.0,3.0,5.0,2.0,6.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,4.0,,3.0,,3.0,1.0,4.0,1.0,1.0,,1.0,,,,6.0,0.6666666666666666,0.6666666666666666,0.6,0.42857142857142855,0.42857142857142855,0.2857142857142857,,1.0,,1.0,0.3333333333333333,,1.0,71.67420814479638,17.0,23.8,16.833333333333332,23.8,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.5,0.2857142857142857,0.7142857142857143,0.4643285714285715,6.26,25.65,,,1.0,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,1.0,,,0.14285714285714285,,,,1.0,,,,,,,,,,0.5121,,,,,,1.0,1.0,1.0,,,,,1.0,0.14285714285714285,1.0,1.0,1.0,,,,,,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2011,2010-11,True
101107-201143-201952-2037-2215,1610612737,"Marvin Williams, Al Horford, Jeff Teague, Jamal Crawford, Jason Collins","Williams, Horford, Teague, Crawford, Collins",101107-201143-201952-2037-2215,ATL,136.0,2,2.0,3.0,5.0,5.0,10.0,,,1.0,1.0,2.0,1.0,4.0,1.0,,2.0,1.0,,,,,,2.0,,4.0,,4.0,1.0,1.0,1.0,1.0,,1.0,,4.0,,,0.5,0.3333333333333333,0.5,0.3333333333333333,,1.0,,1.0,,,,105.88235294117648,9.4,17.8,9.4,16.4,,,,,0.3333333333333333,0.3333333333333333,0.42228333333333334,20.4,25.7,4.0,3.0,,,,,,2.0,,,,,1.0,,2.0,,,,,,,,1.0,,1.0,2.0,2.0,,,,,,,,2.0,,,,,1.0,2.0,1.0,,,,,,2.0,4.0,,1.0,,,,,,,,,,,0.3333333333333333,,,1.0,,1.0,1.0,1.0,,0.6666666666666666,,,,,,,,,,,0.5,,,,0.425725,,0.5,0.8,,,1.0,,,,,,,,0.5,0.5,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2011,2010-11,True
101107-201143-201952-2037-2585,1610612737,"Marvin Williams, Al Horford, Jeff Teague, Jamal Crawford, Zaza Pachulia","Williams, Horford, Teague, Crawford, Pachulia",101107-201143-201952-2037-2585,ATL,364.0,4,6.0,9.0,10.0,11.0,21.0,3.0,3.0,2.0,3.0,6.0,4.0,17.0,8.0,4.0,2.0,2.0,2.0,5.0,2.0,13.0,,3.0,1.0,4.0,1.0,5.0,,,,1.0,,4.0,,17.0,0.6666666666666666,0.6666666666666666,0.5,0.75,0.7083333333333334,0.4,1.0,0.75,,0.75,0.25,,0.5,83.07692307692308,15.6,18.90909090909091,13.9,18.90909090909091,0.3,1.0,1.0,0.6666666666666666,0.2,0.7,0.493915,5.3999999999999995,24.975,5.0,4.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,3.0,2.0,,,,1.0,,,1.0,1.0,2.0,3.0,2.0,10.0,9.0,,,1.0,3.0,1.0,1.0,,1.0,,,,,4.0,1.0,1.0,1.0,1.0,1.0,,10.0,5.0,,1.0,1.0,0.75,,0.6666666666666666,0.75,,1.0,,1.0,,1.0,,0.3333333333333333,,,1.0,1.0,,1.0,0.1,0.5,0.5,1.0,,,1.0,,,0.25,1.0,0.5,0.5,0.5,0.1908,0.48185,,0.5882352941176471,0.5,,2.0,,,1.0,,,1.0,0.5,0.2,,,,0.09090909090909091,0.14285714285714285,,,,,,,,,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.16666666666666666,0.5,0.2,1.0,1.0,1.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2011,2010-11,True
101107-201143-201952-2207-2746,1610612737,"Marvin Williams, Al Horford, Jeff Teague, Joe Johnson, Josh Smith","Williams, Horford, Teague, Johnson, Smith",101107-201143-201952-2207-2746,ATL,2453.0,3,41.0,12.0,73.0,71.0,144.0,13.0,24.0,9.0,25.0,55.0,14.0,85.0,73.0,22.0,28.0,9.0,11.0,18.0,5.0,43.0,,24.0,2.0,31.0,8.0,39.0,,6.0,5.0,10.0,,10.0,,73.0,0.44,0.5238095238095238,0.45454545454545453,0.5144927536231884,0.56,0.2028985507246377,1.0,0.7058823529411765,,0.725,0.21621621621621623,,1.0,84.53322462291072,15.698630136986301,18.408450704225352,15.520547945205479,17.6056338028169,0.34782608695652173,0.5416666666666666,0.7222222222222222,0.38461538461538464,0.13043478260869565,0.5507246376811594,0.48904927536231885,8.505454545454546,24.37142857142857,,,7.0,3.0,5.0,,,16.0,6.0,,,,,7.0,14.0,4.0,6.0,,,4.0,12.0,,,,,,,21.0,,8.0,6.0,7.0,6.0,8.0,5.0,5.0,4.0,6.0,1.0,,15.0,,4.0,1.0,4.0,3.0,3.0,,,,,1.0,0.5,,,0.5,0.6666666666666666,,0.6666666666666666,,0.75,,1.0,0.26666666666666666,0.8333333333333334,0.09090909090909091,0.3333333333333333,0.7142857142857143,1.0,0.75,0.2318840579710145,0.6666666666666666,0.6666666666666666,1.0,0.8333333333333334,0.6,,,,,,,,0.6666666666666666,0.5184333333333333,,0.1411764705882353,,,,15.0,5.0,3.0,1.0,5.0,2.0,7.0,0.25,0.21739130434782608,0.3125,0.3125,0.6,0.09333333333333334,0.11475409836065574,0.45454545454545453,,1.0,,,,,0.75,1.0,5.0,,,9.0,1.0,,0.16363636363636364,0.2,0.07246376811594203,0.2,0.2,1.0,,,7.0,3.0,1.0,1.0,2.0,2.0,0.25,0.03571428571428571,0.4666666666666667,0.5833333333333334,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2011,2010-11,True
