EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,FTDefRebounds,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,LongMidRangeFGM,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,Fg2aBlocked,LongMidRangeAssists,OffThreePtRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,LostBallTurnovers,Clear Path Fouls,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffThreePtReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,BadPassTurnovers,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,AtRimPctBlocked,OffAtRimReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,ShortMidRangeFGM,ShortMidRangeAssists,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,Fg3aBlocked,ThreePtAssists,Arc3Assists,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,Arc3PctBlocked,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Corner3FGA,LostBallSteals,Corner3PctBlocked,Corner3Frequency,Offensive Fouls Drawn,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,PtsPutbacks,Corner3Assists,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Loose Ball Fouls,BlockedLongMidRange,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PtsUnassisted3s,BlockingFoulsDrawn,DefensiveGoaltends,Defensive 3 Seconds Violations,LongMidRangePctBlocked,SecondChanceCorner3FGM,PenaltyCorner3FGA,Blocked3s,BlockedArc3,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,Charge Fouls,BlockingFouls,HeaveAttempts,PenaltyCorner3FGM,Charge Fouls Drawn,Technical Free Throw Trips,OffCorner3ReboundPct,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,FTOffRebounds,OffFTReboundPct,HeaveMakes,3SecondViolations,BlockedCorner3,3pt And 1 Free Throw Trips,OffensiveGoaltends,team_id,year,season,team_vs
101249-200758-201149-201949-2594,1610612741,"John Lucas III, Ronnie Brewer, Joakim Noah, James Johnson, Kyle Korver","Lucas III, Brewer, Noah, Johnson, Korver",101249-200758-201149-201949-2594,CHI,254.0,1,4.0,-1.0,7.0,7.0,3.0,2.0,14.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,6.0,5.0,9.0,10.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,5.0,1.0,2.0,1.0,7.0,4.0,3.0,1.0,0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,0.5625,0.5,0.6666666666666666,0.5,0.75,0.5,0.5,0.75,1.0,0.6666666666666666,1.0,0.5,0.25,79.37007874015748,15.571428571428571,20.714285714285715,12.285714285714286,18.0,0.3333333333333333,1.0,1.0,0.5,0.16666666666666666,0.5,0.5,1.0,0.3333333333333333,0.4807666666666666,0.4026,0.51295,0.2857142857142857,0.2857142857142857,0.2222222222222222,0.4444444444444444,12.950000000000001,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2011,2010-11,True
101249-201149-201228-2594-2736,1610612741,"John Lucas III, Joakim Noah, C.J. Watson, Kyle Korver, Luol Deng","Lucas III, Noah, Watson, Korver, Deng",101249-201149-201228-2594-2736,CHI,12.0,1,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,,12.0,,12.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2011,2010-11,True
101249-201228-201600-201949-2243,1610612741,"John Lucas III, C.J. Watson, Omer Asik, James Johnson, Brian Scalabrine","Lucas III, Watson, Asik, Johnson, Scalabrine",101249-201228-201600-201949-2243,CHI,341.0,1,6.0,4.0,11.0,11.0,6.0,1.0,22.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,7.0,11.0,7.0,1.0,,,1.0,3.0,4.0,6.0,4.0,,2.0,2.0,1.0,4.0,,1.0,4.0,5.0,1.0,6.0,,1.0,,2.0,,1.0,,2.0,,4.0,,8.0,,3.0,1.0,11.0,6.0,6.0,1.0,1.0,1.0,0.4,0.3333333333333333,0.2857142857142857,0.2,0.5,,0.42857142857142855,1.0,,1.0,1.0,0.25,,,1.0,,,92.90322580645162,10.818181818181818,20.181818181818183,10.454545454545455,20.181818181818183,0.14285714285714285,1.0,1.0,1.0,0.2857142857142857,0.2857142857142857,0.2,1.0,0.42857142857142855,0.3889142857142857,,0.39766,0.3,0.375,,0.5454545454545454,10.059999999999999,0.5454545454545454,6.0,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2857142857142857,0.4,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.2857142857142857,0.4,27.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2011,2010-11,True
200758-201149-201228-201565-201959,1610612741,"Ronnie Brewer, Joakim Noah, C.J. Watson, Derrick Rose, Taj Gibson","Brewer, Noah, Watson, Rose, Gibson",200758-201149-201228-201565-201959,CHI,156.0,2,3.0,-5.0,3.0,5.0,,1.0,8.0,1.0,2.0,,,,2.0,1.0,4.0,,2.0,7.0,1.0,,,,,,,2.0,,1.0,1.0,1.0,2.0,2.0,,2.0,2.0,2.0,4.0,,,,1.0,,,2.0,3.0,,1.0,1.0,,,,,2.0,,,,1.0,1.0,0.25,,0.25,,0.25,,,0.5,0.6666666666666666,,0.5,0.6666666666666666,,0.5,,,,73.84615384615384,21.333333333333332,18.4,16.666666666666668,17.8,0.5,0.5,1.0,1.0,,0.5,,,0.5,0.538725,0.3805,,,,,,8.35,,,,,,,,,,,,1.0,,,,,1.0,,,,,0.25,,1.0,,,0.3333333333333333,,,,,,,,1.0,2.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2011,2010-11,True
200758-201149-201228-201565-2430,1610612741,"Ronnie Brewer, Joakim Noah, C.J. Watson, Derrick Rose, Carlos Boozer","Brewer, Noah, Watson, Rose, Boozer",200758-201149-201228-201565-2430,CHI,97.0,1,2.0,,3.0,3.0,,,6.0,,,,,1.0,1.0,1.0,2.0,,2.0,2.0,,,,,,,,2.0,,1.0,1.0,,2.0,,,1.0,2.0,,2.0,,,,,,,,1.0,,,,,,,,2.0,,,,1.0,1.0,0.5,,0.3333333333333333,,0.3333333333333333,,,1.0,,,1.0,,,,1.0,,,89.0721649484536,20.666666666666668,11.666666666666666,20.666666666666668,11.666666666666666,,,,,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,0.42386666666666667,,,,,,,9.55,,,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,0.3333333333333333,,,,,,,,,,,0.3333333333333333,,26.6,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2011,2010-11,True
200758-201149-201228-201565-2736,1610612741,"Ronnie Brewer, Joakim Noah, C.J. Watson, Derrick Rose, Luol Deng","Brewer, Noah, Watson, Rose, Deng",200758-201149-201228-201565-2736,CHI,193.0,5,3.0,5.0,13.0,9.0,7.0,1.0,22.0,3.0,3.0,1.0,1.0,2.0,,4.0,5.0,,11.0,6.0,1.0,,,1.0,1.0,,5.0,6.0,2.0,3.0,4.0,2.0,9.0,,,1.0,3.0,1.0,4.0,,,,1.0,,,2.0,4.0,,,,,,,,11.0,5.0,7.0,,0.75,0.75,0.8,1.0,0.4230769230769231,0.35714285714285715,0.4230769230769231,,0.35714285714285715,1.0,,,1.0,0.14285714285714285,,,1.0,,,164.14507772020724,7.769230769230769,10.222222222222221,7.384615384615385,9.88888888888889,0.23076923076923078,1.0,1.0,0.6666666666666666,0.15384615384615385,,0.14285714285714285,1.0,0.8461538461538461,0.4811423076923077,,0.3892142857142857,,,,0.45454545454545453,2.6399999999999997,0.5384615384615384,4.0,2.0,1.0,0.6666666666666666,,8.0,6.0,8.0,6.0,8.0,,,1.0,1.0,1.0,1.0,,,,0.6153846153846154,,,1.0,0.16666666666666666,0.16666666666666666,,,,,,0.6153846153846154,0.8571428571428571,25.775,1.0,,,,,,,,,,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.125,0.16666666666666666,0.125,0.125,0.125,0.125,0.14285714285714285,1.0,0.16666666666666666,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2011,2010-11,True
200758-201149-201228-201600-2594,1610612741,"Ronnie Brewer, Joakim Noah, C.J. Watson, Omer Asik, Kyle Korver","Brewer, Noah, Watson, Asik, Korver",200758-201149-201228-201600-2594,CHI,215.0,3,4.0,-4.0,5.0,5.0,,,10.0,,,,,,3.0,1.0,3.0,2.0,4.0,8.0,,,,,,,,2.0,,1.0,1.0,,2.0,,,2.0,2.0,,2.0,,,,,,,1.0,1.0,,2.0,,4.0,,2.0,,4.0,,,,1.0,1.0,0.3333333333333333,,0.3333333333333333,,0.4,,,0.6666666666666666,,,0.6666666666666666,,,,0.6666666666666666,,,66.9767441860465,19.8,23.2,19.8,21.8,,,,,,1.0,,,,0.38680000000000003,,,0.4,0.4,,,19.633333333333333,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2011,2010-11,True
200758-201149-201228-201600-2736,1610612741,"Ronnie Brewer, Joakim Noah, C.J. Watson, Omer Asik, Luol Deng","Brewer, Noah, Watson, Asik, Deng",200758-201149-201228-201600-2736,CHI,13.0,1,,,1.0,,1.0,,1.0,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,110.76923076923076,13.0,,13.0,,,,,,,1.0,,,,0.3136,,0.3136,,,,,17.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2011,2010-11,True
200758-201149-201228-201949-2594,1610612741,"Ronnie Brewer, Joakim Noah, C.J. Watson, James Johnson, Kyle Korver","Brewer, Noah, Watson, Johnson, Korver",200758-201149-201228-201949-2594,CHI,182.0,1,3.0,1.0,7.0,8.0,,,15.0,1.0,1.0,,,1.0,,2.0,2.0,,4.0,3.0,,,,,,,,2.0,2.0,1.0,1.0,1.0,2.0,,,2.0,3.0,,3.0,,1.0,,3.0,,,1.0,2.0,1.0,,,,,,,4.0,,,,0.5,0.5,1.0,,0.5,,0.5,,,1.0,,,1.0,,,,1.0,,,118.68131868131869,13.142857142857142,11.25,13.142857142857142,11.25,0.25,1.0,1.0,1.0,0.25,,,,0.75,0.5787,,,,,,,3.1,,,1.0,,1.0,,1.0,,2.0,,1.0,,,,3.0,1.0,2.0,,1.0,,0.5,,,0.6666666666666666,,,,,,,,0.25,,24.3,1.0,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,,0.5,,,,,,,1.0,2.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2011,2010-11,True
200758-201149-201228-201959-2586,1610612741,"Ronnie Brewer, Joakim Noah, C.J. Watson, Taj Gibson, Keith Bogans","Brewer, Noah, Watson, Gibson, Bogans",200758-201149-201228-201959-2586,CHI,25.0,1,,2.0,1.0,1.0,,,2.0,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,1.0,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,115.19999999999999,15.0,10.0,15.0,10.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2011,2010-11,True
