EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,LongMidRangeFGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,BadPassTurnovers,DeadBallTurnovers,StepOutOfBoundsTurnovers,BlockingFouls,Charge Fouls,Loose Ball Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,OffCorner3ReboundPct,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,ShortMidRangePctBlocked,OffLongMidRangeReboundPct,BadPassOutOfBoundsTurnovers,Travels,Technical Free Throw Trips,BlockedAtRim,Corner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Offensive Fouls,3SecondViolations,PtsUnassisted3s,PenaltyCorner3FGM,FTOffRebounds,OffFTReboundPct,PenaltyCorner3Accuracy,Blocked3s,BlockedArc3,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Defensive 3 Seconds Violations,DefensiveGoaltends,LongMidRangePctBlocked,HeaveAttempts,BlockedLongMidRange,Fg3aBlocked,BlockedCorner3,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3PctBlocked,team_id,year,season,team_vs
101113-101155-1884-200751-201569,1610612746,"Ike Diogu, Ryan Gomes, Baron Davis, Randy Foye, Eric Gordon","Diogu, Gomes, Davis, Foye, Gordon",101113-101155-1884-200751-201569,LAC,105.0,1,2.0,-1.0,4.0,3.0,4.0,3.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,5.0,1.0,1.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,4.0,4.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.5,1.0,0.5,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,96.0,13.0,17.666666666666668,12.75,17.666666666666668,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.46449999999999997,0.6422,0.46449999999999997,0.5,0.5,0.5,1.0,7.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2011,2010-11,False
101113-101155-1884-200751-201933,1610612746,"Ike Diogu, Ryan Gomes, Baron Davis, Randy Foye, Blake Griffin","Diogu, Gomes, Davis, Foye, Griffin",101113-101155-1884-200751-201933,LAC,1301.0,7,22.0,11.0,41.0,43.0,22.0,19.0,7.0,84.0,8.0,18.0,3.0,5.0,4.0,8.0,8.0,5.0,14.0,31.0,17.0,54.0,43.0,3.0,5.0,10.0,5.0,12.0,7.0,26.0,14.0,4.0,8.0,7.0,16.0,9.0,25.0,2.0,1.0,,3.0,2.0,6.0,11.0,15.0,,18.0,1.0,5.0,44.0,26.0,22.0,2.0,0.45161290322580644,0.6,0.4166666666666667,0.47435897435897434,0.5,0.5,0.574468085106383,0.625,0.5652173913043478,0.3333333333333333,0.7,0.47058823529411764,0.6666666666666666,0.4090909090909091,0.2,0.75,0.1,92.97463489623367,14.926829268292684,16.023255813953487,14.170731707317072,15.418604651162791,0.46153846153846156,0.4444444444444444,0.5,0.20512820512820512,0.1282051282051282,0.8333333333333334,0.6,0.42105263157894735,0.5,0.6666666666666666,0.48829487179487185,0.5741666666666666,0.5045421052631579,0.13636363636363635,0.14285714285714285,0.18518518518518517,0.48148148148148145,6.267741935483872,0.5365853658536586,3.0,3.0,1.0,1.0,3.0,7.0,1.0,3.0,6.0,3.0,8.0,1.0,4.0,3.0,7.0,14.0,9.0,7.0,3.0,2.0,7.0,3.0,10.0,3.0,4.0,1.0,2.0,23.0,1.0,7.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,5.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,0.5,0.5833333333333334,1.0,0.375,0.42857142857142855,0.375,0.20512820512820512,0.06451612903225806,0.1111111111111111,0.6666666666666666,0.6363636363636364,0.2,0.7,0.25,0.5,1.0,0.75,0.3333333333333333,1.0,0.5,0.375,0.375,0.3333333333333333,0.6,0.6,0.6666666666666666,0.02564102564102564,0.1794871794871795,0.42857142857142855,0.42857142857142855,1.0,0.3333333333333333,0.16666666666666666,0.05263157894736842,0.3157894736842105,0.5,0.42857142857142855,0.1111111111111111,25.8625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2011,2010-11,False
101113-101155-1884-200751-202329,1610612746,"Ike Diogu, Ryan Gomes, Baron Davis, Randy Foye, Al-Farouq Aminu","Diogu, Gomes, Davis, Foye, Aminu",101113-101155-1884-200751-202329,LAC,19.0,1,,,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,151.57894736842107,1.0,18.0,1.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2011,2010-11,False
101113-101155-1884-200751-202339,1610612746,"Ike Diogu, Ryan Gomes, Baron Davis, Randy Foye, Eric Bledsoe","Diogu, Gomes, Davis, Foye, Bledsoe",101113-101155-1884-200751-202339,LAC,143.0,2,2.0,-1.0,4.0,3.0,3.0,3.0,1.0,7.0,,,,,,,3.0,,1.0,3.0,2.0,4.0,5.0,,1.0,,,2.0,2.0,2.0,2.0,,,,,1.0,1.0,,,,,,1.0,2.0,1.0,,2.0,,1.0,4.0,2.0,3.0,,0.3333333333333333,,,0.25,,,0.4,,0.25,,,,,0.3333333333333333,,,,70.4895104895105,21.25,19.333333333333332,17.5,18.333333333333332,,,,0.75,,,,,,0.25,0.3954,,0.4143666666666667,0.2,0.25,,0.5,7.0,0.75,1.0,,1.0,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,1.0,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,0.25,,,,,,,0.3333333333333333,,,,,23.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2011,2010-11,False
101113-101155-1884-200751-2567,1610612746,"Ike Diogu, Ryan Gomes, Baron Davis, Randy Foye, Brian Cook","Diogu, Gomes, Davis, Foye, Cook",101113-101155-1884-200751-2567,LAC,215.0,3,4.0,-13.0,9.0,9.0,2.0,8.0,1.0,18.0,1.0,1.0,,,1.0,1.0,2.0,2.0,1.0,5.0,,2.0,15.0,,,,1.0,1.0,,2.0,2.0,,1.0,1.0,1.0,1.0,2.0,,2.0,1.0,5.0,1.0,1.0,3.0,1.0,,,,,2.0,2.0,2.0,2.0,0.2,,1.0,0.16666666666666666,,1.0,0.16666666666666666,,1.0,0.4,1.0,0.5,1.0,0.3333333333333333,0.5,,,120.55813953488372,15.0,8.88888888888889,14.88888888888889,8.222222222222221,0.16666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,,,1.0,1.0,0.3333333333333333,0.3843916666666667,,0.3985,,,,1.0,12.379999999999999,0.2222222222222222,,,,,,1.0,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,3.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,0.16666666666666666,0.2,,,,,,,1.0,,,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,25.3,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2011,2010-11,False
101113-101155-1884-201569-201599,1610612746,"Ike Diogu, Ryan Gomes, Baron Davis, Eric Gordon, DeAndre Jordan","Diogu, Gomes, Davis, Gordon, Jordan",101113-101155-1884-201569-201599,LAC,586.0,1,10.0,1.0,18.0,19.0,7.0,,6.0,37.0,1.0,8.0,,3.0,,3.0,5.0,3.0,4.0,16.0,3.0,17.0,16.0,1.0,4.0,4.0,1.0,7.0,,5.0,2.0,,5.0,6.0,9.0,7.0,16.0,,2.0,2.0,2.0,,2.0,2.0,4.0,,4.0,,2.0,13.0,5.0,7.0,,0.25,0.25,0.14285714285714285,0.3333333333333333,0.2,0.2777777777777778,0.3695652173913043,0.3333333333333333,0.2777777777777778,1.0,0.8571428571428571,0.4166666666666667,0.8888888888888888,0.4666666666666667,0.25,1.0,,90.92150170648463,19.0,12.842105263157896,17.27777777777778,12.68421052631579,0.38095238095238093,0.125,0.16666666666666666,0.23809523809523808,0.14285714285714285,0.6,,0.3333333333333333,,0.6190476190476191,0.4820190476190477,0.5046,0.47975555555555555,0.08695652173913043,0.1111111111111111,0.23529411764705882,0.29411764705882354,7.60625,0.3888888888888889,1.0,2.0,,,2.0,5.0,1.0,1.0,2.0,2.0,5.0,1.0,2.0,1.0,2.0,6.0,6.0,5.0,2.0,3.0,3.0,2.0,5.0,2.0,1.0,1.0,1.0,12.0,2.0,2.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,0.75,0.75,1.0,0.4,0.5,0.4,0.23809523809523808,0.1875,0.25,1.0,1.0,0.6666666666666666,0.42857142857142855,0.6666666666666666,0.6666666666666666,1.0,1.0,,,1.0,0.2,0.25,1.0,0.6666666666666666,0.6666666666666666,0.5,,0.23809523809523808,0.4,0.4,1.0,,0.2,,0.2222222222222222,0.5,0.4,,26.22,,,1.0,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2011,2010-11,False
101113-101155-1884-201569-201933,1610612746,"Ike Diogu, Ryan Gomes, Baron Davis, Eric Gordon, Blake Griffin","Diogu, Gomes, Davis, Gordon, Griffin",101113-101155-1884-201569-201933,LAC,787.0,5,13.0,-5.0,26.0,27.0,14.0,15.0,2.0,53.0,6.0,10.0,1.0,1.0,5.0,7.0,5.0,2.0,9.0,17.0,3.0,21.0,26.0,1.0,1.0,2.0,6.0,9.0,1.0,13.0,10.0,2.0,1.0,10.0,12.0,2.0,14.0,,2.0,1.0,4.0,2.0,4.0,5.0,5.0,,6.0,,1.0,19.0,13.0,14.0,1.0,0.5294117647058824,1.0,0.6666666666666666,0.4090909090909091,0.5,0.5454545454545454,0.42,0.5,0.5416666666666666,0.5,0.7142857142857143,0.125,0.7333333333333333,0.15384615384615385,,0.6666666666666666,,96.97585768742059,16.307692307692307,13.444444444444445,15.73076923076923,12.703703703703704,0.45454545454545453,0.6,0.6666666666666666,0.22727272727272727,0.09090909090909091,0.5,1.0,0.6363636363636364,0.7142857142857143,0.6818181818181818,0.4833522727272727,0.5399,0.4804727272727272,0.043478260869565216,0.05555555555555555,0.09523809523809523,0.6190476190476191,5.982352941176471,0.5384615384615384,2.0,1.0,3.0,1.0,,2.0,1.0,,1.0,,5.0,1.0,,,2.0,8.0,,2.0,,1.0,4.0,,4.0,,4.0,,,8.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,,1.0,,,,1.0,,,2.0,,,,,1.0,0.4444444444444444,0.5,,,,,0.22727272727272727,0.058823529411764705,0.1,1.0,1.0,0.2,0.25,,0.5,0.8333333333333334,1.0,,,0.6666666666666666,0.4,0.4,,0.5,0.5,,0.13636363636363635,0.09090909090909091,,,,,0.5,0.09090909090909091,0.09090909090909091,,,,25.2,0.3333333333333333,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2011,2010-11,False
101113-101155-1884-201569-2260,1610612746,"Ike Diogu, Ryan Gomes, Baron Davis, Eric Gordon, Jarron Collins","Diogu, Gomes, Davis, Gordon, Collins",101113-101155-1884-201569-2260,LAC,166.0,1,3.0,-7.0,5.0,6.0,5.0,6.0,1.0,11.0,,,,,,,1.0,2.0,,3.0,1.0,1.0,8.0,,,1.0,,3.0,1.0,1.0,,,1.0,2.0,2.0,1.0,3.0,,1.0,,2.0,2.0,1.0,2.0,1.0,,2.0,,,,1.0,5.0,1.0,,,,,,,0.125,0.5,0.125,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,,1.0,,95.42168674698796,19.2,11.666666666666666,19.2,11.666666666666666,,,,0.3333333333333333,0.6666666666666666,,,,,,0.391,,0.391,,,1.0,1.0,14.166666666666666,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2011,2010-11,False
101113-101155-1884-201599-202339,1610612746,"Ike Diogu, Ryan Gomes, Baron Davis, DeAndre Jordan, Eric Bledsoe","Diogu, Gomes, Davis, Jordan, Bledsoe",101113-101155-1884-201599-202339,LAC,59.0,1,1.0,2.0,2.0,2.0,2.0,,,4.0,2.0,2.0,,,2.0,2.0,,,2.0,2.0,1.0,5.0,3.0,,,,2.0,2.0,1.0,5.0,2.0,,,,,,,,,,,,1.0,1.0,2.0,,1.0,1.0,1.0,5.0,5.0,2.0,,1.0,,1.0,1.0,,1.0,1.25,,1.25,,,,,,,,,97.6271186440678,13.5,16.0,13.5,15.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,0.6798,,0.6798,0.5,0.5,,1.0,0.85,1.0,,,,,,,,,,,,,,,,2.0,,,,,1.0,,1.0,,1.0,,,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2011,2010-11,False
101113-101155-1884-201933-202339,1610612746,"Ike Diogu, Ryan Gomes, Baron Davis, Blake Griffin, Eric Bledsoe","Diogu, Gomes, Davis, Griffin, Bledsoe",101113-101155-1884-201933-202339,LAC,186.0,2,3.0,1.0,6.0,6.0,6.0,4.0,,12.0,,,,,,,2.0,,1.0,2.0,5.0,7.0,6.0,,,,1.0,2.0,5.0,7.0,2.0,,,,1.0,,1.0,,,,1.0,1.0,1.0,2.0,3.0,,6.0,,2.0,7.0,7.0,6.0,1.0,0.5,,0.5,0.3333333333333333,,0.3333333333333333,0.5833333333333334,,0.5833333333333334,,,,,,,,,92.90322580645162,15.0,16.0,15.0,16.0,,,,0.6666666666666666,,,,,,0.3333333333333333,0.40186666666666665,,0.40186666666666665,0.4,0.5,,1.0,12.0,1.0,1.0,,,,,1.0,,,1.0,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,0.3333333333333333,,,1.0,,,,,,,,,,,0.5,0.5,,,,,,0.3333333333333333,,,,,,,0.3333333333333333,,,,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2011,2010-11,False
