EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,FG3M,FG3A,FtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Steals,LostBallSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,FoulsDrawn,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,Fg2aBlocked,ShortMidRangeAssists,DefThreePtRebounds,Charge Fouls,FG2APctBlocked,AtRimPctBlocked,DefThreePtReboundPct,DefArc3ReboundPct,ShortMidRangePctAssisted,SecondChanceOffPoss,Corner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,OffTwoPtRebounds,OffRebounds,SecondChanceTurnovers,Offensive Fouls Drawn,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,Corner3Frequency,SecondChanceArc3Frequency,SecondChanceShotQualityAvg,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,OffThreePtRebounds,SelfOReb,BadPassSteals,Offensive Fouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,Loose Ball Fouls,SecondChanceArc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,PenaltyFG3M,PenaltyFG3A,PtsPutbacks,2pt And 1 Free Throw Trips,SecondChanceFg3Pct,PenaltyFg3Pct,OffLongMidRangeReboundPct,SecondChanceArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyDefPoss,3SecondViolations,Corner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3PctAssisted,SecondChanceFtPoints,FTDefRebounds,LostBallOutOfBoundsTurnovers,Loose Ball Fouls Drawn,Technical Free Throw Trips,BlockedLongMidRange,BlockedShortMidRange,ShortMidRangePctBlocked,DefFTReboundPct,SecondChanceCorner3FGA,DefensiveGoaltends,SecondChanceCorner3Frequency,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyTurnovers,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,BlockingFouls,OffCorner3ReboundPct,Travels,Charge Fouls Drawn,FTOffRebounds,OffFTReboundPct,SecondChanceAtRimPctAssisted,Defensive 3 Seconds Violations,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,team_id,year,season,team_vs
101142-1497-200761-202361-2546,1610612752,"Ronny Turiaf, Chauncey Billups, Shawne Williams, Landry Fields, Carmelo Anthony","Turiaf, Billups, Williams, Fields, Anthony",101142-1497-200761-202361-2546,NYK,123.0,1,2.0,5.0,4.0,4.0,8,1.0,1.0,2.0,2.0,3.0,3.0,6.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,93.65853658536587,1.0,11.0,19.75,11.0,19.0,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.5,0.3333333333333333,0.5282,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2011,2010-11,False
101142-1497-201611-202361-2405,1610612752,"Ronny Turiaf, Chauncey Billups, Henry Walker, Landry Fields, Amar'e Stoudemire","Turiaf, Billups, Walker, Fields, Stoudemire",101142-1497-201611-202361-2405,NYK,376.0,1,6.0,1.0,12.0,13.0,25,1.0,1.0,,3.0,2.0,5.0,15.0,14.0,,4.0,,1.0,,,3.0,5.0,5.0,5.0,1.0,,2.0,,1.0,1.0,1.0,1.0,,15.0,,,0.4,0.7142857142857143,0.75,0.5,0.7142857142857143,0.7142857142857143,0.6666666666666666,95.74468085106383,,13.916666666666666,16.076923076923077,13.916666666666666,14.846153846153847,0.14285714285714285,1.0,1.0,,0.42857142857142855,,,,0.42857142857142855,0.5115857142857143,13.64,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,2.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,6.0,3.0,4.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.2857142857142857,1.0,0.5,0.14285714285714285,1.0,1.0,0.2857142857142857,1.0,1.0,0.5,1.0,1.0,1.0,0.6534,0.3,0.375,0.26666666666666666,24.35,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2011,2010-11,False
101142-1497-201611-2405-2546,1610612752,"Ronny Turiaf, Chauncey Billups, Henry Walker, Amar'e Stoudemire, Carmelo Anthony","Turiaf, Billups, Walker, Stoudemire, Anthony",101142-1497-201611-2405-2546,NYK,178.0,1,3.0,,6.0,5.0,11,1.0,2.0,,1.0,2.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,,,2.0,2.0,3.0,3.0,,,2.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,0.5,0.5,0.5,0.5,0.5,,1.0,0.75,1.0,88.98876404494382,1.0,13.5,19.4,13.5,18.4,0.5,0.5,1.0,,0.25,,,,0.5,0.484,8.775,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,1.0,,0.25,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.25,0.5,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2011,2010-11,False
101142-1497-201962-2405-2546,1610612752,"Ronny Turiaf, Chauncey Billups, Toney Douglas, Amar'e Stoudemire, Carmelo Anthony","Turiaf, Billups, Douglas, Stoudemire, Anthony",101142-1497-201962-2405-2546,NYK,355.0,1,6.0,-4.0,10.0,11.0,21,3.0,6.0,,,3.0,6.0,10.0,14.0,,6.0,,1.0,,,3.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,10.0,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,85.1830985915493,1.0,20.2,13.909090909090908,18.5,13.272727272727273,0.6666666666666666,0.5,0.6,,,,,,1.0,0.5682,1.2666666666666666,,,,,,1.0,2.0,1.0,3.0,1.0,,,,,3.0,,2.0,1.0,1.0,1.0,,,,,1.0,2.0,,2.0,1.0,,,1.0,0.3333333333333333,0.3333333333333333,,,,0.3333333333333333,1.0,,,,,0.2222222222222222,0.5,0.5,1.0,,,0.5,,0.1,0.14285714285714285,,24.133333333333336,,1.0,,,1.0,0.16666666666666666,0.16666666666666666,,,,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.6666666666666666,0.4,0.6666666666666666,0.1111111111111111,1.0,0.5358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2011,2010-11,False
101142-1497-202361-2405-2546,1610612752,"Ronny Turiaf, Chauncey Billups, Landry Fields, Amar'e Stoudemire, Carmelo Anthony","Turiaf, Billups, Fields, Stoudemire, Anthony",101142-1497-202361-2405-2546,NYK,643.0,1,11.0,1.0,18.0,17.0,35,2.0,5.0,3.0,5.0,6.0,13.0,19.0,18.0,8.0,4.0,4.0,5.0,1.0,3.0,11.0,2.0,3.0,6.0,,,1.0,2.0,3.0,2.0,2.0,2.0,1.0,17.0,0.6666666666666666,0.6666666666666666,0.46153846153846156,0.4166666666666667,0.475,,0.2222222222222222,0.2727272727272727,0.2,78.38258164852255,0.5,16.555555555555557,20.294117647058822,16.166666666666668,16.470588235294116,0.2777777777777778,0.4,0.6666666666666666,0.5,0.2777777777777778,0.6,0.6,1.0,0.5555555555555556,0.5074666666666666,9.284615384615385,1.0,,,1.0,3.0,1.0,4.0,1.0,5.0,4.0,,1.0,,,3.0,,4.0,1.0,1.0,1.0,1.0,,,,1.0,4.0,,4.0,2.0,,1.0,1.0,0.2,0.2,,,,0.2777777777777778,,0.25,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.25,0.25,1.0,,,0.25,0.3825,0.1,0.13333333333333333,,24.580000000000002,0.05555555555555555,2.0,,1.0,,0.15384615384615385,0.4,0.5,,,3.0,1.0,,,2.0,3.0,1.0,1.0,0.2857142857142857,0.2727272727272727,0.3333333333333333,0.05555555555555555,,0.4588,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.25,0.5,0.3333333333333333,1.0,0.1111111111111111,1.0,0.5,0.10526315789473684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2011,2010-11,False
101142-1853-200761-201611-2405,1610612752,"Ronny Turiaf, Anthony Carter, Shawne Williams, Henry Walker, Amar'e Stoudemire","Turiaf, Carter, Williams, Walker, Stoudemire",101142-1853-200761-201611-2405,NYK,121.0,1,2.0,-2.0,3.0,3.0,6,1.0,1.0,,1.0,1.0,2.0,2.0,4.0,,2.0,,,,,,1.0,1.0,1.0,,,,,1.0,,,,,2.0,,,0.5,0.3333333333333333,0.3333333333333333,,0.5,0.5,,71.40495867768595,,18.333333333333332,22.0,18.333333333333332,17.333333333333332,0.3333333333333333,1.0,1.0,,0.3333333333333333,,,,0.6666666666666666,0.43133333333333335,11.2,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,0.5,,,,,0.3333333333333333,,,,,,,,,,,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2011,2010-11,False
101142-1853-200761-201962-2546,1610612752,"Ronny Turiaf, Anthony Carter, Shawne Williams, Toney Douglas, Carmelo Anthony","Turiaf, Carter, Williams, Douglas, Anthony",101142-1853-200761-201962-2546,NYK,41.0,1,1.0,,,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.1219512195122,,,31.0,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2011,2010-11,False
101142-1853-200761-202361-2546,1610612752,"Ronny Turiaf, Anthony Carter, Shawne Williams, Landry Fields, Carmelo Anthony","Turiaf, Carter, Williams, Fields, Anthony",101142-1853-200761-202361-2546,NYK,47.0,1,1.0,,2.0,2.0,4,,,,1.0,,1.0,,,,,,,,,,2.0,2.0,2.0,1.0,,1.0,,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,122.55319148936171,,9.5,14.0,9.5,6.5,,,,,1.0,,,,,0.4272,19.1,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2011,2010-11,False
101142-1853-201962-2405-2546,1610612752,"Ronny Turiaf, Anthony Carter, Toney Douglas, Amar'e Stoudemire, Carmelo Anthony","Turiaf, Carter, Douglas, Stoudemire, Anthony",101142-1853-201962-2405-2546,NYK,29.0,1,,3.0,2.0,,2,,,,,,,3.0,,,,,,,,,,,,,,1.0,,1.0,,,,,3.0,,,,1.5,1.5,,,,,99.3103448275862,,14.5,,14.5,,,,,,,,,,1.0,0.46725,,,,,,,1.0,1.0,1.0,1.0,,,,,,,3.0,1.0,1.0,,,,,,,1.0,,,,,,,,1.0,1.0,,,,1.0,,,,,,1.0,1.0,1.0,,,,1.0,,,,,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2011,2010-11,False
101142-1853-202361-2405-2546,1610612752,"Ronny Turiaf, Anthony Carter, Landry Fields, Amar'e Stoudemire, Carmelo Anthony","Turiaf, Carter, Fields, Stoudemire, Anthony",101142-1853-202361-2405-2546,NYK,79.0,1,1.0,-2.0,3.0,3.0,6,1.0,2.0,,1.0,1.0,4.0,2.0,4.0,2.0,,1.0,1.0,1.0,,2.0,,,1.0,,,,,,,,,,2.0,1.0,1.0,0.25,0.25,0.25,,,,,109.36708860759494,,15.666666666666666,10.666666666666666,14.333333333333334,10.666666666666666,0.5,0.5,1.0,1.0,0.25,,,,0.5,0.59305,6.025,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,1.0,,,,0.25,0.5,,,,1.0,,,,1.0,1.0,,,0.3333333333333333,0.3333333333333333,1.0,,,0.4337,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2011,2010-11,False
