EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PenaltyFG2A,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FtPoints,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,AtRimAssists,Steals,BadPassSteals,BadPassTurnovers,PenaltyTurnovers,FoulsDrawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyPointsPct,SecondChanceOffPoss,ShortMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsUnassisted3s,Corner3Assists,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,LostBallSteals,DeadBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls,Offensive Fouls,Loose Ball Fouls Drawn,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PtsPutbacks,FTOffRebounds,SelfOReb,Travels,ShortMidRangePctBlocked,OffFTReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,Charge Fouls Drawn,SecondChanceCorner3FGM,SecondChanceCorner3FGA,LostBallOutOfBoundsTurnovers,BlockingFouls,Offensive Fouls Drawn,DefCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceFtPoints,Technical Free Throw Trips,LongMidRangePctBlocked,BadPassOutOfBoundsTurnovers,Loose Ball Fouls,OffShortMidRangeReboundPct,SecondChanceAtRimPctAssisted,BlockingFoulsDrawn,3SecondViolations,OffensiveGoaltends,Fg3aBlocked,DefensiveGoaltends,FG3APctBlocked,Corner3PctBlocked,Blocked3s,BlockedArc3,BlockedLongMidRange,Arc3PctBlocked,BlockedCorner3,Clear Path Fouls,team_id,year,season,team_vs
101109-101142-200761-201163-201568,1610612752,"Raymond Felton, Ronny Turiaf, Shawne Williams, Wilson Chandler, Danilo Gallinari","Felton, Turiaf, Williams, Chandler, Gallinari",101109-101142-200761-201163-201568,NYK,164.0,2,3.0,-3.0,5.0,6.0,2.0,3.0,11.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.3333333333333333,0.25,0.25,0.25,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.5,96.58536585365853,16.8,13.333333333333334,16.8,12.333333333333334,0.5,0.25,1.0,1.0,1.0,0.25,0.25,0.464325,0.4079,12.1,24.7,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2011,2010-11,False
101109-101142-200761-201163-201611,1610612752,"Raymond Felton, Ronny Turiaf, Shawne Williams, Wilson Chandler, Henry Walker","Felton, Turiaf, Williams, Chandler, Walker",101109-101142-200761-201163-201611,NYK,213.0,1,4.0,1.0,8.0,9.0,8.0,9.0,17.0,,,1.0,2.0,1.0,4.0,2.0,8.0,7.0,4.0,2.0,1.0,1.0,2.0,,5.0,2.0,,2.0,2.0,1.0,,1.0,1.0,2.0,8.0,8.0,1.0,1.0,0.25,0.4166666666666667,0.5,0.3333333333333333,1.0,,1.0,1.0,1.0,1.0,114.92957746478874,11.75,13.222222222222221,11.75,12.222222222222221,,0.16666666666666666,,,,0.3333333333333333,0.8333333333333334,0.57904,0.57904,5.1,41.45,1.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,8.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,8.0,1.0,2.0,1.0,0.5,0.5,1.0,0.25,0.4166666666666667,0.5,0.25,0.3333333333333333,0.5,0.3333333333333333,0.5,1.0,0.5,0.5,1.0,0.5,0.3333333333333333,0.3333333333333333,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2011,2010-11,False
101109-101142-200761-201163-201962,1610612752,"Raymond Felton, Ronny Turiaf, Shawne Williams, Wilson Chandler, Toney Douglas","Felton, Turiaf, Williams, Chandler, Douglas",101109-101142-200761-201163-201962,NYK,1147.0,8,19.0,-6.0,40.0,37.0,26.0,21.0,77.0,7.0,5.0,11.0,14.0,10.0,21.0,15.0,38.0,44.0,14.0,12.0,14.0,6.0,9.0,3.0,21.0,8.0,1.0,11.0,14.0,2.0,,5.0,5.0,9.0,36.0,26.0,0.6,0.6,0.47619047619047616,0.4861111111111111,0.5,0.4166666666666667,0.4,1.0,0.6153846153846154,0.625,0.25,1.0,96.66957279860506,14.925,14.864864864864865,14.25,13.72972972972973,0.19444444444444445,0.3055555555555556,0.45454545454545453,0.45454545454545453,0.6,0.3888888888888889,0.5,0.4622013888888889,0.46136818181818184,13.671428571428573,25.346666666666668,0.65,2.0,3.0,2.0,3.0,4.0,2.0,7.0,5.0,3.0,8.0,3.0,8.0,3.0,28.0,9.0,,4.0,,3.0,2.0,2.0,5.0,4.0,2.0,3.0,4.0,4.0,1.0,28.0,,1.0,0.6,0.3333333333333333,0.375,0.3333333333333333,0.5714285714285714,0.5681818181818182,0.5833333333333334,,,0.08333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.2857142857142857,0.2857142857142857,0.5,0.13636363636363635,0.6666666666666666,0.3181818181818182,0.2857142857142857,0.2857142857142857,0.7368421052631579,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,8.0,6.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,5.0,3.0,1.0,0.5,0.5,0.5,0.09090909090909091,0.6666666666666666,0.2222222222222222,0.15,0.16666666666666666,0.2222222222222222,0.7142857142857143,1.0,0.6,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.027777777777777776,1.0,1.0,1.0,0.045454545454545456,1.0,0.4265,0.02702702702702703,0.045454545454545456,0.05263157894736842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2011,2010-11,False
101109-101142-200761-201163-202361,1610612752,"Raymond Felton, Ronny Turiaf, Shawne Williams, Wilson Chandler, Landry Fields","Felton, Turiaf, Williams, Chandler, Fields",101109-101142-200761-201163-202361,NYK,419.0,2,7.0,6.0,13.0,13.0,,11.0,26.0,3.0,1.0,3.0,4.0,3.0,6.0,7.0,28.0,22.0,,,4.0,,6.0,,18.0,1.0,,1.0,2.0,,,,3.0,5.0,25.0,,,,0.5,0.9230769230769231,1.0,0.5384615384615384,,,1.0,0.3333333333333333,,1.0,89.35560859188544,14.23076923076923,18.0,13.76923076923077,16.615384615384617,0.23076923076923078,0.23076923076923078,0.3333333333333333,0.3333333333333333,,0.3076923076923077,0.5384615384615384,0.531776923076923,,13.6,23.585714285714285,,,,,,3.0,,,6.0,4.0,,,,,,18.0,,3.0,,6.0,3.0,,,,,,3.0,4.0,,,2.0,,1.0,0.8571428571428571,,0.8571428571428571,,,,,,,,,,0.75,0.75,1.0,,,,,0.75,,1.0,2.0,3.0,3.0,,,,,3.0,6.0,,3.0,,,1.0,,1.0,,,,,,,,2.0,,,,,,,,1.5,1.5,0.3333333333333333,,,0.25,0.5,,,,,0.6666666666666666,0.6666666666666666,,0.23076923076923078,1.0,1.0,1.0,,,0.6249,0.21428571428571427,0.2857142857142857,0.10714285714285714,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2011,2010-11,False
101109-101142-200761-201163-2427,1610612752,"Raymond Felton, Ronny Turiaf, Shawne Williams, Wilson Chandler, Roger Mason Jr.","Felton, Turiaf, Williams, Chandler, Mason Jr.",101109-101142-200761-201163-2427,NYK,77.0,1,1.0,-2.0,3.0,3.0,,3.0,6.0,,,,,1.0,1.0,,2.0,4.0,,2.0,,1.0,1.0,,2.0,,,,,1.0,,2.0,,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,,0.5,,,,,,112.2077922077922,13.0,12.666666666666666,13.0,12.666666666666666,,,,,,,1.0,0.7314,,0.9,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2011,2010-11,False
101109-101142-200761-201568-201962,1610612752,"Raymond Felton, Ronny Turiaf, Shawne Williams, Danilo Gallinari, Toney Douglas","Felton, Turiaf, Williams, Gallinari, Douglas",101109-101142-200761-201568-201962,NYK,1329.0,9,22.0,-3.0,47.0,46.0,17.0,20.0,93.0,6.0,5.0,11.0,10.0,12.0,27.0,13.0,41.0,44.0,9.0,6.0,8.0,3.0,5.0,2.0,12.0,11.0,2.0,16.0,24.0,5.0,2.0,7.0,5.0,10.0,29.0,17.0,0.25,0.3333333333333333,0.4444444444444444,0.375,0.43617021276595747,0.325,0.7142857142857143,1.0,0.7857142857142857,0.8235294117647058,0.8333333333333334,0.5,100.76749435665914,13.063829787234043,15.543478260869565,12.106382978723405,14.478260869565217,0.15,0.275,0.45454545454545453,0.45454545454545453,0.4,0.25,0.575,0.5141526315789474,0.5174458333333333,10.092592592592593,28.284615384615385,0.3617021276595745,6.0,10.0,2.0,3.0,,,5.0,2.0,11.0,3.0,,5.0,5.0,11.0,6.0,2.0,,2.0,2.0,,1.0,8.0,4.0,3.0,,9.0,14.0,,11.0,2.0,,1.0,0.15384615384615385,,0.18181818181818182,0.3333333333333333,0.21428571428571427,0.3235294117647059,0.07407407407407407,,0.25,0.6,0.6,0.16666666666666666,,,,0.21428571428571427,0.6666666666666666,0.35714285714285715,,,0.2682926829268293,7.0,1.0,2.0,3.0,,,6.0,7.0,12.0,18.0,,2.0,,4.0,3.0,3.0,8.0,4.0,2.0,,1.0,,1.0,,7.0,3.0,2.0,1.0,3.0,2.0,,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.21428571428571427,1.0,0.4444444444444444,0.30434782608695654,,0.375,0.8333333333333334,1.0,0.6666666666666666,0.16666666666666666,0.25,,0.075,0.6666666666666666,0.6666666666666666,1.0,,,0.548025,0.14893617021276595,0.20588235294117646,0.2926829268292683,,,,,,,,,,,,,3.0,4.0,6.0,1.0,1.0,1.0,0.3333333333333333,0.25,1.0,1.0,0.047619047619047616,0.5714285714285714,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2011,2010-11,False
101109-101142-200761-201568-202361,1610612752,"Raymond Felton, Ronny Turiaf, Shawne Williams, Danilo Gallinari, Landry Fields","Felton, Turiaf, Williams, Gallinari, Fields",101109-101142-200761-201568-202361,NYK,379.0,2,6.0,-2.0,13.0,13.0,1.0,3.0,26.0,1.0,1.0,2.0,3.0,4.0,8.0,4.0,13.0,15.0,,4.0,3.0,2.0,3.0,1.0,7.0,2.0,,3.0,6.0,2.0,,3.0,1.0,2.0,13.0,1.0,0.5,0.5,0.5,0.4583333333333333,0.5,0.3333333333333333,0.6666666666666666,,0.4,0.5,0.3333333333333333,,98.78627968337732,14.692307692307692,14.461538461538462,14.153846153846153,14.0,0.08333333333333333,0.16666666666666666,0.5,0.5,1.0,0.25,0.75,0.5953083333333333,,7.3125,24.5,0.07692307692307693,2.0,5.0,,,,,,1.0,2.0,,,,,,3.0,,,,1.0,,1.0,2.0,2.0,2.0,1.0,4.0,2.0,,,,,1.0,0.25,,0.25,,,,,,0.4166666666666667,0.4,0.4,0.5,,,,,,,,,,1.0,1.0,1.0,1.0,,,,3.0,,4.0,,1.0,,1.0,2.0,1.0,3.0,,1.0,,,1.0,,,1.0,1.0,1.0,,1.0,,1.0,,,,0.5,1.0,0.3333333333333333,0.42857142857142855,,0.3333333333333333,1.0,1.0,,1.0,1.0,,0.08333333333333333,1.0,1.0,1.0,,,0.69295,0.07692307692307693,0.1111111111111111,,,,,,,,,,,,,,,3.0,,,2.0,,,,0.6666666666666666,,0.2857142857142857,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2011,2010-11,False
101109-101142-200761-201568-2405,1610612752,"Raymond Felton, Ronny Turiaf, Shawne Williams, Danilo Gallinari, Amar'e Stoudemire","Felton, Turiaf, Williams, Gallinari, Stoudemire",101109-101142-200761-201568-2405,NYK,105.0,1,2.0,-2.0,5.0,4.0,2.0,,9.0,,1.0,1.0,,2.0,5.0,,6.0,8.0,4.0,,,,,,,1.0,,1.0,3.0,,,,,,6.0,2.0,,,0.4,0.4,0.5,,,,0.3333333333333333,0.3333333333333333,1.0,,123.42857142857143,9.6,14.25,8.8,9.5,,0.2,1.0,1.0,,,0.8,0.5863400000000001,0.54785,5.26,,0.4,1.0,4.0,,3.0,,,,,2.0,1.0,,,,2.0,,,,2.0,,,,,,,,1.0,2.0,,2.0,,,,,,,0.25,0.25,0.25,0.4,0.5,0.8,0.25,0.5,,,,,0.75,,,,,0.3333333333333333,1.0,,,,,,,2.0,,4.0,,,,,2.0,,2.0,,,,,,,,1.0,,,,,,,,,,0.6666666666666666,,,0.6666666666666666,,,,,,,,,,,,,,,0.53775,0.16666666666666666,0.16666666666666666,,,,,,,,,,,,,,,2.0,,,1.0,,,,0.6666666666666666,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2011,2010-11,False
101109-101142-200761-201611-201962,1610612752,"Raymond Felton, Ronny Turiaf, Shawne Williams, Henry Walker, Toney Douglas","Felton, Turiaf, Williams, Walker, Douglas",101109-101142-200761-201611-201962,NYK,880.0,7,15.0,3.0,32.0,33.0,22.0,13.0,65.0,2.0,1.0,4.0,9.0,7.0,12.0,14.0,28.0,25.0,10.0,6.0,9.0,3.0,6.0,1.0,15.0,3.0,1.0,9.0,13.0,3.0,,7.0,6.0,9.0,23.0,22.0,0.42857142857142855,0.5,0.5833333333333334,0.4423076923076923,0.4666666666666667,0.5384615384615384,0.42857142857142855,1.0,0.5,0.7272727272727273,,1.0,106.36363636363637,13.84375,13.242424242424242,12.9375,12.909090909090908,0.07692307692307693,0.15384615384615385,0.25,0.25,1.0,0.34615384615384615,0.7692307692307693,0.5595153846153846,0.55632,8.608333333333333,24.535714285714285,0.6875,4.0,6.0,3.0,5.0,1.0,1.0,6.0,3.0,5.0,5.0,2.0,10.0,3.0,19.0,9.0,,1.0,1.0,3.0,1.0,1.0,5.0,5.0,3.0,3.0,5.0,8.0,1.0,19.0,,1.0,1.0,0.21428571428571427,0.2,0.21428571428571427,0.5,0.4,0.41304347826086957,0.08333333333333333,0.16666666666666666,0.23076923076923078,0.6666666666666666,0.8,0.25,0.1111111111111111,0.1111111111111111,1.0,0.25,0.6,0.3,0.16666666666666666,0.1111111111111111,0.6785714285714286,4.0,2.0,2.0,5.0,1.0,4.0,1.0,1.0,5.0,8.0,,2.0,1.0,1.0,3.0,5.0,4.0,,4.0,,1.0,,3.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,,1.0,0.8333333333333334,0.8333333333333334,0.6,1.0,0.09090909090909091,0.25,0.6666666666666666,0.125,0.3333333333333333,1.0,0.5,1.0,1.0,0.5,0.19230769230769232,0.4,0.4,1.0,0.2,0.25,0.6148333333333333,0.10344827586206896,0.2,0.17857142857142858,,,1.0,2.0,,,,0.5,,,,,1.0,1.0,2.0,,1.0,,,,0.5,,0.06666666666666667,0.3333333333333333,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,1.0,,,,,,,,,,,,,,,,,,,,,1610612752,2011,2010-11,False
101109-101142-200761-201962-202361,1610612752,"Raymond Felton, Ronny Turiaf, Shawne Williams, Toney Douglas, Landry Fields","Felton, Turiaf, Williams, Douglas, Fields",101109-101142-200761-201962-202361,NYK,1162.0,6,19.0,7.0,36.0,34.0,6.0,3.0,70.0,2.0,4.0,11.0,12.0,10.0,22.0,15.0,39.0,32.0,3.0,8.0,12.0,4.0,9.0,1.0,23.0,9.0,2.0,14.0,20.0,,,4.0,6.0,11.0,36.0,6.0,0.4,0.4444444444444444,0.45454545454545453,0.47297297297297297,0.5,0.40540540540540543,,1.0,0.6428571428571429,0.6666666666666666,0.6666666666666666,0.25,86.74698795180723,15.0,18.294117647058822,14.38888888888889,17.235294117647058,0.05405405405405406,0.2972972972972973,0.36363636363636365,0.4,0.25,0.32432432432432434,0.6486486486486487,0.5270378378378379,0.463775,10.172727272727274,24.94,0.16666666666666666,5.0,9.0,,,4.0,,4.0,5.0,4.0,,,5.0,1.0,1.0,15.0,,4.0,2.0,5.0,4.0,2.0,4.0,2.0,,,6.0,6.0,,1.0,,,1.0,0.3333333333333333,,0.3333333333333333,,,0.05555555555555555,0.09090909090909091,,0.24324324324324326,0.5555555555555556,0.5555555555555556,0.4,0.3333333333333333,0.3333333333333333,1.0,,,0.5,,0.3333333333333333,0.02564102564102564,5.0,1.0,1.0,3.0,,1.0,1.0,5.0,3.0,12.0,,1.0,1.0,3.0,3.0,3.0,6.0,2.0,4.0,,,,2.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,,0.2,0.2,0.25,0.2727272727272727,0.75,0.3,0.2857142857142857,0.3333333333333333,0.375,0.8571428571428571,1.0,0.6666666666666666,0.5,1.0,1.0,0.08108108108108109,0.3333333333333333,0.3333333333333333,1.0,0.125,,0.6111333333333333,0.07692307692307693,0.125,0.07692307692307693,,,,,1.0,,,,,,,,1.0,4.0,2.0,,,1.0,0.5,,0.25,,,0.8,0.25,,,,1.0,1.0,,,,,,1.0,1.0,0.09090909090909091,,,,,,,,,,,,,,,,,,1610612752,2011,2010-11,False
