EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,FtPoints,SecondChanceFtPoints,PenaltyFtPoints,PtsUnassisted3s,NonHeaveArc3FGM,Fg2aBlocked,Arc3Assists,AtRimAssists,OffTwoPtRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedShortMidRange,DefensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SelfOReb,DeadBallTurnovers,Offensive Fouls,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeAssists,FTDefRebounds,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,DefFTReboundPct,ShortMidRangePctAssisted,Travels,StepOutOfBoundsTurnovers,Defensive 3 Seconds Violations,Technical Free Throw Trips,PenaltyArc3FGM,LostBallOutOfBoundsTurnovers,3SecondViolations,LongMidRangePctBlocked,PenaltyArc3Accuracy,FTOffRebounds,OffFTReboundPct,HeaveAttempts,Charge Fouls Drawn,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockingFouls,Charge Fouls,SecondChanceCorner3FGM,SecondChanceCorner3FGA,BlockedLongMidRange,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,BlockingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,OffensiveGoaltends,HeaveMakes,Arc3PctBlocked,team_id,year,season,team_vs
101111-101131-101198-1503-2419,1610612765,"Charlie Villanueva, Jason Maxiell, Will Bynum, Tracy McGrady, Tayshaun Prince","Villanueva, Maxiell, Bynum, McGrady, Prince",101111-101131-101198-1503-2419,DET,228.0,1,4.0,3.0,7.0,7.0,7.0,7.0,1.0,14.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,5.0,1.0,3.0,9.0,6.0,1.0,1.0,2.0,3.0,5.0,1.0,3.0,9.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,3.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,7.0,9.0,7.0,1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6,1.0,0.6,0.5625,1.0,0.5625,0.5625,1.0,0.5625,0.375,0.6,0.5,0.5,0.5714285714285714,0.25,1.0,0.6666666666666666,0.5,0.5,88.42105263157895,1.0,13.285714285714286,19.285714285714285,13.142857142857142,16.571428571428573,0.25,1.0,1.0,0.375,0.3333333333333333,0.3333333333333333,1.0,0.25,0.5,0.5,1.0,0.125,1.0,1.0,0.25,1.0,0.25,0.5,0.125,0.625,0.52468125,0.52468125,0.2222222222222222,1.0,10.98,24.366666666666664,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2011,2010-11,False
101111-101131-101198-1503-2732,1610612765,"Charlie Villanueva, Jason Maxiell, Will Bynum, Tracy McGrady, Ben Gordon","Villanueva, Maxiell, Bynum, McGrady, Gordon",101111-101131-101198-1503-2732,DET,1349.0,6,22.0,11.0,41.0,43.0,7.0,5.0,8.0,84.0,8.0,18.0,2.0,2.0,2.0,3.0,3.0,10.0,2.0,3.0,,,7.0,,12.0,32.0,8.0,10.0,58.0,47.0,3.0,6.0,10.0,2.0,5.0,,,8.0,12.0,12.0,18.0,6.0,7.0,6.0,6.0,12.0,2.0,2.0,30.0,1.0,2.0,10.0,12.0,8.0,20.0,14.0,1.0,,1.0,,48.0,8.0,7.0,,0.5,0.6666666666666666,0.75,0.8,,0.8,0.375,0.5,0.4,0.5714285714285714,0.5,0.4,0.6041666666666666,0.625,0.5714285714285714,0.23809523809523808,0.7692307692307693,0.5,0.5,0.7058823529411765,0.36363636363636365,,0.5,0.6666666666666666,0.6666666666666666,89.66641957005189,,15.634146341463415,16.46511627906977,14.902439024390244,15.232558139534884,0.42857142857142855,0.4444444444444444,0.5333333333333333,0.23809523809523808,0.3,0.3,0.6666666666666666,0.07142857142857142,0.6666666666666666,0.6666666666666666,1.0,0.16666666666666666,0.3333333333333333,1.0,0.6,0.6666666666666666,,,,0.6666666666666666,0.5504583333333334,0.56596,0.1724137931034483,0.13793103448275862,7.50625,25.080000000000002,0.17073170731707318,1.0,4.0,6.0,10.0,4.0,4.0,6.0,6.0,3.0,4.0,4.0,7.0,6.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,5.0,2.0,13.0,2.0,1.0,15.0,3.0,8.0,1.0,1.0,1.0,1.0,0.09375,0.16666666666666666,1.0,0.35,0.5,0.2857142857142857,1.0,1.0,0.5,0.09523809523809523,0.25,0.25,0.8571428571428571,0.8571428571428571,0.6666666666666666,0.8571428571428571,0.4637833333333334,0.1702127659574468,0.21621621621621623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2011,2010-11,False
101111-101131-101198-1888-201155,1610612765,"Charlie Villanueva, Jason Maxiell, Will Bynum, Richard Hamilton, Rodney Stuckey","Villanueva, Maxiell, Bynum, Hamilton, Stuckey",101111-101131-101198-1888-201155,DET,639.0,2,11.0,-1.0,19.0,20.0,,,4.0,39.0,4.0,7.0,2.0,4.0,,,2.0,4.0,,1.0,,,4.0,,6.0,14.0,2.0,5.0,20.0,21.0,2.0,5.0,4.0,,,,,,6.0,6.0,6.0,4.0,4.0,3.0,2.0,5.0,,2.0,12.0,1.0,2.0,5.0,7.0,5.0,12.0,4.0,,,,,16.0,,,,0.5,0.75,1.0,0.4,,0.4,0.42857142857142855,0.4,,0.47368421052631576,0.4,,0.47619047619047616,0.4,,0.2631578947368421,1.0,0.6666666666666666,0.3333333333333333,0.875,0.45454545454545453,,1.0,,0.5,87.88732394366197,,16.894736842105264,15.9,16.263157894736842,15.05,0.3684210526315789,0.5714285714285714,0.5714285714285714,0.21052631578947367,0.5,0.5,1.0,0.05263157894736842,,,,0.21052631578947367,0.8,0.5,,,,,,0.631578947368421,0.5478315789473683,,0.2,,7.5,25.8,,,3.0,2.0,2.0,,,,2.0,1.0,2.0,1.0,4.0,,,,1.0,1.0,,3.0,,2.0,,5.0,1.0,,4.0,,2.0,,,,,0.07142857142857142,,0.3333333333333333,0.5,0.6666666666666666,0.5,1.0,1.0,0.25,0.15789473684210525,,,0.5,0.5,1.0,0.5,0.6015,0.09523809523809523,0.125,1.0,2.0,2.0,0.3333333333333333,0.3333333333333333,1.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2011,2010-11,False
101111-101131-101198-1888-201948,1610612765,"Charlie Villanueva, Jason Maxiell, Will Bynum, Richard Hamilton, Austin Daye","Villanueva, Maxiell, Bynum, Hamilton, Daye",101111-101131-101198-1888-201948,DET,441.0,2,7.0,-4.0,15.0,14.0,,,1.0,29.0,3.0,4.0,,,,,,,1.0,2.0,,,2.0,,4.0,6.0,2.0,4.0,16.0,20.0,,,,,,,,,8.0,,6.0,,2.0,4.0,2.0,6.0,1.0,,14.0,,1.0,3.0,6.0,1.0,7.0,4.0,1.0,1.0,1.0,,16.0,,,,1.0,1.0,1.0,0.5,,0.5,0.6666666666666666,,,0.7,,,0.7272727272727273,,,0.4,0.6,1.0,,0.6666666666666666,0.25,,,0.5,1.0,94.6938775510204,,15.866666666666667,14.5,15.666666666666666,14.071428571428571,0.4,0.75,0.75,,,,,0.2,0.5,0.5,1.0,0.2,,,,,,,,0.8,0.5723550000000001,,,,3.3333333333333335,24.85,,1.0,2.0,1.0,2.0,,,,1.0,,1.0,3.0,1.0,,,,3.0,1.0,2.0,5.0,,2.0,,2.0,,,2.0,,1.0,,,,,,,0.6,0.5,,,,1.0,1.0,0.2,0.5,0.5,0.5,0.5,1.0,0.5,,0.09090909090909091,0.14285714285714285,,2.0,1.0,,1.0,,,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2011,2010-11,False
101111-101131-101198-1888-201969,1610612765,"Charlie Villanueva, Jason Maxiell, Will Bynum, Richard Hamilton, DaJuan Summers","Villanueva, Maxiell, Bynum, Hamilton, Summers",101111-101131-101198-1888-201969,DET,450.0,2,8.0,-6.0,14.0,13.0,,,1.0,27.0,3.0,3.0,,,,,,1.0,,1.0,,,3.0,,3.0,7.0,1.0,4.0,11.0,17.0,,1.0,,,,,,,6.0,,3.0,,3.0,3.0,1.0,4.0,,,9.0,,1.0,1.0,3.0,1.0,4.0,5.0,,,,,11.0,,,,1.0,1.0,1.0,0.25,,0.25,0.42857142857142855,,,0.4090909090909091,,,0.4583333333333333,,,0.36363636363636365,0.14285714285714285,0.5,,0.2222222222222222,0.14285714285714285,,,0.5,0.5,86.4,,14.5,19.0,14.0,16.615384615384617,0.2727272727272727,1.0,1.0,0.09090909090909091,,,,0.09090909090909091,,,,0.2727272727272727,,,,,,,,0.6363636363636364,0.5429272727272727,,,,8.328571428571427,25.3,,,3.0,1.0,2.0,,,,1.0,,1.0,3.0,1.0,1.0,1.0,,,,,3.0,,2.0,1.0,2.0,1.0,,2.0,,1.0,,,,,,,,0.25,,,,,1.0,0.2727272727272727,,,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.4229,0.08333333333333333,0.125,,3.0,1.0,,0.3333333333333333,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2011,2010-11,False
101111-101131-101198-1888-2419,1610612765,"Charlie Villanueva, Jason Maxiell, Will Bynum, Richard Hamilton, Tayshaun Prince","Villanueva, Maxiell, Bynum, Hamilton, Prince",101111-101131-101198-1888-2419,DET,236.0,2,4.0,3.0,8.0,6.0,,4.0,,14.0,1.0,2.0,,,,,3.0,3.0,,,,,,,5.0,6.0,,,10.0,7.0,,,,,,,,,4.0,6.0,,,,2.0,,2.0,,2.0,4.0,,,3.0,3.0,,3.0,2.0,,,,,10.0,,,,0.4,0.4,,,,,0.8333333333333334,,,0.8333333333333334,,,0.7142857142857143,,,,1.0,,,0.75,,,,,,85.42372881355932,,15.5,18.666666666666668,15.5,18.0,0.3333333333333333,0.5,0.5,0.5,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,0.3333333333333333,0.46540000000000004,,,,12.816666666666668,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,2.0,,1.0,,,,,,,,,,,,1.0,,0.16666666666666666,1.0,1.0,,,,,,0.14285714285714285,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2011,2010-11,False
101111-101131-101198-1888-2732,1610612765,"Charlie Villanueva, Jason Maxiell, Will Bynum, Richard Hamilton, Ben Gordon","Villanueva, Maxiell, Bynum, Hamilton, Gordon",101111-101131-101198-1888-2732,DET,405.0,3,7.0,-16.0,13.0,14.0,4.0,6.0,,27.0,2.0,2.0,,,1.0,1.0,2.0,6.0,,1.0,,1.0,1.0,,4.0,8.0,,2.0,8.0,24.0,,,,1.0,2.0,,1.0,2.0,8.0,,,,1.0,4.0,,4.0,,2.0,8.0,,,1.0,2.0,,2.0,6.0,,,,,8.0,2.0,4.0,,1.0,1.0,,,,,0.5,,0.5,0.4,,0.3333333333333333,0.4,,0.3333333333333333,0.2,0.5,,,0.5,,,,1.0,,96.0,,14.846153846153847,15.142857142857142,14.846153846153847,14.857142857142858,0.2,1.0,1.0,0.6,0.3333333333333333,0.3333333333333333,1.0,0.1,,,,0.1,,,0.3333333333333333,1.0,0.3333333333333333,,,0.4,0.518175,0.5869,,0.25,12.7625,24.5,0.3076923076923077,,,,,,,,,,,2.0,,2.0,1.0,1.0,,,,3.0,1.0,3.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,3.0,1.0,,,,,,1.0,1.0,,0.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2011,2010-11,False
101111-101131-101198-201155-201948,1610612765,"Charlie Villanueva, Jason Maxiell, Will Bynum, Rodney Stuckey, Austin Daye","Villanueva, Maxiell, Bynum, Stuckey, Daye",101111-101131-101198-201155-201948,DET,675.0,1,11.0,2.0,19.0,19.0,,2.0,,38.0,5.0,7.0,,,,,2.0,3.0,,,,,2.0,,9.0,12.0,1.0,2.0,26.0,24.0,,,,,,,,,2.0,16.0,3.0,,2.0,1.0,1.0,2.0,,,5.0,,1.0,2.0,4.0,,4.0,5.0,1.0,1.0,1.0,,26.0,,,,0.1111111111111111,0.1111111111111111,1.0,0.5,,0.5,0.75,,,0.75,,,0.8125,,,0.14285714285714285,0.5,0.5,,0.5,,,,1.0,,81.06666666666666,,17.736842105263158,17.789473684210527,17.736842105263158,15.789473684210526,0.5,0.7142857142857143,1.0,0.21428571428571427,0.6666666666666666,0.6666666666666666,,,,,,0.14285714285714285,,,,,,,,0.6428571428571429,0.5735821428571429,,,,6.441666666666666,26.45,,2.0,2.0,1.0,5.0,,,,1.0,2.0,1.0,1.0,,3.0,3.0,,1.0,1.0,,4.0,,3.0,,5.0,,,6.0,2.0,4.0,,,,,0.16666666666666666,0.2857142857142857,0.25,,,,,,0.2,0.14285714285714285,1.0,1.0,0.5,0.5,1.0,0.5,,0.25,0.2857142857142857,,3.0,,,,0.5,,,1.0,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2011,2010-11,False
101111-101131-101198-201155-201969,1610612765,"Charlie Villanueva, Jason Maxiell, Will Bynum, Rodney Stuckey, DaJuan Summers","Villanueva, Maxiell, Bynum, Stuckey, Summers",101111-101131-101198-201155-201969,DET,144.0,1,2.0,2.0,5.0,5.0,,,,10.0,,,,,,,,,1.0,1.0,,,1.0,,,1.0,2.0,2.0,10.0,8.0,,,,,,,,,,,6.0,,1.0,,2.0,2.0,1.0,,6.0,,1.0,,1.0,,1.0,1.0,,,,,10.0,,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,,,0.6666666666666666,,1.0,,1.0,,,,,1.0,100.0,,11.8,17.0,11.8,17.0,,,,,,,,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,,,,,,,0.6666666666666666,0.53,,,,6.2,24.85,,,1.0,1.0,4.0,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,,2.0,,,4.0,,2.0,,,,,1.0,,,,,,,,,0.3333333333333333,,,1.0,1.0,1.0,1.0,,0.4,0.6666666666666666,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2011,2010-11,False
101111-101131-101198-201155-2419,1610612765,"Charlie Villanueva, Jason Maxiell, Will Bynum, Rodney Stuckey, Tayshaun Prince","Villanueva, Maxiell, Bynum, Stuckey, Prince",101111-101131-101198-201155-2419,DET,168.0,1,3.0,-2.0,4.0,4.0,,4.0,1.0,8.0,,,,,,,1.0,3.0,,1.0,,,,,2.0,4.0,,1.0,4.0,6.0,1.0,1.0,2.0,,,,,,2.0,2.0,,,,1.0,,1.0,,,2.0,1.0,,,,1.0,1.0,1.0,,,,,2.0,,,1.0,0.5,0.5,,,,,0.5,1.0,,0.4,1.0,,0.4,1.0,,0.2,,,1.0,,0.3333333333333333,,,,,68.57142857142857,,25.75,16.25,22.25,16.25,,,,0.6,0.3333333333333333,0.3333333333333333,,0.2,,,,,,,,,,,,0.2,0.42102000000000006,,0.5,,14.775,23.8,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.2,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2011,2010-11,False
