EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG3M,FG3A,Points,OpponentPoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,ThreePtAssists,Assists,Corner3Assists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,TwoPtAssists,AtRimAssists,OffTwoPtRebounds,OffRebounds,Steals,BadPassSteals,DeadBallTurnovers,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,3SecondViolations,Defensive 3 Seconds Violations,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Fg2aBlocked,OffThreePtRebounds,SelfOReb,LostBallSteals,Offensive Fouls,FG2APctBlocked,AtRimPctBlocked,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,SelfORebPct,ShortMidRangeFGM,ShortMidRangeAssists,Blocked3s,BlockedArc3,Blocks,RecoveredBlocks,DefAtRimReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFGM,Arc3FGM,NonHeaveArc3FGM,Arc3Assists,LongMidRangeAssists,FTDefRebounds,StepOutOfBoundsTurnovers,Travels,Blocked2s,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,PenaltyArc3FGM,SecondChanceFtPoints,PtsUnassisted3s,Fg3aBlocked,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,BlockedLongMidRange,DefensiveGoaltends,FG3APctBlocked,Corner3PctBlocked,OffLongMidRangeReboundPct,OffCorner3ReboundPct,PenaltyArc3Accuracy,SecondChanceCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,Offensive Fouls Drawn,BlockedAtRim,BlockedCorner3,Arc3PctBlocked,HeaveAttempts,BlockingFoulsDrawn,ShortMidRangePctBlocked,Charge Fouls,LostBallOutOfBoundsTurnovers,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,LongMidRangePctBlocked,Charge Fouls Drawn,OffensiveGoaltends,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,SecondChanceArc3PctAssisted,BlockingFouls,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,team_id,year,season,team_vs
101138-101162-1713-1715-1740,1610612753,"Brandon Bass, Marcin Gortat, Vince Carter, Jason Williams, Rashard Lewis","Bass, Gortat, Carter, Williams, Lewis",101138-101162-1713-1715-1740,ORL,148.0,3,2.0,-4.0,6.0,6.0,4.0,4.0,1.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,4.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,0.75,0.75,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.5,116.75675675675676,12.833333333333334,11.833333333333334,12.666666666666666,11.833333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.60705,0.60705,1.0,22.9,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2011,2010-11,True
101138-101162-1713-1715-200755,1610612753,"Brandon Bass, Marcin Gortat, Vince Carter, Jason Williams, JJ Redick","Bass, Gortat, Carter, Williams, Redick",101138-101162-1713-1715-200755,ORL,229.0,2,4.0,-8.0,9.0,8.0,8.0,2.0,2.0,17.0,,1.0,,1.0,,2.0,5.0,13.0,,2.0,5.0,,,1.0,,2.0,,1.0,1.0,2.0,2.0,1.0,1.0,4.0,4.0,2.0,2.0,1.0,2.0,,3.0,5.0,8.0,,,,,,0.2857142857142857,0.3333333333333333,0.35714285714285715,0.4166666666666667,0.2857142857142857,0.5,1.0,,1.0,,,106.89956331877728,15.555555555555555,11.125,13.444444444444445,11.125,0.14285714285714285,,,,0.16666666666666666,,0.7142857142857143,0.47208571428571433,0.48996666666666666,1.0,24.35,0.8888888888888888,2.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.4,0.5,0.5,0.5,0.5,0.3333333333333333,0.25,1.0,1.0,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.5,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.5,1.0,0.5,0.6666666666666666,0.16666666666666666,0.4398,0.14285714285714285,0.2,0.4,6.640000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2011,2010-11,True
101138-101162-1713-1715-2047,1610612753,"Brandon Bass, Marcin Gortat, Vince Carter, Jason Williams, Quentin Richardson","Bass, Gortat, Carter, Williams, Richardson",101138-101162-1713-1715-2047,ORL,276.0,3,5.0,-9.0,7.0,8.0,5.0,,1.0,15.0,,,,,,1.0,4.0,13.0,,,2.0,,,1.0,,2.0,1.0,,1.0,4.0,1.0,1.0,,2.0,2.0,2.0,3.0,3.0,4.0,,4.0,2.0,5.0,,,,,,0.16666666666666666,0.2,0.25,0.2,0.16666666666666666,0.5,,1.0,1.0,,,78.26086956521739,25.142857142857142,12.5,22.285714285714285,12.5,,,,,,,0.5,0.5095833333333334,0.51946,0.5,27.5,0.7142857142857143,1.0,2.0,,1.0,1.0,2.0,1.0,2.0,1.0,,1.0,5.0,2.0,,2.0,,1.0,5.0,,2.0,,,1.0,1.0,1.0,2.0,3.0,1.0,,1.0,,,2.0,,,1.0,1.0,0.2,,0.2,,,0.5,0.6,1.0,,0.3333333333333333,0.5,1.0,1.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.5,,0.4,0.5,,0.54965,0.25,0.2857142857142857,,8.66,1.0,1.0,1.0,1.0,1.0,0.2,0.5,1.0,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2011,2010-11,True
101138-101162-1713-1715-2554,1610612753,"Brandon Bass, Marcin Gortat, Vince Carter, Jason Williams, Mickael Pietrus","Bass, Gortat, Carter, Williams, Pietrus",101138-101162-1713-1715-2554,ORL,224.0,3,4.0,3.0,7.0,5.0,1.0,,,12.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,5.0,1.0,2.0,3.0,3.0,1.0,1.0,,1.0,,,2.0,,,,7.0,3.0,1.0,,1.0,0.5,1.0,0.5,0.5833333333333334,1.5,0.5833333333333334,1.5,0.3333333333333333,1.0,1.0,1.0,1.0,,,77.14285714285714,17.857142857142858,19.8,17.857142857142858,19.8,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,0.5,0.4633583333333333,0.48135,0.42857142857142855,24.3,0.14285714285714285,,1.0,,,,,3.0,,1.0,,2.0,4.0,,,,,,,,2.0,2.0,,1.0,1.0,,,,,,,,,,,,0.5,0.5,0.5,,,,,,,,1.0,0.16666666666666666,,,,0.5,,0.16666666666666666,,,,,,,,,,7.675,,,,,,,,,,,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2011,2010-11,True
101138-101162-1713-1740-2749,1610612753,"Brandon Bass, Marcin Gortat, Vince Carter, Rashard Lewis, Jameer Nelson","Bass, Gortat, Carter, Lewis, Nelson",101138-101162-1713-1740-2749,ORL,775.0,6,13.0,-5.0,24.0,22.0,5.0,12.0,1.0,46.0,,1.0,,,1.0,4.0,20.0,25.0,,2.0,1.0,3.0,1.0,5.0,,11.0,2.0,6.0,9.0,9.0,1.0,1.0,,4.0,2.0,1.0,4.0,6.0,7.0,1.0,20.0,1.0,5.0,1.0,1.0,0.25,,0.25,0.4411764705882353,,0.5,0.125,0.23529411764705882,0.25,0.75,0.6666666666666666,0.7272727272727273,0.5,,85.47096774193548,17.583333333333332,16.045454545454547,17.541666666666668,15.090909090909092,0.058823529411764705,,,,,,0.35294117647058826,0.4353029411764706,0.45845,0.05,25.175,0.20833333333333334,2.0,2.0,,,,,3.0,8.0,3.0,2.0,6.0,13.0,5.0,,,,,1.0,1.0,8.0,4.0,,3.0,4.0,1.0,,,1.0,,3.0,1.0,,3.0,1.0,,0.6666666666666666,0.6666666666666666,0.46153846153846156,,,,,,,,0.8,0.11764705882352941,1.0,1.0,0.5,0.17647058823529413,0.47058823529411764,0.17647058823529413,,,,,0.6666666666666666,,0.15789473684210525,0.2,,15.5,,,,1.0,,,,,,,0.6666666666666666,,1.0,,,,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.375,0.375,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2011,2010-11,True
101138-101162-1713-1740-2768,1610612753,"Brandon Bass, Marcin Gortat, Vince Carter, Rashard Lewis, Chris Duhon","Bass, Gortat, Carter, Lewis, Duhon",101138-101162-1713-1740-2768,ORL,1921.0,8,32.0,-13.0,55.0,56.0,18.0,20.0,9.0,111.0,1.0,4.0,,2.0,2.0,9.0,55.0,68.0,1.0,3.0,22.0,3.0,1.0,10.0,1.0,21.0,2.0,10.0,15.0,25.0,5.0,2.0,3.0,10.0,,9.0,18.0,12.0,14.0,2.0,40.0,22.0,18.0,2.0,0.5,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.48,0.5277777777777778,0.49107142857142855,0.5238095238095238,0.18,0.5,0.5882352941176471,0.4,0.5454545454545454,0.4,1.0,83.20666319625195,17.036363636363635,17.571428571428573,16.072727272727274,16.625,0.08,0.25,0.3333333333333333,1.0,0.1111111111111111,,0.5,0.502759,0.5355416666666666,0.4,24.233333333333334,0.32727272727272727,11.0,16.0,3.0,3.0,6.0,8.0,7.0,18.0,5.0,1.0,21.0,41.0,7.0,7.0,7.0,15.0,8.0,15.0,3.0,18.0,24.0,6.0,5.0,9.0,5.0,6.0,10.0,6.0,5.0,5.0,1.0,1.0,5.0,,,0.42857142857142855,0.5,0.5121951219512195,1.0,0.5333333333333333,1.0,0.9375,0.3157894736842105,0.38461538461538464,0.6,1.0,0.32,0.6875,0.8461538461538461,0.45454545454545453,0.14,0.36,0.1,0.42857142857142855,1.0,0.4444444444444444,0.75,0.05555555555555555,0.41988333333333333,0.09259259259259259,0.1111111111111111,0.2727272727272727,9.22439024390244,3.0,4.0,1.0,1.0,2.0,0.07317073170731707,0.1875,0.5714285714285714,0.3333333333333333,0.75,0.25,0.045454545454545456,4.0,1.0,,,2.0,1.0,0.5,0.5,0.5714285714285714,0.5714285714285714,0.25,6.0,1.0,1.0,,3.0,3.0,,,2.0,1.0,2.0,0.75,0.3333333333333333,0.3333333333333333,0.5,0.2,0.2,,0.2,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.1111111111111111,0.25,0.18181818181818182,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2011,2010-11,True
101138-101162-1713-200755-2749,1610612753,"Brandon Bass, Marcin Gortat, Vince Carter, JJ Redick, Jameer Nelson","Bass, Gortat, Carter, Redick, Nelson",101138-101162-1713-200755-2749,ORL,418.0,2,7.0,-3.0,12.0,11.0,7.0,,3.0,23.0,1.0,2.0,1.0,2.0,3.0,8.0,18.0,21.0,1.0,4.0,10.0,9.0,3.0,5.0,1.0,13.0,,2.0,2.0,6.0,,,,,,1.0,3.0,5.0,5.0,1.0,17.0,10.0,7.0,1.0,1.0,0.375,0.25,0.375,0.5357142857142857,0.5,0.53125,0.5,0.5714285714285714,,0.6666666666666666,,0.6666666666666666,,,79.23444976076554,19.75,16.454545454545453,17.583333333333332,16.272727272727273,0.14285714285714285,0.5,0.5,1.0,0.2857142857142857,0.5,0.7142857142857143,0.4987035714285714,0.49275714285714284,0.5555555555555556,25.4875,0.5833333333333334,1.0,2.0,,1.0,1.0,1.0,1.0,3.0,6.0,2.0,3.0,6.0,3.0,,1.0,1.0,2.0,3.0,3.0,4.0,2.0,,6.0,2.0,1.0,2.0,4.0,1.0,,,,1.0,1.0,,,0.6666666666666666,0.6666666666666666,0.5,,0.6666666666666666,,0.125,0.6666666666666666,0.375,1.0,1.0,0.14285714285714285,0.5,1.0,1.0,0.07142857142857142,0.21428571428571427,0.42857142857142855,0.3333333333333333,,0.14285714285714285,1.0,0.2857142857142857,0.544875,0.06666666666666667,0.14285714285714285,0.05555555555555555,12.266666666666666,1.0,1.0,,1.0,,0.16666666666666666,0.5,0.2,,0.25,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,1.0,,,,,,,,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,1.0,,,,,,2.0,,,,,1.0,,,1.0,1.0,2.0,1.0,0.5,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2011,2010-11,True
101138-101162-1713-2047-2768,1610612753,"Brandon Bass, Marcin Gortat, Vince Carter, Quentin Richardson, Chris Duhon","Bass, Gortat, Carter, Richardson, Duhon",101138-101162-1713-2047-2768,ORL,673.0,4,11.0,5.0,21.0,23.0,5.0,8.0,2.0,44.0,,,,,1.0,3.0,25.0,20.0,,,4.0,3.0,1.0,9.0,,19.0,1.0,4.0,6.0,8.0,2.0,1.0,1.0,4.0,1.0,3.0,6.0,3.0,2.0,,23.0,4.0,5.0,,1.0,0.3333333333333333,,0.3333333333333333,0.6388888888888888,0.4,0.6578947368421053,0.4,0.16666666666666666,0.5,0.4444444444444444,0.25,0.38461538461538464,,0.5,94.14561664190192,13.333333333333334,17.08695652173913,13.095238095238095,15.608695652173912,,,,,,,0.6666666666666666,0.529825,0.5718799999999999,0.16,25.3,0.23809523809523808,7.0,9.0,1.0,1.0,1.0,3.0,2.0,4.0,3.0,,10.0,15.0,2.0,1.0,1.0,2.0,2.0,5.0,,16.0,4.0,2.0,3.0,8.0,5.0,2.0,2.0,4.0,1.0,2.0,,,1.0,1.0,,0.8,0.8888888888888888,0.6666666666666666,1.0,0.4,1.0,1.0,0.4,0.2857142857142857,0.5,0.6666666666666666,0.5,0.7777777777777778,0.7777777777777778,0.7142857142857143,0.1111111111111111,0.2222222222222222,0.16666666666666666,1.0,1.0,0.6,0.3333333333333333,,0.5888,0.05263157894736842,0.0625,0.08,6.6066666666666665,,,1.0,3.0,1.0,,,,0.5,,,0.16666666666666666,,,1.0,,3.0,1.0,0.5,0.3333333333333333,,,,3.0,1.0,1.0,1.0,3.0,1.0,,,2.0,,,1.0,0.75,0.75,1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,,,,1.0,,1.0,1.0,,1.0,,0.3333333333333333,,,,,,,,,,,,2.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,1610612753,2011,2010-11,True
101138-101162-1713-2554-2749,1610612753,"Brandon Bass, Marcin Gortat, Vince Carter, Mickael Pietrus, Jameer Nelson","Bass, Gortat, Carter, Pietrus, Nelson",101138-101162-1713-2554-2749,ORL,244.0,2,4.0,1.0,8.0,7.0,,3.0,1.0,15.0,1.0,2.0,,,1.0,4.0,9.0,8.0,,,,3.0,1.0,2.0,1.0,5.0,1.0,1.0,2.0,2.0,,,,,,,,2.0,,,9.0,,,,1.0,0.25,,0.25,0.5625,,0.5625,,0.5,,0.5,1.0,0.6666666666666666,,,88.52459016393443,18.375,13.857142857142858,16.25,13.571428571428571,0.25,0.5,0.5,1.0,,,0.625,0.4737875,,,24.075,,,1.0,,1.0,,,2.0,1.0,2.0,,3.0,4.0,,,1.0,,,,,2.0,4.0,,2.0,1.0,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,0.75,,,,,,,,,0.125,,,,0.25,0.125,0.25,1.0,,,,,0.4808,,,,10.4,,,,,,,,,,,1.0,,2.0,,,,,,0.5,,1.0,1.0,,1.0,,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2011,2010-11,True
101138-101162-1713-2554-2768,1610612753,"Brandon Bass, Marcin Gortat, Vince Carter, Mickael Pietrus, Chris Duhon","Bass, Gortat, Carter, Pietrus, Duhon",101138-101162-1713-2554-2768,ORL,1114.0,8,19.0,-21.0,32.0,34.0,2.0,4.0,3.0,66.0,,1.0,,,1.0,6.0,24.0,45.0,,,3.0,3.0,1.0,4.0,,9.0,5.0,5.0,10.0,13.0,2.0,2.0,,7.0,,6.0,9.0,9.0,7.0,1.0,22.0,3.0,2.0,1.0,1.0,0.16666666666666666,,0.25,0.36538461538461536,1.0,0.41379310344827586,0.75,0.23076923076923078,0.2857142857142857,0.5,0.7142857142857143,0.5882352941176471,0.6666666666666666,1.0,85.31418312387792,16.59375,17.147058823529413,15.78125,16.38235294117647,0.038461538461538464,,,,,,0.5,0.43558541666666667,0.3924,0.125,34.75,0.0625,2.0,7.0,,,,,7.0,6.0,5.0,,8.0,20.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,10.0,,3.0,3.0,,2.0,3.0,1.0,1.0,5.0,1.0,,3.0,,2.0,0.375,0.375,0.4,0.5,1.0,0.5,0.5,0.16666666666666666,0.13333333333333333,0.4,1.0,0.2692307692307692,0.2857142857142857,0.3333333333333333,,0.2692307692307692,0.23076923076923078,0.19230769230769232,,,,,,0.3847,0.10714285714285714,0.13636363636363635,0.08333333333333333,9.885,1.0,,,,1.0,0.05,0.14285714285714285,,,,0.6666666666666666,,3.0,2.0,,,5.0,1.0,,0.2,0.42857142857142855,0.42857142857142855,0.6666666666666666,3.0,1.0,1.0,1.0,1.0,,,2.0,5.0,3.0,,,0.5,0.5,0.3333333333333333,0.2,0.2,1.0,0.3333333333333333,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,1.0,0.5,,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,1610612753,2011,2010-11,True
