EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,BlockingFouls,ShortMidRangeAssists,ShortMidRangePctAssisted,StepOutOfBoundsTurnovers,LongMidRangePctBlocked,HeaveAttempts,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,Fg3aBlocked,OffensiveGoaltends,FG3APctBlocked,Corner3PctBlocked,Blocked3s,BlockedArc3,HeaveMakes,Arc3PctBlocked,Clear Path Fouls,BlockedCorner3,team_id,year,season,team_vs
101133-1717-1890-1891-200826,1610612742,"Ian Mahinmi, Dirk Nowitzki, Shawn Marion, Jason Terry, J.J. Barea","Mahinmi, Nowitzki, Marion, Terry, Barea",101133-1717-1890-1891-200826,DAL,6775.0,24,113.0,-47.0,208.0,213.0,37.0,48.0,28.0,421.0,36.0,52.0,12.0,17.0,2.0,5.0,7.0,32.0,19.0,48.0,4.0,18.0,1.0,3.0,2.0,10.0,32.0,3.0,62.0,132.0,14.0,50.0,41.0,207.0,254.0,14.0,23.0,1.0,3.0,5.0,36.0,9.0,22.0,5.0,7.0,25.0,58.0,66.0,33.0,9.0,18.0,32.0,10.0,5.0,29.0,11.0,40.0,7.0,4.0,14.0,15.0,91.0,8.0,25.0,1.0,16.0,50.0,3.0,69.0,34.0,103.0,3.0,12.0,5.0,7.0,19.0,5.0,13.0,15.0,2.0,6.0,1.0,34.0,1.0,6.0,29.0,54.0,2.0,4.0,4.0,59.0,1.0,3.0,4.0,2.0,62.0,7.0,1.0,33.0,1.0,10.0,7.0,1.0,2.0,10.0,4.0,2.0,1.0,1.0,171.0,25.0,37.0,5.0,1.0,0.46774193548387094,0.5471698113207547,0.7857142857142857,0.28,0.3333333333333333,0.28,0.4696969696969697,0.6086956521739131,0.4090909090909091,0.45604395604395603,0.5961538461538461,0.3333333333333333,0.49282296650717705,0.6,0.390625,0.27472527472527475,0.03787878787878788,0.038461538461538464,0.09375,0.5588235294117647,0.6,0.1,0.6666666666666666,0.3787878787878788,0.7619047619047619,0.22857142857142856,0.6875,0.32673267326732675,0.4,0.43478260869565216,0.32142857142857145,0.14285714285714285,0.35714285714285715,0.45,0.7714285714285715,0.7,0.6923076923076923,0.875,0.03125,89.4819188191882,0.4,16.235576923076923,15.953051643192488,15.475961538461538,15.23943661971831,0.2857142857142857,0.6923076923076923,0.72,0.3888888888888889,0.17582417582417584,0.21875,0.2413793103448276,0.26373626373626374,0.3958333333333333,0.3958333333333333,0.7894736842105263,0.0989010989010989,0.2222222222222222,0.2222222222222222,1.0,0.17582417582417584,0.3125,0.3125,0.7,0.6538461538461539,0.7058823529411765,0.08333333333333333,0.11538461538461539,0.3333333333333333,1.0,0.18518518518518517,0.4,0.07407407407407407,0.1111111111111111,0.5604395604395604,0.3125,0.4945807692307692,0.5177261904761904,0.420737037037037,0.15865384615384615,0.2088607594936709,0.17391304347826086,0.12077294685990338,9.509848484848485,24.586,0.1778846153846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2011,2010-11,True
101133-1717-1890-1891-467,1610612742,"Ian Mahinmi, Dirk Nowitzki, Shawn Marion, Jason Terry, Jason Kidd","Mahinmi, Nowitzki, Marion, Terry, Kidd",101133-1717-1890-1891-467,DAL,649.0,8,11.0,-4.0,26.0,24.0,14.0,22.0,5.0,50.0,3.0,6.0,,1.0,2.0,3.0,1.0,3.0,,3.0,1.0,2.0,,,1.0,3.0,8.0,6.0,4.0,12.0,4.0,10.0,9.0,29.0,33.0,,1.0,1.0,3.0,2.0,5.0,2.0,5.0,7.0,4.0,17.0,,8.0,9.0,3.0,,8.0,3.0,1.0,,3.0,3.0,2.0,1.0,,,9.0,2.0,2.0,,3.0,1.0,1.0,5.0,4.0,9.0,,1.0,,1.0,2.0,,1.0,,,1.0,,2.0,,2.0,2.0,11.0,,1.0,,7.0,,,,,11.0,1.0,,5.0,1.0,,,,,,,,,,24.0,17.0,14.0,5.0,1.0,,,0.75,0.4,0.3333333333333333,0.4,0.3333333333333333,,0.4,0.45454545454545453,0.375,0.5416666666666666,0.5370370370370371,0.5,0.5666666666666667,0.45454545454545453,0.08333333333333333,0.16666666666666666,,1.0,1.0,,0.25,0.25,1.0,0.3333333333333333,0.5714285714285714,0.2857142857142857,,0.5,0.3333333333333333,0.4,,,,1.0,1.0,,,110.93990755007704,,12.807692307692308,13.166666666666666,11.76923076923077,12.583333333333334,0.2727272727272727,0.5,0.6,,0.13636363636363635,0.3333333333333333,0.3333333333333333,0.13636363636363635,,,,0.09090909090909091,0.5,0.5,1.0,0.36363636363636365,0.375,0.375,0.6666666666666666,0.25,,,,,,0.25,0.6666666666666666,0.08333333333333333,0.5,0.7272727272727273,0.375,0.49368409090909093,0.55315,0.5121833333333333,0.19230769230769232,0.3125,0.1724137931034483,0.5862068965517241,7.158333333333334,25.509999999999998,0.5384615384615384,1.0,1.0,3.0,2.0,3.0,0.42857142857142855,0.75,0.3333333333333333,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,1610612742,2011,2010-11,True
101133-1717-1890-200826-201958,1610612742,"Ian Mahinmi, Dirk Nowitzki, Shawn Marion, J.J. Barea, Rodrigue Beaubois","Mahinmi, Nowitzki, Marion, Barea, Beaubois",101133-1717-1890-200826-201958,DAL,308.0,2,5.0,2.0,10.0,9.0,4.0,,,19.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,,,1.0,,,,2.0,4.0,1.0,1.0,6.0,13.0,11.0,,,,,,,1.0,1.0,1.0,1.0,6.0,4.0,,3.0,,,,,1.0,2.0,1.0,3.0,,1.0,1.0,1.0,7.0,,,,1.0,2.0,,3.0,,3.0,,,,,1.0,,1.0,,,,,1.0,,1.0,,1.0,,,,7.0,1.0,1.0,,,9.0,1.0,,4.0,1.0,2.0,1.0,,1.0,2.0,1.0,1.0,,,13.0,6.0,4.0,,1.0,1.0,1.0,1.0,1.0,,1.0,0.5,,1.0,0.7,,1.25,0.7222222222222222,,1.0,0.2,0.25,,1.0,1.0,,,0.6666666666666666,,1.0,,0.75,,,,,,,1.0,,1.0,,1.0,,88.83116883116882,0.5,14.2,18.444444444444443,14.2,17.444444444444443,0.2,1.0,1.0,1.0,0.2,,,0.4,0.5,0.5,1.0,0.2,1.0,1.0,1.0,,,,,,,,,,,0.5,1.0,0.5,,0.4,,0.48268000000000005,,0.5859,0.5,0.5714285714285714,,0.46153846153846156,11.55,23.0,0.4,1.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,1610612742,2011,2010-11,True
101133-1717-1890-200826-2052,1610612742,"Ian Mahinmi, Dirk Nowitzki, Shawn Marion, J.J. Barea, DeShawn Stevenson","Mahinmi, Nowitzki, Marion, Barea, Stevenson",101133-1717-1890-200826-2052,DAL,167.0,2,3.0,7.0,6.0,4.0,,,,10.0,1.0,1.0,,,,,,,,,2.0,2.0,,,,1.0,2.0,,1.0,1.0,3.0,4.0,,11.0,4.0,,,,,,,,,,,,2.0,,9.0,,,2.0,1.0,,1.0,3.0,4.0,1.0,2.0,1.0,,11.0,,,,,2.0,,2.0,,2.0,,,,,1.0,,,,,1.0,,1.0,,,,2.0,,1.0,,,,,,,,,,,,2.0,,,2.0,2.0,2.0,,,,11.0,,,,,1.0,1.0,1.0,0.75,,0.75,1.0,,,1.1,,,1.1,,,0.8,,,,1.0,,,0.4,,,,0.4,,,,,,,,0.6666666666666666,,,,,86.22754491017965,1.0,9.0,28.25,9.0,24.25,0.2,1.0,1.0,1.0,,,,,,,,0.4,1.0,1.0,1.0,0.4,0.5,0.5,1.0,,,,,,,,,,,1.0,0.5,0.5800500000000001,,,,,,,2.4,23.875,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1610612742,2011,2010-11,True
101133-1717-1890-200826-467,1610612742,"Ian Mahinmi, Dirk Nowitzki, Shawn Marion, J.J. Barea, Jason Kidd","Mahinmi, Nowitzki, Marion, Barea, Kidd",101133-1717-1890-200826-467,DAL,173.0,4,3.0,-7.0,5.0,6.0,3.0,4.0,1.0,11.0,,1.0,,,,1.0,,,,,,2.0,,,1.0,,1.0,1.0,,1.0,,3.0,1.0,1.0,8.0,,,,,,,,1.0,2.0,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,1.0,,1.0,,,,,1.0,1.0,1.0,,,,,,2.0,,,,,2.0,,,1.0,,,,,,,,,,,1.0,,3.0,,,,,,,,,,,,,,,0.1,,,0.75,1.0,1.0,,1.0,,,,1.0,,,,0.25,1.0,,,,,,,,,,,91.5606936416185,,17.6,14.166666666666666,16.4,12.666666666666666,0.25,,,,,,,,,,,0.5,,,,0.25,,,,,,,,,,0.3333333333333333,,0.3333333333333333,0.3333333333333333,1.0,,0.4709375,,0.42051666666666665,0.2,0.5,,,3.9,23.8,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2011,2010-11,True
101133-1717-1890-201147-201958,1610612742,"Ian Mahinmi, Dirk Nowitzki, Shawn Marion, Corey Brewer, Rodrigue Beaubois","Mahinmi, Nowitzki, Marion, Brewer, Beaubois",101133-1717-1890-201147-201958,DAL,121.0,1,2.0,-6.0,5.0,6.0,,,1.0,11.0,,1.0,,1.0,,,,,,1.0,,,,,,,1.0,,,2.0,,1.0,,,6.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,2.0,,2.0,1.0,1.0,1.0,1.0,,2.0,,1.0,1.0,3.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,0.3333333333333333,1.0,,,0.5,,,,0.3333333333333333,,,1.0,,,,,,,,,130.9090909090909,,11.6,10.5,11.2,10.166666666666666,0.3333333333333333,,,,,,,0.3333333333333333,,,,,,,,0.3333333333333333,,,,1.0,,,,,,,,,,0.6666666666666666,,0.5454833333333333,0.6364,,,,,,11.65,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2011,2010-11,True
101133-1717-1890-201958-467,1610612742,"Ian Mahinmi, Dirk Nowitzki, Shawn Marion, Rodrigue Beaubois, Jason Kidd","Mahinmi, Nowitzki, Marion, Beaubois, Kidd",101133-1717-1890-201958-467,DAL,148.0,2,2.0,2.0,7.0,7.0,,1.0,1.0,14.0,1.0,1.0,1.0,1.0,,,,3.0,1.0,1.0,,,,,,,1.0,,2.0,5.0,,1.0,1.0,5.0,3.0,1.0,1.0,,,1.0,3.0,,,,,,,4.0,,,2.0,1.0,,1.0,,,,,,,,,,1.0,,,2.0,,2.0,1.0,3.0,,2.0,2.0,,1.0,,,,,1.0,,1.0,,,1.0,1.0,,,,2.0,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,0.4,1.0,,0.3333333333333333,1.0,,0.4166666666666667,1.5,,0.16666666666666666,0.2,,0.3333333333333333,1.0,,,1.0,0.3333333333333333,,,1.0,0.25,,0.3333333333333333,,,,,1.0,1.0,,,,136.2162162162162,,12.142857142857142,9.0,12.142857142857142,9.0,0.16666666666666666,1.0,1.0,,0.5,,,0.16666666666666666,1.0,1.0,,,,,,0.16666666666666666,,,,1.0,1.0,,,,,,,,,0.3333333333333333,,0.5106333333333334,0.7509,,0.16666666666666666,0.2,0.6,,9.040000000000001,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2011,2010-11,True
101133-1717-1891-200826-201147,1610612742,"Ian Mahinmi, Dirk Nowitzki, Jason Terry, J.J. Barea, Corey Brewer","Mahinmi, Nowitzki, Terry, Barea, Brewer",101133-1717-1891-200826-201147,DAL,869.0,4,14.0,-11.0,27.0,29.0,,,3.0,56.0,4.0,5.0,1.0,1.0,,,2.0,5.0,3.0,6.0,,,,,,,5.0,,9.0,16.0,,5.0,4.0,22.0,33.0,1.0,1.0,,1.0,,2.0,,,,,,4.0,14.0,,,2.0,5.0,,1.0,2.0,,2.0,,,1.0,1.0,4.0,2.0,1.0,,4.0,7.0,,11.0,3.0,14.0,,1.0,1.0,,3.0,,1.0,3.0,,2.0,,6.0,1.0,,3.0,5.0,,,1.0,7.0,1.0,,,,7.0,1.0,,4.0,,,,,,,,,2.0,,20.0,,,,,0.2222222222222222,0.25,,,,,0.5625,1.0,,0.42857142857142855,0.5,,0.4583333333333333,0.5,,0.23809523809523808,0.0625,,0.2,0.5,,,0.7777777777777778,0.14285714285714285,0.8,0.4,0.7857142857142857,0.25,,,0.3333333333333333,0.4,,,0.6666666666666666,0.8333333333333334,0.75,1.0,,92.79631760644419,,15.666666666666666,15.379310344827585,15.333333333333334,14.517241379310345,0.23809523809523808,0.8,0.8,0.25,0.23809523809523808,0.4,0.5,0.2857142857142857,0.5,0.5,0.3333333333333333,,,,,0.23809523809523808,,,,0.5,1.0,,,,,,,,,0.47619047619047616,,0.5178452380952381,0.60345,,0.16666666666666666,0.21052631578947367,0.09090909090909091,,9.225,24.84,,,,1.0,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2011,2010-11,True
101133-1717-1891-200826-201958,1610612742,"Ian Mahinmi, Dirk Nowitzki, Jason Terry, J.J. Barea, Rodrigue Beaubois","Mahinmi, Nowitzki, Terry, Barea, Beaubois",101133-1717-1891-200826-201958,DAL,313.0,2,5.0,-1.0,9.0,10.0,3.0,1.0,1.0,19.0,1.0,2.0,,,,,2.0,4.0,,2.0,1.0,2.0,,1.0,2.0,,,,3.0,8.0,1.0,2.0,,9.0,10.0,,,,1.0,,,,1.0,2.0,,3.0,2.0,4.0,3.0,,,,,,1.0,1.0,2.0,,1.0,1.0,,5.0,,1.0,,2.0,1.0,,3.0,1.0,4.0,1.0,1.0,,1.0,,,,2.0,1.0,,,2.0,,,,2.0,,,,3.0,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,9.0,3.0,3.0,,,0.3333333333333333,0.3333333333333333,1.0,0.5,,0.5,0.375,,,0.45,,0.5,0.45,,0.5,0.2,,,,,,,1.0,0.25,1.0,,1.0,0.2,,1.0,,,,,,1.0,1.0,,0.2,87.41214057507987,,19.444444444444443,13.8,18.666666666666668,13.8,0.2,0.5,0.5,1.0,0.4,0.5,0.5,0.2,,,,0.2,0.5,0.5,1.0,,,,,,,,1.0,,,,,0.6666666666666666,,0.4,,0.49253,0.63405,0.5640333333333333,0.1,0.125,,0.3333333333333333,8.4875,23.0,0.3333333333333333,1.0,,,,1.0,0.5,,,,0.5,,,,,,,,,,,,,,,,,,,,,1610612742,2011,2010-11,True
101133-1717-1891-200826-2052,1610612742,"Ian Mahinmi, Dirk Nowitzki, Jason Terry, J.J. Barea, DeShawn Stevenson","Mahinmi, Nowitzki, Terry, Barea, Stevenson",101133-1717-1891-200826-2052,DAL,762.0,3,13.0,6.0,20.0,21.0,5.0,3.0,5.0,41.0,6.0,9.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,9.0,1.0,2.0,1.0,2.0,,,4.0,1.0,10.0,20.0,1.0,6.0,2.0,25.0,19.0,1.0,5.0,1.0,2.0,,5.0,4.0,4.0,1.0,1.0,9.0,10.0,10.0,3.0,,,4.0,,2.0,5.0,1.0,6.0,,1.0,4.0,1.0,13.0,3.0,4.0,,3.0,3.0,1.0,7.0,7.0,14.0,,3.0,1.0,2.0,1.0,,1.0,,,,,1.0,,,3.0,10.0,,2.0,,5.0,,,,,3.0,1.0,,2.0,,2.0,2.0,,,2.0,2.0,,,,20.0,9.0,5.0,2.0,,0.5,0.5,1.0,0.16666666666666666,0.5,0.16666666666666666,0.5,0.2,1.0,0.4423076923076923,0.35714285714285715,0.8,0.46296296296296297,0.35714285714285715,0.75,0.23076923076923078,0.1,0.2222222222222222,,1.0,1.0,,0.6,0.4,0.6,0.6,0.6,0.4666666666666667,0.3333333333333333,1.0,0.3333333333333333,0.5,1.0,0.6666666666666666,,0.5,0.6666666666666666,0.5,,77.48031496062993,1.0,18.3,18.857142857142858,13.6,17.095238095238095,0.34615384615384615,0.6666666666666666,0.8571428571428571,0.6666666666666666,0.07692307692307693,0.5,0.5,0.34615384615384615,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.07692307692307693,0.5,0.5,1.0,0.15384615384615385,,,,0.2857142857142857,0.5,1.0,0.2857142857142857,0.5,1.0,0.4,1.0,,0.2,0.5769230769230769,,0.5246384615384615,0.5554,0.5464100000000001,0.07407407407407407,0.09523809523809523,0.2,0.36,9.940000000000001,23.816666666666666,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2011,2010-11,True
