EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,AtRimFGA,LongMidRangeFGA,FG2A,OpponentPoints,DefTwoPtRebounds,DefRebounds,Rebounds,FoulsDrawn,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,LongMidRangeFrequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,SecondChanceOffPoss,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG3M,FG3A,Points,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,PenaltyOffPoss,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG2M,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsPutbacks,TwoPtAssists,AtRimAssists,DefThreePtRebounds,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefThreePtReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,LongMidRangeFGM,FtPoints,SecondChanceFtPoints,PenaltyFtPoints,PtsUnassisted3s,Fg2aBlocked,LongMidRangeAssists,Steals,BadPassSteals,LostBallTurnovers,PenaltyTurnovers,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ShortMidRangeAssists,ShortMidRangePctAssisted,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,Corner3Assists,FTDefRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,BlockingFouls,Loose Ball Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,DefFTReboundPct,OffArc3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Travels,SelfOReb,StepOutOfBoundsTurnovers,Technical Free Throw Trips,DefensiveGoaltends,SelfORebPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,LostBallOutOfBoundsTurnovers,Charge Fouls,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,3SecondViolations,OffFTReboundPct,BlockedCorner3,HeaveAttempts,OffensiveGoaltends,team_id,year,season,team_vs
200796-201188-201564-201970-202349,1610612763,"Leon Powe, Marc Gasol, O.J. Mayo, Sam Young, Greivis Vasquez","Powe, Gasol, Mayo, Young, Vasquez",200796-201188-201564-201970-202349,MEM,93.0,1,2.0,-5.0,2.0,3.0,3.0,5,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,77.41935483870968,26.0,13.666666666666666,26.0,13.666666666666666,0.5,0.5,0.5,0.4061,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2011,2010-11,False
200796-201564-201589-202349-2203,1610612763,"Leon Powe, O.J. Mayo, Darrell Arthur, Greivis Vasquez, Shane Battier","Powe, Mayo, Arthur, Vasquez, Battier",200796-201564-201589-202349-2203,MEM,152.0,1,3.0,-4.0,4.0,3.0,,7,,1.0,2.0,9.0,1.0,1.0,3.0,2.0,1.0,1.0,,66.31578947368422,21.0,22.666666666666668,13.25,20.0,,0.25,0.5,0.4959375,13.35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,0.5,0.625,0.75,0.625,0.75,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,0.25,0.25,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5892,0.6,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2011,2010-11,False
200796-201589-201632-201970-202349,1610612763,"Leon Powe, Darrell Arthur, Hamed Haddadi, Sam Young, Greivis Vasquez","Powe, Arthur, Haddadi, Young, Vasquez",200796-201589-201632-201970-202349,MEM,138.0,1,2.0,1.0,5.0,5.0,5.0,10,3.0,,5.0,8.0,,2.0,4.0,1.0,,1.0,,104.34782608695653,9.0,18.6,9.0,18.6,0.42857142857142855,,0.7142857142857143,0.5865285714285714,3.5799999999999996,2.0,,2.0,,1.0,2.0,,,3.0,1.0,2.0,9.0,2.0,,,4.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,5.0,,2.0,2.0,,,,,,1.0,,,,,,,5.0,1.0,0.5,,0.5,0.6,0.6428571428571429,1.0,0.6428571428571429,1.0,0.2857142857142857,,1.0,,0.6666666666666666,,,,,0.2857142857142857,,,,0.2857142857142857,0.5,0.5,1.0,,,,0.5,0.73685,0.4444444444444444,24.15,4.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,5.0,1.0,1.0,9.0,2.0,4.0,1.0,1.0,2.0,9.0,4.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.6,0.75,0.75,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.5,1.0,0.16666666666666666,1.0,0.6090833333333333,1.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2011,2010-11,False
200796-201632-201970-202349-202397,1610612763,"Leon Powe, Hamed Haddadi, Sam Young, Greivis Vasquez, Ish Smith","Powe, Haddadi, Young, Vasquez, Smith",200796-201632-201970-202349-202397,MEM,460.0,3,8.0,-1.0,17.0,17.0,17.0,34,3.0,3.0,13.0,19.0,3.0,6.0,8.0,3.0,0.6,0.75,1.0,106.43478260869564,14.352941176470589,12.705882352941176,14.176470588235293,12.470588235294118,0.21428571428571427,0.21428571428571427,0.2857142857142857,0.43736071428571427,8.784615384615385,2.0,3.0,7.0,,1.0,1.0,,,5.0,1.0,1.0,18.0,1.0,,,2.0,6.0,,1.0,1.0,,2.0,,4.0,,2.0,2.0,2.0,,,2.0,1.0,1.0,,,1.0,,1.0,1.0,16.0,,1.0,,1.0,0.38461538461538464,0.4642857142857143,,0.5294117647058824,0.5,0.07142857142857142,1.0,0.25,,0.25,,,1.0,1.0,0.5,0.42857142857142855,0.42857142857142855,,0.07142857142857142,1.0,1.0,,,,,1.0,0.7248,0.1111111111111111,24.5,10.0,1.0,,1.0,1.0,1.0,1.0,1.0,,2.0,6.0,1.0,1.0,12.0,4.0,,2.0,1.0,3.0,12.0,10.0,,0.4,0.4,1.0,,0.3333333333333333,0.5,0.6,1.0,0.25,1.0,0.3333333333333333,1.0,1.0,1.0,,0.14285714285714285,1.0,0.14285714285714285,1.0,0.4347357142857143,0.6666666666666666,0.5882352941176471,1.0,5.0,2.0,5.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,2.0,1.0,2.0,0.15384615384615385,0.6666666666666666,0.5,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.06666666666666667,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2011,2010-11,False
201144-201188-201564-201589-201970,1610612763,"Mike Conley, Marc Gasol, O.J. Mayo, Darrell Arthur, Sam Young","Conley, Gasol, Mayo, Arthur, Young",201144-201188-201564-201589-201970,MEM,38.0,1,1.0,1.0,1.0,1.0,,2,,,1.0,1.0,,,,,,,,75.78947368421053,13.0,25.0,13.0,24.0,,,,0.4045,7.7,,1.0,1.0,,,,,,1.0,,,2.0,,,,,,,,,,1.0,,2.0,,,,,,,,,1.0,,,1.0,1.0,1.0,,2.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2011,2010-11,False
201144-201188-201564-201589-2203,1610612763,"Mike Conley, Marc Gasol, O.J. Mayo, Darrell Arthur, Shane Battier","Conley, Gasol, Mayo, Arthur, Battier",201144-201188-201564-201589-2203,MEM,2136.0,10,36.0,-4.0,66.0,64.0,36.0,130,19.0,15.0,51.0,79.0,12.0,20.0,29.0,22.0,0.4444444444444444,0.48484848484848486,0.6666666666666666,87.64044943820224,16.560606060606062,16.296875,15.954545454545455,15.0,0.3064516129032258,0.24193548387096775,0.4838709677419355,0.47556612903225803,8.511764705882353,8.0,10.0,17.0,6.0,,5.0,,,29.0,1.0,11.0,75.0,6.0,,,14.0,32.0,3.0,5.0,,1.0,14.0,,29.0,2.0,7.0,9.0,5.0,1.0,2.0,7.0,7.0,24.0,1.0,1.0,4.0,3.0,5.0,2.0,61.0,1.0,0.09090909090909091,,0.09090909090909091,0.5686274509803921,0.49193548387096775,1.0,0.5434782608695652,1.0,0.1774193548387097,0.7142857142857143,0.3181818181818182,0.2,0.28125,0.2857142857142857,0.2,0.38461538461538464,0.4,0.27419354838709675,0.5882352941176471,0.7142857142857143,0.0967741935483871,0.08064516129032258,,,,,,,,0.49996,0.18666666666666668,24.072727272727274,33.0,11.0,2.0,2.0,7.0,11.0,,5.0,6.0,16.0,25.0,1.0,8.0,42.0,26.0,6.0,13.0,4.0,4.0,42.0,33.0,9.0,0.4482758620689655,0.5,0.125,1.0,0.64,0.5303030303030303,0.5675675675675675,0.6666666666666666,0.2857142857142857,0.6,0.5789473684210527,0.6470588235294118,0.36363636363636365,0.3333333333333333,1.0,0.3333333333333333,0.6363636363636364,0.15151515151515152,,0.4753545454545455,0.56,0.5,8.0,14.0,2.0,7.0,,5.0,3.0,4.0,3.0,4.0,2.0,18.0,10.0,1.0,1.0,1.0,0.09803921568627451,0.10526315789473684,0.375,0.375,1.0,0.5333333333333333,0.5333333333333333,0.375,0.14705882352941177,0.17543859649122806,6.0,0.6,1.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,0.17647058823529413,0.8,0.2,0.16666666666666666,0.16666666666666666,1.0,0.09090909090909091,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,1610612763,2011,2010-11,False
201144-201188-201564-201589-2754,1610612763,"Mike Conley, Marc Gasol, O.J. Mayo, Darrell Arthur, Tony Allen","Conley, Gasol, Mayo, Arthur, Allen",201144-201188-201564-201589-2754,MEM,93.0,2,2.0,-2.0,4.0,3.0,2.0,7,1.0,,1.0,4.0,,,,1.0,,,,108.38709677419355,14.0,12.333333333333334,14.0,12.333333333333334,1.0,,1.0,0.4816,2.1,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,,1.0,,,,,,,2.0,,,,,,,,0.5,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,1.0,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1610612763,2011,2010-11,False
201144-201188-201564-201632-2203,1610612763,"Mike Conley, Marc Gasol, O.J. Mayo, Hamed Haddadi, Shane Battier","Conley, Gasol, Mayo, Haddadi, Battier",201144-201188-201564-201632-2203,MEM,121.0,1,2.0,5.0,4.0,3.0,,7,1.0,1.0,4.0,3.0,1.0,2.0,5.0,4.0,1.0,1.0,1.0,83.30578512396694,17.0,17.666666666666668,15.25,17.666666666666668,0.25,0.25,0.25,0.47465,9.05,2.0,,2.0,,,,,,1.0,,,8.0,2.0,,,4.0,,,,,,1.0,,2.0,,3.0,3.0,,,,,,,,,,,,,4.0,,,,,0.25,0.25,0.5,0.5714285714285714,0.6666666666666666,,,1.0,,1.0,,,,,0.5,,,,,,,,,,,,0.46285,0.5,,2.0,,,,,,,,1.0,,1.0,,,4.0,2.0,,1.0,,1.0,4.0,2.0,,1.0,1.0,,0.5,,,0.6666666666666666,1.0,1.0,1.0,,,,,,,,,,0.3943,0.5,0.5,1.0,6.0,2.0,4.0,,1.0,1.0,,,,,6.0,3.0,,,,0.25,,1.0,,,1.0,1.0,1.0,0.42857142857142855,0.42857142857142855,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2011,2010-11,False
201144-201188-201564-201970-2203,1610612763,"Mike Conley, Marc Gasol, O.J. Mayo, Sam Young, Shane Battier","Conley, Gasol, Mayo, Young, Battier",201144-201188-201564-201970-2203,MEM,19.0,2,,3.0,3.0,,,3,,,,,,,1.0,,,,,227.3684210526316,6.333333333333333,,6.333333333333333,,,,1.0,0.359,,1.0,,,1.0,,2.0,,,,1.0,3.0,3.0,,,,,,3.0,2.0,,1.0,1.0,,3.0,1.0,,1.0,,,,,,,,,,,,,3.0,1.0,0.3333333333333333,,0.3333333333333333,,0.5,,0.5,,1.0,,,0.5,0.5,,,,,,,,0.3333333333333333,0.6666666666666666,,,,,,,,,,25.0,2.0,,,,,,,1.0,,,,1.0,2.0,3.0,,,,,,3.0,2.0,,,,0.5,,,0.75,0.75,,,,,,,,,,,0.5,,0.411225,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,0.5,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,1610612763,2011,2010-11,False
201144-201188-201564-201970-2216,1610612763,"Mike Conley, Marc Gasol, O.J. Mayo, Sam Young, Zach Randolph","Conley, Gasol, Mayo, Young, Randolph",201144-201188-201564-201970-2216,MEM,557.0,5,9.0,-10.0,17.0,17.0,10.0,34,4.0,3.0,12.0,28.0,1.0,1.0,3.0,4.0,0.5,0.3333333333333333,1.0,87.89946140035907,19.235294117647058,13.529411764705882,18.0,12.941176470588236,0.26666666666666666,0.2,0.4666666666666667,0.4565033333333333,8.216666666666667,3.0,1.0,5.0,1.0,1.0,2.0,,,6.0,1.0,3.0,18.0,2.0,,,4.0,6.0,3.0,2.0,1.0,1.0,4.0,1.0,9.0,1.0,1.0,2.0,1.0,,3.0,4.0,3.0,7.0,,1.0,1.0,1.0,1.0,,14.0,1.0,0.3333333333333333,,0.3333333333333333,0.5,0.5,1.0,0.53125,1.0,0.2,0.25,0.16666666666666666,0.5,0.25,,,,,0.3333333333333333,0.2,0.2,0.06666666666666667,0.13333333333333333,0.5,0.5,1.0,,,,0.5,0.49575,0.2222222222222222,24.53333333333333,2.0,3.0,1.0,1.0,1.0,1.0,,,2.0,1.0,1.0,,,2.0,6.0,2.0,3.0,1.0,,2.0,2.0,2.0,0.5,0.6,,1.0,1.0,1.0,1.0,,,,0.75,0.75,0.3333333333333333,0.5,1.0,1.0,1.0,,,0.5189,0.1111111111111111,0.11764705882352941,2.0,3.0,,,,,2.0,2.0,2.0,1.0,2.0,3.0,1.0,,,,,,1.0,,,0.6666666666666666,0.6666666666666666,1.0,0.0625,0.07692307692307693,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,0.125,,,,,,,,,,,,,,,,1610612763,2011,2010-11,False
