EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Corner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Arc3FGA,PenaltyArc3FGA,PenaltyFG3A,NonHeaveArc3FGA,DefLongMidRangeReboundPct,Arc3Frequency,PenaltyArc3Frequency,LongMidRangeFGM,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,BadPassOutOfBoundsTurnovers,LostBallTurnovers,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,OffThreePtRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,Offensive Fouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,OffThreePtReboundPct,OffCorner3ReboundPct,SelfORebPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceFG2A,Fg2aBlocked,FG2APctBlocked,AtRimPctBlocked,OffAtRimReboundPct,SecondChanceShotQualityAvg,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyCorner3FGA,PenaltyArc3FGM,SecondChanceFG2M,SecondChancePoints,PenaltyFG3M,PtsUnassisted3s,PtsPutbacks,NonShootingFoulsDrawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Accuracy,SecondChancePointsPct,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceArc3Frequency,Corner3FGM,Corner3Assists,Travels,OffArc3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceFtPoints,LongMidRangeAssists,LongMidRangePctAssisted,Loose Ball Fouls Drawn,Charge Fouls Drawn,2pt And 1 Free Throw Trips,ShortMidRangeAssists,ShortMidRangePctAssisted,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,StepOutOfBoundsTurnovers,PenaltyCorner3FGM,HeaveAttempts,Charge Fouls,BlockingFoulsDrawn,LongMidRangePctBlocked,PenaltyCorner3Accuracy,BlockingFouls,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,OffensiveGoaltends,3SecondViolations,BlockedLongMidRange,SecondChanceCorner3FGM,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,Blocked3s,BlockedArc3,Corner3PctBlocked,FTOffRebounds,OffFTReboundPct,BlockedCorner3,DefensiveGoaltends,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
101177-1889-200746-200750-201587,1610612757,"Fabricio Oberto, Andre Miller, LaMarcus Aldridge, Brandon Roy, Nicolas Batum","Oberto, Miller, Aldridge, Roy, Batum",101177-1889-200746-200750-201587,POR,449.0,1,7.0,-2.0,16.0,16.0,5.0,7.0,2.0,32.0,6.0,6.0,1.0,1.0,1.0,3.0,2.0,1.0,7.0,11.0,1.0,3.0,17.0,19.0,2.0,4.0,1.0,5.0,10.0,4.0,5.0,5.0,5.0,10.0,1.0,3.0,3.0,1.0,7.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,17.0,5.0,5.0,0.7142857142857143,0.7142857142857143,0.6363636363636364,0.5,0.5833333333333334,0.5,0.5714285714285714,0.5,0.08333333333333333,0.5,1.0,0.5,0.25,0.75,0.6,0.2,0.5,0.5,0.6666666666666666,0.6666666666666666,1.0,102.62806236080178,1.0,13.25,14.8125,13.125,13.0625,0.5,1.0,1.0,0.8333333333333334,0.25,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.08333333333333333,0.25,1.0,0.5833333333333334,0.5313583333333333,0.408725,0.14285714285714285,0.15384615384615385,0.29411764705882354,6.090909090909091,24.0,0.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2011,2010-11,False
101177-1889-200746-201164-202083,1610612757,"Fabricio Oberto, Andre Miller, LaMarcus Aldridge, Rudy Fernandez, Wesley Matthews","Oberto, Miller, Aldridge, Fernandez, Matthews",101177-1889-200746-201164-202083,POR,29.0,1,,-2.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2011,2010-11,False
101177-1889-200750-201587-201967,1610612757,"Fabricio Oberto, Andre Miller, Brandon Roy, Nicolas Batum, Dante Cunningham","Oberto, Miller, Roy, Batum, Cunningham",101177-1889-200750-201587-201967,POR,30.0,1,,,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,96.0,,11.0,19.0,11.0,19.0,,,,,,,,,,,,1.0,0.4497,0.4497,,,,,24.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2011,2010-11,False
101177-1889-200750-201587-948,1610612757,"Fabricio Oberto, Andre Miller, Brandon Roy, Nicolas Batum, Marcus Camby","Oberto, Miller, Roy, Batum, Camby",101177-1889-200750-201587-948,POR,37.0,1,1.0,-1.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,1.0,,1.0,1.0,,,2.0,3.0,1.0,1.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,77.83783783783784,,17.0,20.0,17.0,20.0,,,,,,,,1.0,,,,,0.3045,0.3045,,,1.0,19.0,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2011,2010-11,False
101177-200746-200750-201164-202083,1610612757,"Fabricio Oberto, LaMarcus Aldridge, Brandon Roy, Rudy Fernandez, Wesley Matthews","Oberto, Aldridge, Roy, Fernandez, Matthews",101177-200746-200750-201164-202083,POR,55.0,1,1.0,2.0,3.0,2.0,,,,5.0,,,,,,1.0,,,,1.0,,2.0,2.0,,,,,,,,,,,,,1.0,1.0,,2.0,,2.0,,,1.0,,1.0,,,,,1.0,,2.0,,1.0,,,,,2.0,,,,,,,,,0.5,,,,,1.0,,1.0,1.0,,,,1.0,1.0,,130.9090909090909,,10.666666666666666,11.5,10.666666666666666,11.5,,,,,1.0,,,,,,,,0.3832,,0.5,0.5,,10.7,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2011,2010-11,False
101177-200746-200750-201587-202083,1610612757,"Fabricio Oberto, LaMarcus Aldridge, Brandon Roy, Nicolas Batum, Wesley Matthews","Oberto, Aldridge, Roy, Batum, Matthews",101177-200746-200750-201587-202083,POR,135.0,2,2.0,-4.0,5.0,5.0,4.0,5.0,,10.0,,,,,1.0,3.0,,,1.0,3.0,,2.0,4.0,8.0,1.0,2.0,2.0,4.0,,2.0,,,,,,,,1.0,1.0,,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,,2.0,,1.0,,,,,4.0,4.0,4.0,,,0.3333333333333333,0.5,0.3333333333333333,0.5,0.5,0.6666666666666666,,1.0,1.0,,,,,,,,,,,106.66666666666667,,15.8,11.2,15.8,9.8,,,,,1.0,0.3333333333333333,0.3333333333333333,,,,,,0.4029666666666667,0.3999,0.25,0.25,1.0,7.433333333333334,,0.8,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2011,2010-11,False
101177-200746-200750-202083-202356,1610612757,"Fabricio Oberto, LaMarcus Aldridge, Brandon Roy, Wesley Matthews, Armon Johnson","Oberto, Aldridge, Roy, Matthews, Johnson",101177-200746-200750-202083-202356,POR,154.0,1,3.0,3.0,6.0,5.0,,5.0,1.0,11.0,,,,,,1.0,,1.0,,1.0,3.0,2.0,5.0,2.0,,,,,,,,1.0,,3.0,,1.0,,,1.0,1.0,2.0,1.0,,1.0,,2.0,1.0,,,1.0,2.0,1.0,2.0,,1.0,,,,,5.0,,,,,,,0.375,,0.5,,0.75,0.5,,,,1.0,1.0,0.3333333333333333,,,,1.0,,102.85714285714285,,14.166666666666666,13.8,14.166666666666666,13.8,,,,,0.25,,,,0.25,,,0.75,0.5192625,,0.2,0.5,,8.7,24.866666666666664,,2.0,,,2.0,,0.5,,,,,1.0,1.0,,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,1.0,0.3333333333333333,0.5,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2011,2010-11,False
101177-200746-201164-202083-202356,1610612757,"Fabricio Oberto, LaMarcus Aldridge, Rudy Fernandez, Wesley Matthews, Armon Johnson","Oberto, Aldridge, Fernandez, Matthews, Johnson",101177-200746-201164-202083-202356,POR,161.0,2,3.0,1.0,6.0,6.0,,,1.0,12.0,1.0,2.0,,,1.0,2.0,,,2.0,4.0,1.0,2.0,9.0,8.0,,,,,,4.0,,1.0,,3.0,1.0,,1.0,,1.0,1.0,2.0,,,,,,,,2.0,4.0,1.0,,2.0,,1.0,,,,,9.0,,,,,0.5,,0.7,,0.75,,0.2,,,0.5,0.5,,0.5,0.5,,,,,,107.32919254658385,,13.0,13.833333333333334,12.166666666666666,13.0,0.4,0.5,1.0,,0.4,0.5,0.5,,,,,0.6,0.45853,,0.16666666666666666,0.2,,4.675,26.5,,1.0,,,1.0,0.5,0.2,,,,,,,,,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,1.0,0.4596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2011,2010-11,False
101177-200750-201164-201967-202083,1610612757,"Fabricio Oberto, Brandon Roy, Rudy Fernandez, Dante Cunningham, Wesley Matthews","Oberto, Roy, Fernandez, Cunningham, Matthews",101177-200750-201164-201967-202083,POR,796.0,3,13.0,-8.0,28.0,26.0,22.0,18.0,2.0,54.0,2.0,2.0,1.0,1.0,1.0,5.0,8.0,1.0,6.0,15.0,6.0,4.0,22.0,30.0,5.0,12.0,4.0,20.0,,12.0,,1.0,,3.0,2.0,1.0,8.0,1.0,10.0,2.0,12.0,2.0,1.0,4.0,,6.0,,4.0,3.0,7.0,5.0,,7.0,1.0,,2.0,1.0,2.0,1.0,18.0,20.0,22.0,,,0.4,0.4166666666666667,0.42857142857142855,0.47058823529411764,0.4583333333333333,0.5,0.2857142857142857,0.3333333333333333,1.0,0.7272727272727273,0.2222222222222222,0.25,0.6,0.16666666666666666,,0.3333333333333333,0.75,,0.5,97.68844221105527,0.5,14.0,15.538461538461538,13.857142857142858,15.076923076923077,0.09523809523809523,1.0,1.0,,0.23809523809523808,0.2,0.5,0.38095238095238093,0.047619047619047616,0.058823529411764705,1.0,0.38095238095238093,0.4193595238095238,0.4229617647058823,,,0.9090909090909091,13.166666666666666,26.116666666666664,0.7857142857142857,5.0,4.0,5.0,5.0,1.0,0.23809523809523808,0.23529411764705882,3.0,0.375,0.375,,1.0,,1.0,2.0,2.0,3.0,2.0,1.0,1.0,,,2.0,1.0,1.0,2.0,0.5,0.3333333333333333,0.3333333333333333,,,,0.4,0.4,0.5,0.4,2.0,3.0,0.2,,,0.4633,1.0,1.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,1.0,3.0,0.4,1.0,1.0,1.0,0.6,0.5,0.5,1.0,0.058823529411764705,0.5,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2011,2010-11,False
101177-200750-201164-201967-202356,1610612757,"Fabricio Oberto, Brandon Roy, Rudy Fernandez, Dante Cunningham, Armon Johnson","Oberto, Roy, Fernandez, Cunningham, Johnson",101177-200750-201164-201967-202356,POR,114.0,1,2.0,2.0,3.0,5.0,3.0,2.0,,8.0,2.0,2.0,2.0,2.0,,,1.0,,2.0,3.0,,,4.0,2.0,2.0,3.0,,4.0,,4.0,,,,,,1.0,,1.0,2.0,,2.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,4.0,4.0,3.0,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,1.0,,,1.0,1.0,,,,,,1.0,101.05263157894737,,13.333333333333334,14.8,13.333333333333334,14.8,0.6666666666666666,1.0,1.0,,,,,0.3333333333333333,,0.6666666666666666,1.0,0.6666666666666666,0.49226666666666663,0.49226666666666663,,,1.0,8.433333333333334,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2011,2010-11,False
