EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTOffRebounds,BlockingFouls,BlockedLongMidRange,DefensiveGoaltends,OffFTReboundPct,SecondChanceAtRimPctAssisted,3pt And 1 Free Throw Trips,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,HeaveAttempts,HeaveMakes,BlockedArc3,team_id,year,season,team_vs
201572-201627-2566-2734-2743,1610612751,"Brook Lopez, Anthony Morrow, Travis Outlaw, Devin Harris, Kris Humphries","Lopez, Morrow, Outlaw, Harris, Humphries",201572-201627-2566-2734-2743,NJN,15477.0,26,258.0,-62.0,461.0,463.0,52.0,51.0,56.0,924,58.0,108.0,15.0,28.0,6.0,11.0,52.0,112.0,45.0,117.0,8.0,15.0,1.0,1.0,1.0,3.0,13.0,45.0,3.0,5.0,2.0,4.0,155.0,337.0,21.0,60.0,102.0,475.0,537.0,24.0,43.0,4.0,6.0,12.0,72.0,19.0,32.0,3.0,7.0,21.0,68.0,146.0,164.0,57.0,6.0,30.0,45.0,13.0,27.0,73.0,19.0,92.0,11.0,8.0,26.0,20.0,27.0,203.0,6.0,55.0,40.0,126.0,9.0,175.0,61.0,236.0,3.0,18.0,11.0,7.0,31.0,7.0,22.0,39.0,2.0,9.0,2.0,10.0,70.0,7.0,7.0,56.0,98.0,1.0,1.0,6.0,7.0,102.0,2.0,8.0,10.0,2.0,132.0,7.0,4.0,57.0,1.0,9.0,22.0,1.0,17.0,1.0,5.0,23.0,11.0,1.0,3.0,3.0,403.0,68.0,52.0,3.0,9.0,0.47096774193548385,0.5214285714285715,0.9047619047619048,0.35,0.6666666666666666,0.42857142857142855,0.35,0.4599406528189911,0.5581395348837209,0.59375,0.46977329974811083,0.6122448979591837,0.6025641025641025,0.5164113785557987,0.6428571428571429,0.6568627450980392,0.15113350125944586,0.08011869436201781,0.12962962962962962,0.08035714285714286,0.03418803418803419,0.44285714285714284,0.8181818181818182,0.7368421052631579,0.30386740331491713,0.7843137254901961,0.15384615384615385,0.7477477477477478,0.2772727272727273,0.34,0.38333333333333336,0.2112676056338028,0.15625,0.14285714285714285,0.6326530612244898,0.7592592592592593,0.7941176470588235,0.8205128205128205,0.6666666666666666,0.015544041450777202,85.97014925373135,0.4782608695652174,17.644251626898047,15.859611231101512,16.887201735357916,15.315334773218142,0.27204030226700254,0.5370370370370371,0.6170212765957447,0.4482758620689655,0.28211586901763225,0.4642857142857143,0.5048543689320388,0.38461538461538464,0.2947103274559194,0.38461538461538464,0.39823008849557523,0.6,0.037783375314861464,0.5333333333333333,0.5333333333333333,1.0,0.11335012594458438,0.28888888888888886,0.28888888888888886,0.8461538461538461,0.5714285714285714,0.5357142857142857,0.02040816326530612,1.0,1.0,0.10204081632653061,0.6,1.0,0.28205128205128205,0.5454545454545454,0.07692307692307693,0.3333333333333333,0.10256410256410256,0.5,0.42317380352644834,0.28888888888888886,0.48032871536523924,0.5315119565217391,0.49329743589743597,0.12946428571428573,0.14728682170542637,0.01639344262295082,0.15157894736842106,0.1431578947368421,9.672106824925816,24.723333333333336,0.11279826464208242,,,,,,,,,,,,,,,1610612751,2011,2010-11,False
101211-201572-202324-2566-2734,1610612751,"Stephen Graham, Brook Lopez, Derrick Favors, Travis Outlaw, Devin Harris","Graham, Lopez, Favors, Outlaw, Harris",101211-201572-202324-2566-2734,NJN,9182.0,21,153.0,-38.0,274.0,275.0,20.0,23.0,27.0,549,49.0,81.0,9.0,20.0,3.0,5.0,23.0,67.0,29.0,65.0,1.0,5.0,1.0,2.0,,,7.0,16.0,,1.0,1.0,2.0,101.0,213.0,8.0,21.0,48.0,274.0,312.0,10.0,29.0,1.0,3.0,,23.0,5.0,13.0,1.0,2.0,3.0,16.0,126.0,76.0,18.0,6.0,12.0,16.0,7.0,17.0,63.0,6.0,69.0,5.0,1.0,31.0,14.0,18.0,144.0,3.0,30.0,20.0,80.0,4.0,104.0,34.0,138.0,4.0,13.0,11.0,2.0,19.0,7.0,13.0,31.0,2.0,6.0,2.0,6.0,50.0,2.0,4.0,35.0,69.0,3.0,1.0,4.0,5.0,58.0,3.0,,2.0,1.0,65.0,7.0,2.0,35.0,,,13.0,,7.0,,4.0,13.0,10.0,,1.0,3.0,251.0,16.0,20.0,1.0,,0.6237623762376238,0.6631578947368421,0.75,0.38095238095238093,0.3333333333333333,0.5,0.38095238095238093,0.47417840375586856,0.3448275862068966,0.38461538461538464,0.4829059829059829,0.359375,0.43333333333333335,0.5190839694656488,0.359375,0.47058823529411764,0.08974358974358974,0.07981220657276995,0.13580246913580246,0.08955223880597014,,0.38,0.6666666666666666,0.7017543859649122,0.2727272727272727,0.7142857142857143,0.23076923076923078,0.704225352112676,0.2682926829268293,0.3225806451612903,0.3181818181818182,0.17142857142857143,0.3333333333333333,,0.6388888888888888,0.6785714285714286,0.76,0.6842105263157895,0.7777777777777778,0.03773584905660377,86.0988891309083,0.7692307692307693,16.583941605839417,16.865454545454547,16.029197080291972,16.076363636363638,0.34615384615384615,0.6049382716049383,0.7,0.6326530612244898,0.2863247863247863,0.34328358208955223,0.3770491803278688,0.6086956521739131,0.2777777777777778,0.4461538461538462,0.4461538461538462,0.6206896551724138,0.021367521367521368,0.2,0.2,1.0,0.06837606837606838,0.4375,0.4375,0.7142857142857143,0.625,0.45,0.0625,0.5,1.0,0.03125,,,0.3333333333333333,0.6,,,0.13333333333333333,0.5,0.4358974358974359,0.4375,0.48651709401709403,0.5363354838709677,0.5018466666666667,0.13358778625954199,0.14522821576763487,,0.08394160583941605,0.058394160583941604,8.926291079812206,25.052380952380954,0.072992700729927,1.0,4.0,2.0,2.0,0.1111111111111111,,,,,,,,,,1610612751,2011,2010-11,False
101211-201572-2566-2734-2743,1610612751,"Stephen Graham, Brook Lopez, Travis Outlaw, Devin Harris, Kris Humphries","Graham, Lopez, Outlaw, Harris, Humphries",101211-201572-2566-2734-2743,NJN,8098.0,16,135.0,-22.0,254.0,249.0,32.0,30.0,34.0,503,49.0,80.0,8.0,14.0,5.0,9.0,22.0,59.0,27.0,55.0,1.0,6.0,,,,1.0,6.0,18.0,,1.0,,1.0,98.0,194.0,7.0,24.0,46.0,263.0,285.0,10.0,25.0,,1.0,4.0,24.0,13.0,26.0,,2.0,2.0,28.0,94.0,102.0,18.0,3.0,10.0,18.0,6.0,11.0,47.0,6.0,53.0,5.0,1.0,23.0,12.0,12.0,112.0,8.0,25.0,23.0,55.0,7.0,85.0,33.0,118.0,4.0,17.0,9.0,8.0,28.0,6.0,14.0,20.0,1.0,14.0,,4.0,48.0,6.0,8.0,28.0,57.0,4.0,,2.0,3.0,63.0,2.0,6.0,5.0,2.0,55.0,9.0,2.0,31.0,,,11.0,,7.0,,4.0,11.0,8.0,,2.0,1.0,239.0,28.0,32.0,,,0.47959183673469385,0.5053763440860215,0.8571428571428571,0.2916666666666667,,,0.2916666666666667,0.5051546391752577,0.4,0.5,0.49770642201834864,0.38461538461538464,0.4642857142857143,0.54375,0.41379310344827586,0.4827586206896552,0.11009174311926606,0.05670103092783505,0.1125,0.03389830508474576,,0.5833333333333334,1.0,0.6875,0.2604166666666667,0.8518518518518519,0.47058823529411764,0.7289719626168224,0.2920353982300885,0.22580645161290322,0.2972972972972973,0.25,0.3333333333333333,0.8,0.6666666666666666,0.7272727272727273,0.6538461538461539,0.8888888888888888,0.7777777777777778,0.0392156862745098,89.44430723635466,0.7272727272727273,16.956692913385826,15.224899598393574,15.893700787401574,14.78714859437751,0.3669724770642202,0.6125,0.6901408450704225,0.46938775510204084,0.2706422018348624,0.3728813559322034,0.38596491228070173,0.5454545454545454,0.25229357798165136,0.4909090909090909,0.4909090909090909,0.4444444444444444,0.027522935779816515,0.16666666666666666,0.16666666666666666,1.0,0.08256880733944955,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.5384615384615384,0.5714285714285714,,,,0.038461538461538464,,,0.32142857142857145,0.5555555555555556,0.03571428571428571,,0.03571428571428571,,0.47706422018348627,0.3333333333333333,0.48737935779816516,0.5123357142857143,0.45408392857142854,0.12916666666666668,0.14351851851851852,,0.09125475285171103,0.10646387832699619,8.855154639175257,25.004166666666666,0.12598425196850394,,,,1.0,,0.125,,,,,,,,,1610612751,2011,2010-11,False
201572-201627-202324-2566-2734,1610612751,"Brook Lopez, Anthony Morrow, Derrick Favors, Travis Outlaw, Devin Harris","Lopez, Morrow, Favors, Outlaw, Harris",201572-201627-202324-2566-2734,NJN,7198.0,26,120.0,-22.0,215.0,219.0,23.0,18.0,24.0,434,35.0,67.0,8.0,18.0,3.0,5.0,27.0,65.0,16.0,46.0,2.0,7.0,,2.0,,,11.0,17.0,,,1.0,3.0,78.0,178.0,13.0,24.0,35.0,230.0,252.0,12.0,26.0,,2.0,2.0,26.0,8.0,15.0,1.0,3.0,4.0,23.0,86.0,70.0,39.0,,8.0,17.0,11.0,16.0,43.0,13.0,56.0,11.0,2.0,19.0,14.0,10.0,125.0,2.0,28.0,14.0,61.0,4.0,79.0,30.0,109.0,5.0,13.0,8.0,5.0,18.0,2.0,11.0,11.0,,7.0,,2.0,29.0,1.0,3.0,27.0,59.0,,,4.0,5.0,37.0,1.0,,1.0,,44.0,8.0,2.0,22.0,2.0,1.0,13.0,,11.0,,1.0,13.0,11.0,,,,204.0,23.0,23.0,3.0,1.0,0.5512820512820513,0.581081081081081,1.0,0.5416666666666666,,0.3333333333333333,0.5416666666666666,0.43820224719101125,0.46153846153846156,0.5333333333333333,0.48267326732673266,0.42857142857142855,0.5277777777777778,0.5229357798165137,0.4482758620689655,0.575,0.1188118811881188,0.0898876404494382,0.14925373134328357,0.09230769230769231,,0.6206896551724138,1.0,0.7176470588235294,0.28,0.7777777777777778,0.18181818181818182,0.7281553398058253,0.2702702702702703,0.46875,0.21052631578947367,0.16666666666666666,0.3333333333333333,,0.5333333333333333,0.8260869565217391,0.8125,0.8888888888888888,0.6666666666666666,0.05263157894736842,86.82411781050291,0.8461538461538461,17.58139534883721,15.60730593607306,16.89767441860465,14.748858447488585,0.3316831683168317,0.5223880597014925,0.6140350877192983,0.5428571428571428,0.3217821782178218,0.4153846153846154,0.4576271186440678,0.5185185185185185,0.22772277227722773,0.34782608695652173,0.34782608695652173,0.625,0.034653465346534656,0.2857142857142857,0.2857142857142857,1.0,0.08415841584158416,0.6470588235294118,0.6470588235294118,1.0,0.6428571428571429,0.4444444444444444,0.07142857142857142,,,,,,0.2777777777777778,0.6,,,0.16666666666666666,0.3333333333333333,0.4504950495049505,0.6470588235294118,0.4849975247524752,0.5308499999999999,0.4912694444444445,0.11059907834101383,0.11458333333333333,0.08,0.11304347826086956,0.1,8.535955056179775,24.945833333333336,0.10697674418604651,,,1.0,,,0.25,1.0,,,,,,,,1610612751,2011,2010-11,False
200770-201572-201627-2743-2756,1610612751,"Jordan Farmar, Brook Lopez, Anthony Morrow, Kris Humphries, Sasha Vujacic","Farmar, Lopez, Morrow, Humphries, Vujacic",200770-201572-201627-2743-2756,NJN,7076.0,15,118.0,-40.0,222.0,220.0,11.0,27.0,27.0,442,31.0,43.0,7.0,12.0,1.0,1.0,16.0,47.0,28.0,71.0,6.0,17.0,,,1.0,1.0,10.0,31.0,2.0,4.0,,,75.0,161.0,16.0,48.0,17.0,215.0,255.0,9.0,20.0,2.0,4.0,6.0,30.0,2.0,7.0,1.0,1.0,,7.0,94.0,56.0,42.0,6.0,8.0,31.0,10.0,10.0,47.0,14.0,61.0,8.0,6.0,17.0,9.0,21.0,136.0,5.0,25.0,13.0,59.0,4.0,76.0,30.0,106.0,4.0,11.0,7.0,4.0,23.0,3.0,11.0,15.0,2.0,12.0,,4.0,38.0,1.0,3.0,19.0,37.0,,,3.0,1.0,36.0,3.0,2.0,2.0,,24.0,5.0,1.0,14.0,,,8.0,,6.0,,2.0,8.0,6.0,,,,185.0,7.0,11.0,3.0,,0.6266666666666667,0.6619718309859155,0.875,0.3333333333333333,0.5,1.0,0.3333333333333333,0.4658385093167702,0.45,0.2857142857142857,0.47368421052631576,0.5,0.4375,0.49311926605504586,0.5555555555555556,0.4375,0.22966507177033493,0.062111801242236024,0.046511627906976744,0.1276595744680851,0.028169014084507043,0.6052631578947368,0.8,0.7108433734939759,0.30864197530864196,0.7647058823529411,0.16129032258064516,0.72,0.26785714285714285,0.3333333333333333,0.32142857142857145,0.2926829268292683,0.1,0.2727272727272727,0.6785714285714286,0.6666666666666666,0.7741935483870968,0.6363636363636364,1.0,0.0380952380952381,89.94912379875636,0.75,17.027027027027028,14.981818181818182,16.423423423423422,14.281818181818181,0.20574162679425836,0.7209302325581395,0.7560975609756098,0.5483870967741935,0.22488038277511962,0.3404255319148936,0.3902439024390244,0.5625,0.3397129186602871,0.39436619718309857,0.4057971014492754,0.75,0.08133971291866028,0.35294117647058826,0.35294117647058826,1.0,0.14832535885167464,0.3225806451612903,0.3333333333333333,0.8,0.5,0.5833333333333334,,,,0.16666666666666666,0.5,0.5,0.125,1.0,0.125,1.0,,,0.4354066985645933,0.3225806451612903,0.4783562200956938,0.51031,0.40658125,0.06422018348623854,0.08235294117647059,,0.13953488372093023,0.03255813953488372,11.011801242236025,24.420833333333334,0.04954954954954955,,,,1.0,,0.2857142857142857,,1.0,0.020833333333333332,0.03225806451612903,,,,,1610612751,2011,2010-11,False
200770-201572-201627-2566-2743,1610612751,"Jordan Farmar, Brook Lopez, Anthony Morrow, Travis Outlaw, Kris Humphries","Farmar, Lopez, Morrow, Outlaw, Humphries",200770-201572-201627-2566-2743,NJN,6380.0,21,106.0,19.0,197.0,181.0,34.0,26.0,16.0,378,29.0,39.0,3.0,4.0,12.0,13.0,20.0,42.0,25.0,47.0,6.0,10.0,1.0,2.0,1.0,2.0,7.0,26.0,,1.0,,2.0,74.0,128.0,13.0,36.0,27.0,214.0,195.0,6.0,9.0,1.0,3.0,,15.0,17.0,27.0,1.0,4.0,7.0,44.0,68.0,80.0,36.0,3.0,8.0,26.0,7.0,12.0,34.0,12.0,46.0,7.0,5.0,12.0,6.0,16.0,104.0,3.0,13.0,13.0,48.0,6.0,67.0,16.0,83.0,4.0,11.0,7.0,4.0,18.0,2.0,12.0,14.0,,6.0,,,32.0,3.0,4.0,23.0,44.0,3.0,,2.0,2.0,32.0,3.0,1.0,3.0,,30.0,3.0,,14.0,,3.0,10.0,,8.0,,2.0,10.0,5.0,,1.0,2.0,199.0,44.0,34.0,4.0,1.0,0.4594594594594595,0.4857142857142857,0.9230769230769231,0.3611111111111111,0.3333333333333333,0.25,0.3611111111111111,0.578125,0.6666666666666666,0.6296296296296297,0.5701219512195121,0.625,0.5967741935483871,0.601123595505618,0.625,0.6470588235294118,0.21951219512195122,0.09375,0.15384615384615385,0.09523809523809523,0.0425531914893617,0.5625,1.0,0.6075949367088608,0.24528301886792453,0.7647058823529411,0.13043478260869565,0.6354166666666666,0.21052631578947367,0.4,0.36363636363636365,0.047619047619047616,0.15789473684210525,,0.375,0.5789473684210527,0.7777777777777778,0.8461538461538461,0.5,0.06349206349206349,85.3166144200627,0.5,17.31979695431472,16.39779005524862,16.700507614213198,15.751381215469614,0.23780487804878048,0.7435897435897436,0.8787878787878788,0.41379310344827586,0.25609756097560976,0.47619047619047616,0.5263157894736842,0.3,0.2865853658536585,0.5319148936170213,0.5555555555555556,0.64,0.06097560975609756,0.6,0.6666666666666666,0.8333333333333334,0.15853658536585366,0.2692307692307692,0.2692307692307692,1.0,0.3333333333333333,0.75,0.16666666666666666,0.5,1.0,0.08333333333333333,,,0.41935483870967744,0.9230769230769231,0.06451612903225806,0.5,0.06451612903225806,,0.4573170731707317,0.2692307692307692,0.4733884146341463,0.534315,0.46183548387096773,0.08,0.10071942446043165,,0.07009345794392523,0.205607476635514,10.01640625,25.08888888888889,0.17258883248730963,,,,1.0,,,,1.0,0.027777777777777776,,0.1,,,,1610612751,2011,2010-11,False
201572-2566-2734-2743-2756,1610612751,"Brook Lopez, Travis Outlaw, Devin Harris, Kris Humphries, Sasha Vujacic","Lopez, Outlaw, Harris, Humphries, Vujacic",201572-2566-2734-2743-2756,NJN,3796.0,20,63.0,4.0,121.0,118.0,46.0,32.0,13.0,239,18.0,27.0,3.0,4.0,7.0,10.0,13.0,26.0,12.0,33.0,1.0,2.0,,,,1.0,3.0,13.0,1.0,1.0,,2.0,43.0,86.0,4.0,15.0,38.0,136.0,132.0,6.0,12.0,1.0,1.0,,15.0,18.0,29.0,,3.0,26.0,62.0,46.0,40.0,9.0,3.0,6.0,12.0,3.0,5.0,23.0,3.0,26.0,2.0,1.0,11.0,3.0,9.0,55.0,3.0,9.0,9.0,25.0,6.0,40.0,13.0,53.0,2.0,9.0,6.0,3.0,4.0,1.0,1.0,7.0,1.0,3.0,,,11.0,1.0,4.0,16.0,26.0,,,,3.0,40.0,2.0,4.0,3.0,2.0,50.0,4.0,,20.0,,7.0,3.0,1.0,1.0,1.0,2.0,4.0,3.0,,1.0,,121.0,62.0,46.0,4.0,7.0,0.5348837209302325,0.575,0.75,0.26666666666666666,1.0,,0.2857142857142857,0.5,0.5,0.6206896551724138,0.48514851485148514,0.5769230769230769,0.5625,0.5483870967741935,0.5769230769230769,0.6595744680851063,0.1485148514851485,0.05813953488372093,0.1111111111111111,0.038461538461538464,0.030303030303030304,0.36363636363636365,0.8571428571428571,0.7575757575757576,0.20930232558139536,0.9,0.3,0.7906976744186046,0.22641509433962265,0.3333333333333333,0.15384615384615385,0.19047619047619047,0.3333333333333333,,0.7777777777777778,0.6,0.8571428571428571,1.0,0.6666666666666666,0.041666666666666664,90.66385669125395,0.75,17.05785123966942,14.677966101694915,16.272727272727273,14.347457627118644,0.26732673267326734,0.6666666666666666,0.75,0.6111111111111112,0.25742574257425743,0.5,0.52,0.23076923076923078,0.32673267326732675,0.36363636363636365,0.375,0.75,0.019801980198019802,0.5,0.5,1.0,0.12871287128712872,0.23076923076923078,0.23076923076923078,0.6666666666666666,0.3076923076923077,0.75,,,,0.07692307692307693,1.0,1.0,0.3125,0.7,0.03125,,0.0625,,0.4158415841584158,0.25,0.4573585,0.5223318181818182,0.44785,0.17094017094017094,0.19607843137254902,,0.11029411764705882,0.45588235294117646,10.038372093023256,27.36,0.38016528925619836,1.0,2.0,,1.0,0.2,0.3333333333333333,,,,,,1.0,,,1610612751,2011,2010-11,False
101114-201572-202345-2743-2756,1610612751,"Deron Williams, Brook Lopez, Damion James, Kris Humphries, Sasha Vujacic","Williams, Lopez, James, Humphries, Vujacic",101114-201572-202345-2743-2756,NJN,3736.0,7,62.0,-4.0,125.0,125.0,14.0,27.0,13.0,250,24.0,32.0,3.0,6.0,2.0,2.0,15.0,37.0,11.0,27.0,2.0,5.0,,,,1.0,5.0,14.0,2.0,4.0,2.0,4.0,50.0,96.0,7.0,19.0,17.0,138.0,142.0,5.0,9.0,2.0,4.0,3.0,19.0,4.0,7.0,2.0,5.0,7.0,21.0,70.0,30.0,18.0,3.0,6.0,14.0,5.0,4.0,35.0,6.0,41.0,4.0,2.0,14.0,11.0,10.0,88.0,3.0,14.0,9.0,32.0,3.0,44.0,17.0,61.0,1.0,13.0,8.0,5.0,7.0,1.0,6.0,9.0,1.0,1.0,1.0,3.0,16.0,1.0,,17.0,29.0,1.0,,2.0,,24.0,,4.0,,,27.0,5.0,,14.0,,2.0,12.0,,9.0,,3.0,12.0,8.0,,,1.0,119.0,21.0,14.0,1.0,2.0,0.7,0.7446808510638298,0.8571428571428571,0.3684210526315789,0.5,0.4,0.3684210526315789,0.5208333333333334,0.5555555555555556,0.5714285714285714,0.5260869565217391,0.6153846153846154,0.5833333333333334,0.5476190476190477,0.59375,0.6176470588235294,0.16521739130434782,0.041666666666666664,0.0625,0.05405405405405406,,0.4375,1.0,0.7441860465116279,0.30434782608695654,0.6923076923076923,0.25,0.7321428571428571,0.29310344827586204,0.25,0.45454545454545453,0.125,0.2222222222222222,0.3333333333333333,0.6666666666666666,0.6363636363636364,0.9285714285714286,0.7272727272727273,0.5,0.018518518518518517,96.35974304068523,0.6666666666666666,15.208,14.68,14.544,13.96,0.2782608695652174,0.75,0.8,0.5833333333333334,0.3217391304347826,0.40540540540540543,0.42857142857142855,0.7333333333333333,0.23478260869565218,0.4074074074074074,0.4074074074074074,0.9090909090909091,0.043478260869565216,0.4,0.4,1.0,0.12173913043478261,0.35714285714285715,0.35714285714285715,0.8,0.46153846153846156,0.5,,,,0.3076923076923077,0.5,1.0,0.16666666666666666,1.0,0.08333333333333333,,0.3333333333333333,0.5,0.4434782608695652,0.35714285714285715,0.4926308695652174,0.5659500000000001,0.5187333333333334,0.11290322580645161,0.13333333333333333,,0.13768115942028986,0.15217391304347827,8.81875,24.44736842105263,0.112,,3.0,,,,,,,,,,,,,1610612751,2011,2010-11,False
