EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,Corner3FGA,FG3A,OpponentPoints,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,NonShootingPenaltyNonTakeFouls,FG3APct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Corner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg3ptShotDistance,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,FG2M,FG2A,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,FTOffRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,PenaltyTurnovers,FoulsDrawn,Offensive Fouls Drawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PtsUnassisted2s,Fg3aBlocked,FTDefRebounds,FirstChancePoints,FG3APctBlocked,Corner3PctBlocked,DefFTReboundPct,Corner3FGM,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FtPoints,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,Steals,BadPassSteals,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ShortMidRangeFGA,LongMidRangeFGM,SecondChanceCorner3FGA,SecondChanceFG3A,PenaltyFtPoints,OffThreePtRebounds,OffTwoPtRebounds,LostBallSteals,Travels,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,ShortMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceCorner3Frequency,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFtPoints,LongMidRangeAssists,DefThreePtRebounds,BadPassOutOfBoundsTurnovers,RecoveredBlocks,DefThreePtReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,LongMidRangePctAssisted,ShortMidRangeFGM,PenaltyCorner3FGM,PenaltyCorner3FGA,ShortMidRangeAssists,Loose Ball Fouls,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PtsPutbacks,Fg2aBlocked,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,Offensive Fouls,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfOReb,SelfORebPct,Defensive 3 Seconds Violations,BlockingFouls,Charge Fouls,Clear Path Fouls,Charge Fouls Drawn,BlockingFoulsDrawn,Technical Free Throw Trips,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveMakes,HeaveAttempts,team_id,year,season,team_vs
1495-1938-201168-201588-2225,1610612759,"Tim Duncan, Manu Ginobili, Tiago Splitter, George Hill, Tony Parker","Duncan, Ginobili, Splitter, Hill, Parker",1495-1938-201168-201588-2225,SAS,67.0,1,1.0,-5.0,2.0,4.0,2.0,6.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,128.955223880597,15.5,9.0,15.5,5.5,1.0,1.0,0.6501,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2011,2010-11,False
1495-1938-201168-2210-2225,1610612759,"Tim Duncan, Manu Ginobili, Tiago Splitter, Richard Jefferson, Tony Parker","Duncan, Ginobili, Splitter, Jefferson, Parker",1495-1938-201168-2210-2225,SAS,214.0,2,4.0,-6.0,7.0,7.0,,14.0,,,8.0,,,3.0,1.0,2.0,,,94.2056074766355,15.857142857142858,14.714285714285714,15.142857142857142,14.714285714285714,,0.5,0.3997,,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,0.25,1.0,0.5,0.25,1.0,0.5,0.25,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.3846,0.3995,1.0,1.0,11.6,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2011,2010-11,False
1495-1938-201588-202390-2225,1610612759,"Tim Duncan, Manu Ginobili, George Hill, Gary Neal, Tony Parker","Duncan, Ginobili, Hill, Neal, Parker",1495-1938-201588-202390-2225,SAS,9.0,1,,,2.0,2.0,2.0,4.0,1.0,1.0,2.0,,,,,2.0,,0.5,640.0,4.5,,4.5,,0.5,1.0,0.613525,22.4,,,1.0,1.0,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,0.5,,,0.5,,,,,,,,,0.5,1.0,1.0,,,,,,,,,,,,0.7,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2011,2010-11,False
1495-1938-201588-202390-2588,1610612759,"Tim Duncan, Manu Ginobili, George Hill, Gary Neal, Matt Bonner","Duncan, Ginobili, Hill, Neal, Bonner",1495-1938-201588-202390-2588,SAS,298.0,4,5.0,1.0,9.0,9.0,1.0,18.0,1.0,4.0,14.0,,,,1.0,3.0,1.0,0.5714285714285714,86.97986577181207,11.222222222222221,21.88888888888889,11.222222222222221,21.333333333333332,0.14285714285714285,0.8571428571428571,0.5502285714285714,25.475,5.0,,2.0,2.0,,,2.0,2.0,1.0,2.0,3.0,15.0,,,,2.0,3.0,7.0,2.0,1.0,3.0,1.0,8.0,,1.0,1.0,,1.0,,,,1.0,,7.0,5.0,0.5,0.5,0.6666666666666666,,0.6666666666666666,0.9285714285714286,,0.7,0.9375,,0.7,,,0.2,0.2,0.5,,0.2857142857142857,1.0,1.0,0.5,0.14285714285714285,,,,0.4,1.0,,0.53941,,0.4666666666666667,8.700000000000001,0.5555555555555556,2.0,,,15.0,,,,1.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,6.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.6666666666666666,0.75,0.5,0.75,1.0,1.0,1.0,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.5,0.4,0.5,0.6666666666666666,0.125,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2011,2010-11,False
1495-1938-201588-202390-686,1610612759,"Tim Duncan, Manu Ginobili, George Hill, Gary Neal, Antonio McDyess","Duncan, Ginobili, Hill, Neal, McDyess",1495-1938-201588-202390-686,SAS,263.0,3,4.0,8.0,10.0,9.0,,19.0,1.0,3.0,4.0,1.0,,3.0,1.0,1.0,,0.2727272727272727,104.03041825095056,17.4,9.88888888888889,15.4,9.777777777777779,0.09090909090909091,0.5454545454545454,0.4099045454545454,24.3,3.0,2.0,2.0,3.0,1.0,2.0,,,2.0,3.0,8.0,12.0,1.0,2.0,2.0,1.0,1.0,7.0,2.0,1.0,2.0,1.0,5.0,,3.0,5.0,4.0,9.0,2.0,2.0,1.0,3.0,,5.0,2.0,0.3333333333333333,0.3333333333333333,0.375,0.5,1.0,0.4090909090909091,0.3333333333333333,1.25,0.5,0.3333333333333333,1.1666666666666667,0.6666666666666666,,1.0,1.0,1.0,1.0,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.5,0.18181818181818182,0.6666666666666666,0.5,,,,0.568225,0.26725,0.16666666666666666,0.5833333333333334,9.4,0.3,4.0,,2.0,10.0,,,1.0,,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,,2.0,1.0,1.0,1.0,,2.0,1.0,3.0,1.0,,,,,1.0,0.3333333333333333,1.0,0.3333333333333333,,,,0.18181818181818182,0.5,0.5,1.0,0.5,1.0,0.5,0.09090909090909091,0.125,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.6,0.5,0.5714285714285714,1.0,0.6666666666666666,1.0,0.2727272727272727,0.5,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2011,2010-11,False
1495-1938-201588-2210-2225,1610612759,"Tim Duncan, Manu Ginobili, George Hill, Richard Jefferson, Tony Parker","Duncan, Ginobili, Hill, Jefferson, Parker",1495-1938-201588-2210-2225,SAS,1.0,1,,-2.0,,1.0,1.0,1.0,,,2.0,,,,,1.0,,,1440.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2011,2010-11,False
1495-1938-201588-2210-2588,1610612759,"Tim Duncan, Manu Ginobili, George Hill, Richard Jefferson, Matt Bonner","Duncan, Ginobili, Hill, Jefferson, Bonner",1495-1938-201588-2210-2588,SAS,74.0,2,1.0,2.0,4.0,3.0,2.0,7.0,,,2.0,,,,,,,,136.2162162162162,10.5,10.666666666666666,10.5,10.666666666666666,,1.0,0.5907,,4.0,,,1.0,,,,1.0,,,1.0,4.0,,,,,1.0,4.0,,,,,,,1.0,2.0,,2.0,,,,2.0,,4.0,4.0,,,,,,,,,0.6666666666666666,,0.6666666666666666,,,1.0,1.0,,1.0,1.0,,,,,,,,1.0,,,0.5907,,1.0,0.8,1.0,,,1.0,4.0,,,1.0,,,,,,,4.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2011,2010-11,False
1495-1938-201588-2210-686,1610612759,"Tim Duncan, Manu Ginobili, George Hill, Richard Jefferson, Antonio McDyess","Duncan, Ginobili, Hill, Jefferson, McDyess",1495-1938-201588-2210-686,SAS,469.0,2,8.0,4.0,16.0,17.0,,33.0,,,10.0,2.0,,4.0,1.0,2.0,1.0,,101.32196162046908,13.1875,15.176470588235293,12.5,14.705882352941176,,0.3333333333333333,0.48270833333333335,,6.0,2.0,2.0,4.0,,1.0,,1.0,5.0,5.0,12.0,14.0,,1.0,2.0,2.0,3.0,5.0,8.0,4.0,4.0,2.0,8.0,,8.0,9.0,2.0,11.0,2.0,2.0,2.0,4.0,,5.0,6.0,0.8,0.8,0.4166666666666667,,0.6666666666666666,0.4166666666666667,,0.6666666666666666,0.5,0.5,0.625,0.5,,0.8888888888888888,0.9,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,0.4166666666666667,1.0,,,0.3333333333333333,,0.6026,0.47323333333333334,0.14285714285714285,0.35714285714285715,9.816666666666666,0.375,2.0,,,12.0,,,,,,,,,,4.0,,,,,,,,,,1.0,1.0,5.0,2.0,2.0,2.0,,2.0,,,,,,,,,,,,,,,0.15384615384615385,0.15384615384615385,3.0,3.0,,,1.0,,2.0,,1.0,1.0,1.0,1.0,0.2857142857142857,,0.2857142857142857,,0.6666666666666666,,0.25,0.6,0.6,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.5,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2011,2010-11,False
1495-1938-201588-2225-2588,1610612759,"Tim Duncan, Manu Ginobili, George Hill, Tony Parker, Matt Bonner","Duncan, Ginobili, Hill, Parker, Bonner",1495-1938-201588-2225-2588,SAS,207.0,1,3.0,5.0,6.0,6.0,,12.0,1.0,2.0,6.0,,,,,2.0,,0.3333333333333333,83.47826086956522,16.666666666666668,17.833333333333332,14.333333333333334,17.833333333333332,0.16666666666666666,0.6666666666666666,0.488275,24.25,6.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,3.0,4.0,11.0,1.0,1.0,2.0,3.0,4.0,11.0,2.0,1.0,2.0,,5.0,,2.0,2.0,1.0,3.0,,,,1.0,,11.0,6.0,0.3333333333333333,0.3333333333333333,0.75,1.0,0.75,0.75,1.0,0.75,0.7857142857142857,1.0,0.7857142857142857,,,1.0,0.6666666666666666,1.0,,0.3333333333333333,0.5,0.5,,,1.0,1.0,,0.3333333333333333,0.5,,0.488275,0.18181818181818182,1.0,5.825,1.0,4.0,,,9.0,,,,1.0,,1.0,,1.0,1.0,2.0,1.0,2.0,3.0,,1.0,,1.0,,1.0,1.0,,2.0,,,,,,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.16666666666666666,,,,0.16666666666666666,,,,,2.0,,,,2.0,1.0,,1.0,,,,1.0,,1.0,0.5,,,1.0,0.3333333333333333,,,,1.0,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.16666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2011,2010-11,False
1495-1938-201588-2225-686,1610612759,"Tim Duncan, Manu Ginobili, George Hill, Tony Parker, Antonio McDyess","Duncan, Ginobili, Hill, Parker, McDyess",1495-1938-201588-2225-686,SAS,1703.0,3,28.0,-4.0,48.0,47.0,22.0,95.0,4.0,11.0,54.0,4.0,,9.0,2.0,12.0,3.0,0.2682926829268293,80.32883147386964,17.541666666666668,18.319148936170212,16.625,17.78723404255319,0.0975609756097561,0.5853658536585366,0.49577195121951223,24.518181818181816,14.0,7.0,9.0,13.0,2.0,2.0,3.0,5.0,11.0,18.0,30.0,50.0,4.0,4.0,9.0,3.0,6.0,14.0,22.0,11.0,12.0,6.0,25.0,1.0,9.0,13.0,7.0,20.0,5.0,4.0,4.0,14.0,1.0,12.0,13.0,0.6111111111111112,0.6470588235294118,0.6,1.0,0.5,0.47560975609756095,0.8,0.42857142857142855,0.5208333333333334,0.75,0.6363636363636364,0.5555555555555556,1.0,0.5625,0.6111111111111112,0.5,1.0,0.3170731707317073,0.6923076923076923,0.9,0.6666666666666666,0.2682926829268293,0.4,1.0,0.5,0.7142857142857143,0.6,0.4704333333333333,0.5718857142857142,0.18,0.28,9.676666666666668,0.2916666666666667,14.0,,2.0,41.0,,,1.0,,1.0,7.0,,,1.0,11.0,,1.0,3.0,,7.0,1.0,1.0,1.0,,5.0,2.0,14.0,4.0,3.0,2.0,1.0,3.0,1.0,0.09090909090909091,,0.09090909090909091,,,,0.17073170731707318,0.14285714285714285,0.14285714285714285,1.0,,,0.14285714285714285,0.09090909090909091,0.12121212121212122,6.0,7.0,1.0,1.0,8.0,3.0,3.0,3.0,,2.0,1.0,4.0,0.25,0.3,0.2727272727272727,0.25,,0.3333333333333333,0.14634146341463414,0.6363636363636364,0.6363636363636364,0.2,2.0,1.0,4.0,2.0,2.0,,1.0,0.2,1.0,,0.5714285714285714,2.0,,1.0,1.0,1.0,0.3333333333333333,0.4,0.5,0.14285714285714285,,2.0,4.0,1.0,1.0,1.0,1.0,0.13333333333333333,0.23076923076923078,0.16666666666666666,0.5,0.25,1.0,,,,,,,,,,,,,,,,,,,1610612759,2011,2010-11,False
