EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,DefPoss,TotalPoss,DefTwoPtRebounds,DefRebounds,Rebounds,FoulsDrawn,Loose Ball Fouls Drawn,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,PlusMinus,OffPoss,PenaltyOffPoss,PenaltyDefPoss,Arc3FGA,PenaltyArc3FGA,FG3A,OpponentPoints,PenaltyFG3A,HeaveAttempts,NonHeaveArc3FGA,Steals,BadPassSteals,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,FG3APct,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,Minutes,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,PenaltyArc3FGM,FG2M,FG2A,FG3M,Points,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,Charge Fouls,Loose Ball Fouls,FirstChancePoints,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,LiveBallTurnoverPct,DefShortMidRangeReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyPointsPct,Avg2ptShotDistance,SecondChanceOffPoss,AtRimFGA,SecondChanceAtRimFGA,SecondChanceFG2A,PtsAssisted2s,TwoPtAssists,LongMidRangeAssists,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,LostBallSteals,BadPassTurnovers,Assisted2sPct,NonPutbacksAssisted2sPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,AtRimFGM,SecondChanceAtRimFGM,ShortMidRangeFGM,ShortMidRangeFGA,FtPoints,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PtsPutbacks,ShortMidRangeAssists,FTA,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChancePointsPct,FTDefRebounds,DefFTReboundPct,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Fg2aBlocked,Corner3Assists,AtRimAssists,OffThreePtRebounds,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls Drawn,DefensiveGoaltends,FG2APctBlocked,AtRimPctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Offensive Fouls Drawn,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SelfOReb,BlockingFouls,TwoPtShootingFoulsDrawn,RecoveredBlocks,ShortMidRangePctBlocked,OffArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Offensive Fouls,FTOffRebounds,2pt And 1 Free Throw Trips,OffFTReboundPct,StepOutOfBoundsTurnovers,BlockedShortMidRange,BadPassOutOfBoundsTurnovers,BlockedLongMidRange,DefCorner3ReboundPct,BlockingFoulsDrawn,Travels,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Blocked3s,BlockedArc3,3SecondViolations,OffensiveGoaltends,LongMidRangePctBlocked,BlockedCorner3,3pt And 1 Free Throw Trips,Corner3PctBlocked,HeaveMakes,team_id,year,season,team_vs
101108-101127-201158-201160-201189,1610612740,"Chris Paul, Jarrett Jack, Marco Belinelli, Jason Smith, Aaron Gray","Paul, Jack, Belinelli, Smith, Gray",101108-101127-201158-201160-201189,NOH,13.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110.76923076923076,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2011,2010-11,True
101108-101127-201158-201160-201977,1610612740,"Chris Paul, Jarrett Jack, Marco Belinelli, Jason Smith, Marcus Thornton","Paul, Jack, Belinelli, Smith, Thornton",101108-101127-201158-201160-201977,NOH,10.0,2,1.0,2.0,,,,,,,,,288.0,8.0,8.0,-2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.1986,0.1986,38.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2011,2010-11,True
101108-101127-201158-201160-2561,1610612740,"Chris Paul, Jarrett Jack, Marco Belinelli, Jason Smith, David West","Paul, Jack, Belinelli, Smith, West",101108-101127-201158-201160-2561,NOH,123.0,4,4.0,9.0,1.0,1.0,1.0,1.0,,1.0,1.0,,105.3658536585366,10.25,10.25,2.0,5.0,2.0,3.0,2.0,1.0,2.0,6.0,1.0,,2.0,,,2.0,4.0,2.0,0.6666666666666666,16.4,16.4,0.6666666666666666,0.5,0.6666666666666666,0.38051666666666667,0.284875,26.55,0.4,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,8.0,1.0,1.0,1.0,5.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,8.0,5.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.3333333333333333,1.25,1.3333333333333333,1.25,0.5,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.625,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2011,2010-11,True
101108-101127-201158-201171-201189,1610612740,"Chris Paul, Jarrett Jack, Marco Belinelli, Carl Landry, Aaron Gray","Paul, Jack, Belinelli, Landry, Gray",101108-101127-201158-201171-201189,NOH,112.0,1,3.0,6.0,,1.0,2.0,,,,1.0,,77.14285714285714,21.666666666666668,21.666666666666668,,3.0,,,,,,2.0,,,,1.0,,,,,,15.666666666666666,15.333333333333334,,,0.3333333333333333,0.48563333333333336,,,,2.0,1.0,2.0,,,1.0,3.0,,2.0,,,,,,,,,,1.0,,2.0,1.0,,,1.0,,,2.0,,,,,,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,1.0,,0.6666666666666666,0.5,0.5,,,,,,,12.933333333333332,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.3333333333333333,1.0,1.0,0.6193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2011,2010-11,True
101108-101127-201158-201171-2561,1610612740,"Chris Paul, Jarrett Jack, Marco Belinelli, Carl Landry, David West","Paul, Jack, Belinelli, Landry, West",101108-101127-201158-201171-2561,NOH,653.0,2,19.0,35.0,2.0,3.0,6.0,5.0,,0.4,0.42857142857142855,1.0,77.1822358346095,16.42105263157895,14.473684210526315,-13.0,16.0,1.0,3.0,1.0,,1.0,31.0,,,1.0,1.0,1.0,3.0,3.0,1.0,0.0625,21.3125,21.25,0.0625,,0.25,0.400421875,0.327,24.9,0.0625,11.0,1.0,7.0,1.0,,6.0,15.0,1.0,18.0,,1.0,,2.0,8.0,3.0,,1.0,1.0,3.0,1.0,7.0,1.0,,1.0,1.0,,,14.0,2.0,,1.0,1.0,,1.0,0.4,,0.46875,,0.5,0.5,1.0,,0.4375,0.14285714285714285,0.14285714285714285,1.0,1.0,1.0,,1.0,0.1111111111111111,11.626666666666667,3.0,3.0,1.0,1.0,4.0,2.0,1.0,3.0,1.0,3.0,,,0.3333333333333333,0.4,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.5,0.1875,1.0,1.0,0.4793,2.0,1.0,3.0,5.0,3.0,1.0,2.0,4.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3125,0.6,0.6,0.3333333333333333,1.0,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2011,2010-11,True
101108-101127-201158-201171-2584,1610612740,"Chris Paul, Jarrett Jack, Marco Belinelli, Carl Landry, Willie Green","Paul, Jack, Belinelli, Landry, Green",101108-101127-201158-201171-2584,NOH,2.0,2,2.0,2.0,,,,,,,,,1440.0,1.0,1.0,-4.0,,,2.0,,,,4.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2011,2010-11,True
101108-101127-201158-201171-2731,1610612740,"Chris Paul, Jarrett Jack, Marco Belinelli, Carl Landry, Emeka Okafor","Paul, Jack, Belinelli, Landry, Okafor",101108-101127-201158-201171-2731,NOH,103.0,1,2.0,5.0,,1.0,1.0,,,,,,69.90291262135922,24.5,24.5,2.0,3.0,,,2.0,,2.0,3.0,,,2.0,,,1.0,2.0,,0.6666666666666666,18.0,18.0,0.6666666666666666,,0.6666666666666666,0.48851666666666665,,25.35,,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,5.0,,,,,,3.0,,1.0,1.0,2.0,1.0,5.0,,,,,,,5.0,,,1.0,0.5,,0.5,1.0,,0.8333333333333334,,0.8333333333333334,,,,0.3333333333333333,1.0,1.0,0.5,0.5,1.0,,0.5,,17.7,,,,,2.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2011,2010-11,True
101108-101127-201158-201171-2772,1610612740,"Chris Paul, Jarrett Jack, Marco Belinelli, Carl Landry, Trevor Ariza","Paul, Jack, Belinelli, Landry, Ariza",101108-101127-201158-201171-2772,NOH,9.0,1,1.0,1.0,,,,,,,,,160.0,9.0,9.0,-2.0,,,1.0,,,,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2011,2010-11,True
101108-101127-201158-201189-2561,1610612740,"Chris Paul, Jarrett Jack, Marco Belinelli, Aaron Gray, David West","Paul, Jack, Belinelli, Gray, West",101108-101127-201158-201189-2561,NOH,781.0,2,26.0,49.0,6.0,7.0,10.0,5.0,,0.75,0.7,1.0,90.34571062740076,16.692307692307693,15.538461538461538,-12.0,23.0,21.0,6.0,2.0,2.0,4.0,35.0,4.0,,2.0,,,3.0,6.0,21.0,0.2222222222222222,15.08695652173913,14.478260869565217,0.1111111111111111,0.125,0.4444444444444444,0.47300833333333336,0.484715625,24.45,0.9130434782608695,13.0,1.0,4.0,2.0,2.0,5.0,14.0,3.0,23.0,5.0,12.0,3.0,23.0,8.0,9.0,,2.0,3.0,4.0,2.0,11.0,4.0,1.0,,5.0,,,21.0,23.0,,1.0,0.75,0.75,0.75,0.35714285714285715,0.4166666666666667,0.5277777777777778,0.59375,0.575,0.6388888888888888,0.8,0.6,0.2222222222222222,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,10.442857142857141,2.0,4.0,2.0,2.0,2.0,1.0,,2.0,1.0,3.0,,4.0,0.2,0.25,0.2222222222222222,0.5,0.3,,0.5,0.2222222222222222,,1.0,0.6627,2.0,1.0,2.0,6.0,4.0,1.0,,2.0,4.0,2.0,,4.0,,2.0,,,,2.0,0.5,0.5,0.5,0.25,,0.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.5,0.08695652173913043,,,2.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,0.07142857142857142,0.25,1.0,0.5,1.0,0.5,0.1111111111111111,0.5,0.5,1.0,0.25,0.5,0.125,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2011,2010-11,True
101108-101127-201158-201189-2584,1610612740,"Chris Paul, Jarrett Jack, Marco Belinelli, Aaron Gray, Willie Green","Paul, Jack, Belinelli, Gray, Green",101108-101127-201158-201189-2584,NOH,6.0,1,1.0,1.0,,,,,,,,,240.0,6.0,6.0,-2.0,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2011,2010-11,True
