EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,SecondChanceAtRimFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FtPoints,SecondChanceFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,Corner3Assists,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,Steals,LostBallSteals,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,BlockingFouls,NonShootingPenaltyNonTakeFouls,DefThreePtRebounds,LostBallTurnovers,DefThreePtReboundPct,DefArc3ReboundPct,PenaltyArc3FGM,PenaltyArc3FGA,PtsUnassisted3s,PenaltyArc3Frequency,PenaltyArc3Accuracy,ShortMidRangeFGM,LongMidRangeFGM,SecondChanceFtPoints,SecondChancePoints,PtsUnassisted2s,ShortMidRangeAssists,LongMidRangeAssists,BadPassSteals,DeadBallTurnovers,Charge Fouls,2pt And 1 Free Throw Trips,SecondChanceTsPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,BlockingFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,OffAtRimReboundPct,SecondChanceAtRimAccuracy,Fg2aBlocked,Loose Ball Fouls,FG2APctBlocked,AtRimPctBlocked,OffLongMidRangeReboundPct,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefAtRimReboundPct,BlocksRecoveredPct,Travels,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,OffThreePtRebounds,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls,Charge Fouls Drawn,BlockedShortMidRange,SecondChanceFg3Pct,LongMidRangePctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTOffRebounds,OffFTReboundPct,HeaveAttempts,Loose Ball Fouls Drawn,Blocked3s,BlockedCorner3,3SecondViolations,BlockedLongMidRange,StepOutOfBoundsTurnovers,Technical Free Throw Trips,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,SecondChanceAtRimPctAssisted,HeaveMakes,BlockedArc3,OffCorner3ReboundPct,Clear Path Fouls,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,team_id,year,season,team_vs
101108-101127-201158-201160-201189,1610612740,"Chris Paul, Jarrett Jack, Marco Belinelli, Jason Smith, Aaron Gray","Paul, Jack, Belinelli, Smith, Gray",101108-101127-201158-201160-201189,NOH,169.0,1,3.0,4.0,6.0,6.0,3.0,3.0,12.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,7.0,3.0,1.0,3.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,7.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,7.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.7,0.3333333333333333,0.7,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,102.24852071005917,11.666666666666666,16.5,11.666666666666666,16.5,0.4,1.0,1.0,1.0,0.2,0.2,0.2,1.0,1.0,1.0,0.3333333333333333,1.0,0.6,1.0,0.51231,0.48956666666666665,0.2857142857142857,7.275,25.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2011,2010-11,True
101108-101127-201158-201160-2731,1610612740,"Chris Paul, Jarrett Jack, Marco Belinelli, Jason Smith, Emeka Okafor","Paul, Jack, Belinelli, Smith, Okafor",101108-101127-201158-201160-2731,NOH,20.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2011,2010-11,True
101108-101127-201158-201171-2731,1610612740,"Chris Paul, Jarrett Jack, Marco Belinelli, Carl Landry, Emeka Okafor","Paul, Jack, Belinelli, Landry, Okafor",101108-101127-201158-201171-2731,NOH,224.0,2,4.0,-4.0,5.0,7.0,2.0,,12.0,,1.0,,,1.0,1.0,,,,3.0,1.0,1.0,6.0,10.0,,,4.0,,3.0,,,,1.0,1.0,,,3.0,1.0,2.0,3.0,,,,3.0,4.0,2.0,6.0,4.0,2.0,,,1.0,1.0,1.0,,,0.375,1.5,0.5,1.0,0.25,,0.5,0.25,,1.0,77.14285714285714,19.2,18.285714285714285,18.8,16.714285714285715,0.25,,,,0.25,0.25,,,,,,,0.5,,0.488275,0.6144,0.6666666666666666,12.200000000000001,23.1,0.4,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.57,0.2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2011,2010-11,True
101108-101127-201158-201189-2731,1610612740,"Chris Paul, Jarrett Jack, Marco Belinelli, Aaron Gray, Emeka Okafor","Paul, Jack, Belinelli, Gray, Okafor",101108-101127-201158-201189-2731,NOH,40.0,1,1.0,-2.0,1.0,2.0,,2.0,3.0,,,,,,,,,,,,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,1.0,,,,,,,,108.0,15.0,12.5,15.0,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2011,2010-11,True
101108-101127-201158-2584-2772,1610612740,"Chris Paul, Jarrett Jack, Marco Belinelli, Willie Green, Trevor Ariza","Paul, Jack, Belinelli, Green, Ariza",101108-101127-201158-2584-2772,NOH,3.0,1,,-3.0,,1.0,,,1.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.0,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2011,2010-11,True
101108-101127-201158-2731-2772,1610612740,"Chris Paul, Jarrett Jack, Marco Belinelli, Emeka Okafor, Trevor Ariza","Paul, Jack, Belinelli, Okafor, Ariza",101108-101127-201158-2731-2772,NOH,147.0,1,2.0,2.0,6.0,5.0,3.0,3.0,11.0,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,6.0,4.0,,,3.0,,3.0,1.0,1.0,,1.0,1.0,1.0,,3.0,2.0,3.0,3.0,1.0,,1.0,1.0,3.0,2.0,6.0,3.0,3.0,,,1.0,1.0,1.0,,,0.75,,0.75,0.75,0.5,1.0,1.0,1.0,1.0,1.0,107.75510204081633,10.0,17.4,10.0,17.4,,,,,,0.5,0.5,1.0,1.0,1.0,,,0.5,1.0,0.43625,,0.5,17.3,26.0,0.5,,,,,,,3.0,,,,3.0,,,,,,,,4.0,,2.0,2.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2011,2010-11,True
101108-101127-201160-201171-2772,1610612740,"Chris Paul, Jarrett Jack, Jason Smith, Carl Landry, Trevor Ariza","Paul, Jack, Smith, Landry, Ariza",101108-101127-201160-201171-2772,NOH,59.0,1,1.0,3.0,4.0,4.0,4.0,4.0,8.0,1.0,1.0,1.0,1.0,,,2.0,3.0,1.0,1.0,2.0,3.0,8.0,5.0,1.0,1.0,8.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,,,,,,,,2.0,,8.0,8.0,4.0,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.75,,,,,,195.2542372881356,6.75,8.0,6.75,8.0,0.25,1.0,1.0,1.0,,,0.75,0.6666666666666666,0.6666666666666666,0.5,0.25,1.0,1.0,0.6666666666666666,0.374725,0.374725,1.0,3.1,27.03333333333333,1.0,,,,,,,,,2.0,3.0,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,3.0,0.75,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2011,2010-11,True
101108-101127-201160-201189-2584,1610612740,"Chris Paul, Jarrett Jack, Jason Smith, Aaron Gray, Willie Green","Paul, Jack, Smith, Gray, Green",101108-101127-201160-201189-2584,NOH,329.0,3,5.0,1.0,11.0,11.0,4.0,5.0,22.0,,,,,4.0,1.0,,1.0,3.0,5.0,,1.0,11.0,10.0,1.0,3.0,2.0,4.0,,1.0,,2.0,,2.0,,,4.0,,3.0,3.0,1.0,1.0,2.0,2.0,3.0,4.0,10.0,2.0,4.0,0.6666666666666666,0.6666666666666666,,,,0.6,0.3333333333333333,0.5,0.25,0.6111111111111112,0.25,0.16666666666666666,0.5,,1.0,,,96.2917933130699,14.272727272727273,15.636363636363637,13.636363636363637,15.454545454545455,,,,,0.6666666666666666,0.16666666666666666,0.16666666666666666,,,,,,0.16666666666666666,,0.4027,0.405525,0.18181818181818182,10.32,25.5,0.36363636363636365,1.0,,,,,,5.0,,,1.0,,,,2.0,,,2.0,1.0,7.0,4.0,,,,1.0,,,,,,,,,,,,,0.4444444444444444,0.5,,,1.0,,1.0,,,1.0,,0.25,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2011,2010-11,True
101108-101127-201160-2584-2731,1610612740,"Chris Paul, Jarrett Jack, Jason Smith, Willie Green, Emeka Okafor","Paul, Jack, Smith, Green, Okafor",101108-101127-201160-2584-2731,NOH,105.0,1,2.0,2.0,3.0,2.0,,,5.0,2.0,3.0,,,,,,1.0,2.0,3.0,,1.0,4.0,2.0,,,,2.0,,1.0,,1.0,,1.0,,1.0,2.0,1.0,1.0,2.0,,,,,1.0,1.0,2.0,,,0.5,1.0,,,,0.6666666666666666,,0.5,,0.5,,0.25,,1.0,1.0,,1.0,68.57142857142857,19.666666666666668,23.0,19.666666666666668,23.0,0.75,0.6666666666666666,0.6666666666666666,0.5,,,0.25,,,,,,1.0,,0.462925,,,2.533333333333333,25.1,,1.0,1.0,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,1.0,0.5,,,,,,,1.0,,,0.5341,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,1.0,,,,,,,,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2011,2010-11,True
101108-101127-201160-2731-2772,1610612740,"Chris Paul, Jarrett Jack, Jason Smith, Emeka Okafor, Trevor Ariza","Paul, Jack, Smith, Okafor, Ariza",101108-101127-201160-2731-2772,NOH,286.0,3,5.0,-3.0,7.0,9.0,2.0,6.0,16.0,1.0,1.0,,,1.0,1.0,,3.0,2.0,3.0,,3.0,7.0,10.0,1.0,1.0,3.0,2.0,,3.0,,1.0,,1.0,,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,,1.0,3.0,7.0,3.0,2.0,0.5,0.5,,,,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.4375,0.375,0.5,1.0,1.0,1.0,,1.0,80.55944055944056,19.428571428571427,16.666666666666668,19.428571428571427,16.666666666666668,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.5,,,,,,0.6666666666666666,,0.47381,0.46045,0.42857142857142855,10.066666666666666,28.8,0.2857142857142857,,,,,,,3.0,,,2.0,1.0,,,1.0,,,1.0,,5.0,2.0,1.0,1.0,,1.0,,,,,,,,,,,,,0.2857142857142857,0.5,,,,,,,,2.0,,0.6666666666666666,,1.0,,,,2.0,,,1.0,,,1.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2011,2010-11,True
