EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,ShootingFouls,Fouls,Blocked2s,BlockedAtRim,Blocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShotQualityAvg,Avg2ptShotDistance,PenaltyDefPoss,Steals,BadPassSteals,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Arc3FGM,Arc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,AtRimAssists,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,Charge Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyFtPoints,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,OffThreePtRebounds,LostBallSteals,LostBallTurnovers,ThreePtShootingFoulsDrawn,PenaltyFg3Pct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,Corner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,FTDefRebounds,SelfOReb,Offensive Fouls Drawn,Blocked3s,BlockedArc3,DefFTReboundPct,OffAtRimReboundPct,SelfORebPct,StepOutOfBoundsTurnovers,SecondChanceFtPoints,Corner3FGM,SecondChanceCorner3FGA,Fg2aBlocked,Fg3aBlocked,Corner3Assists,ShortMidRangeAssists,Travels,SecondChanceTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,BlockingFoulsDrawn,Technical Free Throw Trips,BlockedLongMidRange,3SecondViolations,Defensive 3 Seconds Violations,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,Charge Fouls,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedShortMidRange,BlockingFouls,NonShootingPenaltyNonTakeFouls,HeaveAttempts,Loose Ball Fouls,DefensiveGoaltends,LongMidRangePctBlocked,FTOffRebounds,BlockedCorner3,OffFTReboundPct,SecondChanceCorner3FGM,Clear Path Fouls,OffensiveGoaltends,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,Corner3PctBlocked,HeaveMakes,team_id,year,season,team_vs
101126-1737-200757-201142-2570,1610612760,"Nate Robinson, Nazr Mohammed, Thabo Sefolosha, Kevin Durant, Kendrick Perkins","Robinson, Mohammed, Sefolosha, Durant, Perkins",101126-1737-200757-201142-2570,OKC,104.0,1,2.0,1.0,3.0,3.0,6.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,83.07692307692308,15.666666666666666,19.0,15.666666666666666,18.666666666666668,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5,0.5,1.0,0.4039333333333333,13.866666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2011,2010-11,True
101126-1737-200757-201935-2570,1610612760,"Nate Robinson, Nazr Mohammed, Thabo Sefolosha, James Harden, Kendrick Perkins","Robinson, Mohammed, Sefolosha, Harden, Perkins",101126-1737-200757-201935-2570,OKC,37.0,1,1.0,,2.0,1.0,3.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,116.75675675675676,8.5,20.0,8.5,20.0,,,,1.0,,,,0.3665,17.6,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2011,2010-11,True
101126-1737-201161-201935-201957,1610612760,"Nate Robinson, Nazr Mohammed, Daequan Cook, James Harden, Byron Mullens","Robinson, Mohammed, Cook, Harden, Mullens",101126-1737-201161-201935-201957,OKC,528.0,1,9.0,1.0,17.0,18.0,35.0,,2.0,4.0,4.0,6.0,8.0,21.0,20.0,10.0,2.0,5.0,6.0,4.0,13.0,3.0,4.0,3.0,3.0,3.0,19.0,0.8333333333333334,1.0,0.75,0.8181818181818182,0.8076923076923077,95.45454545454545,13.235294117647058,16.833333333333332,13.176470588235293,15.833333333333334,0.18181818181818182,,,0.36363636363636365,1.0,1.0,1.0,0.48413636363636364,12.9,7.0,,,3.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,7.0,1.0,8.0,3.0,1.0,3.0,2.0,1.0,5.0,2.0,5.0,1.0,4.0,2.0,3.0,2.0,3.0,0.5,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.2727272727272727,0.6,0.7142857142857143,0.5,0.4,0.5833333333333334,0.3333333333333333,0.5,0.75,0.5,1.0,0.6666666666666666,1.0,0.18181818181818182,1.0,1.0,0.5,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,0.45454545454545453,0.6666666666666666,0.513,0.4134,0.15384615384615385,0.2,0.09523809523809523,0.09523809523809523,24.666666666666668,0.17647058823529413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2011,2010-11,True
101126-1737-201161-201953-2767,1610612760,"Nate Robinson, Nazr Mohammed, Daequan Cook, Eric Maynor, Royal Ivey","Robinson, Mohammed, Cook, Maynor, Ivey",101126-1737-201161-201953-2767,OKC,65.0,1,1.0,2.0,3.0,3.0,6.0,1.0,1.0,,,1.0,1.0,6.0,4.0,,2.0,,,,,,,,,,6.0,,,1.0,1.0,1.0,132.92307692307693,6.666666666666667,15.0,6.666666666666667,15.0,1.0,1.0,1.0,,,,,0.6228,4.7,3.0,,,3.0,,,,,,,,,,4.0,,,,1.0,1.0,6.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,2.0,,5.0,1.0,,6.0,3.0,,,,,1.0,,1.0,,1.0,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,0.6228,1.0,1.0,,1.0,,1.0,4.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2011,2010-11,True
101126-1737-201161-201957-2767,1610612760,"Nate Robinson, Nazr Mohammed, Daequan Cook, Byron Mullens, Royal Ivey","Robinson, Mohammed, Cook, Mullens, Ivey",101126-1737-201161-201957-2767,OKC,492.0,1,8.0,13.0,17.0,16.0,33.0,2.0,3.0,1.0,3.0,5.0,8.0,25.0,12.0,2.0,8.0,1.0,3.0,1.0,8.0,,1.0,,,,23.0,0.2,0.2,0.625,0.6153846153846154,0.7352941176470589,96.58536585365854,13.294117647058824,16.625,12.176470588235293,15.25,0.23076923076923078,0.6666666666666666,0.6666666666666666,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,0.47018846153846156,10.1625,6.0,2.0,1.0,10.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,5.0,9.0,1.0,1.0,2.0,2.0,3.0,15.0,6.0,,,4.0,2.0,2.0,2.0,,1.0,2.0,3.0,5.0,2.0,7.0,1.0,,,,,1.0,1.0,6.0,1.0,10.0,3.0,,15.0,10.0,1.0,0.4,0.4,1.0,0.6666666666666666,0.5,0.625,0.5,0.75,0.38461538461538464,1.0,0.6,0.3333333333333333,1.0,0.7142857142857143,0.3333333333333333,,,0.5,0.6666666666666666,1.0,,0.15384615384615385,1.0,1.0,,0.3076923076923077,0.5,0.5,1.0,0.5,1.0,0.5384615384615384,0.5,0.57915,0.49434375,0.25,0.3,0.08,0.6,23.98,0.5882352941176471,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,0.4,0.3333333333333333,0.5,0.5,1.0,0.07692307692307693,0.5,0.125,1.0,0.125,0.5,0.5,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2011,2010-11,True
101126-1737-201161-202332-2767,1610612760,"Nate Robinson, Nazr Mohammed, Daequan Cook, Cole Aldrich, Royal Ivey","Robinson, Mohammed, Cook, Aldrich, Ivey",101126-1737-201161-202332-2767,OKC,368.0,1,6.0,3.0,13.0,14.0,27.0,,1.0,1.0,2.0,3.0,7.0,16.0,13.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,14.0,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.375,0.5714285714285714,105.65217391304347,11.615384615384615,15.5,11.307692307692308,15.071428571428571,0.125,,,0.25,0.5,0.5,1.0,0.50076875,7.285714285714286,9.0,1.0,,13.0,2.0,2.0,4.0,,1.0,,1.0,,1.0,10.0,1.0,2.0,2.0,3.0,7.0,16.0,,,,1.0,,,,,2.0,1.0,3.0,5.0,2.0,7.0,1.0,,,,,1.0,1.0,7.0,,13.0,3.0,2.0,16.0,13.0,,,,0.5,0.42857142857142855,0.5,0.375,0.5,0.5714285714285714,0.125,1.0,0.75,0.5,0.5,0.6666666666666666,0.4,,1.0,1.0,0.5,,1.0,0.5,0.5,0.5,,0.125,,,,0.5,,0.625,,0.4795,0.50076875,0.3333333333333333,0.3,0.125,1.0,24.4,1.0,10.0,,2.0,2.0,2.0,4.0,,,,,1.0,,,1.0,,1.0,1.0,1.0,,,1.0,,0.5,,,0.5,0.5,,0.125,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2011,2010-11,True
101126-1737-201935-201953-2555,1610612760,"Nate Robinson, Nazr Mohammed, James Harden, Eric Maynor, Nick Collison","Robinson, Mohammed, Harden, Maynor, Collison",101126-1737-201935-201953-2555,OKC,36.0,1,1.0,2.0,2.0,1.0,3.0,,,1.0,1.0,1.0,1.0,2.0,,2.0,,1.0,1.0,1.0,2.0,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,120.0,6.0,24.0,6.0,24.0,,,,1.0,1.0,1.0,1.0,0.4109,18.8,1.0,,,2.0,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,1.0,,1.0,,1.0,,,,1.0,,1.0,1.0,,,,,,2.0,2.0,,,,,1.0,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0.4109,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2011,2010-11,True
101126-1737-201935-201953-2767,1610612760,"Nate Robinson, Nazr Mohammed, James Harden, Eric Maynor, Royal Ivey","Robinson, Mohammed, Harden, Maynor, Ivey",101126-1737-201935-201953-2767,OKC,61.0,1,1.0,-2.0,2.0,2.0,4.0,,1.0,,,1.0,2.0,2.0,4.0,,2.0,,,,,,,,,,,,,0.5,0.5,0.5,94.42622950819673,18.0,12.5,18.0,12.5,0.5,,,,,,,0.49475,2.85,2.0,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,2.0,1.0,2.0,2.0,,,2.0,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,2.0,2.0,,,,1.0,0.5,1.0,0.5,1.0,0.5,,,,1.0,,,1.0,1.0,,,,,,0.5,1.0,1.0,,,,,,1.0,1.0,0.5,,0.6704,0.49475,,,1.0,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2011,2010-11,True
101126-200757-201142-201566-201586,1610612760,"Nate Robinson, Thabo Sefolosha, Kevin Durant, Russell Westbrook, Serge Ibaka","Robinson, Sefolosha, Durant, Westbrook, Ibaka",101126-200757-201142-201566-201586,OKC,107.0,1,2.0,-2.0,5.0,4.0,9.0,,,,1.0,1.0,2.0,4.0,6.0,,2.0,,,,,,,,,,2.0,,,0.5,0.5,0.6666666666666666,121.12149532710279,11.8,12.0,11.4,12.0,,,,0.5,,,,0.55045,9.15,4.0,,,5.0,1.0,1.0,1.0,,,,,,,2.0,,,2.0,1.0,2.0,4.0,,,,,,,,,1.0,1.0,,1.0,1.0,2.0,2.0,,2.0,,,2.0,2.0,1.0,,2.0,1.0,,4.0,5.0,,,,,0.5,,0.5,1.0,0.6666666666666666,,1.0,,1.0,1.0,1.0,1.0,,,,,,,0.5,1.0,1.0,,,,,,,,0.5,,,0.55045,0.3333333333333333,0.3333333333333333,0.5,1.0,,1.0,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,0.5,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2011,2010-11,True
101126-201935-201953-2555-2570,1610612760,"Nate Robinson, James Harden, Eric Maynor, Nick Collison, Kendrick Perkins","Robinson, Harden, Maynor, Collison, Perkins",101126-201935-201953-2555-2570,OKC,31.0,1,1.0,2.0,1.0,1.0,2.0,,,,,1.0,1.0,2.0,,,2.0,,,,,,,,,,2.0,,,1.0,1.0,1.0,92.9032258064516,14.0,17.0,14.0,17.0,,,,,,,,0.5443,2.4,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,0.5443,,,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2011,2010-11,True
