EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,LongMidRangeFGA,FG2A,PenaltyFG2A,DefTwoPtRebounds,DefRebounds,Rebounds,PenaltyOffPossExcludingTakeFouls,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,PlusMinus,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,Arc3FGA,FG2M,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PtsPutbacks,Fg2aBlocked,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,ShortMidRangePctBlocked,DefArc3ReboundPct,DefAtRimReboundPct,FtPoints,SecondChanceFtPoints,ShortMidRangeAssists,Loose Ball Fouls,OffLongMidRangeReboundPct,ShortMidRangePctAssisted,SecondChanceCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,FTDefRebounds,LostBallTurnovers,PenaltyTurnovers,Charge Fouls Drawn,DefFTReboundPct,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFGA,PenaltyCorner3FGA,PenaltyFG3A,SelfOReb,OffAtRimReboundPct,SelfORebPct,PenaltyAtRimFrequency,PenaltyCorner3Frequency,Arc3FGM,NonHeaveArc3FGM,Arc3Assists,LongMidRangeAssists,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,PenaltyFtPoints,Technical Free Throw Trips,Defensive 3 Seconds Violations,PenaltyAtRimFGM,PenaltyArc3FGA,HeaveAttempts,Travels,AtRimPctBlocked,PenaltyAtRimAccuracy,PenaltyArc3Frequency,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls,BlockedAtRim,DefensiveGoaltends,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,NonShootingFoulsDrawn,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Loose Ball Fouls Drawn,ThreePtShootingFoulsDrawn,BlockedLongMidRange,OffCorner3ReboundPct,ThreePtShootingFoulsDrawnPct,LongMidRangePctBlocked,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PtsUnassisted3s,BlockingFouls,BlockingFoulsDrawn,OffensiveGoaltends,3SecondViolations,FTOffRebounds,OffFTReboundPct,Blocked3s,BlockedArc3,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,BlockedCorner3,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,HeaveMakes,Arc3PctBlocked,Clear Path Fouls,team_id,year,season,team_vs
101120-101128-101129-201171-2223,1610612758,"Antoine Wright, Francisco Garcia, Luther Head, Carl Landry, Samuel Dalembert","Wright, Garcia, Head, Landry, Dalembert",101120-101128-101129-201171-2223,SAC,38.0,1,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,113.6842105263158,12.5,13.0,12.5,13.0,1.0,0.2658,0.2658,16.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2011,2010-11,False
101120-101128-101129-201574-202326,1610612758,"Antoine Wright, Francisco Garcia, Luther Head, Jason Thompson, DeMarcus Cousins","Wright, Garcia, Head, Thompson, Cousins",101120-101128-101129-201574-202326,SAC,457.0,1,8.0,14.0,15.0,2.0,,29.0,2.0,9.0,1.0,3.0,4.0,6.0,2.0,1.0,1.0,1.0,91.37855579868709,15.714285714285714,15.8,15.142857142857142,15.8,0.15384615384615385,0.47976538461538465,0.4129,8.044444444444444,0.14285714285714285,-5.0,2.0,2.0,2.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,2.0,5.0,1.0,4.0,13.0,18.0,2.0,2.0,4.0,1.0,2.0,2.0,8.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,2.0,0.2,0.2,1.0,0.25,0.25,0.5555555555555556,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.3076923076923077,0.5,0.25,1.0,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.5,1.0,1.0,1.0,0.15384615384615385,1.0,1.0,0.5,0.38461538461538464,0.4,0.4,0.5,0.5,0.15384615384615385,0.5,0.5,1.0,0.15384615384615385,0.5,1.0,0.46153846153846156,0.4531,0.07692307692307693,0.1111111111111111,0.3076923076923077,0.15384615384615385,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2011,2010-11,False
101120-101128-201171-202326-2757,1610612758,"Antoine Wright, Francisco Garcia, Carl Landry, DeMarcus Cousins, Beno Udrih","Wright, Garcia, Landry, Cousins, Udrih",101120-101128-201171-202326-2757,SAC,77.0,1,1.0,3.0,3.0,,,6.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,112.2077922077922,17.0,8.666666666666666,17.0,8.666666666666666,0.5,0.4625,,18.3,,-5.0,,,,,,,,,,,1.0,,,1.0,,5.0,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,0.5,,,0.5,,,,,,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2011,2010-11,False
101120-101128-201171-2223-2757,1610612758,"Antoine Wright, Francisco Garcia, Carl Landry, Samuel Dalembert, Beno Udrih","Wright, Garcia, Landry, Dalembert, Udrih",101120-101128-201171-2223-2757,SAC,223.0,2,4.0,6.0,6.0,,3.0,12.0,3.0,6.0,,,1.0,2.0,,,0.3333333333333333,,77.48878923766816,18.666666666666668,18.5,18.5,15.833333333333334,0.5,0.42513333333333336,,11.833333333333334,,-7.0,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,,,,3.0,,,6.0,13.0,1.0,1.0,2.0,,,,6.0,,,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,,1.0,2.0,3.0,,1.0,,,,,,,,4.0,,,,,,,0.5,1.0,,0.5,1.0,,0.5,1.0,,,1.0,0.3333333333333333,1.0,,0.3333333333333333,0.5,,,,,0.16666666666666666,1.0,1.0,,0.3333333333333333,,,0.6666666666666666,0.6666666666666666,,,,,,1.0,1.0,0.16666666666666666,0.5972,,,0.3333333333333333,,,2.0,1.0,1.0,0.16666666666666666,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2011,2010-11,False
101120-101128-201574-202326-2757,1610612758,"Antoine Wright, Francisco Garcia, Jason Thompson, DeMarcus Cousins, Beno Udrih","Wright, Garcia, Thompson, Cousins, Udrih",101120-101128-201574-202326-2757,SAC,38.0,1,1.0,1.0,1.0,,,2.0,,1.0,,1.0,1.0,1.0,,1.0,0.5,,75.78947368421053,21.0,17.0,21.0,15.0,,0.3498,,4.1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2011,2010-11,False
101120-101128-201590-201616-2757,1610612758,"Antoine Wright, Francisco Garcia, Donte Greene, Darnell Jackson, Beno Udrih","Wright, Garcia, Greene, Jackson, Udrih",101120-101128-201590-201616-2757,SAC,21.0,1,,,1.0,,1.0,1.0,,,,,,,,,,,68.57142857142857,,21.0,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2011,2010-11,False
101120-101128-201616-201936-2223,1610612758,"Antoine Wright, Francisco Garcia, Darnell Jackson, Tyreke Evans, Samuel Dalembert","Wright, Garcia, Jackson, Evans, Dalembert",101120-101128-201616-201936-2223,SAC,212.0,1,4.0,7.0,6.0,,,13.0,2.0,6.0,,2.0,4.0,6.0,,0.5,0.6666666666666666,,88.30188679245283,15.571428571428571,17.166666666666668,11.714285714285714,12.166666666666666,0.3333333333333333,0.4617166666666667,,10.299999999999999,,7.0,2.0,,1.0,,,2.0,3.0,,,,,2.0,,,7.0,,,,3.0,,,2.0,2.0,,,1.0,,1.0,,,2.0,,2.0,2.0,2.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,,2.0,4.0,,2.0,,,,,4.0,,0.5,0.5,,,,0.3333333333333333,,,0.3333333333333333,,,0.4375,0.75,,,1.0,0.5,1.0,,0.5,1.0,,1.0,1.0,,0.16666666666666666,,,,0.5,0.6666666666666666,0.6666666666666666,,,,,,,,,,0.16666666666666666,,0.25,0.25,0.42857142857142855,,,,,,,,1.0,1.0,3.0,3.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2011,2010-11,False
101120-101128-201616-202326-2757,1610612758,"Antoine Wright, Francisco Garcia, Darnell Jackson, DeMarcus Cousins, Beno Udrih","Wright, Garcia, Jackson, Cousins, Udrih",101120-101128-201616-202326-2757,SAC,296.0,2,5.0,9.0,8.0,3.0,3.0,17.0,3.0,7.0,2.0,1.0,2.0,5.0,3.0,1.0,1.0,1.0,82.7027027027027,21.555555555555557,12.75,16.11111111111111,11.5,0.3,0.479465,0.3528,11.457142857142857,0.3333333333333333,-6.0,2.0,1.0,1.0,,,1.0,3.0,,,1.0,2.0,2.0,,3.0,4.0,10.0,,2.0,,1.0,2.0,2.0,2.0,,2.0,1.0,,1.0,,1.0,2.0,2.0,1.0,,3.0,,,,2.0,1.0,,2.0,2.0,3.0,,2.0,,,,1.0,1.0,1.0,1.0,4.0,2.0,0.5,0.5,,,,0.2857142857142857,,0.5,0.2,,0.5,0.2,,0.5,0.3,1.0,0.2,,0.6666666666666666,0.375,0.5,1.0,,,1.0,0.1,1.0,1.0,1.0,0.3,0.3333333333333333,0.3333333333333333,,,0.1,,,,0.2,,,0.4,0.505125,,,,0.5,24.46666666666667,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2011,2010-11,False
101120-101129-201171-201590-202326,1610612758,"Antoine Wright, Luther Head, Carl Landry, Donte Greene, DeMarcus Cousins","Wright, Head, Landry, Greene, Cousins",101120-101129-201171-201590-202326,SAC,10.0,1,,1.0,1.0,1.0,1.0,2.0,,,,,,,1.0,,,,288.0,1.0,9.0,1.0,9.0,,,,,1.0,-2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2011,2010-11,False
101120-101129-201171-201616-201956,1610612758,"Antoine Wright, Luther Head, Carl Landry, Darnell Jackson, Omri Casspi","Wright, Head, Landry, Jackson, Casspi",101120-101129-201171-201616-201956,SAC,10.0,1,,,1.0,,,1.0,,,,,,,,,,,144.0,,10.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2011,2010-11,False
