EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,BlockingFoulsDrawn,StepOutOfBoundsTurnovers,HeaveAttempts,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3PctAssisted,3SecondViolations,BlockedLongMidRange,Clear Path Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedCorner3,DefensiveGoaltends,OffensiveGoaltends,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,BlockedArc3,HeaveMakes,Corner3PctBlocked,team_id,year,season,team_vs
101133-1717-1890-1891-200826,1610612742,"Ian Mahinmi, Dirk Nowitzki, Shawn Marion, Jason Terry, J.J. Barea","Mahinmi, Nowitzki, Marion, Terry, Barea",101133-1717-1890-1891-200826,DAL,6775.0,24,113.0,47.0,213.0,208.0,48.0,37.0,30.0,421.0,37.0,57.0,7.0,13.0,9.0,14.0,23.0,58.0,20.0,41.0,4.0,12.0,1.0,2.0,9.0,24.0,1.0,1.0,4.0,8.0,80.0,156.0,13.0,36.0,55.0,254.0,207.0,12.0,24.0,1.0,1.0,10.0,37.0,15.0,32.0,5.0,10.0,17.0,62.0,88.0,72.0,27.0,12.0,12.0,24.0,9.0,10.0,44.0,9.0,53.0,5.0,4.0,21.0,10.0,13.0,115.0,5.0,25.0,2.0,27.0,41.0,9.0,77.0,32.0,109.0,5.0,19.0,13.0,6.0,12.0,2.0,5.0,11.0,1.0,7.0,2.0,23.0,1.0,5.0,33.0,2.0,59.0,1.0,3.0,4.0,54.0,2.0,4.0,4.0,66.0,4.0,2.0,29.0,5.0,5.0,2.0,3.0,5.0,3.0,1.0,217.0,62.0,48.0,1.0,5.0,0.55,0.5945945945945946,0.6923076923076923,0.3611111111111111,1.0,0.5,0.3611111111111111,0.5128205128205128,0.5,0.46875,0.5182291666666666,0.54,0.5357142857142857,0.5698198198198198,0.578125,0.5980392156862745,0.1875,0.0641025641025641,0.12280701754385964,0.034482758620689655,0.024390243902439025,0.5217391304347826,0.9,0.4,0.6212121212121212,0.3333333333333333,0.7714285714285715,0.23809523809523808,0.6732673267326733,0.3125,0.55,0.22857142857142856,0.3,0.3076923076923077,0.125,0.6,0.5652173913043478,0.6785714285714286,0.8571428571428571,0.6428571428571429,0.05813953488372093,89.4819188191882,0.6,15.953051643192488,16.235576923076923,15.23943661971831,15.475961538461538,0.296875,0.6491228070175439,0.74,0.5675675675675675,0.3020833333333333,0.39655172413793105,0.4107142857142857,0.43478260869565216,0.21354166666666666,0.4878048780487805,0.5,0.65,0.0625,0.3333333333333333,0.3333333333333333,1.0,0.125,0.375,0.375,0.5555555555555556,0.52,0.5384615384615384,0.14285714285714285,0.04,1.0,0.3333333333333333,0.6428571428571429,0.047619047619047616,0.5,0.19047619047619047,0.5,0.484375,0.375,0.48735,0.4852409090909091,0.4999845238095238,0.1336405529953917,0.16022099447513813,0.14566929133858267,0.2440944881889764,8.783974358974358,24.34722222222222,0.22535211267605634,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2011,2010-11,False
101133-1717-1890-1891-467,1610612742,"Ian Mahinmi, Dirk Nowitzki, Shawn Marion, Jason Terry, Jason Kidd","Mahinmi, Nowitzki, Marion, Terry, Kidd",101133-1717-1890-1891-467,DAL,649.0,8,11.0,4.0,24.0,26.0,22.0,14.0,3.0,50.0,1.0,3.0,,,1.0,3.0,1.0,2.0,5.0,6.0,,,,,1.0,4.0,,1.0,1.0,4.0,7.0,11.0,1.0,4.0,16.0,33.0,29.0,1.0,1.0,,1.0,1.0,3.0,6.0,9.0,1.0,4.0,14.0,29.0,8.0,6.0,3.0,,,4.0,1.0,,4.0,1.0,5.0,1.0,,,,4.0,11.0,,3.0,,4.0,6.0,2.0,12.0,3.0,15.0,1.0,2.0,1.0,1.0,1.0,,,,,1.0,,1.0,,1.0,5.0,,7.0,,,,11.0,,1.0,,20.0,,,2.0,8.0,1.0,1.0,,1.0,1.0,,30.0,23.0,19.0,1.0,5.0,0.5714285714285714,0.5714285714285714,1.0,0.25,,0.25,0.25,0.6363636363636364,1.0,0.6666666666666666,0.5666666666666667,0.5,0.5769230769230769,0.66,0.5,0.6590909090909091,0.26666666666666666,,,,,1.0,1.0,,0.75,0.75,0.6666666666666666,,0.7142857142857143,0.42857142857142855,1.0,1.0,,,,1.0,0.5,0.6666666666666666,0.6,1.0,0.14285714285714285,110.93990755007704,1.0,13.166666666666666,12.807692307692308,12.583333333333334,11.76923076923077,0.2,0.3333333333333333,0.3333333333333333,,0.13333333333333333,0.5,0.5,,0.4,0.8333333333333334,0.8333333333333334,0.8,,,,,0.26666666666666666,0.25,0.25,1.0,,,,0.5,,0.23076923076923078,0.3333333333333333,,,0.3076923076923077,0.25,0.4666666666666667,0.25,0.49753000000000003,0.500225,0.5075807692307692,0.11764705882352941,0.15384615384615385,0.09090909090909091,0.8787878787878788,11.79090909090909,24.9,0.9166666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2011,2010-11,False
101133-1717-1890-200826-201958,1610612742,"Ian Mahinmi, Dirk Nowitzki, Shawn Marion, J.J. Barea, Rodrigue Beaubois","Mahinmi, Nowitzki, Marion, Barea, Beaubois",101133-1717-1890-200826-201958,DAL,308.0,2,5.0,-2.0,9.0,10.0,,4.0,1.0,19.0,3.0,4.0,1.0,1.0,,,1.0,2.0,,1.0,,1.0,,,1.0,1.0,,,,,4.0,7.0,1.0,2.0,,11.0,13.0,1.0,1.0,,,,2.0,,,,,,,6.0,2.0,3.0,,,1.0,1.0,2.0,3.0,1.0,4.0,1.0,,2.0,1.0,,9.0,,1.0,,,2.0,2.0,4.0,1.0,5.0,,1.0,1.0,,,,,1.0,,,,1.0,,,4.0,,7.0,1.0,1.0,,1.0,,,,,,,,,1.0,,1.0,1.0,1.0,,9.0,,,1.0,,0.75,0.75,1.0,0.5,,,0.5,0.5714285714285714,1.0,,0.6111111111111112,1.0,,0.6111111111111112,1.0,,0.2222222222222222,0.2857142857142857,0.25,0.5,,,1.0,,1.0,0.3333333333333333,,,1.0,0.25,,1.0,,,,,1.0,1.0,,,,88.83116883116882,1.0,18.444444444444443,14.2,17.444444444444443,14.2,0.4444444444444444,0.75,1.0,0.6666666666666666,0.2222222222222222,0.5,1.0,1.0,0.1111111111111111,,,,0.1111111111111111,,,,0.1111111111111111,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,0.6666666666666666,1.0,0.5341944444444445,0.7423,,,,0.18181818181818182,,5.2,24.15,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2011,2010-11,False
101133-1717-1890-200826-2052,1610612742,"Ian Mahinmi, Dirk Nowitzki, Shawn Marion, J.J. Barea, DeShawn Stevenson","Mahinmi, Nowitzki, Marion, Barea, Stevenson",101133-1717-1890-200826-2052,DAL,167.0,2,3.0,-7.0,4.0,6.0,,,1.0,10.0,1.0,3.0,,1.0,,,1.0,4.0,,,,,,,,,,,,,2.0,7.0,,,,4.0,11.0,,2.0,,,,,,,,,,,,4.0,,,,,,2.0,,,,,,,,,,,3.0,,1.0,,,1.0,3.0,4.0,,1.0,,1.0,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,0.2857142857142857,,,0.2857142857142857,,,0.2857142857142857,,,,0.2857142857142857,,0.5,,,,,,0.6,1.0,,1.0,0.6,1.0,0.3333333333333333,,,,,,,1.0,,,86.22754491017965,,28.25,9.0,24.25,9.0,0.42857142857142855,0.3333333333333333,0.3333333333333333,,0.5714285714285714,0.25,0.5,,,,,,,,,,,,,,0.5,,,,,,,,,,,0.42857142857142855,,0.47518571428571427,0.46635,,,,,,6.828571428571428,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2011,2010-11,False
101133-1717-1890-200826-467,1610612742,"Ian Mahinmi, Dirk Nowitzki, Shawn Marion, J.J. Barea, Jason Kidd","Mahinmi, Nowitzki, Marion, Barea, Kidd",101133-1717-1890-200826-467,DAL,173.0,4,3.0,7.0,6.0,5.0,4.0,3.0,1.0,11.0,3.0,3.0,1.0,1.0,2.0,2.0,,,1.0,2.0,,,,,,,,,,,4.0,5.0,,,,8.0,1.0,1.0,1.0,,,,2.0,3.0,4.0,,,,6.0,6.0,2.0,,,,,,,3.0,,3.0,,,2.0,,1.0,6.0,,1.0,,3.0,,,3.0,1.0,4.0,,1.0,1.0,,,1.0,,2.0,,,1.0,2.0,,1.0,1.0,,2.0,,,,,,,,,,,,,1.0,1.0,,1.0,,,6.0,6.0,4.0,,,0.75,0.75,,,,,,0.8,1.0,0.75,0.8,1.0,0.75,0.8,1.0,0.75,,,,,,,,,,1.0,1.0,,0.75,1.0,,,1.0,,,,,,1.0,1.0,,91.5606936416185,,14.166666666666666,17.6,12.666666666666666,16.4,0.6,1.0,1.0,0.6666666666666666,,,,,0.4,0.5,0.5,1.0,,,,,,,,,1.0,1.0,1.0,,,0.5,1.0,,,,,0.6,,0.54888,0.6924,0.5023,,,0.25,0.75,8.9,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2011,2010-11,False
101133-1717-1890-201147-201958,1610612742,"Ian Mahinmi, Dirk Nowitzki, Shawn Marion, Corey Brewer, Rodrigue Beaubois","Mahinmi, Nowitzki, Marion, Brewer, Beaubois",101133-1717-1890-201147-201958,DAL,121.0,1,2.0,6.0,6.0,5.0,,,1.0,11.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,2.0,,,,,,,,,,,3.0,4.0,,,,6.0,,1.0,1.0,,,,2.0,,,,,,,4.0,2.0,,,2.0,,,,2.0,,2.0,,,,1.0,1.0,4.0,,1.0,,1.0,1.0,,2.0,1.0,3.0,,1.0,,1.0,2.0,,1.0,,,1.0,,2.0,,,,,,,,,1.0,,,,2.0,,,1.0,,,,,,,,4.0,,,,,0.6666666666666666,1.0,,,,,,0.75,1.0,,0.75,1.0,,0.6,1.0,,,,,,,1.0,,,0.5,1.0,1.0,,0.6666666666666666,1.0,,,1.0,,,1.0,,,1.0,,,130.9090909090909,,10.5,11.6,10.166666666666666,11.2,0.25,1.0,1.0,,0.25,1.0,1.0,1.0,0.5,0.5,0.5,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,0.25,,0.474625,0.6532,,0.2,0.2,0.3333333333333333,,14.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2011,2010-11,False
101133-1717-1890-201958-467,1610612742,"Ian Mahinmi, Dirk Nowitzki, Shawn Marion, Rodrigue Beaubois, Jason Kidd","Mahinmi, Nowitzki, Marion, Beaubois, Kidd",101133-1717-1890-201958-467,DAL,148.0,2,2.0,-2.0,7.0,7.0,1.0,,,14.0,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,1.0,3.0,,,1.0,3.0,5.0,,,,,,,1.0,1.0,,,,2.0,2.0,,,,,,,,1.0,,1.0,,,,,1.0,2.0,,,,1.0,2.0,1.0,4.0,,4.0,,1.0,,1.0,2.0,,2.0,1.0,,,,3.0,,,1.0,,2.0,1.0,,,1.0,,,,2.0,,,1.0,,1.0,,1.0,1.0,,,3.0,2.0,1.0,,,1.0,1.0,,,,,,0.3333333333333333,,1.0,0.3333333333333333,,1.0,0.375,,1.0,,,,,,0.6666666666666666,1.0,,0.6666666666666666,,1.0,,0.75,,,,,,,,0.6666666666666666,,1.0,,,136.2162162162162,,9.0,12.142857142857142,9.0,12.142857142857142,,,,,0.3333333333333333,,,,0.6666666666666666,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,0.4197666666666667,,0.4514,0.25,0.25,,0.6666666666666666,17.0,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2011,2010-11,False
101133-1717-1891-200826-201147,1610612742,"Ian Mahinmi, Dirk Nowitzki, Jason Terry, J.J. Barea, Corey Brewer","Mahinmi, Nowitzki, Terry, Barea, Brewer",101133-1717-1891-200826-201147,DAL,869.0,4,14.0,11.0,29.0,27.0,,,3.0,56.0,5.0,5.0,,,,,,3.0,3.0,9.0,2.0,3.0,,,2.0,6.0,,1.0,,,8.0,17.0,4.0,9.0,5.0,33.0,22.0,,2.0,,1.0,,,,,,,,,8.0,8.0,9.0,3.0,,6.0,2.0,,4.0,3.0,7.0,1.0,2.0,2.0,,2.0,17.0,1.0,2.0,,3.0,6.0,3.0,12.0,3.0,15.0,,3.0,1.0,2.0,1.0,,1.0,3.0,,,1.0,4.0,,,4.0,,7.0,1.0,,,5.0,,,1.0,5.0,1.0,,3.0,,1.0,,1.0,1.0,1.0,,33.0,,,,,0.5,0.5,0.75,0.4444444444444444,,,0.4444444444444444,0.47058823529411764,,,0.5384615384615384,,,0.5892857142857143,,,0.34615384615384615,,,,,0.25,1.0,,0.8571428571428571,0.2222222222222222,0.6,0.2,0.75,0.21428571428571427,,0.3333333333333333,0.16666666666666666,0.25,,1.0,1.0,0.6666666666666666,0.6,,,92.79631760644419,1.0,15.379310344827585,15.666666666666666,14.517241379310345,15.333333333333334,0.19230769230769232,1.0,1.0,0.4,0.11538461538461539,,,,0.34615384615384615,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.11538461538461539,0.6666666666666666,0.6666666666666666,1.0,0.23076923076923078,0.3333333333333333,0.3333333333333333,0.5,,,,0.3333333333333333,,,,,,,,0.5384615384615384,0.3333333333333333,0.49975384615384616,0.525225,,0.10714285714285714,0.15789473684210525,,,12.164705882352942,24.522222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2011,2010-11,False
101133-1717-1891-200826-201958,1610612742,"Ian Mahinmi, Dirk Nowitzki, Jason Terry, J.J. Barea, Rodrigue Beaubois","Mahinmi, Nowitzki, Terry, Barea, Beaubois",101133-1717-1891-200826-201958,DAL,313.0,2,5.0,1.0,10.0,9.0,1.0,3.0,,19.0,1.0,1.0,,,,,,,1.0,2.0,1.0,1.0,,,1.0,4.0,,,,1.0,2.0,3.0,2.0,5.0,,10.0,9.0,,,,,,,,,,1.0,,,2.0,2.0,3.0,3.0,,4.0,1.0,,1.0,1.0,2.0,,1.0,,,1.0,5.0,,,,1.0,3.0,,4.0,,4.0,,,,,1.0,,,1.0,,1.0,,2.0,,,1.0,,3.0,,1.0,,2.0,,,,,,,,,,,,,,,10.0,,1.0,,,0.5,0.5,0.5,0.4,,,0.4,0.6666666666666666,,,0.625,,,0.625,,,0.625,,,,,0.5,,,0.75,,1.0,,0.8,,,,,,,1.0,,1.0,,1.0,,87.41214057507987,,13.8,19.444444444444443,13.8,18.666666666666668,0.125,1.0,1.0,,,,,,0.25,0.5,0.5,1.0,0.125,1.0,1.0,1.0,0.5,0.25,0.25,,,,,,,,,,,1.0,,0.75,0.25,0.499,,0.2835,,,,,15.233333333333334,24.759999999999998,0.1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2011,2010-11,False
101133-1717-1891-200826-2052,1610612742,"Ian Mahinmi, Dirk Nowitzki, Jason Terry, J.J. Barea, DeShawn Stevenson","Mahinmi, Nowitzki, Terry, Barea, Stevenson",101133-1717-1891-200826-2052,DAL,762.0,3,13.0,-6.0,21.0,20.0,3.0,5.0,3.0,41.0,2.0,5.0,1.0,2.0,,1.0,2.0,2.0,,2.0,,2.0,,,1.0,4.0,,,,1.0,4.0,9.0,1.0,6.0,8.0,19.0,25.0,1.0,2.0,,,2.0,4.0,,1.0,,1.0,4.0,4.0,2.0,6.0,3.0,,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,,1.0,,,5.0,2.0,2.0,,2.0,6.0,,8.0,4.0,12.0,1.0,1.0,1.0,,3.0,1.0,1.0,2.0,,2.0,,5.0,,,2.0,,5.0,,,,10.0,,2.0,,10.0,,,3.0,2.0,2.0,2.0,,2.0,1.0,,15.0,4.0,3.0,,2.0,0.25,0.3333333333333333,1.0,0.16666666666666666,,,0.16666666666666666,0.4444444444444444,0.5,,0.36666666666666664,0.5,,0.475,0.5,0.5,0.4,0.2222222222222222,0.4,,,0.6,,,0.6,0.4,0.4,0.4,0.5333333333333333,0.4,0.3333333333333333,,0.5,0.3333333333333333,0.5,0.6666666666666666,,0.6666666666666666,0.5,,0.125,77.48031496062993,0.5,18.857142857142858,18.3,17.095238095238095,13.6,0.3333333333333333,0.4,0.6666666666666666,0.5,0.13333333333333333,1.0,1.0,,0.13333333333333333,,,,0.13333333333333333,,,,0.26666666666666666,0.25,0.25,1.0,1.0,0.5,,,,0.5,,,,0.5,,0.7333333333333333,0.25,0.5243733333333334,0.6242,0.480725,0.16666666666666666,0.25,0.21052631578947367,0.21052631578947367,7.7333333333333325,24.233333333333334,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2011,2010-11,False
