EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,AtRimAssists,OffThreePtRebounds,DefThreePtRebounds,OffRebounds,TwoPtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LongMidRangePctBlocked,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,DeadBallTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,BlocksRecoveredPct,BlockingFouls,BlockedAtRim,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,DefAtRimReboundPct,DefLongMidRangeReboundPct,FTDefRebounds,DefFTReboundPct,Travels,BadPassSteals,AtRimPctBlocked,OffTwoPtRebounds,OffTwoPtReboundPct,OffShortMidRangeReboundPct,SecondChanceShotQualityAvg,PenaltyAtRimFGA,ShortMidRangeFGM,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceFtPoints,SecondChanceTurnovers,Charge Fouls Drawn,2pt And 1 Free Throw Trips,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,Charge Fouls,LostBallTurnovers,Loose Ball Fouls,PenaltyFG2M,ShortMidRangeAssists,LongMidRangeAssists,BlockingFoulsDrawn,PenaltyFg2Pct,ShortMidRangePctAssisted,LongMidRangePctAssisted,PenaltyAtRimFGM,Technical Free Throw Trips,PenaltyAtRimAccuracy,LostBallOutOfBoundsTurnovers,SecondChanceCorner3FGA,ThreePtShootingFoulsDrawn,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceFG3M,SelfOReb,Offensive Fouls Drawn,DefensiveGoaltends,SecondChanceFg3Pct,SelfORebPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Defensive 3 Seconds Violations,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,OffensiveGoaltends,3SecondViolations,FTOffRebounds,OffFTReboundPct,3pt And 1 Free Throw Trips,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,team_id,year,season,team_vs
101126-1737-201161-201953-2767,1610612760,"Nate Robinson, Nazr Mohammed, Daequan Cook, Eric Maynor, Royal Ivey","Robinson, Mohammed, Cook, Maynor, Ivey",101126-1737-201161-201953-2767,OKC,367.0,2,6.0,-4.0,14.0,14.0,14.0,14.0,28.0,1.0,3.0,4.0,3.0,4.0,2.0,5.0,2.0,5.0,1.0,5.0,9.0,2.0,17.0,21.0,1.0,5.0,9.0,2.0,17.0,12.0,3.0,5.0,2.0,1.0,4.0,4.0,1.0,3.0,12.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,17.0,17.0,14.0,2.0,1.0,0.8,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.75,0.75,0.7727272727272727,0.7727272727272727,0.9,1.0,1.0,1.0,0.5,0.5,0.5,109.86376021798365,16.214285714285715,10.0,16.214285714285715,9.928571428571429,0.1,0.4,0.75,0.75,1.0,0.5,0.4,0.4,0.5,0.4,0.75,0.5,0.4,0.9,0.4,0.54513,0.54513,1.0,4.8,23.766666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2011,2010-11,False
101126-201142-201566-201586-201935,1610612760,"Nate Robinson, Kevin Durant, Russell Westbrook, Serge Ibaka, James Harden","Robinson, Durant, Westbrook, Ibaka, Harden",101126-201142-201566-201586-201935,OKC,214.0,1,4.0,3.0,8.0,7.0,,,15.0,,,1.0,,,,2.0,,,4.0,,3.0,4.0,10.0,7.0,,,,,,,,2.0,,1.0,,1.0,,,2.0,1.0,3.0,4.0,,,,,,,,,2.0,4.0,,8.0,,,,,,,,,0.42857142857142855,,0.5555555555555556,,0.42857142857142855,0.25,,,1.0,1.0,1.0,100.93457943925233,12.125,16.714285714285715,12.125,16.714285714285715,,0.14285714285714285,,,,0.2857142857142857,,,,,,,,0.7142857142857143,,0.5510357142857143,,,8.725,24.166666666666668,,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.3333333333333333,0.5,0.75,1.0,1.0,1.0,0.5,1.0,0.3333333333333333,0.25,1.0,1.0,1.0,0.2857142857142857,1.0,1.0,0.5,0.2857142857142857,0.5,1.0,1.0,1.0,0.2222222222222222,0.3333333333333333,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2011,2010-11,False
101126-201161-201586-201935-201953,1610612760,"Nate Robinson, Daequan Cook, Serge Ibaka, James Harden, Eric Maynor","Robinson, Cook, Ibaka, Harden, Maynor",101126-201161-201586-201935-201953,OKC,127.0,1,2.0,-3.0,3.0,4.0,,,7.0,,,,,,,,,,2.0,,,,4.0,7.0,,,,,,,,,,,,2.0,,,4.0,1.0,1.0,1.0,,,,,1.0,,2.0,3.0,1.0,,,4.0,,,,,,,,,1.0,,1.0,,,,,,0.5,0.3333333333333333,1.0,79.37007874015748,13.0,22.0,13.0,15.75,,,,,,,,,,,,,,1.0,,0.7413,,,0.6,,,,2.0,2.0,,,,,2.0,,,,4.0,,,2.0,2.0,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2011,2010-11,False
1737-200757-201142-201566-201935,1610612760,"Nazr Mohammed, Thabo Sefolosha, Kevin Durant, Russell Westbrook, James Harden","Mohammed, Sefolosha, Durant, Westbrook, Harden",1737-200757-201142-201566-201935,OKC,59.0,2,1.0,-1.0,1.0,3.0,1.0,3.0,4.0,,,,,,,,,,,,,2.0,2.0,3.0,,,,2.0,2.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,2.0,4.0,1.0,2.0,2.0,1.0,,1.0,,,,,,,0.5,0.5,,,,,,1.0,,97.6271186440678,22.0,12.333333333333334,22.0,12.333333333333334,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2011,2010-11,False
1737-200757-201142-201566-2555,1610612760,"Nazr Mohammed, Thabo Sefolosha, Kevin Durant, Russell Westbrook, Nick Collison","Mohammed, Sefolosha, Durant, Westbrook, Collison",1737-200757-201142-201566-2555,OKC,13.0,1,,-2.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,110.76923076923076,,13.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2011,2010-11,False
1737-200757-201142-201566-2570,1610612760,"Nazr Mohammed, Thabo Sefolosha, Kevin Durant, Russell Westbrook, Kendrick Perkins","Mohammed, Sefolosha, Durant, Westbrook, Perkins",1737-200757-201142-201566-2570,OKC,86.0,1,1.0,-2.0,2.0,3.0,,3.0,5.0,1.0,,,,,,1.0,,,1.0,,1.0,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,83.72093023255813,25.0,12.0,25.0,10.0,0.5,,,,,0.5,,,,,,,,0.5,,0.4617,,,12.4,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2011,2010-11,False
1737-200757-201142-201935-201953,1610612760,"Nazr Mohammed, Thabo Sefolosha, Kevin Durant, James Harden, Eric Maynor","Mohammed, Sefolosha, Durant, Harden, Maynor",1737-200757-201142-201935-201953,OKC,44.0,2,1.0,-2.0,1.0,3.0,1.0,3.0,4.0,1.0,,,,,,,,,1.0,,,,,2.0,1.0,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,1.0,,130.9090909090909,23.0,7.0,23.0,7.0,1.0,,,,,,,,,,,,,,,0.3673,0.3673,,5.8,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2011,2010-11,False
1737-200757-201161-201566-201935,1610612760,"Nazr Mohammed, Thabo Sefolosha, Daequan Cook, Russell Westbrook, James Harden","Mohammed, Sefolosha, Cook, Westbrook, Harden",1737-200757-201161-201566-201935,OKC,22.0,1,,-2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,1.0,,1.0,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,130.9090909090909,1.0,21.0,1.0,21.0,,,,,,1.0,,,,,,1.0,,1.0,,,,,,59.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2011,2010-11,False
1737-200757-201161-201935-201953,1610612760,"Nazr Mohammed, Thabo Sefolosha, Daequan Cook, James Harden, Eric Maynor","Mohammed, Sefolosha, Cook, Harden, Maynor",1737-200757-201161-201935-201953,OKC,198.0,1,3.0,,6.0,6.0,,,12.0,,1.0,1.0,,,,1.0,,,1.0,1.0,2.0,1.0,4.0,4.0,,,,,,3.0,,1.0,,,1.0,1.0,,1.0,3.0,3.0,3.0,3.0,1.0,1.0,,,2.0,,1.0,2.0,1.0,2.0,,4.0,,,,,1.0,0.5,,0.5,0.5,,0.5,,0.6666666666666666,,,,0.6,0.6,1.0,87.27272727272728,12.5,20.5,12.5,18.0,,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,,,,,,,1.0,,0.5271833333333333,,,2.5,24.6,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,0.25,0.5,,2.0,,,,,,,,,,,,,,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2011,2010-11,False
1737-200757-201161-201953-2555,1610612760,"Nazr Mohammed, Thabo Sefolosha, Daequan Cook, Eric Maynor, Nick Collison","Mohammed, Sefolosha, Cook, Maynor, Collison",1737-200757-201161-201953-2555,OKC,1.0,1,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2011,2010-11,False
