EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,FG2M,FG2A,Points,PtsUnassisted2s,Steals,LostBallSteals,FirstChancePoints,Fg2Pct,EfgPct,TsPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Minutes,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG3M,FG3A,FtPoints,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,BlockingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,PenaltyOffPoss,LongMidRangeFGM,PenaltyTurnovers,PenaltyOffPossExcludingTakeFouls,DefArc3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyOffPossPct,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGA,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,TwoPtAssists,AtRimAssists,LongMidRangeAssists,BadPassTurnovers,Offensive Fouls,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,AtRimPctAssisted,LongMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyFtPoints,BadPassSteals,Technical Free Throw Trips,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsUnassisted3s,Fg2aBlocked,ShortMidRangeAssists,OffThreePtRebounds,FTDefRebounds,SecondChanceTurnovers,Loose Ball Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedAtRim,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,ShortMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,Corner3FGM,SecondChanceFtPoints,Corner3Assists,BadPassOutOfBoundsTurnovers,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3PctAssisted,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,LongMidRangePctBlocked,3pt And 1 Free Throw Trips,OffensiveGoaltends,Travels,FTOffRebounds,OffFTReboundPct,Fg3aBlocked,StepOutOfBoundsTurnovers,Clear Path Fouls,FG3APctBlocked,Corner3PctBlocked,BlockedCorner3,HeaveAttempts,PenaltyCorner3FGA,DefensiveGoaltends,PenaltyCorner3Frequency,Charge Fouls,HeaveMakes,OffCorner3ReboundPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,BlockedLongMidRange,3SecondViolations,Defensive 3 Seconds Violations,PenaltyCorner3FGM,PenaltyCorner3Accuracy,team_id,year,season,team_vs
200758-201149-201228-201565-201959,1610612741,"Ronnie Brewer, Joakim Noah, C.J. Watson, Derrick Rose, Taj Gibson","Brewer, Noah, Watson, Rose, Gibson",200758-201149-201228-201565-201959,CHI,29.0,1,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,99.3103448275862,5.0,24.0,5.0,24.0,1.0,1.0,1.0,1.0,0.7406,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2011,2010-11,True
200758-201149-201228-201959-2594,1610612741,"Ronnie Brewer, Joakim Noah, C.J. Watson, Taj Gibson, Kyle Korver","Brewer, Noah, Watson, Gibson, Korver",200758-201149-201228-201959-2594,CHI,309.0,3,3.0,9.0,9.0,18.0,2.0,2.0,3.0,6.0,10.0,6.0,1.0,1.0,8.0,0.5,0.6428571428571429,0.625,83.88349514563106,14.11111111111111,20.22222222222222,12.666666666666666,19.666666666666668,0.2857142857142857,1.0,1.0,0.42857142857142855,0.49538571428571426,8.483333333333333,5.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.14285714285714285,0.5,0.5,0.3333333333333333,1.0,0.5714285714285714,0.3333333333333333,1.0,0.5,0.5,1.0,0.3333333333333333,0.2857142857142857,0.5,0.5,0.2857142857142857,0.14285714285714285,1.0,1.0,1.0,0.5,1.0,1.0,0.53725,0.125,0.14285714285714285,0.2,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2011,2010-11,True
200758-201149-201228-201959-2736,1610612741,"Ronnie Brewer, Joakim Noah, C.J. Watson, Taj Gibson, Luol Deng","Brewer, Noah, Watson, Gibson, Deng",200758-201149-201228-201959-2736,CHI,154.0,3,5.0,5.0,3.0,8.0,1.0,1.0,2.0,2.0,6.0,4.0,,,6.0,1.0,1.0,1.0,74.8051948051948,18.0,21.333333333333332,18.0,21.333333333333332,0.5,1.0,1.0,0.5,0.3484,12.5,3.0,,,,,,1.0,,,,,2.0,1.0,,,,,,,,,,,,,1.0,,1.0,,1.0,,2.0,,,2.0,2.0,1.0,,1.0,1.0,2.0,1.0,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,0.5,,,,,,,,,0.3333333333333333,0.3333333333333333,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2011,2010-11,True
200758-201149-201228-2430-2736,1610612741,"Ronnie Brewer, Joakim Noah, C.J. Watson, Carlos Boozer, Luol Deng","Brewer, Noah, Watson, Boozer, Deng",200758-201149-201228-2430-2736,CHI,327.0,3,-7.0,12.0,11.0,23.0,1.0,2.0,3.0,6.0,6.0,2.0,1.0,1.0,2.0,0.5,0.3333333333333333,0.3333333333333333,101.28440366972477,12.083333333333334,16.545454545454547,11.833333333333334,15.818181818181818,0.2222222222222222,0.5,0.5,0.5555555555555556,0.49311666666666665,12.466666666666667,5.0,2.0,1.0,1.0,,,4.0,,2.0,,3.0,,13.0,2.0,2.0,4.0,,2.0,2.0,,,2.0,,4.0,2.0,,5.0,5.0,2.0,7.0,,3.0,1.0,,2.0,4.0,2.0,,3.0,,,,,,,1.0,1.0,1.0,0.3333333333333333,0.75,0.625,0.6666666666666666,,0.625,0.3333333333333333,,0.5,1.0,,,,,,0.4444444444444444,0.2222222222222222,,,,0.5,1.0,,0.499,,,0.6666666666666666,24.2,9.0,2.0,3.0,9.0,,0.5,0.5,0.75,11.0,1.0,2.0,1.0,2.0,3.0,6.0,2.0,6.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,0.6666666666666666,1.0,0.5,0.375,0.375,1.0,0.5,0.5,1.0,1.0,0.5,0.1111111111111111,1.0,0.25,0.5,0.25,0.4791375,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2011,2010-11,True
200758-201149-201565-201959-2586,1610612741,"Ronnie Brewer, Joakim Noah, Derrick Rose, Taj Gibson, Keith Bogans","Brewer, Noah, Rose, Gibson, Bogans",200758-201149-201565-201959-2586,CHI,10.0,1,,1.0,,1.0,,,,,,,,,,,,,144.0,10.0,,10.0,,,,,1.0,0.2802,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,26.2,1.0,,,1.0,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.2802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2011,2010-11,True
200758-201149-201565-201959-2594,1610612741,"Ronnie Brewer, Joakim Noah, Derrick Rose, Taj Gibson, Kyle Korver","Brewer, Noah, Rose, Gibson, Korver",200758-201149-201565-201959-2594,CHI,60.0,1,3.0,2.0,2.0,4.0,,,,,3.0,,1.0,,3.0,,,1.0,96.0,13.0,17.0,13.0,17.0,,,,,,,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,2.0,,,2.0,,,,1.0,2.0,,,,,,,,3.0,,,,,,,,,,,3.0,,,,,1.0,,,,,,,,,,,,,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2011,2010-11,True
200758-201149-201565-201959-2736,1610612741,"Ronnie Brewer, Joakim Noah, Derrick Rose, Taj Gibson, Luol Deng","Brewer, Noah, Rose, Gibson, Deng",200758-201149-201565-201959-2736,CHI,1408.0,11,8.0,49.0,36.0,85.0,4.0,10.0,16.0,39.0,50.0,28.0,,,45.0,0.41025641025641024,0.40425531914893614,0.4716981132075472,86.93181818181819,17.163265306122447,15.75,15.755102040816327,13.916666666666666,0.2127659574468085,0.4,0.6666666666666666,0.3829787234042553,0.39404893617021275,12.364102564102565,23.0,7.0,1.0,2.0,3.0,9.0,20.0,2.0,8.0,2.0,8.0,12.0,42.0,1.0,5.0,5.0,,2.0,8.0,2.0,,2.0,,4.0,6.0,2.0,9.0,12.0,7.0,19.0,2.0,1.0,2.0,,,3.0,5.0,1.0,15.0,11.0,13.0,1.0,,0.25,0.25,0.2,0.35714285714285715,0.35714285714285715,0.1702127659574468,0.3333333333333333,0.47368421052631576,0.2857142857142857,0.6666666666666666,0.5,0.2692307692307692,0.16666666666666666,0.5,0.5714285714285714,,0.09523809523809523,0.19148936170212766,0.3333333333333333,0.375,0.425531914893617,0.1702127659574468,0.25,0.25,,0.2857142857142857,0.5,0.25,0.45951666666666663,0.04081632653061224,0.025,0.1,26.2625,27.0,9.0,2.0,26.0,0.6666666666666666,0.45,0.45,0.5510204081632653,14.0,2.0,5.0,,4.0,9.0,16.0,4.0,33.0,4.0,2.0,1.0,,1.0,2.0,2.0,1.0,2.0,1.0,31.0,0.125,0.13333333333333333,0.5625,0.525,0.6346153846153846,0.5,0.2222222222222222,0.375,0.5,0.25,,,,0.25,0.4,0.2,0.379185,0.66,12.0,,,1.0,2.0,1.0,1.0,2.0,1.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,0.5,0.25,0.1282051282051282,0.4,0.1111111111111111,1.0,0.2,0.2,0.3333333333333333,0.2857142857142857,0.5,0.25,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2011,2010-11,True
200758-201149-201565-2430-2586,1610612741,"Ronnie Brewer, Joakim Noah, Derrick Rose, Carlos Boozer, Keith Bogans","Brewer, Noah, Rose, Boozer, Bogans",200758-201149-201565-2430-2586,CHI,334.0,1,-4.0,9.0,10.0,19.0,,6.0,2.0,10.0,4.0,4.0,,,4.0,0.2,0.2,0.18181818181818182,81.91616766467067,18.555555555555557,16.7,15.333333333333334,14.7,0.6,,,0.6,0.44433,7.51,6.0,1.0,,3.0,1.0,1.0,3.0,,,,,,8.0,,4.0,,,,,,,,,,4.0,3.0,1.0,6.0,4.0,10.0,2.0,1.0,1.0,,1.0,2.0,2.0,,5.0,1.0,2.0,,,,,,,,,0.5,0.5,0.5,0.6,0.5714285714285714,0.5,,,0.5,0.3333333333333333,0.2857142857142857,0.1,1.0,1.0,0.3,,,,,0.75,,,0.456725,,,,,9.0,1.0,2.0,9.0,1.0,0.3333333333333333,0.3333333333333333,1.0,5.0,,6.0,,,2.0,10.0,,4.0,,,,,,1.0,,,,,4.0,,,0.2,0.2,0.18181818181818182,0.6666666666666666,,,,,,,,0.6,,,0.44433,1.0,,,,,,,,,,,1.0,,,2.0,,,,,,,,1.0,,,1.0,,,0.1,0.16666666666666666,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2011,2010-11,True
200758-201149-201565-2430-2594,1610612741,"Ronnie Brewer, Joakim Noah, Derrick Rose, Carlos Boozer, Kyle Korver","Brewer, Noah, Rose, Boozer, Korver",200758-201149-201565-2430-2594,CHI,620.0,7,9.0,17.0,17.0,34.0,3.0,4.0,4.0,12.0,21.0,2.0,2.0,1.0,12.0,0.3333333333333333,0.4375,0.5,78.96774193548387,18.0,18.470588235294116,16.294117647058822,18.235294117647058,0.25,0.75,0.75,0.5,0.470453125,11.208333333333334,10.0,4.0,2.0,2.0,,2.0,6.0,1.0,3.0,2.0,4.0,7.0,12.0,2.0,3.0,9.0,6.0,2.0,3.0,1.0,2.0,5.0,1.0,12.0,4.0,2.0,7.0,9.0,5.0,14.0,1.0,1.0,1.0,,,2.0,,,2.0,6.0,10.0,4.0,1.0,0.5,0.5,0.6666666666666666,0.875,0.9,0.25,0.5,0.7,0.5,1.0,0.75,0.5,,1.0,0.8,1.0,0.1111111111111111,0.125,,,0.375,0.1875,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,0.3333333333333333,0.49456666666666665,0.2,0.25,0.42857142857142855,24.925,2.0,1.0,1.0,2.0,,0.16666666666666666,0.16666666666666666,0.11764705882352941,2.0,1.0,1.0,1.0,,1.0,1.0,,2.0,6.0,3.0,2.0,1.0,1.0,,1.0,,1.0,1.0,2.0,0.75,1.0,1.0,1.0,0.5,1.0,0.6,0.5,1.0,0.6666666666666666,1.0,0.0625,0.5,1.0,1.0,,0.3993,0.09523809523809523,,1.0,,1.0,1.0,,1.0,1.0,,,1.0,,1.0,,,,,2.0,,,,1.0,1.0,,1.0,1.0,,0.08333333333333333,,0.5,,0.5,0.5,,0.25,1.0,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2011,2010-11,True
200758-201149-201565-2430-2736,1610612741,"Ronnie Brewer, Joakim Noah, Derrick Rose, Carlos Boozer, Luol Deng","Brewer, Noah, Rose, Boozer, Deng",200758-201149-201565-2430-2736,CHI,1729.0,9,3.0,50.0,51.0,101.0,13.0,21.0,21.0,46.0,57.0,20.0,3.0,3.0,47.0,0.45652173913043476,0.4787234042553192,0.5480769230769231,84.11798727588202,18.5,15.764705882352942,17.96,15.647058823529411,0.44680851063829785,0.6190476190476191,0.8125,0.46808510638297873,0.4403680851063829,9.806521739130435,29.0,6.0,4.0,5.0,,7.0,18.0,1.0,1.0,1.0,1.0,12.0,54.0,5.0,6.0,10.0,,6.0,1.0,1.0,,11.0,,22.0,8.0,2.0,14.0,17.0,8.0,25.0,1.0,7.0,,,5.0,7.0,10.0,1.0,13.0,13.0,12.0,6.0,,1.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.02127659574468085,1.0,0.7368421052631579,0.32,0.6666666666666666,0.7272727272727273,0.32,0.2857142857142857,1.0,0.6,1.0,0.05263157894736842,0.14893617021276595,,,0.3829787234042553,0.02127659574468085,1.0,1.0,,0.8333333333333334,0.8,1.0,0.49363333333333337,0.11764705882352941,0.12,0.17543859649122806,25.9,16.0,8.0,2.0,16.0,0.5,0.4444444444444444,0.47058823529411764,0.32,18.0,5.0,8.0,,,6.0,14.0,,17.0,22.0,11.0,4.0,7.0,2.0,,3.0,1.0,4.0,1.0,17.0,0.5238095238095238,0.6111111111111112,0.42857142857142855,0.42857142857142855,0.53125,0.625,0.1,0.7,0.25,0.3076923076923077,0.875,,,0.5714285714285714,0.625,,0.4213642857142857,0.2982456140350877,5.0,,,,,,,,,3.0,6.0,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,2.0,1.0,,,,0.13043478260869565,0.23809523809523808,,1.0,,,,,,,,,,,,,,,,2.0,1.0,1.0,0.05555555555555555,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2011,2010-11,True
