EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,OffPoss,DefPoss,TotalPoss,OpponentPoints,LiveBallTurnovers,LostBallTurnovers,Turnovers,LiveBallTurnoverPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Minutes,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,FG2M,FG2A,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,ShootingFouls,Fouls,FoulsDrawn,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyDefPoss,Arc3FGA,NonHeaveArc3FGA,DeadBallTurnovers,Arc3Frequency,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,AtRimAssists,DefThreePtRebounds,FTDefRebounds,BadPassSteals,PenaltyTurnovers,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,DefThreePtReboundPct,OffAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,BadPassTurnovers,Travels,ShortMidRangeFGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,OffThreePtRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,BlockingFouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,AtRimPctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGA,PenaltyCorner3FGA,OffCorner3ReboundPct,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,Corner3FGM,PenaltyCorner3FGM,Fg3aBlocked,Corner3Assists,ShortMidRangeAssists,SecondChanceTurnovers,BlockedLongMidRange,FG3APctBlocked,Arc3PctBlocked,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,HeaveAttempts,LostBallOutOfBoundsTurnovers,DefensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,PtsUnassisted3s,HeaveMakes,Blocked3s,BlockedCorner3,SecondChanceCorner3Accuracy,Corner3PctBlocked,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,FTOffRebounds,OffFTReboundPct,LongMidRangePctBlocked,3SecondViolations,SecondChanceCorner3PctAssisted,StepOutOfBoundsTurnovers,team_id,year,season,team_vs
200758-201149-201228-201565-201959,1610612741,"Ronnie Brewer, Joakim Noah, C.J. Watson, Derrick Rose, Taj Gibson","Brewer, Noah, Watson, Rose, Gibson",200758-201149-201228-201565-201959,CHI,29.0,1,-2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,99.3103448275862,24.0,5.0,24.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2011,2010-11,False
200758-201149-201228-201959-2594,1610612741,"Ronnie Brewer, Joakim Noah, C.J. Watson, Taj Gibson, Kyle Korver","Brewer, Noah, Watson, Gibson, Korver",200758-201149-201228-201959-2594,CHI,309.0,3,-3.0,9.0,9.0,18.0,10.0,1.0,1.0,1.0,1.0,83.88349514563106,20.22222222222222,14.11111111111111,19.666666666666668,12.666666666666666,5.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,8.0,1.0,3.0,7.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,2.0,3.0,0.5,1.0,0.25,0.5,0.2222222222222222,0.5,0.3181818181818182,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.5,0.6666666666666666,0.42857142857142855,0.5,0.5,1.0,0.1111111111111111,1.0,1.0,0.2222222222222222,0.5555555555555556,0.2,0.2,1.0,0.1111111111111111,0.5,1.0,0.2222222222222222,0.4411555555555556,0.5065,0.18181818181818182,0.2,0.5714285714285714,13.2125,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2011,2010-11,False
200758-201149-201228-201959-2736,1610612741,"Ronnie Brewer, Joakim Noah, C.J. Watson, Taj Gibson, Luol Deng","Brewer, Noah, Watson, Gibson, Deng",200758-201149-201228-201959-2736,CHI,154.0,3,-5.0,3.0,5.0,8.0,6.0,,,1.0,,74.8051948051948,21.333333333333332,18.0,21.333333333333332,18.0,3.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,1.0,,2.0,1.0,1.0,,,,,,,0.25,,1.0,,,,,,,,,,,,,,,,,,,1.0,0.51315,,0.5,1.0,,,25.1,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2011,2010-11,False
200758-201149-201228-2430-2736,1610612741,"Ronnie Brewer, Joakim Noah, C.J. Watson, Carlos Boozer, Luol Deng","Brewer, Noah, Watson, Boozer, Deng",200758-201149-201228-2430-2736,CHI,327.0,3,7.0,11.0,12.0,23.0,6.0,1.0,1.0,1.0,1.0,101.28440366972477,16.545454545454547,12.083333333333334,15.818181818181818,11.833333333333334,5.0,2.0,4.0,8.0,,3.0,2.0,,2.0,,4.0,12.0,1.0,2.0,13.0,,3.0,,,8.0,,,4.0,5.0,,11.0,3.0,1.0,5.0,3.0,8.0,3.0,2.0,,,3.0,,3.0,2.0,13.0,1.0,1.0,0.3333333333333333,,0.4230769230769231,,0.4642857142857143,,0.07692307692307693,0.3333333333333333,0.375,0.6666666666666666,0.375,0.5,,0.5,0.6153846153846154,0.5,0.5,0.15384615384615385,0.15384615384615385,,,,,1.0,,0.6923076923076923,0.3970153846153846,0.45186666666666664,0.14285714285714285,0.15384615384615385,,5.6499999999999995,24.8,9.0,1.0,1.0,,0.07692307692307693,11.0,4.0,8.0,1.0,1.0,1.0,1.0,4.0,12.0,1.0,1.0,2.0,13.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,13.0,11.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.4230769230769231,0.4642857142857143,0.08333333333333333,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.6153846153846154,0.5,0.07692307692307693,1.0,1.0,0.3970153846153846,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2011,2010-11,False
200758-201149-201565-201959-2586,1610612741,"Ronnie Brewer, Joakim Noah, Derrick Rose, Taj Gibson, Keith Bogans","Brewer, Noah, Rose, Gibson, Bogans",200758-201149-201565-201959-2586,CHI,10.0,1,,,1.0,1.0,,,,,,144.0,,10.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2011,2010-11,False
200758-201149-201565-201959-2594,1610612741,"Ronnie Brewer, Joakim Noah, Derrick Rose, Taj Gibson, Kyle Korver","Brewer, Noah, Rose, Gibson, Korver",200758-201149-201565-201959-2594,CHI,60.0,1,-3.0,2.0,2.0,4.0,3.0,1.0,,2.0,0.5,96.0,17.0,13.0,17.0,13.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2011,2010-11,False
200758-201149-201565-201959-2736,1610612741,"Ronnie Brewer, Joakim Noah, Derrick Rose, Taj Gibson, Luol Deng","Brewer, Noah, Rose, Gibson, Deng",200758-201149-201565-201959-2736,CHI,1408.0,11,-8.0,36.0,49.0,85.0,50.0,,,4.0,,86.93181818181819,15.75,17.163265306122447,13.916666666666666,15.755102040816327,23.0,4.0,4.0,12.0,,5.0,5.0,3.0,10.0,,8.0,27.0,9.0,17.0,42.0,,7.0,3.0,9.0,6.0,10.0,,3.0,6.0,2.0,15.0,10.0,15.0,20.0,11.0,31.0,1.0,,2.0,11.0,15.0,1.0,20.0,5.0,33.0,0.375,0.375,0.2962962962962963,,0.3472222222222222,0.3333333333333333,0.45652173913043476,0.4090909090909091,0.25,0.7142857142857143,0.5263157894736842,0.7307692307692307,0.5,0.5,0.42857142857142855,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.36363636363636365,0.1388888888888889,0.2777777777777778,0.3,0.3,0.6666666666666666,,0.5555555555555556,,0.5833333333333334,0.46566285714285716,0.47611111111111115,0.12195121951219512,0.15625,0.21428571428571427,9.385185185185186,27.299999999999997,27.0,9.0,9.0,4.0,0.25,14.0,,2.0,3.0,,2.0,3.0,,6.0,,2.0,12.0,12.0,9.0,3.0,2.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,,6.0,11.0,1.0,0.3333333333333333,,0.3333333333333333,,,0.4,0.07407407407407407,0.2,1.0,0.8,0.625,0.8,,0.25,0.3333333333333333,0.3333333333333333,1.0,0.25,,0.25,,0.3333333333333333,0.36255000000000004,0.2857142857142857,0.3888888888888889,,,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,1.0,5.0,3.0,3.0,2.0,1.0,0.08333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.8333333333333334,0.1,0.6,0.2,0.25,0.2222222222222222,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2011,2010-11,False
200758-201149-201565-2430-2586,1610612741,"Ronnie Brewer, Joakim Noah, Derrick Rose, Carlos Boozer, Keith Bogans","Brewer, Noah, Rose, Boozer, Bogans",200758-201149-201565-2430-2586,CHI,334.0,1,4.0,10.0,9.0,19.0,4.0,,,1.0,,81.91616766467067,16.7,18.555555555555557,14.7,15.333333333333334,6.0,2.0,3.0,3.0,1.0,1.0,1.0,,2.0,3.0,4.0,6.0,5.0,,8.0,1.0,1.0,,2.0,4.0,4.0,2.0,2.0,2.0,,4.0,1.0,4.0,5.0,3.0,8.0,1.0,1.0,,1.0,5.0,,3.0,2.0,6.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.36363636363636365,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.45454545454545453,0.5,0.5,0.5,0.42857142857142855,,0.5,1.0,0.2727272727272727,1.0,1.0,0.09090909090909091,0.18181818181818182,,,,0.2727272727272727,0.3333333333333333,1.0,0.7272727272727273,0.5395045454545454,0.627675,0.16666666666666666,0.2857142857142857,0.25,8.233333333333333,23.98,9.0,2.0,2.0,1.0,0.18181818181818182,5.0,,,,,2.0,,,1.0,,3.0,,,,,,,,2.0,,1.0,,,1.0,1.0,,5.0,,,,,,,,,,1.0,,,,,0.6666666666666666,,,,,,0.5,,,0.5190625,,0.5,,,1.0,,,,2.0,2.0,,1.0,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,,0.4,,0.3333333333333333,,,1.0,1.0,1.0,,,,2.0,1.0,0.6666666666666666,0.6666666666666666,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2011,2010-11,False
200758-201149-201565-2430-2594,1610612741,"Ronnie Brewer, Joakim Noah, Derrick Rose, Carlos Boozer, Kyle Korver","Brewer, Noah, Rose, Boozer, Korver",200758-201149-201565-2430-2594,CHI,620.0,7,-9.0,17.0,17.0,34.0,21.0,2.0,1.0,2.0,1.0,78.96774193548387,18.470588235294116,18.0,18.235294117647058,16.294117647058822,10.0,2.0,3.0,7.0,2.0,3.0,2.0,2.0,7.0,2.0,6.0,16.0,2.0,,12.0,2.0,3.0,,4.0,4.0,8.0,4.0,2.0,2.0,1.0,4.0,3.0,4.0,5.0,3.0,8.0,1.0,,4.0,6.0,2.0,,,,8.0,0.3333333333333333,0.5,0.375,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.1111111111111111,0.5,0.3,0.5,0.25,,0.2,0.4,0.3888888888888889,0.42857142857142855,0.5,0.1111111111111111,0.3888888888888889,0.2857142857142857,0.2857142857142857,0.5,0.1111111111111111,1.0,0.6666666666666666,0.5,0.4841527777777778,0.5909,,,0.3333333333333333,10.725,23.85,2.0,,,,,2.0,1.0,1.0,,,,,1.0,2.0,,1.0,,2.0,,,1.0,,,1.0,1.0,,1.0,,,,2.0,2.0,,,,,0.5,0.3333333333333333,0.3333333333333333,0.0625,,,0.5,0.5,0.5,,0.3333333333333333,,,,0.3333333333333333,1.0,,,,0.52715,0.16666666666666666,0.11764705882352941,1.0,,1.0,,,,,,,,,,2.0,,,,1.0,,1.0,1.0,1.0,1.0,,,0.14285714285714285,,,,1.0,,1.0,0.5,0.5,,,,,1.0,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2011,2010-11,False
200758-201149-201565-2430-2736,1610612741,"Ronnie Brewer, Joakim Noah, Derrick Rose, Carlos Boozer, Luol Deng","Brewer, Noah, Rose, Boozer, Deng",200758-201149-201565-2430-2736,CHI,1729.0,9,-3.0,51.0,50.0,101.0,57.0,3.0,3.0,9.0,0.3333333333333333,84.11798727588202,15.764705882352942,18.5,15.647058823529411,17.96,29.0,5.0,7.0,17.0,,2.0,6.0,3.0,8.0,2.0,11.0,31.0,9.0,17.0,54.0,,2.0,1.0,4.0,16.0,6.0,,8.0,13.0,2.0,31.0,5.0,17.0,17.0,6.0,23.0,7.0,5.0,6.0,13.0,13.0,1.0,21.0,10.0,50.0,0.7272727272727273,0.7272727272727273,0.3548387096774194,,0.4625,0.5,0.54,0.5,0.225,0.68,0.2631578947368421,0.68,0.2727272727272727,,0.4,0.9,0.425,0.4117647058823529,0.4666666666666667,0.15,0.2,0.375,0.375,0.6666666666666666,0.05,0.6666666666666666,,0.65,0.477575,0.5660166666666667,0.20408163265306123,0.25,0.07407407407407407,7.303225806451613,25.077777777777776,16.0,7.0,7.0,6.0,0.175,18.0,2.0,4.0,4.0,2.0,4.0,5.0,3.0,7.0,3.0,5.0,5.0,20.0,15.0,4.0,3.0,5.0,4.0,5.0,,,2.0,6.0,,1.0,20.0,18.0,1.0,0.5555555555555556,0.6,0.5555555555555556,0.42857142857142855,0.625,0.6666666666666666,0.0967741935483871,0.16666666666666666,,,0.3,,,0.7142857142857143,0.5714285714285714,0.6666666666666666,1.0,0.3333333333333333,0.5,0.3333333333333333,0.5,0.5714285714285714,0.4958,0.37037037037037035,0.35294117647058826,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,6.0,5.0,,6.0,3.0,,1.0,1.0,0.11764705882352941,0.3333333333333333,0.5,0.375,0.7142857142857143,0.05,0.5,0.16666666666666666,0.2,0.3333333333333333,1.0,1.0,,1.0,,,0.08333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.14285714285714285,1.0,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612741,2011,2010-11,False
