EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,PenaltyAtRimFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PtsUnassisted2s,AtRimAssists,DefThreePtRebounds,Offensive Fouls,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,DefThreePtReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimAccuracy,PenaltyCorner3Accuracy,SecondChancePointsPct,PenaltyArc3FGM,Fg2aBlocked,SecondChanceTurnovers,3SecondViolations,FG2APctBlocked,LongMidRangePctBlocked,PenaltyArc3Accuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFtPoints,PtsUnassisted3s,PtsPutbacks,OffThreePtRebounds,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Offensive Fouls Drawn,SecondChanceFg2Pct,AtRimPctBlocked,LiveBallTurnoverPct,OffThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,Loose Ball Fouls Drawn,BlockingFoulsDrawn,Blocked3s,BlockedCorner3,RecoveredBlocks,DefCorner3ReboundPct,BlocksRecoveredPct,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Travels,FTOffRebounds,BlockedShortMidRange,OffFTReboundPct,SelfOReb,SelfORebPct,HeaveAttempts,Charge Fouls,DefensiveGoaltends,ShortMidRangePctBlocked,StepOutOfBoundsTurnovers,OffensiveGoaltends,Charge Fouls Drawn,OffCorner3ReboundPct,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceAtRimPctAssisted,BlockedLongMidRange,BlockedArc3,Defensive 3 Seconds Violations,BlockingFouls,SecondChanceArc3PctAssisted,LostBallOutOfBoundsTurnovers,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,3pt And 1 Free Throw Trips,Clear Path Fouls,team_id,year,season,team_vs
101150-1499-1882-201152-201950,1610612755,"Lou Williams, Tony Battie, Elton Brand, Thaddeus Young, Jrue Holiday","Williams, Battie, Brand, Young, Holiday",101150-1499-1882-201152-201950,PHI,472.0,3,8.0,2.0,14.0,15.0,9.0,12.0,1.0,29.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,5.0,2.0,6.0,5.0,15.0,13.0,1.0,2.0,3.0,3.0,3.0,7.0,4.0,6.0,3.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,10.0,1.0,4.0,2.0,6.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,4.0,6.0,2.0,1.0,15.0,7.0,9.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.4,0.6666666666666666,0.45454545454545453,0.3333333333333333,0.5357142857142857,0.4375,0.5454545454545454,1.0,0.8,0.3333333333333333,0.8,0.14285714285714285,0.5,1.0,0.6666666666666666,88.47457627118645,19.928571428571427,12.866666666666667,18.857142857142858,12.333333333333334,0.09090909090909091,0.09090909090909091,1.0,1.0,1.0,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.6363636363636364,0.3333333333333333,0.49124545454545454,0.404,0.4984583333333333,0.15384615384615385,0.2857142857142857,0.4666666666666667,13.059999999999999,24.116666666666664,0.6428571428571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2011,2010-11,True
101150-1499-1882-201152-202323,1610612755,"Lou Williams, Tony Battie, Elton Brand, Thaddeus Young, Evan Turner","Williams, Battie, Brand, Young, Turner",101150-1499-1882-201152-202323,PHI,564.0,4,9.0,4.0,16.0,17.0,4.0,1.0,2.0,33.0,2.0,2.0,,2.0,3.0,8.0,2.0,2.0,1.0,,3.0,2.0,4.0,12.0,2.0,5.0,3.0,17.0,13.0,,1.0,4.0,3.0,1.0,6.0,6.0,6.0,3.0,,3.0,2.0,5.0,,2.0,,2.0,12.0,2.0,5.0,2.0,9.0,2.0,11.0,,,,1.0,1.0,,2.0,4.0,1.0,2.0,3.0,2.0,,14.0,6.0,4.0,,,0.75,0.75,1.0,0.4,0.4,0.3333333333333333,0.25,0.4117647058823529,0.35714285714285715,0.4722222222222222,0.42857142857142855,0.29411764705882354,1.0,0.625,0.25,0.7,0.2,0.4,1.0,0.5,84.25531914893617,17.0,17.176470588235293,15.6875,15.352941176470589,0.11764705882352941,0.11764705882352941,,,,0.47058823529411764,0.375,0.375,0.6666666666666666,0.11764705882352941,1.0,1.0,1.0,0.17647058823529413,,,,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.4117647058823529,,0.463290625,0.5913,0.5054833333333334,0.1111111111111111,0.15384615384615385,0.35294117647058826,12.4,27.3,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.75,0.75,1.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,0.17647058823529413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2011,2010-11,True
101150-1499-1882-201152-2738,1610612755,"Lou Williams, Tony Battie, Elton Brand, Thaddeus Young, Andre Iguodala","Williams, Battie, Brand, Young, Iguodala",101150-1499-1882-201152-2738,PHI,299.0,3,5.0,6.0,8.0,7.0,4.0,1.0,2.0,15.0,2.0,1.0,,,1.0,4.0,,,,1.0,2.0,2.0,3.0,6.0,1.0,2.0,1.0,10.0,4.0,1.0,1.0,2.0,2.0,1.0,6.0,4.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,,,1.0,7.0,2.0,3.0,,4.0,2.0,6.0,,,,2.0,2.0,1.0,1.0,1.0,,2.0,1.0,1.0,,10.0,6.0,4.0,,,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,0.5,0.5,0.5625,0.625,0.625,0.75,0.25,,1.0,0.6666666666666666,1.0,0.5,0.6666666666666666,,1.0,72.24080267558529,20.0,19.857142857142858,17.875,19.857142857142858,0.25,,,,,0.5,0.25,0.3333333333333333,1.0,,,,,0.25,0.5,0.5,1.0,0.25,,0.5,0.5,0.5,0.5108875,0.4131,0.569975,0.125,0.16666666666666666,0.6,10.833333333333334,25.1,0.5,2.0,1.0,,,,,,,,1.0,2.0,1.0,1.0,,1.0,,,,,0.5,,,1.0,1.0,1.0,1.0,0.5,,,,,1.0,,,1.0,1.0,1.0,1.0,0.16666666666666666,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2011,2010-11,True
101150-1499-1882-201950-202323,1610612755,"Lou Williams, Tony Battie, Elton Brand, Jrue Holiday, Evan Turner","Williams, Battie, Brand, Holiday, Turner",101150-1499-1882-201950-202323,PHI,945.0,6,16.0,-3.0,31.0,30.0,17.0,10.0,3.0,61.0,7.0,3.0,,4.0,1.0,4.0,,2.0,1.0,3.0,9.0,6.0,5.0,15.0,3.0,11.0,4.0,23.0,26.0,2.0,3.0,5.0,7.0,3.0,18.0,4.0,3.0,9.0,3.0,2.0,1.0,3.0,1.0,,,,7.0,2.0,8.0,,10.0,4.0,14.0,2.0,1.0,,,5.0,3.0,3.0,4.0,,5.0,6.0,3.0,,20.0,18.0,17.0,1.0,,0.4,0.5,0.3333333333333333,0.2727272727272727,0.2727272727272727,0.3333333333333333,0.6,0.36538461538461536,0.625,0.39655172413793105,0.6428571428571429,0.4230769230769231,,0.5333333333333333,0.2,0.5882352941176471,0.2222222222222222,,0.6,0.5,92.95238095238095,15.129032258064516,15.866666666666667,14.741935483870968,14.7,0.2692307692307692,0.15384615384615385,,,,0.15384615384615385,0.25,0.25,,0.07692307692307693,,,,0.34615384615384615,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.08333333333333333,0.5,0.6923076923076923,0.3333333333333333,0.5384576923076924,0.6514,0.5672791666666667,0.10344827586206896,0.16666666666666666,0.782608695652174,7.666666666666667,25.027272727272727,0.5483870967741935,4.0,2.0,,,,,,,3.0,3.0,6.0,2.0,2.0,,,,,,,0.42857142857142855,0.5,0.5,1.0,1.0,0.5714285714285714,0.6666666666666666,0.5,,,,,0.6666666666666666,,0.13043478260869565,3.0,1.0,,,0.06666666666666667,,0.5,1.0,1.0,1.0,1.0,6.0,2.0,2.0,1.0,5.0,3.0,2.0,1.0,0.5,0.14285714285714285,1.0,0.25,0.3333333333333333,0.25,0.3333333333333333,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2011,2010-11,True
101150-1499-1882-201950-2738,1610612755,"Lou Williams, Tony Battie, Elton Brand, Jrue Holiday, Andre Iguodala","Williams, Battie, Brand, Holiday, Iguodala",101150-1499-1882-201950-2738,PHI,772.0,5,13.0,9.0,20.0,22.0,8.0,4.0,1.0,42.0,6.0,4.0,,1.0,4.0,8.0,,1.0,,,2.0,,7.0,15.0,,3.0,10.0,24.0,15.0,1.0,3.0,7.0,,7.0,13.0,8.0,,2.0,,4.0,,4.0,,,,2.0,8.0,3.0,7.0,1.0,12.0,3.0,15.0,1.0,,,,,,2.0,5.0,1.0,9.0,13.0,6.0,1.0,22.0,13.0,8.0,1.0,1.0,0.5714285714285714,0.5714285714285714,,,,0.4666666666666667,0.42857142857142855,0.3888888888888889,0.42857142857142855,0.5,0.5909090909090909,0.16666666666666666,1.0,0.6363636363636364,0.375,0.7333333333333333,0.2727272727272727,0.25,0.5,0.8,78.34196891191709,16.5,20.09090909090909,16.45,18.136363636363637,0.3333333333333333,0.05555555555555555,,,,0.4444444444444444,0.5,0.5714285714285714,0.5,0.05555555555555555,,,,0.1111111111111111,,,,0.5714285714285714,,,0.5,,0.4965138888888889,0.7529,0.5118857142857143,0.2608695652173913,0.3,0.5416666666666666,10.953333333333335,24.7,0.4,3.0,1.0,,,,,,,2.0,,6.0,2.0,4.0,,1.0,,,1.0,,,,0.5,1.0,1.0,0.5,0.6,0.6666666666666666,,,,,0.25,,0.08333333333333333,,2.0,,,0.13333333333333333,0.125,,,1.0,,2.0,,,,1.0,,,,,,0.16666666666666666,,,0.6666666666666666,,,0.5,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2011,2010-11,True
101150-1499-1882-201950-2804,1610612755,"Lou Williams, Tony Battie, Elton Brand, Jrue Holiday, Andres Nocioni","Williams, Battie, Brand, Holiday, Nocioni",101150-1499-1882-201950-2804,PHI,584.0,2,10.0,9.0,18.0,19.0,12.0,12.0,3.0,37.0,6.0,4.0,,,4.0,5.0,,1.0,,1.0,2.0,2.0,9.0,11.0,1.0,3.0,13.0,34.0,25.0,2.0,6.0,8.0,2.0,8.0,23.0,8.0,3.0,2.0,1.0,4.0,1.0,5.0,1.0,,,2.0,11.0,1.0,3.0,1.0,7.0,2.0,9.0,1.0,1.0,,,1.0,,1.0,2.0,,8.0,16.0,6.0,1.0,28.0,23.0,12.0,1.0,1.0,0.4444444444444444,0.5,1.0,0.3333333333333333,0.3333333333333333,0.8181818181818182,0.75,0.75,0.75,0.825,0.8214285714285714,0.21428571428571427,1.0,0.75,0.5,0.8571428571428571,0.5,,0.6666666666666666,1.0,91.23287671232877,14.944444444444445,16.57894736842105,14.38888888888889,16.105263157894736,0.42857142857142855,,,,,0.35714285714285715,0.8,0.8,0.5,0.07142857142857142,,,,0.14285714285714285,0.5,0.5,1.0,0.4,,0.2,0.6428571428571429,0.5,0.5141,0.4912,0.515765,0.3684210526315789,0.4,0.6764705882352942,9.381818181818183,24.266666666666666,0.6666666666666666,5.0,3.0,,,,,,,6.0,1.0,10.0,2.0,3.0,,2.0,,,,,0.5,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,0.4,,,,,0.75,,0.17647058823529413,1.0,1.0,,,0.09090909090909091,,0.5,1.0,1.0,2.0,2.0,,2.0,1.0,,1.0,1.0,,,1.0,0.16666666666666666,1.0,0.5,1.0,,1.0,,0.5,1.0,,,,,,1.0,,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2011,2010-11,True
101150-1499-1882-201975-202323,1610612755,"Lou Williams, Tony Battie, Elton Brand, Jodie Meeks, Evan Turner","Williams, Battie, Brand, Meeks, Turner",101150-1499-1882-201975-202323,PHI,317.0,4,5.0,-4.0,9.0,8.0,2.0,1.0,1.0,17.0,1.0,1.0,1.0,2.0,1.0,3.0,,,,,2.0,,3.0,6.0,,2.0,1.0,7.0,11.0,1.0,1.0,2.0,,,2.0,4.0,,2.0,,2.0,,2.0,,,,1.0,4.0,,2.0,,2.0,1.0,3.0,,,,1.0,2.0,,2.0,2.0,,2.0,1.0,1.0,,5.0,2.0,2.0,,,0.6666666666666666,0.6666666666666666,,,,0.5,0.5,0.375,0.5,0.4375,0.5,0.25,,1.0,,1.0,0.2,,1.0,,77.22397476340694,22.666666666666668,14.125,22.0,14.125,0.125,0.25,0.5,0.5,,0.375,0.3333333333333333,0.3333333333333333,1.0,,,,,0.25,,,,0.5,,,0.375,,0.410675,,0.40475,0.125,0.16666666666666666,0.2857142857142857,13.433333333333332,24.4,0.2222222222222222,1.0,1.0,,,,,,,2.0,,2.0,1.0,,,1.0,,,,,,1.0,1.0,,,1.0,1.0,1.0,,,,,1.0,,0.2857142857142857,,,,,,,,,,1.0,,,,1.0,,1.0,1.0,,,1.0,,0.5,0.5,,,0.5,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2011,2010-11,True
101150-1499-1882-201975-2738,1610612755,"Lou Williams, Tony Battie, Elton Brand, Jodie Meeks, Andre Iguodala","Williams, Battie, Brand, Meeks, Iguodala",101150-1499-1882-201975-2738,PHI,612.0,7,10.0,4.0,21.0,21.0,12.0,12.0,4.0,42.0,6.0,5.0,,,5.0,7.0,,,,1.0,2.0,,10.0,13.0,1.0,2.0,5.0,28.0,24.0,3.0,9.0,9.0,,3.0,21.0,4.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,,,1.0,7.0,,4.0,,7.0,3.0,10.0,2.0,,,3.0,6.0,3.0,1.0,5.0,,7.0,9.0,3.0,2.0,24.0,21.0,12.0,,1.0,0.2,0.25,1.0,0.5,0.5,0.7692307692307693,1.0,0.7666666666666667,1.0,0.7368421052631579,0.875,0.13333333333333333,,0.8,,0.7777777777777778,0.25,,1.0,1.0,98.82352941176471,12.476190476190476,16.666666666666668,11.857142857142858,16.095238095238095,0.4,,,,,0.4666666666666667,0.7142857142857143,0.7142857142857143,0.2,,,,,0.13333333333333333,0.5,0.5,1.0,0.5555555555555556,,,0.5333333333333333,0.5,0.47337666666666667,0.48016666666666663,0.4773777777777778,0.17647058823529413,0.2,0.75,11.153846153846153,25.0,0.5714285714285714,5.0,5.0,,,,,,,4.0,,16.0,1.0,3.0,1.0,1.0,3.0,2.0,3.0,,,0.6666666666666666,0.6666666666666666,0.75,0.5,0.8333333333333334,0.8333333333333334,0.2,,,,,1.0,,0.14285714285714285,,,1.0,,,,,2.0,2.0,2.0,,,4.0,1.0,2.0,3.0,3.0,,1.0,0.6666666666666666,,0.5,1.0,,,1.0,0.5,0.6666666666666666,1.0,,,,,2.0,1.0,0.6666666666666666,,,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2011,2010-11,True
101150-1499-1882-201975-2804,1610612755,"Lou Williams, Tony Battie, Elton Brand, Jodie Meeks, Andres Nocioni","Williams, Battie, Brand, Meeks, Nocioni",101150-1499-1882-201975-2804,PHI,122.0,2,2.0,5.0,4.0,3.0,,,,7.0,,,,,1.0,3.0,1.0,1.0,,,,,1.0,3.0,1.0,1.0,,5.0,,,,,,,,,3.0,,,,1.0,1.0,,1.0,,,3.0,,1.0,,2.0,,2.0,,,,,,,,2.0,,,,,,5.0,,,,,,,1.0,1.0,1.0,0.3333333333333333,,0.625,,0.625,,0.25,,0.5,,0.6666666666666666,,,0.5,,82.62295081967214,12.5,24.0,12.5,24.0,,,,,,0.75,0.3333333333333333,0.3333333333333333,,0.25,1.0,1.0,1.0,,,,,,,,0.25,,0.44905,,,,,,15.533333333333333,24.6,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2011,2010-11,True
101150-1499-1882-202323-2738,1610612755,"Lou Williams, Tony Battie, Elton Brand, Evan Turner, Andre Iguodala","Williams, Battie, Brand, Turner, Iguodala",101150-1499-1882-202323-2738,PHI,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2011,2010-11,True
