EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGA,Arc3FGM,Arc3FGA,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,PenaltyArc3FGA,FG2M,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,TwoPtAssists,AtRimAssists,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,Loose Ball Fouls Drawn,BlockingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGA,SecondChanceFG2M,SecondChancePoints,PtsUnassisted2s,Fg2aBlocked,SelfOReb,Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,OffLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,ShortMidRangeFGM,PtsPutbacks,OffThreePtRebounds,Steals,BadPassSteals,DeadBallTurnovers,Travels,SecondChanceTurnovers,ShootingFouls,Charge Fouls,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LostBallSteals,ShortMidRangeAssists,ShortMidRangePctAssisted,LongMidRangeFGM,HeaveAttempts,LongMidRangeAssists,DefShortMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3FGA,ShortMidRangePctBlocked,Corner3Frequency,LostBallTurnovers,Offensive Fouls Drawn,3SecondViolations,OffCorner3ReboundPct,DefCorner3ReboundPct,Corner3FGM,PtsUnassisted3s,Corner3Assists,FTDefRebounds,BlockingFouls,BlockedShortMidRange,Defensive 3 Seconds Violations,DefFTReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,StepOutOfBoundsTurnovers,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingPenaltyNonTakeFouls,LongMidRangePctBlocked,SecondChanceArc3Frequency,PenaltyCorner3Frequency,ThreePtShootingFoulsDrawn,BlockedLongMidRange,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,PenaltyFG3M,LostBallOutOfBoundsTurnovers,PenaltyFg3Pct,PenaltyCorner3Accuracy,PenaltyArc3FGM,PenaltyArc3Accuracy,Charge Fouls Drawn,Blocked3s,BlockedArc3,BlockedCorner3,SecondChanceFtPoints,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,FTOffRebounds,BadPassOutOfBoundsTurnovers,OffensiveGoaltends,SecondChanceFg3Pct,OffFTReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,DefensiveGoaltends,Fg3aBlocked,3pt And 1 Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,Clear Path Fouls,team_id,year,season,team_vs
1495-1938-200779-201588-202390,1610612759,"Tim Duncan, Manu Ginobili, Steve Novak, George Hill, Gary Neal","Duncan, Ginobili, Novak, Hill, Neal",1495-1938-200779-201588-202390,SAS,97.0,1,2.0,3.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,0.75,0.8333333333333334,0.5,1.0,0.5,1.0,74.22680412371133,17.0,23.0,17.0,11.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5363,0.3333333333333333,0.5,2.7,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2011,2010-11,False
1495-1938-200779-2225-2588,1610612759,"Tim Duncan, Manu Ginobili, Steve Novak, Tony Parker, Matt Bonner","Duncan, Ginobili, Novak, Parker, Bonner",1495-1938-200779-2225-2588,SAS,174.0,1,3.0,-4.0,6.0,7.0,13.0,2.0,,1.0,4.0,,1.0,1.0,3.0,7.0,,1.0,,,1.0,,2.0,2.0,3.0,4.0,2.0,2.0,,3.0,,,,0.2,0.25,0.2,1.0,1.0,1.0,107.58620689655173,16.0,11.142857142857142,13.666666666666666,11.142857142857142,0.4,0.2,,,,0.6,,0.48181,,,5.375,24.0,5.0,7.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,0.25,0.5,0.3333333333333333,0.375,1.0,0.3333333333333333,1.0,0.25,0.5,1.0,1.0,0.5,0.5,1.0,0.4,0.6666666666666666,0.5,0.3333333333333333,0.368,0.5412833333333333,1.0,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2011,2010-11,False
1495-1938-200809-201588-2588,1610612759,"Tim Duncan, Manu Ginobili, Chris Quinn, George Hill, Matt Bonner","Duncan, Ginobili, Quinn, Hill, Bonner",1495-1938-200809-201588-2588,SAS,193.0,2,3.0,6.0,6.0,4.0,10.0,3.0,,1.0,4.0,,1.0,4.0,6.0,,,1.0,,,,,,4.0,4.0,5.0,3.0,4.0,1.0,4.0,,,,0.2,0.42857142857142855,0.2,0.6666666666666666,0.6666666666666666,0.75,74.61139896373057,18.5,20.5,18.0,18.25,0.6,0.2,,,,0.8,,0.57579,0.16666666666666666,0.2,5.7,24.7,2.0,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,,2.0,2.0,,,,1.0,,1.0,,,,,,,1.0,2.0,2.0,1.0,,,0.25,,,0.5,,0.3333333333333333,,0.25,,1.0,,0.3333333333333333,0.5,,,1.0,,,0.6569,0.6587,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.25,0.3333333333333333,1.0,0.3333333333333333,0.5,0.2,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2011,2010-11,False
1495-1938-200809-201971-202390,1610612759,"Tim Duncan, Manu Ginobili, Chris Quinn, DeJuan Blair, Gary Neal","Duncan, Ginobili, Quinn, Blair, Neal",1495-1938-200809-201971-202390,SAS,257.0,1,4.0,-2.0,9.0,10.0,19.0,5.0,,1.0,8.0,,1.0,,6.0,8.0,,1.0,,,1.0,,2.0,2.0,3.0,6.0,,,,4.0,,,,0.3333333333333333,0.3333333333333333,0.1111111111111111,1.0,1.0,1.0,106.4591439688716,14.777777777777779,12.4,13.666666666666666,12.4,0.5555555555555556,0.1111111111111111,,,,0.6666666666666666,,0.5079666666666667,,,5.925,24.5,9.0,3.0,2.0,2.0,2.0,5.0,2.0,1.0,3.0,2.0,3.0,8.0,1.0,,6.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,,,,6.0,9.0,,0.3333333333333333,0.5,0.375,0.375,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,1.0,0.5,,,1.0,0.4,0.6666666666666666,0.5,0.2222222222222222,0.5555555555555556,0.4,0.1111111111111111,0.5731,0.5079666666666667,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,,,,,0.5,0.5,0.5,0.25,0.4,,0.25,,0.1111111111111111,1.0,0.5,0.3333333333333333,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2011,2010-11,False
1495-1938-200809-201971-2210,1610612759,"Tim Duncan, Manu Ginobili, Chris Quinn, DeJuan Blair, Richard Jefferson","Duncan, Ginobili, Quinn, Blair, Jefferson",1495-1938-200809-201971-2210,SAS,120.0,1,2.0,7.0,4.0,4.0,8.0,2.0,,,4.0,,,2.0,8.0,1.0,,,,,2.0,,4.0,1.0,3.0,4.0,1.0,2.0,1.0,6.0,,,,0.75,0.8,,1.0,1.0,,96.0,14.5,15.5,10.75,15.5,0.5,,,,,0.5,,0.556775,0.2,0.2,8.15,,3.0,,1.0,2.0,2.0,2.0,1.0,,3.0,1.0,3.0,4.0,,,6.0,4.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,6.0,3.0,,0.6666666666666666,0.6666666666666666,0.75,0.75,0.75,0.75,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.25,0.5,1.0,,0.3934,0.556775,0.75,0.75,,,1.0,1.0,2.0,2.0,,,1.0,,,,,1.0,1.0,1.0,,,1.0,,,0.25,,,0.25,1.0,,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2011,2010-11,False
1495-1938-200809-202390-2588,1610612759,"Tim Duncan, Manu Ginobili, Chris Quinn, Gary Neal, Matt Bonner","Duncan, Ginobili, Quinn, Neal, Bonner",1495-1938-200809-202390-2588,SAS,38.0,2,1.0,3.0,2.0,1.0,3.0,1.0,,,1.0,,,2.0,4.0,1.0,,,,,1.0,,2.0,,,,1.0,2.0,1.0,4.0,,,,1.0,1.0,,,,,113.6842105263158,14.0,10.0,14.0,10.0,1.0,,,,,1.0,,0.4599,0.5,0.5,2.1,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,2.0,2.0,1.0,1.0,,,,,,,,,,,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,,1.0,1.0,,,0.4599,0.5,0.5,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2011,2010-11,False
1495-1938-200809-202390-686,1610612759,"Tim Duncan, Manu Ginobili, Chris Quinn, Gary Neal, Antonio McDyess","Duncan, Ginobili, Quinn, Neal, McDyess",1495-1938-200809-202390-686,SAS,72.0,1,1.0,-3.0,2.0,2.0,4.0,,,,2.0,,,,2.0,5.0,,,,,1.0,,2.0,,,,,,,2.0,,,,0.5,0.5,,,,,80.0,19.5,16.5,19.5,16.5,,,,,,,,0.41485,,,7.35,,2.0,2.0,,,,,2.0,,1.0,,1.0,2.0,,,2.0,2.0,1.0,,,,,,,,,,,,2.0,2.0,,1.0,1.0,0.5,0.5,0.5,0.5,,,,,,,,,,,1.0,,,,,0.41485,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.5,0.5,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2011,2010-11,False
1495-1938-200809-2137-2210,1610612759,"Tim Duncan, Manu Ginobili, Chris Quinn, Ime Udoka, Richard Jefferson","Duncan, Ginobili, Quinn, Udoka, Jefferson",1495-1938-200809-2137-2210,SAS,121.0,1,2.0,-4.0,4.0,4.0,8.0,,,1.0,3.0,,1.0,,2.0,6.0,,,,,1.0,,2.0,1.0,1.0,1.0,,,,2.0,,,,0.25,0.25,0.25,1.0,1.0,,95.20661157024794,19.75,10.5,19.75,10.5,,0.25,,,,0.25,,0.3893333333333333,,,14.933333333333332,41.8,,4.0,,,,,1.0,,1.0,,,,,,,2.0,1.0,,,,,,,1.0,,,,,,,,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,0.25,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2011,2010-11,False
1495-1938-200809-2210-686,1610612759,"Tim Duncan, Manu Ginobili, Chris Quinn, Richard Jefferson, Antonio McDyess","Duncan, Ginobili, Quinn, Jefferson, McDyess",1495-1938-200809-2210-686,SAS,53.0,1,1.0,-2.0,1.0,2.0,3.0,,,,1.0,,,,2.0,4.0,,,,,1.0,,2.0,,,,,,,2.0,,,,1.0,1.0,,,,,81.50943396226415,28.0,12.5,28.0,12.5,,,,,,,,0.3923,,,19.3,,,,,,,,,,1.0,,,,,,,2.0,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2011,2010-11,False
1495-1938-201168-201588-2210,1610612759,"Tim Duncan, Manu Ginobili, Tiago Splitter, George Hill, Richard Jefferson","Duncan, Ginobili, Splitter, Hill, Jefferson",1495-1938-201168-201588-2210,SAS,257.0,2,4.0,-3.0,8.0,8.0,16.0,1.0,,,7.0,,1.0,,6.0,9.0,,,,,3.0,,6.0,4.0,4.0,4.0,,,,6.0,,,,0.375,0.375,0.125,1.0,1.0,1.0,89.64980544747083,15.25,16.875,15.25,16.875,0.125,,,,,0.25,,0.44113125,,,11.642857142857142,24.4,,,,,,,2.0,,3.0,,,,,,,6.0,3.0,,,,,,,,,,,,,,,1.0,1.0,0.42857142857142855,,,,,,,,,1.0,,,,,0.25,,,,,,,,,,4.0,,,,1.0,,3.0,,,,,,,,0.14285714285714285,,,,,0.5,,,,,,,,,,,,3.0,,,,,,,,,,3.0,,3.0,1.0,0.75,0.75,1.0,1.0,0.5,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2011,2010-11,False
