EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,Turnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPoss,LiveBallTurnovers,BadPassTurnovers,PenaltyTurnovers,PenaltyOffPossExcludingTakeFouls,LiveBallTurnoverPct,PenaltyOffPossPct,PenaltyDefPoss,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,AtRimAssists,LongMidRangeAssists,OffThreePtRebounds,DefThreePtRebounds,FTDefRebounds,SelfOReb,Steals,BadPassSteals,ShootingFouls,Fouls,Charge Fouls,PenaltyPointsExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,PenaltyTsPct,FG3APct,DefFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyFtPoints,Technical Free Throw Trips,NonShootingPenaltyNonTakeFouls,Corner3FGM,SecondChanceCorner3FGA,Corner3Assists,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,OffensiveGoaltends,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,Fg3aBlocked,Offensive Fouls,FG3APctBlocked,Arc3PctBlocked,DefAtRimReboundPct,SecondChanceArc3FGM,SecondChanceFG3M,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,BlockingFouls,Loose Ball Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceFg3Pct,LongMidRangePctBlocked,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Charge Fouls Drawn,Clear Path Fouls,ShortMidRangePctBlocked,FTOffRebounds,BlockingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffFTReboundPct,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Loose Ball Fouls Drawn,3pt And 1 Free Throw Trips,BlockedLongMidRange,SecondChanceCorner3FGM,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts,DefensiveGoaltends,BlockedCorner3,HeaveMakes,team_id,year,season,team_vs
101126-1737-200757-201142-2570,1610612760,"Nate Robinson, Nazr Mohammed, Thabo Sefolosha, Kevin Durant, Kendrick Perkins","Robinson, Mohammed, Sefolosha, Durant, Perkins",101126-1737-200757-201142-2570,OKC,104.0,1,2.0,-1.0,3.0,3.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.375,0.5,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,83.07692307692308,19.0,15.666666666666666,18.666666666666668,15.666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.41230000000000006,0.25,0.25,0.3333333333333333,11.666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2011,2010-11,False
101126-1737-200757-201935-2570,1610612760,"Nate Robinson, Nazr Mohammed, Thabo Sefolosha, James Harden, Kendrick Perkins","Robinson, Mohammed, Sefolosha, Harden, Perkins",101126-1737-200757-201935-2570,OKC,37.0,1,1.0,,1.0,2.0,,3.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,1.0,,1.0,,,1.0,116.75675675675676,20.0,8.5,20.0,8.5,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2011,2010-11,False
101126-1737-201161-201935-201957,1610612760,"Nate Robinson, Nazr Mohammed, Daequan Cook, James Harden, Byron Mullens","Robinson, Mohammed, Cook, Harden, Mullens",101126-1737-201161-201935-201957,OKC,528.0,1,9.0,-1.0,18.0,17.0,4.0,35.0,8.0,,2.0,2.0,5.0,12.0,4.0,20.0,21.0,3.0,5.0,8.0,3.0,4.0,5.0,,11.0,2.0,1.0,3.0,5.0,8.0,1.0,1.0,4.0,6.0,3.0,15.0,0.8,1.0,0.4166666666666667,0.42105263157894735,0.45454545454545453,0.5,0.25,0.375,0.5,0.2857142857142857,0.6666666666666666,0.4166666666666667,,,95.45454545454545,16.833333333333332,13.235294117647058,15.833333333333334,13.176470588235293,0.42105263157894735,0.10526315789473684,,,,0.10526315789473684,0.7894736842105263,0.5746473684210527,0.13636363636363635,0.2,0.25,5.641666666666667,7.0,,,,7.0,,0.3888888888888889,3.0,4.0,1.0,2.0,2.0,4.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,7.0,1.0,2.0,1.0,2.0,6.0,1.0,3.0,7.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,5.0,1.0,7.0,0.5,0.2857142857142857,0.3333333333333333,0.2857142857142857,0.5,0.3333333333333333,0.3333333333333333,0.3888888888888889,0.3888888888888889,0.3684210526315789,1.0,1.0,0.6,0.25,0.5,1.0,0.3333333333333333,0.5,1.0,0.1111111111111111,0.5,0.8,0.75,0.5,0.5,1.0,0.15789473684210525,0.21052631578947367,0.5,0.5,0.5,0.6666666666666666,0.5,0.3333333333333333,0.4444444444444444,0.5,0.2222222222222222,0.1111111111111111,1.0,0.5,0.53335,0.5470388888888889,0.35,23.957142857142856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2011,2010-11,False
101126-1737-201161-201953-2767,1610612760,"Nate Robinson, Nazr Mohammed, Daequan Cook, Eric Maynor, Royal Ivey","Robinson, Mohammed, Cook, Maynor, Ivey",101126-1737-201161-201953-2767,OKC,65.0,1,1.0,-2.0,3.0,3.0,,6.0,,,1.0,1.0,1.0,2.0,2.0,4.0,6.0,,,,,,,,,,,,,,,,,2.0,,4.0,,,0.5,0.5,0.5,,,,,,,,,,132.92307692307693,15.0,6.666666666666667,15.0,6.666666666666667,,0.5,,,,0.5,,0.33895,,,,11.9,3.0,,,,3.0,,1.0,3.0,,,,,,1.0,,,,,,,,,,,,,1.0,2.0,,,4.0,2.0,,,,,,,,,,,,,,,,1.0,2.0,,4.0,,,,,,0.5,,0.5,0.5,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,0.33895,1.0,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2011,2010-11,False
101126-1737-201161-201957-2767,1610612760,"Nate Robinson, Nazr Mohammed, Daequan Cook, Byron Mullens, Royal Ivey","Robinson, Mohammed, Cook, Mullens, Ivey",101126-1737-201161-201957-2767,OKC,492.0,1,8.0,-13.0,16.0,17.0,2.0,33.0,3.0,,2.0,4.0,3.0,9.0,,12.0,25.0,,,6.0,,3.0,5.0,,12.0,2.0,2.0,5.0,2.0,7.0,3.0,5.0,1.0,,,12.0,1.0,1.0,0.3333333333333333,0.46153846153846156,0.46153846153846156,,,,0.6666666666666666,0.4,0.6666666666666666,0.2857142857142857,0.3333333333333333,0.5,96.58536585365854,16.625,13.294117647058824,15.25,12.176470588235293,0.23076923076923078,0.15384615384615385,,,,0.3076923076923077,0.5384615384615384,0.5251307692307692,,,,9.455555555555556,6.0,2.0,1.0,3.0,6.0,0.4,0.375,10.0,3.0,,,1.0,1.0,,2.0,,1.0,2.0,,,,2.0,4.0,,,1.0,1.0,4.0,,,2.0,,6.0,,,2.0,1.0,2.0,1.0,3.0,,,2.0,1.0,1.0,1.0,,4.0,6.0,1.0,2.0,1.0,0.5,,0.5,,0.25,,0.25,0.25,0.3076923076923077,1.0,0.6666666666666666,,,0.5,,,1.0,0.5,0.14285714285714285,1.0,1.0,1.0,,,,0.15384615384615385,0.15384615384615385,0.5,0.5,1.0,,,,0.25,1.0,,,,0.5,0.64275,0.477075,0.16666666666666666,23.475,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2011,2010-11,False
101126-1737-201161-202332-2767,1610612760,"Nate Robinson, Nazr Mohammed, Daequan Cook, Cole Aldrich, Royal Ivey","Robinson, Mohammed, Cook, Aldrich, Ivey",101126-1737-201161-202332-2767,OKC,368.0,1,6.0,-3.0,14.0,13.0,2.0,27.0,3.0,2.0,3.0,2.0,4.0,8.0,2.0,13.0,16.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,4.0,2.0,6.0,1.0,2.0,3.0,4.0,2.0,12.0,0.5,0.5,0.5,0.5,0.5,0.25,0.125,0.3333333333333333,0.5,0.25,0.6,0.3333333333333333,0.5,,105.65217391304347,15.5,11.615384615384615,15.071428571428571,11.307692307692308,0.2727272727272727,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.5,0.18181818181818182,0.5454545454545454,0.5240045454545454,0.15384615384615385,0.2,0.07692307692307693,7.4375,9.0,1.0,,2.0,9.0,0.5,0.6428571428571429,13.0,2.0,,1.0,2.0,3.0,,,,1.0,3.0,,,1.0,1.0,3.0,,1.0,,3.0,6.0,,1.0,7.0,4.0,,3.0,,3.0,1.0,,,1.0,,1.0,1.0,1.0,,1.0,,4.0,7.0,,7.0,,0.3333333333333333,,0.3333333333333333,,0.5,,0.42857142857142855,0.4375,0.2727272727272727,1.0,1.0,0.5,,,0.5,,1.0,1.0,,0.6666666666666666,1.0,0.5,,,,,0.2727272727272727,0.3333333333333333,0.5,,1.0,,,0.42857142857142855,0.6666666666666666,,0.14285714285714285,,0.3333333333333333,,0.5502357142857143,0.5384615384615384,24.900000000000002,1.0,,2.0,,,,1.0,,1.0,,,,,,,,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2011,2010-11,False
101126-1737-201935-201953-2555,1610612760,"Nate Robinson, Nazr Mohammed, James Harden, Eric Maynor, Nick Collison","Robinson, Mohammed, Harden, Maynor, Collison",101126-1737-201935-201953-2555,OKC,36.0,1,1.0,-2.0,1.0,2.0,,3.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,24.0,6.0,24.0,6.0,,,,,,,1.0,0.47175,,,,,1.0,,,,1.0,,1.0,2.0,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,0.47175,,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2011,2010-11,False
101126-1737-201935-201953-2767,1610612760,"Nate Robinson, Nazr Mohammed, James Harden, Eric Maynor, Royal Ivey","Robinson, Mohammed, Harden, Maynor, Ivey",101126-1737-201935-201953-2767,OKC,61.0,1,1.0,2.0,2.0,2.0,,4.0,1.0,1.0,1.0,,2.0,2.0,,4.0,2.0,,,4.0,,2.0,2.0,1.0,4.0,,,,,,,,,,,4.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,94.42622950819673,12.5,18.0,12.5,18.0,0.5,0.5,1.0,1.0,1.0,,0.5,0.57565,,,,6.25,2.0,,,,2.0,,1.0,2.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,2.0,2.0,,,4.0,,,,,,,,,1.0,,,,,,,,,,,4.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,0.5,1.0,,,,,,0.57565,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2011,2010-11,False
101126-200757-201142-201566-201586,1610612760,"Nate Robinson, Thabo Sefolosha, Kevin Durant, Russell Westbrook, Serge Ibaka","Robinson, Sefolosha, Durant, Westbrook, Ibaka",101126-200757-201142-201566-201586,OKC,107.0,1,2.0,2.0,4.0,5.0,,9.0,3.0,,,,3.0,3.0,,6.0,4.0,,,4.0,,2.0,2.0,,4.0,,,,,,,,,,,6.0,0.6666666666666666,0.6666666666666666,1.0,0.75,0.75,,,,,,,,,,121.12149532710279,12.0,11.8,12.0,11.4,0.75,,,,,,1.0,0.6859625,,,,1.0666666666666667,4.0,,,,4.0,,1.0,5.0,3.0,,,3.0,3.0,,,,,1.0,,,1.0,,1.0,,,,3.0,3.0,,1.0,6.0,2.0,,,,1.0,,,,2.0,,,,,,2.0,2.0,1.0,1.0,,6.0,,,,,,1.0,,0.75,0.75,0.25,,,,,,,,,,,1.0,1.0,0.6666666666666666,,,,,0.25,,,,,,,0.75,1.0,,0.25,,,,0.6859625,1.0,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2011,2010-11,False
101126-201935-201953-2555-2570,1610612760,"Nate Robinson, James Harden, Eric Maynor, Nick Collison, Kendrick Perkins","Robinson, Harden, Maynor, Collison, Perkins",101126-201935-201953-2555-2570,OKC,31.0,1,1.0,-2.0,1.0,1.0,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,92.9032258064516,17.0,14.0,17.0,14.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2011,2010-11,False
