EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PtsUnassisted2s,Fg2aBlocked,OffThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,FoulsDrawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Corner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyFtPoints,PenaltyPoints,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyTsPct,PenaltyPointsPct,PenaltyOffPossPct,DefThreePtRebounds,DefThreePtReboundPct,DefCorner3ReboundPct,Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefAtRimReboundPct,BlocksRecoveredPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,LongMidRangeFGM,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,PenaltyEfgPct,LiveBallTurnoverPct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyCorner3FGA,Arc3FGA,PenaltyFG3A,NonHeaveArc3FGA,SelfOReb,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,OffAtRimReboundPct,SelfORebPct,Arc3Frequency,PenaltyCorner3Frequency,SecondChanceAtRimFGM,PenaltyAtRimFGM,Arc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG2M,SecondChancePoints,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,FTDefRebounds,LostBallSteals,Offensive Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChancePointsPct,PtsPutbacks,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceArc3Frequency,Corner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,Corner3Assists,BadPassOutOfBoundsTurnovers,Loose Ball Fouls Drawn,BlockedShortMidRange,Defensive 3 Seconds Violations,SecondChanceFg3Pct,AtRimPctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LostBallTurnovers,Charge Fouls,Charge Fouls Drawn,PenaltyArc3FGM,PenaltyFG3M,Fg3aBlocked,Travels,Loose Ball Fouls,DefensiveGoaltends,3SecondViolations,PenaltyFg3Pct,FG3APctBlocked,Arc3PctBlocked,OffArc3ReboundPct,SecondChanceAtRimPctAssisted,PenaltyArc3Accuracy,PtsUnassisted3s,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,BlockingFouls,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,HeaveAttempts,team_id,year,season,team_vs
1889-200746-200750-201164-201587,1610612757,"Andre Miller, LaMarcus Aldridge, Brandon Roy, Rudy Fernandez, Nicolas Batum","Miller, Aldridge, Roy, Fernandez, Batum",1889-200746-200750-201164-201587,POR,201.0,2,3.0,-2.0,4.0,5.0,1.0,9,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,6.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,4.0,0.3333333333333333,0.25,0.3,0.25,0.3333333333333333,0.5,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,64.4776119402985,25.75,19.6,25.0,19.6,0.5,0.5,1.0,0.25,0.25,0.25,0.4342875,0.2,0.25,11.333333333333334,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2011,2010-11,False
1889-200746-200750-201164-202083,1610612757,"Andre Miller, LaMarcus Aldridge, Brandon Roy, Rudy Fernandez, Wesley Matthews","Miller, Aldridge, Roy, Fernandez, Matthews",1889-200746-200750-201164-202083,POR,3.0,1,,2.0,1.0,,,1,,,,,,,,2.0,2.0,,,,,,,,,1.0,2.0,,,2.0,,,1.0,,,,,,,,,,,480.0,3.0,,3.0,,,,,,,,,,,,,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2011,2010-11,False
1889-200746-200750-201164-202419,1610612757,"Andre Miller, LaMarcus Aldridge, Brandon Roy, Rudy Fernandez, Chris Johnson","Miller, Aldridge, Roy, Fernandez, Johnson",1889-200746-200750-201164-202419,POR,41.0,1,1.0,,,1.0,,1,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,35.1219512195122,,22.0,,22.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2011,2010-11,False
1889-200746-200750-201164-948,1610612757,"Andre Miller, LaMarcus Aldridge, Brandon Roy, Rudy Fernandez, Marcus Camby","Miller, Aldridge, Roy, Fernandez, Camby",1889-200746-200750-201164-948,POR,59.0,1,1.0,,1.0,1.0,,2,,,1.0,,,1.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,0.5,,0.3333333333333333,,,,,48.8135593220339,22.0,37.0,22.0,21.0,,,,1.0,,,0.3883,,,15.5,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2011,2010-11,False
1889-200746-200750-201587-202083,1610612757,"Andre Miller, LaMarcus Aldridge, Brandon Roy, Nicolas Batum, Wesley Matthews","Miller, Aldridge, Roy, Batum, Matthews",1889-200746-200750-201587-202083,POR,332.0,3,6.0,-4.0,9.0,11.0,6.0,20,1.0,2.0,3.0,,4.0,8.0,,1.0,9.0,13.0,4.0,,,1.0,1.0,1.0,2.0,1.0,2.0,,,9.0,0.5,0.5,0.5,,,,0.25,,0.2,0.25,,,0.5,86.74698795180723,15.777777777777779,17.272727272727273,15.555555555555555,15.727272727272727,0.25,0.5,0.5,0.375,,0.375,0.4767125,,,9.6125,,4.0,1.0,5.0,1.0,5.0,4.0,1.0,0.5,0.5555555555555556,0.4444444444444444,,,,6.0,,,,,,,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.5,0.5,0.5,0.5,1.0,0.25,1.0,0.375,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,1.0,0.25,0.5699,0.437975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2011,2010-11,False
1889-200746-200750-201587-2222,1610612757,"Andre Miller, LaMarcus Aldridge, Brandon Roy, Nicolas Batum, Gerald Wallace","Miller, Aldridge, Roy, Batum, Wallace",1889-200746-200750-201587-2222,POR,416.0,3,7.0,-12.0,12.0,12.0,8.0,24,1.0,2.0,2.0,1.0,4.0,8.0,3.0,2.0,10.0,22.0,6.0,,1.0,3.0,3.0,2.0,5.0,3.0,3.0,,1.0,10.0,0.5,0.36363636363636365,0.38461538461538464,0.2727272727272727,,,0.75,0.3333333333333333,0.75,0.2857142857142857,1.0,,0.5,83.07692307692308,15.75,18.916666666666668,15.5,17.166666666666668,0.18181818181818182,0.5,0.5,0.18181818181818182,0.09090909090909091,0.6363636363636364,0.5167454545454545,0.08333333333333333,0.1111111111111111,6.95,23.7,1.0,,,1.0,,1.0,,,,0.08333333333333333,,,,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,,1.0,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,2.0,3.0,2.0,0.25,0.25,,,,0.25,,0.36363636363636365,0.75,0.75,0.3333333333333333,,,1.0,0.5,,0.622525,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.18181818181818182,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2011,2010-11,False
1889-200746-200750-202083-2222,1610612757,"Andre Miller, LaMarcus Aldridge, Brandon Roy, Wesley Matthews, Gerald Wallace","Miller, Aldridge, Roy, Matthews, Wallace",1889-200746-200750-202083-2222,POR,1077.0,3,18.0,12.0,33.0,31.0,11.0,64,5.0,11.0,4.0,2.0,14.0,24.0,6.0,9.0,43.0,31.0,18.0,1.0,,6.0,13.0,2.0,15.0,7.0,9.0,,4.0,41.0,0.5833333333333334,0.5666666666666667,0.6323529411764706,0.2,0.041666666666666664,0.09090909090909091,0.6666666666666666,,0.7333333333333333,0.14285714285714285,,0.6666666666666666,0.75,85.57103064066852,16.09090909090909,17.612903225806452,15.545454545454545,17.161290322580644,0.36666666666666664,0.45454545454545453,0.5,0.13333333333333333,0.06666666666666667,0.5,0.4847533333333333,0.12121212121212122,0.14814814814814814,7.566666666666666,24.183333333333334,7.0,,4.0,1.0,4.0,7.0,,0.2857142857142857,0.09302325581395349,0.21212121212121213,5.0,0.8333333333333334,1.0,4.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,8.0,9.0,1.0,2.0,1.0,2.0,2.0,5.0,10.0,5.0,7.0,2.0,16.0,2.0,2.0,1.0,,,,1.0,,0.35714285714285715,0.35714285714285715,0.4,0.2857142857142857,,0.2,0.16666666666666666,0.3,0.8888888888888888,0.8888888888888888,0.25,0.25,0.25,0.5,0.2857142857142857,0.53665,0.4520071428571429,,4.0,2.0,4.0,,,,,,,,,0.13333333333333333,,1.0,2.0,2.0,2.0,2.0,1.0,2.0,6.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,1.0,0.3333333333333333,0.8,0.4,1.0,0.5,0.5,1.0,1.0,1.0,0.2857142857142857,0.5,0.046511627906976744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2011,2010-11,False
1889-200746-200750-202083-948,1610612757,"Andre Miller, LaMarcus Aldridge, Brandon Roy, Wesley Matthews, Marcus Camby","Miller, Aldridge, Roy, Matthews, Camby",1889-200746-200750-202083-948,POR,384.0,1,6.0,-9.0,12.0,12.0,12.0,24,,,5.0,2.0,4.0,10.0,3.0,,8.0,17.0,4.0,,,1.0,4.0,2.0,6.0,,,,,6.0,0.4,0.3076923076923077,0.3076923076923077,0.23076923076923078,,,1.0,,1.0,0.2222222222222222,,1.0,,90.0,18.333333333333332,13.666666666666666,18.25,13.666666666666666,,,,0.38461538461538464,0.15384615384615385,0.6153846153846154,0.49133076923076924,,,9.66,23.53333333333333,,,,,,,,,,,3.0,1.0,,,,,,,,,1.0,3.0,5.0,2.0,,1.0,2.0,,,4.0,2.0,2.0,2.0,4.0,2.0,,,,,1.0,,,0.5,0.6666666666666666,,,,0.3333333333333333,,0.38461538461538464,0.6,0.6,0.6666666666666666,0.2,0.2,1.0,,0.5979,,,1.0,,1.0,1.0,1.0,1.0,,,,0.5,0.1111111111111111,0.07692307692307693,,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,,0.5,0.5,0.5,,0.25,1.0,,,,,,0.5,,,,0.25,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2011,2010-11,False
1889-200746-200750-2222-948,1610612757,"Andre Miller, LaMarcus Aldridge, Brandon Roy, Gerald Wallace, Marcus Camby","Miller, Aldridge, Roy, Wallace, Camby",1889-200746-200750-2222-948,POR,96.0,1,2.0,-3.0,3.0,2.0,,5,,1.0,,,,1.0,2.0,,,3.0,,,,1.0,1.0,,1.0,,,,,,,,,0.6666666666666666,,,1.0,,1.0,,,1.0,,75.0,19.666666666666668,18.5,19.666666666666668,18.5,0.3333333333333333,,,,,0.6666666666666666,0.5216333333333333,,,6.4,24.55,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2011,2010-11,False
1889-200746-201164-201587-2222,1610612757,"Andre Miller, LaMarcus Aldridge, Rudy Fernandez, Nicolas Batum, Gerald Wallace","Miller, Aldridge, Fernandez, Batum, Wallace",1889-200746-201164-201587-2222,POR,212.0,2,4.0,1.0,6.0,7.0,,13,2.0,4.0,1.0,,4.0,6.0,1.0,,8.0,7.0,2.0,2.0,,,1.0,2.0,3.0,,,,,8.0,0.6666666666666666,0.5714285714285714,0.5714285714285714,0.14285714285714285,0.3333333333333333,0.5,,,0.25,0.6666666666666666,,,,88.30188679245283,16.0,16.571428571428573,14.833333333333334,15.571428571428571,0.5714285714285714,0.5,1.0,0.14285714285714285,,0.2857142857142857,0.45948571428571433,,,7.433333333333334,24.6,4.0,,4.0,,4.0,4.0,,0.5,0.5,0.6666666666666666,1.0,1.0,,1.0,,,,,,,1.0,1.0,1.0,,1.0,1.0,,2.0,3.0,6.0,3.0,3.0,1.0,6.0,2.0,1.0,,,,1.0,1.0,,0.75,0.75,0.6666666666666666,0.5,,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,1.0,1.0,,0.25,0.4596,0.499125,,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,0.14285714285714285,,,1.0,,1.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,0.5,1.0,,,,,1.0,0.25,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2011,2010-11,False
