Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Date,GameId,Opponent,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceFG3M,Fg3aBlocked,Corner3Assists,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Offensive Fouls,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Season,year,SeasonType,team_id,team
48:00,88,88,34,43,18,176,16,30,9,14,5,12,8,19,8,19,2,1,6,17,1,2,5,32,68,6,19,24,106,9,15,1,3,21,10,25,2,6,15,41,30,34,15,3,18,2.0,15,6,5,15,5,20,5,5,3,7,45,4,16,10,20,4,34,20,54,3,11,5,6,6,3,2,3,1.0,8,2.0,3,10,26,1,33,3.0,2,11,6,2,1.0,1.0,1.0,1,3,3,1,1.0,85,41,34,7,0.46875,0.6521739130434783,0.8333333333333334,0.3157894736842105,0.3333333333333333,0.35294117647058826,0.47058823529411764,0.6,0.4,0.47126436781609193,0.5625,0.41935483870967744,0.5198019801980198,0.5833333333333334,0.5125,0.21839080459770116,0.07352941176470588,0.06666666666666667,0.10526315789473684,0.05263157894736842,0.75,0.8,0.7407407407407407,0.4444444444444444,0.7692307692307693,0.4,0.75,0.43478260869565216,0.5714285714285714,0.18181818181818182,0.5454545454545454,0.375,0.5,0.625,0.75,0.8181818181818182,0.8,0.6666666666666666,0.07317073170731707,88.0,1.0,16.943181818181817,15.784090909090908,15.806818181818182,14.920454545454545,0.3448275862068966,0.5333333333333333,0.5714285714285714,0.3125,0.21839080459770116,0.42105263157894735,0.47058823529411764,0.375,0.21839080459770116,0.42105263157894735,0.4444444444444444,0.875,0.022988505747126436,0.19540229885057472,0.35294117647058826,0.35294117647058826,0.8333333333333334,0.875,0.6428571428571429,0.0625,0.3870967741935484,0.4166666666666667,0.03225806451612903,0.16129032258064516,0.4,0.5632183908045977,0.4,0.4802205882352941,0.5374461538461538,0.45876666666666666,0.11578947368421053,0.14473684210526316,0.19811320754716982,0.3867924528301887,7.548529411764705,28.23157894736842,0.38636363636363635,2001-04-22,0040000005,LAL,,,,,,,,,,,,,,,,,,,,,,,,,2000-01,2001,Playoffs,1610612757,POR
48:00,92,91,16,26,18,183,23,31,5,6,3,4,8,21,6,15,6,1,3,16,1,1,3,37,67,6,22,14,106,7,11,3,2,19,4,10,2,4,2,16,52,22,15,3,6,,16,3,6,26,5,31,2,16,5,5,67,5,14,11,18,4,33,19,52,1,11,5,6,6,5,9,1,,15,2.0,1,8,24,2,23,2.0,4,7,2,1,,,,1,1,1,1,1.0,87,16,16,5,0.7027027027027027,0.7647058823529411,0.8333333333333334,0.2727272727272727,0.5,0.2727272727272727,0.5522388059701493,0.6363636363636364,0.4,0.5168539325842697,0.6071428571428571,0.5,0.5257731958762887,0.5588235294117647,0.5,0.24719101123595505,0.08955223880597014,0.0967741935483871,0.14285714285714285,,0.4,1.0,0.75,0.4827586206896552,0.7857142857142857,0.3333333333333333,0.7631578947368421,0.4318181818181818,0.75,0.5384615384615384,0.125,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.8461538461538461,,0.02702702702702703,91.5,1.0,16.217391304347824,15.252747252747254,15.304347826086957,14.68131868131868,0.34831460674157305,0.7419354838709677,0.8214285714285714,0.6956521739130435,0.23595505617977527,0.38095238095238093,0.4444444444444444,0.625,0.16853932584269662,0.4,0.4,0.8333333333333334,0.06741573033707865,0.1797752808988764,0.1875,0.2,0.6666666666666666,0.42857142857142855,0.8333333333333334,0.07142857142857142,0.2857142857142857,0.75,0.07142857142857142,0.21428571428571427,0.3333333333333333,0.5955056179775281,0.1875,0.48851874999999995,0.48824500000000004,0.4405071428571428,0.08421052631578947,0.09722222222222222,0.1792452830188679,0.1509433962264151,6.797014925373134,25.25,0.17391304347826086,2001-04-26,0040000015,LAL,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,0.3333333333333333,0.045454545454545456,0.0625,0.5,0.5,1.0,0.6,0.14285714285714285,0.5,1.0,1.0,0.043478260869565216,2000-01,2001,Playoffs,1610612757,POR
48:00,95,96,30,31,11,191,17,23,5,5,9,12,6,18,9,21,4,2,4,15,1,1,4,32,62,4,19,23,99,8,10,1,1,17,11,20,1,6,9,34,44,20,9,3,8,,15,4,2,22,3,25,3,12,3,7,53,3,9,14,28,1,43,12,55,1,8,4,4,7,6,5,1,,12,,2,6,17,1,30,,1,9,4,2,,,1.0,1,2,2,1,,82,34,30,2,0.6875,0.7857142857142857,0.75,0.21052631578947367,0.16666666666666666,0.21052631578947367,0.5161290322580645,0.8,0.55,0.4691358024691358,0.7272727272727273,0.4807692307692308,0.5157894736842106,0.7083333333333334,0.532258064516129,0.2345679012345679,0.03225806451612903,0.08695652173913043,,,0.5833333333333334,1.0,0.7567567567567568,0.3,0.8235294117647058,0.2,0.7777777777777778,0.26666666666666666,0.3333333333333333,0.3333333333333333,0.25,0.18181818181818182,0.25,0.7,0.7142857142857143,0.8,0.7857142857142857,1.0,0.023255813953488372,95.5,1.0,15.452631578947368,14.708333333333334,15.031578947368422,14.447916666666666,0.2839506172839506,0.7391304347826086,0.8095238095238095,0.7058823529411765,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.5,0.25925925925925924,0.42857142857142855,0.42857142857142855,0.7777777777777778,0.04938271604938271,0.18518518518518517,0.26666666666666666,0.26666666666666666,0.75,0.45454545454545453,1.0,0.09090909090909091,0.46153846153846156,0.75,0.07692307692307693,0.15384615384615385,0.25,0.5185185185185185,0.26666666666666666,0.4860098765432099,0.489825,0.5190576923076923,0.10989010989010989,0.1267605633802817,0.1717171717171717,0.3434343434343434,8.95483870967742,24.45263157894737,0.3157894736842105,2001-04-29,0040000022,LAL,,,,,,,,3.0,1.0,1.0,1.0,,,,,,,,0.4,,,,,0.05,2000-01,2001,Playoffs,1610612757,POR
