EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,DefPoss,TotalPoss,DefTwoPtRebounds,DefRebounds,Rebounds,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,Minutes,PlusMinus,OffPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGA,ShortMidRangeAssists,OffThreePtRebounds,LostBallTurnovers,ShootingFouls,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,OffThreePtReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,Corner3Frequency,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,Corner3Assists,LostBallSteals,SecondChanceFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedAtRim,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,ShortMidRangePctBlocked,OffArc3ReboundPct,PenaltyArc3Accuracy,PtsPutbacks,SelfOReb,Travels,Clear Path Fouls,Loose Ball Fouls,DefCorner3ReboundPct,SelfORebPct,SecondChanceArc3FGA,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceArc3Frequency,Defensive 3 Seconds Violations,SecondChanceArc3FGM,FTOffRebounds,OffFTReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,PtsUnassisted3s,StepOutOfBoundsTurnovers,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedLongMidRange,OffensiveGoaltends,3SecondViolations,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,DefensiveGoaltends,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockedCorner3,team_id,year,season,team_vs
101106-101111-101141-1863-200786,1610612749,"Andrew Bogut, Charlie Villanueva, Ersan Ilyasova, Earl Boykins, David Noel","Bogut, Villanueva, Ilyasova, Boykins, Noel",101106-101111-101141-1863-200786,MIL,16.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2007,2006-07,False
101106-101111-101141-1863-2294,1610612749,"Andrew Bogut, Charlie Villanueva, Ersan Ilyasova, Earl Boykins, Charlie Bell","Bogut, Villanueva, Ilyasova, Boykins, Bell",101106-101111-101141-1863-2294,MIL,785.0,2,27.0,54.0,5.0,11.0,15.0,0.5555555555555556,0.6666666666666666,0.75,99.05732484076432,14.185185185185185,12.518518518518519,13.0,-2.0,27.0,13.0,10.0,4.0,4.0,8.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,7.0,1.0,4.0,1.0,6.0,17.0,1.0,4.0,8.0,23.0,25.0,2.0,3.0,1.0,5.0,2.0,7.0,1.0,7.0,11.0,6.0,6.0,3.0,4.0,1.0,2.0,3.0,1.0,4.0,1.0,2.0,1.0,9.0,4.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,6.0,2.0,8.0,1.0,1.0,13.0,1.0,4.0,3.0,18.0,11.0,13.0,2.0,3.0,0.5,0.5,1.0,0.25,0.25,0.35294117647058826,0.6666666666666666,0.2857142857142857,0.35714285714285715,0.6666666666666666,0.25,0.42592592592592593,0.8333333333333334,0.39285714285714285,0.19047619047619047,0.11764705882352941,0.125,0.14285714285714285,0.25,1.0,0.36363636363636365,0.8333333333333334,0.2857142857142857,1.0,0.5,0.3333333333333333,0.5,1.0,14.88888888888889,14.666666666666666,0.38095238095238093,0.5,0.5714285714285714,0.5,0.09523809523809523,0.5,0.5,0.3333333333333333,0.14285714285714285,0.16666666666666666,1.0,0.19047619047619047,0.25,0.25,1.0,1.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.125,0.5714285714285714,0.25,0.4599642857142857,0.6029,0.42599375,0.16666666666666666,0.2,0.21739130434782608,0.4782608695652174,8.570588235294117,26.8,0.48148148148148145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2007,2006-07,False
101106-101111-101141-1863-2590,1610612749,"Andrew Bogut, Charlie Villanueva, Ersan Ilyasova, Earl Boykins, Mo Williams","Bogut, Villanueva, Ilyasova, Boykins, Williams",101106-101111-101141-1863-2590,MIL,276.0,3,10.0,20.0,3.0,3.0,5.0,0.75,0.75,1.0,104.34782608695653,13.3,13.2,5.0,-3.0,10.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,,,2.0,4.0,,,,,,3.0,7.0,,1.0,,6.0,9.0,1.0,1.0,,2.0,,,,,,4.0,2.0,,,,1.0,2.0,,2.0,,,,4.0,1.0,,,2.0,,,1.0,,2.0,3.0,1.0,,6.0,2.0,3.0,,2.0,,,,,4.0,,1.0,,,0.6666666666666666,0.6666666666666666,,,,0.42857142857142855,1.0,,0.375,1.0,,0.375,1.0,,0.125,0.14285714285714285,0.3333333333333333,,0.3333333333333333,,0.25,,0.4,,,1.0,0.5,,14.3,13.4,0.375,0.3333333333333333,0.5,,0.5,0.5,0.5,,,,,,,,,1.0,1.0,,,,,0.5,,0.47786875,,,,,0.3333333333333333,,6.085714285714286,23.7,0.1,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2007,2006-07,False
101106-101111-101141-1863-2696,1610612749,"Andrew Bogut, Charlie Villanueva, Ersan Ilyasova, Earl Boykins, Lynn Greer","Bogut, Villanueva, Ilyasova, Boykins, Greer",101106-101111-101141-1863-2696,MIL,17.0,1,2.0,3.0,,,,,,,254.11764705882354,7.0,7.0,,-4.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,2.0,2.0,6.0,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,2.0,2.0,2.0,1.0,,2.0,,,,,,,,,,,,0.5,,0.5,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2007,2006-07,False
101106-101111-101141-200786-2696,1610612749,"Andrew Bogut, Charlie Villanueva, Ersan Ilyasova, David Noel, Lynn Greer","Bogut, Villanueva, Ilyasova, Noel, Greer",101106-101111-101141-200786-2696,MIL,32.0,1,1.0,3.0,,,,,,,135.0,3.0,3.0,1.0,-2.0,2.0,2.0,,,,,,,,,,,,1.0,,,,,1.0,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,14.5,14.5,,,,,,,,1.0,,,,,,,,,,,,,,,,0.2683,,0.2683,,,,,16.2,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2007,2006-07,False
101106-101111-101141-2294-2696,1610612749,"Andrew Bogut, Charlie Villanueva, Ersan Ilyasova, Charlie Bell, Lynn Greer","Bogut, Villanueva, Ilyasova, Bell, Greer",101106-101111-101141-2294-2696,MIL,178.0,1,5.0,11.0,1.0,1.0,2.0,1.0,1.0,1.0,88.98876404494382,17.2,15.0,3.0,3.0,6.0,,,1.0,1.0,2.0,,,,,,,1.0,1.0,1.0,1.0,,2.0,3.0,3.0,3.0,,13.0,10.0,,,,3.0,,,,,,2.0,2.0,9.0,1.0,1.0,,1.0,3.0,4.0,1.0,1.0,,11.0,1.0,,,1.0,1.0,,1.0,1.0,,1.0,,,1.0,,,,,,,,,10.0,,,,,0.5,0.5,1.0,1.0,1.0,0.6666666666666666,,,1.0833333333333333,1.5,,1.0833333333333333,1.5,,0.5,,,,1.0,,1.0,,1.0,,,,,,15.333333333333334,14.833333333333334,0.3333333333333333,0.5,0.5,1.0,,,,0.16666666666666666,1.0,1.0,,0.16666666666666666,1.0,1.0,1.0,,,,,,,0.8333333333333334,1.0,0.56665,0.63345,,,,0.23076923076923078,,4.966666666666667,23.8,,2.0,,,,1.0,,,,,,1.0,,,,0.3333333333333333,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2007,2006-07,False
101106-101111-1730-2294-2590,1610612749,"Andrew Bogut, Charlie Villanueva, Brian Skinner, Charlie Bell, Mo Williams","Bogut, Villanueva, Skinner, Bell, Williams",101106-101111-1730-2294-2590,MIL,59.0,1,1.0,2.0,,,,,,,48.8135593220339,30.0,30.0,1.0,-3.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,1.0,,,,,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,29.0,,,,,,,,1.0,,,,,,,,,,,,,,,,0.3247,,0.3247,,,,,20.5,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2007,2006-07,False
101106-101111-1730-2590-2696,1610612749,"Andrew Bogut, Charlie Villanueva, Brian Skinner, Mo Williams, Lynn Greer","Bogut, Villanueva, Skinner, Williams, Greer",101106-101111-1730-2590-2696,MIL,90.0,1,3.0,6.0,1.0,1.0,1.0,1.0,1.0,,96.0,16.333333333333332,16.333333333333332,2.0,-3.0,3.0,,,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,1.0,,2.0,5.0,,,,,,,,,,2.0,,,1.0,,,1.0,,1.0,,,1.0,2.0,,,,,,,,,1.0,1.0,,,2.0,1.0,1.0,,,,,,,2.0,,,,,1.0,1.0,,,,1.0,,,0.5,,,0.5,,,0.5,,,,,,,,,,,1.0,,,13.666666666666666,13.666666666666666,,,,,,,,0.5,1.0,1.0,1.0,0.5,,,,,,,,,,0.5,,0.440725,,,,,,,17.7,27.1,,,,,,1.0,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2007,2006-07,False
101106-101111-1739-1863-200786,1610612749,"Andrew Bogut, Charlie Villanueva, Ruben Patterson, Earl Boykins, David Noel","Bogut, Villanueva, Patterson, Boykins, Noel",101106-101111-1739-1863-200786,MIL,147.0,1,5.0,10.0,1.0,1.0,3.0,0.5,0.5,,97.95918367346938,16.2,16.0,2.0,4.0,5.0,5.0,5.0,2.0,,,,,,,1.0,2.0,,,2.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,10.0,6.0,1.0,1.0,,2.0,1.0,2.0,3.0,2.0,10.0,2.0,,6.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,,,8.0,1.0,,,2.0,,,1.0,1.0,,1.0,1.0,1.0,2.0,,1.0,,,2.0,,,1.0,8.0,10.0,5.0,,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,1.0,0.5,0.8,1.0,0.8,0.8333333333333334,1.0,0.8333333333333334,0.6,0.5,,,1.0,,1.0,,1.0,1.0,,,1.0,,13.2,11.6,,,,,0.4,0.5,1.0,,,,,0.6,0.6666666666666666,0.6666666666666666,1.0,,,,,,0.6,0.6,0.6666666666666666,0.51815,0.496,0.51815,,,0.2,1.0,4.55,26.8,1.0,,1.0,1.0,,2.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,2.0,2.0,0.6666666666666666,0.5,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2007,2006-07,False
101106-101111-1739-1863-2294,1610612749,"Andrew Bogut, Charlie Villanueva, Ruben Patterson, Earl Boykins, Charlie Bell","Bogut, Villanueva, Patterson, Boykins, Bell",101106-101111-1739-1863-2294,MIL,713.0,4,25.0,49.0,7.0,11.0,15.0,0.6363636363636364,0.6666666666666666,1.0,98.96213183730715,15.16,14.92,12.0,-2.0,24.0,9.0,7.0,3.0,5.0,12.0,2.0,3.0,3.0,4.0,2.0,4.0,1.0,4.0,,2.0,2.0,8.0,20.0,,3.0,3.0,19.0,21.0,2.0,3.0,,4.0,4.0,6.0,2.0,3.0,11.0,4.0,12.0,,2.0,,3.0,2.0,,2.0,,1.0,,4.0,4.0,3.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,3.0,,,6.0,1.0,4.0,1.0,,4.0,,1.0,1.0,15.0,11.0,9.0,2.0,1.0,0.25,0.3333333333333333,,,,0.4,0.6666666666666666,0.6666666666666666,0.34782608695652173,0.5,0.5,0.38,0.5,0.55,0.13043478260869565,0.15,0.16666666666666666,,0.3333333333333333,1.0,0.3333333333333333,0.75,0.26666666666666666,,,0.3333333333333333,1.0,0.6666666666666666,13.916666666666666,12.958333333333334,0.5217391304347826,0.4166666666666667,0.5,0.2,0.17391304347826086,0.5,0.6666666666666666,0.17391304347826086,0.25,0.25,,0.08695652173913043,,,,0.75,0.6666666666666666,,0.5,0.75,0.25,0.6521739130434783,,0.5147173913043478,0.5560875,0.52325625,0.041666666666666664,0.047619047619047616,0.21052631578947367,0.5789473684210527,5.75,25.833333333333332,0.375,1.0,1.0,,,2.0,1.0,,1.0,,,0.5714285714285714,,,0.5,0.043478260869565216,,,1.0,,1.0,,,,,,,0.25,,,1.0,,,,0.25,,,4.0,1.0,1.0,1.0,1.0,1.0,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2007,2006-07,False
