EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,Corner3FGA,Arc3FGM,Arc3FGA,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,OffRebounds,ShootingFouls,Fouls,2pt And 1 Free Throw Trips,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,LiveBallTurnovers,BadPassTurnovers,Turnovers,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,LiveBallTurnoverPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyCorner3FGA,PenaltyFG3A,OffThreePtRebounds,OffThreePtReboundPct,OffCorner3ReboundPct,PenaltyCorner3Frequency,LongMidRangeFGM,Offensive Fouls Drawn,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,DefThreePtRebounds,DefThreePtReboundPct,DefArc3ReboundPct,Fg2aBlocked,SelfOReb,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,AtRimPctBlocked,OffAtRimReboundPct,SelfORebPct,DeadBallTurnovers,PenaltyTurnovers,Corner3FGM,PtsAssisted3s,ThreePtAssists,Corner3Assists,Assisted3sPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,Arc3Assists,PenaltyFg3Pct,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimAssists,LongMidRangeAssists,FTOffRebounds,Steals,BadPassSteals,LostBallSteals,LostBallTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,BlockedAtRim,3SecondViolations,ShortMidRangePctBlocked,OffFTReboundPct,DefAtRimReboundPct,AtRimPctAssisted,LongMidRangePctAssisted,DefCorner3ReboundPct,SecondChanceArc3FGA,SecondChanceFG3A,Fg3aBlocked,LostBallOutOfBoundsTurnovers,DefensiveGoaltends,FG3APctBlocked,Corner3PctBlocked,OffShortMidRangeReboundPct,SecondChanceArc3Frequency,PenaltyCorner3FGM,Loose Ball Fouls Drawn,OffArc3ReboundPct,PenaltyCorner3Accuracy,Technical Free Throw Trips,SecondChanceAtRimPctAssisted,BadPassOutOfBoundsTurnovers,Travels,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange,StepOutOfBoundsTurnovers,HeaveAttempts,SecondChanceArc3FGM,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Defensive 3 Seconds Violations,Blocked3s,BlockedArc3,team_id,year,season,team_vs
101145-101235-1733-2554-2694,1610612744,"Monta Ellis, Kelenna Azubuike, Al Harrington, Mickael Pietrus, Josh Powell","Ellis, Azubuike, Harrington, Pietrus, Powell",101145-101235-1733-2554-2694,GSW,45.0,1,1.0,-2.0,2.0,2.0,2.0,2.0,4,,,,,,,,2.0,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,128.0,13.5,9.0,10.5,9.0,,,,,1.0,,0.2906,,,,,1.0,2.0,,2.0,,1.0,,2.0,,,,,2.0,,1.0,,,,2.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,0.5,0.5,,1.0,,,,,,,,1.0,,1.0,,0.2771,0.2906,,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.5,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2007,2006-07,True
101145-101235-1733-2554-2740,1610612744,"Monta Ellis, Kelenna Azubuike, Al Harrington, Mickael Pietrus, Andris Biedrins","Ellis, Azubuike, Harrington, Pietrus, Biedrins",101145-101235-1733-2554-2740,GSW,58.0,1,1.0,,2.0,2.0,2.0,2.0,4,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,2.0,,,,,,,,1.0,1.0,1.0,99.3103448275862,21.5,7.5,21.5,7.5,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2007,2006-07,True
101145-101235-1884-2440-2554,1610612744,"Monta Ellis, Kelenna Azubuike, Baron Davis, Matt Barnes, Mickael Pietrus","Ellis, Azubuike, Davis, Barnes, Pietrus",101145-101235-1884-2440-2554,GSW,3.0,1,,,1.0,,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,480.0,3.0,,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2007,2006-07,True
101145-101235-2202-2440-2554,1610612744,"Monta Ellis, Kelenna Azubuike, Jason Richardson, Matt Barnes, Mickael Pietrus","Ellis, Azubuike, Richardson, Barnes, Pietrus",101145-101235-2202-2440-2554,GSW,61.0,1,1.0,1.0,2.0,2.0,,2.0,4,1.0,,,1.0,1.0,,3.0,2.0,,,,,,1.0,,1.0,1.0,,,,3.0,,,1.0,1.0,0.75,0.75,,0.5,,1.0,1.0,,94.42622950819673,10.5,20.0,10.5,20.0,0.5,,,,0.5,,0.515025,,,,22.4,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,3.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,22.2,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2007,2006-07,True
101145-101235-2440-2554-2694,1610612744,"Monta Ellis, Kelenna Azubuike, Matt Barnes, Mickael Pietrus, Josh Powell","Ellis, Azubuike, Barnes, Pietrus, Powell",101145-101235-2440-2554-2694,GSW,36.0,1,1.0,-1.0,2.0,2.0,2.0,2.0,4,,1.0,1.0,1.0,1.0,,3.0,4.0,,3.0,,1.0,1.0,,,,,,,,3.0,3.0,2.0,1.0,1.0,1.5,1.5,1.5,1.0,,,,,160.0,12.5,5.5,12.5,5.5,,1.0,1.0,1.0,1.0,1.0,0.47655,,,1.0,23.8,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,3.0,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,0.47655,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2007,2006-07,True
101145-1536-1733-1884-2202,1610612744,"Monta Ellis, Stephen Jackson, Al Harrington, Baron Davis, Jason Richardson","Ellis, Jackson, Harrington, Davis, Richardson",101145-1536-1733-1884-2202,GSW,2116.0,4,35.0,6.0,78.0,80.0,12.0,10.0,158,2.0,,6.0,1.0,8.0,17.0,84.0,78.0,6.0,14.0,,6.0,,19.0,1.0,31.0,37.0,18.0,18.0,11.0,77.0,14.0,12.0,0.125,0.125,0.5317460317460317,0.6,0.5833333333333334,0.12698412698412698,1.0,0.8636363636363636,0.8108108108108109,0.8181818181818182,107.52362948960302,15.448717948717949,11.3875,14.935897435897436,10.8625,0.031746031746031744,0.09523809523809523,,,0.5238095238095238,,0.509302380952381,0.15714285714285714,0.1774193548387097,0.16666666666666666,24.1625,0.15384615384615385,5.0,20.0,25.0,2.0,2.0,3.0,4.0,5.0,7.0,23.0,32.0,55.0,3.0,3.0,1.0,7.0,4.0,8.0,34.0,30.0,4.0,17.0,18.0,1.0,37.0,5.0,6.0,10.0,18.0,4.0,0.53125,0.5666666666666667,0.5818181818181818,1.0,0.5,1.0,0.4444444444444444,0.875,0.21739130434782608,0.16666666666666666,0.1875,0.3968253968253968,0.8,0.8695652173913043,0.1111111111111111,0.7142857142857143,0.8333333333333334,0.2,0.36507936507936506,0.6666666666666666,1.0,0.4444444444444444,0.75,0.5375666666666666,0.49567222222222224,0.08333333333333333,8.558181818181819,10.0,6.0,14.0,4.0,,4.0,3.0,0.7142857142857143,1.0,0.75,,,,1.0,,,,,7.0,2.0,0.30434782608695654,0.30434782608695654,11.0,0.7333333333333333,0.7857142857142857,3.0,,,0.05454545454545454,0.08,0.4,,4.0,2.0,1.0,3.0,1.0,1.0,1.0,0.5,0.5,1.0,,1.0,,,,,0.1111111111111111,,12.0,4.0,1.0,7.0,5.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,0.14285714285714285,1.0,0.8888888888888888,0.6,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2007,2006-07,True
101145-1536-1733-1884-2440,1610612744,"Monta Ellis, Stephen Jackson, Al Harrington, Baron Davis, Matt Barnes","Ellis, Jackson, Harrington, Davis, Barnes",101145-1536-1733-1884-2440,GSW,342.0,4,6.0,4.0,11.0,12.0,6.0,8.0,23,,1.0,1.0,1.0,1.0,2.0,17.0,13.0,2.0,10.0,,1.0,1.0,2.0,,4.0,4.0,1.0,2.0,,17.0,10.0,6.0,1.0,1.0,1.0714285714285714,1.0625,1.0,0.14285714285714285,,1.0,1.0,1.0,96.84210526315789,17.727272727272727,12.25,17.727272727272727,12.25,,0.14285714285714285,1.0,1.0,0.42857142857142855,1.0,0.44233571428571433,,,0.5882352941176471,24.5,0.5454545454545454,,2.0,2.0,,,2.0,2.0,1.0,1.0,3.0,6.0,6.0,,,,,4.0,4.0,10.0,2.0,,5.0,6.0,1.0,13.0,,,2.0,2.0,,0.8333333333333334,0.8333333333333334,1.0,,1.0,,1.0,,,,,0.2857142857142857,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,0.42857142857142855,,,0.5,1.0,,0.42715,,11.933333333333332,2.0,1.0,3.0,,,,,0.6666666666666666,,,1.0,1.0,,,,,,,3.0,,1.0,1.0,2.0,1.0,,,,,,,,,1.0,1.0,,3.0,1.0,,1.0,,,,,,,1.0,,1.0,,,2.0,2.0,,1.0,1.0,,1.0,,,,,1.0,,,1.0,1.0,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2007,2006-07,True
101145-1536-1733-1884-2554,1610612744,"Monta Ellis, Stephen Jackson, Al Harrington, Baron Davis, Mickael Pietrus","Ellis, Jackson, Harrington, Davis, Pietrus",101145-1536-1733-1884-2554,GSW,545.0,3,9.0,-10.0,19.0,19.0,10.0,9.0,38,3.0,,1.0,1.0,4.0,2.0,11.0,21.0,2.0,8.0,,1.0,,2.0,1.0,6.0,9.0,3.0,4.0,,11.0,8.0,10.0,0.25,0.25,0.32142857142857145,0.34375,0.4444444444444444,0.2857142857142857,1.0,0.6666666666666666,0.625,1.0,100.40366972477064,16.42105263157895,12.263157894736842,15.631578947368421,10.736842105263158,0.21428571428571427,0.07142857142857142,,,0.7142857142857143,,0.501325,,,0.7272727272727273,24.15,0.5263157894736842,3.0,3.0,6.0,,,3.0,4.0,,1.0,3.0,3.0,10.0,,,,,3.0,5.0,4.0,2.0,,2.0,3.0,,7.0,3.0,3.0,6.0,9.0,,0.6666666666666666,0.6666666666666666,0.3,,0.6,,0.42857142857142855,,0.42857142857142855,0.3,0.3333333333333333,0.42857142857142855,0.5,0.75,0.07142857142857142,,,,0.21428571428571427,,,0.5714285714285714,0.75,0.50445,0.5072571428571429,,7.2299999999999995,2.0,2.0,6.0,1.0,1.0,1.0,,0.3333333333333333,0.5,,2.0,2.0,2.0,2.0,,,,0.2857142857142857,,,,,3.0,0.6,0.5,3.0,,1.0,0.3,0.3333333333333333,0.3333333333333333,,4.0,2.0,1.0,3.0,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,,,,,,,,,2.0,,,4.0,,4.0,,2.0,1.0,1.0,,,1.0,,,0.6666666666666666,,1.0,1.0,1.0,1.0,2.0,1.0,0.25,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2007,2006-07,True
101145-1536-1733-1884-2740,1610612744,"Monta Ellis, Stephen Jackson, Al Harrington, Baron Davis, Andris Biedrins","Ellis, Jackson, Harrington, Davis, Biedrins",101145-1536-1733-1884-2740,GSW,71.0,1,1.0,2.0,1.0,2.0,,,3,,,,,,,2.0,,,,,,,1.0,,1.0,1.0,,,,2.0,,,,,1.0,1.0,,,,1.0,0.5,1.0,60.84507042253521,36.0,17.5,36.0,16.5,,,,,,,0.4345,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,2.0,,,1.0,1.0,1.0,2.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2007,2006-07,True
101145-1536-1733-2202-2440,1610612744,"Monta Ellis, Stephen Jackson, Al Harrington, Jason Richardson, Matt Barnes","Ellis, Jackson, Harrington, Richardson, Barnes",101145-1536-1733-2202-2440,GSW,456.0,4,8.0,4.0,16.0,16.0,7.0,5.0,32,1.0,,1.0,1.0,2.0,3.0,16.0,12.0,,9.0,,1.0,,5.0,,7.0,14.0,5.0,4.0,1.0,10.0,9.0,7.0,0.5,0.5,0.40625,0.4444444444444444,0.75,0.125,,0.625,0.7,,101.05263157894737,17.875,10.625,13.5625,10.25,0.0625,0.0625,,,0.5,,0.44450625,0.058823529411764705,0.06666666666666667,0.5625,23.8,0.4375,5.0,2.0,6.0,2.0,4.0,2.0,3.0,2.0,3.0,5.0,5.0,14.0,2.0,6.0,2.0,6.0,3.0,4.0,6.0,4.0,2.0,3.0,4.0,2.0,9.0,5.0,7.0,2.0,3.0,,0.6,0.75,0.35714285714285715,0.3333333333333333,0.75,0.3333333333333333,0.75,0.42857142857142855,0.5555555555555556,0.6,,0.375,0.3333333333333333,0.4,0.1875,0.6666666666666666,0.6666666666666666,1.0,0.3125,0.6666666666666666,0.5,0.5,0.6666666666666666,0.4386333333333334,0.47953333333333337,0.375,9.007142857142856,4.0,3.0,4.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,2.0,1.0,1.0,,0.16666666666666666,1.0,2.0,0.2,0.2,2.0,1.0,1.0,1.0,1.0,1.0,0.07142857142857142,0.16666666666666666,1.0,0.1111111111111111,,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,0.5,,0.16666666666666666,,,1.0,1.0,,,,1.0,,,,1.0,,,1.0,0.8333333333333334,,1.0,1.0,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2007,2006-07,True
101145-1536-1733-2202-2554,1610612744,"Monta Ellis, Stephen Jackson, Al Harrington, Jason Richardson, Mickael Pietrus","Ellis, Jackson, Harrington, Richardson, Pietrus",101145-1536-1733-2202-2554,GSW,467.0,4,8.0,4.0,13.0,15.0,6.0,5.0,28,1.0,,,,1.0,5.0,19.0,15.0,3.0,9.0,,,,1.0,1.0,4.0,7.0,7.0,5.0,1.0,17.0,9.0,6.0,,,0.5833333333333334,0.6428571428571429,0.6666666666666666,0.08333333333333333,1.0,0.5,0.6,,86.33832976445396,19.692307692307693,14.066666666666666,18.23076923076923,13.733333333333333,0.08333333333333333,,,,0.5833333333333334,,0.506625,0.07692307692307693,0.08333333333333333,0.47368421052631576,22.3,0.46153846153846156,1.0,5.0,6.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,7.0,11.0,1.0,2.0,,2.0,3.0,5.0,12.0,2.0,,6.0,6.0,1.0,12.0,2.0,3.0,3.0,5.0,,0.8571428571428571,0.8571428571428571,0.6363636363636364,0.5,0.6,0.5,0.6,0.5,0.5,0.6,,0.5,0.8333333333333334,0.8333333333333334,0.3333333333333333,0.25,0.3333333333333333,1.0,0.08333333333333333,0.5,1.0,0.6,0.6666666666666666,0.4093,0.48390000000000005,0.10526315789473684,4.472727272727273,1.0,,2.0,2.0,1.0,2.0,1.0,0.5,,0.5,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,1.0,2.0,0.6666666666666666,1.0,1.0,1.0,,0.09090909090909091,,,0.25,1.0,,,,,,,,,,,,,,,,,,4.0,1.0,,2.0,,2.0,1.0,,,1.0,1.0,,0.25,,1.0,0.8,1.0,,,,,,,,,0.6666666666666666,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1610612744,2007,2006-07,True
101145-1536-1733-2202-2740,1610612744,"Monta Ellis, Stephen Jackson, Al Harrington, Jason Richardson, Andris Biedrins","Ellis, Jackson, Harrington, Richardson, Biedrins",101145-1536-1733-2202-2740,GSW,264.0,2,4.0,-1.0,10.0,10.0,6.0,7.0,20,1.0,,,,1.0,1.0,7.0,8.0,,6.0,,,,,1.0,3.0,4.0,2.0,2.0,1.0,5.0,6.0,6.0,,,0.42857142857142855,0.4375,0.6,0.14285714285714285,1.0,,0.5,,109.09090909090908,16.0,10.4,16.0,10.2,0.14285714285714285,,,,0.5714285714285714,,0.48545714285714286,0.125,0.14285714285714285,0.8571428571428571,23.2,0.6,1.0,1.0,3.0,1.0,1.0,1.0,2.0,,1.0,2.0,3.0,6.0,1.0,1.0,,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,,4.0,1.0,1.0,1.0,1.0,,0.6666666666666666,1.0,0.5,1.0,0.75,1.0,0.6,1.0,0.3333333333333333,0.25,,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.14285714285714285,,,,0.2857142857142857,1.0,1.0,0.4,0.5,0.5634,0.47302,0.2857142857142857,8.066666666666666,2.0,1.0,3.0,1.0,,1.0,,0.6666666666666666,,,,,1.0,1.0,,,,0.2,2.0,1.0,1.0,1.0,2.0,0.6666666666666666,,,,,,,0.5,,1.0,2.0,,,,,,,,,,,,,,,,,,2.0,,1.0,,1.0,1.0,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1610612744,2007,2006-07,True
101145-1536-1733-2440-2554,1610612744,"Monta Ellis, Stephen Jackson, Al Harrington, Matt Barnes, Mickael Pietrus","Ellis, Jackson, Harrington, Barnes, Pietrus",101145-1536-1733-2440-2554,GSW,582.0,5,10.0,15.0,23.0,23.0,20.0,12.0,46,2.0,2.0,5.0,3.0,7.0,2.0,31.0,16.0,2.0,29.0,,5.0,2.0,6.0,1.0,9.0,12.0,3.0,4.0,2.0,29.0,29.0,20.0,0.42857142857142855,0.42857142857142855,0.6304347826086957,0.6458333333333334,0.6590909090909091,0.30434782608695654,1.0,0.6666666666666666,0.6666666666666666,0.5,113.81443298969073,15.478260869565217,9.826086956521738,14.521739130434783,9.130434782608695,0.08695652173913043,0.21739130434782608,0.4,0.4,0.6086956521739131,0.4,0.5044282608695653,0.08695652173913043,0.125,0.9354838709677419,24.285714285714285,0.8695652173913043,2.0,7.0,7.0,1.0,1.0,6.0,6.0,2.0,3.0,6.0,10.0,16.0,1.0,2.0,,2.0,9.0,14.0,12.0,8.0,,6.0,9.0,1.0,21.0,1.0,3.0,1.0,5.0,2.0,0.6,0.6,0.625,0.5,0.6428571428571429,0.5,0.6428571428571429,0.5,0.16666666666666666,0.3,0.2,0.30434782608695654,1.0,1.0,0.13043478260869565,0.6666666666666666,0.6666666666666666,0.5,0.2608695652173913,0.5,1.0,0.2857142857142857,1.0,0.6238,0.5008928571428571,0.06451612903225806,8.55,2.0,1.0,3.0,5.0,1.0,5.0,4.0,0.6666666666666666,1.0,0.8,1.0,1.0,2.0,7.0,2.0,0.5,1.0,0.09523809523809523,1.0,,0.16666666666666666,0.16666666666666666,2.0,0.6666666666666666,0.6666666666666666,,1.0,3.0,,,,0.1,1.0,2.0,1.0,9.0,3.0,1.0,1.0,0.5,0.5,1.0,2.0,5.0,3.0,2.0,0.42857142857142855,1.0,0.23809523809523808,0.4,5.0,,,1.0,,1.0,1.0,1.0,,,4.0,,,,0.6,0.7142857142857143,,,,,,,,,,,,1.0,,0.3333333333333333,0.5,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1610612744,2007,2006-07,True
101145-1536-1733-2440-2740,1610612744,"Monta Ellis, Stephen Jackson, Al Harrington, Matt Barnes, Andris Biedrins","Ellis, Jackson, Harrington, Barnes, Biedrins",101145-1536-1733-2440-2740,GSW,150.0,3,2.0,2.0,4.0,5.0,2.0,,9,1.0,,,,1.0,3.0,5.0,3.0,2.0,2.0,,,,,,,2.0,3.0,4.0,2.0,2.0,2.0,2.0,,,0.25,0.4166666666666667,0.5,0.25,,,,,86.4,22.0,12.4,18.25,11.6,0.25,,,,0.25,,0.3805375,0.3333333333333333,0.4,0.4,22.7,0.5,2.0,,,,,,,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,,1.0,2.0,,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,1.0,1.0,0.3333333333333333,1.0,,1.0,,0.75,0.5,0.6666666666666666,0.5,,,,0.25,1.0,1.0,1.0,0.5,,,,,,0.3141,0.6,15.666666666666666,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2007,2006-07,True
101145-1536-1884-2202-2440,1610612744,"Monta Ellis, Stephen Jackson, Baron Davis, Jason Richardson, Matt Barnes","Ellis, Jackson, Davis, Richardson, Barnes",101145-1536-1884-2202-2440,GSW,476.0,4,8.0,8.0,15.0,17.0,13.0,7.0,32,,,,,,17.0,23.0,15.0,14.0,20.0,,,,2.0,,6.0,8.0,12.0,20.0,6.0,20.0,20.0,13.0,,,0.42857142857142855,0.6764705882352942,0.6666666666666666,,,0.6666666666666666,0.75,1.0,96.80672268907563,14.466666666666667,15.235294117647058,14.466666666666667,15.117647058823529,,,,,0.2857142857142857,,0.40637142857142855,0.46153846153846156,0.46153846153846156,0.8695652173913043,,0.8666666666666667,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,1.0,4.0,3.0,7.0,1.0,1.0,1.0,3.0,3.0,7.0,,6.0,2.0,,,,,2.0,2.0,1.0,3.0,,,,0.42857142857142855,1.0,0.42857142857142855,1.0,0.42857142857142855,0.75,0.5,0.5,1.0,0.2857142857142857,0.5,1.0,0.14285714285714285,,,,0.5714285714285714,1.0,1.0,0.2857142857142857,0.5,0.5635,0.40637142857142855,0.13043478260869565,10.799999999999999,,,3.0,1.0,,1.0,1.0,,,1.0,4.0,3.0,,,,,,,2.0,,0.5,0.5,4.0,0.8,0.75,2.0,,1.0,0.2857142857142857,0.5,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,4.0,1.0,3.0,,,,,1.0,1.0,1.0,,0.5,,,1.0,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2007,2006-07,True
101145-1536-1884-2202-2554,1610612744,"Monta Ellis, Stephen Jackson, Baron Davis, Jason Richardson, Mickael Pietrus","Ellis, Jackson, Davis, Richardson, Pietrus",101145-1536-1884-2202-2554,GSW,294.0,3,5.0,1.0,10.0,9.0,6.0,8.0,19,1.0,,2.0,1.0,3.0,2.0,9.0,8.0,,4.0,,2.0,,2.0,1.0,4.0,6.0,2.0,2.0,1.0,4.0,4.0,6.0,0.3333333333333333,0.3333333333333333,0.3888888888888889,0.45,0.4,0.3333333333333333,1.0,1.0,0.75,1.0,93.06122448979592,14.1,17.0,13.6,14.555555555555555,0.1111111111111111,0.2222222222222222,,,0.5555555555555556,,0.4529333333333333,0.1,0.14285714285714285,0.4444444444444444,24.46666666666667,0.6,3.0,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,3.0,2.0,6.0,1.0,1.0,,5.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,,5.0,2.0,2.0,2.0,4.0,,0.5,1.0,0.3333333333333333,1.0,0.5,1.25,0.4,1.25,0.5,0.3333333333333333,0.5,0.2222222222222222,0.5,1.0,0.1111111111111111,,,,0.3333333333333333,0.5,1.0,0.2,1.0,0.539325,0.43383000000000005,0.5555555555555556,10.933333333333332,1.0,,1.0,,,,,1.0,1.0,,,,,1.0,,,,,1.0,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,1.0,1.0,1.0,0.16666666666666666,0.5,,0.2,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,0.2,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,1610612744,2007,2006-07,True
