EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,DefTwoPtRebounds,DefRebounds,Rebounds,PenaltyOffPossExcludingTakeFouls,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,PenaltyOffPossPct,Minutes,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,FG3APct,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,PlusMinus,AtRimFGM,AtRimFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,DefAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGA,Arc3FGM,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,OffTwoPtRebounds,OffRebounds,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,LongMidRangeFrequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Offensive Fouls Drawn,Corner3FGA,Travels,Fouls,DefLongMidRangeReboundPct,Corner3Frequency,LongMidRangeFGM,OffThreePtRebounds,DefThreePtRebounds,LiveBallTurnovers,LostBallTurnovers,Loose Ball Fouls,Blocked2s,BlockedAtRim,Blocks,LiveBallTurnoverPct,DefThreePtReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimPctAssisted,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceCorner3FGA,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsPutbacks,LongMidRangeAssists,FTDefRebounds,SelfOReb,LostBallSteals,ShootingFouls,Loose Ball Fouls Drawn,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefFTReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceCorner3Frequency,PenaltyPointsPct,PenaltyAtRimFGM,PenaltyAtRimFGA,FTOffRebounds,OffFTReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,BadPassTurnovers,SecondChanceTurnovers,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,PenaltyFG3M,PenaltyFtPoints,Fg2aBlocked,Corner3Assists,LostBallOutOfBoundsTurnovers,Offensive Fouls,PenaltyFg3Pct,FG2APctBlocked,AtRimPctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,BlockedShortMidRange,SecondChanceFtPoints,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,ShortMidRangeAssists,ShortMidRangePctAssisted,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PtsUnassisted3s,Technical Free Throw Trips,3SecondViolations,NonShootingPenaltyNonTakeFouls,PenaltyArc3FGM,PenaltyArc3Accuracy,StepOutOfBoundsTurnovers,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,team_id,year,season,team_vs
101132-1853-200821-2059-2581,1610612743,"Linas Kleiza, Anthony Carter, Yakhouba Diawara, Eduardo Najera, Steve Blake","Kleiza, Carter, Diawara, Najera, Blake",101132-1853-200821-2059-2581,DEN,28.0,1,1.0,1,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,102.85714285714286,16.0,12.0,16.0,12.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2007,2006-07,True
101132-1853-200821-2581-947,1610612743,"Linas Kleiza, Anthony Carter, Yakhouba Diawara, Steve Blake, Allen Iverson","Kleiza, Carter, Diawara, Blake, Iverson",101132-1853-200821-2581-947,DEN,47.0,1,2.0,1,2.0,1.0,3,,,,2.0,,,,91.91489361702128,19.5,8.0,19.5,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.37125,0.37125,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2007,2006-07,True
101132-1853-2059-2403-2546,1610612743,"Linas Kleiza, Anthony Carter, Eduardo Najera, Nene, Carmelo Anthony","Kleiza, Carter, Najera, Nene, Anthony",101132-1853-2059-2403-2546,DEN,113.0,1,4.0,3,,,7,1.0,1.0,1.0,,1.0,0.5,,89.20353982300885,11.75,22.0,11.75,19.0,,2.0,,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,0.7294999999999999,,,5.0,3.0,3.0,3.0,3.0,1.0,7.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,7.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.1666666666666667,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2007,2006-07,True
101132-1853-2059-2403-947,1610612743,"Linas Kleiza, Anthony Carter, Eduardo Najera, Nene, Allen Iverson","Kleiza, Carter, Najera, Nene, Iverson",101132-1853-2059-2403-947,DEN,141.0,1,3.0,3,,,6,1.0,1.0,2.0,,1.0,1.0,,61.27659574468085,31.333333333333332,15.666666666666666,29.333333333333332,15.666666666666666,,2.0,1.0,,1.0,,1.0,,,,,,,0.25,0.25,,0.75,0.5489,,24.2,1.0,1.0,2.0,1.0,3.0,,5.0,4.0,,2.0,,1.0,,3.0,1.0,,,,3.0,,,0.3333333333333333,0.625,0.625,1.0,0.5,0.5,0.5,,,,7.033333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.6205,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2007,2006-07,True
101132-2059-2403-2546-2581,1610612743,"Linas Kleiza, Eduardo Najera, Nene, Carmelo Anthony, Steve Blake","Kleiza, Najera, Nene, Anthony, Blake",101132-2059-2403-2546-2581,DEN,80.0,1,3.0,3,,,6,,,,,,,,108.0,15.666666666666666,11.0,15.666666666666666,11.0,,1.0,1.0,,1.0,,1.0,,,,,,,0.3333333333333333,0.3333333333333333,,1.0,0.5754,,26.1,2.0,2.0,2.0,2.0,2.0,,4.0,2.0,4.0,,2.0,2.0,2.0,4.0,2.0,,,,4.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,,0.6666666666666666,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2007,2006-07,True
101132-2059-2403-2546-947,1610612743,"Linas Kleiza, Eduardo Najera, Nene, Carmelo Anthony, Allen Iverson","Kleiza, Najera, Nene, Anthony, Iverson",101132-2059-2403-2546-947,DEN,100.0,1,3.0,4,,,7,2.0,2.0,2.0,,1.0,1.0,1.0,100.8,14.0,14.5,14.0,14.5,,2.0,,,1.0,,,,,,1.0,1.0,,1.0,,,1.0,0.5697,,23.7,,,,,,2.0,2.0,2.0,,,,,,,1.0,2.0,,1.0,2.0,,,,,0.5,,,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2007,2006-07,True
101132-2059-2403-2581-947,1610612743,"Linas Kleiza, Eduardo Najera, Nene, Steve Blake, Allen Iverson","Kleiza, Najera, Nene, Blake, Iverson",101132-2059-2403-2581-947,DEN,345.0,2,8.0,9,,,17,,1.0,3.0,,,0.1111111111111111,,70.95652173913044,22.75,18.11111111111111,20.875,13.333333333333334,,6.0,2.0,,2.0,,2.0,1.0,1.0,,,1.0,,0.2222222222222222,0.2222222222222222,,0.7777777777777778,0.5803888888888888,,24.1,-2.0,2.0,5.0,3.0,7.0,,9.0,11.0,4.0,2.0,2.0,3.0,2.0,7.0,,,,,7.0,0.6666666666666666,0.6666666666666666,0.42857142857142855,0.5,0.5,,0.5555555555555556,0.4,0.4,1.0,,,5.214285714285714,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,0.5,0.5,0.5,0.5,0.25,0.4,,0.2222222222222222,0.5,0.5,1.0,1.0,0.5,0.5,0.7639,0.2222222222222222,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.3333333333333333,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2007,2006-07,True
101132-2059-2403-2747-947,1610612743,"Linas Kleiza, Eduardo Najera, Nene, JR Smith, Allen Iverson","Kleiza, Najera, Nene, Smith, Iverson",101132-2059-2403-2747-947,DEN,765.0,4,22.0,22,1.0,2.0,44,7.0,11.0,19.0,1.0,0.6363636363636364,0.5294117647058824,0.75,82.82352941176471,17.863636363636363,16.90909090909091,16.181818181818183,14.772727272727273,0.045454545454545456,13.0,4.0,,6.0,,4.0,2.0,1.0,1.0,1.0,2.0,,0.23076923076923078,0.15384615384615385,,0.5384615384615384,0.49625384615384616,0.3985,24.266666666666666,6.0,5.0,8.0,10.0,20.0,1.0,24.0,18.0,6.0,14.0,3.0,4.0,2.0,9.0,7.0,4.0,,2.0,20.0,0.3,0.3333333333333333,0.5,0.4423076923076923,0.42857142857142855,0.3333333333333333,0.3076923076923077,0.625,0.625,0.4,0.07142857142857142,0.09090909090909091,7.209999999999999,4.0,1.0,2.0,6.0,1.0,1.0,2.0,5.0,4.0,3.0,1.0,1.0,1.0,5.0,8.0,1.0,0.16666666666666666,0.16666666666666666,0.4,0.3333333333333333,0.2857142857142857,0.5,0.5333333333333333,0.25,0.23076923076923078,0.25,0.25,1.0,0.3333333333333333,0.5,0.25,0.518175,0.16666666666666666,,2.0,,5.0,0.75,0.07692307692307693,2.0,3.0,2.0,1.0,1.0,,3.0,3.0,3.0,0.5,0.3333333333333333,0.6,0.6666666666666666,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,3.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.4,0.13333333333333333,0.3333333333333333,0.23076923076923078,0.5,0.5,0.5,0.16666666666666666,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2007,2006-07,True
101132-2059-2546-2581-947,1610612743,"Linas Kleiza, Eduardo Najera, Carmelo Anthony, Steve Blake, Allen Iverson","Kleiza, Najera, Anthony, Blake, Iverson",101132-2059-2546-2581-947,DEN,116.0,1,3.0,3,3.0,3.0,6,2.0,2.0,3.0,3.0,1.0,1.0,1.0,74.48275862068965,22.666666666666668,16.0,17.0,16.0,1.0,2.0,,,,,,,,,,,,,,,0.25,0.4441,0.4441,,2.0,1.0,1.0,2.0,4.0,,4.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,0.5,0.5,0.5,0.5,0.5,,0.25,1.0,1.0,1.0,0.25,0.25,14.3,1.0,,,3.0,,,,1.0,,,,,,,1.0,,,,,,,,,,0.75,,,,,,,0.3549,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,2.0,4.0,4.0,,,,,,1.0,1.0,,,4.0,0.5,0.5,0.5,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2007,2006-07,True
101132-2059-2546-2747-947,1610612743,"Linas Kleiza, Eduardo Najera, Carmelo Anthony, JR Smith, Allen Iverson","Kleiza, Najera, Anthony, Smith, Iverson",101132-2059-2546-2747-947,DEN,250.0,3,8.0,6,1.0,1.0,14,,2.0,6.0,1.0,,0.5,,80.64,15.75,20.666666666666668,14.375,18.166666666666668,0.125,4.0,,,1.0,,,,,1.0,1.0,2.0,,0.125,,,0.75,0.553225,0.3108,22.5,3.0,3.0,5.0,3.0,7.0,2.0,8.0,5.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,,1.0,6.0,0.6666666666666666,1.0,0.42857142857142855,0.375,0.4444444444444444,,0.625,0.6,0.6,0.6666666666666666,0.1111111111111111,0.125,6.057142857142857,3.0,1.0,2.0,2.0,,,1.0,2.0,2.0,,,,,3.0,4.0,,,,0.5,0.5,0.5,0.75,0.8,0.5,0.25,,,,1.0,0.5,,0.6814,0.25,1.0,1.0,,3.0,,0.125,,1.0,2.0,1.0,,,,,,0.5,0.6666666666666666,1.0,1.0,,1.0,,,,,,,,,1.0,,2.0,,,,,2.0,1.0,,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2007,2006-07,True
