EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,Arc3FGA,PenaltyArc3FGA,FG3A,FtPoints,Points,PenaltyFG3A,HeaveAttempts,Steals,BadPassSteals,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,TsPct,FG3APct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,Minutes,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,FG2M,FG2A,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,Fouls,Loose Ball Fouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Corner3Frequency,ShotQualityAvg,Avg2ptShotDistance,ShortMidRangeAssists,Offensive Fouls Drawn,DefAtRimReboundPct,ShortMidRangePctAssisted,PenaltyOffPoss,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Travels,SecondChanceTurnovers,ShootingFouls,Offensive Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,3SecondViolations,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGA,BlockedLongMidRange,SecondChanceCorner3Frequency,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,team_id,year,season,team_vs
1112-136-200757-2550-2736,1610612741,"Ben Wallace, P.J. Brown, Thabo Sefolosha, Kirk Hinrich, Luol Deng","Wallace, Brown, Sefolosha, Hinrich, Deng",1112-136-200757-2550-2736,CHI,16.0,1,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.5,1.0,180.0,15.0,1.0,15.0,1.0,1.0,1.0,1.0,0.5,1.0,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2007,2006-07,True
1112-136-200757-2732-2736,1610612741,"Ben Wallace, P.J. Brown, Thabo Sefolosha, Ben Gordon, Luol Deng","Wallace, Brown, Sefolosha, Gordon, Deng",1112-136-200757-2732-2736,CHI,411.0,2,-6.0,12.0,13.0,,25.0,1.0,,2.0,2.0,6.0,,,1.0,,3.0,4.0,2.0,6.0,0.3,0.25,87.59124087591242,19.75,13.384615384615385,19.75,12.692307692307692,0.125,,0.375,0.2,0.25,24.0,7.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,6.0,12.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.5,0.5,0.3333333333333333,0.25,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.125,1.0,1.0,1.0,0.25,0.5,0.5,0.375,0.125,0.46696875,11.950000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2007,2006-07,True
1112-136-200757-2732-2804,1610612741,"Ben Wallace, P.J. Brown, Thabo Sefolosha, Ben Gordon, Andres Nocioni","Wallace, Brown, Sefolosha, Gordon, Nocioni",1112-136-200757-2732-2804,CHI,83.0,1,,2.0,3.0,,5.0,,,,,2.0,,,,,2.0,,,2.0,0.5,,86.74698795180723,18.0,15.666666666666666,18.0,14.0,,,0.5,,,,1.0,,1.0,1.0,1.0,,,1.0,2.0,2.0,2.0,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,0.5,0.5,,0.5,0.5,,0.5,,,,0.5,1.0,1.0,,,0.5073,3.35,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2007,2006-07,True
1112-136-2550-2732-2736,1610612741,"Ben Wallace, P.J. Brown, Kirk Hinrich, Ben Gordon, Luol Deng","Wallace, Brown, Hinrich, Gordon, Deng",1112-136-2550-2732-2736,CHI,8508.0,10,-19.0,254.0,254.0,37.0,508.0,39.0,5.0,54.0,38.0,259.0,7.0,,14.0,11.0,53.0,61.0,30.0,223.0,0.4942528735632184,0.2297872340425532,85.98025387870238,19.011811023622048,14.484251968503937,18.15748031496063,13.366141732283465,0.16595744680851063,0.21739130434782608,0.5063829787234042,0.11627906976744186,0.14705882352941177,24.798148148148147,142.0,37.0,65.0,17.0,40.0,76.0,15.0,82.0,181.0,278.0,86.0,78.0,39.0,43.0,61.0,21.0,140.0,73.0,89.0,127.0,3.0,20.0,12.0,8.0,37.0,64.0,2.0,0.524390243902439,0.581081081081081,0.4530386740331492,0.4702127659574468,0.5405405405405406,0.6886792452830188,0.6854838709677419,0.723404255319149,0.2765957446808511,0.5692307692307692,0.6166666666666667,0.5675675675675675,0.1702127659574468,0.425,0.5,0.32340425531914896,0.06382978723404255,0.47819872340425534,9.722651933701657,8.0,3.0,0.5357142857142857,0.47058823529411764,21.0,32.0,9.0,16.0,3.0,6.0,28.0,6.0,1.0,2.0,13.0,2.0,4.0,1.0,19.0,14.0,26.0,2.0,4.0,2.0,36.0,9.0,16.0,2.0,2.0,26.0,54.0,3.0,16.0,13.0,13.0,18.0,12.0,6.0,14.0,10.0,27.0,1.0,12.0,4.0,38.0,3.0,3.0,17.0,6.0,6.0,38.0,5.0,1.0,7.0,2.0,3.0,17.0,1.0,1.0,6.0,11.0,18.0,11.0,26.0,21.0,3.0,1.0,0.9473684210526315,0.35185185185185186,0.5,0.2857142857142857,0.35185185185185186,0.5384615384615384,0.5625,0.5666666666666667,0.5217391304347826,0.5454545454545454,0.52,0.0718232044198895,0.07692307692307693,0.15,0.02631578947368421,0.4444444444444444,0.1111111111111111,0.2755102040816326,0.6666666666666666,0.2857142857142857,0.2781954887218045,0.35714285714285715,0.2608695652173913,0.23404255319148937,0.3076923076923077,0.2222222222222222,0.7741935483870968,0.6470588235294118,1.0,0.024793388429752067,0.6111111111111112,0.3684210526315789,0.3783783783783784,0.5,0.4,0.4,1.0,0.3333333333333333,0.3333333333333333,0.9230769230769231,0.5333333333333333,0.5625,0.4444444444444444,0.13333333333333333,0.5,1.0,0.2608695652173913,0.5,0.08695652173913043,0.5,0.2,0.3333333333333333,0.5181583333333334,0.47325869565217393,0.138996138996139,0.10038610038610038,0.08267716535433071,,,,,,,,,,,,,,,1610612741,2007,2006-07,True
1112-136-2550-2732-2804,1610612741,"Ben Wallace, P.J. Brown, Kirk Hinrich, Ben Gordon, Andres Nocioni","Wallace, Brown, Hinrich, Gordon, Nocioni",1112-136-2550-2732-2804,CHI,473.0,2,-14.0,13.0,14.0,,27.0,1.0,,1.0,,6.0,,,,,,,,6.0,0.23076923076923078,0.07692307692307693,82.19873150105708,22.923076923076923,12.5,21.23076923076923,12.5,0.07692307692307693,,0.23076923076923078,,,24.4,8.0,,2.0,1.0,2.0,8.0,,3.0,12.0,20.0,4.0,2.0,1.0,2.0,2.0,,4.0,5.0,5.0,7.0,,1.0,,1.0,2.0,,,0.6666666666666666,0.6666666666666666,0.25,0.23076923076923078,0.5,1.0,0.8333333333333334,1.0,0.15384615384615385,,,,0.15384615384615385,0.5,0.5,0.6153846153846154,,0.4264,14.216666666666667,,,,,,2.0,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,2.0,,2.0,,,,2.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08333333333333333,0.5,,,,,0.2222222222222222,,,0.2,0.5,,0.16666666666666666,,,,,,,,0.25,0.25,1.0,,,,,,,,,,,,,,,,,,,0.3758,,,,,1.0,,,,,,,,,,,,,,1610612741,2007,2006-07,True
1112-136-2550-2736-2768,1610612741,"Ben Wallace, P.J. Brown, Kirk Hinrich, Luol Deng, Chris Duhon","Wallace, Brown, Hinrich, Deng, Duhon",1112-136-2550-2736-2768,CHI,705.0,4,7.0,24.0,22.0,2.0,46.0,1.0,1.0,3.0,6.0,32.0,1.0,,2.0,1.0,6.0,9.0,2.0,31.0,0.7045454545454546,0.16666666666666666,93.95744680851064,14.25,16.5,13.916666666666666,16.181818181818183,0.05555555555555555,0.3333333333333333,0.3333333333333333,0.1,0.11764705882352941,24.766666666666666,12.0,2.0,3.0,4.0,6.0,6.0,2.0,10.0,15.0,25.0,12.0,8.0,1.0,6.0,6.0,1.0,12.0,5.0,7.0,8.0,1.0,2.0,1.0,1.0,3.0,6.0,1.0,0.6,0.6,0.6666666666666666,0.7222222222222222,0.6666666666666666,0.8333333333333334,0.7142857142857143,0.6666666666666666,0.16666666666666666,0.6666666666666666,1.0,0.5,0.3333333333333333,0.6666666666666666,0.8,0.3333333333333333,0.1111111111111111,0.4760055555555555,10.113333333333333,2.0,,1.0,0.5,5.0,2.0,,,,1.0,4.0,2.0,,,,,,,2.0,,,,,1.0,1.0,1.0,2.0,,6.0,8.0,,6.0,,,2.0,,,,3.0,,1.0,,,2.0,1.0,,,1.0,,1.0,4.0,1.0,1.0,,1.0,2.0,1.0,,,1.0,,1.0,1.0,8.0,5.0,,2.0,,0.6666666666666666,,,0.6666666666666666,,0.5,,0.3333333333333333,0.5,0.5833333333333334,0.13333333333333333,0.3333333333333333,0.16666666666666666,,1.0,,0.2,,,0.16666666666666666,1.0,,,,,1.0,,,,1.0,0.6666666666666666,0.6666666666666666,0.75,1.0,1.0,,,,,,,,,,,0.3333333333333333,,,,,,,0.49066666666666664,0.03125,0.25,0.20833333333333334,,,,,,,,,,,,,,,1610612741,2007,2006-07,True
1112-136-2732-2736-2768,1610612741,"Ben Wallace, P.J. Brown, Ben Gordon, Luol Deng, Chris Duhon","Wallace, Brown, Gordon, Deng, Duhon",1112-136-2732-2736-2768,CHI,228.0,2,-2.0,6.0,7.0,,13.0,1.0,,1.0,,9.0,,,1.0,1.0,,,,7.0,0.75,0.16666666666666666,82.10526315789474,18.833333333333332,16.428571428571427,17.833333333333332,15.857142857142858,0.16666666666666666,,0.5,,,25.0,4.0,1.0,2.0,,1.0,2.0,,3.0,5.0,11.0,4.0,2.0,1.0,2.0,3.0,1.0,7.0,1.0,1.0,2.0,,,,,,1.0,,0.6666666666666666,0.6666666666666666,0.6,0.75,,0.5,0.5,0.5,0.3333333333333333,0.5,0.5,1.0,0.16666666666666666,,,0.3333333333333333,,0.4701166666666667,8.72,,,,,,1.0,,,,,2.0,,,,1.0,,,,1.0,1.0,1.0,,,,2.0,,,,,,3.0,,,1.0,,1.0,1.0,,1.0,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,,,,,,,0.5,,,0.5,1.0,,,,,,,,,,1.0,1.0,0.5,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,0.3946,,0.2222222222222222,,,,,,,,,,,,,,,,,1610612741,2007,2006-07,True
1112-200748-200757-2550-2732,1610612741,"Ben Wallace, Tyrus Thomas, Thabo Sefolosha, Kirk Hinrich, Ben Gordon","Wallace, Thomas, Sefolosha, Hinrich, Gordon",1112-200748-200757-2550-2732,CHI,125.0,1,1.0,4.0,4.0,,8.0,1.0,1.0,1.0,3.0,7.0,1.0,,1.0,1.0,2.0,4.0,1.0,6.0,0.7,0.3333333333333333,92.16,17.0,14.25,17.0,14.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333,26.5,2.0,,,2.0,2.0,,,2.0,2.0,6.0,4.0,,1.0,2.0,2.0,,4.0,,,1.0,,1.0,1.0,,1.0,,,1.0,1.0,1.0,0.6666666666666666,1.0,,,,,,,,0.6666666666666666,1.0,1.0,,,0.44185,12.45,2.0,,,1.0,4.0,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,,3.0,7.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,7.0,4.0,,1.0,,,,,,,1.0,,0.6666666666666666,0.5,0.7,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44185,0.14285714285714285,1.0,1.0,,1.0,,,,,,,,,,,,,1610612741,2007,2006-07,True
1112-200748-200757-2550-2736,1610612741,"Ben Wallace, Tyrus Thomas, Thabo Sefolosha, Kirk Hinrich, Luol Deng","Wallace, Thomas, Sefolosha, Hinrich, Deng",1112-200748-200757-2550-2736,CHI,44.0,2,-1.0,3.0,2.0,2.0,5.0,,,,2.0,2.0,,,,,1.0,2.0,,2.0,0.5,,163.63636363636365,1.3333333333333333,20.0,1.0,3.0,,,,,,,1.0,,,,,1.0,,,1.0,3.0,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,0.2,,,,,,,,,1.0,,0.2169,14.0,,,,,3.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,,2.0,2.0,,,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,2.0,3.0,,1.0,,,,,,,,,,,0.5,1.0,,,1.0,,,,0.5,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.2169,,1.0,1.0,,,,,,,,,,,,,,,1610612741,2007,2006-07,True
1112-200748-200757-2550-2804,1610612741,"Ben Wallace, Tyrus Thomas, Thabo Sefolosha, Kirk Hinrich, Andres Nocioni","Wallace, Thomas, Sefolosha, Hinrich, Nocioni",1112-200748-200757-2550-2804,CHI,121.0,1,,3.0,3.0,,6.0,1.0,,1.0,2.0,4.0,,,1.0,,1.0,2.0,1.0,4.0,0.6666666666666666,0.5,71.40495867768595,20.0,20.333333333333332,20.0,20.333333333333332,0.5,,0.5,0.3333333333333333,0.5,25.3,2.0,,,,,1.0,,1.0,1.0,4.0,2.0,,1.0,1.0,1.0,,2.0,,,,1.0,,,,,2.0,,1.0,1.0,1.0,0.5,,,,,,,,,,,,0.5,,0.439575,21.3,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2007,2006-07,True
