EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,NonHeaveArc3FGA,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGA,PenaltyAtRimFGA,SecondChanceFG2A,Fg2aBlocked,OffTwoPtRebounds,OffRebounds,DeadBallTurnovers,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,PenaltyAtRimFrequency,SecondChanceShotQualityAvg,AtRimFGM,PenaltyAtRimFGM,LongMidRangeFGM,FG2M,PenaltyFG2M,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimAccuracy,DefThreePtRebounds,DefThreePtReboundPct,DefArc3ReboundPct,SecondChanceFtPoints,SecondChancePoints,Steals,BadPassSteals,Travels,SecondChanceTsPct,SecondChancePointsPct,ShortMidRangeFGM,Arc3FGM,FG3M,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,BadPassOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceAtRimFGA,Corner3FGM,PenaltyCorner3FGM,PenaltyArc3FGM,PenaltyFG3M,Corner3Assists,LostBallSteals,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,OffShortMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,BlockedShortMidRange,RecoveredBlocks,BlocksRecoveredPct,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,OffThreePtRebounds,Offensive Fouls,SecondChanceFg2Pct,SecondChanceEfgPct,OffThreePtReboundPct,OffCorner3ReboundPct,SecondChanceAtRimAccuracy,ShortMidRangeAssists,SelfOReb,OffLongMidRangeReboundPct,SelfORebPct,ShortMidRangePctAssisted,Loose Ball Fouls,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceTurnovers,Loose Ball Fouls Drawn,SecondChanceFg3Pct,OffArc3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Technical Free Throw Trips,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,HeaveAttempts,ShortMidRangePctBlocked,BlockedLongMidRange,3SecondViolations,DefCorner3ReboundPct,Defensive 3 Seconds Violations,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3FGM,OffensiveGoaltends,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PtsUnassisted3s,LostBallOutOfBoundsTurnovers,Clear Path Fouls,Blocked3s,BlockedArc3,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,DefensiveGoaltends,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,HeaveMakes,BlockedCorner3,Corner3PctBlocked,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
101150-101183-200760-2584-2738,1610612755,"Lou Williams, Shavlik Randolph, Rodney Carney, Willie Green, Andre Iguodala","Williams, Randolph, Carney, Green, Iguodala",101150-101183-200760-2584-2738,PHI,201.0,1,3.0,-7.0,8.0,8.0,8.0,16.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,8.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,0.08333333333333333,0.08333333333333333,0.6,1.0,1.0,1.0,0.75,1.0,1.0,114.6268656716418,19.375,5.75,19.375,5.125,0.2,0.2,0.2,0.4,0.2,0.4,0.6,0.40571999999999997,0.40571999999999997,0.16666666666666666,0.3333333333333333,1.0,14.25,25.266666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2007,2006-07,True
101150-101183-200760-2594-2738,1610612755,"Lou Williams, Shavlik Randolph, Rodney Carney, Kyle Korver, Andre Iguodala","Williams, Randolph, Carney, Korver, Iguodala",101150-101183-200760-2594-2738,PHI,142.0,1,2.0,-1.0,4.0,5.0,4.0,9.0,,2.0,,,,,3.0,,2.0,2.0,3.0,3.0,,2.0,2.0,,2.0,,2.0,3.0,,,1.0,1.0,,,3.0,2.0,1.0,2.0,2.0,4.0,0.25,0.25,,,,0.5,0.5,,,91.26760563380282,17.25,14.6,16.25,7.8,,0.6666666666666666,,,,,0.3333333333333333,0.44120000000000004,0.44120000000000004,0.25,0.25,1.0,12.6,,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2007,2006-07,True
101150-101183-200848-2594-2738,1610612755,"Lou Williams, Shavlik Randolph, Steven Smith, Kyle Korver, Andre Iguodala","Williams, Randolph, Smith, Korver, Iguodala",101150-101183-200848-2594-2738,PHI,79.0,1,1.0,2.0,2.0,3.0,2.0,5.0,,1.0,,,,,2.0,,,4.0,2.0,2.0,,,4.0,,1.0,,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,,,,1.0,1.0,,,91.13924050632912,13.5,17.333333333333332,13.5,17.333333333333332,,0.5,,,,,0.5,0.48535,0.48535,0.5,0.5,1.0,8.4,,1.0,3.0,,1.0,1.0,,,,,,,,,,,,,,,,1.0,0.5,0.5,,1.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2007,2006-07,True
101150-101183-2584-2594-2738,1610612755,"Lou Williams, Shavlik Randolph, Willie Green, Kyle Korver, Andre Iguodala","Williams, Randolph, Green, Korver, Iguodala",101150-101183-2584-2594-2738,PHI,55.0,1,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,0.5,,,26.181818181818183,,43.0,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2007,2006-07,True
101150-101183-2594-2738-673,1610612755,"Lou Williams, Shavlik Randolph, Kyle Korver, Andre Iguodala, Alan Henderson","Williams, Randolph, Korver, Iguodala, Henderson",101150-101183-2594-2738-673,PHI,71.0,1,1.0,-3.0,3.0,3.0,3.0,6.0,,,,,,,2.0,,2.0,2.0,5.0,2.0,,2.0,2.0,,,,,1.0,,,1.0,1.0,,,1.0,2.0,1.0,,2.0,3.0,0.3333333333333333,0.3333333333333333,,,,,,,,121.69014084507042,14.0,9.666666666666666,14.0,9.666666666666666,,,,,,,1.0,0.5842,0.5842,0.3333333333333333,0.3333333333333333,1.0,,,1.0,3.0,1.0,2.0,2.0,,1.0,1.0,1.0,1.0,,,,,0.5,0.5,,0.5,0.5,0.5,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2007,2006-07,True
101150-1563-185-2594-2738,1610612755,"Lou Williams, Kevin Ollie, Chris Webber, Kyle Korver, Andre Iguodala","Williams, Ollie, Webber, Korver, Iguodala",101150-1563-185-2594-2738,PHI,300.0,1,5.0,-3.0,10.0,10.0,,20.0,2.0,1.0,,,1.0,,5.0,1.0,3.0,12.0,15.0,,,,,1.0,1.0,2.0,3.0,3.0,1.0,,3.0,,3.0,6.0,2.0,3.0,2.0,12.0,,,0.8571428571428571,,0.16666666666666666,0.3333333333333333,1.0,1.0,1.0,,1.0,96.0,19.3,10.7,19.3,10.7,0.3333333333333333,0.16666666666666666,,0.16666666666666666,,,0.5,0.4795666666666667,,0.2857142857142857,0.3333333333333333,,9.120000000000001,26.2,,8.0,,2.0,,,1.0,,,2.0,,,,,0.2,0.5,,,,,,0.3333333333333333,,,1.0,,1.0,3.0,,2.0,1.0,2.0,1.0,,5.0,1.0,2.0,0.3333333333333333,0.3333333333333333,0.6,,0.75,,0.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2007,2006-07,True
101150-1563-1889-200811-693,1610612755,"Lou Williams, Kevin Ollie, Andre Miller, Lou Amundson, Joe Smith","Williams, Ollie, Miller, Amundson, Smith",101150-1563-1889-200811-693,PHI,68.0,1,1.0,1.0,2.0,1.0,1.0,3.0,,1.0,,,1.0,1.0,1.0,1.0,,2.0,1.0,,1.0,,,1.0,,,,,,,,,1.0,1.0,,,,2.0,,1.0,0.5,,0.5,,,,,,,63.529411764705884,15.5,37.0,15.5,37.0,,0.5,,0.5,,1.0,0.5,0.34165,0.2826,,,,18.2,28.8,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,2.0,1.0,1.0,,1.0,2.0,,,1.0,1.0,1.0,,0.5,,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2007,2006-07,True
101150-1563-1889-2223-693,1610612755,"Lou Williams, Kevin Ollie, Andre Miller, Samuel Dalembert, Joe Smith","Williams, Ollie, Miller, Dalembert, Smith",101150-1563-1889-2223-693,PHI,234.0,2,4.0,2.0,7.0,9.0,7.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,10.0,8.0,4.0,2.0,2.0,10.0,1.0,2.0,,2.0,3.0,1.0,1.0,1.0,1.0,3.0,5.0,2.0,2.0,,10.0,10.0,7.0,0.7142857142857143,0.7142857142857143,0.3333333333333333,1.0,,0.5,0.5,0.5,,98.46153846153847,16.714285714285715,13.0,15.285714285714286,12.555555555555555,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.4769833333333333,0.4769833333333333,,,1.0,6.325,23.9,1.0,5.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,,,,0.5,1.0,,0.3333333333333333,0.3333333333333333,,0.5,0.3333333333333333,0.3333333333333333,0.5073,,,1.0,1.0,1.0,2.0,1.0,3.0,,1.0,8.0,,1.0,1.0,1.0,0.25,0.25,0.6666666666666666,0.6666666666666666,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,1.0,2.0,,6.0,1.0,2.0,1.0,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2007,2006-07,True
101150-1563-200760-200784-200811,1610612755,"Lou Williams, Kevin Ollie, Rodney Carney, Bobby Jones, Lou Amundson","Williams, Ollie, Carney, Jones, Amundson",101150-1563-200760-200784-200811,PHI,161.0,1,3.0,-2.0,6.0,6.0,,12.0,,,,,1.0,,2.0,1.0,,5.0,7.0,,,,,1.0,1.0,,2.0,2.0,2.0,2.0,2.0,,1.0,2.0,,,,5.0,,,0.8333333333333334,,0.3333333333333333,1.0,,0.5,0.6666666666666666,,1.0,107.32919254658385,15.666666666666666,11.166666666666666,15.666666666666666,10.0,,,,0.3333333333333333,,,1.0,0.6012333333333334,,,,,,24.8,,2.0,,2.0,,,1.0,,,,,1.0,,1.0,0.5,0.5,,,,,,0.6666666666666666,,,1.0,,,1.0,,2.0,1.0,2.0,1.0,,5.0,,,1.0,1.0,0.5,,0.8333333333333334,,0.5,1.0,1.0,,,,,1.0,1.0,1.0,,,1.0,1.0,,,,,1.0,1.0,,3.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2007,2006-07,True
101150-1563-200760-200784-693,1610612755,"Lou Williams, Kevin Ollie, Rodney Carney, Bobby Jones, Joe Smith","Williams, Ollie, Carney, Jones, Smith",101150-1563-200760-200784-693,PHI,642.0,2,11.0,-7.0,23.0,21.0,13.0,44.0,,5.0,2.0,2.0,2.0,1.0,9.0,4.0,7.0,20.0,27.0,5.0,3.0,6.0,15.0,2.0,3.0,,5.0,6.0,4.0,2.0,6.0,2.0,2.0,3.0,4.0,8.0,3.0,18.0,15.0,13.0,0.5882352941176471,0.6818181818181818,0.3076923076923077,0.6666666666666666,,0.42857142857142855,0.5555555555555556,0.3333333333333333,,98.69158878504673,16.130434782608695,12.904761904761905,15.782608695652174,12.571428571428571,,0.38461538461538464,0.15384615384615385,0.15384615384615385,0.25,0.125,0.6153846153846154,0.5083153846153846,0.551175,0.1875,0.25,0.75,11.955555555555556,24.0,0.5652173913043478,11.0,2.0,4.0,3.0,2.0,,,1.0,2.0,,1.0,1.0,1.0,,,,,0.14285714285714285,,0.5,0.3076923076923077,0.375,0.3319,4.0,3.0,1.0,5.0,3.0,6.0,3.0,4.0,2.0,1.0,9.0,,,0.6,0.75,0.5555555555555556,0.6,0.5,0.5625,1.0,1.0,0.5,0.2,0.2,1.0,1.0,2.0,1.0,1.0,,2.0,1.0,,1.0,0.5,0.1,,,1.0,4.0,3.0,,1.0,,,2.0,,1.0,0.25,0.25,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,,0.5,0.5,1.0,0.5,0.5,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2007,2006-07,True
