EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PtsAssisted2s,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,Turnovers,Fouls,Loose Ball Fouls,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceOffPoss,FtPoints,PtsUnassisted2s,OffTwoPtRebounds,OffRebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,SecondChanceTurnovers,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,SelfORebPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyDefPoss,AtRimFGM,AtRimFGA,AtRimAssists,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Steals,LostBallSteals,SecondChanceAtRimFGA,ShortMidRangeFGM,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,OffThreePtRebounds,LostBallTurnovers,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyOffPoss,PenaltyFG2A,PenaltyOffPossExcludingTakeFouls,PenaltyShotQualityAvg,PenaltyOffPossPct,Corner3FGM,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,Corner3Assists,Loose Ball Fouls Drawn,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyFg3Pct,PenaltyEfgPct,PenaltyTsPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyPointsPct,DefShortMidRangeReboundPct,SecondChanceAtRimFGM,PtsUnassisted3s,ShortMidRangeAssists,BadPassSteals,ShootingFouls,Offensive Fouls Drawn,BlockedShortMidRange,LongMidRangePctBlocked,OffAtRimReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,Travels,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,3SecondViolations,NonShootingPenaltyNonTakeFouls,LostBallOutOfBoundsTurnovers,OffensiveGoaltends,ShortMidRangePctBlocked,HeaveAttempts,PenaltyTurnovers,FTOffRebounds,FTDefRebounds,BadPassOutOfBoundsTurnovers,DefFTReboundPct,OffFTReboundPct,PenaltyCorner3FGM,PenaltyCorner3FGA,OffCorner3ReboundPct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,DefensiveGoaltends,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockedLongMidRange,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,Clear Path Fouls,3pt And 1 Free Throw Trips,HeaveMakes,team_id,year,season,team_vs
101108-101138-1517-1531-2484,1610612740,"Chris Paul, Brandon Bass, Bobby Jackson, Marc Jackson, Devin Brown","Paul, Bass, Jackson, Jackson, Brown",101108-101138-1517-1531-2484,NOK,204.0,1,3.0,-3.0,6.0,6.0,12.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.3333333333333333,0.2,0.2,0.4,1.0,0.6666666666666666,0.75,1.0,0.5,1.0,84.70588235294117,20.0,14.0,20.0,13.666666666666666,0.2,0.4,0.5,0.5,1.0,0.4,0.4,0.44360999999999995,14.266666666666666,22.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2007,2006-07,False
101108-101138-1517-200756-2046,1610612740,"Chris Paul, Brandon Bass, Bobby Jackson, Hilton Armstrong, Desmond Mason","Paul, Bass, Jackson, Armstrong, Mason",101108-101138-1517-200756-2046,NOK,129.0,1,2.0,-1.0,5.0,4.0,9.0,1.0,1.0,2.0,,1.0,3.0,,4.0,5.0,,,,,,2.0,,2.0,3.0,1.0,2.0,1.0,,4.0,,,0.3333333333333333,0.3333333333333333,0.5,,,1.0,1.0,,,1.0,100.46511627906978,17.2,10.75,16.0,10.75,0.3333333333333333,0.6666666666666666,0.5,0.5,,,,0.363,13.299999999999999,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,0.5,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2007,2006-07,False
101108-101138-1517-200759-2046,1610612740,"Chris Paul, Brandon Bass, Bobby Jackson, Cedric Simmons, Desmond Mason","Paul, Bass, Jackson, Simmons, Mason",101108-101138-1517-200759-2046,NOK,102.0,1,2.0,-2.0,3.0,3.0,6.0,,,1.0,,1.0,2.0,,2.0,4.0,2.0,1.0,1.0,,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,0.5,0.5,0.5,,,0.5,0.5,,0.5,,84.70588235294117,20.333333333333332,13.666666666666666,20.333333333333332,13.333333333333334,,0.5,,,,,0.5,0.50365,10.9,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2007,2006-07,False
101108-101138-1517-2199-2446,1610612740,"Chris Paul, Brandon Bass, Bobby Jackson, Tyson Chandler, Rasual Butler","Paul, Bass, Jackson, Chandler, Butler",101108-101138-1517-2199-2446,NOK,82.0,1,1.0,-3.0,3.0,3.0,6.0,,1.0,2.0,,1.0,3.0,,2.0,5.0,,,,,,,,,,,,,,2.0,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,,,105.36585365853658,16.666666666666668,10.666666666666666,16.666666666666668,9.0,,0.6666666666666666,0.5,0.5,,,0.3333333333333333,0.4811,11.933333333333332,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,0.3333333333333333,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2007,2006-07,False
101108-101138-1517-2446-2561,1610612740,"Chris Paul, Brandon Bass, Bobby Jackson, Rasual Butler, David West","Paul, Bass, Jackson, Butler, West",101108-101138-1517-2446-2561,NOK,277.0,1,5.0,4.0,8.0,9.0,17.0,2.0,1.0,2.0,,2.0,5.0,3.0,13.0,9.0,,,2.0,,6.0,1.0,2.0,3.0,6.0,,2.0,,,7.0,,,0.4,0.625,0.7222222222222222,0.375,1.0,1.0,1.0,,1.0,,88.37545126353791,22.0,11.222222222222221,18.75,11.0,0.25,0.25,0.5,0.5,,,0.5,0.47078125,9.14,24.933333333333334,3.0,3.0,4.0,2.0,3.0,1.0,2.0,1.0,,,2.0,3.0,2.0,1.0,0.6666666666666666,0.75,1.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,,,1.0,,0.125,,,,,,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,6.0,6.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.5,0.8333333333333334,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.375,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6666666666666666,0.545525,0.46153846153846156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2007,2006-07,False
101108-101138-1531-2046-2446,1610612740,"Chris Paul, Brandon Bass, Marc Jackson, Desmond Mason, Rasual Butler","Paul, Bass, Jackson, Mason, Butler",101108-101138-1531-2046-2446,NOK,85.0,1,1.0,-2.0,3.0,2.0,5.0,1.0,,2.0,,,3.0,,,2.0,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,1.0,,1.0,1.0,,,84.70588235294117,20.0,12.5,12.666666666666666,12.5,0.3333333333333333,0.6666666666666666,,,,,,0.35200000000000004,14.1,,1.0,,,1.0,1.0,,,,,,,,,,0.5,0.5,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,0.2752,,3.0,3.0,3.0,0.35200000000000004,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2007,2006-07,False
101108-101138-1531-2446-2457,1610612740,"Chris Paul, Brandon Bass, Marc Jackson, Rasual Butler, Jannero Pargo","Paul, Bass, Jackson, Butler, Pargo",101108-101138-1531-2446-2457,NOK,114.0,1,2.0,4.0,4.0,4.0,8.0,,,1.0,1.0,,1.0,3.0,8.0,4.0,,,2.0,,6.0,,,,1.0,,,,,8.0,,,,0.75,0.8,0.75,,,,,,,101.05263157894737,14.0,14.5,9.25,14.5,,0.25,,,,0.25,0.75,0.4726125,18.0,25.333333333333332,1.0,2.0,,1.0,1.0,,,,,,2.0,2.0,1.0,,1.0,0.5,,,0.2,0.5,4.0,,,,,,,,1.0,1.0,,,1.0,2.0,,1.0,2.0,,,,1.0,,,6.0,,2.0,1.0,,2.0,1.0,,,,,,,,1.0,0.6666666666666666,,0.6666666666666666,,,,,,,1.0,,,,,,0.5,0.5,0.5,1.0,,1.0,,,0.5,0.4173,,3.0,,3.0,0.459525,0.75,1.0,1.0,2.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,5.0,0.5,0.75,0.8333333333333334,1.0,1.0,1.0,1.0,0.5,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2007,2006-07,False
101108-101138-1531-2457-2484,1610612740,"Chris Paul, Brandon Bass, Marc Jackson, Jannero Pargo, Devin Brown","Paul, Bass, Jackson, Pargo, Brown",101108-101138-1531-2457-2484,NOK,21.0,1,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,1.0,,,,68.57142857142857,,13.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2007,2006-07,False
101108-101138-200756-2046-978,1610612740,"Chris Paul, Brandon Bass, Hilton Armstrong, Desmond Mason, Peja Stojakovic","Paul, Bass, Armstrong, Mason, Stojakovic",101108-101138-200756-2046-978,NOK,905.0,1,15.0,-5.0,27.0,25.0,52.0,6.0,2.0,8.0,,12.0,26.0,4.0,30.0,35.0,16.0,8.0,8.0,1.0,16.0,1.0,3.0,4.0,10.0,,1.0,6.0,,20.0,0.6666666666666666,0.7272727272727273,0.46153846153846156,0.45,0.46875,0.13333333333333333,0.6,0.5,0.5714285714285714,0.5,0.5,,82.74033149171271,19.666666666666668,14.96,17.666666666666668,14.56,0.2,0.26666666666666666,0.25,0.3333333333333333,0.5,,0.5333333333333333,0.48372499999999996,7.5807692307692305,25.75,6.0,3.0,8.0,4.0,6.0,,1.0,,,,6.0,4.0,2.0,1.0,0.2857142857142857,0.35294117647058826,,,0.0625,0.07142857142857142,2.0,9.0,12.0,6.0,0.4,0.75,0.8181818181818182,0.6666666666666666,2.0,,3.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,10.0,,2.0,4.0,1.0,3.0,,,2.0,1.0,,1.0,,1.0,1.0,,0.25,1.0,0.25,0.6,0.75,0.7142857142857143,0.11538461538461539,0.08333333333333333,0.6666666666666666,0.5,0.6666666666666666,,1.0,0.16666666666666666,0.16666666666666666,0.13333333333333333,0.25,0.25,,0.5,0.16666666666666666,1.0,,0.25,0.4851875,0.3333333333333333,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,0.6666666666666666,2.0,3.0,1.0,2.0,1.0,1.0,1.0,0.25,0.3333333333333333,1.0,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2007,2006-07,False
101108-101138-200756-2457-978,1610612740,"Chris Paul, Brandon Bass, Hilton Armstrong, Jannero Pargo, Peja Stojakovic","Paul, Bass, Armstrong, Pargo, Stojakovic",101108-101138-200756-2457-978,NOK,80.0,1,1.0,,1.0,2.0,3.0,,,1.0,,,2.0,1.0,,,,,,,,1.0,1.0,2.0,4.0,,,,,,,,,,,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,,54.0,32.0,24.0,19.0,24.0,,0.3333333333333333,,,,,0.6666666666666666,0.5409499999999999,10.4,25.1,1.0,,,1.0,2.0,,,,,,,,,,0.5,0.6666666666666666,,,,,,,1.0,,0.3333333333333333,,,,,,,,,1.0,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,0.5,1.0,1.0,,1.0,,,,,0.3333333333333333,,,,,,,,,0.3721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2007,2006-07,False
