EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,OffPoss,PenaltyOffPoss,TotalPoss,FtPoints,Points,PenaltyFtPoints,PenaltyPoints,FoulsDrawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,TsPct,PenaltyTsPct,Pace,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,PenaltyPointsPct,PenaltyOffPossPct,Minutes,DefPoss,PenaltyDefPoss,AtRimFGM,AtRimFGA,FG2M,FG2A,OpponentPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceOffPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,OffThreePtRebounds,FTDefRebounds,OffRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,ShootingFouls,Fouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,NonHeaveArc3Accuracy,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyArc3FGA,PenaltyFG3A,LostBallTurnovers,TwoPtShootingFoulsDrawn,BlockedShortMidRange,PenaltyArc3Frequency,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,LongMidRangeFGM,PenaltyArc3FGM,PenaltyFG2A,PenaltyFG3M,PtsUnassisted2s,PtsUnassisted3s,LongMidRangeAssists,PenaltyTurnovers,PenaltyFg3Pct,PenaltyEfgPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyArc3Accuracy,LostBallSteals,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,PenaltyFG2M,OffTwoPtRebounds,BadPassOutOfBoundsTurnovers,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,DefensiveGoaltends,SecondChanceFg2Pct,PenaltyFg2Pct,OffTwoPtReboundPct,OffAtRimReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,OffLongMidRangeReboundPct,PtsPutbacks,LostBallOutOfBoundsTurnovers,SecondChanceFtPoints,OffShortMidRangeReboundPct,Offensive Fouls,Loose Ball Fouls,OffCorner3ReboundPct,Offensive Fouls Drawn,SecondChanceTurnovers,SelfOReb,SelfORebPct,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,FTOffRebounds,OffFTReboundPct,BlockedAtRim,3SecondViolations,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,OffensiveGoaltends,3pt And 1 Free Throw Trips,BlockedCorner3,Clear Path Fouls,team_id,year,season,team_vs
101137-101189-1894-200781-57,1610612746,"Daniel Ewing, James Singleton, Corey Maggette, Paul Davis, Doug Christie","Ewing, Singleton, Maggette, Davis, Christie",101137-101189-1894-200781-57,LAC,87.0,1,1.0,3.0,3.0,5.0,1.0,3.0,1.0,3.0,1.0,2.0,,3.0,3.0,3.0,,0.5,0.5,82.75862068965517,22.666666666666668,22.666666666666668,1.0,1.0,1.0,2.0,2.0,,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,9.5,9.0,,,,,,0.34355,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,16.8,,,,,1.0,,,0.34355,0.3333333333333333,0.3333333333333333,1.0,,2.0,,2.0,,,,,0.5,0.5,0.5,,,,,,,,,,1.0,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2007,2006-07,True
101137-101189-1894-2078-2624,1610612746,"Daniel Ewing, James Singleton, Corey Maggette, Jason Hart, Quinton Ross","Ewing, Singleton, Maggette, Hart, Ross",101137-101189-1894-2078-2624,LAC,25.0,1,4.0,3.0,3.0,5.0,1.0,6.0,,5.0,1.0,1.0,1.0,6.0,5.0,3.0,,0.6,0.625,288.0,7.0,7.0,0.8333333333333334,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,1.0,1.0,1.0,0.625,,,,,,,,2.0,2.0,0.25,1.0,1.0,1.0,1.0,0.36175,,,,,,,,,1.0,3.0,1.0,3.0,,,,,3.0,1.0,,,,,,,,,1.0,1.0,,,,1.0,1.0,,0.3333333333333333,,0.3333333333333333,,,0.75,,,,,,,,,,,,,,,,,,,0.75,0.3333333333333333,0.3333333333333333,,,,,0.3333333333333333,,,27.3,3.0,3.0,,,,0.75,0.36175,,,,1.0,1.0,1.0,,3.0,,,0.3333333333333333,0.625,,,,0.3333333333333333,,,,1.0,1.0,,,1.0,,,,,,,1.0,,,,,,0.25,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2007,2006-07,True
101137-101189-1894-2549-2624,1610612746,"Daniel Ewing, James Singleton, Corey Maggette, Chris Kaman, Quinton Ross","Ewing, Singleton, Maggette, Kaman, Ross",101137-101189-1894-2549-2624,LAC,243.0,2,2.0,8.0,,15.0,,6.0,,,,,,4.0,,,,0.42857142857142855,,88.88888888888889,12.75,10.75,,,4.0,7.0,,1.0,2.0,3.0,7.0,4.0,4.0,2.0,2.0,1.0,4.0,,4.0,4.0,4.0,1.0,,,1.0,,,,,0.6666666666666666,0.6666666666666666,0.42857142857142855,0.42857142857142855,1.0,,1.0,,1.0,,,20.142857142857142,20.142857142857142,0.2857142857142857,0.5,0.5,1.0,0.2857142857142857,0.42831428571428576,1.0,1.0,3.0,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,0.42857142857142855,0.3333333333333333,0.3333333333333333,,0.2857142857142857,,,,,,,,,,,,,0.3333333333333333,10.385714285714286,,,,,,,,,,,1.0,,,,2.0,,1.0,,,,0.5,0.5,1.0,,,,,,,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2007,2006-07,True
101137-101189-1894-2549-2733,1610612746,"Daniel Ewing, James Singleton, Corey Maggette, Chris Kaman, Shaun Livingston","Ewing, Singleton, Maggette, Kaman, Livingston",101137-101189-1894-2549-2733,LAC,74.0,1,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,,0.25,0.25,58.37837837837838,38.0,38.0,1.0,1.0,1.0,2.0,,,,,1.0,,,,,,,1.0,1.0,2.0,2.0,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,18.0,18.0,,,,,,0.3603,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,19.4,,,,,1.0,,,0.3603,0.5,0.5,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2007,2006-07,True
101137-101189-1894-2624-2739,1610612746,"Daniel Ewing, James Singleton, Corey Maggette, Quinton Ross, Luke Jackson","Ewing, Singleton, Maggette, Ross, Jackson",101137-101189-1894-2624-2739,LAC,87.0,2,-2.0,4.0,4.0,6.0,,,,,1.0,,,,,4.0,,,,99.3103448275862,19.25,19.25,,1.0,1.0,2.0,2.0,,,,1.0,2.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,1.0,1.0,,,,5.0,5.0,,,,,0.6666666666666666,0.36166666666666664,,,1.0,,,,,,,2.0,,2.0,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,1.0,,,,,,,,,0.3333333333333333,,,,,,,,,0.6666666666666666,,,,,,,,,4.1,25.35,2.0,2.0,,,,0.6666666666666666,0.36166666666666664,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2007,2006-07,True
101137-101189-200781-2078-2624,1610612746,"Daniel Ewing, James Singleton, Paul Davis, Jason Hart, Quinton Ross","Ewing, Singleton, Davis, Hart, Ross",101137-101189-200781-2078-2624,LAC,136.0,1,2.0,5.0,5.0,10.0,2.0,6.0,2.0,6.0,1.0,2.0,1.0,6.0,6.0,5.0,1.0,0.75,0.75,105.88235294117648,14.2,14.2,1.0,1.0,2.0,5.0,5.0,1.0,1.0,2.0,3.0,4.0,2.0,1.0,1.0,,2.0,,1.0,1.0,1.0,,,,1.0,,,,,0.5,0.5,0.6666666666666666,0.6666666666666666,1.0,,1.0,,,,,13.0,13.0,0.3333333333333333,1.0,1.0,,0.3333333333333333,0.4563,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,0.3333333333333333,,1.0,,,,,1.0,,0.3333333333333333,,,,0.3333333333333333,,,,,,,,,,,,,,7.666666666666667,,,,1.0,,,,0.4563,,,1.0,,3.0,,2.0,,1.0,1.0,,0.6666666666666666,1.0,1.0,1.0,,,,,1.0,1.0,,,2.0,,,,,,,0.6666666666666666,,,,,,0.3333333333333333,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2007,2006-07,True
101137-101189-200781-2624-57,1610612746,"Daniel Ewing, James Singleton, Paul Davis, Quinton Ross, Doug Christie","Ewing, Singleton, Davis, Ross, Christie",101137-101189-200781-2624-57,LAC,168.0,2,-4.0,6.0,6.0,11.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,6.0,1.0,0.2,0.2,94.28571428571429,14.833333333333334,14.833333333333334,1.0,1.0,3.0,5.0,5.0,,2.0,,3.0,6.0,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,0.6666666666666666,,0.5,,0.5,,,15.8,13.0,0.5,,,,0.75,0.3622375,,,,1.0,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,2.0,2.0,,,,,,,,0.25,,,,,,,,1.0,,,,,,0.25,,,,,0.25,,,,,,,,,6.3,26.7,1.0,1.0,,,,0.25,0.3622375,,,,,3.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2007,2006-07,True
101137-101189-2549-2624-2733,1610612746,"Daniel Ewing, James Singleton, Chris Kaman, Quinton Ross, Shaun Livingston","Ewing, Singleton, Kaman, Ross, Livingston",101137-101189-2549-2624-2733,LAC,42.0,1,-2.0,1.0,1.0,2.0,,,,,,,,,,1.0,,,,68.57142857142857,16.0,16.0,,1.0,1.0,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,26.0,,,,,,0.3627,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,18.9,,,,,,,,0.3627,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2007,2006-07,True
101137-101215-1501-1749-1882,1610612746,"Daniel Ewing, Will Conroy, Tim Thomas, Cuttino Mobley, Elton Brand","Ewing, Conroy, Thomas, Mobley, Brand",101137-101215-1501-1749-1882,LAC,83.0,1,,3.0,3.0,5.0,,2.0,,2.0,,,,2.0,2.0,3.0,,0.5,0.5,86.74698795180723,13.666666666666666,13.666666666666666,1.0,1.0,1.0,2.0,2.0,,,1.0,2.0,2.0,,,,,,,1.0,1.0,2.0,,,,1.0,,,,,,,0.5,0.5,0.5,,0.5,1.0,,,,21.0,16.0,,,,,,0.31625,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,0.5,1.0,1.0,,0.5,,,,,,,,,,,,,,15.5,,,,,,,,0.31625,,,,,2.0,,2.0,,,1.0,,0.5,,,,,,,,,,,,1.0,1.0,,,,,,0.5,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2007,2006-07,True
101137-1425-1501-1749-1882,1610612746,"Daniel Ewing, Aaron Williams, Tim Thomas, Cuttino Mobley, Elton Brand","Ewing, Williams, Thomas, Mobley, Brand",101137-1425-1501-1749-1882,LAC,546.0,4,-1.0,17.0,10.0,32.0,4.0,15.0,3.0,9.0,6.0,5.0,1.0,12.0,9.0,10.0,1.0,0.375,0.375,84.3956043956044,17.764705882352942,14.647058823529411,0.6,0.5882352941176471,9.0,15.0,5.0,1.0,4.0,4.0,14.0,16.0,6.0,3.0,4.0,1.0,9.0,2.0,4.0,7.0,11.0,,,,,,,,,0.75,0.75,0.2857142857142857,0.3055555555555556,0.8,1.0,0.8571428571428571,,1.0,1.0,,16.266666666666666,15.6,0.2222222222222222,0.25,0.25,1.0,0.4444444444444444,0.4533166666666667,4.0,,4.0,6.0,,2.0,,,1.0,2.0,1.0,4.0,,,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,,1.0,1.0,4.0,1.0,,,,3.0,4.0,1.0,1.0,0.25,,0.25,0.25,0.3,0.2222222222222222,0.07142857142857142,,,1.0,0.3333333333333333,0.3076923076923077,,0.5,,0.2222222222222222,,,,0.3333333333333333,0.1111111111111111,,,,0.1111111111111111,0.5,0.5,1.0,,,,0.5,0.2,10.228571428571428,24.45,1.0,2.0,,2.0,,0.1,0.44332000000000005,0.10526315789473684,0.13333333333333333,3.0,,8.0,,2.0,,2.0,,,0.3,0.5,0.5,0.6666666666666666,,1.0,,2.0,,2.0,1.0,4.0,3.0,3.0,,,1.0,,0.25,0.375,0.3,,0.5,,,0.2,,0.4742,,,,1.0,0.75,,,0.5,1.0,,,,,0.25,,1.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2007,2006-07,True
101137-1425-1501-1749-1894,1610612746,"Daniel Ewing, Aaron Williams, Tim Thomas, Cuttino Mobley, Corey Maggette","Ewing, Williams, Thomas, Mobley, Maggette",101137-1425-1501-1749-1894,LAC,83.0,1,1.0,3.0,3.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,,,2.0,3.0,,0.3333333333333333,0.3333333333333333,86.74698795180723,23.0,15.333333333333334,1.0,1.0,1.0,2.0,2.0,,,,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,7.0,7.0,,,,,1.0,0.422175,2.0,,,,,,,,,2.0,,2.0,,1.0,2.0,,2.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,0.5,1.0,,,1.0,,0.5,0.5,0.5,,,,,,,,,,,,1.0,,,,,,,,1.0,,25.3,2.0,2.0,,1.0,,1.0,0.422175,0.3333333333333333,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4866,,,,2.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2007,2006-07,True
101137-1425-1501-1749-200781,1610612746,"Daniel Ewing, Aaron Williams, Tim Thomas, Cuttino Mobley, Paul Davis","Ewing, Williams, Thomas, Mobley, Davis",101137-1425-1501-1749-200781,LAC,75.0,1,-3.0,1.0,1.0,3.0,,,,,,,,,,1.0,,,,57.6,17.0,17.0,,1.0,1.0,2.0,2.0,,,,1.0,3.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,1.0,,1.0,,,29.0,29.0,,,,,,0.3728,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,6.8,,,,,,,,0.3728,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2007,2006-07,True
101137-1425-1501-1749-2549,1610612746,"Daniel Ewing, Aaron Williams, Tim Thomas, Cuttino Mobley, Chris Kaman","Ewing, Williams, Thomas, Mobley, Kaman",101137-1425-1501-1749-2549,LAC,605.0,3,-11.0,19.0,4.0,38.0,2.0,10.0,2.0,4.0,3.0,2.0,,10.0,4.0,4.0,,0.2777777777777778,1.0,90.44628099173553,17.57894736842105,17.105263157894736,0.4,0.21052631578947367,10.0,19.0,7.0,1.0,6.0,4.0,17.0,21.0,6.0,3.0,3.0,,6.0,,3.0,3.0,8.0,3.0,,1.0,5.0,,,,,0.75,0.75,0.23529411764705882,0.23529411764705882,0.75,,0.42857142857142855,0.5,,,,14.263157894736842,13.368421052631579,0.35294117647058826,0.16666666666666666,0.16666666666666666,,0.35294117647058826,0.46029411764705885,4.0,1.0,2.0,9.0,,,,,,,,,,,,,,,,,,,1.0,,,5.0,2.0,,2.0,1.0,1.0,5.0,,,,,,,,,,,0.4,,,0.38461538461538464,,1.0,,0.11764705882352941,0.5,0.5,1.0,0.5294117647058824,,,,,,,,,,,,,,10.729411764705883,,,,1.0,1.0,,,0.4008,0.05555555555555555,0.05555555555555555,2.0,,1.0,,2.0,,2.0,2.0,,1.0,0.2222222222222222,0.2222222222222222,1.0,,2.0,,3.0,,,,3.0,1.0,5.0,,,,,,1.0,0.38461538461538464,0.2,1.0,,,,,0.5377333333333333,0.42857142857142855,,1.0,,1.0,1.0,1.0,,,1.0,1.0,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2007,2006-07,True
101137-1425-1501-1882-2624,1610612746,"Daniel Ewing, Aaron Williams, Tim Thomas, Elton Brand, Quinton Ross","Ewing, Williams, Thomas, Brand, Ross",101137-1425-1501-1882-2624,LAC,43.0,1,2.0,2.0,2.0,3.0,,4.0,,4.0,,,,4.0,4.0,2.0,,1.0,1.0,100.46511627906976,14.5,14.5,1.0,1.0,1.0,1.0,1.0,,,2.0,2.0,2.0,4.0,2.0,2.0,,4.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,14.0,14.0,,,,,,0.3864,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,19.85,,,,,,,,0.3864,,,2.0,,2.0,,,,2.0,,,1.0,1.0,1.0,1.0,,,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2007,2006-07,True
101137-1425-1501-1894-208,1610612746,"Daniel Ewing, Aaron Williams, Tim Thomas, Corey Maggette, Sam Cassell","Ewing, Williams, Thomas, Maggette, Cassell",101137-1425-1501-1894-208,LAC,153.0,1,-2.0,4.0,2.0,8.0,2.0,4.0,2.0,4.0,3.0,2.0,1.0,4.0,4.0,2.0,1.0,0.6666666666666666,1.0,75.29411764705883,21.25,21.25,1.0,0.5,3.0,4.0,,1.0,1.0,1.0,2.0,6.0,,,,,,1.0,,1.0,1.0,,,,1.0,,,,,,,0.5,0.5,,1.0,1.0,,,1.0,,17.0,17.0,0.5,1.0,1.0,,0.5,0.4133,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.5,,,,,,,,,,,,,,8.9,,,,1.0,,,,0.4863,,,,,1.0,,2.0,,,,,1.0,,,,,,,,1.0,1.0,,,1.0,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2007,2006-07,True
101137-1425-1501-1894-2624,1610612746,"Daniel Ewing, Aaron Williams, Tim Thomas, Corey Maggette, Quinton Ross","Ewing, Williams, Thomas, Maggette, Ross",101137-1425-1501-1894-2624,LAC,59.0,1,-3.0,2.0,,4.0,,2.0,,,,,,,,,,1.0,,97.6271186440678,14.5,9.0,,,1.0,2.0,,,,1.0,1.0,5.0,,,,,,,,,,1.0,,,1.0,,,,,,,1.0,1.0,,,,,,,,15.0,15.0,,,,,,0.3692,1.0,1.0,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,8.3,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,0.3692,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2007,2006-07,True
101137-1425-1501-1894-2733,1610612746,"Daniel Ewing, Aaron Williams, Tim Thomas, Corey Maggette, Shaun Livingston","Ewing, Williams, Thomas, Maggette, Livingston",101137-1425-1501-1894-2733,LAC,58.0,1,4.0,2.0,2.0,5.0,,4.0,,4.0,1.0,,,4.0,4.0,2.0,,1.0,1.0,124.13793103448276,16.5,16.5,1.0,1.0,1.0,3.0,,2.0,2.0,2.0,2.0,,4.0,2.0,2.0,2.0,4.0,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,8.333333333333334,8.333333333333334,1.0,1.0,1.0,1.0,1.0,0.5021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5021,,,,,2.0,,,,,,,1.0,,,,,,,,2.0,2.0,,,2.0,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2007,2006-07,True
101137-1425-1749-1882-1894,1610612746,"Daniel Ewing, Aaron Williams, Cuttino Mobley, Elton Brand, Corey Maggette","Ewing, Williams, Mobley, Brand, Maggette",101137-1425-1749-1882-1894,LAC,360.0,3,-3.0,10.0,5.0,20.0,2.0,6.0,2.0,2.0,4.0,6.0,2.0,5.0,2.0,5.0,2.0,0.23076923076923078,0.125,80.0,19.3,16.8,0.3333333333333333,0.5,6.0,10.0,2.0,1.0,3.0,2.0,9.0,9.0,,,,,,,4.0,4.0,7.0,,,,,,,,,,,0.2222222222222222,0.2,0.8,,0.8,1.0,0.6666666666666666,,,16.7,16.4,0.3,0.3333333333333333,0.3333333333333333,,0.4,0.442385,1.0,1.0,3.0,3.0,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,1.0,,3.0,1.0,,,,2.0,3.0,,,,,,,0.16666666666666666,0.1,,,,,1.0,0.375,1.0,1.0,,0.3,0.3333333333333333,0.3333333333333333,,0.3,,,,,0.1,,,,,,,,0.16666666666666666,9.18888888888889,25.4,1.0,1.0,,1.0,,0.16666666666666666,0.42877499999999996,0.09090909090909091,0.1,,,5.0,,4.0,,,,,,,,,,1.0,,1.0,,1.0,,2.0,,2.0,,1.0,,,,,0.2857142857142857,0.5,0.5,,,0.16666666666666666,,0.499,,,,1.0,0.5,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2007,2006-07,True
101137-1425-1749-1882-2624,1610612746,"Daniel Ewing, Aaron Williams, Cuttino Mobley, Elton Brand, Quinton Ross","Ewing, Williams, Mobley, Brand, Ross",101137-1425-1749-1882-2624,LAC,374.0,3,14.0,12.0,4.0,23.0,2.0,18.0,2.0,8.0,3.0,2.0,1.0,16.0,8.0,4.0,1.0,0.8181818181818182,0.8,88.55614973262033,13.75,12.416666666666666,0.4444444444444444,0.3333333333333333,6.0,11.0,2.0,5.0,6.0,8.0,10.0,4.0,10.0,5.0,5.0,2.0,10.0,1.0,4.0,6.0,8.0,,,,3.0,,,,,0.625,0.625,0.8,0.8,0.8,0.5,0.7142857142857143,,0.75,0.5,,19.0,16.181818181818183,0.6,0.8333333333333334,1.0,0.4,0.6,0.53969,2.0,1.0,2.0,2.0,,,,,,,,,,,2.0,,,,1.0,,,,1.0,,1.0,2.0,2.0,2.0,3.0,2.0,,,,,,,,1.0,1.0,,0.1,0.16666666666666666,1.0,1.0,,1.0,,1.0,,0.2,0.5,0.5,1.0,0.2,,,,,,,,,,,,,0.1111111111111111,4.7700000000000005,,,,1.0,,,,0.6356,,,2.0,,4.0,,6.0,,2.0,,,0.75,1.0,1.0,1.0,,,,,2.0,3.0,1.0,1.0,3.0,2.0,,1.0,,,1.0,0.75,1.0,1.0,,,,0.75,0.6666666666666666,0.3543,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2007,2006-07,True
