EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTOffRebounds,2pt And 1 Free Throw Trips,OffFTReboundPct,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Offensive Fouls,NonShootingFoulsDrawn,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,OffArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,BlockedShortMidRange,OffLongMidRangeReboundPct,HeaveAttempts,StepOutOfBoundsTurnovers,OffShortMidRangeReboundPct,ShortMidRangePctBlocked,SecondChanceFtPoints,SecondChanceAtRimPctAssisted,Technical Free Throw Trips,BlockedLongMidRange,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LongMidRangePctBlocked,3pt And 1 Free Throw Trips,DefensiveGoaltends,Clear Path Fouls,team_id,year,season,team_vs
101177-109-1477-1521-1938,1610612759,"Fabricio Oberto, Robert Horry, Bruce Bowen, Jacque Vaughn, Manu Ginobili","Oberto, Horry, Bowen, Vaughn, Ginobili",101177-109-1477-1521-1938,SAS,910.0,8,15.0,8.0,31.0,30.0,22.0,16.0,4.0,61.0,5.0,12.0,1.0,3.0,5.0,10.0,1.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,6.0,1.0,1.0,4.0,7.0,18.0,3.0,9.0,6.0,29.0,21.0,1.0,4.0,1.0,2.0,6.0,14.0,2.0,6.0,2.0,20.0,10.0,4.0,6.0,3.0,2.0,6.0,2.0,2.0,5.0,2.0,7.0,1.0,1.0,3.0,1.0,1.0,16.0,1.0,5.0,1.0,9.0,3.0,13.0,6.0,19.0,2.0,3.0,2.0,1.0,4.0,3.0,2.0,1.0,1.0,6.0,1.0,4.0,4.0,9.0,1.0,8.0,1.0,2.0,6.0,3.0,1.0,1.0,1.0,1.0,2.0,27.0,20.0,22.0,0.7142857142857143,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3888888888888889,0.25,0.42857142857142855,0.42592592592592593,0.2,0.45,0.48333333333333334,0.2,0.47619047619047616,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.6666666666666666,1.0,0.75,0.45454545454545453,0.5,0.16666666666666666,0.7142857142857143,0.35294117647058826,0.7142857142857143,0.5,0.3333333333333333,0.8333333333333334,1.0,0.5,0.13333333333333333,96.52747252747253,15.290322580645162,14.533333333333333,14.419354838709678,14.4,0.4444444444444444,0.4166666666666667,0.5,0.6,0.07407407407407407,0.5,0.5,1.0,0.14814814814814814,0.25,0.25,1.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,1.0,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.5,0.6,0.3333333333333333,0.2,0.5,0.5,0.1,0.5,0.2,0.25,0.7777777777777778,0.3333333333333333,0.5642814814814815,0.54766,0.583995,0.1,0.14285714285714285,0.06896551724137931,0.6896551724137931,5.727777777777778,24.266666666666666,0.7096774193548387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2007,2006-07,False
101177-109-1477-1521-699,1610612759,"Fabricio Oberto, Robert Horry, Bruce Bowen, Jacque Vaughn, Brent Barry","Oberto, Horry, Bowen, Vaughn, Barry",101177-109-1477-1521-699,SAS,108.0,2,2.0,2.0,3.0,4.0,3.0,4.0,2.0,7.0,1.0,1.0,,,1.0,1.0,,,1.0,2.0,,,,,,,,,,2.0,3.0,,,,4.0,2.0,,1.0,,,2.0,3.0,,,,4.0,2.0,2.0,,,,,,,1.0,,1.0,,,1.0,,,2.0,,,,3.0,,3.0,1.0,4.0,,,,,,,,,,,,,1.0,1.0,,2.0,1.0,,1.0,1.0,,,,,,4.0,4.0,3.0,0.5,0.5,,,,,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,,,,,,1.0,,,,1.0,,,,1.0,1.0,1.0,,,93.33333333333333,18.0,13.5,11.666666666666666,13.5,0.3333333333333333,1.0,1.0,1.0,,,,,0.6666666666666666,0.5,0.5,,,,,,,,,,,,,0.3333333333333333,1.0,,,,,0.3333333333333333,,0.5017666666666667,0.3549,0.5017666666666667,0.3333333333333333,0.3333333333333333,,1.0,13.866666666666667,,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2007,2006-07,False
101177-109-1477-1521-714,1610612759,"Fabricio Oberto, Robert Horry, Bruce Bowen, Jacque Vaughn, Michael Finley","Oberto, Horry, Bowen, Vaughn, Finley",101177-109-1477-1521-714,SAS,123.0,2,2.0,-1.0,4.0,5.0,4.0,2.0,,9.0,,,,,,,,,3.0,4.0,,,,,,,,,,3.0,4.0,,,,6.0,7.0,,,,,3.0,4.0,,,,6.0,2.0,4.0,,,,,,,1.0,,1.0,,,,,1.0,2.0,,,,2.0,,2.0,,2.0,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,6.0,6.0,4.0,0.3333333333333333,0.3333333333333333,,,,,0.75,,0.75,0.75,,0.75,0.75,,0.75,,,,,,1.0,,,,1.0,,,,,1.0,,,,105.3658536585366,19.5,9.0,19.5,9.0,,,,,,,,,1.0,0.75,0.75,0.3333333333333333,,,,,,,,,,,,,,,,,,,,0.362775,,0.362775,,,,1.0,18.65,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2007,2006-07,False
101177-109-1477-1938-2225,1610612759,"Fabricio Oberto, Robert Horry, Bruce Bowen, Manu Ginobili, Tony Parker","Oberto, Horry, Bowen, Ginobili, Parker",101177-109-1477-1938-2225,SAS,1478.0,11,25.0,7.0,46.0,48.0,28.0,26.0,1.0,94.0,9.0,13.0,1.0,1.0,5.0,8.0,2.0,3.0,3.0,8.0,3.0,7.0,3.0,5.0,1.0,5.0,1.0,,1.0,14.0,24.0,4.0,12.0,11.0,51.0,44.0,1.0,1.0,1.0,2.0,10.0,16.0,3.0,6.0,7.0,36.0,8.0,20.0,12.0,,,5.0,1.0,3.0,4.0,4.0,8.0,1.0,3.0,3.0,,1.0,20.0,2.0,,2.0,14.0,,16.0,2.0,18.0,1.0,9.0,5.0,4.0,2.0,1.0,5.0,1.0,,7.0,,3.0,2.0,11.0,3.0,14.0,1.0,2.0,11.0,4.0,3.0,,,3.0,3.0,49.0,36.0,28.0,0.2857142857142857,0.2857142857142857,1.0,0.3333333333333333,0.5,0.3333333333333333,0.5833333333333334,1.0,0.625,0.5555555555555556,0.5,0.6590909090909091,0.6219512195121951,0.5,0.72,0.3333333333333333,0.125,0.23076923076923078,0.2857142857142857,,0.6666666666666666,,0.5,0.25,0.64,0.1111111111111111,,,0.5,0.6,0.875,0.5,0.06666666666666667,91.58322056833559,16.23913043478261,15.229166666666666,15.91304347826087,14.541666666666666,0.3611111111111111,0.6923076923076923,0.9,0.3333333333333333,0.08333333333333333,0.6666666666666666,0.6666666666666666,,0.2222222222222222,0.375,0.375,0.3333333333333333,0.19444444444444445,0.42857142857142855,0.42857142857142855,1.0,0.1388888888888889,0.2,0.2,1.0,0.5,1.0,0.5,0.36363636363636365,0.625,0.22727272727272727,0.6,0.045454545454545456,,0.6944444444444444,0.2,0.5406249999999999,,0.5451909090909091,0.10256410256410256,0.14814814814814814,0.0392156862745098,0.7058823529411765,7.0874999999999995,23.791666666666668,0.6086956521739131,,1.0,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,0.5,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2007,2006-07,False
101177-109-1477-2225-699,1610612759,"Fabricio Oberto, Robert Horry, Bruce Bowen, Tony Parker, Brent Barry","Oberto, Horry, Bowen, Parker, Barry",101177-109-1477-2225-699,SAS,273.0,2,5.0,-2.0,6.0,7.0,,,2.0,13.0,1.0,3.0,1.0,2.0,,,,1.0,,2.0,,,,,1.0,2.0,,,,1.0,6.0,1.0,2.0,,5.0,7.0,1.0,2.0,,2.0,,,,,,,,2.0,3.0,,,2.0,1.0,,,1.0,1.0,1.0,,,,,3.0,1.0,1.0,1.0,1.0,,2.0,2.0,4.0,,,,,,,,,,,,,,2.0,,1.0,,,,,1.0,,,,1.0,3.0,,,,,1.0,0.5,,0.5,0.16666666666666666,0.5,,0.3125,0.5,,0.3125,0.5,,0.25,,,,,0.25,0.2,1.0,1.0,0.4,0.3333333333333333,,,0.3333333333333333,,,,,68.57142857142857,25.5,17.142857142857142,23.166666666666668,16.142857142857142,0.375,0.3333333333333333,0.3333333333333333,,0.125,,,,0.25,,,,,,,,0.25,0.5,0.5,1.0,1.0,0.5,,,,,,,,0.625,0.5,0.5273625,0.6205,,,,0.4,,7.2,24.05,,,,,,,,,,,,,,1.0,1.0,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2007,2006-07,False
101177-109-1477-2225-714,1610612759,"Fabricio Oberto, Robert Horry, Bruce Bowen, Tony Parker, Michael Finley","Oberto, Horry, Bowen, Parker, Finley",101177-109-1477-2225-714,SAS,299.0,2,5.0,-11.0,9.0,9.0,5.0,,1.0,18.0,1.0,2.0,,,,,,1.0,1.0,3.0,,,,,,2.0,,,2.0,2.0,6.0,,2.0,,4.0,15.0,,,,,,2.0,,2.0,,,,4.0,,,,1.0,,,,,,,,,,,,,1.0,1.0,2.0,,3.0,1.0,4.0,,,,,1.0,,1.0,1.0,,2.0,1.0,1.0,,,,1.0,1.0,,,,2.0,,,2.0,2.0,4.0,,5.0,,,,,,,0.3333333333333333,,,0.25,,,0.25,,,0.25,,,0.5,,0.6666666666666666,0.25,1.0,,0.75,0.2,1.0,,0.5,,1.0,1.0,,86.68896321070234,21.333333333333332,11.88888888888889,21.333333333333332,11.333333333333334,0.25,0.5,0.5,,0.125,,,,0.375,0.3333333333333333,0.3333333333333333,,,,,,0.25,,,,,,,,,,,0.5,,0.5,,0.43129285714285714,,0.4112166666666666,,,,,11.416666666666666,34.25,0.5555555555555556,,,,,,,,1.0,,,,,,,0.5,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2007,2006-07,False
101177-109-1521-1938-699,1610612759,"Fabricio Oberto, Robert Horry, Jacque Vaughn, Manu Ginobili, Brent Barry","Oberto, Horry, Vaughn, Ginobili, Barry",101177-109-1521-1938-699,SAS,683.0,5,11.0,-4.0,20.0,18.0,6.0,11.0,4.0,38.0,2.0,5.0,1.0,2.0,,,1.0,2.0,1.0,3.0,1.0,4.0,1.0,2.0,,6.0,2.0,,3.0,4.0,10.0,1.0,10.0,1.0,12.0,16.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,6.0,4.0,4.0,3.0,,2.0,6.0,,,2.0,1.0,3.0,,1.0,1.0,,1.0,7.0,4.0,3.0,1.0,4.0,3.0,8.0,7.0,15.0,,1.0,1.0,,3.0,3.0,3.0,,,6.0,1.0,1.0,3.0,4.0,,6.0,2.0,,4.0,,1.0,,,1.0,1.0,10.0,6.0,6.0,0.5,0.6666666666666666,1.0,0.1,0.2,0.1,0.4,0.3333333333333333,1.0,0.275,0.2,0.4166666666666667,0.2727272727272727,0.16666666666666666,0.375,0.5,,,0.5,1.0,0.5714285714285714,0.5,0.3333333333333333,0.5,0.5,0.5,0.6666666666666666,0.3333333333333333,,0.5,1.0,0.5,,80.11713030746706,18.55,17.333333333333332,15.75,16.5,0.25,0.4,0.4,0.5,0.1,0.5,0.5,,0.15,0.3333333333333333,0.3333333333333333,1.0,0.2,0.25,0.25,1.0,0.3,,,,0.4,0.5,0.4,,,0.3333333333333333,0.5,0.5,,0.75,,0.520435,0.6434166666666666,0.4768833333333333,,,0.16666666666666666,0.5,7.57,23.93,0.3,,,,2.0,,1.0,2.0,,,,,2.0,0.6,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2007,2006-07,False
101177-109-1521-1938-714,1610612759,"Fabricio Oberto, Robert Horry, Jacque Vaughn, Manu Ginobili, Michael Finley","Oberto, Horry, Vaughn, Ginobili, Finley",101177-109-1521-1938-714,SAS,887.0,5,15.0,9.0,28.0,28.0,9.0,7.0,3.0,56.0,2.0,3.0,1.0,1.0,,1.0,,3.0,3.0,10.0,2.0,3.0,1.0,2.0,3.0,6.0,,1.0,1.0,5.0,16.0,5.0,9.0,6.0,31.0,22.0,1.0,3.0,,2.0,1.0,4.0,2.0,3.0,2.0,10.0,6.0,4.0,15.0,,2.0,6.0,3.0,1.0,3.0,5.0,8.0,3.0,2.0,1.0,,2.0,21.0,1.0,3.0,3.0,7.0,1.0,11.0,4.0,15.0,,3.0,3.0,,2.0,2.0,2.0,,,4.0,,2.0,4.0,9.0,1.0,7.0,,2.0,6.0,2.0,1.0,,,1.0,1.0,29.0,10.0,9.0,0.6,0.75,1.0,0.5555555555555556,0.6666666666666666,0.5555555555555556,0.3125,0.3333333333333333,0.25,0.5,0.3333333333333333,0.5714285714285714,0.5535714285714286,0.3333333333333333,0.625,0.36,0.0625,,0.5,1.0,0.875,0.2727272727272727,0.5,0.3333333333333333,0.7142857142857143,0.2857142857142857,,1.0,0.6666666666666666,1.0,1.0,0.5,,90.91319052987599,15.357142857142858,16.321428571428573,14.928571428571429,15.714285714285714,0.12,0.6666666666666666,0.6666666666666666,0.5,0.12,,,,0.4,0.3,0.3,0.6666666666666666,0.12,0.6666666666666666,0.6666666666666666,1.0,0.24,0.5,0.5,1.0,0.3333333333333333,1.0,,0.14285714285714285,,0.2857142857142857,0.5,0.14285714285714285,1.0,0.48,0.5,0.459146,0.54765,0.4542,0.07407407407407407,0.1111111111111111,0.06451612903225806,0.3225806451612903,12.7625,24.477777777777778,0.32142857142857145,,,,1.0,,,1.0,1.0,,,,1.0,,0.5,1.0,,0.2857142857142857,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2007,2006-07,False
101177-109-1521-699-714,1610612759,"Fabricio Oberto, Robert Horry, Jacque Vaughn, Brent Barry, Michael Finley","Oberto, Horry, Vaughn, Barry, Finley",101177-109-1521-699-714,SAS,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2007,2006-07,False
101177-109-1938-2225-699,1610612759,"Fabricio Oberto, Robert Horry, Manu Ginobili, Tony Parker, Brent Barry","Oberto, Horry, Ginobili, Parker, Barry",101177-109-1938-2225-699,SAS,553.0,5,9.0,11.0,19.0,17.0,10.0,10.0,4.0,36.0,5.0,9.0,2.0,2.0,2.0,4.0,,1.0,,2.0,1.0,3.0,1.0,2.0,3.0,3.0,,,,5.0,12.0,4.0,6.0,1.0,23.0,12.0,2.0,3.0,,5.0,2.0,6.0,1.0,2.0,1.0,8.0,4.0,6.0,12.0,,2.0,3.0,3.0,,2.0,4.0,6.0,3.0,1.0,2.0,,,16.0,1.0,3.0,,5.0,,5.0,4.0,9.0,,4.0,2.0,2.0,,,3.0,,,3.0,,2.0,1.0,3.0,,1.0,1.0,,2.0,,,,,,,18.0,8.0,10.0,0.4,0.5,1.0,0.6666666666666666,0.5,0.6666666666666666,0.4166666666666667,0.6666666666666666,0.3333333333333333,0.6111111111111112,0.6666666666666666,0.4375,0.6052631578947368,0.625,0.4444444444444444,0.3333333333333333,,,,,0.625,0.42857142857142855,,0.5,0.625,0.4444444444444444,0.75,0.5,,1.0,0.8,,,93.74321880650994,12.947368421052632,18.058823529411764,11.842105263157896,15.352941176470589,0.5,0.5555555555555556,0.5555555555555556,0.4,0.05555555555555555,,,,0.1111111111111111,,,,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0,,0.5,0.5,0.25,0.5,,,0.8333333333333334,1.0,0.5526361111111111,0.6132333333333333,0.4819125,,,0.21739130434782608,0.34782608695652173,5.05,23.633333333333336,0.5263157894736842,,,,2.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,1610612759,2007,2006-07,False
