EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,AtRimAssists,OffThreePtRebounds,LostBallTurnovers,DefensiveGoaltends,ShortMidRangePctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,PenaltyOffPoss,PenaltyDefPoss,PenaltyArc3FGA,FtPoints,PenaltyFG3A,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,FTA,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,PenaltyArc3Frequency,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyOffPossPct,PenaltyAtRimFGA,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG2A,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,Corner3Assists,FTOffRebounds,FTDefRebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,PenaltyEfgPct,PenaltyTsPct,DefFTReboundPct,OffFTReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,PenaltyPointsPct,PenaltyFG2M,LostBallSteals,Offensive Fouls Drawn,PenaltyFg2Pct,LongMidRangePctBlocked,OffLongMidRangeReboundPct,SecondChanceCorner3FGA,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,Offensive Fouls,PenaltyAtRimFGM,SecondChanceCorner3FGM,SecondChanceFtPoints,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimAccuracy,HeaveAttempts,ShortMidRangeAssists,DefCorner3ReboundPct,ShortMidRangePctAssisted,3SecondViolations,ThreePtShootingFoulsDrawn,BlockedLongMidRange,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,Loose Ball Fouls Drawn,Blocked3s,BlockedArc3,LostBallOutOfBoundsTurnovers,HeaveMakes,3pt And 1 Free Throw Trips,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,OffensiveGoaltends,Corner3PctBlocked,Clear Path Fouls,BlockedCorner3,team_id,year,season,team_vs
101129-101236-101249-1503-1719,1610612745,"Luther Head, Chuck Hayes, John Lucas III, Tracy McGrady, Bonzi Wells","Head, Hayes, Lucas III, McGrady, Wells",101129-101236-101249-1503-1719,HOU,380.0,1,6.0,-2.0,11.0,10.0,3.0,21.0,1.0,7.0,1.0,3.0,2.0,3.0,1.0,3.0,3.0,10.0,1.0,3.0,9.0,11.0,2.0,4.0,4.0,2.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,4.0,1.0,4.0,5.0,4.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,5.0,0.3333333333333333,0.5,1.0,0.3333333333333333,0.3333333333333333,0.3,0.5,0.34615384615384615,0.5,0.34615384615384615,0.5,0.23076923076923078,0.1,0.14285714285714285,0.5,0.8,0.5714285714285714,1.0,0.8333333333333334,0.4444444444444444,0.6666666666666666,1.0,1.0,1.0,0.125,79.57894736842105,0.5,19.363636363636363,16.7,18.0,16.4,0.5384615384615384,0.14285714285714285,0.16666666666666666,0.23076923076923078,0.6666666666666666,0.6666666666666666,0.5,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,0.75,0.3333333333333333,0.7692307692307693,0.3333333333333333,0.5204961538461539,0.49885,0.4444444444444444,5.529999999999999,24.933333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2007,2006-07,False
101129-101236-101249-1503-1909,1610612745,"Luther Head, Chuck Hayes, John Lucas III, Tracy McGrady, Scott Padgett","Head, Hayes, Lucas III, McGrady, Padgett",101129-101236-101249-1503-1909,HOU,239.0,1,4.0,4.0,7.0,7.0,2.0,14.0,1.0,1.0,,,1.0,1.0,,3.0,3.0,4.0,,4.0,6.0,2.0,2.0,2.0,4.0,4.0,2.0,,,3.0,,1.0,2.0,,2.0,,1.0,4.0,,1.0,4.0,5.0,2.0,7.0,,1.0,,,,1.0,,,1.0,,,,,,2.0,0.6666666666666666,0.6666666666666666,,,,0.75,1.0,0.375,1.0,0.375,1.0,0.5,0.25,,1.0,1.0,,1.0,1.0,0.4,,1.0,1.0,1.0,,84.35146443514644,,18.428571428571427,15.714285714285714,15.857142857142858,15.714285714285714,0.125,1.0,1.0,0.125,1.0,1.0,1.0,0.375,,,,,,0.625,,0.5092375,0.4133,0.6666666666666666,9.5,24.6,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.6666666666666666,1.0,0.25,0.5,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2007,2006-07,False
101129-101236-101249-1503-200779,1610612745,"Luther Head, Chuck Hayes, John Lucas III, Tracy McGrady, Steve Novak","Head, Hayes, Lucas III, McGrady, Novak",101129-101236-101249-1503-200779,HOU,128.0,2,2.0,-6.0,4.0,5.0,1.0,9.0,,,,,,,,1.0,,,,1.0,1.0,7.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,2.0,2.0,1.0,,3.0,1.0,2.0,2.0,,,,,,1.0,,,,,,,,,,0.25,,1.0,,,0.6666666666666666,,,,,1.0,,,,,,101.25,,17.5,11.6,16.0,11.6,,,,,,,,1.0,,,,,,1.0,,0.56655,,,,25.8,,,,,1.0,,,,1.0,1.0,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.56655,0.5,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2007,2006-07,False
101129-101236-101249-1503-2203,1610612745,"Luther Head, Chuck Hayes, John Lucas III, Tracy McGrady, Shane Battier","Head, Hayes, Lucas III, McGrady, Battier",101129-101236-101249-1503-2203,HOU,1046.0,7,17.0,-4.0,33.0,33.0,4.0,66.0,3.0,7.0,,2.0,4.0,6.0,5.0,11.0,8.0,18.0,7.0,16.0,42.0,46.0,,3.0,6.0,8.0,8.0,18.0,,11.0,5.0,3.0,4.0,6.0,10.0,4.0,2.0,26.0,5.0,,7.0,9.0,8.0,17.0,1.0,2.0,2.0,2.0,1.0,4.0,4.0,8.0,6.0,2.0,2.0,,2.0,1.0,36.0,0.5,0.5,0.8571428571428571,0.4375,0.4375,0.4444444444444444,,0.5441176470588235,0.42857142857142855,0.5540540540540541,0.42857142857142855,0.47058823529411764,0.16666666666666666,0.2857142857142857,0.5,0.7,0.5,,0.6363636363636364,0.3684210526315789,0.75,0.5,0.75,,0.0625,90.8604206500956,0.5,17.424242424242426,14.272727272727273,16.12121212121212,13.333333333333334,0.20588235294117646,0.42857142857142855,0.6,0.17647058823529413,0.6666666666666666,0.6666666666666666,0.5,0.3235294117647059,0.45454545454545453,0.45454545454545453,0.8,0.2857142857142857,,0.6764705882352942,0.45454545454545453,0.5004220588235294,0.5200083333333333,0.14285714285714285,8.216666666666667,25.20625,1.0,5.0,5.0,2.0,2.0,,,0.2,0.2222222222222222,0.16666666666666666,0.6666666666666666,0.14705882352941177,0.2,0.25,0.14705882352941177,9.0,11.0,3.0,5.0,5.0,1.0,1.0,,8.0,3.0,9.0,,0.3333333333333333,0.5220666666666667,0.08333333333333333,0.15,0.2727272727272727,2.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,4.0,4.0,2.0,3.0,9.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,9.0,1.0,0.5,0.4,0.3333333333333333,0.36363636363636365,1.0,0.5,0.5,0.3333333333333333,1.0,0.4,0.4,1.0,0.5714285714285714,0.5,1.0,0.2222222222222222,0.2222222222222222,0.5,0.3333333333333333,0.21428571428571427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2007,2006-07,False
101129-101236-101249-1503-436,1610612745,"Luther Head, Chuck Hayes, John Lucas III, Tracy McGrady, Juwan Howard","Head, Hayes, Lucas III, McGrady, Howard",101129-101236-101249-1503-436,HOU,703.0,6,12.0,5.0,20.0,20.0,1.0,40.0,3.0,4.0,1.0,1.0,5.0,8.0,2.0,4.0,8.0,13.0,2.0,5.0,23.0,18.0,1.0,1.0,2.0,6.0,10.0,,2.0,4.0,2.0,1.0,3.0,,3.0,,3.0,6.0,1.0,1.0,2.0,4.0,1.0,5.0,,,,2.0,1.0,2.0,1.0,5.0,7.0,,,,,,21.0,0.375,0.42857142857142855,,0.4,0.4,0.6153846153846154,1.0,0.6111111111111112,1.0,0.6052631578947368,1.0,0.2777777777777778,0.07692307692307693,,,0.3333333333333333,0.2,0.5,0.375,0.14285714285714285,,0.5,,0.5,,81.93456614509246,,16.95,18.2,16.9,16.3,0.2222222222222222,0.75,0.75,0.4444444444444444,0.625,0.7142857142857143,0.6,0.2222222222222222,0.5,0.5,,1.0,1.0,0.5,0.5,0.4664722222222222,0.5304,0.08695652173913043,12.892307692307693,24.82,,1.0,1.0,,,,,,,,,0.05555555555555555,,,0.05555555555555555,3.0,2.0,1.0,1.0,2.0,,,1.0,2.0,1.0,3.0,,0.3333333333333333,0.4293,0.05263157894736842,0.07142857142857142,0.15,,,,1.0,,,,,,1.0,,,2.0,6.0,,,1.0,3.0,1.0,,,,,2.0,,,,0.3333333333333333,0.3333333333333333,1.0,,,,0.3333333333333333,,,,,,,,0.3333333333333333,,,0.08695652173913043,1.0,2.0,3.0,1.0,0.125,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2007,2006-07,False
101129-101236-101249-1503-87,1610612745,"Luther Head, Chuck Hayes, John Lucas III, Tracy McGrady, Dikembe Mutombo","Head, Hayes, Lucas III, McGrady, Mutombo",101129-101236-101249-1503-87,HOU,352.0,2,6.0,3.0,9.0,10.0,1.0,19.0,4.0,6.0,1.0,2.0,,,,1.0,4.0,9.0,,4.0,8.0,5.0,1.0,2.0,2.0,6.0,2.0,,,1.0,,1.0,3.0,,3.0,,,6.0,2.0,,6.0,6.0,5.0,11.0,,1.0,,,,1.0,1.0,3.0,1.0,1.0,1.0,,1.0,1.0,6.0,0.75,0.75,,,,0.4444444444444444,0.5,0.3076923076923077,0.25,0.3076923076923077,0.25,0.3076923076923077,0.1111111111111111,0.16666666666666666,1.0,0.8571428571428571,0.4,,0.8571428571428571,0.5555555555555556,0.5,1.0,0.75,,,77.72727272727273,1.0,20.333333333333332,16.9,15.222222222222221,14.3,0.46153846153846156,0.6666666666666666,0.8,,,,,0.07692307692307693,,,,0.5,0.5,0.7692307692307693,,0.5438769230769231,0.54605,0.25,2.3666666666666667,24.275,,3.0,3.0,3.0,3.0,1.0,,,0.75,1.0,0.75,0.23076923076923078,,,0.23076923076923078,,4.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,2.0,2.0,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2007,2006-07,False
101129-101236-101249-1719-200779,1610612745,"Luther Head, Chuck Hayes, John Lucas III, Bonzi Wells, Steve Novak","Head, Hayes, Lucas III, Wells, Novak",101129-101236-101249-1719-200779,HOU,436.0,2,7.0,-8.0,15.0,14.0,2.0,29.0,1.0,3.0,,,,,1.0,4.0,1.0,5.0,2.0,6.0,10.0,18.0,,,,2.0,,6.0,,4.0,1.0,1.0,1.0,2.0,3.0,1.0,,8.0,,,4.0,5.0,1.0,6.0,,1.0,1.0,3.0,1.0,4.0,2.0,6.0,3.0,,,,,,10.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.2,,0.36363636363636365,,0.4166666666666667,,0.5454545454545454,0.2,0.3333333333333333,0.25,0.8,,,0.8,0.125,,,0.6666666666666666,,,95.77981651376147,,16.8,13.142857142857142,16.533333333333335,13.142857142857142,0.2727272727272727,0.3333333333333333,0.5,,,,,0.36363636363636365,0.25,0.25,1.0,,,0.8181818181818182,0.25,0.45483181818181817,,,3.56,25.116666666666664,,2.0,2.0,1.0,1.0,,,,0.25,0.3333333333333333,1.0,0.18181818181818182,,,0.18181818181818182,2.0,5.0,1.0,2.0,1.0,,,1.0,3.0,2.0,2.0,,1.0,0.5016,0.16666666666666666,0.3333333333333333,0.13333333333333333,,1.0,,,,,1.0,,1.0,,1.0,,3.0,,1.0,,1.0,2.0,2.0,1.0,1.0,,,3.0,,,1.0,1.5,1.5,1.0,,,,1.0,0.5,0.5,1.0,,,,,,,1.0,0.3,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2007,2006-07,False
101129-101236-101249-1719-2203,1610612745,"Luther Head, Chuck Hayes, John Lucas III, Bonzi Wells, Shane Battier","Head, Hayes, Lucas III, Wells, Battier",101129-101236-101249-1719-2203,HOU,696.0,5,12.0,1.0,19.0,19.0,4.0,38.0,3.0,5.0,2.0,2.0,2.0,5.0,,2.0,7.0,16.0,1.0,4.0,21.0,20.0,2.0,4.0,8.0,2.0,12.0,3.0,2.0,2.0,,2.0,1.0,1.0,2.0,,,5.0,4.0,,5.0,6.0,4.0,10.0,,2.0,,,,2.0,1.0,6.0,5.0,1.0,1.0,,1.0,1.0,13.0,0.14285714285714285,0.16666666666666666,1.0,0.25,0.25,0.4375,0.5,0.425,0.7,0.4772727272727273,0.8,0.2,0.125,0.2,1.0,0.7142857142857143,0.4444444444444444,,0.625,0.3333333333333333,0.5,1.0,0.75,,,78.62068965517241,1.0,17.63157894736842,19.0,15.631578947368421,18.842105263157894,0.25,0.6,0.75,0.25,0.4,0.4,,0.1,,,,0.4,1.0,0.45,,0.46721250000000003,0.48658999999999997,0.38095238095238093,8.425,23.975,2.0,6.0,2.0,1.0,,2.0,,0.16666666666666666,,,0.3333333333333333,0.3,0.3333333333333333,0.4,0.1,,,,4.0,,,,1.0,6.0,4.0,,,,0.4726,0.18181818181818182,0.2222222222222222,,1.0,1.0,,,,,,1.0,1.0,2.0,,,2.0,,1.0,,1.0,4.0,2.0,,2.0,,,2.0,,1.0,,0.5,0.5,1.0,,0.5,,,0.5,0.5,1.0,,,,0.5,,,,0.09523809523809523,1.0,2.0,,0.5,,0.3333333333333333,1.0,1.0,,0.2,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612745,2007,2006-07,False
101129-101236-101249-1719-436,1610612745,"Luther Head, Chuck Hayes, John Lucas III, Bonzi Wells, Juwan Howard","Head, Hayes, Lucas III, Wells, Howard",101129-101236-101249-1719-436,HOU,209.0,2,3.0,-2.0,6.0,8.0,,14.0,1.0,1.0,,,,2.0,,2.0,1.0,3.0,,2.0,2.0,4.0,,,,,2.0,,,1.0,,,,,,,,,,,2.0,2.0,,2.0,,1.0,,,,1.0,,1.0,1.0,,,,,,2.0,,,,,,0.3333333333333333,,0.2,,0.2,,0.4,,,1.0,0.6666666666666666,,,0.5,,,,1.0,,,96.45933014354067,,13.333333333333334,16.125,13.333333333333334,14.0,0.2,1.0,1.0,0.4,,,,0.4,,,,,,0.6,,0.4746625,,,11.4,35.15,,,,,,1.0,,,,,,,,,,1.0,5.0,1.0,,1.0,,,1.0,,,1.0,,1.0,0.48315,,,0.16666666666666666,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1610612745,2007,2006-07,False
101129-101236-101249-1747-2203,1610612745,"Luther Head, Chuck Hayes, John Lucas III, Rafer Alston, Shane Battier","Head, Hayes, Lucas III, Alston, Battier",101129-101236-101249-1747-2203,HOU,231.0,1,4.0,-1.0,7.0,8.0,1.0,15.0,1.0,3.0,,,,1.0,1.0,3.0,2.0,5.0,1.0,3.0,7.0,8.0,,1.0,,2.0,2.0,3.0,,3.0,1.0,,1.0,1.0,2.0,1.0,,5.0,1.0,,1.0,1.0,1.0,2.0,,,,,,,,,1.0,,,,,,7.0,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,0.4,,0.4375,,0.4375,,0.375,,,,1.0,0.3333333333333333,,1.0,0.2,0.5,,1.0,,,93.5064935064935,,16.857142857142858,14.125,16.285714285714285,14.125,0.375,0.3333333333333333,0.3333333333333333,0.125,,,,0.375,0.3333333333333333,0.3333333333333333,1.0,,,0.75,0.3333333333333333,0.51836875,0.3842,,4.46,25.8,1.0,1.0,,1.0,,,,,,,1.0,0.125,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2007,2006-07,False
