EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,PenaltyCorner3FGM,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFtPoints,PtsPutbacks,Corner3Assists,LongMidRangeAssists,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,ShootingFouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,SelfORebPct,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,ShortMidRangeFGM,LostBallTurnovers,Travels,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Offensive Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,BlocksRecoveredPct,Loose Ball Fouls,HeaveMakes,HeaveAttempts,OffThreePtRebounds,NonShootingPenaltyNonTakeFouls,LongMidRangePctBlocked,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,ShortMidRangeAssists,SecondChanceTurnovers,ShortMidRangePctAssisted,SecondChanceCorner3FGA,SecondChanceFG3A,SecondChanceCorner3Frequency,SecondChanceArc3FGA,SecondChanceFtPoints,PtsUnassisted3s,Fg3aBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedShortMidRange,FG3APctBlocked,Arc3PctBlocked,DefCorner3ReboundPct,SecondChanceArc3Frequency,ThreePtShootingFoulsDrawnPct,3SecondViolations,Technical Free Throw Trips,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,OffCorner3ReboundPct,Defensive 3 Seconds Violations,LostBallOutOfBoundsTurnovers,DefensiveGoaltends,Corner3PctBlocked,StepOutOfBoundsTurnovers,OffensiveGoaltends,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,BlockedCorner3,BlockedLongMidRange,SecondChanceCorner3PctAssisted,Clear Path Fouls,team_id,year,season,team_vs
101112-101126-101135-1744-2037,1610612752,"Channing Frye, Nate Robinson, David Lee, Jerome James, Jamal Crawford","Frye, Robinson, Lee, James, Crawford",101112-101126-101135-1744-2037,NYK,221.0,1,4.0,2.0,7.0,7.0,7.0,14.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,7.0,5.0,2.0,5.0,1.0,2.0,7.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,0.5,0.5,1.0,0.5,0.5,0.5,0.4,0.4,0.5,0.5,0.5,0.5,0.2857142857142857,0.4,0.5,0.5,0.6666666666666666,1.0,0.75,0.5,1.0,1.0,91.22171945701358,16.142857142857142,15.428571428571429,16.142857142857142,15.285714285714286,0.2857142857142857,0.5,1.0,1.0,0.2857142857142857,0.14285714285714285,1.0,1.0,0.14285714285714285,0.14285714285714285,1.0,1.0,1.0,0.2857142857142857,0.5,0.14285714285714285,0.14285714285714285,1.0,0.5714285714285714,1.0,0.55205,0.55205,1.0,7.4799999999999995,25.45,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2007,2006-07,False
101112-101126-101135-1883-200764,1610612752,"Channing Frye, Nate Robinson, David Lee, Steve Francis, Renaldo Balkman","Frye, Robinson, Lee, Francis, Balkman",101112-101126-101135-1883-200764,NYK,692.0,1,12.0,20.0,22.0,23.0,10.0,45.0,9.0,13.0,5.0,8.0,,1.0,7.0,1.0,1.0,3.0,3.0,1.0,1.0,10.0,20.0,4.0,4.0,38.0,18.0,6.0,10.0,2.0,2.0,23.0,8.0,12.0,12.0,3.0,3.0,1.0,4.0,4.0,8.0,3.0,3.0,20.0,1.0,5.0,7.0,13.0,5.0,1.0,1.0,2.0,,5.0,30.0,23.0,10.0,0.4,0.4444444444444444,1.0,1.0,1.0,1.0,0.5,0.6,0.6666666666666666,0.75,0.7307692307692307,0.8214285714285714,0.16666666666666666,0.05,0.07692307692307693,,0.625,1.0,0.6666666666666666,,0.6666666666666666,1.0,93.64161849710983,14.5,16.217391304347824,12.5,15.478260869565217,0.5416666666666666,0.6923076923076923,0.75,0.3333333333333333,,0.2916666666666667,0.14285714285714285,0.14285714285714285,0.041666666666666664,0.125,1.0,1.0,1.0,0.6666666666666666,0.625,0.08333333333333333,0.08333333333333333,1.0,0.7083333333333334,1.0,0.5274520833333333,0.5881375,0.6052631578947368,7.7,24.825,0.45454545454545453,7.0,4.0,4.0,5.0,1.0,1.0,6.0,4.0,6.0,8.0,5.0,2.0,1.0,1.0,6.0,1.0,6.0,1.0,4.0,1.0,1.0,1.0,3.0,9.0,1.0,2.0,6.0,2.0,3.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,1.0,0.6,0.6,0.75,0.5,1.0,0.1111111111111111,1.0,1.0,1.0,1.0,0.8333333333333334,0.8,0.25,1.0,0.5080666666666667,0.12,0.14285714285714285,0.21052631578947367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2007,2006-07,False
101112-101126-101135-1883-2037,1610612752,"Channing Frye, Nate Robinson, David Lee, Steve Francis, Jamal Crawford","Frye, Robinson, Lee, Francis, Crawford",101112-101126-101135-1883-2037,NYK,227.0,1,4.0,-1.0,7.0,8.0,,15.0,2.0,3.0,,,1.0,,1.0,,,,,,,3.0,5.0,,,7.0,8.0,,,,,,2.0,4.0,,,,1.0,1.0,,1.0,,1.0,2.0,,2.0,2.0,3.0,1.0,1.0,1.0,2.0,,2.0,5.0,,,0.3333333333333333,0.5,,,,,0.6,,0.6,,0.5833333333333334,,,0.2,0.3333333333333333,,1.0,,1.0,,1.0,,95.15418502202644,12.714285714285714,17.25,12.714285714285714,17.25,0.6,0.6666666666666666,1.0,0.5,0.2,0.2,,,,,,,,,,,,,0.6,,0.49656,,,5.2,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,2.0,,2.0,,,1.0,,1.0,,,1.0,,,1.0,1.0,,,2.0,,1.0,,,1.0,1.0,1.0,0.5,,0.5,0.5,,1.0,,,,,,,1.0,1.0,,,0.5968,0.16666666666666666,0.16666666666666666,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2007,2006-07,False
101112-101126-101135-1883-2047,1610612752,"Channing Frye, Nate Robinson, David Lee, Steve Francis, Quentin Richardson","Frye, Robinson, Lee, Francis, Richardson",101112-101126-101135-1883-2047,NYK,72.0,1,1.0,-1.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,,,1.0,,,,,,,1.0,3.0,,,2.0,3.0,1.0,3.0,,,2.0,,2.0,,,,,,,,,,,,,1.0,2.0,,,,,,,,2.0,2.0,,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,,,,,,80.0,19.5,16.5,19.5,16.5,0.6666666666666666,0.5,0.5,,,0.3333333333333333,,,,,,,,0.6666666666666666,0.5,,,,0.6666666666666666,,0.5013666666666666,0.5013666666666666,1.0,6.033333333333334,,1.0,,1.0,1.0,1.0,,,,1.0,1.0,2.0,,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,0.5,0.5,1.0,,,,,,,,1.0,1.0,,,0.5592,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2007,2006-07,False
101112-101126-101135-1883-2407,1610612752,"Channing Frye, Nate Robinson, David Lee, Steve Francis, Jared Jeffries","Frye, Robinson, Lee, Francis, Jeffries",101112-101126-101135-1883-2407,NYK,447.0,2,7.0,-5.0,15.0,14.0,4.0,29.0,2.0,4.0,,1.0,2.0,2.0,6.0,,,,2.0,,2.0,5.0,12.0,,2.0,11.0,16.0,,1.0,,2.0,,2.0,8.0,,2.0,,2.0,1.0,,1.0,,,2.0,1.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,1.0,4.0,9.0,,4.0,0.2,0.25,,,,,0.4166666666666667,,0.35714285714285715,,0.39285714285714285,,0.14285714285714285,0.16666666666666666,0.5,,0.5,1.0,0.6,1.0,0.5,1.0,93.42281879194631,16.066666666666666,14.714285714285714,16.066666666666666,14.214285714285714,0.2857142857142857,0.5,1.0,,0.14285714285714285,0.42857142857142855,0.3333333333333333,0.3333333333333333,,0.14285714285714285,,,,0.3333333333333333,,,0.6666666666666666,,0.42857142857142855,,0.39328928571428573,0.31405,,10.549999999999999,28.2,0.26666666666666666,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,2.0,,2.0,,1.0,1.0,,1.0,,1.0,1.0,,1.0,2.0,3.0,,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,0.5,,0.14285714285714285,0.125,0.5,,,,0.5,,,,1.0,1.0,,,0.5598,0.07142857142857142,0.08333333333333333,0.18181818181818182,1.0,,,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2007,2006-07,False
101112-101126-101135-1883-950,1610612752,"Channing Frye, Nate Robinson, David Lee, Steve Francis, Stephon Marbury","Frye, Robinson, Lee, Francis, Marbury",101112-101126-101135-1883-950,NYK,145.0,1,2.0,,5.0,4.0,,9.0,,,,,1.0,,,,,,,,,1.0,1.0,,,5.0,5.0,,,,,,,2.0,,,,,,,,,,,1.0,1.0,2.0,2.0,,,1.0,2.0,,2.0,5.0,,,,,,,,,1.0,,1.0,,0.8333333333333334,,,,,,0.3333333333333333,1.0,0.5,1.0,,1.0,89.37931034482759,11.2,22.25,11.2,19.75,,,,,1.0,,,,,,,,,,,,,,,,0.3631,,,7.6,,,,,,,,,3.0,,,,,,,,,,,,,1.0,,1.0,,2.0,,,4.0,,2.0,,,,,,0.5,,,,,,,,,,,,,,,,,0.6666666666666666,0.6666666666666666,,1.0,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2007,2006-07,False
101112-101126-101135-200764-200776,1610612752,"Channing Frye, Nate Robinson, David Lee, Renaldo Balkman, Mardy Collins","Frye, Robinson, Lee, Balkman, Collins",101112-101126-101135-200764-200776,NYK,24.0,1,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,24.0,,24.0,,,,,,1.0,,,,,,,,,,,,,,,,0.2458,,,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2007,2006-07,False
101112-101126-101135-200764-2037,1610612752,"Channing Frye, Nate Robinson, David Lee, Renaldo Balkman, Jamal Crawford","Frye, Robinson, Lee, Balkman, Crawford",101112-101126-101135-200764-2037,NYK,877.0,7,15.0,3.0,24.0,26.0,9.0,50.0,7.0,10.0,3.0,5.0,4.0,2.0,5.0,2.0,1.0,1.0,5.0,1.0,3.0,12.0,19.0,1.0,7.0,27.0,24.0,4.0,9.0,1.0,4.0,11.0,14.0,10.0,3.0,3.0,,1.0,7.0,1.0,8.0,1.0,6.0,17.0,4.0,2.0,6.0,12.0,4.0,2.0,2.0,4.0,1.0,9.0,21.0,11.0,9.0,0.5833333333333334,0.7,1.0,0.14285714285714285,0.25,,0.631578947368421,0.4444444444444444,0.5192307692307693,0.4230769230769231,0.5192307692307693,0.4230769230769231,0.2692307692307692,0.05263157894736842,,,0.2857142857142857,0.8,0.5,0.25,0.3333333333333333,0.8,82.09806157354618,17.791666666666668,17.307692307692307,16.166666666666668,15.076923076923077,0.38461538461538464,0.7,0.7,0.8571428571428571,0.15384615384615385,0.19230769230769232,0.4,0.5,0.07692307692307693,0.19230769230769232,0.2,0.2,1.0,0.38461538461538464,0.6,0.07692307692307693,0.23076923076923078,0.3333333333333333,0.6538461538461539,,0.496038,0.485625,0.4074074074074074,6.5,28.542857142857144,0.375,9.0,5.0,2.0,3.0,,,,3.0,6.0,6.0,,4.0,,1.0,4.0,,6.0,,2.0,2.0,,2.0,2.0,6.0,,4.0,1.0,1.0,1.0,,,0.5,0.5,0.5,0.5,,0.5714285714285714,0.46153846153846156,0.3333333333333333,0.6666666666666666,,,0.5,,,,0.5,0.6666666666666666,0.5,,0.497875,0.038461538461538464,0.05263157894736842,0.2222222222222222,3.0,,1.0,0.75,0.75,,1.0,1.0,1.0,,,,1.0,1.0,2.0,3.0,0.2,0.3333333333333333,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2007,2006-07,False
101112-101126-101135-200764-2201,1610612752,"Channing Frye, Nate Robinson, David Lee, Renaldo Balkman, Eddy Curry","Frye, Robinson, Lee, Balkman, Curry",101112-101126-101135-200764-2201,NYK,53.0,1,1.0,1.0,2.0,1.0,,3.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,3.0,2.0,,,,,,2.0,,,,,,1.0,,1.0,,1.0,2.0,,,,,,,,1.0,,1.0,3.0,,,1.0,1.0,,,,,1.0,,1.0,,1.5,,,,,,,,,,,,81.50943396226415,20.0,13.0,20.0,13.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,0.5061,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2007,2006-07,False
101112-101126-101135-200764-2407,1610612752,"Channing Frye, Nate Robinson, David Lee, Renaldo Balkman, Jared Jeffries","Frye, Robinson, Lee, Balkman, Jeffries",101112-101126-101135-200764-2407,NYK,33.0,1,1.0,-2.0,2.0,3.0,,5.0,,2.0,,,,,1.0,,,,,,,,3.0,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,218.18181818181816,5.0,7.666666666666667,4.0,1.6666666666666667,0.6666666666666666,,,,,0.3333333333333333,,,,,,,,,,,,,0.6666666666666666,,0.5938,,,6.033333333333334,,,3.0,1.0,,1.0,,,,,1.0,,,,,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,0.5,,,0.3333333333333333,,,,,1.0,,,,0.4991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2007,2006-07,False
