EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,ThreePtAssists,Assists,Corner3Assists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyAtRimFGA,LongMidRangeFGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGA,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,HeaveAttempts,Fg2aBlocked,OffTwoPtRebounds,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg3Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,LongMidRangeFrequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,PenaltyFtPoints,BadPassOutOfBoundsTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceArc3FGA,SecondChanceFG3A,OffLongMidRangeReboundPct,SecondChanceArc3Frequency,PenaltyAtRimFGM,Arc3FGM,PenaltyArc3FGM,PenaltyFG2M,PtsAssisted2s,NonHeaveArc3FGM,TwoPtAssists,Arc3Assists,AtRimAssists,LiveBallTurnovers,BadPassTurnovers,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,LiveBallTurnoverPct,DefAtRimReboundPct,AtRimPctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,LostBallSteals,2pt And 1 Free Throw Trips,SecondChanceAtRimFGA,SecondChanceFtPoints,SecondChancePoints,SelfOReb,LostBallTurnovers,NonShootingPenaltyNonTakeFouls,SecondChanceTsPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChancePointsPct,LongMidRangeFGM,LongMidRangeAssists,ShortMidRangePctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFGM,SecondChanceFG2M,PtsUnassisted3s,PtsPutbacks,Offensive Fouls Drawn,OffensiveGoaltends,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceAtRimAccuracy,LostBallOutOfBoundsTurnovers,Loose Ball Fouls Drawn,Loose Ball Fouls,Defensive 3 Seconds Violations,3SecondViolations,BlockedShortMidRange,SecondChanceAtRimPctAssisted,LongMidRangePctBlocked,Travels,OffShortMidRangeReboundPct,ShortMidRangeAssists,OffCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Technical Free Throw Trips,DefensiveGoaltends,FTOffRebounds,OffFTReboundPct,StepOutOfBoundsTurnovers,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,Clear Path Fouls,Corner3PctBlocked,BlockedCorner3,team_id,year,season,team_vs
101150-101183-200760-2584-2738,1610612755,"Lou Williams, Shavlik Randolph, Rodney Carney, Willie Green, Andre Iguodala","Williams, Randolph, Carney, Green, Iguodala",101150-101183-200760-2584-2738,PHI,201.0,1,3.0,7.0,8.0,8.0,8.0,1.0,16.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,1.0,8.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,5.0,1.0,6.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,0.5,0.5,0.4,0.5,0.5,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,114.6268656716418,5.75,19.375,5.125,19.375,0.2857142857142857,0.5,0.5,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.14285714285714285,1.0,1.0,1.0,0.14285714285714285,0.5714285714285714,0.5513428571428571,0.125,0.16666666666666666,5.68,23.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2007,2006-07,False
101150-101183-200760-2594-2738,1610612755,"Lou Williams, Shavlik Randolph, Rodney Carney, Kyle Korver, Andre Iguodala","Williams, Randolph, Carney, Korver, Iguodala",101150-101183-200760-2594-2738,PHI,142.0,1,2.0,1.0,5.0,4.0,4.0,3.0,9.0,,2.0,,,1.0,1.0,1.0,,4.0,1.0,2.0,,3.0,2.0,2.0,,3.0,,1.0,1.0,1.0,3.0,,,2.0,,2.0,2.0,4.0,,,1.0,3.0,,,,3.0,1.0,0.5,1.0,,0.25,0.25,0.3333333333333333,,0.6666666666666666,,,0.6666666666666666,0.5,,,,,91.26760563380282,14.6,17.25,7.8,16.25,0.3333333333333333,,,,,,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,0.6666666666666666,0.533,,,8.5,33.95,5.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,5.0,0.5,0.25,0.25,0.25,0.5,0.5,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,0.16666666666666666,1.0,0.16666666666666666,0.36155,0.533,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2007,2006-07,False
101150-101183-200848-2594-2738,1610612755,"Lou Williams, Shavlik Randolph, Steven Smith, Kyle Korver, Andre Iguodala","Williams, Randolph, Smith, Korver, Iguodala",101150-101183-200848-2594-2738,PHI,79.0,1,1.0,-2.0,3.0,2.0,2.0,,5.0,,,,,,,,,1.0,,,2.0,2.0,4.0,,,,,,,,,,,,1.0,1.0,,1.0,,,1.0,1.0,1.0,2.0,,2.0,,,,,,0.5,,1.0,,,,,,,,,,91.13924050632912,17.333333333333332,13.5,17.333333333333332,13.5,,,,,,,,,,,,,0.3431,,,16.5,,3.0,,1.0,,,,1.0,,,2.0,,,,1.0,1.0,,1.0,,,,,,,2.0,3.0,,,0.5,,,,,,,1.0,,,,,,0.3431,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2007,2006-07,False
101150-101183-2584-2594-2738,1610612755,"Lou Williams, Shavlik Randolph, Willie Green, Kyle Korver, Andre Iguodala","Williams, Randolph, Green, Korver, Iguodala",101150-101183-2584-2594-2738,PHI,55.0,1,1.0,,1.0,,,1.0,1.0,,,,,,,1.0,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,0.5,,,,,,0.5,,,,,26.181818181818183,43.0,,27.0,,,,,,,,,,,,0.5,0.5,0.39375,,,16.3,27.3,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,0.5,,,,,0.4851,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2007,2006-07,False
101150-101183-2594-2738-673,1610612755,"Lou Williams, Shavlik Randolph, Kyle Korver, Andre Iguodala, Alan Henderson","Williams, Randolph, Korver, Iguodala, Henderson",101150-101183-2594-2738-673,PHI,71.0,1,1.0,3.0,3.0,3.0,3.0,,6.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,5.0,2.0,,,3.0,1.0,1.0,2.0,,5.0,,,1.0,,1.0,,1.0,,,1.0,1.0,,,,5.0,1.0,1.0,1.0,1.0,1.25,1.25,0.5,,0.5,,,0.5,,,,,,121.69014084507042,9.666666666666666,14.0,9.666666666666666,14.0,0.5,1.0,1.0,,,,,,,,0.5,1.0,0.61555,,,,26.3,3.0,1.0,,,,1.0,1.0,1.0,1.0,5.0,,,,,1.0,,1.0,,1.0,1.0,,1.0,1.0,5.0,3.0,1.0,1.25,1.25,,,,,,1.0,,0.5,,,0.5,,0.61555,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2007,2006-07,False
101150-1563-185-2594-2738,1610612755,"Lou Williams, Kevin Ollie, Chris Webber, Kyle Korver, Andre Iguodala","Williams, Ollie, Webber, Korver, Iguodala",101150-1563-185-2594-2738,PHI,300.0,1,5.0,3.0,10.0,10.0,,,20.0,3.0,3.0,1.0,2.0,,,,4.0,5.0,,,7.0,15.0,12.0,,4.0,,,,2.0,,4.0,,,2.0,,2.0,,2.0,1.0,,2.0,2.0,6.0,11.0,3.0,15.0,,,,0.8,0.8,0.75,,,1.0,,,1.0,,,1.0,,,96.0,10.7,19.3,10.7,19.3,0.6,1.0,1.0,0.4,0.5,0.5,,,,,,0.6,0.54798,0.42857142857142855,0.42857142857142855,4.46,,8.0,2.0,,,,,4.0,,,11.0,,,,,,,,,1.0,1.0,,1.0,1.0,11.0,8.0,,0.75,0.6875,,,,,,1.0,,0.5,,,,,0.5523,0.7333333333333333,0.8,5.0,,3.0,2.0,,,,,2.0,,,3.0,4.0,,2.0,,2.0,,,0.5,0.5,0.75,,1.0,0.6666666666666666,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2007,2006-07,False
101150-1563-1889-200811-693,1610612755,"Lou Williams, Kevin Ollie, Andre Miller, Lou Amundson, Joe Smith","Williams, Ollie, Miller, Amundson, Smith",101150-1563-1889-200811-693,PHI,68.0,1,1.0,-1.0,1.0,2.0,1.0,,3.0,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,,,,,,0.5,,,,,,,,,,,,63.529411764705884,37.0,15.5,37.0,15.5,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2007,2006-07,False
101150-1563-1889-2223-693,1610612755,"Lou Williams, Kevin Ollie, Andre Miller, Samuel Dalembert, Joe Smith","Williams, Ollie, Miller, Dalembert, Smith",101150-1563-1889-2223-693,PHI,234.0,2,4.0,-2.0,9.0,7.0,7.0,2.0,16.0,1.0,3.0,,,,,1.0,1.0,5.0,,1.0,6.0,8.0,10.0,1.0,,,1.0,,1.0,,2.0,,,2.0,,2.0,2.0,4.0,1.0,1.0,,2.0,5.0,7.0,3.0,6.0,,,,0.2,0.16666666666666666,0.4444444444444444,0.16666666666666666,,0.6666666666666666,,,0.6666666666666666,0.5,,,,,98.46153846153847,13.0,16.714285714285715,12.555555555555555,15.285714285714286,0.5,0.3333333333333333,0.3333333333333333,,,,,,,,0.16666666666666666,0.6666666666666666,0.5825083333333333,0.375,0.42857142857142855,7.42,26.0,5.0,1.0,2.0,,,1.0,1.0,,1.0,5.0,,,2.0,1.0,2.0,,1.0,1.0,2.0,2.0,,2.0,2.0,5.0,5.0,,,0.5,,,0.5,0.5,,1.0,0.3333333333333333,0.5,,,0.5,0.715,0.575125,0.625,0.5555555555555556,5.0,,1.0,1.0,,,0.5,,,,,,2.0,,1.0,,1.0,1.0,,1.0,1.0,,0.5,1.0,1.0,,,,,,,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.25,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2007,2006-07,False
101150-1563-200760-200784-200811,1610612755,"Lou Williams, Kevin Ollie, Rodney Carney, Bobby Jones, Lou Amundson","Williams, Ollie, Carney, Jones, Amundson",101150-1563-200760-200784-200811,PHI,161.0,1,3.0,2.0,6.0,6.0,,1.0,12.0,1.0,1.0,,1.0,,,1.0,3.0,5.0,,1.0,1.0,7.0,5.0,,4.0,,1.0,,1.0,,2.0,,,1.0,,1.0,1.0,2.0,2.0,2.0,,,2.0,1.0,1.0,7.0,,,,0.6,0.5,0.5833333333333334,0.16666666666666666,,1.0,,,1.0,0.3333333333333333,,,,,107.32919254658385,11.166666666666666,15.666666666666666,10.0,15.666666666666666,0.16666666666666666,1.0,1.0,0.16666666666666666,,,,,,,0.16666666666666666,0.3333333333333333,0.4497583333333333,0.16666666666666666,0.2,13.5,24.5,2.0,1.0,3.0,,,,2.0,,,5.0,,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,1.0,5.0,2.0,,1.0,1.25,0.2,,0.5,,,1.0,0.5,0.5,,,,0.54525,0.4832,0.7142857142857143,0.3333333333333333,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,2.0,2.0,,1.0,,,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,2.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2007,2006-07,False
101150-1563-200760-200784-693,1610612755,"Lou Williams, Kevin Ollie, Rodney Carney, Bobby Jones, Joe Smith","Williams, Ollie, Carney, Jones, Smith",101150-1563-200760-200784-693,PHI,642.0,2,11.0,7.0,21.0,23.0,13.0,4.0,44.0,8.0,11.0,2.0,2.0,,,3.0,11.0,18.0,1.0,3.0,2.0,27.0,20.0,4.0,10.0,,3.0,,6.0,,12.0,,2.0,4.0,,6.0,4.0,10.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,20.0,,0.3333333333333333,0.3333333333333333,0.6111111111111112,0.5952380952380952,0.6428571428571429,0.14285714285714285,,1.0,0.6666666666666666,,0.8571428571428571,0.4444444444444444,,,1.0,,98.69158878504673,12.904761904761905,16.130434782608695,12.571428571428571,15.782608695652174,0.5238095238095238,0.7272727272727273,0.8,0.09523809523809523,1.0,1.0,,,,,0.14285714285714285,0.6666666666666666,0.5226547619047619,0.09523809523809523,0.1111111111111111,6.361111111111111,25.8,11.0,5.0,5.0,,,1.0,9.0,,1.0,13.0,,1.0,4.0,3.0,4.0,,3.0,,,,,,,13.0,11.0,,0.6,0.65,0.05555555555555555,0.09090909090909091,0.5714285714285714,0.6666666666666666,1.0,,0.23809523809523808,0.5,,,0.1,0.56905,0.485635,0.48148148148148145,0.5238095238095238,1.0,2.0,,,,,0.5,,4.0,1.0,,6.0,12.0,1.0,6.0,,5.0,1.0,,0.5454545454545454,0.75,0.6666666666666666,0.25,,0.625,0.3333333333333333,0.3333333333333333,,0.8,,0.3333333333333333,2.0,2.0,3.0,1.0,7.0,,1.0,1.0,0.875,,0.75,0.25925925925925924,1.0,1.0,,0.2,0.2,1.0,2.0,3.0,3.0,6.0,1.0,1.0,0.75,0.75,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2007,2006-07,False
