EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PtsAssisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,LostBallSteals,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,BlockedShortMidRange,RecoveredBlocks,DefShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,PenaltyOffPoss,PenaltyDefPoss,ShortMidRangeFGM,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,BadPassOutOfBoundsTurnovers,ShootingFouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsPutbacks,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,OffThreePtRebounds,FTDefRebounds,LiveBallTurnovers,BadPassTurnovers,Travels,SecondChanceTurnovers,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,Assisted3sPct,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,DefFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChancePointsPct,SelfOReb,LostBallTurnovers,PenaltyTurnovers,Offensive Fouls,BlockedLongMidRange,SelfORebPct,Technical Free Throw Trips,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,OffCorner3ReboundPct,DefensiveGoaltends,HeaveAttempts,SecondChanceCorner3FGA,SecondChanceFG3A,3SecondViolations,SecondChanceCorner3Frequency,SecondChanceAtRimPctAssisted,LongMidRangePctBlocked,SecondChanceArc3FGA,SecondChanceArc3Frequency,FTOffRebounds,OffFTReboundPct,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,OffensiveGoaltends,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,BlockedCorner3,Clear Path Fouls,Corner3PctBlocked,team_id,year,season,team_vs
101129-101236-101249-1503-1719,1610612745,"Luther Head, Chuck Hayes, John Lucas III, Tracy McGrady, Bonzi Wells","Head, Hayes, Lucas III, McGrady, Wells",101129-101236-101249-1503-1719,HOU,380.0,1,6.0,2.0,10.0,11.0,1.0,21.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,7.0,1.0,2.0,4.0,11.0,9.0,1.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,3.0,5.0,1.0,6.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,11.0,1.0,1.0,0.5,0.5,0.2857142857142857,0.3888888888888889,0.5,0.2222222222222222,0.2857142857142857,0.5,1.0,0.42857142857142855,0.2,1.0,0.5555555555555556,0.16666666666666666,1.0,0.3333333333333333,1.0,1.0,79.57894736842105,16.7,19.363636363636363,16.4,18.0,0.2222222222222222,0.5,1.0,1.0,0.1111111111111111,0.4444444444444444,0.25,0.25,1.0,0.2222222222222222,0.5,0.5,0.4444444444444444,0.5,0.4553944444444445,0.4047,0.18181818181818182,0.2222222222222222,12.042857142857143,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2007,2006-07,True
101129-101236-101249-1503-1909,1610612745,"Luther Head, Chuck Hayes, John Lucas III, Tracy McGrady, Scott Padgett","Head, Hayes, Lucas III, McGrady, Padgett",101129-101236-101249-1503-1909,HOU,239.0,1,4.0,-4.0,7.0,7.0,,14.0,1.0,2.0,,,3.0,,1.0,1.0,5.0,,1.0,,2.0,6.0,,2.0,,1.0,,,1.0,1.0,1.0,,2.0,,2.0,1.0,3.0,,3.0,1.0,,1.0,,,,1.0,,1.0,2.0,1.0,1.0,,,0.2,0.16666666666666666,0.16666666666666666,0.16666666666666666,,,,1.0,,0.5,0.6,,,,,0.3333333333333333,84.35146443514644,15.714285714285714,18.428571428571427,15.714285714285714,15.857142857142858,0.3333333333333333,0.5,0.5,1.0,,0.5,,,,0.16666666666666666,,,0.5,,0.49105,,,,12.02,25.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2007,2006-07,True
101129-101236-101249-1503-200779,1610612745,"Luther Head, Chuck Hayes, John Lucas III, Tracy McGrady, Steve Novak","Head, Hayes, Lucas III, McGrady, Novak",101129-101236-101249-1503-200779,HOU,128.0,2,2.0,6.0,5.0,4.0,,9.0,,,1.0,1.0,1.0,,,2.0,2.0,,,3.0,7.0,1.0,,2.0,,,,,1.0,1.0,,1.0,2.0,,,,,,,2.0,2.0,2.0,2.0,4.0,1.0,,,,7.0,0.5,0.5,,,1.0,1.0,0.875,,,,,,,,,,,,,,101.25,11.6,17.5,11.6,16.0,,,,,0.5,0.5,1.0,1.0,1.0,,,,,,0.3497,,0.3333333333333333,0.3333333333333333,14.85,,,1.0,,1.0,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,0.75,1.0,1.0,0.3692,0.42857142857142855,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2007,2006-07,True
101129-101236-101249-1503-2203,1610612745,"Luther Head, Chuck Hayes, John Lucas III, Tracy McGrady, Shane Battier","Head, Hayes, Lucas III, McGrady, Battier",101129-101236-101249-1503-2203,HOU,1046.0,7,17.0,4.0,33.0,33.0,4.0,66.0,5.0,9.0,4.0,7.0,11.0,2.0,3.0,14.0,24.0,4.0,5.0,6.0,46.0,42.0,3.0,24.0,,3.0,2.0,2.0,12.0,16.0,4.0,7.0,36.0,3.0,7.0,5.0,13.0,4.0,17.0,2.0,2.0,6.0,8.0,8.0,4.0,3.0,2.0,3.0,41.0,0.8571428571428571,0.9230769230769231,0.8,0.8,0.5833333333333334,0.6896551724137931,0.696969696969697,0.1724137931034483,0.08333333333333333,0.2222222222222222,,0.5,0.3,0.7777777777777778,0.631578947368421,0.36363636363636365,,0.25,1.0,0.8333333333333334,90.8604206500956,14.272727272727273,17.424242424242426,13.333333333333334,16.12121212121212,0.3103448275862069,0.5555555555555556,0.7142857142857143,0.8,0.13793103448275862,0.3793103448275862,0.6363636363636364,0.6363636363636364,1.0,0.10344827586206896,0.6666666666666666,0.6666666666666666,0.4827586206896552,0.6666666666666666,0.49378448275862075,0.47635,0.12121212121212122,0.14285714285714285,10.5,24.98,,2.0,,4.0,1.0,,0.5,0.6666666666666666,,11.0,9.0,2.0,7.0,7.0,2.0,25.0,4.0,,3.0,,,25.0,11.0,,1.0,1.15,1.1363636363636365,0.5,0.5,0.50185,0.5434782608695652,0.3333333333333333,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,5.0,3.0,3.0,12.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.625,0.5,0.5,1.0,0.5,0.25,1.0,0.5,0.06896551724137931,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.2,1.0,0.2,1.0,0.1,1.0,0.10869565217391304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2007,2006-07,True
101129-101236-101249-1503-436,1610612745,"Luther Head, Chuck Hayes, John Lucas III, Tracy McGrady, Juwan Howard","Head, Hayes, Lucas III, McGrady, Howard",101129-101236-101249-1503-436,HOU,703.0,6,12.0,-5.0,20.0,20.0,3.0,40.0,1.0,3.0,5.0,3.0,4.0,2.0,5.0,6.0,12.0,2.0,5.0,,18.0,23.0,4.0,4.0,,5.0,2.0,,2.0,4.0,,2.0,10.0,4.0,2.0,4.0,7.0,5.0,12.0,,,7.0,5.0,2.0,1.0,1.0,,1.0,16.0,0.3333333333333333,0.3333333333333333,0.4,0.4,0.5,0.5294117647058824,0.5,0.29411764705882354,,,,0.8,0.6666666666666666,1.0,0.8571428571428571,0.625,0.6666666666666666,1.0,0.6666666666666666,1.0,81.93456614509246,18.2,16.95,16.3,16.9,0.17647058823529413,0.3333333333333333,0.3333333333333333,,0.29411764705882354,0.23529411764705882,0.75,0.75,0.6666666666666666,0.29411764705882354,0.4,0.4,0.47058823529411764,0.4,0.47204375,0.476675,0.05555555555555555,0.07692307692307693,10.016666666666667,28.060000000000002,,5.0,,8.0,,,1.0,1.0,,2.0,3.0,2.0,,,,3.0,8.0,,1.0,1.0,,3.0,2.0,,,0.75,0.75,0.4,0.4,0.46215,0.16666666666666666,0.1,,2.0,,,,,,,1.0,2.0,1.0,,2.0,1.0,2.0,6.0,,2.0,2.0,,,1.0,1.0,3.0,1.0,1.0,,,,1.0,0.5,0.25,0.25,0.25,0.375,1.0,0.5,0.5,1.0,0.5,,,,,,1.0,0.5,,,,,,1.0,0.5,0.1111111111111111,1.0,2.0,1.0,3.0,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2007,2006-07,True
101129-101236-101249-1503-87,1610612745,"Luther Head, Chuck Hayes, John Lucas III, Tracy McGrady, Dikembe Mutombo","Head, Hayes, Lucas III, McGrady, Mutombo",101129-101236-101249-1503-87,HOU,352.0,2,6.0,-3.0,10.0,9.0,1.0,19.0,,1.0,2.0,1.0,5.0,,,1.0,8.0,,,3.0,5.0,8.0,1.0,,,,,1.0,,,,,,1.0,1.0,3.0,4.0,1.0,5.0,1.0,,1.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0,,,,,0.125,0.125,0.2222222222222222,,0.125,1.0,,0.6,0.14285714285714285,0.25,0.4444444444444444,0.14285714285714285,,0.5,,,77.72727272727273,16.9,20.333333333333332,14.3,15.222222222222221,0.125,,,,0.25,0.625,0.2,0.2,,,,,0.125,,0.4123,0.3822,0.1111111111111111,0.1111111111111111,13.1875,,1.0,,,2.0,,1.0,0.6666666666666666,0.3333333333333333,1.0,4.0,,,1.0,2.0,3.0,5.0,2.0,,,,,5.0,4.0,,0.5,0.5,0.6666666666666666,,,0.45765,1.0,0.4,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,2.0,,1.0,,,,,,,,1.0,,,,0.25,,,,,,,,,,0.5,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2007,2006-07,True
101129-101236-101249-1719-200779,1610612745,"Luther Head, Chuck Hayes, John Lucas III, Bonzi Wells, Steve Novak","Head, Hayes, Lucas III, Wells, Novak",101129-101236-101249-1719-200779,HOU,436.0,2,7.0,8.0,14.0,15.0,1.0,29.0,4.0,4.0,3.0,2.0,5.0,,,7.0,12.0,1.0,1.0,1.0,18.0,10.0,1.0,6.0,,,,,3.0,4.0,2.0,,9.0,1.0,3.0,4.0,8.0,1.0,9.0,1.0,1.0,3.0,6.0,2.0,2.0,1.0,1.0,1.0,16.0,0.42857142857142855,0.5,1.0,1.0,0.5833333333333334,0.6538461538461539,0.6923076923076923,0.07692307692307693,,,,1.0,0.2,0.75,0.875,0.2,,1.0,,0.6666666666666666,95.77981651376147,13.142857142857142,16.8,13.142857142857142,16.533333333333335,0.3076923076923077,1.0,1.0,0.5,0.23076923076923078,0.38461538461538464,0.4,0.4,,,,,0.38461538461538464,,0.45935,0.614,0.15384615384615385,0.16666666666666666,9.833333333333334,23.7,,,,2.0,,1.0,1.0,1.0,1.0,5.0,2.0,1.0,4.0,5.0,,8.0,8.0,,2.0,1.0,,8.0,5.0,,0.8,0.8,0.8,0.3333333333333333,0.3333333333333333,0.50692,0.4444444444444444,0.35714285714285715,1.0,1.0,2.0,2.0,1.0,1.0,,,,,1.0,,2.0,,,3.0,2.0,1.0,,1.0,1.0,,1.0,2.0,2.0,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,0.3333333333333333,,1.0,0.07692307692307693,1.0,1.0,1.0,,1.0,1.0,0.4,1.0,,,,,0.1111111111111111,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2007,2006-07,True
101129-101236-101249-1719-2203,1610612745,"Luther Head, Chuck Hayes, John Lucas III, Bonzi Wells, Shane Battier","Head, Hayes, Lucas III, Wells, Battier",101129-101236-101249-1719-2203,HOU,696.0,5,12.0,-1.0,19.0,19.0,2.0,38.0,6.0,8.0,2.0,1.0,5.0,1.0,1.0,8.0,15.0,1.0,2.0,1.0,20.0,21.0,1.0,6.0,,1.0,1.0,1.0,3.0,4.0,3.0,,9.0,2.0,3.0,5.0,8.0,3.0,11.0,2.0,,5.0,6.0,2.0,1.0,2.0,1.0,2.0,20.0,0.375,0.375,0.5,0.5,0.5333333333333333,0.5588235294117647,0.5588235294117647,0.11764705882352941,0.06666666666666667,0.125,,0.5555555555555556,0.2857142857142857,1.0,0.6666666666666666,0.375,1.0,0.5,0.6666666666666666,1.0,78.62068965517241,19.0,17.63157894736842,18.842105263157894,15.631578947368421,0.47058823529411764,0.75,0.8571428571428571,0.5,0.11764705882352941,0.29411764705882354,0.2,0.2,,0.058823529411764705,1.0,1.0,0.5882352941176471,1.0,0.48472352941176466,0.5713,0.058823529411764705,0.06666666666666667,7.586666666666667,23.95,2.0,1.0,,5.0,1.0,2.0,0.5,1.0,1.0,,,1.0,,,,,10.0,1.0,4.0,1.0,,,,,,,,0.5,0.5,,,,,1.0,,,,1.0,,,,,,,,,,3.0,,1.0,1.0,,,1.0,,4.0,2.0,,1.0,,,1.0,,,,,0.8,,1.0,,0.25,,,0.058823529411764705,,,,1.0,1.0,,,,,,,,,,2.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2007,2006-07,True
101129-101236-101249-1719-436,1610612745,"Luther Head, Chuck Hayes, John Lucas III, Bonzi Wells, Juwan Howard","Head, Hayes, Lucas III, Wells, Howard",101129-101236-101249-1719-436,HOU,209.0,2,3.0,2.0,8.0,6.0,2.0,14.0,1.0,1.0,1.0,1.0,3.0,,1.0,2.0,5.0,,2.0,,4.0,2.0,2.0,4.0,,1.0,,,2.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,3.0,2.0,5.0,1.0,,1.0,1.0,,,,,,4.0,1.0,1.0,,,0.4,0.2857142857142857,0.2857142857142857,0.2857142857142857,,,,1.0,0.3333333333333333,1.0,1.0,0.5,1.0,,1.0,1.0,96.45933014354067,16.125,13.333333333333334,14.0,13.333333333333334,0.14285714285714285,1.0,1.0,1.0,0.14285714285714285,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,0.14285714285714285,,,0.42857142857142855,,0.4715857142857143,0.38465,,,13.559999999999999,24.25,1.0,1.0,,3.0,,,,,,5.0,1.0,,1.0,2.0,,2.0,,,,1.0,,2.0,5.0,,0.5,0.3333333333333333,0.3333333333333333,,,0.40565,0.5,0.625,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,1.0,,2.0,2.0,,1.0,,,,,,,,0.6666666666666666,,1.0,,,1.0,,0.14285714285714285,,,,,,,,,0.3333333333333333,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2007,2006-07,True
101129-101236-101249-1747-2203,1610612745,"Luther Head, Chuck Hayes, John Lucas III, Rafer Alston, Shane Battier","Head, Hayes, Lucas III, Alston, Battier",101129-101236-101249-1747-2203,HOU,231.0,1,4.0,1.0,8.0,7.0,,15.0,1.0,1.0,,,1.0,2.0,2.0,1.0,2.0,2.0,2.0,,8.0,7.0,,2.0,3.0,2.0,2.0,,1.0,2.0,1.0,,5.0,,2.0,2.0,4.0,,4.0,,,1.0,,,,,,,8.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,,,,0.6666666666666666,,1.0,0.8,,,0.5,1.0,1.0,93.5064935064935,14.125,16.857142857142858,14.125,16.285714285714285,0.25,1.0,1.0,1.0,,0.25,,,,0.5,1.0,1.0,0.75,1.0,0.5357125,,,,8.0,25.7,,2.0,,4.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,1.0,1.0,,,,,2.0,1.0,,,,,0.5,,,,,0.5,,,,,,,,,,,0.5,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2007,2006-07,True
