EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,3pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGA,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,AtRimAssists,Steals,BadPassSteals,LostBallTurnovers,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,FG2APctBlocked,AtRimPctBlocked,OffCorner3ReboundPct,DefAtRimReboundPct,AtRimPctAssisted,Corner3Frequency,ShortMidRangeFGA,LostBallOutOfBoundsTurnovers,Offensive Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefShortMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,LongMidRangeFGM,Corner3FGM,PenaltyCorner3FGA,Corner3Assists,LongMidRangeAssists,FTOffRebounds,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,BlockedShortMidRange,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,OffFTReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,FTDefRebounds,DefFTReboundPct,BadPassOutOfBoundsTurnovers,PenaltyCorner3FGM,LostBallSteals,PenaltyCorner3Accuracy,Technical Free Throw Trips,HeaveAttempts,ShortMidRangeFGM,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangeAssists,Loose Ball Fouls,ShortMidRangePctAssisted,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Travels,SecondChanceTurnovers,ShortMidRangePctBlocked,BlockedLongMidRange,LongMidRangePctBlocked,DefCorner3ReboundPct,OffShortMidRangeReboundPct,3SecondViolations,OffensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,DefensiveGoaltends,HeaveMakes,StepOutOfBoundsTurnovers,Blocked3s,BlockedCorner3,BlockedArc3,Corner3PctBlocked,team_id,year,season,team_vs
101204-133-1513-200789-2562,1610612739,"Dwayne Jones, David Wesley, Scot Pollard, Daniel Gibson, Sasha Pavlovic","Jones, Wesley, Pollard, Gibson, Pavlovic",101204-133-1513-200789-2562,CLE,328.0,1,5.0,3.0,9.0,9.0,8.0,9.0,3.0,18.0,2.0,4.0,1.0,2.0,2.0,4.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,6.0,2.0,3.0,4.0,14.0,11.0,1.0,3.0,1.0,1.0,1.0,6.0,2.0,5.0,2.0,3.0,4.0,14.0,4.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,4.0,2.0,1.0,3.0,5.0,8.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,7.0,1.0,3.0,1.0,8.0,14.0,8.0,0.5,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.4,0.5555555555555556,0.625,0.625,0.5833333333333334,0.6,0.6363636363636364,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,79.02439024390243,24.22222222222222,12.222222222222221,19.666666666666668,12.222222222222221,0.4444444444444444,0.5,0.5,0.2222222222222222,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.25,1.0,1.0,0.5,0.5,0.375,0.6666666666666666,0.7777777777777778,0.6666666666666666,0.5640611111111111,0.5488000000000001,0.58579375,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.42857142857142855,1.0,6.666666666666667,24.5,0.8888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2007,2006-07,False
101204-133-1800-200769-923,1610612739,"Dwayne Jones, David Wesley, Damon Jones, Shannon Brown, Donyell Marshall","Jones, Wesley, Jones, Brown, Marshall",101204-133-1800-200769-923,CLE,147.0,1,2.0,1.0,6.0,5.0,1.0,5.0,,11.0,2.0,3.0,,,,,,1.0,1.0,,,,,2.0,3.0,1.0,2.0,,7.0,6.0,,,,,,,,,,,,,,3.0,,,1.0,1.0,1.0,3.0,1.0,7.0,1.0,,,1.0,1.0,1.0,2.0,,1.0,,,1.0,,,1.0,1.0,,,,,,7.0,,1.0,1.0,0.5,,,0.5,0.6666666666666666,,,0.7,,,0.7,,,0.4,1.0,1.0,,,1.0,1.0,0.5,,,,,,,107.75510204081633,16.333333333333332,9.8,16.166666666666668,9.8,0.6,0.6666666666666666,1.0,,0.2,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,0.71128,,,,,,,,0.8666666666666667,23.8,0.16666666666666666,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2007,2006-07,False
101204-1716-200789-2544-2760,1610612739,"Dwayne Jones, Larry Hughes, Daniel Gibson, LeBron James, Anderson Varejao","Jones, Hughes, Gibson, James, Varejao",101204-1716-200789-2544-2760,CLE,192.0,1,3.0,,5.0,6.0,,,,11.0,1.0,1.0,,,,,,,1.0,,,,,1.0,3.0,,1.0,,2.0,2.0,,,,,,,,,,,,,2.0,,,,1.0,,,,,,1.0,,1.0,3.0,4.0,1.0,5.0,,,,2.0,2.0,,,1.0,1.0,,,,,,2.0,,,,,,,,0.3333333333333333,,,0.25,,,0.25,,,0.25,,0.75,,0.5,1.0,0.6666666666666666,0.3333333333333333,,,1.0,1.0,0.5,,82.5,15.2,19.333333333333332,15.0,15.333333333333334,0.25,1.0,1.0,,0.25,,,,,,,,,,,,,0.5,,0.535325,,,,,,,,8.299999999999999,25.0,,,,,,,1.0,1.0,,,,,,,,0.5,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2007,2006-07,False
101204-1716-2544-727-923,1610612739,"Dwayne Jones, Larry Hughes, LeBron James, Eric Snow, Donyell Marshall","Jones, Hughes, James, Snow, Marshall",101204-1716-2544-727-923,CLE,309.0,1,5.0,1.0,8.0,9.0,5.0,2.0,2.0,17.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,,1.0,3.0,3.0,1.0,4.0,2.0,11.0,10.0,1.0,1.0,,,,2.0,2.0,2.0,,2.0,1.0,5.0,,3.0,,,2.0,,1.0,4.0,,9.0,1.0,,1.0,2.0,3.0,2.0,5.0,,,,,,,,3.0,5.0,1.0,7.0,,2.0,,9.0,5.0,5.0,1.0,0.25,,,0.25,1.0,1.0,1.0,0.6428571428571429,1.0,0.5,0.55,0.5,0.4166666666666667,0.5714285714285714,,0.5,,1.0,0.3333333333333333,0.6,0.3333333333333333,,,,1.0,1.0,,79.22330097087378,16.25,19.88888888888889,15.875,17.444444444444443,0.2857142857142857,1.0,1.0,0.14285714285714285,0.2857142857142857,,,,1.0,1.0,,,,0.25,1.0,0.25,,0.8571428571428571,,0.5641,,0.5793375,0.25,0.5,,0.18181818181818182,0.45454545454545453,7.133333333333333,24.3,0.625,2.0,6.0,,3.0,2.0,,,,1.0,1.0,1.0,,,1.0,,1.0,0.2857142857142857,,,,1.0,,1.0,,0.5,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2007,2006-07,False
101204-1800-200769-727-923,1610612739,"Dwayne Jones, Damon Jones, Shannon Brown, Eric Snow, Donyell Marshall","Jones, Jones, Brown, Snow, Marshall",101204-1800-200769-727-923,CLE,61.0,1,1.0,-1.0,3.0,4.0,,4.0,,7.0,,,,,,,1.0,,1.0,,,,,,1.0,,1.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,2.0,,2.0,,,,,,,1.0,1.0,1.0,,2.0,,1.0,,2.0,,,,,,,,,,,,,,0.3333333333333333,,,0.5,,1.0,,,,1.0,,,,,,,,165.24590163934428,10.666666666666666,7.25,10.666666666666666,7.25,,,,0.5,0.5,,,,,,,,,,,,,0.5,,0.451275,,,0.3333333333333333,0.5,,,,18.4,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2007,2006-07,False
101204-1800-200789-727-923,1610612739,"Dwayne Jones, Damon Jones, Daniel Gibson, Eric Snow, Donyell Marshall","Jones, Jones, Gibson, Snow, Marshall",101204-1800-200789-727-923,CLE,61.0,1,1.0,-2.0,2.0,2.0,2.0,2.0,,4.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,0.5,,,,,1.0,,,94.42622950819673,15.0,15.5,15.0,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2007,2006-07,False
133-1513-1716-2400-727,1610612739,"David Wesley, Scot Pollard, Larry Hughes, Drew Gooden, Eric Snow","Wesley, Pollard, Hughes, Gooden, Snow",133-1513-1716-2400-727,CLE,105.0,1,2.0,-2.0,3.0,3.0,,,,6.0,,,,,,,4.0,,,,,,,,4.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,2.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.25,,,0.5,0.25,,0.25,,0.5,,,82.28571428571429,18.333333333333332,16.666666666666668,18.333333333333332,13.333333333333334,,,,1.0,,,,,,,,,,,,,,,,0.399975,,,,,,,,17.425,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2007,2006-07,False
133-1513-1800-727-923,1610612739,"David Wesley, Scot Pollard, Damon Jones, Eric Snow, Donyell Marshall","Wesley, Pollard, Jones, Snow, Marshall",133-1513-1800-727-923,CLE,357.0,1,6.0,-1.0,13.0,12.0,13.0,12.0,,25.0,,1.0,,,,1.0,4.0,,,,,,,3.0,5.0,1.0,1.0,7.0,16.0,17.0,,,,,,,3.0,5.0,1.0,1.0,7.0,16.0,,3.0,,,,,1.0,4.0,,9.0,,,,2.0,2.0,,2.0,,1.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,1.0,8.0,,2.0,,16.0,16.0,13.0,1.0,1.0,,1.0,1.0,0.6,,0.6,0.75,,0.75,0.8,,0.8,0.16666666666666666,0.5,0.6666666666666666,,,,0.6666666666666666,,,,,,,,100.84033613445378,15.692307692307692,12.75,15.692307692307692,12.583333333333334,0.16666666666666666,,,0.6666666666666666,,,,,,,,,,0.16666666666666666,,,,0.3333333333333333,,0.41962499999999997,,0.41962499999999997,0.25,0.2857142857142857,,,1.0,14.940000000000001,23.3,1.0,1.0,6.0,,3.0,,3.0,1.0,,1.0,1.0,1.0,,,,,,0.16666666666666666,,,,,,,,1.0,,,3.0,1.0,1.0,1.0,3.0,,,,2.0,,,2.0,,0.75,0.75,1.0,1.0,1.0,1.0,,0.16666666666666666,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2007,2006-07,False
133-1513-1956-200789-923,1610612739,"David Wesley, Scot Pollard, Ira Newble, Daniel Gibson, Donyell Marshall","Wesley, Pollard, Newble, Gibson, Marshall",133-1513-1956-200789-923,CLE,230.0,1,4.0,,6.0,5.0,4.0,5.0,1.0,11.0,1.0,1.0,,,1.0,1.0,2.0,,1.0,,,,1.0,1.0,3.0,,1.0,,2.0,2.0,,1.0,,,,,1.0,3.0,,1.0,,2.0,,,,,1.0,,,1.0,,2.0,1.0,,1.0,1.0,2.0,1.0,3.0,,1.0,,2.0,3.0,1.0,,1.0,2.0,,1.0,,1.0,,2.0,2.0,4.0,,,,,,0.3333333333333333,,0.3333333333333333,0.25,,0.25,0.25,,0.25,0.25,0.3333333333333333,0.5,,1.0,1.0,0.6666666666666666,0.3333333333333333,,,1.0,0.5,1.0,,68.8695652173913,19.333333333333332,22.8,16.5,16.8,0.25,1.0,1.0,0.5,0.25,,,,,,,,,0.25,1.0,0.25,,0.5,,0.5066625,,0.5066625,0.25,0.3333333333333333,,,1.0,13.333333333333334,24.8,0.6666666666666666,,2.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2007,2006-07,False
133-1513-200789-2400-2562,1610612739,"David Wesley, Scot Pollard, Daniel Gibson, Drew Gooden, Sasha Pavlovic","Wesley, Pollard, Gibson, Gooden, Pavlovic",133-1513-200789-2400-2562,CLE,262.0,2,4.0,7.0,9.0,9.0,9.0,3.0,,18.0,3.0,3.0,,,3.0,3.0,2.0,,,,,,,3.0,5.0,,,3.0,9.0,2.0,,,,,,,3.0,5.0,,,3.0,9.0,,,,,,,,3.0,,6.0,,,1.0,4.0,5.0,,5.0,,,,,,,,,3.0,1.0,6.0,,2.0,,9.0,9.0,9.0,,,,,,0.6,,0.6,0.6,,0.6,0.5625,,0.5625,,,0.6666666666666666,,1.0,,0.7142857142857143,,,,,0.6666666666666666,1.0,,98.93129770992367,10.222222222222221,18.88888888888889,10.222222222222221,18.444444444444443,0.6,1.0,1.0,0.4,,,,,,,,,,0.6,1.0,,,0.6,,0.59012,,0.59012,0.2857142857142857,0.2857142857142857,,,1.0,6.6,,1.0,,6.0,,3.0,3.0,1.0,,,,1.0,1.0,,,,,1.0,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2007,2006-07,False
