EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2A,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,FirstChancePoints,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,Corner3FGA,PenaltyCorner3FGA,PenaltyArc3FGA,FtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,PenaltyArc3FGM,PenaltyFG3M,PtsAssisted3s,ThreePtAssists,Arc3Assists,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,BlockedAtRim,Defensive 3 Seconds Violations,Assisted3sPct,PenaltyFg3Pct,Arc3PctAssisted,PenaltyArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsPutbacks,Corner3Assists,ShortMidRangeAssists,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LongMidRangePctBlocked,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Accuracy,SecondChancePointsPct,SecondChanceFtPoints,Loose Ball Fouls Drawn,FTOffRebounds,SelfOReb,Offensive Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,OffFTReboundPct,DefCorner3ReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,HeaveAttempts,BlockedLongMidRange,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,Blocked3s,BlockedArc3,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedCorner3,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Clear Path Fouls,3pt And 1 Free Throw Trips,Corner3PctBlocked,team_id,year,season,team_vs
101114-101139-101232-200758-2246,1610612762,"Deron Williams, CJ Miles, Roger Powell, Ronnie Brewer, Mehmet Okur","Williams, Miles, Powell, Brewer, Okur",101114-101139-101232-200758-2246,UTA,149.0,1,2.0,-1.0,4.0,4.0,4.0,1.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,6.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,0.25,0.5,0.5,0.2,0.25,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,77.31543624161074,25.25,12.0,21.75,12.0,0.2,1.0,1.0,0.2,0.4,0.2,1.0,1.0,0.4,1.0,0.46493,0.3923,12.125,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2007,2006-07,False
101114-101139-1723-1905-2430,1610612762,"Deron Williams, CJ Miles, Matt Harpring, Andrei Kirilenko, Carlos Boozer","Williams, Miles, Harpring, Kirilenko, Boozer",101114-101139-1723-1905-2430,UTA,272.0,2,5.0,-7.0,10.0,11.0,11.0,2.0,21.0,2.0,3.0,1.0,1.0,,1.0,3.0,5.0,,2.0,7.0,14.0,1.0,2.0,,1.0,,1.0,1.0,,3.0,2.0,5.0,1.0,,3.0,1.0,7.0,,,0.6,0.42857142857142855,0.4375,0.2857142857142857,0.2,,0.5,,1.0,0.5,,,111.17647058823529,13.8,12.181818181818182,12.9,12.181818181818182,0.42857142857142855,0.6666666666666666,1.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,,,0.7142857142857143,,0.5465928571428572,0.3972,5.64,24.1,10.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,2.0,1.0,7.0,4.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,7.0,10.0,3.0,1.0,0.6666666666666666,0.6666666666666666,0.6,0.42857142857142855,0.4375,0.3333333333333333,0.6666666666666666,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.14285714285714285,0.42857142857142855,0.6666666666666666,0.14285714285714285,0.14285714285714285,0.5465928571428572,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2007,2006-07,False
101114-101139-1723-1921-2737,1610612762,"Deron Williams, CJ Miles, Matt Harpring, Gordan Giricek, Rafael Araujo","Williams, Miles, Harpring, Giricek, Araujo",101114-101139-1723-1921-2737,UTA,59.0,1,1.0,-4.0,2.0,2.0,2.0,,4.0,,,,1.0,,1.0,,1.0,,1.0,,4.0,,,,1.0,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,97.6271186440678,22.0,7.5,22.0,7.5,,,,,0.5,0.5,,,0.5,,0.47915,,16.0,24.4,2.0,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.47915,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2007,2006-07,False
101114-101139-1723-200758-2737,1610612762,"Deron Williams, CJ Miles, Matt Harpring, Ronnie Brewer, Rafael Araujo","Williams, Miles, Harpring, Brewer, Araujo",101114-101139-1723-200758-2737,UTA,159.0,1,3.0,6.0,7.0,7.0,7.0,,14.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,3.0,,,,1.0,1.0,,,,3.0,,3.0,1.0,,3.0,,9.0,1.0,1.0,1.0,1.25,1.0,0.5,,,,,0.5,,,,126.79245283018868,12.142857142857142,10.571428571428571,12.142857142857142,9.285714285714286,,,,,0.5,0.5,1.0,1.0,0.5,1.0,0.45485,,19.7,25.4,7.0,,,1.0,,,1.0,4.0,1.0,1.0,1.0,4.0,9.0,2.0,1.0,2.0,,1.0,5.0,,2.0,1.0,2.0,1.0,,1.0,3.0,,,,2.0,5.0,,1.0,,1.0,1.0,9.0,7.0,,,1.0,1.0,1.0,1.25,1.0,,0.6666666666666666,1.0,0.5,,,,0.3333333333333333,1.0,1.0,,1.0,1.0,1.0,,,,,0.5,0.45485,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2007,2006-07,False
101114-101139-1723-200794-2246,1610612762,"Deron Williams, CJ Miles, Matt Harpring, Paul Millsap, Mehmet Okur","Williams, Miles, Harpring, Millsap, Okur",101114-101139-1723-200794-2246,UTA,141.0,1,2.0,-8.0,5.0,5.0,,,10.0,1.0,1.0,1.0,,,1.0,1.0,2.0,,1.0,2.0,10.0,,,,1.0,,,,,1.0,,1.0,1.0,1.0,2.0,,2.0,,,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,,,,102.12765957446808,17.2,11.0,17.2,11.0,0.3333333333333333,1.0,1.0,0.3333333333333333,,0.3333333333333333,,,0.6666666666666666,,0.49774999999999997,,6.9,26.2,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,,2.0,,,1.0,1.0,,,1.0,,2.0,2.0,,,,,,,,,,,,,1.0,1.0,,,,,0.5,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2007,2006-07,False
101114-101139-1723-2246-2430,1610612762,"Deron Williams, CJ Miles, Matt Harpring, Mehmet Okur, Carlos Boozer","Williams, Miles, Harpring, Okur, Boozer",101114-101139-1723-2246-2430,UTA,784.0,6,13.0,1.0,30.0,27.0,17.0,6.0,57.0,8.0,10.0,3.0,6.0,1.0,6.0,11.0,19.0,2.0,8.0,36.0,35.0,5.0,12.0,,6.0,1.0,3.0,5.0,1.0,9.0,8.0,17.0,1.0,,7.0,1.0,27.0,0.25,0.25,0.5789473684210527,0.5185185185185185,0.5645161290322581,0.2962962962962963,0.15789473684210525,0.3333333333333333,0.625,0.3333333333333333,0.6,0.5714285714285714,0.25,0.5,104.6938775510204,15.433333333333334,11.88888888888889,14.266666666666667,11.407407407407407,0.37037037037037035,0.8,0.8888888888888888,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.4993666666666667,0.497,7.036842105263157,25.25,14.0,4.0,5.0,2.0,2.0,2.0,4.0,8.0,6.0,9.0,6.0,6.0,24.0,10.0,5.0,7.0,4.0,,16.0,3.0,5.0,3.0,6.0,4.0,,2.0,1.0,9.0,12.0,,4.0,9.0,1.0,,,,,24.0,14.0,2.0,1.0,0.45454545454545453,0.5555555555555556,0.6666666666666666,0.6,0.6388888888888888,0.1,0.8571428571428571,1.0,0.7142857142857143,0.5,1.0,0.4,0.5,0.75,,0.5,0.3333333333333333,0.4,,0.07407407407407407,0.3333333333333333,0.8,0.13333333333333333,0.26666666666666666,0.5129933333333333,0.6666666666666666,0.4666666666666667,1.0,2.0,6.0,2.0,1.0,,,,1.0,1.0,3.0,,,1.0,0.3333333333333333,1.0,0.25,0.1,0.13636363636363635,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,9.0,4.0,1.0,1.0,0.5,0.6,0.6428571428571429,0.6428571428571429,0.16666666666666666,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,0.5,0.5,1.0,0.42857142857142855,0.6666666666666666,0.14285714285714285,1.0,1.0,0.14285714285714285,0.5,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2007,2006-07,False
101114-101139-1723-2260-2737,1610612762,"Deron Williams, CJ Miles, Matt Harpring, Jarron Collins, Rafael Araujo","Williams, Miles, Harpring, Collins, Araujo",101114-101139-1723-2260-2737,UTA,80.0,1,1.0,,2.0,1.0,1.0,1.0,3.0,,,1.0,2.0,,,1.0,3.0,,,3.0,3.0,1.0,2.0,,,,,2.0,,,2.0,2.0,,,,,2.0,,,0.3333333333333333,0.3333333333333333,0.375,,,,1.0,,,1.0,1.0,,54.0,27.0,26.0,21.0,26.0,,,,0.3333333333333333,0.6666666666666666,,,,,,0.39973333333333333,0.413,15.933333333333332,,2.0,,,1.0,,,,1.0,1.0,3.0,,1.0,3.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,,,,,3.0,2.0,1.0,1.0,,,0.3333333333333333,0.3333333333333333,0.375,,,,,,,,,,,,0.5,0.5,,,,,,,0.39973333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.25,,1.0,,,,,,,,,,,,,,,,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2007,2006-07,False
101114-101139-1905-200794-2246,1610612762,"Deron Williams, CJ Miles, Andrei Kirilenko, Paul Millsap, Mehmet Okur","Williams, Miles, Kirilenko, Millsap, Okur",101114-101139-1905-200794-2246,UTA,44.0,1,1.0,1.0,1.0,2.0,,,3.0,1.0,1.0,,,,,1.0,1.0,,,2.0,1.0,,2.0,,,,,,,1.0,,1.0,,,,,2.0,,,1.0,1.0,1.0,,,,,,1.0,,,,98.18181818181819,14.0,15.0,14.0,15.0,1.0,1.0,1.0,,,,,,1.0,,0.5724,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2007,2006-07,False
101114-101139-1905-2246-2430,1610612762,"Deron Williams, CJ Miles, Andrei Kirilenko, Mehmet Okur, Carlos Boozer","Williams, Miles, Kirilenko, Okur, Boozer",101114-101139-1905-2246-2430,UTA,5314.0,10,89.0,-5.0,164.0,167.0,8.0,25.0,331.0,34.0,60.0,30.0,46.0,7.0,21.0,62.0,136.0,7.0,27.0,164.0,169.0,23.0,44.0,,21.0,7.0,8.0,22.0,16.0,63.0,31.0,94.0,12.0,2.0,18.0,4.0,145.0,0.25925925925925924,0.25925925925925924,0.45588235294117646,0.4447852760736196,0.4632768361581921,0.1656441717791411,0.058823529411764705,0.1,0.2972972972972973,0.6956521739130435,0.6741573033707865,0.3191489361702128,0.13793103448275862,0.7058823529411765,89.69514490026346,16.621951219512194,15.497005988023952,15.408536585365853,14.532934131736527,0.36809815950920244,0.5666666666666667,0.6181818181818182,0.18404907975460122,0.2822085889570552,0.12883435582822086,0.3333333333333333,0.3333333333333333,0.5337423312883436,0.3333333333333333,0.5065073619631901,0.5116978260869566,8.29485294117647,25.1,10.0,,4.0,17.0,6.0,1.0,,19.0,2.0,11.0,1.0,1.0,5.0,80.0,40.0,47.0,19.0,14.0,101.0,8.0,44.0,3.0,6.0,5.0,1.0,1.0,1.0,17.0,41.0,1.0,31.0,29.0,1.0,8.0,2.0,8.0,5.0,5.0,10.0,1.0,,0.6451612903225806,0.6896551724137931,0.18181818181818182,0.16666666666666666,0.19230769230769232,0.08333333333333333,0.3333333333333333,0.6,0.6666666666666666,0.4,0.46153846153846156,0.42857142857142855,0.6818181818181818,0.5714285714285714,0.625,0.5588235294117647,0.3695652173913043,0.3695652173913043,0.8235294117647058,0.03680981595092025,0.3333333333333333,,0.08333333333333333,,0.4758625,0.03048780487804878,0.06097560975609756,,,21.0,7.0,7.0,13.0,7.0,6.0,2.0,,15.0,6.0,1.0,1.0,,1.0,,0.08522727272727272,0.10067114093959731,5.0,14.0,11.0,,,,,4.0,9.0,,4.0,19.0,8.0,,7.0,,0.391304347826087,0.3333333333333333,0.3392857142857143,,0.3157894736842105,0.3333333333333333,0.7,0.36666666666666664,0.4074074074074074,0.6363636363636364,,,,0.5185185185185185,0.35714285714285715,,,,0.14814814814814814,,0.11585365853658537,1.0,2.0,1.0,5.0,3.0,4.0,2.0,1.0,1.0,1.0,0.16666666666666666,0.6666666666666666,0.05813953488372093,0.2,,,,,,,,,,,,,,,,,,1610612762,2007,2006-07,False
101114-101139-1921-200794-2246,1610612762,"Deron Williams, CJ Miles, Gordan Giricek, Paul Millsap, Mehmet Okur","Williams, Miles, Giricek, Millsap, Okur",101114-101139-1921-200794-2246,UTA,95.0,1,2.0,-2.0,2.0,3.0,,,5.0,1.0,2.0,,,,,1.0,2.0,,,2.0,4.0,,,,,,,,,,,,,,,,2.0,,,0.5,0.5,0.5,,,,,,,,,,75.78947368421053,21.0,17.666666666666668,21.0,16.666666666666668,1.0,0.5,0.5,,,,,,1.0,,0.63825,,1.25,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,,2.0,,,,,,,,,1.0,2.0,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2007,2006-07,False
