EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PtsUnassisted2s,DefThreePtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,Fouls,FoulsDrawn,FTA,Technical Free Throw Trips,FirstChancePoints,Fg2Pct,EfgPct,TsPct,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,PenaltyFtPoints,PenaltyPoints,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyTsPct,DefArc3ReboundPct,PenaltyPointsPct,PenaltyOffPossPct,AtRimFGA,LongMidRangeFGM,Fg2aBlocked,DefTwoPtRebounds,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,DefAtRimReboundPct,AtRimFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,AtRimFG3AFrequency,SecondChanceOffPoss,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Arc3FGA,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,NonHeaveArc3FGA,OffThreePtRebounds,OffRebounds,ShootingFouls,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,Avg3ptShotDistance,TwoPtShootingFoulsDrawn,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,2pt And 1 Free Throw Trips,Assisted2sPct,NonPutbacksAssisted2sPct,OffTwoPtReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,AtRimPctAssisted,ShortMidRangePctAssisted,SecondChanceShotQualityAvg,LongMidRangeAssists,FTDefRebounds,DefFTReboundPct,LongMidRangePctAssisted,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,SelfOReb,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,BlockedAtRim,3SecondViolations,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,Offensive Fouls Drawn,BlockedLongMidRange,Defensive 3 Seconds Violations,FTOffRebounds,OffFTReboundPct,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsUnassisted3s,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyArc3Accuracy,PenaltyCorner3FGM,Blocked3s,BlockedArc3,PenaltyCorner3Accuracy,team_id,year,season,team_vs
1499-2039-2045-2306-2545,1610612753,"Tony Battie, Keyon Dooling, Hedo Turkoglu, Carlos Arroyo, Darko Milicic","Battie, Dooling, Turkoglu, Arroyo, Milicic",1499-2039-2045-2306-2545,ORL,137.0,1,2.0,-4.0,4.0,4.0,8.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,84.08759124087592,20.25,14.0,20.25,14.0,0.6666666666666666,0.5,0.5,0.3333333333333333,0.3695333333333333,14.133333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2007,2006-07,False
1499-2039-2045-2545-255,1610612753,"Tony Battie, Keyon Dooling, Hedo Turkoglu, Darko Milicic, Grant Hill","Battie, Dooling, Turkoglu, Milicic, Hill",1499-2039-2045-2545-255,ORL,38.0,1,1.0,2.0,1.0,1.0,2.0,,,,,,2.0,2.0,,,1.0,1.0,1.0,,,,,1.0,2.0,,2.0,,,1.0,,1.0,1.0,,75.78947368421053,19.0,19.0,19.0,19.0,,,,,,,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2007,2006-07,False
1499-2039-2045-2545-2749,1610612753,"Tony Battie, Keyon Dooling, Hedo Turkoglu, Darko Milicic, Jameer Nelson","Battie, Dooling, Turkoglu, Milicic, Nelson",1499-2039-2045-2545-2749,ORL,61.0,1,1.0,,2.0,2.0,4.0,,,1.0,1.0,2.0,,2.0,2.0,2.0,,1.0,1.0,,,,1.0,,,,2.0,0.5,0.5,0.5,,,1.0,,94.42622950819673,18.5,12.0,18.5,12.0,,,,0.5,0.39805,8.9,,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2007,2006-07,False
1499-2039-2045-255-2772,1610612753,"Tony Battie, Keyon Dooling, Hedo Turkoglu, Grant Hill, Trevor Ariza","Battie, Dooling, Turkoglu, Hill, Ariza",1499-2039-2045-255-2772,ORL,3.0,1,,-2.0,,1.0,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,480.0,,3.0,,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2007,2006-07,False
1499-2039-2045-2730-2749,1610612753,"Tony Battie, Keyon Dooling, Hedo Turkoglu, Dwight Howard, Jameer Nelson","Battie, Dooling, Turkoglu, Howard, Nelson",1499-2039-2045-2730-2749,ORL,74.0,2,1.0,2.0,2.0,1.0,3.0,,,,1.0,1.0,,2.0,,2.0,,1.0,2.0,,,,1.0,1.0,,,,1.0,0.3333333333333333,0.3333333333333333,,,0.5,,58.37837837837838,14.5,45.0,14.0,45.0,,,,,0.5937166666666667,,,,,,,,,,,,,,1.0,,,1.0,,,0.5,,0.3333333333333333,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,24.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2007,2006-07,False
1499-2039-2306-2545-255,1610612753,"Tony Battie, Keyon Dooling, Carlos Arroyo, Darko Milicic, Grant Hill","Battie, Dooling, Arroyo, Milicic, Hill",1499-2039-2306-2545-255,ORL,4.0,1,,2.0,1.0,,1.0,,,,,,2.0,2.0,,,,,,,,,,1.0,2.0,,2.0,,,1.0,,,,,360.0,3.0,,3.0,,,,,,,,1.0,,2.0,2.0,,2.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2007,2006-07,False
1499-2039-2306-2545-2772,1610612753,"Tony Battie, Keyon Dooling, Carlos Arroyo, Darko Milicic, Trevor Ariza","Battie, Dooling, Arroyo, Milicic, Ariza",1499-2039-2306-2545-2772,ORL,82.0,1,1.0,6.0,2.0,2.0,4.0,1.0,1.0,,3.0,4.0,,6.0,,2.0,,2.0,3.0,,,,,1.0,1.0,,4.0,0.75,0.75,0.75,,,1.0,,70.2439024390244,20.5,20.5,20.5,20.5,0.25,1.0,1.0,,0.54125,2.55,,,,,,,,,,,,,3.0,,,2.0,,,1.0,,0.75,,,0.75,,2.0,1.0,1.0,,,1.0,1.0,2.0,2.0,,,1.0,,,,,,1.0,1.0,1.0,,,1.0,,1.0,,0.6666666666666666,0.6666666666666666,,1.0,1.0,0.3333333333333333,,1.0,0.25,0.25,4.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.5,1.0,0.5911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2007,2006-07,False
1499-2045-2306-2545-255,1610612753,"Tony Battie, Hedo Turkoglu, Carlos Arroyo, Darko Milicic, Grant Hill","Battie, Turkoglu, Arroyo, Milicic, Hill",1499-2045-2306-2545-255,ORL,149.0,1,2.0,5.0,4.0,4.0,8.0,,,1.0,2.0,2.0,3.0,7.0,2.0,,2.0,3.0,3.0,,,,2.0,2.0,4.0,,7.0,1.0,1.0,0.875,,1.0,1.0,1.0,77.31543624161074,11.75,25.5,11.75,25.5,,,,0.5,0.5438,8.6,,4.0,,,,,,,,1.0,,,1.0,1.0,,,,,,,0.5,1.0,1.0,0.5,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,1.0,,,,,,2.0,0.5,0.5,4.0,2.0,2.0,1.0,,4.0,,,1.0,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2007,2006-07,False
1499-2045-2545-255-2749,1610612753,"Tony Battie, Hedo Turkoglu, Darko Milicic, Grant Hill, Jameer Nelson","Battie, Turkoglu, Milicic, Hill, Nelson",1499-2045-2545-255-2749,ORL,13.0,1,,2.0,1.0,,1.0,,,,,,2.0,2.0,,,,,,,,,,1.0,2.0,,2.0,,,1.0,,,,,110.76923076923076,13.0,,13.0,,,,,,,,1.0,,2.0,2.0,,2.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2007,2006-07,False
1499-2045-255-2730-2749,1610612753,"Tony Battie, Hedo Turkoglu, Grant Hill, Dwight Howard, Jameer Nelson","Battie, Turkoglu, Hill, Howard, Nelson",1499-2045-255-2730-2749,ORL,4256.0,4,71.0,-31.0,123.0,125.0,248.0,5.0,20.0,35.0,47.0,96.0,17.0,120.0,151.0,54.0,3.0,43.0,60.0,7.0,4.0,22.0,28.0,23.0,27.0,4.0,98.0,0.4895833333333333,0.48130841121495327,0.4957627118644068,0.3181818181818182,0.6,0.7307692307692307,1.0,83.90977443609022,16.8130081300813,17.504,16.1869918699187,17.08,0.18691588785046728,0.25,0.2631578947368421,0.32710280373831774,0.4795144859813084,8.788541666666667,19.0,11.0,2.0,18.0,1.0,18.0,19.0,1.0,0.47368421052631576,0.5,0.15,0.15447154471544716,41.0,18.0,6.0,35.0,0.0625,0.12195121951219512,0.7446808510638298,0.6666666666666666,0.38317757009345793,0.5142857142857142,0.5142857142857142,0.48598130841121495,16.0,24.0,7.0,9.0,7.0,11.0,10.0,12.0,22.0,14.0,7.0,3.0,17.0,15.0,4.0,2.0,4.0,3.0,0.8333333333333334,0.8333333333333334,0.7857142857142857,0.102803738317757,0.375,0.2982456140350877,0.2,0.6842105263157895,0.75,0.5853658536585366,0.6666666666666666,0.06542056074766354,0.75,0.7777777777777778,0.18333333333333332,24.936363636363637,11.0,0.09401709401709402,0.10377358490566038,40.0,20.0,23.0,12.0,1.0,49.0,14.0,1.0,0.425531914893617,0.5,0.2857142857142857,0.23529411764705882,0.8181818181818182,0.5,0.2,0.5191666666666667,7.0,5.0,1.0,0.3888888888888889,3.0,5.0,1.0,4.0,2.0,2.0,2.0,3.0,2.0,8.0,14.0,4.0,9.0,2.0,3.0,2.0,1.0,2.0,4.0,2.0,2.0,4.0,15.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,0.2727272727272727,0.2727272727272727,0.5714285714285714,0.4444444444444444,0.05,0.26666666666666666,0.35294117647058826,0.6666666666666666,0.0392156862745098,0.037383177570093455,0.25,0.25,1.0,0.2857142857142857,0.2857142857142857,1.0,0.14285714285714285,0.2777777777777778,0.6,0.1111111111111111,0.1111111111111111,0.2857142857142857,0.4605444444444444,,,,,,,,,,,,,,,,,,,,,,1610612753,2007,2006-07,False
