EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,Arc3FGA,PenaltyArc3FGA,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,NonHeaveArc3FGA,DefTwoPtRebounds,DefRebounds,Rebounds,FoulsDrawn,Loose Ball Fouls Drawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,TsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,OffThreePtRebounds,OffRebounds,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,PlusMinus,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,DefThreePtRebounds,DefThreePtReboundPct,DefArc3ReboundPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,AtRimAssists,OffTwoPtRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceShotQualityAvg,SecondChancePointsPct,Corner3FGA,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,FTDefRebounds,LostBallTurnovers,ShootingFouls,Fouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,DefFTReboundPct,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,ShortMidRangeFGM,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,Fg2aBlocked,ShortMidRangeAssists,PenaltyFg2Pct,PenaltyEfgPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,2pt And 1 Free Throw Trips,ShortMidRangePctBlocked,DeadBallTurnovers,3SecondViolations,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGM,PenaltyFG3M,DefensiveGoaltends,PenaltyFg3Pct,OffAtRimReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,PtsPutbacks,Travels,Offensive Fouls Drawn,BlockedAtRim,SelfOReb,SelfORebPct,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,PenaltyCorner3FGA,DefCorner3ReboundPct,PenaltyCorner3Frequency,BadPassOutOfBoundsTurnovers,Offensive Fouls,OffCorner3ReboundPct,SecondChanceArc3FGM,SecondChanceFG3M,StepOutOfBoundsTurnovers,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,Loose Ball Fouls,BlockedLongMidRange,PtsUnassisted3s,NonShootingPenaltyNonTakeFouls,Technical Free Throw Trips,Corner3FGM,PenaltyCorner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,Fg3aBlocked,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceCorner3FGA,Corner3PctBlocked,SecondChanceCorner3Frequency,Defensive 3 Seconds Violations,FTOffRebounds,OffFTReboundPct,OffensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,BlockedCorner3,Clear Path Fouls,team_id,year,season,team_vs
101125-101132-1863-200821-2035,1610612743,"Julius Hodge, Linas Kleiza, Earl Boykins, Yakhouba Diawara, DerMarr Johnson","Hodge, Kleiza, Boykins, Diawara, Johnson",101125-101132-1863-200821-2035,DEN,57.0,1,1.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,101.05263157894737,3.5,25.0,3.5,25.0,1.0,1.0,1.0,0.387,0.387,1.0,26.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2007,2006-07,False
101125-101132-1863-200821-948,1610612743,"Julius Hodge, Linas Kleiza, Earl Boykins, Yakhouba Diawara, Marcus Camby","Hodge, Kleiza, Boykins, Diawara, Camby",101125-101132-1863-200821-948,DEN,44.0,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,1.0,2.0,,,,,,,1.0,,,,1.0,1.0,1.0,1.0,65.45454545454545,31.0,13.0,25.0,13.0,1.0,1.0,1.0,0.4563,0.4563,,24.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2007,2006-07,False
101125-101132-1863-2059-948,1610612743,"Julius Hodge, Linas Kleiza, Earl Boykins, Eduardo Najera, Marcus Camby","Hodge, Kleiza, Boykins, Najera, Camby",101125-101132-1863-2059-948,DEN,110.0,1,2.0,4.0,3.0,,,7.0,1.0,,1.0,2.0,6.0,2.0,,,,1.0,2.0,2.0,2.0,1.0,,2.0,,6.0,,,,0.75,,0.3333333333333333,1.0,1.0,1.0,91.63636363636364,12.0,20.666666666666668,12.0,20.666666666666668,0.3333333333333333,,0.3333333333333333,0.4234,,,26.3,,,,,,,,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,0.5,0.25,0.3333333333333333,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2007,2006-07,False
101125-101132-1863-947-948,1610612743,"Julius Hodge, Linas Kleiza, Earl Boykins, Allen Iverson, Marcus Camby","Hodge, Kleiza, Boykins, Iverson, Camby",101125-101132-1863-947-948,DEN,12.0,1,,1.0,1.0,1.0,1.0,2.0,,,,2.0,2.0,,,2.0,2.0,,,1.0,1.0,1.0,,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,,1.0,,240.0,1.0,11.0,1.0,11.0,,,,,,1.0,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2007,2006-07,False
101125-101132-200821-2035-2441,1610612743,"Julius Hodge, Linas Kleiza, Yakhouba Diawara, DerMarr Johnson, Jamal Sampson","Hodge, Kleiza, Diawara, Johnson, Sampson",101125-101132-200821-2035-2441,DEN,295.0,1,5.0,10.0,11.0,,,21.0,2.0,,2.0,1.0,13.0,8.0,,,,2.0,2.0,3.0,5.0,2.0,,2.0,,11.0,,,,0.5909090909090909,,0.2,1.0,1.0,,102.50847457627118,13.8,14.272727272727273,12.8,14.272727272727273,0.2,,0.8,0.562475,,,25.2,,2.0,,2.0,,0.5,,5.0,,1.0,6.0,8.0,10.0,2.0,5.0,5.0,,10.0,1.0,,,,,0.8333333333333334,0.8333333333333334,0.75,0.6,,,0.1,,,,0.09090909090909091,0.1111111111111111,3.825,1.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,0.8333333333333334,0.1,0.5,1.0,1.0,0.5,0.5578,0.15384615384615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2007,2006-07,False
101125-101132-200821-2403-947,1610612743,"Julius Hodge, Linas Kleiza, Yakhouba Diawara, Nene, Allen Iverson","Hodge, Kleiza, Diawara, Nene, Iverson",101125-101132-200821-2403-947,DEN,97.0,1,2.0,3.0,2.0,,,5.0,1.0,,2.0,,3.0,4.0,,,,1.0,,1.0,1.0,,,,,3.0,,,,0.75,,1.0,,,,74.22680412371133,17.0,23.0,17.0,23.0,0.5,,1.0,0.56565,,,24.4,,,,,,,,-1.0,,,,,,,,1.0,,3.0,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2007,2006-07,False
101125-101132-2059-947-948,1610612743,"Julius Hodge, Linas Kleiza, Eduardo Najera, Allen Iverson, Marcus Camby","Hodge, Kleiza, Najera, Iverson, Camby",101125-101132-2059-947-948,DEN,238.0,1,4.0,8.0,8.0,4.0,,16.0,,,,5.0,9.0,11.0,,2.0,4.0,,2.0,3.0,4.0,5.0,,6.0,1.0,8.0,4.0,4.0,1.0,0.5,0.5,,0.6666666666666666,0.75,0.6666666666666666,96.80672268907563,16.0,13.75,15.5,13.5,,,0.16666666666666666,0.43288333333333334,0.4175333333333333,0.4444444444444444,,0.5,1.0,,1.0,,0.25,,-2.0,1.0,3.0,2.0,6.0,2.0,2.0,1.0,1.0,,2.0,2.0,,,,,0.5,0.5,0.3333333333333333,0.3333333333333333,,,0.5,0.3333333333333333,0.3333333333333333,,0.25,0.25,11.033333333333333,1.0,1.0,1.0,,1.0,,,2.0,,,,,1.0,,1.0,,,,,,,,,0.5,,0.25,1.0,,,0.16666666666666666,,,,0.3333333333333333,,,,,,0.1111111111111111,,,,,,,,,,1.0,2.0,,,,,,,,,,1.0,1.0,1.0,3.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2007,2006-07,False
101125-1863-200821-2403-2501,1610612743,"Julius Hodge, Earl Boykins, Yakhouba Diawara, Nene, Reggie Evans","Hodge, Boykins, Diawara, Nene, Evans",101125-1863-200821-2403-2501,DEN,20.0,1,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2007,2006-07,False
101125-1863-200821-2403-948,1610612743,"Julius Hodge, Earl Boykins, Yakhouba Diawara, Nene, Marcus Camby","Hodge, Boykins, Diawara, Nene, Camby",101125-1863-200821-2403-948,DEN,87.0,1,1.0,3.0,4.0,,,7.0,,,,1.0,5.0,2.0,,,,,2.0,3.0,3.0,2.0,,1.0,,5.0,,,,0.8333333333333334,,,1.0,1.0,1.0,115.86206896551724,14.666666666666666,10.75,14.666666666666666,10.25,,,0.3333333333333333,0.4563333333333333,,,,,,,,,,,3.0,1.0,1.0,2.0,3.0,4.0,,2.0,2.0,1.0,4.0,1.0,,,,,1.0,1.0,0.6666666666666666,0.6666666666666666,,,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,7.966666666666666,,,,1.0,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,0.3333333333333333,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2007,2006-07,False
101125-1863-2059-2441-947,1610612743,"Julius Hodge, Earl Boykins, Eduardo Najera, Jamal Sampson, Allen Iverson","Hodge, Boykins, Najera, Sampson, Iverson",101125-1863-2059-2441-947,DEN,98.0,1,2.0,4.0,4.0,,,8.0,,,,,6.0,4.0,,,,,,1.0,1.0,,,,,6.0,,,,1.0,,,,,,117.55102040816327,11.0,13.5,11.0,11.25,,,1.0,0.6826,,,,,,,,,,,2.0,,,3.0,3.0,4.0,2.0,2.0,2.0,,4.0,,,,,,0.6666666666666666,0.6666666666666666,1.0,1.0,,,,,,,,,,,,,3.0,3.0,,,,,,,,,2.0,,1.0,1.0,,,,1.0,,,,,,,,,1.0,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2007,2006-07,False
