EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,OffPoss,TotalPoss,LongMidRangeFGA,FG2A,Fouls,Loose Ball Fouls,Pace,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,LongMidRangeFrequency,ShotQualityAvg,Avg2ptShotDistance,Minutes,PlusMinus,DefPoss,PenaltyDefPoss,LongMidRangeFGM,Corner3FGM,Corner3FGA,FG2M,FG3M,FG3A,Points,PtsUnassisted2s,PtsAssisted3s,ThreePtAssists,Assists,Corner3Assists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,AtRimFG3AFrequency,Avg3ptShotDistance,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGA,FtPoints,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,ShortMidRangeFGA,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffShortMidRangeReboundPct,DefAtRimReboundPct,ShortMidRangeFrequency,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted2s,NonHeaveArc3FGM,TwoPtAssists,Arc3Assists,AtRimAssists,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Offensive Fouls Drawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg3Pct,LiveBallTurnoverPct,AtRimPctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,FTDefRebounds,PenaltyFg3Pct,DefFTReboundPct,PenaltyArc3Frequency,PenaltyArc3Accuracy,LostBallSteals,Offensive Fouls,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFtPoints,LongMidRangeAssists,OffThreePtRebounds,SecondChanceTurnovers,RecoveredBlocks,ShortMidRangePctBlocked,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,LongMidRangePctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ShortMidRangeFGM,ShortMidRangeAssists,2pt And 1 Free Throw Trips,OffCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PtsUnassisted3s,BlockedAtRim,BadPassOutOfBoundsTurnovers,LostBallTurnovers,SelfOReb,Technical Free Throw Trips,SelfORebPct,Loose Ball Fouls Drawn,LostBallOutOfBoundsTurnovers,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,3SecondViolations,SecondChanceCorner3FGM,SecondChanceCorner3FGA,DefensiveGoaltends,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,OffFTReboundPct,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,LongMidRangePctBlocked,OffensiveGoaltends,SecondChanceAtRimPctAssisted,HeaveAttempts,Clear Path Fouls,Blocked3s,BlockedArc3,BlockedLongMidRange,StepOutOfBoundsTurnovers,Corner3PctBlocked,team_id,year,season,team_vs
1506-1533-1717-1761-1891,1610612742,"Austin Croshere, Anthony Johnson, Dirk Nowitzki, Greg Buckner, Jason Terry","Croshere, Johnson, Nowitzki, Buckner, Terry",1506-1533-1717-1761-1891,DAL,25.0,1,1.0,1.0,1.0,1.0,1.0,1.0,57.599999999999994,19.0,19.0,1.0,0.3558,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2007,2006-07,True
1506-1533-1717-1761-1904,1610612742,"Austin Croshere, Anthony Johnson, Dirk Nowitzki, Greg Buckner, Devean George","Croshere, Johnson, Nowitzki, Buckner, George",1506-1533-1717-1761-1904,DAL,53.0,1,2.0,3.0,1.0,1.0,,,81.50943396226415,11.0,11.0,0.5,0.4423,17.6,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.25,1.25,0.5,1.0,1.0,1.0,31.0,31.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2007,2006-07,True
1506-1533-1717-1761-711,1610612742,"Austin Croshere, Anthony Johnson, Dirk Nowitzki, Greg Buckner, Jerry Stackhouse","Croshere, Johnson, Nowitzki, Buckner, Stackhouse",1506-1533-1717-1761-711,DAL,172.0,1,8.0,15.0,1.0,6.0,2.0,,125.5813953488372,6.375,6.375,0.14285714285714285,0.5526357142857143,3.283333333333333,3.0,6.0,7.0,7.0,1.0,,,4.0,,1.0,10.0,8.0,,,,,,2.0,4.0,6.0,6.0,,,,0.6666666666666666,0.5714285714285714,0.625,0.14285714285714285,0.6666666666666666,0.6666666666666666,1.0,17.285714285714285,13.571428571428571,1.0,1.0,,,,,0.8571428571428571,25.0,5.0,2.0,3.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,6.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.2,0.6666666666666666,1.0,1.0,1.0,1.0,0.5,0.7142857142857143,0.6,0.75,0.14285714285714285,1.0,1.0,0.5,1.0,0.63825,0.47085,0.125,0.14285714285714285,0.4,0.6,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2007,2006-07,True
1506-1533-1717-1891-200772,1610612742,"Austin Croshere, Anthony Johnson, Dirk Nowitzki, Jason Terry, Maurice Ager","Croshere, Johnson, Nowitzki, Terry, Ager",1506-1533-1717-1891-200772,DAL,51.0,1,3.0,5.0,,2.0,,,141.1764705882353,12.0,11.666666666666666,,0.4561,6.55,1.0,2.0,2.0,2.0,,,,1.0,,,4.0,2.0,,,,,,,1.0,2.0,2.0,,,,0.5,0.5,0.6666666666666666,,,1.0,,7.5,7.5,,,,,,,0.5,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,,,1.0,1.0,1.0,,,,,,1.0,2.0,,,,,,4.0,3.0,,1.0,0.5,1.0,0.5,1.0,0.6666666666666666,,,1.0,1.0,1.0,,,,0.5,1.0,1.0,,1.0,1.0,0.5,1.0,0.5466,0.4561,,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2007,2006-07,True
1506-1533-1717-1891-711,1610612742,"Austin Croshere, Anthony Johnson, Dirk Nowitzki, Jason Terry, Jerry Stackhouse","Croshere, Johnson, Nowitzki, Terry, Stackhouse",1506-1533-1717-1891-711,DAL,313.0,4,10.0,22.0,,7.0,2.0,,101.21405750798722,16.1,15.3,,0.5116999999999999,3.085714285714286,5.0,-4.0,12.0,7.0,,,,3.0,1.0,2.0,12.0,2.0,3.0,1.0,3.0,,7.0,,,2.0,7.0,1.0,0.5,0.5,0.42857142857142855,0.5,0.5,0.2222222222222222,,,,12.666666666666666,12.666666666666666,,,,,,,0.7777777777777778,26.5,2.0,2.0,3.0,5.0,1.0,1.0,1.0,2.0,2.0,3.0,16.0,1.0,1.0,5.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,,2.0,,,1.0,,1.0,4.0,6.0,3.0,,,,,3.0,2.0,1.0,1.0,0.5,1.25,0.5,1.25,0.375,0.14285714285714285,0.2,,0.5,0.4,1.0,,,0.5555555555555556,0.6,0.75,0.2222222222222222,0.5,1.0,1.0,0.5,0.5402,0.58145,0.25,0.3,0.4166666666666667,0.25,0.2,2.0,,,,,0.2222222222222222,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.5,0.5,1.0,0.5,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2007,2006-07,True
1506-1533-1717-1904-711,1610612742,"Austin Croshere, Anthony Johnson, Dirk Nowitzki, Devean George, Jerry Stackhouse","Croshere, Johnson, Nowitzki, George, Stackhouse",1506-1533-1717-1904-711,DAL,143.0,1,6.0,12.0,1.0,4.0,1.0,,120.83916083916084,11.666666666666666,11.666666666666666,0.2,0.60414,5.4,2.0,,6.0,2.0,,,,2.0,1.0,1.0,7.0,2.0,3.0,1.0,2.0,,5.0,1.0,3.0,3.0,7.0,1.0,1.0,1.0,0.5,0.7,0.7,0.2,1.0,0.6666666666666666,,12.166666666666666,12.0,,,,,,,0.8,26.9,2.0,,2.0,3.0,,,,1.0,1.0,,7.0,,,,,1.0,,3.0,,1.0,,,1.0,,,,1.0,,1.0,,,,,,,,3.0,2.0,,,,,0.75,,0.75,,,0.5,,,,1.0,1.0,0.6,0.6666666666666666,0.6666666666666666,0.2,,,0.5,,,0.54035,,,,0.42857142857142855,0.3333333333333333,,,,,,,1.0,,,,,2.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,0.5,0.5,,1.0,0.5,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2007,2006-07,True
1506-1533-1717-2572-711,1610612742,"Austin Croshere, Anthony Johnson, Dirk Nowitzki, Josh Howard, Jerry Stackhouse","Croshere, Johnson, Nowitzki, Howard, Stackhouse",1506-1533-1717-2572-711,DAL,153.0,2,6.0,12.0,,3.0,3.0,,112.94117647058825,12.666666666666666,12.666666666666666,,0.5204,3.5,3.0,,6.0,6.0,,,,2.0,,,4.0,2.0,,,1.0,,2.0,,1.0,1.0,4.0,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,1.0,,12.833333333333334,12.833333333333334,,,,,,,0.6666666666666666,,1.0,,2.0,2.0,,,,,,,4.0,,,,,,,,,,,,1.0,,2.0,,2.0,,,2.0,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,0.6666666666666666,1.0,1.0,,,,,,,,,,,,0.16666666666666666,1.0,,,,1.0,0.3333333333333333,,,,,,2.0,,1.0,,1.0,2.0,1.0,,,1.0,0.5,0.5,,,0.5,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2007,2006-07,True
1506-1533-1717-2734-711,1610612742,"Austin Croshere, Anthony Johnson, Dirk Nowitzki, Devin Harris, Jerry Stackhouse","Croshere, Johnson, Nowitzki, Harris, Stackhouse",1506-1533-1717-2734-711,DAL,76.0,1,4.0,8.0,,1.0,1.0,,151.57894736842107,5.75,5.75,,0.62835,,1.0,2.0,4.0,,,,,,,1.0,2.0,,,,,,,2.0,4.0,4.0,2.0,,,,,,0.3333333333333333,0.5,1.0,1.0,1.0,13.25,10.5,,,,,,,1.0,25.1,,,,1.0,,,,,1.0,2.0,,,,,,,,,,1.0,1.0,,2.0,,1.0,,1.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,0.5,,,0.5,,,,,,,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2007,2006-07,True
1506-1533-1761-1891-2205,1610612742,"Austin Croshere, Anthony Johnson, Greg Buckner, Jason Terry, DeSagana Diop","Croshere, Johnson, Buckner, Terry, Diop",1506-1533-1761-1891-2205,DAL,1053.0,6,30.0,58.0,6.0,20.0,8.0,1.0,79.31623931623932,15.3,14.466666666666667,0.24,0.456622,10.015,18.0,-12.0,28.0,8.0,3.0,1.0,1.0,6.0,1.0,5.0,20.0,8.0,3.0,1.0,3.0,1.0,7.0,3.0,13.0,18.0,15.0,1.0,0.2,0.2,0.3,0.3,0.3448275862068966,0.2,0.6,0.6,1.0,21.214285714285715,17.464285714285715,0.5,0.5,0.04,1.0,1.0,1.0,0.4,24.14,12.0,6.0,3.0,5.0,2.0,2.0,,,4.0,5.0,32.0,2.0,3.0,5.0,,4.0,4.0,7.0,4.0,4.0,2.0,3.0,9.0,5.0,5.0,1.0,6.0,5.0,3.0,5.0,8.0,2.0,1.0,1.0,1.0,,7.0,12.0,,0.6666666666666666,,0.6666666666666666,0.25,0.5,0.4375,0.1,,0.6,0.21428571428571427,0.2777777777777778,,0.75,0.3333333333333333,0.2,0.6,0.6,0.16,0.6666666666666666,1.0,,,0.5609,0.40365,0.07407407407407407,0.09090909090909091,0.25,0.35,0.4,9.0,2.0,2.0,0.2222222222222222,,0.36,,,,,,4.0,,2.0,,1.0,,,1.0,1.0,,0.3333333333333333,0.5,,0.16666666666666666,0.3333333333333333,,,,,,,,,1.0,1.0,2.0,1.0,0.5,1.0,0.16666666666666666,,,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.2222222222222222,0.5,0.3333333333333333,0.5,0.6,1.0,0.3333333333333333,0.16666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2007,2006-07,True
1506-1533-1761-1891-711,1610612742,"Austin Croshere, Anthony Johnson, Greg Buckner, Jason Terry, Jerry Stackhouse","Croshere, Johnson, Buckner, Terry, Stackhouse",1506-1533-1761-1891-711,DAL,29.0,1,1.0,2.0,,,,,99.3103448275862,6.0,6.0,,,,,2.0,1.0,1.0,,,,,,,2.0,,,,,,,1.0,1.0,1.0,2.0,,,,,,1.0,,1.0,1.0,1.0,23.0,23.0,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,2.0,2.0,,,,,,,,,,,,1.0,2.0,1.0,,,,,2.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2007,2006-07,True
