EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,Points,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,FoulsDrawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,OpponentPoints,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,LongMidRangeAssists,DeadBallTurnovers,Turnovers,Fouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,FG2APctBlocked,AtRimPctBlocked,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Avg2ptShotDistance,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,ShootingFouls,SecondChanceOffPoss,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PtsUnassisted2s,PtsPutbacks,Corner3Assists,ShortMidRangeAssists,OffTwoPtRebounds,FTDefRebounds,OffRebounds,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Loose Ball Fouls,Offensive Fouls Drawn,TwoPtShootingFoulsDrawn,Defensive 3 Seconds Violations,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,DefThreePtRebounds,Offensive Fouls,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,DefThreePtReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,AtRimAssists,Travels,SecondChanceFg3Pct,AtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,DefArc3ReboundPct,PenaltyCorner3FGM,PtsUnassisted3s,PenaltyCorner3Accuracy,SecondChanceTurnovers,2pt And 1 Free Throw Trips,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,OffThreePtRebounds,SelfOReb,BlockedShortMidRange,OffThreePtReboundPct,OffArc3ReboundPct,SelfORebPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceFtPoints,Technical Free Throw Trips,OffensiveGoaltends,3SecondViolations,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,OffCorner3ReboundPct,FTOffRebounds,OffFTReboundPct,ShortMidRangePctBlocked,DefensiveGoaltends,LostBallOutOfBoundsTurnovers,LongMidRangePctBlocked,HeaveAttempts,Blocked3s,BlockedArc3,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,BlockedCorner3,Corner3PctBlocked,Clear Path Fouls,team_id,year,season,team_vs
101143-1499-1727-200755-2772,1610612753,"Travis Diener, Tony Battie, Pat Garrity, JJ Redick, Trevor Ariza","Diener, Battie, Garrity, Redick, Ariza",101143-1499-1727-200755-2772,ORL,48.0,1,1.0,5.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.25,1.25,1.0,1.0,1.0,1.0,120.0,7.5,16.5,7.5,16.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.52365,0.52365,1.0,24.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2007,2006-07,False
101143-1499-1727-2039-2306,1610612753,"Travis Diener, Tony Battie, Pat Garrity, Keyon Dooling, Carlos Arroyo","Diener, Battie, Garrity, Dooling, Arroyo",101143-1499-1727-2039-2306,ORL,193.0,1,3.0,-2.0,5.0,5.0,,,10.0,,1.0,,,,1.0,,2.0,,,,,,1.0,,,1.0,,2.0,3.0,3.0,3.0,,,,,,2.0,,,,,,,,0.2,,0.2,,0.2,0.6,0.6,0.5,74.61139896373057,18.8,19.8,18.8,15.6,0.2,,,,,,0.4,,0.48059,,,25.6,,1.0,1.0,3.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,1.0,0.5,1.0,0.2,0.6,0.3333333333333333,0.3333333333333333,1.0,12.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2007,2006-07,False
101143-1499-1727-2045-2772,1610612753,"Travis Diener, Tony Battie, Pat Garrity, Hedo Turkoglu, Trevor Ariza","Diener, Battie, Garrity, Turkoglu, Ariza",101143-1499-1727-2045-2772,ORL,20.0,1,,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,144.0,4.0,16.0,4.0,16.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2007,2006-07,False
101143-1499-1727-255-2749,1610612753,"Travis Diener, Tony Battie, Pat Garrity, Grant Hill, Jameer Nelson","Diener, Battie, Garrity, Hill, Nelson",101143-1499-1727-255-2749,ORL,72.0,1,1.0,-1.0,2.0,2.0,,,4.0,,1.0,,,,1.0,,,,,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,0.5,1.0,1.0,,80.0,16.0,20.0,16.0,20.0,0.5,,,,,,0.5,,0.473825,,,25.3,,,,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,1.0,,0.5,,,,14.9,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2007,2006-07,False
101143-1499-200755-2039-2545,1610612753,"Travis Diener, Tony Battie, JJ Redick, Keyon Dooling, Darko Milicic","Diener, Battie, Redick, Dooling, Milicic",101143-1499-200755-2039-2545,ORL,827.0,2,14.0,7.0,25.0,24.0,6.0,2.0,49.0,1.0,4.0,,3.0,2.0,6.0,5.0,25.0,,4.0,,4.0,6.0,4.0,1.0,2.0,5.0,1.0,12.0,11.0,12.0,16.0,2.0,1.0,5.0,6.0,,21.0,4.0,6.0,,1.0,0.3333333333333333,,0.3333333333333333,0.43478260869565216,0.3333333333333333,0.4807692307692308,0.3333333333333333,0.2608695652173913,0.6470588235294118,0.6470588235294118,0.625,85.3204353083434,16.92,16.833333333333332,16.32,15.375,0.17391304347826086,0.25,0.25,1.0,0.5,,0.4782608695652174,0.25,0.45885217391304345,0.45326666666666665,0.16,24.7,0.24,5.0,1.0,4.0,7.0,17.0,18.0,6.0,1.0,3.0,1.0,1.0,3.0,6.0,0.42857142857142855,0.5,0.4117647058823529,0.058823529411764705,0.2,0.8333333333333334,0.3333333333333333,0.21739130434782608,0.17391304347826086,0.25,0.25,1.0,8.264705882352942,,,3.0,2.0,2.0,2.0,3.0,4.0,8.0,1.0,2.0,1.0,2.0,4.0,4.0,2.0,2.0,8.0,2.0,1.0,2.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,0.5,1.0,0.5,0.5,0.6666666666666666,1.0,0.4,0.2857142857142857,0.6666666666666666,0.25,0.3333333333333333,0.4,0.5,0.34782608695652173,0.5,0.5,0.5,0.08695652173913043,0.5,0.5,1.0,0.75,0.6666666666666666,0.16666666666666666,0.52205,0.11538461538461539,0.15,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2007,2006-07,False
101143-1499-200755-2306-2545,1610612753,"Travis Diener, Tony Battie, JJ Redick, Carlos Arroyo, Darko Milicic","Diener, Battie, Redick, Arroyo, Milicic",101143-1499-200755-2306-2545,ORL,72.0,1,1.0,-4.0,3.0,2.0,,,5.0,,,,,,,,2.0,,,,,,,,,1.0,,2.0,,,,,,,,,2.0,,,,,,,,1.0,,1.0,,,,,,100.0,11.333333333333334,19.0,11.333333333333334,19.0,,,,,,,,,0.3952,,,,,,1.0,1.0,1.0,1.0,6.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,20.2,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2007,2006-07,False
101143-1499-2039-2545-255,1610612753,"Travis Diener, Tony Battie, Keyon Dooling, Darko Milicic, Grant Hill","Diener, Battie, Dooling, Milicic, Hill",101143-1499-2039-2545-255,ORL,395.0,3,7.0,-6.0,15.0,14.0,6.0,,29.0,,1.0,,1.0,,1.0,3.0,7.0,,1.0,2.0,4.0,,1.0,,,1.0,,2.0,2.0,4.0,9.0,2.0,1.0,5.0,6.0,,5.0,4.0,6.0,,,,,,0.15384615384615385,0.3333333333333333,0.21875,0.5,0.07692307692307693,0.5,0.6,,105.72151898734178,15.666666666666666,11.428571428571429,14.2,11.142857142857142,0.07692307692307693,,,,0.3333333333333333,,0.5384615384615384,,0.5088576923076923,0.45875,0.5714285714285714,25.1,0.4,6.0,1.0,5.0,2.0,12.0,13.0,2.0,2.0,1.0,1.0,1.0,4.0,3.0,0.5,1.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,,0.6666666666666666,0.46153846153846156,0.38461538461538464,0.2,0.2,1.0,8.325000000000001,,2.0,1.0,3.0,1.0,1.0,3.0,,1.0,,,,1.0,5.0,2.0,1.0,2.0,2.0,2.0,,,5.0,1.0,5.0,1.0,3.0,2.0,1.0,,,3.0,,0.2,0.5,0.2,0.2,0.75,1.0,0.5,0.45454545454545453,0.6,1.0,0.25,0.16666666666666666,0.25,0.07692307692307693,,,,,,,,0.6,0.3333333333333333,,0.48579999999999995,0.1875,0.2,0.2857142857142857,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2007,2006-07,False
101143-1499-2039-2545-2586,1610612753,"Travis Diener, Tony Battie, Keyon Dooling, Darko Milicic, Keith Bogans","Diener, Battie, Dooling, Milicic, Bogans",101143-1499-2039-2545-2586,ORL,207.0,1,3.0,3.0,5.0,5.0,,,10.0,,,,,1.0,1.0,,9.0,,,,,3.0,,,1.0,4.0,,9.0,2.0,2.0,3.0,,,1.0,,,6.0,,,,1.0,1.0,,1.0,0.9,,0.9,,0.2,1.0,1.0,1.0,69.56521739130434,24.0,17.4,20.2,17.4,,,,,,,0.4,,0.46856,,,23.6,,1.0,1.0,2.0,3.0,4.0,6.0,6.0,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,,,,1.0,0.2,0.4,0.5,0.5,1.0,13.0,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,3.0,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,1.5,1.5,,,1.0,1.0,,,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.2,1.0,1.0,1.0,,,,0.54,,,0.3333333333333333,,,,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2007,2006-07,False
101143-1499-2039-2545-2772,1610612753,"Travis Diener, Tony Battie, Keyon Dooling, Darko Milicic, Trevor Ariza","Diener, Battie, Dooling, Milicic, Ariza",101143-1499-2039-2545-2772,ORL,62.0,1,1.0,,2.0,3.0,,,5.0,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,,116.1290322580645,13.5,11.666666666666666,13.0,11.666666666666666,,,,,,,,,0.3386,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,10.5,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2007,2006-07,False
101143-1499-2039-2586-2730,1610612753,"Travis Diener, Tony Battie, Keyon Dooling, Keith Bogans, Dwight Howard","Diener, Battie, Dooling, Bogans, Howard",101143-1499-2039-2586-2730,ORL,137.0,1,2.0,-2.0,4.0,3.0,4.0,,7.0,,1.0,,1.0,1.0,2.0,,3.0,1.0,2.0,,3.0,,1.0,,,,,,1.0,1.0,1.0,,,,,,3.0,3.0,4.0,,,0.5,0.5,0.5,0.375,0.375,0.375,0.375,0.5,1.0,1.0,,73.57664233576642,19.25,20.0,19.25,20.0,0.25,,,,0.25,,0.5,,0.4620375,0.4620375,1.0,24.85,1.0,,,1.0,,2.0,5.0,,,,,,,,,,,,,,1.0,,0.25,,,,15.05,,,,,,,,,1.0,1.0,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,0.25,1.0,1.0,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2007,2006-07,False
