EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Assists,Corner3Assists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FirstChancePoints,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,DefThreePtRebounds,FoulsDrawn,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,DefThreePtReboundPct,DefArc3ReboundPct,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LongMidRangePctBlocked,DefShortMidRangeReboundPct,PenaltyOffPoss,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,FtPoints,SecondChanceFtPoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,TwoPtAssists,ShortMidRangeAssists,LostBallSteals,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyTsPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG2M,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PtsPutbacks,Arc3Assists,Loose Ball Fouls Drawn,PenaltyFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,PenaltyEfgPct,AtRimPctBlocked,OffAtRimReboundPct,Arc3PctAssisted,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,LongMidRangeAssists,Offensive Fouls,2pt And 1 Free Throw Trips,LongMidRangePctAssisted,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,AtRimAssists,AtRimPctAssisted,Technical Free Throw Trips,Travels,BlockedShortMidRange,RecoveredBlocks,Defensive 3 Seconds Violations,BlocksRecoveredPct,FTOffRebounds,Blocked3s,BlockedCorner3,OffensiveGoaltends,3SecondViolations,OffFTReboundPct,SecondChanceArc3PctAssisted,PenaltyCorner3FGA,PenaltyCorner3Frequency,OffArc3ReboundPct,PenaltyCorner3FGM,HeaveAttempts,PenaltyCorner3Accuracy,SecondChanceAtRimPctAssisted,StepOutOfBoundsTurnovers,DefensiveGoaltends,BlockedLongMidRange,BlockedArc3,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3PctBlocked,Clear Path Fouls,team_id,year,season,team_vs
101134-1715-1720-2548-2748,1610612748,"Wayne Simien, Jason Williams, Michael Doleac, Dwyane Wade, Dorell Wright","Simien, Williams, Doleac, Wade, Wright",101134-1715-1720-2548-2748,MIA,318.0,1,5.0,-2.0,11.0,10.0,8.0,3.0,21.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,8.0,2.0,3.0,12.0,14.0,2.0,1.0,1.0,3.0,6.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,4.0,4.0,8.0,2.0,1.0,1.0,4.0,1.0,3.0,4.0,1.0,2.0,4.0,1.0,9.0,2.0,0.5,0.6666666666666666,1.0,0.6666666666666666,0.375,0.5454545454545454,0.5,0.5454545454545454,0.5,0.2727272727272727,0.125,0.3333333333333333,1.0,0.5,1.0,0.6,1.0,0.75,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,1.0,0.4,95.09433962264151,16.272727272727273,13.9,14.727272727272727,13.8,0.2727272727272727,1.0,1.0,0.2727272727272727,0.18181818181818182,0.18181818181818182,0.5,0.5,1.0,0.09090909090909091,1.0,1.0,0.3333333333333333,1.0,0.5454545454545454,1.0,0.5274727272727273,0.52655,0.25,6.4625,23.733333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2007,2006-07,False
101134-1715-2548-2748-297,1610612748,"Wayne Simien, Jason Williams, Dwyane Wade, Dorell Wright, Alonzo Mourning","Simien, Williams, Wade, Wright, Mourning",101134-1715-2548-2748-297,MIA,67.0,1,1.0,-2.0,2.0,3.0,,,5.0,,,1.0,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,107.46268656716417,22.5,7.333333333333333,22.5,7.333333333333333,,,,1.0,,,,,,,,,,,,,0.3751,,,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2007,2006-07,False
101134-1715-2574-2617-2748,1610612748,"Wayne Simien, Jason Williams, Jason Kapono, Udonis Haslem, Dorell Wright","Simien, Williams, Kapono, Haslem, Wright",101134-1715-2574-2617-2748,MIA,125.0,1,2.0,2.0,3.0,4.0,3.0,,7.0,1.0,1.0,,2.0,,,,,,,1.0,3.0,,,2.0,,,,,,2.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,1.0,2.0,,,,,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,,,,,,,,,,0.5,,,,,,,,80.64,20.0,16.25,20.0,16.25,0.3333333333333333,1.0,1.0,,0.6666666666666666,,,,,,,,,,0.3333333333333333,,0.3853,,,13.166666666666666,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2007,2006-07,False
101134-1720-1899-2548-2748,1610612748,"Wayne Simien, Michael Doleac, James Posey, Dwyane Wade, Dorell Wright","Simien, Doleac, Posey, Wade, Wright",101134-1720-1899-2548-2748,MIA,241.0,1,4.0,-8.0,9.0,7.0,2.0,,16.0,1.0,1.0,,6.0,,,,1.0,,,1.0,7.0,,1.0,2.0,10.0,,,,,2.0,,,1.0,,1.0,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,,,,1.0,,1.0,2.0,1.0,2.0,,,,,,0.14285714285714285,0.125,,0.125,,0.125,0.14285714285714285,,,,1.0,,,1.0,,,,,,,,95.60165975103735,16.11111111111111,13.714285714285714,16.11111111111111,13.714285714285714,0.125,1.0,1.0,,0.75,,,,,0.125,,,,,0.25,,0.39173125,,,15.885714285714286,26.7,,1.0,,,,,,,1.0,1.0,0.16666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2007,2006-07,False
101134-1720-200809-2574-2748,1610612748,"Wayne Simien, Michael Doleac, Chris Quinn, Jason Kapono, Dorell Wright","Simien, Doleac, Quinn, Kapono, Wright",101134-1720-200809-2574-2748,MIA,532.0,2,9.0,1.0,13.0,13.0,11.0,2.0,26.0,,3.0,4.0,4.0,,,,,,,3.0,11.0,,,11.0,10.0,1.0,,,2.0,4.0,,,,,,,1.0,,2.0,,2.0,3.0,1.0,5.0,2.0,7.0,,1.0,,,,,1.0,,2.0,5.0,,9.0,1.0,,,,,0.2727272727272727,0.2727272727272727,,0.39285714285714285,0.5,,,,,0.5,0.6,0.25,,0.6666666666666666,0.25,,0.6666666666666666,,0.5,0.6666666666666666,,70.37593984962406,17.53846153846154,23.384615384615383,17.307692307692307,21.384615384615383,0.2727272727272727,,,0.36363636363636365,0.36363636363636365,,,,,,,,,,0.2727272727272727,,0.42390909090909096,0.5775,0.18181818181818182,9.745454545454546,,1.0,4.0,,,,,1.0,,1.0,,,,4.0,1.0,1.0,2.0,1.0,5.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,3.0,4.0,2.0,0.3333333333333333,0.3333333333333333,0.5,1.0,0.5,0.5,0.5,0.25,0.25,1.0,1.0,0.5914,0.08333333333333333,0.08333333333333333,0.2727272727272727,0.3076923076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2007,2006-07,False
101134-1720-200809-2748-2853,1610612748,"Wayne Simien, Michael Doleac, Chris Quinn, Dorell Wright, Earl Barron","Simien, Doleac, Quinn, Wright, Barron",101134-1720-200809-2748-2853,MIA,345.0,1,6.0,5.0,11.0,11.0,4.0,4.0,22.0,3.0,6.0,3.0,5.0,,,1.0,1.0,,,4.0,14.0,1.0,1.0,12.0,7.0,6.0,,,4.0,8.0,3.0,,1.0,1.0,2.0,1.0,1.0,,3.0,,5.0,1.0,2.0,5.0,5.0,10.0,,2.0,2.0,,,,,,3.0,4.0,1.0,8.0,,1.0,1.0,,1.0,0.2857142857142857,0.36666666666666664,0.3333333333333333,0.375,0.3333333333333333,0.06666666666666667,0.14285714285714285,,,1.0,1.0,0.5,,1.0,0.5,0.5,0.4,,1.0,,,91.82608695652173,15.454545454545455,15.909090909090908,10.818181818181818,15.909090909090908,0.4,0.5,0.75,0.2,0.3333333333333333,,,,,0.06666666666666667,1.0,1.0,,,0.4666666666666667,1.0,0.44776333333333335,0.43493333333333334,0.3333333333333333,9.357142857142858,25.4,2.0,3.0,,,,,1.0,1.0,,,,,6.0,3.0,3.0,1.0,,1.0,,6.0,,9.0,,,,,,,2.0,1.0,,9.0,6.0,,,,0.6428571428571429,1.0,0.3333333333333333,0.3333333333333333,,,,0.5,0.42857142857142855,0.4850357142857143,0.0625,0.06666666666666667,0.75,0.5454545454545454,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.6428571428571429,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.14285714285714285,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2007,2006-07,False
101134-1720-200809-2748-952,1610612748,"Wayne Simien, Michael Doleac, Chris Quinn, Dorell Wright, Antoine Walker","Simien, Doleac, Quinn, Wright, Walker",101134-1720-200809-2748-952,MIA,251.0,1,4.0,2.0,8.0,8.0,8.0,1.0,16.0,1.0,1.0,,4.0,,1.0,1.0,1.0,,,2.0,5.0,1.0,2.0,10.0,8.0,,,,2.0,2.0,3.0,,1.0,1.0,1.0,1.0,2.0,,5.0,1.0,,1.0,,1.0,1.0,2.0,,2.0,2.0,,,,1.0,,,2.0,,8.0,,1.0,0.5,,0.5,0.4,0.5,,0.625,1.0,0.2857142857142857,0.2,,,,1.0,,1.0,1.0,0.25,,,1.0,,,,91.79282868525895,16.625,14.75,15.75,12.125,0.14285714285714285,1.0,1.0,,0.5714285714285714,0.14285714285714285,,,,0.14285714285714285,1.0,1.0,,,0.42857142857142855,1.0,0.5030857142857142,,0.2,14.16,24.2,,2.0,,,,,,,1.0,,0.25,1.0,3.0,,1.0,,1.0,3.0,2.0,2.0,1.0,8.0,2.0,1.0,,,,,3.0,2.0,,8.0,3.0,,0.5,0.5,1.3333333333333333,,,,,0.25,0.3333333333333333,,0.3333333333333333,0.5829166666666666,0.25,0.3333333333333333,0.8,0.375,,1.0,1.0,1.0,,2.0,1.0,1.0,,1.0,,1.0,,1.0,1.1666666666666667,,,1.0,,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2007,2006-07,False
101134-1720-2548-2748-56,1610612748,"Wayne Simien, Michael Doleac, Dwyane Wade, Dorell Wright, Gary Payton","Simien, Doleac, Wade, Wright, Payton",101134-1720-2548-2748-56,MIA,140.0,1,2.0,-3.0,3.0,4.0,4.0,1.0,7.0,,,2.0,1.0,,1.0,,,,,2.0,3.0,,1.0,4.0,7.0,,,1.0,,2.0,,,,,,,1.0,,2.0,,1.0,1.0,,1.0,1.0,2.0,,,,,,,,,,,,4.0,,,,,,0.6666666666666666,0.5,,0.5,,0.25,,,,,1.0,1.0,,0.5,0.5,1.0,,,,1.0,,72.0,23.0,17.75,19.666666666666668,11.75,,,,0.5,0.25,0.25,,,,,,,,,0.25,,0.4496,0.6357,,13.466666666666667,23.2,,,,,,,,,,,,,,,,1.0,1.0,,,,,,2.0,1.0,1.0,,,,,,,,,,0.5,0.5,,,0.5,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2007,2006-07,False
101134-1720-2748-56-952,1610612748,"Wayne Simien, Michael Doleac, Dorell Wright, Gary Payton, Antoine Walker","Simien, Doleac, Wright, Payton, Walker",101134-1720-2748-56-952,MIA,338.0,1,6.0,-6.0,10.0,10.0,,,20.0,1.0,2.0,2.0,3.0,,1.0,,,,,4.0,7.0,,1.0,10.0,16.0,,,,,2.0,,,,,2.0,,3.0,,6.0,,,2.0,,2.0,,2.0,,,,1.0,1.0,,1.0,,1.0,2.0,,10.0,,,,,,0.5714285714285714,0.5,,0.5555555555555556,,0.125,0.2857142857142857,0.5,1.0,,1.0,,,1.0,,,,,,1.0,,85.20710059171597,18.3,15.5,18.3,15.5,0.25,0.5,1.0,0.25,0.375,0.125,,,,,,,,,0.375,,0.45146875,,,9.985714285714286,23.5,,1.0,,,,,,,,,,,,,,1.0,2.0,2.0,,,,,6.0,3.0,1.0,,,,2.0,1.0,,,,,0.75,0.75,,,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,,,,0.1111111111111111,0.125,,,,,,,,,,,,,,,,,,0.5,,,,,,,1.0,,,0.5,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2007,2006-07,False
101134-1899-200809-2574-2748,1610612748,"Wayne Simien, James Posey, Chris Quinn, Jason Kapono, Dorell Wright","Simien, Posey, Quinn, Kapono, Wright",101134-1899-200809-2574-2748,MIA,156.0,1,3.0,,4.0,4.0,,,8.0,,,,3.0,,1.0,,,,,3.0,3.0,,1.0,7.0,7.0,,,,,2.0,,,,,,,2.0,,4.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,7.0,,,,,,1.0,0.75,,0.75,,0.25,,,,,1.0,,,1.0,,,,,,1.0,,73.84615384615384,19.75,19.25,19.75,16.75,,,,,0.75,0.25,,,,,,,,,0.25,,0.4423875,,,18.033333333333335,22.8,,,,,,,,,,,,,,,,,3.0,1.0,,,,,4.0,2.0,,,,,1.0,,,,,,0.6666666666666666,0.6666666666666666,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,0.6666666666666666,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2007,2006-07,False
