EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,SecondChanceArc3FGA,SecondChanceFG3A,OffLongMidRangeReboundPct,SecondChanceArc3Frequency,LiveBallTurnovers,LostBallTurnovers,SecondChanceTurnovers,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffShortMidRangeReboundPct,Corner3FGA,Steals,BadPassSteals,BadPassTurnovers,Travels,Corner3Frequency,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,HeaveAttempts,FTOffRebounds,FTDefRebounds,Offensive Fouls,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,DefFTReboundPct,OffFTReboundPct,SecondChanceAtRimAccuracy,PenaltyCorner3FGA,ShortMidRangeAssists,ShortMidRangePctAssisted,PenaltyCorner3Frequency,LostBallSteals,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,Loose Ball Fouls Drawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,RecoveredBlocks,BlocksRecoveredPct,Corner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,Corner3Assists,Technical Free Throw Trips,3SecondViolations,SecondChanceFg3Pct,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Accuracy,PenaltyCorner3FGM,StepOutOfBoundsTurnovers,Defensive 3 Seconds Violations,OffCorner3ReboundPct,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,LostBallOutOfBoundsTurnovers,Blocked3s,BlockedArc3,BlockedLongMidRange,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,LongMidRangePctBlocked,SecondChanceCorner3PctAssisted,Loose Ball Fouls,SecondChanceAtRimPctAssisted,SecondChanceArc3PctAssisted,DefensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,HeaveMakes,Clear Path Fouls,team_id,year,season,team_vs
101119-101152-1548-200751-200783,1610612750,"Rashad McCants, Bracey Wright, Mark Blount, Randy Foye, Craig Smith","McCants, Wright, Blount, Foye, Smith",101119-101152-1548-200751-200783,MIN,358.0,2,6.0,12.0,12.0,10.0,9.0,3.0,24.0,2.0,5.0,1.0,1.0,4.0,2.0,2.0,1.0,3.0,1.0,1.0,5.0,10.0,1.0,3.0,13.0,13.0,1.0,1.0,1.0,4.0,8.0,1.0,3.0,11.0,6.0,4.0,1.0,1.0,3.0,3.0,2.0,1.0,6.0,1.0,2.0,1.0,4.0,5.0,3.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,12.0,11.0,10.0,0.6,0.6,0.5,0.5,0.45454545454545453,0.4444444444444444,0.5,0.25,0.5,0.09090909090909091,0.1,0.2,1.0,0.4,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.2,96.53631284916202,13.5,16.333333333333332,13.25,16.333333333333332,0.45454545454545453,0.4,0.5,1.0,0.18181818181818182,1.0,1.0,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,0.09090909090909091,1.0,0.4444444444444444,0.25,0.1111111111111111,0.5454545454545454,0.4572136363636364,0.582,0.47151666666666664,0.15384615384615385,0.16666666666666666,0.07692307692307693,0.8461538461538461,8.99,25.4,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2007,2006-07,False
101119-101152-1548-200751-2770,1610612750,"Rashad McCants, Bracey Wright, Mark Blount, Randy Foye, Justin Reed","McCants, Wright, Blount, Foye, Reed",101119-101152-1548-200751-2770,MIN,86.0,1,1.0,3.0,3.0,,3.0,1.0,6.0,,,,,,,,,2.0,2.0,,,2.0,2.0,2.0,2.0,5.0,,2.0,2.0,,,,,,,,2.0,,,,,,,1.0,1.0,1.0,,1.0,2.0,3.0,1.0,,,,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,0.2,0.5,,0.5,,,,0.5,1.0,0.5,1.0,0.5,,0.5,,,,1.0,0.25,100.46511627906976,17.666666666666668,11.0,14.666666666666666,11.0,,,,,,,,0.5,,,,0.5,,,,,0.5,0.4024625,0.39915,,0.2,0.3333333333333333,1.0,,17.45,25.0,,-3.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2007,2006-07,False
101119-101152-1548-200783-2229,1610612750,"Rashad McCants, Bracey Wright, Mark Blount, Craig Smith, Mike James","McCants, Wright, Blount, Smith, James",101119-101152-1548-200783-2229,MIN,52.0,1,1.0,1.0,2.0,,2.0,,3.0,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,83.07692307692308,19.0,16.5,19.0,13.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2007,2006-07,False
101119-101152-1548-2229-2770,1610612750,"Rashad McCants, Bracey Wright, Mark Blount, Mike James, Justin Reed","McCants, Wright, Blount, James, Reed",101119-101152-1548-2229-2770,MIN,91.0,1,2.0,3.0,3.0,,,2.0,6.0,,,,,,,3.0,,,,,,3.0,,2.0,2.0,4.0,1.0,,,,,,,,,,,1.0,,,,,,,2.0,,1.0,1.0,2.0,3.0,1.0,,,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,,,,,,,,,0.25,,,,0.3333333333333333,,1.0,0.6666666666666666,,,1.0,0.6666666666666666,,,,1.0,,,0.5,94.94505494505495,18.666666666666668,11.666666666666666,17.0,8.0,,,,,1.0,,,,,,,,,,,,,0.41133333333333333,0.4338,,0.25,0.25,,,6.8999999999999995,,,-2.0,,,,,1.0,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2007,2006-07,False
101119-101152-1607-200783-2770,1610612750,"Rashad McCants, Bracey Wright, Troy Hudson, Craig Smith, Justin Reed","McCants, Wright, Hudson, Smith, Reed",101119-101152-1607-200783-2770,MIN,195.0,1,3.0,7.0,7.0,,2.0,,14.0,1.0,1.0,,,,,,,2.0,1.0,,1.0,3.0,2.0,,2.0,6.0,,,,,,,,,,2.0,1.0,,,,,,,,,,2.0,2.0,,2.0,,,1.0,2.0,,1.0,1.0,,,,2.0,,,,,0.3333333333333333,,0.2,,0.2,,,0.4,,,1.0,,,,1.0,,,,,,1.0,,,103.38461538461539,13.428571428571429,14.428571428571429,13.428571428571429,14.428571428571429,0.2,1.0,1.0,,,,,0.4,,,,0.2,,,,,0.6,0.46985,,,,,,,13.566666666666668,24.25,,-4.0,,,,,1.0,,,,0.5,,1.0,1.0,1.0,1.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2007,2006-07,False
101119-101152-200751-200783-2058,1610612750,"Rashad McCants, Bracey Wright, Randy Foye, Craig Smith, Mark Madsen","McCants, Wright, Foye, Smith, Madsen",101119-101152-200751-200783-2058,MIN,98.0,1,2.0,3.0,2.0,3.0,2.0,,5.0,1.0,1.0,,1.0,1.0,,1.0,,,1.0,1.0,1.0,2.0,1.0,,5.0,4.0,,,,1.0,2.0,1.0,,5.0,,2.0,1.0,,,1.0,,,3.0,,,,1.0,1.0,,1.0,,,,,,1.0,1.0,,,,5.0,5.0,3.0,,,0.5,0.5,0.8333333333333334,0.8333333333333334,0.8333333333333334,,0.8333333333333334,0.3333333333333333,,,1.0,,,,1.0,,,,1.0,,,,,73.46938775510205,14.666666666666666,27.0,14.666666666666666,27.0,0.3333333333333333,1.0,1.0,,0.3333333333333333,,,,,,,0.3333333333333333,,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.46551666666666663,,0.46551666666666663,,,,1.0,4.9,26.3,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2007,2006-07,False
101119-101152-200751-200783-2770,1610612750,"Rashad McCants, Bracey Wright, Randy Foye, Craig Smith, Justin Reed","McCants, Wright, Foye, Smith, Reed",101119-101152-200751-200783-2770,MIN,875.0,2,15.0,27.0,29.0,10.0,24.0,2.0,56.0,5.0,8.0,2.0,1.0,2.0,1.0,2.0,5.0,9.0,5.0,2.0,11.0,19.0,5.0,6.0,28.0,25.0,2.0,,4.0,4.0,7.0,2.0,1.0,9.0,8.0,14.0,4.0,,4.0,4.0,2.0,2.0,8.0,1.0,1.0,3.0,8.0,12.0,3.0,15.0,,1.0,2.0,3.0,1.0,1.0,5.0,5.0,9.0,4.0,24.0,9.0,10.0,0.36363636363636365,0.4444444444444444,0.5789473684210527,0.5714285714285714,0.4583333333333333,0.4444444444444444,0.5,1.0,0.45,0.20833333333333334,,,0.8888888888888888,0.125,0.75,0.25,0.8461538461538461,0.16666666666666666,,0.25,0.5,1.0,1.0,0.75,,92.16,13.037037037037036,18.03448275862069,12.962962962962964,16.689655172413794,0.3333333333333333,0.625,0.625,0.4,0.08333333333333333,0.5,0.5,0.375,0.5555555555555556,0.5555555555555556,0.4,0.20833333333333334,1.0,0.2222222222222222,0.5,0.2222222222222222,0.5416666666666666,0.4747891304347826,0.572,0.44205625,0.14814814814814814,0.18181818181818182,0.14285714285714285,0.32142857142857145,9.710526315789474,28.6,0.37037037037037035,3.0,,,,,1.0,,1.0,,0.3333333333333333,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2007,2006-07,False
101119-101152-200783-2229-2770,1610612750,"Rashad McCants, Bracey Wright, Craig Smith, Mike James, Justin Reed","McCants, Wright, Smith, James, Reed",101119-101152-200783-2229-2770,MIN,183.0,2,3.0,6.0,6.0,3.0,,1.0,12.0,1.0,2.0,1.0,,,1.0,2.0,1.0,2.0,,,3.0,6.0,1.0,,6.0,3.0,1.0,,2.0,2.0,2.0,1.0,,4.0,4.0,2.0,,1.0,2.0,2.0,,1.0,4.0,,1.0,,1.0,1.0,1.0,2.0,,,,,,1.0,2.0,,,,4.0,4.0,3.0,0.6666666666666666,1.0,0.5,1.0,0.42857142857142855,0.6666666666666666,0.42857142857142855,1.0,0.6666666666666666,0.14285714285714285,0.16666666666666666,0.5,1.0,0.3333333333333333,,,0.5,0.25,1.0,,,1.0,,,,94.42622950819673,13.666666666666666,16.833333333333332,13.333333333333334,16.5,0.2857142857142857,0.5,1.0,,0.2857142857142857,0.5,0.5,0.2857142857142857,0.5,0.5,1.0,,1.0,,,,0.42857142857142855,0.4621,0.5483,0.4453666666666667,,,0.3333333333333333,0.6666666666666666,8.0,22.7,0.5,3.0,,,,,,,,,,,1.0,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2007,2006-07,False
101119-101152-2058-2229-2770,1610612750,"Rashad McCants, Bracey Wright, Mark Madsen, Mike James, Justin Reed","McCants, Wright, Madsen, James, Reed",101119-101152-2058-2229-2770,MIN,139.0,1,2.0,5.0,4.0,,,1.0,9.0,1.0,1.0,,,,1.0,1.0,1.0,2.0,,,3.0,4.0,,,6.0,4.0,1.0,,2.0,,,,,,4.0,2.0,,,2.0,2.0,1.0,,4.0,,1.0,,,,1.0,1.0,,,,2.0,,,,2.0,,,4.0,,,0.6666666666666666,0.6666666666666666,0.75,,0.75,,0.75,1.0,,,,,,1.0,,,,1.0,,,,,,,,93.23741007194243,16.2,14.5,13.8,14.5,0.25,1.0,1.0,1.0,0.25,1.0,1.0,0.5,0.5,0.5,,,,,,,0.25,0.461025,0.4499,,,,0.3333333333333333,,12.875,,,2.0,,,1.0,,2.0,,,,1.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2007,2006-07,False
101119-1548-1607-1729-708,1610612750,"Rashad McCants, Mark Blount, Troy Hudson, Ricky Davis, Kevin Garnett","McCants, Blount, Hudson, Davis, Garnett",101119-1548-1607-1729-708,MIN,921.0,3,15.0,29.0,25.0,,3.0,2.0,54.0,5.0,10.0,3.0,,,,,9.0,13.0,5.0,,14.0,23.0,5.0,2.0,39.0,29.0,3.0,,2.0,,,,,,20.0,8.0,5.0,1.0,10.0,13.0,4.0,6.0,29.0,,3.0,1.0,8.0,9.0,3.0,12.0,,,3.0,3.0,,2.0,5.0,3.0,2.0,1.0,37.0,,,0.7142857142857143,0.7692307692307693,0.6086956521739131,,0.6607142857142857,,0.6724137931034483,0.3333333333333333,,0.17857142857142858,0.043478260869565216,0.1,0.5333333333333333,0.3333333333333333,0.3333333333333333,,0.5,0.3,0.4,,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.5,,84.42996742671009,15.206896551724139,19.2,14.689655172413794,18.2,0.35714285714285715,0.5,0.5555555555555556,0.8,,,,0.4642857142857143,0.6923076923076923,0.6923076923076923,0.6666666666666666,0.17857142857142858,1.0,,,,0.5357142857142857,0.4643428571428571,0.47469999999999996,,0.034482758620689655,0.041666666666666664,0.05128205128205128,,11.056521739130435,26.6,,10.0,,,0.25,,,,,,,,,2.0,,,2.0,,3.0,,3.0,,9.0,3.0,3.0,3.0,1.0,0.6,,0.6,0.6,0.6,1.0,,0.6,1.0,1.0,2.0,,,,1.0,,,,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,,,,,2.0,,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2007,2006-07,False
