EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,DefPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,Fouls,NonShootingPenaltyNonTakeFouls,Pace,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,Minutes,OffPoss,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,OffTwoPtRebounds,OffRebounds,Rebounds,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,LongMidRangePctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGA,LongMidRangeFGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,FtPoints,PenaltyFG3M,PenaltyFtPoints,PtsUnassisted3s,NonHeaveArc3FGM,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,NonShootingPenaltyNonTakeFoulsDrawn,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PtsAssisted3s,ThreePtAssists,Assists,Arc3Assists,AssistPoints,LostBallSteals,ShootingFouls,Assisted3sPct,ShortMidRangePctBlocked,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,Arc3PctAssisted,OffThreePtRebounds,DeadBallTurnovers,Travels,OffThreePtReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,ShortMidRangeFGM,PtsAssisted2s,TwoPtAssists,ShortMidRangeAssists,LongMidRangeAssists,LostBallTurnovers,2pt And 1 Free Throw Trips,Assisted2sPct,NonPutbacksAssisted2sPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,AtRimAssists,FTDefRebounds,SelfOReb,Loose Ball Fouls,DefFTReboundPct,SelfORebPct,AtRimPctAssisted,Corner3FGM,PenaltyCorner3FGM,Corner3Assists,SecondChanceTurnovers,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,HeaveAttempts,Offensive Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls,OffCorner3ReboundPct,SecondChanceFtPoints,BadPassOutOfBoundsTurnovers,3SecondViolations,SecondChanceArc3FGA,SecondChanceFG3A,Technical Free Throw Trips,BlockedShortMidRange,SecondChanceArc3Frequency,DefensiveGoaltends,Blocked3s,BlockedCorner3,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,AtRimPctBlocked,StepOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Defensive 3 Seconds Violations,SecondChanceCorner3FGA,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,BlockedLongMidRange,BlockedArc3,OffensiveGoaltends,Clear Path Fouls,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3PctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
101117-101137-101189-1749-2078,1610612746,"Yaroslav Korolev, Daniel Ewing, James Singleton, Cuttino Mobley, Jason Hart","Korolev, Ewing, Singleton, Mobley, Hart",101117-101137-101189-1749-2078,LAC,2.0,1,-4.0,2.0,2.0,2.0,4.0,2.0,2.0,1440.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2007,2006-07,False
101117-101137-101189-1882-1894,1610612746,"Yaroslav Korolev, Daniel Ewing, James Singleton, Elton Brand, Corey Maggette","Korolev, Ewing, Singleton, Brand, Maggette",101117-101137-101189-1882-1894,LAC,140.0,1,-2.0,4.0,,8.0,4.0,1.0,,82.28571428571428,15.5,15.5,2.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,0.25,1.0,0.25,0.2,1.0,0.2,0.2,1.0,0.2,0.2,0.25,0.5,0.3333333333333333,0.25,0.5,19.5,19.25,0.4,0.5,0.5,0.4,0.2,1.0,1.0,0.4,0.5,0.2,0.6,0.48644,0.591,0.48644,1.0,1.0,8.6,24.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2007,2006-07,False
101117-101137-101189-1894-200781,1610612746,"Yaroslav Korolev, Daniel Ewing, James Singleton, Corey Maggette, Paul Davis","Korolev, Ewing, Singleton, Maggette, Davis",101117-101137-101189-1894-200781,LAC,372.0,1,1.0,14.0,,27.0,12.0,,,104.51612903225806,13.642857142857142,13.0,6.0,13.0,13.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,3.0,3.0,3.0,8.0,4.0,13.0,1.0,3.0,2.0,3.0,8.0,4.0,13.0,6.0,2.0,3.0,,2.0,3.0,8.0,13.0,13.0,0.375,0.3333333333333333,0.375,0.375,0.3333333333333333,0.375,0.40625,0.3333333333333333,0.40625,0.3333333333333333,,,0.4,0.25,0.6666666666666666,13.923076923076923,12.0,0.16666666666666666,1.0,1.0,0.3333333333333333,0.25,0.3333333333333333,1.0,0.16666666666666666,1.0,0.25,0.5,0.4629541666666667,0.46846666666666664,0.4629541666666667,0.15384615384615385,1.0,11.1625,24.825,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,8.0,2.0,2.0,1.0,1.0,1.0,1.0,11.0,1.0,0.25,0.25,0.25,1.0,0.5,1.0,0.5,0.8333333333333334,1.0,1.0,1.0,1.0,0.16666666666666666,0.25,0.25,0.08333333333333333,0.3333333333333333,0.3333333333333333,0.08333333333333333,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2007,2006-07,False
101117-101137-101189-200781-2549,1610612746,"Yaroslav Korolev, Daniel Ewing, James Singleton, Paul Davis, Chris Kaman","Korolev, Ewing, Singleton, Davis, Kaman",101117-101137-101189-200781-2549,LAC,137.0,1,6.0,5.0,1.0,10.0,3.0,1.0,,105.1094890510949,15.8,15.8,2.0,5.0,5.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,,1.0,1.0,2.0,5.0,1.0,9.0,1.0,2.0,2.0,2.0,5.0,1.0,9.0,4.0,2.0,1.0,1.0,2.0,2.0,4.0,9.0,5.0,0.4,0.5,0.4,0.5833333333333334,0.5,0.5833333333333334,0.6428571428571429,0.5,0.6428571428571429,0.16666666666666666,0.2,,1.0,1.0,,11.6,11.4,0.6666666666666666,0.5,0.5,,0.16666666666666666,1.0,0.5,0.6666666666666666,0.5,0.16666666666666666,0.8333333333333334,0.51425,0.4232,0.51425,0.2222222222222222,1.0,2.2199999999999998,25.0,1.0,1.0,,,,1.0,1.0,1.0,2.0,1.0,2.0,,1.0,,1.0,1.0,2.0,1.0,,,,,,1.0,2.0,1.0,,,,,,7.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,0.16666666666666666,,,,1.0,1.0,,1.0,1.0,0.14285714285714285,0.16666666666666666,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2007,2006-07,False
101117-101137-101189-200781-2624,1610612746,"Yaroslav Korolev, Daniel Ewing, James Singleton, Paul Davis, Quinton Ross","Korolev, Ewing, Singleton, Davis, Ross",101117-101137-101189-200781-2624,LAC,523.0,3,-10.0,15.0,7.0,30.0,19.0,2.0,,82.60038240917783,16.666666666666668,16.666666666666668,9.0,15.0,8.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,3.0,1.0,2.0,9.0,3.0,9.0,2.0,3.0,4.0,1.0,4.0,1.0,5.0,4.0,4.0,3.0,,2.0,3.0,8.0,5.0,8.0,0.2222222222222222,0.6666666666666666,0.25,0.16666666666666666,0.6666666666666666,0.2,0.3,0.6666666666666666,0.35714285714285715,0.25,,,0.2857142857142857,0.3,0.4,18.2,17.133333333333333,0.16666666666666666,1.0,1.0,0.4166666666666667,0.25,0.6666666666666666,1.0,0.2,1.0,0.2,0.4166666666666667,0.4323791666666667,0.43815,0.40174000000000004,0.4444444444444444,0.5555555555555556,10.7,24.599999999999998,0.5333333333333333,2.0,,,,,,,5.0,,3.0,,,,1.0,4.0,5.0,2.0,2.0,,,2.0,1.0,5.0,6.0,1.0,2.0,,,,,5.0,2.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,0.16666666666666666,,,,,,,,,0.07692307692307693,0.1,,,,,,,2.0,,,,,1.0,,1.0,2.0,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2007,2006-07,False
101117-101137-101189-200781-2733,1610612746,"Yaroslav Korolev, Daniel Ewing, James Singleton, Paul Davis, Shaun Livingston","Korolev, Ewing, Singleton, Davis, Livingston",101117-101137-101189-200781-2733,LAC,413.0,1,,12.0,,24.0,14.0,,,83.68038740920096,17.916666666666668,17.916666666666668,7.0,12.0,10.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,6.0,9.0,1.0,14.0,1.0,1.0,2.0,4.0,7.0,1.0,9.0,4.0,,1.0,,,1.0,5.0,9.0,10.0,0.6666666666666666,1.0,0.5714285714285714,0.6,1.0,0.5,0.5833333333333334,1.0,0.45,0.1,,,,,,16.5,14.916666666666666,0.2,1.0,1.0,0.5,0.1,1.0,1.0,0.125,1.0,0.125,0.3,0.394815,0.3993,0.38360625,0.14285714285714285,0.6428571428571429,12.788888888888888,27.6,0.8333333333333334,2.0,3.0,,,,,,2.0,,1.0,,,1.0,1.0,3.0,4.0,1.0,,1.0,,1.0,1.0,3.0,5.0,3.0,,,,,,12.0,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,0.2,0.6,0.6,,,,,,,0.25,0.2727272727272727,,,4.0,,8.0,1.0,,,,,,1.0,,,,,,,1.0,1.0,8.0,4.0,1.0,3.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2007,2006-07,False
101117-101137-1425-200781-2624,1610612746,"Yaroslav Korolev, Daniel Ewing, Aaron Williams, Paul Davis, Quinton Ross","Korolev, Ewing, Williams, Davis, Ross",101117-101137-1425-200781-2624,LAC,356.0,1,-3.0,13.0,13.0,27.0,13.0,5.0,2.0,109.21348314606742,10.0,9.692307692307692,6.0,14.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,1.0,,4.0,9.0,1.0,10.0,1.0,1.0,2.0,1.0,2.0,,2.0,4.0,,1.0,,1.0,1.0,4.0,2.0,2.0,0.4444444444444444,1.0,0.5,0.4,1.0,0.5,0.45454545454545453,1.0,0.5,0.1,,,0.2,0.16666666666666666,0.2,16.142857142857142,14.857142857142858,0.2,1.0,1.0,0.7,0.1,1.0,1.0,0.5,1.0,,0.3,0.440355,0.5002,0.4392,0.2,0.2,13.722222222222221,25.2,0.14285714285714285,,2.0,,,,,,2.0,,,,,,,,3.0,1.0,1.0,3.0,3.0,3.0,,1.0,2.0,1.0,,1.0,1.0,1.0,,8.0,,,,,1.0,,,,,,,,,,0.2857142857142857,0.2857142857142857,,,,,,,0.09090909090909091,0.1,,,2.0,,4.0,,3.0,,,,,,,,,,,,,,4.0,2.0,,1.0,,,0.5,0.5,,,,0.5,1.0,3.0,1.0,1.0,1.0,0.16666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2007,2006-07,False
101117-101137-1501-1749-2078,1610612746,"Yaroslav Korolev, Daniel Ewing, Tim Thomas, Cuttino Mobley, Jason Hart","Korolev, Ewing, Thomas, Mobley, Hart",101117-101137-1501-1749-2078,LAC,51.0,1,-4.0,2.0,2.0,4.0,4.0,1.0,1.0,112.94117647058823,10.5,10.5,1.0,2.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,15.0,,,,1.0,,,,,,,,0.3355,,,,,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2007,2006-07,False
101117-101137-1882-1894-2549,1610612746,"Yaroslav Korolev, Daniel Ewing, Elton Brand, Corey Maggette, Chris Kaman","Korolev, Ewing, Brand, Maggette, Kaman",101117-101137-1882-1894-2549,LAC,52.0,1,,2.0,2.0,4.0,2.0,,,110.76923076923076,11.5,11.0,1.0,2.0,2.0,,,,,,,,,,,,1.0,,2.0,,,,,1.0,,2.0,,,,1.0,,,,2.0,2.0,,,,,,,0.5,,0.5,,1.0,,,,,14.5,14.5,,,,,,,,,,,,0.3519,,0.3519,,1.0,10.2,,1.0,1.0,,,,,,,2.0,,2.0,,,,,,,,,,,,,1.0,2.0,,1.0,,,,,2.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2007,2006-07,False
101117-101189-101215-200781-2624,1610612746,"Yaroslav Korolev, James Singleton, Will Conroy, Paul Davis, Quinton Ross","Korolev, Singleton, Conroy, Davis, Ross",101117-101189-101215-200781-2624,LAC,362.0,1,-6.0,13.0,13.0,26.0,17.0,7.0,2.0,103.42541436464089,11.923076923076923,11.76923076923077,6.0,13.0,13.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,,,4.0,12.0,1.0,11.0,1.0,1.0,2.0,4.0,12.0,1.0,11.0,2.0,2.0,,,2.0,2.0,4.0,11.0,13.0,0.3333333333333333,1.0,0.3333333333333333,0.4230769230769231,1.0,0.4230769230769231,0.4230769230769231,1.0,0.4230769230769231,0.07692307692307693,,,0.25,0.25,0.16666666666666666,15.923076923076923,14.923076923076923,0.07692307692307693,1.0,1.0,0.5384615384615384,,1.0,1.0,0.07692307692307693,1.0,,0.15384615384615385,0.4148615384615385,0.5877,0.4148615384615385,0.18181818181818182,1.0,12.875,22.0,1.0,4.0,1.0,1.0,1.0,,,1.0,,1.0,,,,,,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,9.0,,1.0,1.0,1.0,0.5,,0.5,,0.5,,,,,0.3076923076923077,0.14285714285714285,0.14285714285714285,0.07692307692307693,,,0.07692307692307693,,,,,3.0,1.0,4.0,,9.0,1.0,3.0,1.0,,,0.5,,,,1.0,,,,1.0,2.0,6.0,3.0,2.0,1.0,,,0.75,1.0,0.5,0.5,1.0,1.0,,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2007,2006-07,False
