EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,LongMidRangeAssists,AssistPoints,FTDefRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefFTReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,DefTwoPtRebounds,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceOffPoss,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,Offensive Fouls Drawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceAtRimFGM,Arc3FGM,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,DefThreePtRebounds,Offensive Fouls,Technical Free Throw Trips,NonShootingPenaltyNonTakeFouls,ShortMidRangePctBlocked,DefThreePtReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimAccuracy,NonHeaveArc3Accuracy,DefLongMidRangeReboundPct,OffLongMidRangeReboundPct,PenaltyArc3FGM,Arc3Assists,ShortMidRangeAssists,LostBallTurnovers,2pt And 1 Free Throw Trips,ShortMidRangePctAssisted,Arc3PctAssisted,PenaltyArc3Accuracy,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceArc3Frequency,Travels,AtRimAssists,AtRimPctAssisted,DefCorner3ReboundPct,SecondChanceFtPoints,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceTurnovers,Loose Ball Fouls Drawn,OffensiveGoaltends,OffCorner3ReboundPct,3SecondViolations,BlockedShortMidRange,LongMidRangePctBlocked,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedLongMidRange,SelfOReb,SelfORebPct,Defensive 3 Seconds Violations,DefensiveGoaltends,Blocked3s,BlockedArc3,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,FTOffRebounds,OffFTReboundPct,LostBallOutOfBoundsTurnovers,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts,Clear Path Fouls,StepOutOfBoundsTurnovers,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,BlockedCorner3,team_id,year,season,team_vs
101204-133-1513-200789-2562,1610612739,"Dwayne Jones, David Wesley, Scot Pollard, Daniel Gibson, Sasha Pavlovic","Jones, Wesley, Pollard, Gibson, Pavlovic",101204-133-1513-200789-2562,CLE,328.0,1,5.0,-3.0,9.0,9.0,9.0,8.0,18.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,1.0,3.0,2.0,11.0,14.0,3.0,4.0,1.0,3.0,2.0,11.0,2.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,2.0,1.0,11.0,11.0,9.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.75,0.75,0.6428571428571429,0.6428571428571429,0.6875,0.6875,0.42857142857142855,1.0,79.02439024390243,12.222222222222221,24.22222222222222,12.222222222222221,19.666666666666668,0.14285714285714285,1.0,1.0,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.5,0.14285714285714285,1.0,1.0,1.0,0.2857142857142857,0.14285714285714285,1.0,0.2857142857142857,0.42857142857142855,0.42000714285714286,0.42000714285714286,0.125,0.2,1.0,16.4,24.03333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2007,2006-07,True
101204-133-1800-200769-923,1610612739,"Dwayne Jones, David Wesley, Damon Jones, Shannon Brown, Donyell Marshall","Jones, Wesley, Jones, Brown, Marshall",101204-133-1800-200769-923,CLE,147.0,1,2.0,-1.0,5.0,6.0,5.0,1.0,11.0,,,1.0,1.0,,,,,,,2.0,3.0,,,2.0,6.0,7.0,2.0,3.0,,,2.0,6.0,,4.0,,,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,,1.0,,1.0,2.0,,6.0,6.0,5.0,,,,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.75,,,107.75510204081633,9.8,16.333333333333332,9.8,16.166666666666668,,,,0.3333333333333333,1.0,1.0,,,,,,,,,,0.6666666666666666,0.6929,0.6929,,,1.0,7.033333333333334,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.6666666666666666,0.5,0.5,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2007,2006-07,True
101204-1716-200789-2544-2760,1610612739,"Dwayne Jones, Larry Hughes, Daniel Gibson, LeBron James, Anderson Varejao","Jones, Hughes, Gibson, James, Varejao",101204-1716-200789-2544-2760,CLE,192.0,1,3.0,,6.0,5.0,,,11.0,,1.0,1.0,2.0,,,,,2.0,,1.0,5.0,,2.0,,2.0,2.0,,,,,,,2.0,,,2.0,1.0,,1.0,,1.0,2.0,,2.0,4.0,,,,,1.0,,,1.0,,1.0,,,,,,1.0,1.0,,,,,0.2,,0.14285714285714285,,0.14285714285714285,,0.2857142857142857,,82.5,19.333333333333332,15.2,15.333333333333334,15.0,0.14285714285714285,,,0.2857142857142857,0.5,0.5,1.0,,,,,0.2857142857142857,,,,0.5714285714285714,0.5246214285714286,,,,,9.2,24.95,,,2.0,,,2.0,,1.0,1.0,,,,,,,1.0,1.0,0.6666666666666666,,,0.2857142857142857,,,,,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,0.5,0.5,0.2,0.5,0.25,0.5,0.3333333333333333,0.5,0.5,1.0,0.5,0.4203,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2007,2006-07,True
101204-1716-2544-727-923,1610612739,"Dwayne Jones, Larry Hughes, LeBron James, Eric Snow, Donyell Marshall","Jones, Hughes, James, Snow, Marshall",101204-1716-2544-727-923,CLE,309.0,1,5.0,-1.0,9.0,8.0,2.0,5.0,17.0,,2.0,2.0,3.0,,,,,2.0,,3.0,7.0,1.0,2.0,1.0,10.0,11.0,1.0,1.0,,,1.0,3.0,,6.0,,2.0,,,,,,,1.0,3.0,5.0,,,,1.0,1.0,,2.0,5.0,1.0,3.0,3.0,,8.0,3.0,2.0,,,,0.5,,0.5,0.42857142857142855,1.0,0.5,1.0,0.5,0.75,0.2222222222222222,0.5,79.22330097087378,19.88888888888889,16.25,17.444444444444443,15.875,0.2222222222222222,,,0.3333333333333333,0.6666666666666666,0.6666666666666666,,,,,,0.2222222222222222,,,,0.4444444444444444,0.4401111111111111,0.3739,,,0.3,10.671428571428573,25.3,0.2222222222222222,1.0,2.0,,,,,,,1.0,,,,,1.0,,,0.6666666666666666,,,0.2222222222222222,0.5,0.5,,,2.0,1.0,1.0,2.0,2.0,1.0,,2.0,2.0,,0.5,0.5,0.5,0.14285714285714285,,0.5,,0.4,1.0,,,0.5,0.5173,0.2,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,0.5,0.6666666666666666,0.5,1.0,0.5,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2007,2006-07,True
101204-1800-200769-727-923,1610612739,"Dwayne Jones, Damon Jones, Shannon Brown, Eric Snow, Donyell Marshall","Jones, Jones, Brown, Snow, Marshall",101204-1800-200769-727-923,CLE,61.0,1,1.0,1.0,4.0,3.0,4.0,,7.0,,1.0,1.0,1.0,,,,,,,1.0,2.0,,,1.0,3.0,2.0,1.0,2.0,,,1.0,3.0,,2.0,,,,,,,,,,2.0,2.0,,,,,,,1.0,1.0,,1.0,2.0,1.0,3.0,3.0,4.0,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,,,165.24590163934428,7.25,10.666666666666666,7.25,10.666666666666666,0.5,,,0.5,1.0,1.0,,,,,,,,,,,0.392,0.392,0.3333333333333333,0.3333333333333333,1.0,12.85,,1.0,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2007,2006-07,True
101204-1800-200789-727-923,1610612739,"Dwayne Jones, Damon Jones, Daniel Gibson, Eric Snow, Donyell Marshall","Jones, Jones, Gibson, Snow, Marshall",101204-1800-200789-727-923,CLE,61.0,1,1.0,2.0,2.0,2.0,2.0,2.0,4.0,,,,1.0,,,,,1.0,1.0,1.0,2.0,,1.0,,2.0,,1.0,2.0,,1.0,,2.0,,2.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,2.0,,,,,,,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,94.42622950819673,15.5,15.0,14.5,15.0,,,,0.3333333333333333,,,,,,,,0.3333333333333333,,,0.3333333333333333,0.6666666666666666,0.51785,0.51785,,,1.0,8.5,25.2,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,,1.0,,1.0,1.0,1.0,,,,1.0,0.5,,1.0,,1.0,,1.0,1.0,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2007,2006-07,True
133-1513-1716-2400-727,1610612739,"David Wesley, Scot Pollard, Larry Hughes, Drew Gooden, Eric Snow","Wesley, Pollard, Hughes, Gooden, Snow",133-1513-1716-2400-727,CLE,105.0,1,2.0,2.0,3.0,3.0,,,6.0,,,1.0,3.0,,,,,,,1.0,3.0,,,,2.0,,,,,,,,2.0,,,,1.0,,1.0,,1.0,2.0,,3.0,4.0,,,,,1.0,,,1.0,1.0,,,,2.0,,,1.0,1.0,,,,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,,82.28571428571429,16.666666666666668,18.333333333333332,13.333333333333334,18.333333333333332,,,,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,0.40963333333333335,,,,,15.433333333333332,,,,,,,3.0,,1.0,1.0,,,,,,,1.0,0.75,0.75,,,,,,,,1.0,,,1.0,,,,1.0,1.0,,,,,,,0.5,,0.5,,,,,0.4038,,,,,,,,,,,,,,,,,,,0.75,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2007,2006-07,True
133-1513-1800-727-923,1610612739,"David Wesley, Scot Pollard, Damon Jones, Eric Snow, Donyell Marshall","Wesley, Pollard, Jones, Snow, Marshall",133-1513-1800-727-923,CLE,357.0,1,6.0,1.0,12.0,13.0,12.0,13.0,25.0,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,2.0,2.0,5.0,17.0,16.0,3.0,6.0,2.0,2.0,5.0,17.0,2.0,4.0,6.0,1.0,1.0,2.0,3.0,1.0,,8.0,,2.0,3.0,1.0,1.0,,,3.0,3.0,2.0,4.0,1.0,3.0,6.0,2.0,15.0,17.0,12.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,0.5,0.5,0.75,0.75,0.8,0.8,0.25,,100.84033613445378,12.75,15.692307692307692,12.583333333333334,15.692307692307692,0.375,0.3333333333333333,0.3333333333333333,0.125,,,,0.125,1.0,1.0,1.0,0.125,0.125,1.0,0.125,0.5,0.53759375,0.53759375,0.2222222222222222,0.2857142857142857,1.0,9.066666666666666,23.85,1.0,2.0,2.0,2.0,2.0,2.0,,3.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,0.25,1.0,1.0,0.25,1.0,1.0,,1.0,1.0,2.0,,,1.0,1.0,,1.0,1.0,1.0,,,0.3333333333333333,,0.3333333333333333,,,,,0.3923,0.11764705882352941,,1.0,,,1.0,,,1.0,2.0,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2007,2006-07,True
133-1513-1956-200789-923,1610612739,"David Wesley, Scot Pollard, Ira Newble, Daniel Gibson, Donyell Marshall","Wesley, Pollard, Newble, Gibson, Marshall",133-1513-1956-200789-923,CLE,230.0,1,4.0,,5.0,6.0,5.0,4.0,11.0,,,1.0,3.0,,,,,1.0,1.0,1.0,3.0,,1.0,,2.0,2.0,1.0,3.0,,1.0,,2.0,,2.0,,1.0,,,,,,,1.0,3.0,4.0,1.0,,,1.0,2.0,2.0,1.0,2.0,,1.0,,,2.0,2.0,5.0,,,,,,,0.3333333333333333,0.3333333333333333,0.25,0.25,0.25,0.25,0.25,1.0,68.8695652173913,22.8,19.333333333333332,16.8,16.5,,,,0.75,0.3333333333333333,0.3333333333333333,,,,,,0.25,,,0.25,0.25,0.3453375,0.3453375,,,1.0,17.566666666666666,23.9,1.0,,,,,2.0,1.0,1.0,,,,,,,,0.5,1.0,0.6666666666666666,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,0.5,,0.3333333333333333,,,,,0.38055,,,,,,,,,,,,,,,,,,,1.0,0.5,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2007,2006-07,True
133-1513-200789-2400-2562,1610612739,"David Wesley, Scot Pollard, Daniel Gibson, Drew Gooden, Sasha Pavlovic","Wesley, Pollard, Gibson, Gooden, Pavlovic",133-1513-200789-2400-2562,CLE,262.0,2,4.0,-7.0,9.0,9.0,3.0,9.0,18.0,1.0,3.0,,3.0,,,,,1.0,,1.0,7.0,,1.0,,2.0,9.0,1.0,5.0,,,,2.0,,2.0,,1.0,,,,,,,1.0,3.0,5.0,,,,1.0,2.0,,2.0,3.0,1.0,,,,,2.0,3.0,,,,,,,0.14285714285714285,0.2,0.125,0.2,0.125,0.2,0.125,1.0,98.93129770992367,18.88888888888889,10.222222222222221,18.444444444444443,10.222222222222221,0.375,0.3333333333333333,0.3333333333333333,0.375,,,,,,,,0.125,,,,0.25,0.408075,0.40724,,,1.0,11.642857142857142,25.9,0.3333333333333333,,1.0,,1.0,2.0,,1.0,,,,,,,,0.5,1.0,1.0,,,0.125,,,0.2,,1.0,1.0,1.0,2.0,2.0,1.0,,2.0,2.0,,0.5,0.5,0.5,0.14285714285714285,1.0,0.3333333333333333,,0.2857142857142857,1.0,,,0.5,0.5362,1.0,,,,2.0,,,,,1.0,,,,,,,,,1.0,0.3333333333333333,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2007,2006-07,True
