EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,Fouls,FoulsDrawn,Blocked2s,BlockedAtRim,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FtPoints,AtRimAssists,FTDefRebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedShortMidRange,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,LiveBallTurnoverPct,DefFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,AtRimPctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG3A,LongMidRangeAssists,DeadBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,Offensive Fouls Drawn,OffArc3ReboundPct,DefLongMidRangeReboundPct,LongMidRangePctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyFtPoints,LostBallSteals,LostBallTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,NonShootingPenaltyNonTakeFouls,SecondChanceAtRimPctAssisted,SelfOReb,Travels,SelfORebPct,Corner3FGM,PenaltyCorner3FGM,FG3M,SecondChanceFtPoints,PenaltyFG3M,PtsAssisted3s,ThreePtAssists,Corner3Assists,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,ShortMidRangePctBlocked,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,HeaveAttempts,NonHeaveArc3FGM,Arc3Assists,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,DefensiveGoaltends,SecondChanceFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PtsUnassisted3s,BlockedLongMidRange,3SecondViolations,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,FTOffRebounds,OffFTReboundPct,LostBallOutOfBoundsTurnovers,Clear Path Fouls,SecondChanceCorner3FGM,Fg3aBlocked,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedCorner3,BlockedArc3,OffensiveGoaltends,3pt And 1 Free Throw Trips,Corner3PctBlocked,team_id,year,season,team_vs
101177-109-1477-1521-1938,1610612759,"Fabricio Oberto, Robert Horry, Bruce Bowen, Jacque Vaughn, Manu Ginobili","Oberto, Horry, Bowen, Vaughn, Ginobili",101177-109-1477-1521-1938,SAS,237.0,3,4.0,6.0,7.0,6.0,1.0,1.0,2.0,13.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,7.0,2.0,8.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,4.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,4.0,2.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,0.5,0.6666666666666666,0.5714285714285714,1.0,1.0,0.4444444444444444,1.0,0.5,0.4444444444444444,1.0,0.5,0.2222222222222222,0.14285714285714285,0.3333333333333333,0.5,0.3333333333333333,1.0,0.5,0.6666666666666666,0.4,0.5,1.0,1.0,1.0,78.9873417721519,16.428571428571427,20.333333333333332,15.428571428571429,18.0,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.1111111111111111,1.0,1.0,0.1111111111111111,0.1111111111111111,0.5,1.0,0.5,1.0,0.5,0.5555555555555556,0.5348666666666666,0.3438,0.629,0.5,0.25,6.628571428571428,23.5,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2007,2006-07,True
101177-109-1477-1521-699,1610612759,"Fabricio Oberto, Robert Horry, Bruce Bowen, Jacque Vaughn, Brent Barry","Oberto, Horry, Bowen, Vaughn, Barry",101177-109-1477-1521-699,SAS,441.0,3,7.0,3.0,13.0,12.0,2.0,3.0,2.0,25.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,5.0,1.0,,1.0,7.0,12.0,2.0,15.0,12.0,1.0,2.0,2.0,1.0,4.0,,2.0,4.0,10.0,2.0,1.0,,2.0,2.0,1.0,4.0,,2.0,2.0,2.0,5.0,2.0,7.0,,,5.0,4.0,2.0,1.0,2.0,13.0,2.0,2.0,0.2857142857142857,0.3333333333333333,0.5833333333333334,0.5,0.25,0.5,0.5,0.25,0.4666666666666667,0.5,0.2,0.14285714285714285,,,0.6666666666666666,0.5,1.0,,0.8,0.3333333333333333,,,,1.0,81.63265306122449,16.076923076923077,19.333333333333332,16.0,19.25,0.21428571428571427,1.0,1.0,0.2857142857142857,0.5,0.5,0.5,0.35714285714285715,0.4,0.4,0.07142857142857142,0.07142857142857142,0.5,1.0,0.25,1.0,,0.35714285714285715,0.45560357142857144,0.44465,0.39685,0.13333333333333333,0.13333333333333333,10.416666666666666,23.95,0.15384615384615385,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.3333333333333333,0.07142857142857142,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2007,2006-07,True
101177-109-1477-1521-714,1610612759,"Fabricio Oberto, Robert Horry, Bruce Bowen, Jacque Vaughn, Michael Finley","Oberto, Horry, Bowen, Vaughn, Finley",101177-109-1477-1521-714,SAS,657.0,6,11.0,-2.0,19.0,23.0,7.0,8.0,3.0,42.0,1.0,2.0,1.0,1.0,,,,3.0,3.0,6.0,,,6.0,4.0,11.0,6.0,12.0,14.0,1.0,2.0,2.0,1.0,3.0,4.0,2.0,2.0,6.0,,6.0,,1.0,1.0,,2.0,2.0,2.0,2.0,9.0,12.0,4.0,16.0,2.0,2.0,2.0,5.0,,,,10.0,2.0,7.0,0.25,0.25,0.36363636363636365,0.5,0.3333333333333333,0.23529411764705882,0.3333333333333333,0.14285714285714285,0.3157894736842105,0.3333333333333333,0.14285714285714285,0.35294117647058826,,,0.9,0.2857142857142857,1.0,0.4,0.9166666666666666,0.3333333333333333,,,,1.0,92.05479452054796,15.578947368421053,15.695652173913043,12.842105263157896,15.521739130434783,0.11764705882352941,0.5,0.5,0.17647058823529413,,,,0.35294117647058826,0.5,0.5,,0.35294117647058826,0.3333333333333333,1.0,,,,0.47058823529411764,0.4289882352941176,0.4277,0.43005,0.16666666666666666,0.16666666666666666,11.154545454545454,26.25,0.3684210526315789,4.0,,1.0,2.0,2.0,4.0,1.0,4.0,,,2.0,,,,,0.5,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,,,0.10526315789473684,0.15384615384615385,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.4,1.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2007,2006-07,True
101177-109-1477-1938-2225,1610612759,"Fabricio Oberto, Robert Horry, Bruce Bowen, Manu Ginobili, Tony Parker","Oberto, Horry, Bowen, Ginobili, Parker",101177-109-1477-1938-2225,SAS,518.0,8,9.0,-13.0,18.0,20.0,9.0,9.0,2.0,38.0,4.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,7.0,5.0,18.0,31.0,1.0,1.0,2.0,3.0,3.0,2.0,9.0,4.0,8.0,,4.0,,2.0,2.0,,4.0,1.0,1.0,,5.0,5.0,2.0,7.0,1.0,,6.0,9.0,,,,16.0,9.0,9.0,0.3333333333333333,0.3333333333333333,0.8571428571428571,1.0,1.0,0.5,0.5,0.6,0.6,0.5,0.75,0.4166666666666667,,,0.7142857142857143,1.0,,0.2,0.7142857142857143,0.3333333333333333,1.0,,1.0,,105.63706563706565,12.61111111111111,14.55,11.777777777777779,13.95,0.4166666666666667,0.8,0.8,0.08333333333333333,1.0,1.0,,0.08333333333333333,1.0,1.0,0.08333333333333333,0.3333333333333333,0.5,1.0,0.4,1.0,0.2,0.8333333333333334,0.5946208333333333,0.5341,0.63483,0.1111111111111111,0.5,4.5285714285714285,24.64,0.5,6.0,2.0,,4.0,1.0,4.0,3.0,9.0,3.0,,6.0,,,,,1.0,,,,0.5,,0.5,0.4,0.6,1.0,1.0,1.0,,,,2.0,,1.0,0.25,1.0,,0.5,0.2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2007,2006-07,True
101177-109-1477-1938-714,1610612759,"Fabricio Oberto, Robert Horry, Bruce Bowen, Manu Ginobili, Michael Finley","Oberto, Horry, Bowen, Ginobili, Finley",101177-109-1477-1938-714,SAS,68.0,1,1.0,,2.0,2.0,,2.0,,4.0,,,,,,,,,,1.0,,,,,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,1.0,,,,2.0,,,,,,,,,,,0.5,,,,,,,,1.0,,1.0,,,,,1.0,84.70588235294117,13.0,21.0,13.0,21.0,,,,,,,,1.0,,,,,,,,,,,0.432,,,,,23.0,,,2.0,,,,,,,2.0,,,1.0,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2007,2006-07,True
101177-109-1477-2225-677,1610612759,"Fabricio Oberto, Robert Horry, Bruce Bowen, Tony Parker, Eric Williams","Oberto, Horry, Bowen, Parker, Williams",101177-109-1477-2225-677,SAS,293.0,2,5.0,4.0,8.0,9.0,,5.0,1.0,17.0,4.0,5.0,1.0,1.0,,,1.0,1.0,1.0,2.0,,,,6.0,8.0,,13.0,9.0,1.0,1.0,2.0,,,,,6.0,6.0,2.0,,,3.0,3.0,1.0,6.0,,1.0,,1.0,2.0,1.0,3.0,,,1.0,3.0,,,,11.0,,,0.5,0.6,0.75,1.0,,0.75,1.0,,0.8125,1.0,,,,,0.3333333333333333,0.5,,,0.3333333333333333,0.5,1.0,,1.0,,83.54948805460751,13.25,20.77777777777778,13.25,19.77777777777778,0.625,0.8,0.8,0.125,1.0,1.0,1.0,0.25,0.5,0.5,,,1.0,1.0,,,,0.625,0.5314625,0.675,,0.15384615384615385,,5.1375,,,1.0,2.0,1.0,,,1.0,,1.0,1.0,,1.0,,,,,,1.0,,,,,0.5,0.125,0.125,,,,,1.0,,,,2.0,,,,,,,,,,,,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2007,2006-07,True
101177-109-1477-2225-699,1610612759,"Fabricio Oberto, Robert Horry, Bruce Bowen, Tony Parker, Brent Barry","Oberto, Horry, Bowen, Parker, Barry",101177-109-1477-2225-699,SAS,1126.0,11,19.0,4.0,35.0,35.0,12.0,3.0,7.0,70.0,3.0,11.0,,2.0,,4.0,2.0,6.0,3.0,8.0,3.0,2.0,1.0,8.0,25.0,4.0,39.0,35.0,2.0,5.0,6.0,2.0,9.0,2.0,13.0,6.0,10.0,,1.0,4.0,3.0,6.0,,15.0,1.0,4.0,5.0,6.0,11.0,5.0,16.0,3.0,1.0,6.0,9.0,1.0,1.0,1.0,33.0,13.0,12.0,0.375,0.375,0.32,0.4,0.2222222222222222,0.43103448275862066,0.3333333333333333,0.45454545454545453,0.527027027027027,0.42857142857142855,0.5,0.13793103448275862,0.16,0.2727272727272727,0.6666666666666666,0.23529411764705882,1.0,1.0,0.7857142857142857,0.2777777777777778,0.25,,,1.0,89.52042628774423,16.714285714285715,15.457142857142857,15.342857142857143,15.0,0.3793103448275862,0.2727272727272727,0.375,0.20689655172413793,0.3333333333333333,0.4,,0.27586206896551724,0.375,0.375,0.10344827586206896,0.034482758620689655,0.3333333333333333,,0.36363636363636365,,0.18181818181818182,0.5172413793103449,0.48028793103448275,0.46917,0.4736636363636364,0.15384615384615385,0.3333333333333333,8.18,24.25,0.34285714285714286,14.0,2.0,,4.0,4.0,4.0,2.0,16.0,,,6.0,2.0,,1.0,1.0,1.0,,0.25,0.2,0.75,1.0,0.6666666666666666,0.17142857142857143,0.1935483870967742,1.0,,1.0,1.0,,,1.0,,,1.0,0.75,0.3333333333333333,0.16666666666666666,,3.0,2.0,,1.0,1.0,,,1.0,,0.07142857142857142,3.0,2.0,3.0,2.0,2.0,9.0,3.0,3.0,1.0,0.75,1.0,0.75,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2007,2006-07,True
101177-109-1477-2225-714,1610612759,"Fabricio Oberto, Robert Horry, Bruce Bowen, Tony Parker, Michael Finley","Oberto, Horry, Bowen, Parker, Finley",101177-109-1477-2225-714,SAS,475.0,6,8.0,16.0,15.0,11.0,1.0,5.0,2.0,26.0,4.0,5.0,2.0,2.0,1.0,1.0,2.0,5.0,4.0,5.0,1.0,,,10.0,15.0,1.0,25.0,9.0,2.0,2.0,4.0,1.0,2.0,,2.0,8.0,12.0,4.0,,1.0,4.0,5.0,1.0,11.0,,3.0,2.0,5.0,7.0,3.0,10.0,,,4.0,1.0,,,,21.0,2.0,1.0,0.4,0.5,0.6666666666666666,1.0,0.5,0.71875,1.0,0.5,0.7352941176470589,1.0,0.5,0.0625,0.06666666666666667,,1.0,0.6,1.0,,1.0,0.6,1.0,,,1.0,78.82105263157895,15.8,21.636363636363637,15.8,21.636363636363637,0.3125,0.8,0.8,0.3125,0.4,0.5,0.5,0.3125,0.8,0.8,0.0625,,1.0,1.0,0.5,1.0,,0.375,0.453715625,0.6468,0.56705,0.16,0.08,8.786666666666667,23.2,0.06666666666666667,2.0,1.0,,,,1.0,1.0,2.0,,,1.0,,,,,,,0.6666666666666666,,1.0,,0.25,0.058823529411764705,0.0625,,,,2.0,1.0,,,1.0,,,1.0,0.5,,,,,,,,,,,,,1.0,,1.0,,,3.0,1.0,1.0,1.0,1.0,,1.0,0.2,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2007,2006-07,True
101177-109-1477-2757-677,1610612759,"Fabricio Oberto, Robert Horry, Bruce Bowen, Beno Udrih, Eric Williams","Oberto, Horry, Bowen, Udrih, Williams",101177-109-1477-2757-677,SAS,43.0,1,1.0,-2.0,1.0,1.0,,1.0,,2.0,,,,,,,,,,,,,1.0,,,1.0,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,66.97674418604652,21.0,22.0,21.0,22.0,,,,,,,,,,,,1.0,,,,,,1.0,0.4296,,,,,,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2007,2006-07,True
101177-109-1477-2757-699,1610612759,"Fabricio Oberto, Robert Horry, Bruce Bowen, Beno Udrih, Brent Barry","Oberto, Horry, Bowen, Udrih, Barry",101177-109-1477-2757-699,SAS,101.0,2,2.0,2.0,3.0,3.0,1.0,,3.0,6.0,,2.0,,2.0,,,1.0,2.0,,2.0,,,1.0,1.0,6.0,1.0,4.0,2.0,1.0,4.0,4.0,,,1.0,,,2.0,,1.0,,,,,,1.0,5.0,,,1.0,6.0,7.0,,,,3.0,,,,,,1.0,,,0.16666666666666666,0.25,,0.14285714285714285,0.25,,0.25,0.4,,0.14285714285714285,,,,1.0,,1.0,,1.0,1.0,,,,85.54455445544555,22.333333333333332,11.333333333333334,15.333333333333334,11.333333333333334,0.2857142857142857,,,0.2857142857142857,0.5,0.5,,0.2857142857142857,,,,0.14285714285714285,0.5,,,,,0.42857142857142855,0.4045357142857143,0.483425,0.13965,1.0,,8.833333333333334,34.8,0.3333333333333333,2.0,,1.0,,,,,3.0,1.0,,2.0,,,,,,1.0,1.0,1.0,,,,0.25,0.2857142857142857,,1.0,,,,,,,1.0,1.0,,,,1.0,,,,,,,,1.0,,0.16666666666666666,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2007,2006-07,True
