EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,FTOffRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,DefensiveGoaltends,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGA,SecondChanceAtRimFGA,OffTwoPtRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,AtRimPctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,AtRimFrequency,SecondChanceAtRimFrequency,AtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,AtRimAssists,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShortMidRangeFGM,Arc3FGM,PtsUnassisted2s,NonHeaveArc3FGM,Arc3Assists,DefThreePtRebounds,LostBallSteals,DefThreePtReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceAtRimFGM,SecondChanceArc3FGA,SecondChanceFtPoints,PtsPutbacks,Fg3aBlocked,Offensive Fouls,Loose Ball Fouls Drawn,FG3APctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,DefCorner3ReboundPct,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,LongMidRangePctBlocked,PenaltyArc3FGM,SelfOReb,Loose Ball Fouls,SelfORebPct,PenaltyArc3Accuracy,PtsUnassisted3s,BlockedShortMidRange,ShortMidRangeAssists,Technical Free Throw Trips,3SecondViolations,Corner3PctBlocked,ShortMidRangePctAssisted,HeaveAttempts,StepOutOfBoundsTurnovers,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,BlockedLongMidRange,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,OffensiveGoaltends,Clear Path Fouls,team_id,year,season,team_vs
101131-101161-1737-2436-2568,1610612765,"Jason Maxiell, Amir Johnson, Nazr Mohammed, Flip Murray, Carlos Delfino","Maxiell, Johnson, Mohammed, Murray, Delfino",101131-101161-1737-2436-2568,DET,436.0,1,7.0,1.0,14.0,15.0,9.0,15.0,3.0,29.0,2.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,8.0,1.0,3.0,7.0,16.0,15.0,1.0,2.0,1.0,1.0,5.0,1.0,4.0,1.0,2.0,5.0,10.0,6.0,3.0,2.0,1.0,3.0,1.0,4.0,1.0,3.0,9.0,1.0,2.0,4.0,1.0,5.0,3.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,7.0,11.0,1.0,5.0,1.0,1.0,11.0,10.0,9.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.375,0.5,0.25,0.4090909090909091,0.8333333333333334,0.4166666666666667,0.5,0.8333333333333334,0.5555555555555556,0.2727272727272727,0.125,0.5,1.0,1.0,0.6666666666666666,1.0,0.5,1.0,0.14285714285714285,0.5,1.0,1.0,1.0,95.77981651376147,16.642857142857142,13.533333333333333,14.714285714285714,13.533333333333333,0.18181818181818182,0.5454545454545454,0.5,0.5,1.0,0.09090909090909091,1.0,1.0,1.0,0.18181818181818182,0.3333333333333333,1.0,1.0,0.16666666666666666,1.0,0.16666666666666666,0.2727272727272727,0.3932,0.425325,0.390025,0.3333333333333333,0.4166666666666667,0.3125,0.625,16.95,25.433333333333334,0.6428571428571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2007,2006-07,True
101131-101161-185-2436-2568,1610612765,"Jason Maxiell, Amir Johnson, Chris Webber, Flip Murray, Carlos Delfino","Maxiell, Johnson, Webber, Murray, Delfino",101131-101161-185-2436-2568,DET,175.0,1,3.0,-2.0,6.0,6.0,,,2.0,12.0,,,2.0,,,,,,,,,,5.0,,,2.0,2.0,4.0,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,4.0,,4.0,2.0,6.0,,,1.0,,2.0,,,1.0,1.0,2.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,0.16666666666666666,,,,0.4,,0.5,,,0.6666666666666666,,0.6666666666666666,0.4,,0.5,1.0,0.6666666666666666,98.74285714285715,14.166666666666666,15.0,13.166666666666666,14.333333333333334,,0.4,,,,,,,,,,,,,,,0.6,0.52486,0.6082,,0.16666666666666666,0.16666666666666666,,,6.94,,,3.0,2.0,2.0,1.0,1.0,1.0,0.6666666666666666,0.4,0.3333333333333333,0.5,0.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2007,2006-07,True
101131-101161-1888-283-686,1610612765,"Jason Maxiell, Amir Johnson, Richard Hamilton, Lindsey Hunter, Antonio McDyess","Maxiell, Johnson, Hamilton, Hunter, McDyess",101131-101161-1888-283-686,DET,8.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2007,2006-07,True
101131-101161-200807-2568-2648,1610612765,"Jason Maxiell, Amir Johnson, Will Blalock, Carlos Delfino, Ronald Dupree","Maxiell, Johnson, Blalock, Delfino, Dupree",101131-101161-200807-2568-2648,DET,511.0,2,9.0,-3.0,17.0,19.0,4.0,19.0,2.0,36.0,,2.0,6.0,1.0,1.0,,,,,1.0,,3.0,10.0,1.0,2.0,3.0,12.0,15.0,,1.0,,,,2.0,2.0,,,2.0,6.0,6.0,3.0,1.0,1.0,3.0,1.0,4.0,1.0,2.0,9.0,1.0,,4.0,1.0,5.0,2.0,7.0,2.0,2.0,2.0,2.0,6.0,1.0,3.0,3.0,4.0,4.0,,1.0,1.0,,12.0,6.0,4.0,,1.0,1.0,1.0,1.0,0.5,,,0.5,0.3,,1.0,0.375,,1.0,0.42857142857142855,,1.0,0.16666666666666666,0.1,,0.3333333333333333,1.0,,0.5,1.0,0.5,0.2857142857142857,1.0,0.3333333333333333,,1.0,101.44814090019568,16.235294117647058,12.368421052631579,15.411764705882353,11.736842105263158,,0.5,0.3333333333333333,0.3333333333333333,1.0,0.08333333333333333,1.0,1.0,1.0,0.08333333333333333,,,,,,,0.5,0.4850625,0.5678,0.40905,0.07692307692307693,0.09090909090909091,,0.5,11.76,23.45,0.23529411764705882,4.0,1.0,1.0,,4.0,,0.25,0.16666666666666666,,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,0.3333333333333333,0.25,0.3333333333333333,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2007,2006-07,True
101131-101161-2436-2568-2648,1610612765,"Jason Maxiell, Amir Johnson, Flip Murray, Carlos Delfino, Ronald Dupree","Maxiell, Johnson, Murray, Delfino, Dupree",101131-101161-2436-2568-2648,DET,544.0,3,9.0,-1.0,20.0,18.0,4.0,4.0,2.0,38.0,3.0,2.0,4.0,,,,,,,4.0,1.0,5.0,12.0,2.0,4.0,,16.0,17.0,,2.0,,,,1.0,1.0,,1.0,,2.0,,6.0,4.0,2.0,,2.0,2.0,,,6.0,1.0,,1.0,,3.0,2.0,5.0,3.0,1.0,3.0,3.0,5.0,1.0,1.0,1.0,,,,,,,16.0,2.0,4.0,,,,,1.0,0.5,,,0.5,0.4166666666666667,,1.0,0.5,,0.5,0.5,,0.5,0.25,0.16666666666666666,0.3333333333333333,0.6,,,1.0,0.5,1.0,0.2222222222222222,0.5,,1.0,,100.58823529411765,16.8,11.555555555555555,16.55,11.555555555555555,0.1875,0.25,0.5,0.5,,,,,,0.25,,,,,,0.5,0.5625,0.462671875,0.442,0.35625,,,,0.125,9.133333333333333,24.625,0.2,5.0,1.0,1.0,,2.0,,0.2,0.14285714285714285,,,0.3125,0.5,2.0,,,,1.0,1.0,,,,,,,,0.4,0.5,,,,1.0,2.0,10.0,2.0,2.0,2.0,2.0,1.0,0.5,1.0,0.3333333333333333,0.5,0.5,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2007,2006-07,True
101131-101161-2436-2568-283,1610612765,"Jason Maxiell, Amir Johnson, Flip Murray, Carlos Delfino, Lindsey Hunter","Maxiell, Johnson, Murray, Delfino, Hunter",101131-101161-2436-2568-283,DET,1129.0,2,19.0,-4.0,38.0,36.0,8.0,7.0,10.0,74.0,5.0,7.0,16.0,1.0,3.0,,,,1.0,4.0,2.0,13.0,33.0,1.0,7.0,7.0,36.0,40.0,3.0,7.0,,2.0,7.0,1.0,4.0,,3.0,3.0,5.0,14.0,3.0,4.0,4.0,7.0,1.0,8.0,1.0,5.0,17.0,3.0,,5.0,1.0,11.0,12.0,23.0,5.0,4.0,1.0,1.0,5.0,1.0,5.0,8.0,8.0,9.0,1.0,5.0,,,29.0,5.0,8.0,,,0.5384615384615384,0.5833333333333334,1.0,0.14285714285714285,,,0.14285714285714285,0.3939393939393939,0.42857142857142855,0.25,0.3625,0.3333333333333333,0.14285714285714285,0.4090909090909091,0.3888888888888889,0.2777777777777778,0.175,0.12121212121212122,0.2,0.2,1.0,,0.625,0.5,0.7692307692307693,0.46153846153846156,0.5,0.6666666666666666,,0.75,94.38441098317095,17.105263157894736,13.305555555555555,14.394736842105264,13.194444444444445,0.125,0.4,0.4375,0.4375,0.7142857142857143,0.075,0.3333333333333333,0.3333333333333333,1.0,0.1,,,,0.14285714285714285,,0.2857142857142857,0.475,0.48241625,0.4830642857142857,0.4745,0.11363636363636363,0.13513513513513514,0.19444444444444445,0.1388888888888889,10.090909090909092,24.957142857142856,0.21052631578947367,12.0,4.0,9.0,1.0,4.0,,0.25,0.45,0.5,0.3333333333333333,0.3,0.4444444444444444,6.0,,1.0,2.0,,1.0,3.0,,3.0,3.0,3.0,2.0,0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.14285714285714285,,,,12.0,,,5.0,1.0,1.0,0.6,1.0,,,,,,,3.0,2.0,1.0,2.0,1.0,2.0,3.0,0.14285714285714285,0.25,0.5,1.0,0.75,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2007,2006-07,True
101131-101161-2436-2568-686,1610612765,"Jason Maxiell, Amir Johnson, Flip Murray, Carlos Delfino, Antonio McDyess","Maxiell, Johnson, Murray, Delfino, McDyess",101131-101161-2436-2568-686,DET,529.0,1,9.0,3.0,17.0,16.0,3.0,1.0,3.0,33.0,1.0,3.0,8.0,,1.0,,,,,1.0,1.0,9.0,17.0,,2.0,3.0,21.0,18.0,2.0,5.0,,,4.0,1.0,1.0,,1.0,,2.0,12.0,,1.0,3.0,6.0,,6.0,,2.0,12.0,,,4.0,1.0,6.0,5.0,11.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,,,17.0,2.0,3.0,,,0.6666666666666666,0.6666666666666666,,,,,,0.5294117647058824,0.4,1.0,0.47368421052631576,0.4,0.5,0.525,0.4,0.5,0.10526315789473684,0.17647058823529413,,0.6666666666666666,1.0,,0.5714285714285714,,0.625,0.625,,0.6666666666666666,,0.6666666666666666,89.82986767485822,16.176470588235293,15.875,13.588235294117647,15.3125,0.05263157894736842,0.42105263157894735,0.375,0.42857142857142855,0.6666666666666666,0.05263157894736842,,,,0.05263157894736842,,,,,,0.5,0.5263157894736842,0.4777605263157895,0.45424,0.31555,0.1,0.1111111111111111,0.19047619047619047,0.09523809523809523,9.299999999999999,24.7,0.17647058823529413,8.0,2.0,5.0,,1.0,1.0,0.25,0.7142857142857143,0.6666666666666666,0.75,0.42105263157894735,0.4,5.0,,,4.0,,,1.0,,2.0,2.0,2.0,1.0,0.5,0.625,0.8333333333333334,0.8,,,1.0,,6.0,,,1.0,,1.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,1.0,0.5,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2007,2006-07,True
101131-101161-2436-2648-283,1610612765,"Jason Maxiell, Amir Johnson, Flip Murray, Ronald Dupree, Lindsey Hunter","Maxiell, Johnson, Murray, Dupree, Hunter",101131-101161-2436-2648-283,DET,824.0,1,14.0,3.0,24.0,24.0,6.0,2.0,5.0,48.0,1.0,1.0,6.0,,2.0,,,,,1.0,1.0,9.0,21.0,1.0,3.0,7.0,28.0,25.0,3.0,5.0,,,8.0,2.0,5.0,1.0,1.0,4.0,11.0,10.0,3.0,1.0,4.0,5.0,1.0,6.0,,1.0,13.0,1.0,,7.0,1.0,10.0,6.0,16.0,1.0,1.0,3.0,2.0,3.0,,3.0,7.0,8.0,9.0,3.0,5.0,1.0,,20.0,11.0,6.0,1.0,1.0,0.5555555555555556,0.8333333333333334,1.0,0.3333333333333333,,1.0,0.3333333333333333,0.42857142857142855,0.6,0.4,0.4375,0.6,0.5833333333333334,0.5185185185185185,0.6666666666666666,0.6875,0.125,0.19047619047619047,,1.0,1.0,,0.7,0.5,0.5625,0.42857142857142855,,,1.0,0.75,83.88349514563107,16.583333333333332,17.75,15.833333333333334,15.416666666666666,0.041666666666666664,0.25,0.16666666666666666,0.2,1.0,0.08333333333333333,,,,0.041666666666666664,,,,,,0.16666666666666666,0.7083333333333334,0.4966458333333333,0.46176000000000006,0.40277500000000005,0.19230769230769232,0.21739130434782608,0.2857142857142857,0.39285714285714285,6.961904761904761,23.633333333333336,0.25,14.0,5.0,5.0,,,1.0,0.21428571428571427,0.4166666666666667,0.5,0.2,0.5833333333333334,1.0,8.0,1.0,3.0,4.0,,,,1.0,1.0,1.0,1.0,,,0.5714285714285714,0.7272727272727273,0.5,0.5,0.3333333333333333,,1.0,8.0,1.0,1.0,2.0,,0.3333333333333333,1.0,0.4,,,1.0,1.0,1.0,1.0,3.0,,2.0,6.0,,,1.0,,,0.5,,0.6,,0.16666666666666666,1.0,1.0,1.0,0.1,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612765,2007,2006-07,True
101131-101161-2568-2648-283,1610612765,"Jason Maxiell, Amir Johnson, Carlos Delfino, Ronald Dupree, Lindsey Hunter","Maxiell, Johnson, Delfino, Dupree, Hunter",101131-101161-2568-2648-283,DET,1114.0,3,19.0,11.0,37.0,35.0,11.0,21.0,2.0,72.0,6.0,2.0,5.0,4.0,5.0,,,,,1.0,1.0,11.0,19.0,5.0,6.0,8.0,45.0,34.0,,3.0,,,1.0,5.0,6.0,1.0,1.0,4.0,17.0,14.0,9.0,1.0,2.0,7.0,3.0,10.0,3.0,2.0,23.0,1.0,,7.0,3.0,12.0,4.0,16.0,4.0,2.0,2.0,1.0,9.0,1.0,5.0,7.0,7.0,12.0,,4.0,2.0,,44.0,17.0,11.0,,2.0,0.6363636363636364,0.6363636363636364,0.6,0.8333333333333334,,1.0,0.8333333333333334,0.5789473684210527,,0.8333333333333334,0.74,,0.9285714285714286,0.7258064516129032,0.125,0.9444444444444444,0.24,0.10526315789473684,0.16666666666666666,0.2222222222222222,1.0,,0.5,1.0,0.5625,0.4444444444444444,,0.25,0.5,0.75,93.07001795332137,13.81081081081081,17.228571428571428,12.72972972972973,16.228571428571428,0.24,0.2,0.4,0.4,1.0,0.2,0.8,0.8,0.75,0.04,,,,,,0.14285714285714285,0.56,0.496892,0.4003,0.4644642857142857,0.13793103448275862,0.17391304347826086,0.022222222222222223,0.37777777777777777,7.505263157894737,24.0,0.2972972972972973,8.0,1.0,3.0,,7.0,1.0,0.125,0.375,0.5,0.6666666666666666,0.32,0.3333333333333333,6.0,2.0,3.0,5.0,2.0,1.0,,,2.0,1.0,2.0,1.0,0.5,0.75,0.8571428571428571,0.8333333333333334,0.42857142857142855,0.6666666666666666,3.0,1.0,8.0,1.0,,2.0,2.0,1.0,,1.0,0.5,0.6,1.0,1.0,,1.0,,,1.0,,,2.0,1.0,,,1.0,1.0,,,,1.0,,,,1.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,1610612765,2007,2006-07,True
101131-101161-2568-283-686,1610612765,"Jason Maxiell, Amir Johnson, Carlos Delfino, Lindsey Hunter, Antonio McDyess","Maxiell, Johnson, Delfino, Hunter, McDyess",101131-101161-2568-283-686,DET,910.0,2,15.0,2.0,30.0,30.0,4.0,6.0,7.0,60.0,3.0,2.0,9.0,3.0,7.0,,1.0,,,4.0,,6.0,19.0,3.0,11.0,12.0,33.0,31.0,1.0,5.0,,2.0,6.0,,3.0,,,4.0,4.0,4.0,9.0,4.0,1.0,2.0,3.0,5.0,3.0,1.0,13.0,3.0,,6.0,1.0,10.0,9.0,19.0,4.0,1.0,3.0,3.0,3.0,,5.0,7.0,11.0,14.0,,5.0,2.0,,27.0,4.0,4.0,1.0,2.0,0.3333333333333333,0.4,1.0,0.2727272727272727,,,0.2727272727272727,0.3157894736842105,0.2,,0.35,0.14285714285714285,,0.44594594594594594,0.3333333333333333,0.3333333333333333,0.36666666666666664,0.05263157894736842,,1.0,0.5,,0.6666666666666666,0.375,0.75,0.42857142857142855,0.5,,1.0,0.8,94.94505494505495,14.933333333333334,15.4,12.333333333333334,14.733333333333333,0.1,0.3,0.2222222222222222,0.2222222222222222,0.5,0.23333333333333334,0.42857142857142855,0.42857142857142855,1.0,0.13333333333333333,0.14285714285714285,,,,,,0.6,0.5148,0.6012299999999999,0.5087,0.14285714285714285,0.20833333333333334,0.18181818181818182,0.12121212121212122,10.84736842105263,23.627272727272725,0.13333333333333333,7.0,3.0,6.0,,,,0.14285714285714285,0.46153846153846156,0.25,0.42857142857142855,0.23333333333333334,0.42857142857142855,3.0,,2.0,1.0,,,,1.0,1.0,,1.0,1.0,1.0,0.42857142857142855,0.5,0.3333333333333333,0.6666666666666666,,1.0,,8.0,,,3.0,3.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,,,,,1.0,1.0,4.0,2.0,,,1.0,,,0.25,1.0,0.3333333333333333,0.14285714285714285,,,1.0,1.0,0.05,,,1.0,,,,,,,,,,,,,,,,,,,,,1610612765,2007,2006-07,True
