EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,FtPoints,Points,PenaltyFtPoints,PenaltyPoints,DefTwoPtRebounds,DefRebounds,Rebounds,FoulsDrawn,FTA,Technical Free Throw Trips,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,TsPct,PenaltyTsPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceOffPoss,ShortMidRangeFGA,FG2A,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,OffTwoPtRebounds,FTOffRebounds,OffRebounds,Loose Ball Fouls Drawn,SecondChanceTsPct,OffFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,ShortMidRangeFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Arc3FGA,PenaltyArc3FGA,FG3A,OpponentPoints,PenaltyFG3A,NonHeaveArc3FGA,DefThreePtRebounds,FTDefRebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,Fouls,TwoPtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,FG3APct,DefFTReboundPct,DefThreePtReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,FG2M,FG3M,SecondChanceFG2M,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,ShootingFouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,PenaltyFG2M,Fg2aBlocked,AtRimAssists,ShortMidRangeAssists,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,SecondChanceTurnovers,Loose Ball Fouls,ThreePtShootingFoulsDrawn,DefensiveGoaltends,PenaltyFg2Pct,PenaltyEfgPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangePctAssisted,PenaltyAtRimFrequency,ThreePtShootingFoulsDrawnPct,Steals,BadPassSteals,2pt And 1 Free Throw Trips,OffLongMidRangeReboundPct,SecondChanceAtRimFGA,SecondChanceAtRimFrequency,PenaltyAtRimFGM,PenaltyAtRimAccuracy,Travels,Corner3FGA,Corner3Frequency,Offensive Fouls,Offensive Fouls Drawn,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceFG3A,Blocked3s,BlockedArc3,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,SecondChanceAtRimFGM,SecondChanceArc3FGA,LostBallSteals,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,Corner3FGM,PenaltyCorner3FGM,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,PenaltyFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,LongMidRangePctBlocked,PtsPutbacks,SelfOReb,BadPassOutOfBoundsTurnovers,SelfORebPct,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedShortMidRange,Corner3Assists,BlockedLongMidRange,3SecondViolations,OffCorner3ReboundPct,Corner3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,team_id,year,season,team_vs
101129-101236-101249-1503-436,1610612745,"Luther Head, Chuck Hayes, John Lucas III, Tracy McGrady, Juwan Howard","Head, Hayes, Lucas III, McGrady, Howard",101129-101236-101249-1503-436,HOU,39.0,1,1.0,2.0,1,1.0,1.0,1.0,2,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,73.84615384615384,25.0,14.0,25.0,14.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2007,2006-07,True
101129-101236-101249-1503-87,1610612745,"Luther Head, Chuck Hayes, John Lucas III, Tracy McGrady, Dikembe Mutombo","Head, Hayes, Lucas III, McGrady, Mutombo",101129-101236-101249-1503-87,HOU,13.0,1,,2.0,1,,1.0,,1,2.0,2.0,2.0,2.0,,,2.0,1.0,2.0,,1.0,,2.0,1.0,1.0,0.5,0.5,,,,110.76923076923076,13.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.3208,0.3208,0.3208,1.0,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2007,2006-07,True
101129-101236-1503-1747-2203,1610612745,"Luther Head, Chuck Hayes, Tracy McGrady, Rafer Alston, Shane Battier","Head, Hayes, McGrady, Alston, Battier",101129-101236-1503-1747-2203,HOU,63.0,4,1.0,1.0,5,4.0,5.0,3.0,9,2.0,2.0,2.0,2.0,,3.0,3.0,2.0,4.0,,1.0,2.0,2.0,5.0,1.0,0.2,0.25,,1.0,,205.7142857142857,6.8,7.25,6.8,3.25,1.0,1.0,,,,,,,,,,,,,,,,,,0.240225,,0.240225,,,3.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2007,2006-07,True
101129-101236-1503-1747-2397,1610612745,"Luther Head, Chuck Hayes, Tracy McGrady, Rafer Alston, Yao Ming","Head, Hayes, McGrady, Alston, Ming",101129-101236-1503-1747-2397,HOU,480.0,4,8.0,-3.0,13,14.0,3.0,9.0,27,,7.0,,,4.0,7.0,8.0,6.0,,,,5.0,,3.0,,0.23333333333333334,,1.0,1.0,1.0,81.0,23.076923076923077,12.857142857142858,19.46153846153846,11.785714285714286,,0.23076923076923078,2.0,3.0,9.0,2.0,,2.0,2.0,,,1.0,,0.5,,,0.1,,0.2,0.42842142857142856,0.3231,0.455025,0.2857142857142857,16.11111111111111,6.0,3.0,6.0,10.0,3.0,5.0,1.0,2.0,1.0,,1.0,,7.0,,3.0,0.4,0.6666666666666666,1.0,1.0,,0.4,0.6,0.4,,,30.633333333333336,1.0,1.0,6.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.16666666666666666,0.2,0.2222222222222222,0.5,0.23333333333333334,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.4,0.16666666666666666,0.16666666666666666,1.0,0.16666666666666666,0.16666666666666666,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2007,2006-07,True
101129-101236-1503-1747-436,1610612745,"Luther Head, Chuck Hayes, Tracy McGrady, Rafer Alston, Juwan Howard","Head, Hayes, McGrady, Alston, Howard",101129-101236-1503-1747-436,HOU,511.0,4,9.0,-3.0,16,13.0,4.0,,29,5.0,9.0,3.0,5.0,5.0,7.0,12.0,5.0,8.0,1.0,,4.0,5.0,4.0,,0.25,0.4166666666666667,0.8333333333333334,0.7,0.75,81.72211350293541,17.8125,17.384615384615383,14.8125,15.692307692307692,0.5555555555555556,0.25,5.0,5.0,9.0,2.0,3.0,5.0,4.0,3.0,,5.0,,0.8333333333333334,,0.42857142857142855,0.45454545454545453,0.25,0.38461538461538464,0.4631653846153846,0.39065,0.45037000000000005,0.5555555555555556,6.688888888888889,4.0,1.0,4.0,12.0,1.0,4.0,2.0,,1.0,1.0,4.0,,3.0,2.0,,0.3076923076923077,,0.5,,1.0,0.3076923076923077,0.2,0.5384615384615384,0.1875,0.18181818181818182,24.625,1.0,,1.0,,2.0,,1.0,4.0,,,,,2.0,,2.0,,,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,0.2222222222222222,0.5,0.15384615384615385,0.5,0.5,0.5,1.0,1.0,1.0,0.2,0.3333333333333333,0.07692307692307693,,,,,,,,1.0,3.0,2.0,1.0,4.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,0.25,0.2,0.4444444444444444,0.6666666666666666,0.4,0.75,1.0,0.23076923076923078,0.3333333333333333,1.0,1.0,1.0,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2007,2006-07,True
101129-101236-1503-1747-87,1610612745,"Luther Head, Chuck Hayes, Tracy McGrady, Rafer Alston, Dikembe Mutombo","Head, Hayes, McGrady, Alston, Mutombo",101129-101236-1503-1747-87,HOU,268.0,5,4.0,-7.0,8,8.0,3.0,7.0,16,3.0,5.0,1.0,1.0,1.0,2.0,3.0,3.0,5.0,,1.0,4.0,1.0,3.0,1.0,0.25,0.125,1.0,1.0,,85.97014925373134,16.125,17.375,16.125,17.375,0.2,0.375,1.0,2.0,6.0,,1.0,1.0,2.0,1.0,,1.0,1.0,0.5,,0.2,0.14285714285714285,,0.25,0.4564,,0.49851666666666666,0.2,11.516666666666666,2.0,1.0,2.0,12.0,1.0,2.0,1.0,,,,,,4.0,2.0,,0.25,,1.0,1.0,,0.25,0.3333333333333333,0.375,0.2222222222222222,0.2857142857142857,25.8,1.0,,3.0,,1.0,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,0.16666666666666666,,0.125,,,,,1.0,,0.5,0.5,0.375,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,0.16666666666666666,1.0,,,,0.125,,,,,0.3333333333333333,,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2007,2006-07,True
101129-101236-1503-2203-436,1610612745,"Luther Head, Chuck Hayes, Tracy McGrady, Shane Battier, Juwan Howard","Head, Hayes, McGrady, Battier, Howard",101129-101236-1503-2203-436,HOU,232.0,2,4.0,-1.0,7,7.0,3.0,,14,7.0,9.0,,,2.0,3.0,5.0,5.0,9.0,,,8.0,,3.0,,0.5625,,0.4,0.5,,86.89655172413794,18.428571428571427,14.714285714285714,18.142857142857142,13.571428571428571,,0.42857142857142855,,,3.0,1.0,1.0,1.0,,2.0,,2.0,,0.25,,1.0,0.6666666666666666,,,0.5641,0.5544,0.579,0.1111111111111111,5.666666666666667,1.0,1.0,1.0,10.0,1.0,1.0,1.0,,1.0,,2.0,2.0,,5.0,,0.25,,1.0,1.0,,0.25,1.0,0.75,0.625,0.7142857142857143,24.4,,,1.0,,1.0,,,2.0,,,,,1.0,,1.0,,,2.0,,,3.0,3.0,3.0,2.0,1.0,1.0,,,,0.3333333333333333,,0.25,,,,0.5,,0.6666666666666666,,,0.25,,,,,,,,1.0,2.0,,,,1.0,,1.0,1.0,,,,,,,,,,,0.5,1.0,0.5,0.5,0.5,1.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2007,2006-07,True
101129-101236-1503-2745-436,1610612745,"Luther Head, Chuck Hayes, Tracy McGrady, Kirk Snyder, Juwan Howard","Head, Hayes, McGrady, Snyder, Howard",101129-101236-1503-2745-436,HOU,74.0,1,1.0,-1.0,2,2.0,2.0,1.0,4,,2.0,,2.0,,2.0,3.0,,,,,2.0,2.0,2.0,,0.5,0.5,,1.0,,77.83783783783784,21.5,15.5,21.5,15.5,1.0,1.0,1.0,1.0,2.0,,,,2.0,1.0,,1.0,,,,1.0,1.0,1.0,0.5,0.3823,,0.3823,,6.4,,,,3.0,,,1.0,1.0,,,,,1.0,,,,1.0,1.0,,1.0,,,0.5,,,,,,,,1.0,,,2.0,,,,,1.0,,1.0,,,2.0,,1.0,,,,,1.0,1.0,,,,0.5,,0.5,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,0.5,0.5,,,,,,0.5,1.0,1.0,1.0,,0.5,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2007,2006-07,True
101129-101236-1503-2745-87,1610612745,"Luther Head, Chuck Hayes, Tracy McGrady, Kirk Snyder, Dikembe Mutombo","Head, Hayes, McGrady, Snyder, Mutombo",101129-101236-1503-2745-87,HOU,131.0,2,2.0,3.0,3,4.0,1.0,4.0,7,1.0,5.0,,2.0,1.0,3.0,3.0,,1.0,1.0,,5.0,2.0,1.0,,1.0,1.0,0.5,0.5,0.5,76.94656488549619,18.0,19.25,18.0,12.75,0.4,0.3333333333333333,,,2.0,,,,1.0,,,,,,,,,,,0.47335,,0.3419,,10.2,,,,2.0,,,1.0,1.0,1.0,,1.0,,,,,,1.0,0.5,,1.0,,,0.5,,,,,1.0,1.0,,2.0,,,4.0,,,,,2.0,,2.0,,1.0,4.0,,,,,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,0.5,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,,1.0,,,,,,,,,1.0,1.0,,,,,,0.5,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2007,2006-07,True
101129-101236-1747-2203-2397,1610612745,"Luther Head, Chuck Hayes, Rafer Alston, Shane Battier, Yao Ming","Head, Hayes, Alston, Battier, Ming",101129-101236-1747-2203-2397,HOU,74.0,1,1.0,,3,3.0,,3.0,6,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,116.75675675675676,14.333333333333334,10.333333333333334,14.333333333333334,10.333333333333334,,,,,1.0,,,,,,,,,,,,,,,0.467725,,,,,,,1.0,,,,,,,,1.0,,,,,0.5,,,,,,,1.0,,,23.7,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,1.0,,0.5,,,,,,,1.0,1.0,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2007,2006-07,True
