EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,PenaltyCorner3FGA,SecondChanceFG2M,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,Fg2aBlocked,DefThreePtRebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefThreePtReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,DeadBallTurnovers,Travels,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,BlocksRecoveredPct,FTDefRebounds,BadPassOutOfBoundsTurnovers,Loose Ball Fouls Drawn,DefFTReboundPct,NonShootingPenaltyNonTakeFouls,SecondChanceAtRimFGM,PenaltyArc3FGA,SecondChanceFtPoints,PtsPutbacks,ShortMidRangeAssists,SelfOReb,LostBallTurnovers,NonShootingFoulsDrawn,BlockedAtRim,NonShootingPenaltyNonTakeFoulsDrawn,SelfORebPct,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,PenaltyArc3Frequency,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceArc3Frequency,BlockedLongMidRange,Defensive 3 Seconds Violations,3SecondViolations,Offensive Fouls,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceFG3M,PenaltyFG3M,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,SecondChanceFg3Pct,PenaltyFg3Pct,DefCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,DefensiveGoaltends,OffensiveGoaltends,SecondChanceAtRimPctAssisted,OffCorner3ReboundPct,PtsUnassisted3s,PenaltyArc3FGM,PenaltyArc3Accuracy,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,LostBallOutOfBoundsTurnovers,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,LongMidRangePctBlocked,3pt And 1 Free Throw Trips,Corner3PctBlocked,Blocked3s,BlockedArc3,BlockedCorner3,Clear Path Fouls,team_id,year,season,team_vs
101113-101145-101194-200753-2440,1610612744,"Ike Diogu, Monta Ellis, Anthony Roberson, Patrick O'Bryant, Matt Barnes","Diogu, Ellis, Roberson, O'Bryant, Barnes",101113-101145-101194-200753-2440,GSW,422.0,2,7.0,5.0,13.0,13.0,3.0,3.0,26.0,2.0,4.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,4.0,4.0,9.0,3.0,5.0,1.0,18.0,13.0,2.0,6.0,2.0,9.0,4.0,2.0,3.0,3.0,6.0,2.0,1.0,1.0,2.0,15.0,1.0,1.0,1.0,3.0,3.0,3.0,6.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,18.0,0.75,0.75,1.0,0.6,0.6,0.4444444444444444,0.6071428571428571,0.6,0.35714285714285715,1.0,0.75,0.2,0.5,0.75,0.2857142857142857,1.0,0.5,1.0,0.6666666666666666,88.72037914691943,17.615384615384617,14.846153846153847,14.307692307692308,14.846153846153847,0.2857142857142857,0.5,0.5,0.5,0.14285714285714285,0.21428571428571427,0.6666666666666666,0.6666666666666666,1.0,0.07142857142857142,1.0,1.0,1.0,0.2857142857142857,0.5,0.5,1.0,0.5,0.6428571428571429,0.5,0.5548892857142856,0.3215,0.06666666666666667,0.1,9.077777777777778,24.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2007,2006-07,True
101113-101145-101194-200753-2554,1610612744,"Ike Diogu, Monta Ellis, Anthony Roberson, Patrick O'Bryant, Mickael Pietrus","Diogu, Ellis, Roberson, O'Bryant, Pietrus",101113-101145-101194-200753-2554,GSW,405.0,2,7.0,-5.0,13.0,11.0,6.0,2.0,24.0,1.0,3.0,,3.0,2.0,4.0,,1.0,,,4.0,10.0,,1.0,3.0,11.0,16.0,1.0,,8.0,,,,,,,,,,,,,2.0,,3.0,4.0,2.0,6.0,,,,3.0,4.0,2.0,3.0,2.0,9.0,,,,,,0.4,0.36363636363636365,0.4583333333333333,0.09090909090909091,,0.75,0.3333333333333333,,0.6666666666666666,0.2857142857142857,0.5,,1.0,0.5,85.33333333333333,17.846153846153847,15.727272727272727,15.615384615384615,13.181818181818182,0.2727272727272727,0.3333333333333333,1.0,,0.2727272727272727,0.36363636363636365,0.5,0.5,,0.09090909090909091,,,,,,,,,0.36363636363636365,,0.4698727272727272,0.3836,0.16666666666666666,0.18181818181818182,9.99,23.8,7.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,7.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,7.0,7.0,1.0,0.6666666666666666,1.0,0.5,1.0,0.7,0.2,0.6666666666666666,1.0,0.5,0.5,1.0,0.5,0.3333333333333333,0.3333333333333333,0.25,1.0,0.25,0.43425,0.18181818181818182,0.6363636363636364,0.5384615384615384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2007,2006-07,True
101113-101145-101194-2202-2399,1610612744,"Ike Diogu, Monta Ellis, Anthony Roberson, Jason Richardson, Mike Dunleavy","Diogu, Ellis, Roberson, Richardson, Dunleavy",101113-101145-101194-2202-2399,GSW,175.0,1,3.0,-2.0,5.0,6.0,4.0,1.0,11.0,,3.0,1.0,1.0,,1.0,,,,,,5.0,,,,,2.0,1.0,,,,,,,,,,,,,,,1.0,,2.0,3.0,1.0,4.0,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,0.4,0.2,,0.5,0.2,,,1.0,1.0,90.51428571428572,17.0,15.0,16.4,14.166666666666666,0.6,,,,0.2,0.2,,,,,,,,,,,,1.0,0.6,,0.41706000000000004,0.3133,,,6.279999999999999,,5.0,,3.0,,,,,,5.0,,,,1.0,1.0,,,1.0,,1.0,,,,5.0,,,,,,,0.2,,,1.0,,,1.0,,,0.6,,,0.41706000000000004,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2007,2006-07,True
101113-101145-101194-2202-2440,1610612744,"Ike Diogu, Monta Ellis, Anthony Roberson, Jason Richardson, Matt Barnes","Diogu, Ellis, Roberson, Richardson, Barnes",101113-101145-101194-2202-2440,GSW,137.0,1,2.0,,4.0,5.0,,1.0,9.0,,1.0,1.0,1.0,,,,,1.0,1.0,,2.0,1.0,1.0,2.0,5.0,5.0,1.0,,,3.0,1.0,1.0,,1.0,1.0,1.0,,,,3.0,,1.0,,1.0,2.0,1.0,3.0,1.0,1.0,,1.0,1.0,2.0,2.0,1.0,5.0,,,1.0,1.0,1.0,,0.5,0.625,0.3333333333333333,,1.0,0.5,,1.0,0.5,,,,1.0,94.59854014598541,15.25,15.2,14.5,15.2,0.3333333333333333,,,,0.3333333333333333,,,,,,,,,0.3333333333333333,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.46363333333333334,0.518,0.25,0.3333333333333333,2.0,25.9,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2007,2006-07,True
101113-101145-101194-2202-2740,1610612744,"Ike Diogu, Monta Ellis, Anthony Roberson, Jason Richardson, Andris Biedrins","Diogu, Ellis, Roberson, Richardson, Biedrins",101113-101145-101194-2202-2740,GSW,56.0,1,1.0,4.0,1.0,1.0,,,2.0,,,,1.0,1.0,1.0,,,,,2.0,2.0,,,,4.0,,,2.0,2.0,,,,1.0,,1.0,,,,1.0,2.0,,,,1.0,1.0,,1.0,,,,,,1.0,1.0,1.0,4.0,0.5,0.5,,,,1.0,1.0,1.0,,,1.0,,,1.0,,,,1.0,,51.42857142857143,29.0,27.0,29.0,27.0,,,,,0.5,0.5,1.0,1.0,1.0,,,,,,,,,,,,0.40865,,0.5,0.5,13.45,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2007,2006-07,True
101113-101145-101194-2399-2554,1610612744,"Ike Diogu, Monta Ellis, Anthony Roberson, Mike Dunleavy, Mickael Pietrus","Diogu, Ellis, Roberson, Dunleavy, Pietrus",101113-101145-101194-2399-2554,GSW,157.0,2,3.0,-2.0,4.0,6.0,3.0,,10.0,,1.0,,1.0,2.0,2.0,,,,,2.0,4.0,,,,4.0,6.0,,2.0,2.0,,,,1.0,,1.0,,,,1.0,2.0,,,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,,,4.0,0.5,0.5,,,,0.5,0.5,0.5,,,0.5,,,0.5,,,,,,91.71974522292993,18.25,14.0,18.25,14.0,0.25,,,,0.25,0.5,1.0,1.0,0.5,,,,,,,,,,0.25,,0.473075,,,,12.575,,2.0,,1.0,,,,,1.0,2.0,,,2.0,,,,,,,,1.0,,2.0,2.0,,0.5,,0.5,,0.5,,,,,,0.5,,,,0.5,,,0.5853,,0.5,0.5,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2007,2006-07,True
101113-101145-101235-2211-2399,1610612744,"Ike Diogu, Monta Ellis, Kelenna Azubuike, Troy Murphy, Mike Dunleavy","Diogu, Ellis, Azubuike, Murphy, Dunleavy",101113-101145-101235-2211-2399,GSW,926.0,4,15.0,3.0,32.0,29.0,23.0,6.0,61.0,6.0,14.0,7.0,3.0,3.0,7.0,1.0,2.0,,4.0,10.0,24.0,1.0,6.0,4.0,27.0,24.0,8.0,14.0,6.0,3.0,4.0,,7.0,1.0,8.0,,1.0,3.0,3.0,17.0,2.0,8.0,,9.0,14.0,10.0,24.0,1.0,1.0,,7.0,7.0,6.0,7.0,3.0,18.0,0.7,0.875,1.0,0.16666666666666666,0.16666666666666666,0.4166666666666667,0.38333333333333336,0.4090909090909091,0.2,,0.6428571428571429,0.6153846153846154,0.4,0.7368421052631579,0.5555555555555556,0.5,0.5,0.6,0.6666666666666666,94.85961123110151,16.96875,13.206896551724139,15.21875,12.517241379310345,0.4666666666666667,0.42857142857142855,0.46153846153846156,0.5,0.1,0.23333333333333334,0.42857142857142855,0.42857142857142855,1.0,0.06666666666666667,0.5,0.5,1.0,0.13333333333333333,,,,0.875,0.6666666666666666,,0.44965499999999997,0.41450000000000004,0.09375,0.11538461538461539,7.070833333333333,25.25,18.0,4.0,6.0,1.0,1.0,3.0,9.0,6.0,12.0,2.0,1.0,13.0,1.0,5.0,3.0,2.0,6.0,,3.0,,1.0,13.0,18.0,0.375,0.5,0.375,0.42857142857142855,0.45,0.43333333333333335,0.041666666666666664,0.07142857142857142,0.5,1.0,0.8571428571428571,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.6666666666666666,0.07142857142857142,0.46003571428571427,0.3333333333333333,0.48148148148148145,0.5625,3.0,1.0,4.0,2.0,4.0,3.0,,,0.75,,1.0,1.0,,,2.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,0.11764705882352941,1.0,0.2857142857142857,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2007,2006-07,True
101113-101145-1502-2202-2399,1610612744,"Ike Diogu, Monta Ellis, Adonal Foyle, Jason Richardson, Mike Dunleavy","Diogu, Ellis, Foyle, Richardson, Dunleavy",101113-101145-1502-2202-2399,GSW,53.0,1,1.0,,2.0,2.0,,2.0,4.0,,1.0,1.0,,,1.0,,,,1.0,,2.0,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,3.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,0.3333333333333333,1.0,1.0,0.5,,1.0,0.3333333333333333,1.0,,1.0,,108.67924528301887,11.5,15.0,7.5,15.0,0.3333333333333333,,,,,0.3333333333333333,,,,,,,,0.3333333333333333,,,,0.5,0.6666666666666666,,0.5329666666666667,0.58595,,,9.4,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2007,2006-07,True
101113-101145-1884-200753-2399,1610612744,"Ike Diogu, Monta Ellis, Baron Davis, Patrick O'Bryant, Mike Dunleavy","Diogu, Ellis, Davis, O'Bryant, Dunleavy",101113-101145-1884-200753-2399,GSW,128.0,1,2.0,-4.0,3.0,4.0,2.0,,7.0,1.0,3.0,,,,,,,,,1.0,3.0,,,,2.0,6.0,,2.0,,,,,1.0,,1.0,,,1.0,,2.0,,1.0,,,,1.0,1.0,1.0,1.0,,,1.0,,,,2.0,1.0,1.0,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,0.5,,,0.5,,,,,78.75,24.666666666666668,13.5,24.666666666666668,13.0,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,1.0,,0.5514666666666667,,,,,,3.0,1.0,3.0,,,,,1.0,3.0,,,2.0,,,1.0,1.0,1.0,,1.0,,,2.0,3.0,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,1.0,,0.5,,,,,1.0,0.3333333333333333,,0.5514666666666667,,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2007,2006-07,True
101113-101145-1884-2202-2740,1610612744,"Ike Diogu, Monta Ellis, Baron Davis, Jason Richardson, Andris Biedrins","Diogu, Ellis, Davis, Richardson, Biedrins",101113-101145-1884-2202-2740,GSW,44.0,1,1.0,-1.0,2.0,2.0,,,4.0,,,,,,,1.0,1.0,,,,,1.0,1.0,,3.0,4.0,,,,3.0,,,,1.0,1.0,,1.0,,,3.0,,,,,,,,,,,1.0,2.0,,,,3.0,,,1.0,1.0,1.0,,1.5,1.5,1.0,,,,,,,,,,,130.9090909090909,6.5,15.5,6.5,15.5,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,,0.62895,,,,,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2007,2006-07,True
