EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,OpponentPoints,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,LiveBallTurnoverPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,PenaltyOffPossPct,Minutes,SecondChanceOffPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,SecondChanceFG2A,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,FoulsDrawn,Loose Ball Fouls Drawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,Avg2ptShotDistance,SecondChanceTurnovers,Offensive Fouls,DefAtRimReboundPct,PenaltyDefPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,SelfOReb,StepOutOfBoundsTurnovers,Travels,Loose Ball Fouls,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,HeaveAttempts,OffCorner3ReboundPct,Clear Path Fouls,LongMidRangePctBlocked,Blocked3s,BlockedArc3,team_id,year,season,team_vs
1112-200748-200757-2732-2736,1610612741,"Ben Wallace, Tyrus Thomas, Thabo Sefolosha, Ben Gordon, Luol Deng","Wallace, Thomas, Sefolosha, Gordon, Deng",1112-200748-200757-2732-2736,CHI,35.0,1,2.0,2.0,1.0,2.0,3.0,,,,,,,,2.0,,123.42857142857142,14.5,6.0,14.5,6.0,1.0,1.0,1.0,1.0,3.0,,,,,1.0,3.0,2.0,1.0,2.0,,1.0,1.0,1.0,,,2.0,1.0,,1.0,1.0,1.0,2.0,,,,,,,,,,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.5,,1.0,0.5,,,,,,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,1.0,0.5278666666666666,0.6559,,,,1.0,1.0,,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,2.0,,,,,,,,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,,,,,,,,0.5,,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,0.3333333333333333,,,,,,0.5278666666666666,,,,1.0,,,,,,,,,,,1610612741,2007,2006-07,False
1112-200748-200757-2732-2768,1610612741,"Ben Wallace, Tyrus Thomas, Thabo Sefolosha, Ben Gordon, Chris Duhon","Wallace, Thomas, Sefolosha, Gordon, Duhon",1112-200748-200757-2732-2768,CHI,96.0,1,2.0,2.0,2.0,,4.0,2.0,,,,,,,,,60.0,15.0,33.0,15.0,32.5,,2.0,,,,,,2.0,2.0,2.0,2.0,4.0,,2.0,2.0,1.0,1.0,,,1.0,2.0,,,1.0,1.0,,1.0,,,,,,,,,,4.0,0.5,0.5,1.0,1.0,1.0,0.5,,,0.5,,,,0.5,,,,,,,,,,,1.0,1.0,1.0,0.5,,0.3926,,17.9,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2007,2006-07,False
1112-200748-200757-2732-2804,1610612741,"Ben Wallace, Tyrus Thomas, Thabo Sefolosha, Ben Gordon, Andres Nocioni","Wallace, Thomas, Sefolosha, Gordon, Nocioni",1112-200748-200757-2732-2804,CHI,84.0,1,5.0,3.0,2.0,,5.0,1.0,,,,,1.0,1.0,,,85.71428571428572,16.666666666666668,17.0,16.0,17.0,,1.0,1.0,1.0,2.0,,,,1.0,1.0,3.0,6.0,1.0,2.0,,1.0,2.0,1.0,,,5.0,1.0,,1.0,1.0,1.0,2.0,,,,,,,,1.0,,6.0,1.0,1.0,0.3333333333333333,0.625,0.75,1.0,0.5,,1.0,0.5,1.0,,1.0,,,0.5,0.5,0.5,1.0,,,,,0.25,,,,0.75,0.5115625,0.5573,6.733333333333333,,,,2.0,,1.0,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,3.0,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,0.25,,,,,,,,,,,,,,0.25,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,0.25,,,,23.2,1.0,1.0,1.0,,,,,,,1610612741,2007,2006-07,False
1112-200748-200757-2736-2768,1610612741,"Ben Wallace, Tyrus Thomas, Thabo Sefolosha, Luol Deng, Chris Duhon","Wallace, Thomas, Sefolosha, Deng, Duhon",1112-200748-200757-2736-2768,CHI,45.0,2,-3.0,,2.0,,2.0,3.0,,,,,,,,,64.0,,10.0,,10.0,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,0.3485,,14.2,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2007,2006-07,False
1112-200748-200757-2768-2804,1610612741,"Ben Wallace, Tyrus Thomas, Thabo Sefolosha, Chris Duhon, Andres Nocioni","Wallace, Thomas, Sefolosha, Duhon, Nocioni",1112-200748-200757-2768-2804,CHI,52.0,1,-1.0,1.0,2.0,1.0,3.0,4.0,,,,,,,1.0,,83.07692307692308,18.0,17.0,18.0,17.0,1.0,1.0,,,,,,,,,,3.0,,,,,1.0,,,,3.0,,,,,,,,,,,,,,,,3.0,,,,0.75,0.75,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5085,,,,,,2.0,,,,,1.0,1.0,,,1.0,1.0,,1.0,,,,1.0,1.0,2.0,,,,,,,,,1.0,2.0,,3.0,3.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,1.0,0.5,,0.5,1.0,,,,0.75,,0.75,1.0,,,,,,,,,,,,,,0.5,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,0.5,1.0,0.5,,,0.5085,,,,1.0,40.35,,,,1.0,,,,,,1610612741,2007,2006-07,False
1112-200748-2550-2732-2736,1610612741,"Ben Wallace, Tyrus Thomas, Kirk Hinrich, Ben Gordon, Luol Deng","Wallace, Thomas, Hinrich, Gordon, Deng",1112-200748-2550-2732-2736,CHI,1716.0,6,6.0,50.0,55.0,17.0,105.0,57.0,4.0,2.0,9.0,4.0,5.0,14.0,17.0,0.4444444444444444,88.1118881118881,15.26,17.327272727272728,14.4,15.545454545454545,0.34,29.0,7.0,8.0,13.0,2.0,10.0,8.0,14.0,18.0,37.0,63.0,10.0,18.0,18.0,9.0,13.0,5.0,,4.0,30.0,8.0,5.0,8.0,16.0,10.0,26.0,3.0,2.0,1.0,2.0,5.0,,2.0,18.0,,51.0,0.5,0.6,0.4864864864864865,0.5795454545454546,0.6057692307692307,0.5333333333333333,0.42105263157894735,0.4166666666666667,0.48148148148148145,0.47619047619047616,0.16666666666666666,1.0,0.3333333333333333,0.4,0.5,0.29545454545454547,0.6153846153846154,0.6153846153846154,0.625,0.22727272727272727,0.2,0.25,,0.3181818181818182,0.5714285714285714,0.5714285714285714,0.5,0.45454545454545453,0.46966363636363634,0.5396125,9.713513513513513,,1.0,0.6666666666666666,39.0,5.0,8.0,3.0,4.0,1.0,2.0,,,1.0,1.0,4.0,5.0,,,3.0,3.0,5.0,7.0,12.0,6.0,,,,12.0,5.0,7.0,4.0,4.0,7.0,29.0,12.0,3.0,6.0,5.0,4.0,2.0,,4.0,3.0,1.0,2.0,,3.0,1.0,,1.0,,2.0,17.0,1.0,,5.0,4.0,2.0,1.0,1.0,,2.0,,1.0,1.0,29.0,6.0,4.0,0.8,0.7142857142857143,,1.0,0.7142857142857143,0.6,0.7142857142857143,0.6,1.0,0.6,0.90625,0.1590909090909091,,0.05405405405405406,,0.2,,1.0,,1.0,0.8,0.375,1.0,0.05263157894736842,,0.045454545454545456,0.5,0.5,1.0,0.11363636363636363,0.8,0.8,0.75,0.8,0.625,0.4,,,,,,,0.36363636363636365,0.75,0.09090909090909091,1.0,0.2727272727272727,1.0,0.8,0.4846272727272727,0.10416666666666667,0.12195121951219512,0.19047619047619047,0.4603174603174603,25.214285714285715,,,,,1.0,,,,,1610612741,2007,2006-07,False
1112-200748-2550-2732-2804,1610612741,"Ben Wallace, Tyrus Thomas, Kirk Hinrich, Ben Gordon, Andres Nocioni","Wallace, Thomas, Hinrich, Gordon, Nocioni",1112-200748-2550-2732-2804,CHI,141.0,1,-8.0,5.0,5.0,,10.0,10.0,,,,,2.0,2.0,,,102.12765957446808,12.4,15.8,12.4,15.8,,2.0,,1.0,1.0,,1.0,,2.0,1.0,4.0,2.0,,,2.0,,,,,,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,2.0,,,0.25,0.25,0.25,,,1.0,1.0,,,,,1.0,,0.25,1.0,1.0,,0.25,,,,0.5,,,,0.25,0.467575,,12.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2007,2006-07,False
1112-200748-2550-2736-2768,1610612741,"Ben Wallace, Tyrus Thomas, Kirk Hinrich, Luol Deng, Chris Duhon","Wallace, Thomas, Hinrich, Deng, Duhon",1112-200748-2550-2736-2768,CHI,787.0,5,-12.0,23.0,23.0,10.0,46.0,32.0,,,2.0,,2.0,4.0,10.0,,84.16772554002542,17.565217391304348,16.652173913043477,16.347826086956523,15.391304347826088,0.43478260869565216,13.0,3.0,3.0,8.0,1.0,6.0,1.0,3.0,5.0,17.0,20.0,2.0,2.0,8.0,1.0,1.0,,1.0,,2.0,3.0,,5.0,6.0,3.0,9.0,,,,,2.0,,,10.0,1.0,20.0,0.2,0.2,0.29411764705882354,0.2631578947368421,0.4166666666666667,0.8333333333333334,0.2727272727272727,,0.625,0.23076923076923078,,1.0,0.75,,,0.42105263157894735,0.375,0.42857142857142855,,0.3157894736842105,0.16666666666666666,0.25,1.0,0.15789473684210525,0.3333333333333333,0.3333333333333333,,0.5263157894736842,0.4558421052631579,0.44531666666666664,6.088235294117647,,2.0,,14.0,,,2.0,5.0,,,,,,,,2.0,,1.0,,,,2.0,10.0,,,1.0,,,2.0,8.0,,,7.0,11.0,,,,2.0,,3.0,,,,,,,1.0,,,,,2.0,11.0,1.0,,6.0,,,,,,,,,,11.0,,,,,,,,,0.25,,0.25,,0.5,0.10526315789473684,,0.17647058823529413,0.125,0.3333333333333333,,1.0,,,0.4,0.2,,,,,,,,0.10526315789473684,,,,,,,,,,0.3333333333333333,,,0.625,0.4,,,,,,0.4503375,0.25,0.2727272727272727,,0.55,25.5,,,,,,,,,,1610612741,2007,2006-07,False
1112-200748-2732-2736-2768,1610612741,"Ben Wallace, Tyrus Thomas, Ben Gordon, Luol Deng, Chris Duhon","Wallace, Thomas, Gordon, Deng, Duhon",1112-200748-2732-2736-2768,CHI,282.0,2,1.0,10.0,8.0,4.0,18.0,7.0,,,2.0,1.0,,,4.0,,91.91489361702128,14.6,17.0,14.6,16.375,0.4,5.0,,2.0,4.0,,,2.0,3.0,4.0,7.0,8.0,,8.0,,4.0,4.0,2.0,,2.0,8.0,,1.0,3.0,4.0,,4.0,,,,1.0,2.0,,,1.0,,8.0,1.0,1.0,0.5714285714285714,0.4444444444444444,0.4444444444444444,0.75,,1.0,0.8,,,0.5,1.0,,1.0,0.4444444444444444,0.5,0.5,1.0,,,,,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.48091111111111107,,7.371428571428572,,,1.0,8.0,,,1.0,2.0,,,,,,,,2.0,,,,2.0,,2.0,,,,,,,1.0,2.0,,2.0,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,2.0,1.0,,,2.0,,,,,,,,,0.5,,0.25,,0.25,0.2222222222222222,,,,,,,,,,,,,0.5,,,,,0.2222222222222222,,,,,,,,,,,,,0.5,0.5,,,0.5,,,0.487525,,,,0.25,25.0,,,,,,,,,,1610612741,2007,2006-07,False
1112-200748-2732-2768-2804,1610612741,"Ben Wallace, Tyrus Thomas, Ben Gordon, Chris Duhon, Andres Nocioni","Wallace, Thomas, Gordon, Duhon, Nocioni",1112-200748-2732-2768-2804,CHI,204.0,2,-5.0,6.0,7.0,3.0,13.0,9.0,1.0,,1.0,,,,3.0,1.0,91.76470588235294,13.833333333333334,17.285714285714285,13.833333333333334,17.0,0.5,3.0,,1.0,2.0,,1.0,,,1.0,3.0,4.0,,2.0,,1.0,1.0,1.0,,,2.0,,,2.0,2.0,,2.0,,,,,,,1.0,2.0,,4.0,1.0,1.0,0.3333333333333333,0.25,0.4,1.0,,,0.6666666666666666,,,,1.0,,,0.5,0.5,0.5,1.0,0.25,,,,,,,,0.75,0.4772875,,3.4333333333333336,,,,3.0,,,1.0,1.0,,,,,,,,1.0,,,,,,1.0,2.0,,,,,,1.0,2.0,,,2.0,4.0,,,,1.0,,,,,,,,,,,,,,1.0,2.0,,,1.0,,,,,,,,,,4.0,,,,,,,,,0.5,,0.5,,0.6666666666666666,0.25,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,0.5,1.0,,,,,,0.4047,0.2,0.25,,1.0,25.2,,,,,,,,,,1610612741,2007,2006-07,False
1112-200757-2550-2732-2736,1610612741,"Ben Wallace, Thabo Sefolosha, Kirk Hinrich, Ben Gordon, Luol Deng","Wallace, Sefolosha, Hinrich, Gordon, Deng",1112-200757-2550-2732-2736,CHI,682.0,4,2.0,21.0,21.0,13.0,42.0,21.0,1.0,,2.0,1.0,1.0,4.0,13.0,0.5,88.68035190615835,13.571428571428571,18.904761904761905,13.571428571428571,18.714285714285715,0.6190476190476191,11.0,,1.0,2.0,,1.0,3.0,8.0,4.0,11.0,23.0,,4.0,4.0,2.0,5.0,,,2.0,13.0,,4.0,5.0,9.0,,9.0,1.0,1.0,,,1.0,,1.0,6.0,1.0,23.0,0.5,0.5,0.36363636363636365,0.5666666666666667,0.6388888888888888,0.8333333333333334,,0.8,0.8181818181818182,,,,0.75,0.6666666666666666,1.0,0.13333333333333333,0.5,0.5,,0.06666666666666667,,,,0.5333333333333333,0.375,0.375,0.6666666666666666,0.4,0.45294666666666666,,13.572727272727274,,,1.0,,,,1.0,1.0,2.0,2.0,,,2.0,2.0,1.0,2.0,,,,1.0,3.0,4.0,6.0,,,,,,3.0,6.0,2.0,3.0,4.0,16.0,9.0,,,2.0,1.0,,,3.0,1.0,2.0,,,,,,1.0,1.0,2.0,6.0,,,2.0,1.0,1.0,1.0,,,1.0,1.0,,,16.0,,1.0,1.0,0.75,,0.6666666666666666,0.75,,0.5,,0.6666666666666666,,0.7272727272727273,0.26666666666666666,,,,,,,,,,,,,1.0,0.13333333333333333,1.0,1.0,1.0,0.13333333333333333,0.5,0.5,1.0,,,,,,,,,,0.1111111111111111,1.0,0.2222222222222222,1.0,0.1111111111111111,,0.5,0.44635555555555556,0.11764705882352941,0.15384615384615385,,0.6956521739130435,24.65,,,,,,,,,,1610612741,2007,2006-07,False
1112-200757-2550-2732-2804,1610612741,"Ben Wallace, Thabo Sefolosha, Kirk Hinrich, Ben Gordon, Andres Nocioni","Wallace, Sefolosha, Hinrich, Gordon, Nocioni",1112-200757-2550-2732-2804,CHI,83.0,1,-7.0,2.0,3.0,,5.0,7.0,,,,,,,,,86.74698795180723,24.5,11.333333333333334,24.5,11.333333333333334,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,0.5,0.505725,,12.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,24.7,,,,,,,,,,1610612741,2007,2006-07,False
1112-200757-2550-2736-2768,1610612741,"Ben Wallace, Thabo Sefolosha, Kirk Hinrich, Luol Deng, Chris Duhon","Wallace, Sefolosha, Hinrich, Deng, Duhon",1112-200757-2550-2736-2768,CHI,16.0,1,,,2.0,,2.0,,,,,,,,,,180.0,,7.0,,7.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,0.7195,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.7195,,,,,,,,,,,,,,,1610612741,2007,2006-07,False
1112-200757-2550-2736-2804,1610612741,"Ben Wallace, Thabo Sefolosha, Kirk Hinrich, Luol Deng, Andres Nocioni","Wallace, Sefolosha, Hinrich, Deng, Nocioni",1112-200757-2550-2736-2804,CHI,29.0,1,-6.0,1.0,2.0,1.0,3.0,6.0,,,1.0,1.0,1.0,2.0,1.0,,148.9655172413793,14.0,7.5,14.0,7.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2007,2006-07,False
1112-200757-2550-2768-2804,1610612741,"Ben Wallace, Thabo Sefolosha, Kirk Hinrich, Chris Duhon, Andres Nocioni","Wallace, Sefolosha, Hinrich, Duhon, Nocioni",1112-200757-2550-2768-2804,CHI,65.0,1,,3.0,2.0,,5.0,,,,,,,1.0,,,110.76923076923077,17.0,7.0,17.0,7.0,,1.0,,,1.0,,,,1.0,,2.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,0.3333333333333333,,,,0.6666666666666666,0.5076166666666667,,9.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,24.8,,,,,,,,,,1610612741,2007,2006-07,False
1112-200757-2732-2736-2768,1610612741,"Ben Wallace, Thabo Sefolosha, Ben Gordon, Luol Deng, Chris Duhon","Wallace, Sefolosha, Gordon, Deng, Duhon",1112-200757-2732-2736-2768,CHI,28.0,1,-2.0,1.0,1.0,1.0,2.0,2.0,,,,,,,1.0,,102.85714285714286,9.0,19.0,9.0,19.0,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,0.296,,20.2,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.296,,,,,,,,,,,,,,,1610612741,2007,2006-07,False
1112-200757-2732-2736-2804,1610612741,"Ben Wallace, Thabo Sefolosha, Ben Gordon, Luol Deng, Andres Nocioni","Wallace, Sefolosha, Gordon, Deng, Nocioni",1112-200757-2732-2736-2804,CHI,733.0,1,8.0,23.0,23.0,6.0,46.0,17.0,2.0,2.0,4.0,1.0,1.0,6.0,6.0,0.5,90.36834924965893,15.0,16.869565217391305,13.652173913043478,16.73913043478261,0.2608695652173913,12.0,4.0,2.0,4.0,2.0,4.0,3.0,6.0,7.0,14.0,25.0,2.0,10.0,4.0,5.0,7.0,1.0,2.0,2.0,16.0,2.0,4.0,5.0,10.0,4.0,14.0,1.0,1.0,,2.0,2.0,,,6.0,,25.0,0.7142857142857143,0.7142857142857143,0.5,0.47619047619047616,0.5217391304347826,0.625,0.2857142857142857,1.0,0.75,0.3333333333333333,,1.0,0.6666666666666666,1.0,1.0,0.19047619047619047,0.5,0.5,0.5,0.19047619047619047,0.5,0.6666666666666666,1.0,0.2857142857142857,0.5,0.5,0.6666666666666666,0.5238095238095238,0.5005809523809523,0.4167,11.049999999999999,1.0,,0.5,12.0,,,1.0,1.0,,2.0,,,,1.0,2.0,5.0,,1.0,1.0,3.0,2.0,7.0,5.0,,,1.0,,,1.0,2.0,1.0,4.0,3.0,8.0,6.0,,,5.0,2.0,1.0,1.0,2.0,2.0,,2.0,,1.0,,,,2.0,4.0,5.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,8.0,2.0,1.0,1.0,0.2857142857142857,,0.25,0.2857142857142857,,0.5,,0.4166666666666667,,0.5,0.3333333333333333,0.14285714285714285,0.07142857142857142,,0.25,0.2,1.0,,0.4,1.0,,0.3333333333333333,,1.0,0.09523809523809523,,,,0.23809523809523808,0.4,0.5,1.0,,,,,,,0.3333333333333333,,,0.16666666666666666,1.0,0.16666666666666666,,0.5,0.3333333333333333,0.4,0.5334166666666667,0.045454545454545456,0.06666666666666667,,0.32,24.728571428571428,,,,,0.5,,,,,1610612741,2007,2006-07,False
1112-200757-2736-2768-2804,1610612741,"Ben Wallace, Thabo Sefolosha, Luol Deng, Chris Duhon, Andres Nocioni","Wallace, Sefolosha, Deng, Duhon, Nocioni",1112-200757-2736-2768-2804,CHI,3.0,1,-2.0,,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,,,,1.0,480.0,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2007,2006-07,False
1112-2124-2550-2732-2736,1610612741,"Ben Wallace, Malik Allen, Kirk Hinrich, Ben Gordon, Luol Deng","Wallace, Allen, Hinrich, Gordon, Deng",1112-2124-2550-2732-2736,CHI,152.0,1,,4.0,4.0,,8.0,,,,,,,,,,75.78947368421053,20.25,17.75,20.25,16.0,,3.0,,,,,,,2.0,,2.0,,,,,,,,,,,1.0,1.0,3.0,4.0,1.0,5.0,,,,,,,,1.0,1.0,,,,,,,0.6,0.5,1.0,0.6666666666666666,0.2,0.5,,,1.0,,,,,,,,,,0.4,,,,0.6,0.45763,,16.7,,,0.6,4.0,,,,,,1.0,,,,,,2.0,,,,,,3.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,1.0,0.2,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,24.933333333333334,,,,,,,,,,1610612741,2007,2006-07,False
