EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,FG2A,OpponentPoints,PenaltyFG2A,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,Fouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,LiveBallTurnoverPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,FG2M,Points,SecondChanceFG2A,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,FoulsDrawn,Blocked2s,BlockedAtRim,Blocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,Avg2ptShotDistance,FtPoints,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,FTA,TwoPtShootingFoulsDrawn,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ShortMidRangeFGM,LongMidRangeFGM,Arc3FGM,Arc3FGA,FG3M,FG3A,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,SelfOReb,Steals,BadPassSteals,LostBallSteals,LostBallTurnovers,SecondChanceTurnovers,ShootingFouls,Offensive Fouls,Loose Ball Fouls Drawn,Technical Free Throw Trips,RecoveredBlocks,OffensiveGoaltends,Fg3Pct,NonHeaveFg3Pct,FG3APct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,PtsAssisted3s,ThreePtAssists,Arc3Assists,FTDefRebounds,2pt And 1 Free Throw Trips,Assisted3sPct,DefFTReboundPct,Arc3PctAssisted,SecondChanceAtRimFGM,Corner3FGA,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,Fg2aBlocked,Travels,Loose Ball Fouls,Offensive Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Corner3Frequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,Corner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,LongMidRangeAssists,LongMidRangePctAssisted,PenaltyAtRimFGM,PenaltyFG2M,PenaltyPoints,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,PenaltyAtRimAccuracy,PenaltyPointsPct,3SecondViolations,SecondChanceCorner3FGA,SecondChanceFG3A,OffThreePtRebounds,ShortMidRangePctBlocked,OffThreePtReboundPct,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyFtPoints,SecondChanceFtPoints,PenaltyCorner3FGA,PenaltyFG3A,ShortMidRangeAssists,ShortMidRangePctAssisted,PenaltyCorner3Frequency,SecondChanceArc3FGA,SecondChanceArc3Frequency,PenaltyArc3FGA,Clear Path Fouls,PenaltyArc3Frequency,PenaltyCorner3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyCorner3Accuracy,BadPassOutOfBoundsTurnovers,OffArc3ReboundPct,PenaltyArc3FGM,StepOutOfBoundsTurnovers,PenaltyArc3Accuracy,Defensive 3 Seconds Violations,BlockedShortMidRange,HeaveAttempts,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTOffRebounds,OffFTReboundPct,BlockedLongMidRange,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,DefensiveGoaltends,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,Corner3PctBlocked,BlockedCorner3,team_id,year,season,team_vs
101143-1499-1727-200755-2772,1610612753,"Travis Diener, Tony Battie, Pat Garrity, JJ Redick, Trevor Ariza","Diener, Battie, Garrity, Redick, Ariza",101143-1499-1727-200755-2772,ORL,48.0,1,1.0,-5.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,120.0,16.5,7.5,16.5,7.5,1.0,1.0,1.0,0.5454,0.5454,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2007,2006-07,True
101143-1499-1727-2039-2306,1610612753,"Travis Diener, Tony Battie, Pat Garrity, Keyon Dooling, Carlos Arroyo","Diener, Battie, Garrity, Dooling, Arroyo",101143-1499-1727-2039-2306,ORL,193.0,1,3.0,2.0,5.0,5.0,,,10.0,4.0,,7.0,2.0,,,,,,,,,,74.61139896373057,19.8,18.8,15.6,18.8,0.5714285714285714,,0.5714285714285714,0.5678142857142857,,,2.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,1.0,0.4,1.0,1.0,0.4,0.5,0.5,1.0,1.0,0.5,0.5,1.0,0.2857142857142857,0.14285714285714285,0.5,0.51605,5.214285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2007,2006-07,True
101143-1499-1727-2045-2772,1610612753,"Travis Diener, Tony Battie, Pat Garrity, Hedo Turkoglu, Trevor Ariza","Diener, Battie, Garrity, Turkoglu, Ariza",101143-1499-1727-2045-2772,ORL,20.0,1,,,1.0,1.0,1.0,1.0,2.0,,,,,,1.0,1.0,1.0,1.0,,1.0,,1.0,144.0,16.0,4.0,16.0,4.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2007,2006-07,True
101143-1499-1727-255-2749,1610612753,"Travis Diener, Tony Battie, Pat Garrity, Grant Hill, Jameer Nelson","Diener, Battie, Garrity, Hill, Nelson",101143-1499-1727-255-2749,ORL,72.0,1,1.0,1.0,2.0,2.0,,,4.0,,,1.0,,,,,1.0,,,,,,80.0,20.0,16.0,20.0,16.0,,,,0.4201,,,,,,,1.0,,1.0,,,,,,,,1.0,1.0,2.0,,2.0,1.0,,,,1.0,,,,,0.25,1.0,,1.0,1.0,,,,1.0,1.0,,,,,1.0,,,17.9,1.0,1.0,1.0,2.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2007,2006-07,True
101143-1499-200755-2039-2545,1610612753,"Travis Diener, Tony Battie, JJ Redick, Keyon Dooling, Darko Milicic","Diener, Battie, Redick, Dooling, Milicic",101143-1499-200755-2039-2545,ORL,827.0,2,14.0,-7.0,24.0,25.0,2.0,6.0,49.0,8.0,,21.0,25.0,1.0,2.0,1.0,4.0,,5.0,2.0,,0.5,85.3204353083434,16.833333333333332,16.92,15.375,16.32,0.36363636363636365,,0.4090909090909091,0.46712272727272725,0.389,0.08333333333333333,3.0,,2.0,7.0,6.0,4.0,18.0,5.0,,,,,,6.0,4.0,6.0,10.0,6.0,16.0,6.0,1.0,1.0,1.0,18.0,,,0.19047619047619047,0.25,0.34,0.6,0.35294117647058826,1.0,0.7142857142857143,0.35294117647058826,0.375,0.16666666666666666,0.6666666666666666,1.0,,,,0.3181818181818182,0.2727272727272727,0.4,0.45524,8.904761904761905,7.0,2.0,,7.0,3.0,0.12,0.125,1.0,3.0,1.0,1.0,1.0,1.0,8.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.045454545454545456,0.6666666666666666,0.3333333333333333,0.75,1.0,0.058823529411764705,1.0,0.14285714285714285,0.14285714285714285,0.5,0.5,0.045454545454545456,1.0,1.0,1.0,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2007,2006-07,True
101143-1499-200755-2306-2545,1610612753,"Travis Diener, Tony Battie, JJ Redick, Carlos Arroyo, Darko Milicic","Diener, Battie, Redick, Arroyo, Milicic",101143-1499-200755-2306-2545,ORL,72.0,1,1.0,4.0,2.0,3.0,,,5.0,1.0,,1.0,2.0,,,,,,,,,,100.0,19.0,11.333333333333334,19.0,11.333333333333334,0.5,,1.0,0.49005,,,,1.0,,,,1.0,6.0,,2.0,1.0,2.0,1.0,5.0,,,,1.0,,1.0,1.0,,,,6.0,1.0,1.0,1.0,1.25,1.5,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,,,1.0,1.0,0.5,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,0.5,,,,,,,,,,,0.5,1.0,1.0,1.0,25.3,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2007,2006-07,True
101143-1499-2039-2545-255,1610612753,"Travis Diener, Tony Battie, Keyon Dooling, Darko Milicic, Grant Hill","Diener, Battie, Dooling, Milicic, Hill",101143-1499-2039-2545-255,ORL,395.0,3,7.0,6.0,14.0,15.0,,6.0,29.0,4.0,,10.0,7.0,,2.0,1.0,4.0,,5.0,,,0.5,105.72151898734178,11.428571428571429,15.666666666666666,11.142857142857142,14.2,0.36363636363636365,,0.45454545454545453,0.4859318181818182,,,2.0,3.0,1.0,1.0,5.0,6.0,13.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,7.0,2.0,9.0,3.0,2.0,2.0,2.0,9.0,0.16666666666666666,0.2,0.6,0.5454545454545454,0.5,0.5,0.5,1.0,0.5454545454545454,0.4,1.0,,0.75,1.0,0.75,1.0,0.3333333333333333,0.09090909090909091,0.45454545454545453,0.5,0.49325,9.790000000000001,1.0,2.0,,4.0,1.0,0.08333333333333333,0.09090909090909091,1.0,2.0,,,,1.0,10.0,,,,,3.0,2.0,1.0,1.0,,3.0,,,,1.0,,,,0.09090909090909091,0.3333333333333333,0.4,,,,0.5,1.0,1.0,0.4,0.5,,,,,22.3,,,,1.0,,,1.0,,1.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.25,0.2,0.09090909090909091,1.0,0.3076923076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2007,2006-07,True
101143-1499-2039-2545-2586,1610612753,"Travis Diener, Tony Battie, Keyon Dooling, Darko Milicic, Keith Bogans","Diener, Battie, Dooling, Milicic, Bogans",101143-1499-2039-2545-2586,ORL,207.0,1,3.0,-3.0,5.0,5.0,,,10.0,2.0,,3.0,9.0,,,,,,1.0,,,,69.56521739130434,17.4,24.0,17.4,20.2,0.5,,0.75,0.5212875,,,,1.0,,,1.0,1.0,6.0,,2.0,1.0,2.0,1.0,5.0,,,,,,,1.0,,,,6.0,1.0,1.0,0.3333333333333333,0.625,0.6,,,,,,,,,,0.5,1.0,1.0,,0.25,,,8.1,1.0,,,2.0,1.0,0.2,0.25,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,0.25,,,,,,,,,,,,,,,25.2,3.0,1.0,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,0.3333333333333333,0.5,,0.25,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2007,2006-07,True
101143-1499-2039-2545-2772,1610612753,"Travis Diener, Tony Battie, Keyon Dooling, Darko Milicic, Trevor Ariza","Diener, Battie, Dooling, Milicic, Ariza",101143-1499-2039-2545-2772,ORL,62.0,1,1.0,,3.0,2.0,,,5.0,,,,,,,,1.0,,,,,,116.1290322580645,11.666666666666666,13.5,11.666666666666666,13.0,,,1.0,0.5622,,,,,,,,,,,,,,,,,,1.0,2.0,,2.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,25.7,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2007,2006-07,True
101143-1499-2039-2586-2730,1610612753,"Travis Diener, Tony Battie, Keyon Dooling, Keith Bogans, Dwight Howard","Diener, Battie, Dooling, Bogans, Howard",101143-1499-2039-2586-2730,ORL,137.0,1,2.0,2.0,3.0,4.0,,4.0,7.0,1.0,,2.0,3.0,,,,,,,,,,73.57664233576642,20.0,19.25,20.0,19.25,0.3333333333333333,,0.6666666666666666,0.5453166666666667,,,,1.0,,,1.0,1.0,5.0,,2.0,1.0,2.0,1.0,5.0,,1.0,2.0,3.0,,3.0,,,,,5.0,1.0,1.0,0.5,0.8333333333333334,0.8333333333333334,1.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,0.3333333333333333,,,7.7,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,0.3333333333333333,,,1.0,,,,,,,,0.3333333333333333,1.0,1.0,1.0,24.4,3.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2007,2006-07,True
