EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyFtPoints,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefShortMidRangeReboundPct,PenaltyArc3FGA,PenaltyFG3A,PenaltyArc3Frequency,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,OffTwoPtRebounds,OffRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,SelfORebPct,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,ShortMidRangeFGA,Fg2aBlocked,OffThreePtRebounds,FG2APctBlocked,ShortMidRangePctBlocked,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,Corner3FGM,FG3M,PtsAssisted3s,ThreePtAssists,Corner3Assists,SecondChanceTurnovers,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,OffLongMidRangeReboundPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,NonHeaveArc3FGM,Arc3Assists,FTDefRebounds,LostBallOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,BlockedAtRim,SecondChanceFg3Pct,PenaltyFg3Pct,AtRimPctBlocked,DefFTReboundPct,DefAtRimReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,NonHeaveArc3Accuracy,SecondChanceArc3FGA,OffArc3ReboundPct,SecondChanceArc3Frequency,Offensive Fouls,PenaltyArc3FGM,ShortMidRangeAssists,Travels,3SecondViolations,ShortMidRangePctAssisted,PenaltyArc3Accuracy,Blocked3s,BlockedCorner3,StepOutOfBoundsTurnovers,BlockedLongMidRange,HeaveAttempts,PtsUnassisted3s,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,BlockedArc3,OffensiveGoaltends,SecondChanceArc3FGM,Clear Path Fouls,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LongMidRangePctBlocked,team_id,year,season,team_vs
101120-1630-1713-200766-2411,1610612751,"Antoine Wright, Mikki Moore, Vince Carter, Marcus Williams, Bostjan Nachbar","Wright, Moore, Carter, Williams, Nachbar",101120-1630-1713-200766-2411,NJN,401.0,4,7.0,1.0,15.0,14.0,2.0,2.0,29.0,2.0,3.0,4.0,4.0,2.0,6.0,7.0,2.0,1.0,13.0,12.0,1.0,1.0,2.0,8.0,4.0,2.0,4.0,4.0,1.0,3.0,8.0,1.0,4.0,5.0,5.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,5.0,1.0,1.0,2.0,1.0,7.0,2.0,2.0,1.0,13.0,2.0,2.0,1.0,0.6666666666666666,0.6666666666666666,0.8571428571428571,1.0,0.6666666666666666,1.0,0.65,1.0,0.2222222222222222,0.8,1.0,1.0,1.0,1.0,1.0,104.13965087281795,14.733333333333333,12.857142857142858,14.733333333333333,12.857142857142858,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.4444444444444444,1.0,1.0,0.75,0.2222222222222222,0.5555555555555556,0.4758611111111111,0.3094,0.1,0.125,0.15384615384615385,11.157142857142857,24.3,0.13333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2007,2006-07,False
101120-1630-1713-200767-2210,1610612751,"Antoine Wright, Mikki Moore, Vince Carter, Josh Boone, Richard Jefferson","Wright, Moore, Carter, Boone, Jefferson",101120-1630-1713-200767-2210,NJN,44.0,1,1.0,2.0,3.0,2.0,3.0,,5.0,,,,,,,,,2.0,2.0,,,,2.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,,,1.0,,2.0,,2.0,2.0,3.0,,,,,,,,1.0,1.0,,1.0,1.0,,0.5,,,163.63636363636365,1.0,20.5,1.0,19.0,,,,,,,,,,,,,,,1.0,,,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2007,2006-07,False
101120-1630-1713-200767-2411,1610612751,"Antoine Wright, Mikki Moore, Vince Carter, Josh Boone, Bostjan Nachbar","Wright, Moore, Carter, Boone, Nachbar",101120-1630-1713-200767-2411,NJN,61.0,1,1.0,-4.0,2.0,2.0,2.0,,4.0,,,,1.0,,,1.0,,,,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,2.0,1.0,,,2.0,,,,,,,,,,,,,,,,,94.42622950819673,14.0,16.5,14.0,16.5,,,,,1.0,,,,,,0.2735,0.2735,0.5,0.5,,15.8,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2007,2006-07,False
101120-1630-1713-200767-467,1610612751,"Antoine Wright, Mikki Moore, Vince Carter, Josh Boone, Jason Kidd","Wright, Moore, Carter, Boone, Kidd",101120-1630-1713-200767-467,NJN,78.0,1,1.0,-2.0,3.0,3.0,3.0,3.0,6.0,,,,,2.0,,,2.0,,,2.0,,,,,,2.0,,,,,,1.0,1.0,2.0,2.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,3.0,,,,,,,,,,1.0,,1.0,0.5,0.6666666666666666,1.0,0.5,110.76923076923076,9.0,17.0,9.0,12.666666666666666,,,,,,,,,1.0,1.0,0.48825,0.48825,,,,,24.65,1.0,,,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2007,2006-07,False
101120-1630-1713-2067-467,1610612751,"Antoine Wright, Mikki Moore, Vince Carter, Eddie House, Jason Kidd","Wright, Moore, Carter, House, Kidd",101120-1630-1713-2067-467,NJN,135.0,1,2.0,2.0,5.0,6.0,,,11.0,2.0,3.0,,,1.0,2.0,3.0,2.0,,4.0,2.0,,,,,4.0,1.0,,,,,,,3.0,3.0,4.0,1.0,1.0,,,,1.0,,1.0,,,,,1.0,1.0,,,2.0,,,,,,0.6666666666666666,,0.4,,0.4,,0.4,,0.75,,0.75,0.6666666666666666,,117.33333333333333,12.0,12.5,12.0,10.0,0.6,0.6666666666666666,0.6666666666666666,,,,,,0.2,1.0,0.61155,,,,,1.2,23.25,,,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.2,1.0,1.0,0.6564,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2007,2006-07,False
101120-1630-1713-2210-2215,1610612751,"Antoine Wright, Mikki Moore, Vince Carter, Richard Jefferson, Jason Collins","Wright, Moore, Carter, Jefferson, Collins",101120-1630-1713-2210-2215,NJN,125.0,2,2.0,,3.0,3.0,,,6.0,,1.0,,1.0,,,3.0,1.0,,,,,,,,,,,,,,,2.0,,2.0,4.0,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,0.25,,,1.0,1.0,,1.0,69.11999999999999,26.0,15.666666666666666,17.333333333333332,15.666666666666666,0.25,,,,0.25,,,,,0.5,0.4627375,,,,,9.666666666666666,23.2,,,,,,,,,,1.0,,1.0,1.0,,2.0,,,1.0,2.0,,,,,,0.3333333333333333,0.5,,,0.25,0.5,,0.5379,,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2007,2006-07,False
101120-1630-1713-2210-2411,1610612751,"Antoine Wright, Mikki Moore, Vince Carter, Richard Jefferson, Bostjan Nachbar","Wright, Moore, Carter, Jefferson, Nachbar",101120-1630-1713-2210-2411,NJN,409.0,3,7.0,-3.0,10.0,13.0,,1.0,23.0,1.0,1.0,2.0,4.0,1.0,3.0,5.0,3.0,4.0,13.0,16.0,,,,6.0,,1.0,3.0,4.0,1.0,2.0,9.0,1.0,2.0,3.0,4.0,1.0,1.0,,1.0,1.0,,,1.0,,,1.0,,3.0,,4.0,2.0,13.0,,,,1.0,1.0,0.6,,0.5625,,0.65,,0.375,1.0,1.0,1.0,1.0,1.0,1.0,80.97799511002445,17.2,18.23076923076923,16.1,18.23076923076923,0.125,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.125,0.5,0.47726875,,0.2,0.2857142857142857,,15.52,23.599999999999998,,,,,,1.0,,,,1.0,,,2.0,,,,,1.0,1.0,,,,,,0.5,0.25,,,0.25,,,,,,,,,,,,,,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2007,2006-07,False
101120-1630-1713-2210-467,1610612751,"Antoine Wright, Mikki Moore, Vince Carter, Richard Jefferson, Jason Kidd","Wright, Moore, Carter, Jefferson, Kidd",101120-1630-1713-2210-467,NJN,782.0,6,13.0,3.0,22.0,22.0,14.0,11.0,44.0,4.0,11.0,,3.0,2.0,5.0,16.0,3.0,5.0,21.0,18.0,4.0,8.0,15.0,6.0,4.0,2.0,3.0,5.0,3.0,,12.0,3.0,8.0,12.0,17.0,1.0,,1.0,1.0,1.0,2.0,,3.0,2.0,1.0,6.0,1.0,7.0,,9.0,4.0,15.0,15.0,14.0,1.0,0.6,0.6,0.3125,0.5,0.42105263157894735,0.6111111111111112,0.45652173913043476,0.625,0.15789473684210525,0.3333333333333333,0.6666666666666666,0.5,0.6111111111111112,1.0,0.5,81.0230179028133,15.772727272727273,19.772727272727273,14.181818181818182,17.40909090909091,0.5789473684210527,0.36363636363636365,0.4444444444444444,0.75,0.15789473684210525,,,,0.10526315789473684,0.7368421052631579,0.5237631578947368,0.4909666666666667,0.18181818181818182,0.21052631578947367,0.7142857142857143,4.6125,24.0,0.6363636363636364,4.0,,1.0,1.0,0.75,,1.0,,4.0,1.0,3.0,1.0,1.0,3.0,6.0,,5.0,5.0,1.0,1.0,0.3333333333333333,0.625,0.6,0.45454545454545453,0.4166666666666667,0.42857142857142855,0.1,0.05263157894736842,0.75,0.3333333333333333,0.6044,0.2857142857142857,2.0,2.0,,0.125,,,1.0,,0.5,0.10526315789473684,1.0,2.0,6.0,2.0,1.0,,4.0,1.0,4.0,3.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.75,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.18181818181818182,1.0,0.5714285714285714,0.5,0.5,0.5,0.5,1.0,1.0,0.25,1.0,1.0,0.4444444444444444,0.75,0.1111111111111111,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2007,2006-07,False
101120-1630-1713-2215-467,1610612751,"Antoine Wright, Mikki Moore, Vince Carter, Jason Collins, Jason Kidd","Wright, Moore, Carter, Collins, Kidd",101120-1630-1713-2215-467,NJN,276.0,2,5.0,1.0,9.0,8.0,,3.0,17.0,1.0,4.0,1.0,2.0,3.0,2.0,7.0,3.0,3.0,7.0,6.0,,,,4.0,,3.0,2.0,2.0,1.0,1.0,4.0,,2.0,2.0,5.0,2.0,2.0,,1.0,,,1.0,1.0,,,1.0,,3.0,1.0,4.0,2.0,6.0,,,,1.0,1.0,0.2857142857142857,,0.2,,0.2916666666666667,,0.3,1.0,0.5,,0.4,0.6666666666666666,,88.69565217391305,16.0,16.5,12.666666666666666,15.5,0.4,0.25,0.5,1.0,0.2,0.5,0.5,1.0,0.3,0.7,0.47502000000000005,,0.16666666666666666,0.2222222222222222,,7.914285714285714,24.900000000000002,,,,,,,,,,2.0,,,,,1.0,1.0,,2.0,3.0,,,,,0.16666666666666666,0.4,0.375,0.6666666666666666,,,,,0.415325,0.14285714285714285,1.0,2.0,1.0,0.2857142857142857,,0.3333333333333333,,,,0.1,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,1.0,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2007,2006-07,False
101120-1630-1713-2411-467,1610612751,"Antoine Wright, Mikki Moore, Vince Carter, Bostjan Nachbar, Jason Kidd","Wright, Moore, Carter, Nachbar, Kidd",101120-1630-1713-2411-467,NJN,301.0,5,5.0,6.0,9.0,7.0,2.0,,16.0,2.0,2.0,2.0,2.0,1.0,4.0,5.0,1.0,6.0,14.0,8.0,2.0,2.0,4.0,2.0,6.0,1.0,1.0,1.0,,1.0,2.0,2.0,1.0,3.0,5.0,,,,1.0,,1.0,1.0,2.0,,1.0,3.0,,6.0,,7.0,4.0,12.0,4.0,2.0,,0.25,0.25,0.8,1.0,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.6666666666666666,0.16666666666666666,0.5,1.0,0.6666666666666666,0.75,,0.5,76.54485049833887,16.666666666666668,21.571428571428573,16.333333333333332,21.428571428571427,0.3333333333333333,1.0,1.0,,0.3333333333333333,1.0,1.0,0.5,0.16666666666666666,0.5,0.49505,0.5483,0.4444444444444444,0.5,0.2857142857142857,7.959999999999999,24.1,0.2222222222222222,,,,,1.0,1.0,1.0,0.3333333333333333,2.0,1.0,1.0,,1.0,1.0,2.0,,1.0,2.0,,,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,0.14285714285714285,1.0,,1.0,,,1.0,1.0,,1.0,0.16666666666666666,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.3333333333333333,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2007,2006-07,False
