EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,FG2A,OpponentPoints,PenaltyFG2A,Fg2aBlocked,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,FG2APctBlocked,AtRimPctBlocked,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyOffPossPct,ShortMidRangeFGA,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,ShortMidRangeFrequency,Avg2ptShotDistance,DefThreePtRebounds,FTDefRebounds,BadPassTurnovers,PenaltyTurnovers,DefFTReboundPct,DefThreePtReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SecondChanceOffPoss,AtRimFGM,PenaltyAtRimFGM,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG3M,FG3A,FtPoints,Points,SecondChanceFG3A,PenaltyFG2M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,FTOffRebounds,OffRebounds,Steals,LostBallSteals,DeadBallTurnovers,SecondChanceTurnovers,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,LongMidRangePctBlocked,OffFTReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceCorner3Frequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,SecondChanceAtRimFGA,SecondChanceFG2A,PtsAssisted3s,HeaveAttempts,ThreePtAssists,Arc3Assists,OffTwoPtRebounds,BadPassOutOfBoundsTurnovers,Assisted3sPct,OffTwoPtReboundPct,OffAtRimReboundPct,DefCorner3ReboundPct,Arc3PctAssisted,SecondChanceAtRimFrequency,BadPassSteals,Offensive Fouls,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,ShortMidRangeAssists,SelfOReb,Technical Free Throw Trips,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,SelfORebPct,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChancePointsPct,Corner3FGM,PenaltyCorner3FGM,PenaltyFG3M,PenaltyFtPoints,Corner3Assists,StepOutOfBoundsTurnovers,Travels,Loose Ball Fouls,BlockedShortMidRange,3SecondViolations,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceArc3FGA,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Frequency,LostBallOutOfBoundsTurnovers,SecondChanceCorner3FGM,PenaltyArc3FGM,SecondChanceFG3M,Blocked3s,BlockedArc3,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,PenaltyArc3Accuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,OffensiveGoaltends,ThreePtShootingFoulsDrawnPct,BlockedCorner3,Corner3PctBlocked,BlockedLongMidRange,DefensiveGoaltends,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Clear Path Fouls,team_id,year,season,team_vs
101120-101148-1630-200766-200801,1610612751,"Antoine Wright, Mile Ilic, Mikki Moore, Marcus Williams, Hassan Adams","Wright, Ilic, Moore, Williams, Adams",101120-101148-1630-200766-200801,NJN,57.0,1,1.0,-4.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,101.05263157894737,16.0,12.5,16.0,11.5,1.0,1.0,1.0,0.5816,0.5816,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2007,2006-07,False
101120-101148-200766-200801-2067,1610612751,"Antoine Wright, Mile Ilic, Marcus Williams, Hassan Adams, Eddie House","Wright, Ilic, Williams, Adams, House",101120-101148-200766-200801-2067,NJN,88.0,1,1.0,-4.0,3.0,4.0,,,7.0,,,2.0,4.0,,,,,,,,114.54545454545455,15.666666666666666,10.25,15.666666666666666,10.25,,,,0.36805,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2007,2006-07,False
101120-101148-200766-200801-2411,1610612751,"Antoine Wright, Mile Ilic, Marcus Williams, Hassan Adams, Bostjan Nachbar","Wright, Ilic, Williams, Adams, Nachbar",101120-101148-200766-200801-2411,NJN,72.0,2,1.0,,3.0,3.0,3.0,3.0,6.0,,,,,,,,,3.0,,,120.0,17.333333333333332,6.666666666666667,17.333333333333332,6.666666666666667,,,,,,1.0,,1.0,3.0,3.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2007,2006-07,False
101120-1630-1713-200766-200801,1610612751,"Antoine Wright, Mikki Moore, Vince Carter, Marcus Williams, Hassan Adams","Wright, Moore, Carter, Williams, Adams",101120-1630-1713-200766-200801,NJN,511.0,4,9.0,7.0,19.0,18.0,7.0,9.0,37.0,6.0,2.0,13.0,17.0,5.0,1.0,2.0,4.0,7.0,0.07692307692307693,,104.26614481409001,13.263157894736842,14.38888888888889,12.578947368421053,14.0,0.3333333333333333,0.2857142857142857,0.6111111111111112,0.46166666666666667,0.39890714285714285,0.3684210526315789,2.0,2.0,5.0,8.0,2.0,,3.0,0.6666666666666666,0.4,0.5,0.3333333333333333,0.1111111111111111,8.492307692307692,1.0,2.0,2.0,1.0,1.0,1.0,,1.0,2.0,6.0,2.0,1.0,3.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,10.0,1.0,5.0,1.0,24.0,1.0,5.0,2.0,10.0,16.0,4.0,3.0,3.0,1.0,8.0,8.0,6.0,2.0,16.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,24.0,10.0,2.0,0.8,0.8,0.2,0.2,0.7692307692307693,1.0,0.6388888888888888,0.7142857142857143,0.631578947368421,0.625,0.2777777777777778,0.2,1.0,0.6666666666666666,0.3333333333333333,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.2777777777777778,0.6,0.75,0.6666666666666666,0.1111111111111111,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,0.14285714285714285,0.14285714285714285,0.3333333333333333,0.34875,0.10526315789473684,0.14285714285714285,0.4166666666666667,24.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2007,2006-07,False
101120-1630-1713-200766-2067,1610612751,"Antoine Wright, Mikki Moore, Vince Carter, Marcus Williams, Eddie House","Wright, Moore, Carter, Williams, House",101120-1630-1713-200766-2067,NJN,564.0,3,9.0,8.0,18.0,19.0,3.0,6.0,37.0,11.0,3.0,16.0,22.0,3.0,,3.0,3.0,3.0,,,94.46808510638297,14.777777777777779,15.68421052631579,14.444444444444445,15.421052631578947,0.5789473684210527,0.75,0.7368421052631579,0.5325388888888889,0.5968,0.16666666666666666,,5.0,7.0,9.0,1.0,1.0,2.0,0.5,1.0,0.8571428571428571,1.0,,6.09375,1.0,1.0,,,1.0,0.5,1.0,,2.0,9.0,3.0,,4.0,5.0,,,,1.0,3.0,1.0,13.0,1.0,3.0,1.0,30.0,,3.0,1.0,6.0,22.0,4.0,,2.0,1.0,11.0,12.0,8.0,3.0,25.0,1.0,,2.0,1.0,1.0,1.0,,3.0,1.0,,2.0,2.0,2.0,,,,,30.0,6.0,,0.8461538461538461,0.8461538461538461,0.3333333333333333,0.5,0.8125,1.0,0.7631578947368421,0.75,0.7894736842105263,0.75,0.15789473684210525,,,1.0,0.5,1.0,1.0,,0.8181818181818182,0.8181818181818182,0.8888888888888888,,,0.2631578947368421,0.8,0.8,0.75,,0.15789473684210525,0.3333333333333333,0.3333333333333333,,1.0,,0.25,0.5,0.5283,0.10526315789473684,0.125,0.2,41.800000000000004,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2007,2006-07,False
101120-1630-1713-200766-2210,1610612751,"Antoine Wright, Mikki Moore, Vince Carter, Marcus Williams, Richard Jefferson","Wright, Moore, Carter, Williams, Jefferson",101120-1630-1713-200766-2210,NJN,182.0,4,3.0,2.0,7.0,5.0,1.0,1.0,12.0,,,,3.0,,,1.0,3.0,1.0,,,94.94505494505495,16.428571428571427,13.4,16.428571428571427,13.4,,,1.0,0.5182125,0.39705,0.14285714285714285,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,2.0,,1.0,1.0,2.0,,,1.0,4.0,2.0,5.0,,,1.0,,,,3.0,2.0,1.0,,,,,,,,,1.0,,1.0,,4.0,,2.0,4.0,,2.0,,,,,5.0,,,,,0.25,0.25,,,0.375,,0.4166666666666667,,1.0,,,,,,,,,,,,,,,,,0.5,0.5,0.5,0.5,,,1.0,,0.5,,0.3333333333333333,1.0,,25.1,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2007,2006-07,False
101120-1630-1713-200766-2215,1610612751,"Antoine Wright, Mikki Moore, Vince Carter, Marcus Williams, Jason Collins","Wright, Moore, Carter, Williams, Collins",101120-1630-1713-200766-2215,NJN,1815.0,6,30.0,1.0,54.0,54.0,,,108.0,17.0,,44.0,58.0,,3.0,5.0,10.0,,0.06818181818181818,0.11764705882352941,85.68595041322314,17.12962962962963,16.48148148148148,16.01851851851852,15.833333333333334,0.34,,0.46,0.4889520408163265,,,6.0,11.0,17.0,25.0,3.0,1.0,8.0,0.375,0.7857142857142857,0.8095238095238095,0.6,0.12,9.788636363636364,6.0,,2.0,,,0.8571428571428571,1.0,1.0,8.0,9.0,,3.0,10.0,21.0,1.0,,,2.0,5.0,,22.0,2.0,6.0,9.0,59.0,,,,,28.0,16.0,3.0,5.0,2.0,14.0,15.0,4.0,8.0,31.0,1.0,1.0,8.0,7.0,3.0,5.0,1.0,12.0,,2.0,13.0,,5.0,1.0,1.0,1.0,1.0,49.0,,,0.6363636363636364,0.7368421052631579,0.3333333333333333,0.3333333333333333,0.5,,0.5,,0.5089285714285714,,0.12,,0.3333333333333333,0.25,0.2692307692307692,0.3333333333333333,0.8333333333333334,1.0,0.5294117647058824,0.6,0.4444444444444444,0.5,0.6,0.42,0.47619047619047616,0.47619047619047616,0.8,0.02,0.1,0.4,0.4,,,,,0.4,0.4969166666666667,0.09090909090909091,0.10204081632653061,,26.849999999999998,3.0,6.0,3.0,,1.0,1.0,6.0,3.0,0.5,0.2727272727272727,0.375,0.6666666666666666,0.5,0.5,4.0,2.0,2.0,4.0,2.0,10.0,6.0,2.0,1.0,2.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.7142857142857143,0.16666666666666666,0.3333333333333333,0.18181818181818182,0.043478260869565216,0.6666666666666666,0.6666666666666666,0.1694915254237288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2007,2006-07,False
101120-1630-1713-200766-2411,1610612751,"Antoine Wright, Mikki Moore, Vince Carter, Marcus Williams, Bostjan Nachbar","Wright, Moore, Carter, Williams, Nachbar",101120-1630-1713-200766-2411,NJN,1649.0,13,27.0,-10.0,55.0,54.0,7.0,15.0,109.0,19.0,,33.0,64.0,1.0,4.0,7.0,15.0,7.0,0.12121212121212122,0.21052631578947367,95.18496058217102,15.563636363636364,14.685185185185185,14.945454545454545,13.925925925925926,0.4318181818181818,,0.6818181818181818,0.5063079545454546,0.46485,0.12727272727272726,7.0,14.0,20.0,29.0,6.0,1.0,12.0,0.5,0.8235294117647058,0.76,0.75,0.1590909090909091,5.93030303030303,5.0,1.0,5.0,1.0,1.0,0.625,0.6,0.6666666666666666,8.0,9.0,,3.0,1.0,7.0,6.0,,1.0,2.0,5.0,1.0,13.0,5.0,11.0,13.0,54.0,,,2.0,8.0,12.0,14.0,,5.0,2.0,6.0,11.0,4.0,1.0,27.0,1.0,,9.0,2.0,1.0,6.0,,13.0,1.0,1.0,18.0,,7.0,3.0,1.0,3.0,2.0,44.0,8.0,,0.46153846153846156,0.5,0.45454545454545453,0.45454545454545453,0.3939393939393939,,0.4659090909090909,0.5,0.5094339622641509,0.5714285714285714,0.25,,,0.16666666666666666,0.36,,1.0,0.6666666666666666,0.47368421052631576,0.6,0.4444444444444444,0.42857142857142855,0.42857142857142855,0.1590909090909091,0.14285714285714285,0.14285714285714285,1.0,0.13636363636363635,0.11363636363636363,0.4,0.4,,,0.3333333333333333,0.3333333333333333,0.4,0.46714285714285714,0.13725490196078433,0.175,0.14814814814814814,24.154545454545453,4.0,8.0,15.0,,5.0,2.0,8.0,,1.0,0.42105263157894735,0.5,0.5,1.0,0.5,1.0,3.0,1.0,3.0,4.0,10.0,2.0,1.0,1.0,,2.0,,0.375,0.375,0.5,,0.6666666666666666,0.16666666666666666,0.047619047619047616,0.3333333333333333,0.25,0.18518518518518517,3.0,1.0,1.0,5.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,0.5,0.3333333333333333,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2007,2006-07,False
101120-1630-1713-200766-2420,1610612751,"Antoine Wright, Mikki Moore, Vince Carter, Marcus Williams, Nenad Krstic","Wright, Moore, Carter, Williams, Krstic",101120-1630-1713-200766-2420,NJN,1415.0,8,24.0,-2.0,44.0,44.0,14.0,15.0,88.0,13.0,4.0,23.0,39.0,10.0,5.0,3.0,8.0,14.0,0.21739130434782608,0.38461538461538464,89.55477031802121,16.954545454545453,15.204545454545455,16.227272727272727,13.409090909090908,0.37142857142857144,0.26666666666666666,0.7142857142857143,0.49623428571428574,0.45938666666666667,0.3181818181818182,3.0,13.0,20.0,24.0,6.0,2.0,9.0,0.6666666666666666,0.65,0.6785714285714286,0.6,0.08571428571428572,6.373913043478261,6.0,1.0,4.0,,1.0,0.75,0.75,0.6666666666666666,3.0,5.0,3.0,1.0,1.0,7.0,5.0,,2.0,4.0,7.0,3.0,7.0,6.0,12.0,5.0,37.0,1.0,4.0,5.0,13.0,6.0,8.0,6.0,7.0,4.0,3.0,7.0,1.0,1.0,18.0,1.0,,4.0,1.0,1.0,3.0,,10.0,,3.0,8.0,,2.0,1.0,,1.0,1.0,35.0,13.0,,0.42857142857142855,0.5,0.5,0.5,0.30434782608695654,0.4,0.45714285714285713,0.36666666666666664,0.47435897435897434,0.38235294117647056,0.34285714285714286,,,0.25,0.2,0.5,0.6363636363636364,1.0,0.38461538461538464,0.625,0.2,0.3333333333333333,0.3333333333333333,0.2,0.14285714285714285,0.14285714285714285,1.0,0.14285714285714285,0.2,0.5714285714285714,0.6666666666666666,,0.75,0.13333333333333333,0.2,0.5714285714285714,0.509,0.05405405405405406,0.08,0.35135135135135137,24.325,3.0,3.0,12.0,,4.0,2.0,3.0,1.0,0.6666666666666666,0.1875,,1.0,0.5,0.75,,,1.0,1.0,,2.0,2.0,1.0,1.0,,2.0,,0.3333333333333333,0.25,0.25,,0.5,0.3333333333333333,0.07142857142857142,1.0,0.3333333333333333,0.05405405405405406,2.0,1.0,1.0,2.0,2.0,,,2.0,1.0,1.0,2.0,0.2,,0.4,0.4,1.0,0.5,1.0,1.0,0.08333333333333333,0.14285714285714285,0.25,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2007,2006-07,False
101120-1630-1713-200766-361,1610612751,"Antoine Wright, Mikki Moore, Vince Carter, Marcus Williams, Clifford Robinson","Wright, Moore, Carter, Williams, Robinson",101120-1630-1713-200766-361,NJN,990.0,8,16.0,-13.0,31.0,29.0,14.0,11.0,60.0,4.0,2.0,16.0,37.0,8.0,2.0,2.0,6.0,14.0,0.125,0.25,87.27272727272727,17.516129032258064,15.413793103448276,17.516129032258064,15.0,0.18181818181818182,0.2222222222222222,0.45454545454545453,0.46631818181818185,0.4522666666666667,0.45161290322580644,3.0,8.0,9.0,9.0,3.0,1.0,6.0,0.5,0.6666666666666666,0.6923076923076923,0.3333333333333333,0.13636363636363635,12.83125,1.0,,2.0,3.0,,1.0,1.0,1.0,,3.0,1.0,2.0,4.0,9.0,3.0,,1.0,,3.0,,9.0,1.0,6.0,3.0,24.0,,3.0,1.0,11.0,10.0,8.0,,3.0,,5.0,6.0,3.0,1.0,13.0,,,,2.0,,3.0,,8.0,,,6.0,,1.0,1.0,,1.0,1.0,24.0,11.0,3.0,0.5555555555555556,0.5555555555555556,0.16666666666666666,0.16666666666666666,0.5625,0.375,0.4772727272727273,0.5,0.48,0.5,0.2727272727272727,,,,,,0.6,1.0,0.75,1.0,1.0,0.6666666666666666,1.0,0.4090909090909091,0.4444444444444444,0.4444444444444444,0.25,0.13636363636363635,0.13636363636363635,,,,0.5,0.1111111111111111,,,,0.043478260869565216,0.058823529411764705,0.4583333333333333,24.416666666666668,,,3.0,,1.0,,,,1.0,,,,,,2.0,,,,,,,1.0,,,2.0,,,,,0.3333333333333333,,,,0.5,,,1.0,1.0,1.0,2.0,1.0,,1.0,,1.0,,2.0,1.0,,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612751,2007,2006-07,False
