EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,DefPoss,PenaltyDefPoss,TotalPoss,Pace,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,Minutes,PlusMinus,OffPoss,SecondChanceOffPoss,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PtsAssisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,ThreePtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,AtRimFrequency,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffLongMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,ShortMidRangeFGM,SecondChanceFtPoints,OffThreePtRebounds,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,OffThreePtReboundPct,OffArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,TwoPtShootingFoulsDrawnPct,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Steals,BadPassSteals,FTDefRebounds,DefFTReboundPct,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,NonShootingPenaltyNonTakeFoulsDrawn,AtRimPctBlocked,OffAtRimReboundPct,DefShortMidRangeReboundPct,AtRimAssists,DefAtRimReboundPct,AtRimPctAssisted,PenaltyTurnovers,ShortMidRangeAssists,DefArc3ReboundPct,ShortMidRangePctAssisted,Corner3FGA,LostBallSteals,DeadBallTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,OffCorner3ReboundPct,Corner3Frequency,BlockedShortMidRange,SelfOReb,NonShootingPenaltyNonTakeFouls,SelfORebPct,SecondChanceAtRimPctAssisted,Offensive Fouls Drawn,Loose Ball Fouls,BlockedLongMidRange,RecoveredBlocks,BlocksRecoveredPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceFG3M,Corner3Assists,Offensive Fouls,3pt And 1 Free Throw Trips,SecondChanceFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,LostBallOutOfBoundsTurnovers,BadPassOutOfBoundsTurnovers,PenaltyCorner3FGM,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers,team_id,year,season,team_vs
101154-101182-1498-1913-1916,1610612764,"Andray Blatche, Donell Taylor, Antonio Daniels, Michael Ruffin, Calvin Booth","Blatche, Taylor, Daniels, Ruffin, Booth",101154-101182-1498-1913-1916,WAS,20.0,1,1,1.0,1,72.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2007,2006-07,False
101154-101182-1712-2427-2443,1610612764,"Andray Blatche, Donell Taylor, Antawn Jamison, Roger Mason Jr., Darius Songaila","Blatche, Taylor, Jamison, Mason Jr., Songaila",101154-101182-1712-2427-2443,WAS,222.0,1,7,,15,97.29729729729729,12.714285714285714,12.714285714285714,4.0,-5.0,8.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,3.0,5.0,10.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,0.16666666666666666,1.0,0.14285714285714285,0.5,0.3125,0.5,0.14285714285714285,0.16666666666666666,0.3333333333333333,1.0,0.5,0.4,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,1.0,16.625,15.625,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.5,0.5,1.0,0.14285714285714285,0.5,0.2857142857142857,0.4098,0.48795,0.125,0.5,0.4,10.816666666666668,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2007,2006-07,False
101154-101182-1913-2427-2553,1610612764,"Andray Blatche, Donell Taylor, Michael Ruffin, Roger Mason Jr., Jarvis Hayes","Blatche, Taylor, Ruffin, Mason Jr., Hayes",101154-101182-1913-2427-2553,WAS,47.0,1,2,2.0,3,91.91489361702128,16.5,16.5,1.0,2.0,1.0,1.0,1.0,,,1.0,,,1.0,2.0,,,2.0,,1.0,1.0,,2.0,,,,,,,,1.0,,1.0,1.0,1.0,2.0,,,,,,,,,,,,0.5,1.0,0.5,1.0,0.5,1.0,,,,,1.0,1.0,,1.0,1.0,,1.0,,14.0,14.0,0.5,,0.5,,,,,,0.5,0.5607,0.7581,,,1.0,10.3,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5607,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2007,2006-07,False
101154-1498-1712-1916-2052,1610612764,"Andray Blatche, Antonio Daniels, Antawn Jamison, Calvin Booth, DeShawn Stevenson","Blatche, Daniels, Jamison, Booth, Stevenson",101154-1498-1712-1916-2052,WAS,94.0,1,2,1.0,5,76.59574468085107,9.5,9.5,2.0,1.0,3.0,1.0,,2.0,,3.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,,1.0,,,,,,2.0,,1.0,1.0,3.0,4.0,,,,1.0,1.0,1.0,1.0,,,,,0.2,0.5,0.16666666666666666,0.3333333333333333,0.25,0.5,0.16666666666666666,,,,1.0,0.5,,1.0,0.6,,1.0,,25.0,17.333333333333332,,0.3333333333333333,0.5,,,,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.42792500000000006,0.48815000000000003,0.16666666666666666,,1.0,13.719999999999999,25.0,,,,,,,,,,2.0,2.0,,,,,,0.6666666666666666,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2007,2006-07,False
101154-1498-1712-1916-2427,1610612764,"Andray Blatche, Antonio Daniels, Antawn Jamison, Calvin Booth, Roger Mason Jr.","Blatche, Daniels, Jamison, Booth, Mason Jr.",101154-1498-1712-1916-2427,WAS,143.0,1,4,2.0,9,90.62937062937063,14.75,14.75,2.0,2.0,5.0,,,1.0,1.0,2.0,1.0,,1.0,3.0,1.0,2.0,7.0,5.0,,,,,2.0,1.0,,1.0,2.0,1.0,5.0,,,,,,,,,,1.0,1.0,1.0,2.0,,7.0,1.0,1.0,0.3333333333333333,,0.625,,0.7,,0.25,,,,,,,,,,,,16.8,16.8,,0.25,0.5,0.5,0.5,1.0,0.25,,0.25,0.41345,,0.2,,,15.933333333333332,25.2,5.0,,,,,,1.0,3.0,7.0,,,7.0,5.0,0.3333333333333333,0.625,0.7,,,,,,,,0.41345,1.0,1.0,,,,,1.0,,,,,0.25,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2007,2006-07,False
101154-1498-1712-2041-2052,1610612764,"Andray Blatche, Antonio Daniels, Antawn Jamison, Etan Thomas, DeShawn Stevenson","Blatche, Daniels, Jamison, Thomas, Stevenson",101154-1498-1712-2041-2052,WAS,149.0,1,5,,9,86.97986577181207,14.8,11.8,2.0,,4.0,,1.0,1.0,1.0,1.0,1.0,,2.0,3.0,1.0,,4.0,4.0,,,,,2.0,1.0,,1.0,1.0,1.0,2.0,,,2.0,2.0,,2.0,,,,,,1.0,,,4.0,0.5,0.5,0.6666666666666666,,0.5,,0.5,,0.25,,,,0.5,,,0.5,,,0.6666666666666666,,18.75,18.75,0.25,0.25,0.25,1.0,1.0,1.0,0.25,,0.5,0.4239625,,,,,8.200000000000001,25.8,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2007,2006-07,False
101154-1498-1712-2041-2427,1610612764,"Andray Blatche, Antonio Daniels, Antawn Jamison, Etan Thomas, Roger Mason Jr.","Blatche, Daniels, Jamison, Thomas, Mason Jr.",101154-1498-1712-2041-2427,WAS,72.0,1,3,,5,100.0,9.333333333333334,9.333333333333334,1.0,-5.0,2.0,,,,,2.0,,,,2.0,,,,5.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,22.0,,,1.0,,,,,,,0.3798,,,,,16.65,,2.0,,,,,,,2.0,,,,,2.0,,,,,,,,,,,0.3798,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2007,2006-07,False
101154-1498-1712-2052-2443,1610612764,"Andray Blatche, Antonio Daniels, Antawn Jamison, DeShawn Stevenson, Darius Songaila","Blatche, Daniels, Jamison, Stevenson, Songaila",101154-1498-1712-2052-2443,WAS,95.0,1,3,,5,75.78947368421053,15.0,15.0,2.0,-6.0,2.0,,,,,1.0,1.0,,,1.0,1.0,,,6.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,25.0,25.0,,,0.5,,,,0.5,,0.5,0.409975,,,,,16.0,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2007,2006-07,False
101154-1498-1712-2052-2553,1610612764,"Andray Blatche, Antonio Daniels, Antawn Jamison, DeShawn Stevenson, Jarvis Hayes","Blatche, Daniels, Jamison, Stevenson, Hayes",101154-1498-1712-2052-2553,WAS,77.0,1,2,,5,93.5064935064935,13.0,12.5,1.0,2.0,3.0,,1.0,,,1.0,,,1.0,2.0,,2.0,4.0,2.0,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,1.0,2.0,,4.0,,,0.5,,0.5,,0.6666666666666666,,,,,,1.0,,,0.5,,,1.0,,17.0,17.0,0.5,,0.5,,,,,,0.5,0.5228,,0.3333333333333333,,,9.0,,,1.0,,,,,,,,2.0,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2007,2006-07,False
101154-1498-1712-2427-2553,1610612764,"Andray Blatche, Antonio Daniels, Antawn Jamison, Roger Mason Jr., Jarvis Hayes","Blatche, Daniels, Jamison, Mason Jr., Hayes",101154-1498-1712-2427-2553,WAS,70.0,1,3,3.0,6,123.42857142857142,14.666666666666666,10.333333333333334,1.0,1.0,3.0,,,1.0,,,,,,1.0,,2.0,2.0,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,1.0,2.0,4.0,,2.0,,,,,,,0.3333333333333333,,,,,,,,,,,,,,8.666666666666666,8.666666666666666,,1.0,,,,,,,,0.395,,,,,13.6,,3.0,,,,,,,1.0,2.0,,,2.0,3.0,,,0.3333333333333333,,,,,,,,0.395,1.0,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2007,2006-07,False
