EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGA,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,TsPct,PenaltyTsPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,LongMidRangeFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,Corner3FGM,Corner3FGA,FG2M,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,PtsAssisted3s,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,AtRimFG3AFrequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGA,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG3A,PtsUnassisted2s,NonHeaveArc3FGA,PenaltyFg2Pct,PenaltyEfgPct,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,PenaltyTurnovers,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,LiveBallTurnoverPct,SecondChanceCorner3FGA,SecondChanceFG3A,OffThreePtRebounds,BadPassOutOfBoundsTurnovers,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceCorner3Frequency,PenaltyCorner3FGA,PtsUnassisted3s,PtsPutbacks,LostBallSteals,StepOutOfBoundsTurnovers,Travels,2pt And 1 Free Throw Trips,Blocked3s,BlockedCorner3,BlockedShortMidRange,OffensiveGoaltends,LongMidRangePctBlocked,DefCorner3ReboundPct,PenaltyCorner3Frequency,Arc3FGM,NonHeaveArc3FGM,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,Arc3Assists,Arc3PctAssisted,SelfOReb,SelfORebPct,FTOffRebounds,OffFTReboundPct,AtRimPctBlocked,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,HeaveAttempts,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,ThreePtShootingFoulsDrawn,DefensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceFg3Pct,OffCorner3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,BlockedArc3,BlockedLongMidRange,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Clear Path Fouls,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,team_id,year,season,team_vs
1904-2098-2416-406-56,1610612747,"Devean George, Slava Medvedenko, Kareem Rush, Shaquille O'Neal, Gary Payton","George, Medvedenko, Rush, O'Neal, Payton",1904-2098-2416-406-56,LAL,128.0,1,2.0,-3.0,4.0,4.0,4.0,8.0,2.0,1.0,3.0,2.0,2.0,5.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,0.25,0.25,1.0,1.0,1.0,90.0,20.25,11.75,20.25,11.75,0.6666666666666666,0.3333333333333333,0.3717333333333333,0.3717333333333333,1.0,9.299999999999999,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2004,2003-04,True
1904-2098-2416-406-965,1610612747,"Devean George, Slava Medvedenko, Kareem Rush, Shaquille O'Neal, Derek Fisher","George, Medvedenko, Rush, O'Neal, Fisher",1904-2098-2416-406-965,LAL,692.0,5,12.0,1.0,17.0,19.0,,36.0,10.0,7.0,19.0,2.0,18.0,17.0,,,,6.0,8.0,15.0,1.0,1.0,5.0,,13.0,,,0.3695652173913043,,0.8571428571428571,0.875,0.75,74.91329479768787,19.941176470588236,18.57894736842105,17.647058823529413,17.894736842105264,0.47619047619047616,0.3333333333333333,0.4493690476190476,,,10.826315789473684,,5.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,6.0,1.0,5.0,10.0,6.0,3.0,5.0,2.0,7.0,2.0,1.0,2.0,2.0,16.0,7.0,1.0,1.0,7.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2631578947368421,0.3333333333333333,0.38095238095238093,0.3333333333333333,0.35714285714285715,0.09523809523809523,0.15789473684210525,0.3,1.0,0.5,1.0,0.5,1.0,0.25,0.8,1.0,1.0,1.0,1.0,0.09523809523809523,0.5,0.5,1.0,0.2,0.2857142857142857,1.0,0.2857142857142857,0.2857142857142857,1.0,0.09523809523809523,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,0.19047619047619047,0.5070833333333333,0.08695652173913043,0.09523809523809523,0.2777777777777778,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2004,2003-04,True
1904-2098-2416-56-977,1610612747,"Devean George, Slava Medvedenko, Kareem Rush, Gary Payton, Kobe Bryant","George, Medvedenko, Rush, Payton, Bryant",1904-2098-2416-56-977,LAL,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2004,2003-04,True
1904-2098-252-56-977,1610612747,"Devean George, Slava Medvedenko, Karl Malone, Gary Payton, Kobe Bryant","George, Medvedenko, Malone, Payton, Bryant",1904-2098-252-56-977,LAL,125.0,1,2.0,1.0,3.0,3.0,3.0,6.0,,,2.0,,4.0,3.0,2.0,,4.0,1.0,1.0,1.0,,,,,4.0,4.0,3.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,69.11999999999999,17.0,24.666666666666668,17.0,17.666666666666668,,,0.5494333333333333,0.5494333333333333,1.0,,1.0,,2.0,2.0,,,,,,,2.0,,1.0,,,,,2.0,,,1.0,,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,0.5,0.5,,,,1.0,,0.6666666666666666,,,0.3333333333333333,,,,,,,,,,,,,,0.6666666666666666,1.0,1.0,0.5,,,,,,,,,,,,,,1.0,,,,,24.9,3.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2004,2003-04,True
1904-2098-252-965-977,1610612747,"Devean George, Slava Medvedenko, Karl Malone, Derek Fisher, Kobe Bryant","George, Medvedenko, Malone, Fisher, Bryant",1904-2098-252-965-977,LAL,193.0,1,3.0,-8.0,6.0,7.0,6.0,13.0,1.0,,3.0,2.0,4.0,12.0,3.0,2.0,4.0,1.0,1.0,1.0,,,2.0,,4.0,4.0,6.0,0.5,0.5,0.5,0.5,,96.99481865284974,17.666666666666668,12.428571428571429,17.666666666666668,12.428571428571429,0.3333333333333333,,0.45893333333333336,0.45893333333333336,1.0,1.4000000000000001,1.0,,1.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,0.3333333333333333,,0.3333333333333333,,,,,,,,,,,,,1.0,,,1.0,0.6666666666666666,0.5,0.5,,,,,,,,,,,,,,,0.6666666666666666,,0.25,0.25,,,7.0,1.0,2.0,,,1.0,,2.0,,0.3333333333333333,0.3333333333333333,,0.6666666666666666,0.5,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2004,2003-04,True
1904-2098-2567-56-977,1610612747,"Devean George, Slava Medvedenko, Brian Cook, Gary Payton, Kobe Bryant","George, Medvedenko, Cook, Payton, Bryant",1904-2098-2567-56-977,LAL,104.0,1,2.0,8.0,4.0,3.0,4.0,7.0,,1.0,3.0,2.0,8.0,,3.0,2.0,8.0,2.0,2.0,2.0,,,2.0,1.0,8.0,8.0,4.0,1.0,1.0,0.6666666666666666,0.6666666666666666,,96.92307692307692,6.25,26.333333333333332,6.25,23.333333333333332,,0.3333333333333333,0.5458333333333333,0.5458333333333333,1.0,6.666666666666667,1.0,,2.0,2.0,,,,1.0,,,3.0,,,,,,,4.0,,,2.0,,2.0,,1.0,,1.0,4.0,,,,,,,,2.0,,,,,,,,0.6666666666666666,0.6666666666666666,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,0.6666666666666666,1.0,1.0,0.5,,,,1.0,1.0,1.0,,,,,,,,0.6666666666666666,,,,,,,2.0,2.0,,,3.0,,2.0,,1.0,1.0,,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2004,2003-04,True
1904-2098-406-56-965,1610612747,"Devean George, Slava Medvedenko, Shaquille O'Neal, Gary Payton, Derek Fisher","George, Medvedenko, O'Neal, Payton, Fisher",1904-2098-406-56-965,LAL,388.0,2,6.0,-2.0,9.0,9.0,,18.0,2.0,5.0,7.0,1.0,7.0,9.0,,,,3.0,5.0,7.0,,,2.0,,7.0,,,0.35,,0.5,0.625,,66.80412371134021,23.11111111111111,20.0,21.333333333333332,19.555555555555557,0.2222222222222222,0.5555555555555556,0.41556666666666664,,,16.314285714285713,,1.0,,,,,1.0,2.0,,1.0,3.0,,2.0,,,,,4.0,,,2.0,,2.0,,,1.0,1.0,4.0,1.0,2.0,,2.0,2.0,2.0,,3.0,,,1.0,,,,,0.6666666666666666,0.6666666666666666,,,,0.42857142857142855,,0.3333333333333333,,,0.2222222222222222,,,,0.3333333333333333,1.0,0.4,,,0.5,0.5,0.5,1.0,,,,,,0.5,0.5,1.0,0.4,0.4,0.5,0.1111111111111111,,,,,,,0.2222222222222222,0.6366,0.1,0.125,,24.75,,,,1.0,,,,2.0,1.0,,,0.1111111111111111,,,,,,,,,,,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2004,2003-04,True
1904-2098-406-56-977,1610612747,"Devean George, Slava Medvedenko, Shaquille O'Neal, Gary Payton, Kobe Bryant","George, Medvedenko, O'Neal, Payton, Bryant",1904-2098-406-56-977,LAL,1552.0,6,26.0,-1.0,46.0,43.0,20.0,89.0,5.0,10.0,33.0,12.0,41.0,42.0,15.0,4.0,20.0,12.0,17.0,27.0,3.0,1.0,17.0,2.0,30.0,20.0,20.0,0.4270833333333333,0.47619047619047616,0.5714285714285714,0.5714285714285714,0.5,82.57731958762886,17.23913043478261,17.651162790697676,15.804347826086957,16.72093023255814,0.125,0.25,0.5081425,0.5277916666666667,0.4878048780487805,6.857575757575758,0.43478260869565216,11.0,9.0,18.0,4.0,8.0,,4.0,1.0,2.0,13.0,1.0,7.0,4.0,9.0,3.0,11.0,14.0,,1.0,7.0,,7.0,,5.0,,2.0,14.0,8.0,4.0,1.0,10.0,5.0,8.0,4.0,9.0,1.0,,7.0,4.0,2.0,5.0,2.0,0.5384615384615384,0.6363636363636364,,0.14285714285714285,0.14285714285714285,0.3939393939393939,0.4444444444444444,0.3625,0.4444444444444444,0.55,0.175,0.030303030303030304,,1.0,0.42105263157894735,0.5714285714285714,0.4,0.2222222222222222,0.4,0.8,0.375,0.7777777777777778,1.0,0.4,0.45,0.5,0.5,0.5555555555555556,,,,0.4,0.4444444444444444,0.5,0.05,0.5,0.5,,0.8888888888888888,0.5,0.5,0.625,0.5478875,0.15217391304347827,0.1794871794871795,0.2682926829268293,25.37142857142857,3.0,6.0,10.0,5.0,2.0,8.0,3.0,12.0,5.0,0.5333333333333333,0.4444444444444444,0.125,0.5555555555555556,0.6,0.1111111111111111,3.0,,3.0,2.0,2.0,,0.375,,,2.0,,0.3333333333333333,0.4,,1.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.1,0.25,0.05555555555555555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2004,2003-04,True
1904-2098-406-965-977,1610612747,"Devean George, Slava Medvedenko, Shaquille O'Neal, Derek Fisher, Kobe Bryant","George, Medvedenko, O'Neal, Fisher, Bryant",1904-2098-406-965-977,LAL,449.0,3,7.0,-4.0,13.0,13.0,2.0,26.0,2.0,3.0,7.0,5.0,14.0,18.0,1.0,2.0,4.0,4.0,4.0,4.0,,,6.0,1.0,14.0,4.0,2.0,0.5833333333333334,1.0,0.8,0.6666666666666666,1.0,83.38530066815144,15.153846153846153,19.384615384615383,15.153846153846153,17.53846153846154,0.2222222222222222,0.3333333333333333,0.47329999999999994,0.7738,0.2857142857142857,10.257142857142856,0.15384615384615385,,2.0,2.0,,,,1.0,,1.0,3.0,1.0,2.0,,,,,4.0,,1.0,2.0,,2.0,,1.0,,1.0,4.0,,,,,1.0,1.0,2.0,4.0,,,2.0,,,,,0.6666666666666666,0.6666666666666666,,0.5,0.5,0.42857142857142855,,0.5,,,0.2222222222222222,0.14285714285714285,0.5,,,,,,,,1.0,0.6666666666666666,,,0.2222222222222222,1.0,1.0,0.5,,,,0.3333333333333333,0.3333333333333333,1.0,0.1111111111111111,,,,,,,0.4444444444444444,,0.18181818181818182,0.2222222222222222,,23.45,2.0,1.0,1.0,1.0,,1.0,,2.0,1.0,1.0,1.0,0.1111111111111111,1.0,1.0,,,,,,,2.0,,,,,,,,,,3.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2004,2003-04,True
1904-2416-252-406-56,1610612747,"Devean George, Kareem Rush, Karl Malone, Shaquille O'Neal, Gary Payton","George, Rush, Malone, O'Neal, Payton",1904-2416-252-406-56,LAL,298.0,4,5.0,3.0,7.0,9.0,5.0,16.0,,3.0,3.0,4.0,9.0,6.0,2.0,4.0,7.0,4.0,6.0,7.0,,,4.0,1.0,9.0,7.0,5.0,0.6428571428571429,0.5833333333333334,1.0,0.8571428571428571,1.0,77.31543624161074,19.285714285714285,18.11111111111111,17.857142857142858,15.777777777777779,,0.6,0.42257999999999996,0.427575,0.7777777777777778,19.400000000000002,0.7142857142857143,1.0,,,,,,1.0,,,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,2.0,,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,,,0.5,0.5,0.3333333333333333,,0.5,,,0.4,,,,,0.6666666666666666,0.3333333333333333,,,,1.0,1.0,0.6666666666666666,1.0,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,0.4,0.3932,0.16666666666666666,0.25,,25.15,,,,2.0,2.0,,2.0,2.0,2.0,,0.375,0.4,,,0.5,1.0,,1.0,,,,1.0,,,1.0,,1.0,1.0,,,3.0,,,,,,,,,,,,,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2004,2003-04,True
