EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,PtsUnassisted2s,FirstChancePoints,Fg2Pct,EfgPct,TsPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,Corner3FGA,FG3A,FtPoints,OpponentPoints,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,SecondChanceTsPct,PenaltyTsPct,FG3APct,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,AtRimFrequency,Corner3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,SecondChanceFG2M,PenaltyFG3A,PtsAssisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,SelfOReb,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Loose Ball Fouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimAccuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,AtRimAssists,Steals,BadPassSteals,LostBallSteals,AtRimPctAssisted,ShortMidRangeFGM,Corner3FGM,SecondChanceCorner3FGA,SecondChanceFG3A,PtsAssisted3s,PtsPutbacks,ThreePtAssists,Corner3Assists,ShortMidRangeAssists,Assisted3sPct,OffLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,NonShootingFoulsDrawn,PenaltyAtRimFGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG2M,PenaltyFG3M,Arc3Assists,Offensive Fouls,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,SecondChanceFg3Pct,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,DefAtRimReboundPct,BlocksRecoveredPct,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,LostBallTurnovers,BlockedShortMidRange,OffensiveGoaltends,Defensive 3 Seconds Violations,LostBallOutOfBoundsTurnovers,FTOffRebounds,OffFTReboundPct,HeaveAttempts,Travels,2pt And 1 Free Throw Trips,DefensiveGoaltends,LongMidRangePctBlocked,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Blocked3s,BlockedCorner3,3SecondViolations,StepOutOfBoundsTurnovers,BlockedArc3,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked,Clear Path Fouls,team_id,year,season,team_vs
1032-1088-1112-1442-1497,1610612765,"Darvin Ham, Chucky Atkins, Ben Wallace, Zeljko Rebraca, Chauncey Billups","Ham, Atkins, Wallace, Rebraca, Billups",1032-1088-1112-1442-1497,DET,31.0,1,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,92.9032258064516,9.0,22.0,9.0,22.0,1.0,1.0,1.0,0.3995,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2004,2003-04,False
1032-1088-1112-1442-682,1610612765,"Darvin Ham, Chucky Atkins, Ben Wallace, Zeljko Rebraca, Bob Sura","Ham, Atkins, Wallace, Rebraca, Sura",1032-1088-1112-1442-682,DET,96.0,1,2.0,1.0,2.0,3.0,3.0,5.0,,1.0,,2.0,2.0,,1.0,,,0.125,75.0,24.0,16.0,17.0,9.0,0.3333333333333333,,,0.4883166666666667,8.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.3333333333333333,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5898,0.25,0.3333333333333333,0.5,0.5,22.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2004,2003-04,False
1032-1088-1112-1497-1888,1610612765,"Darvin Ham, Chucky Atkins, Ben Wallace, Chauncey Billups, Richard Hamilton","Ham, Atkins, Wallace, Billups, Hamilton",1032-1088-1112-1497-1888,DET,695.0,3,12.0,-4.0,21.0,23.0,1.0,44.0,2.0,7.0,3.0,16.0,14.0,4.0,8.0,0.1875,0.21428571428571427,0.2826086956521739,91.16546762589928,17.80952380952381,13.956521739130435,16.38095238095238,12.91304347826087,0.3333333333333333,0.2857142857142857,0.2857142857142857,0.45207380952380954,10.63125,3.0,6.0,5.0,3.0,2.0,1.0,5.0,5.0,18.0,3.0,4.0,6.0,2.0,2.0,2.0,2.0,4.0,,12.0,6.0,18.0,3.0,5.0,1.0,2.0,2.0,3.0,,0.6,0.25,0.23809523809523808,,0.3076923076923077,0.5,0.35294117647058826,0.5,,0.23809523809523808,0.047619047619047616,1.0,0.6666666666666666,0.47619047619047616,0.5241666666666667,0.08695652173913043,0.1111111111111111,0.42857142857142855,0.14285714285714285,25.82,0.14285714285714285,1.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,7.0,5.0,1.0,1.0,3.0,1.0,3.0,4.0,1.0,1.0,2.0,1.0,0.3333333333333333,0.3333333333333333,0.2,0.2,0.3333333333333333,0.3333333333333333,0.125,0.2,0.25,0.25,1.0,0.875,0.9230769230769231,0.5,0.6666666666666666,1.0,1.0,1.0,0.5,0.06666666666666667,0.2,0.25,0.19047619047619047,0.5,0.19047619047619047,0.25,0.25,0.3333333333333333,0.3333333333333333,0.25,0.5675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2004,2003-04,False
1032-1088-1112-1497-682,1610612765,"Darvin Ham, Chucky Atkins, Ben Wallace, Chauncey Billups, Bob Sura","Ham, Atkins, Wallace, Billups, Sura",1032-1088-1112-1497-682,DET,117.0,2,2.0,-1.0,5.0,4.0,1.0,9.0,,,1.0,1.0,4.0,,4.0,1.0,0.5,0.6666666666666666,110.76923076923077,10.6,16.0,10.6,15.25,,,,0.5223,2.0,1.0,,1.0,,,,1.0,2.0,5.0,,,,,,,,,,,,,1.0,2.0,,1.0,,1.0,,,,0.5,,,,,,,0.5,,,,1.0,0.4638,0.3333333333333333,0.5,,,23.8,0.2,1.0,,,,1.0,1.0,,,1.0,2.0,,1.0,,,1.0,1.0,,2.0,,,,1.0,,1.0,1.0,2.0,,,,,1.0,1.0,,,,,,,,0.5,,,,,,,,,,,1.0,1.0,,,0.5,,,,1.0,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2004,2003-04,False
1032-1088-1112-1497-722,1610612765,"Darvin Ham, Chucky Atkins, Ben Wallace, Chauncey Billups, Corliss Williamson","Ham, Atkins, Wallace, Billups, Williamson",1032-1088-1112-1497-722,DET,321.0,1,5.0,7.0,9.0,10.0,3.0,19.0,,1.0,5.0,9.0,15.0,6.0,9.0,0.5555555555555556,0.5416666666666666,0.5357142857142857,85.23364485981308,20.22222222222222,13.9,17.444444444444443,13.9,0.08333333333333333,,,0.4684041666666667,5.988888888888889,,4.0,4.0,3.0,,2.0,3.0,2.0,8.0,4.0,,6.0,,,,1.0,4.0,,2.0,5.0,7.0,1.0,4.0,,2.0,,,,0.6,,0.25,,1.0,0.5,0.8333333333333334,1.0,,0.3333333333333333,0.16666666666666666,0.6,,0.5833333333333334,,0.14285714285714285,0.18181818181818182,0.4,,25.0,,3.0,3.0,4.0,,1.0,,1.0,3.0,,4.0,,1.0,,,2.0,3.0,,7.0,2.0,,1.0,,,,,,,,,,0.4,1.0,0.3333333333333333,0.3333333333333333,0.75,0.6,,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,0.16666666666666666,0.75,0.75,0.3333333333333333,,0.08333333333333333,,,1.0,,,0.51055,,1.0,1.0,,,2.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2004,2003-04,False
1032-1088-1112-1497-922,1610612765,"Darvin Ham, Chucky Atkins, Ben Wallace, Chauncey Billups, Elden Campbell","Ham, Atkins, Wallace, Billups, Campbell",1032-1088-1112-1497-922,DET,32.0,1,1.0,1.0,1.0,1.0,,2.0,,1.0,,1.0,1.0,,1.0,,,0.25,90.0,17.0,15.0,16.0,15.0,1.0,,,0.4034,19.2,1.0,,,,,,,1.0,,,,,1.0,1.0,1.0,,1.0,,,1.0,1.0,,2.0,,,1.0,1.0,,,0.25,,,1.0,,1.0,,,,,,,,0.4034,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2004,2003-04,False
1032-1088-1112-1888-2246,1610612765,"Darvin Ham, Chucky Atkins, Ben Wallace, Richard Hamilton, Mehmet Okur","Ham, Atkins, Wallace, Hamilton, Okur",1032-1088-1112-1888-2246,DET,140.0,1,2.0,1.0,5.0,4.0,,9.0,,1.0,,4.0,3.0,,2.0,,,0.1875,92.57142857142857,15.6,15.5,13.6,14.5,0.16666666666666666,,,0.47080833333333333,11.15,,3.0,,,,2.0,2.0,3.0,2.0,1.0,1.0,1.0,,,,,3.0,,2.0,3.0,5.0,1.0,4.0,,2.0,,,,0.16666666666666666,,0.3333333333333333,,0.75,,0.5,,,,0.3333333333333333,,,0.3333333333333333,,0.25,0.3333333333333333,0.3333333333333333,,23.05,,,,3.0,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,0.25,,0.3333333333333333,,0.5,1.0,0.6666666666666666,0.6666666666666666,,0.5,,1.0,,,,,0.5,,,,,,,,0.53295,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2004,2003-04,False
1032-1088-1112-1888-2419,1610612765,"Darvin Ham, Chucky Atkins, Ben Wallace, Richard Hamilton, Tayshaun Prince","Ham, Atkins, Wallace, Hamilton, Prince",1032-1088-1112-1888-2419,DET,507.0,3,8.0,6.0,15.0,14.0,6.0,29.0,1.0,6.0,5.0,13.0,21.0,4.0,16.0,0.38461538461538464,0.5277777777777778,0.5526315789473685,82.36686390532545,17.0,18.0,13.866666666666667,17.071428571428573,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.4948916666666666,8.246153846153847,9.0,5.0,7.0,2.0,6.0,,5.0,2.0,15.0,3.0,,5.0,11.0,,12.0,1.0,5.0,,4.0,6.0,10.0,2.0,2.0,,1.0,12.0,9.0,,0.5,0.42857142857142855,0.2777777777777778,,0.625,0.5,0.6,1.0,,0.3888888888888889,,0.4,0.42857142857142855,0.6666666666666666,0.5068642857142857,0.05263157894736842,0.07142857142857142,0.23809523809523808,0.5714285714285714,25.74,0.6,4.0,1.0,,3.0,5.0,3.0,3.0,1.0,3.0,6.0,6.0,5.0,3.0,2.0,3.0,4.0,,9.0,1.0,3.0,,,,,1.0,1.0,,,,,0.6,0.75,0.6,0.6,0.3333333333333333,0.5,0.15384615384615385,0.2857142857142857,,,0.75,0.5,0.6666666666666666,,0.5,,0.6666666666666666,0.5,,,0.5714285714285714,0.8,,,0.2777777777777778,0.6,0.6,0.5,0.21428571428571427,0.6,0.52322,3.0,,,,0.75,,,,2.0,3.0,2.0,1.0,,,0.3333333333333333,0.4,,,,,,,,,3.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.6666666666666666,0.2727272727272727,0.42857142857142855,1.0,1.0,0.3333333333333333,0.4,0.5,1.0,0.5,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2004,2003-04,False
1032-1088-1112-1888-682,1610612765,"Darvin Ham, Chucky Atkins, Ben Wallace, Richard Hamilton, Bob Sura","Ham, Atkins, Wallace, Hamilton, Sura",1032-1088-1112-1888-682,DET,160.0,4,3.0,,4.0,6.0,4.0,10.0,,1.0,1.0,3.0,4.0,2.0,2.0,0.3333333333333333,0.25,0.4,90.0,21.5,12.333333333333334,17.25,12.333333333333334,0.25,,,0.45885,9.799999999999999,1.0,2.0,1.0,1.0,,1.0,1.0,2.0,4.0,1.0,,2.0,,2.0,2.0,,2.0,,3.0,2.0,5.0,1.0,2.0,,,2.0,1.0,,1.0,1.0,0.25,,1.0,,0.6666666666666666,,,0.25,0.25,1.0,,0.5,,,,0.5,0.5,23.4,0.25,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,1.0,2.0,,1.0,,,,1.0,1.0,,1.0,,,,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,0.25,,,,,1.0,,,0.5662,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2004,2003-04,False
1032-1088-1112-1888-722,1610612765,"Darvin Ham, Chucky Atkins, Ben Wallace, Richard Hamilton, Corliss Williamson","Ham, Atkins, Wallace, Hamilton, Williamson",1032-1088-1112-1888-722,DET,782.0,6,13.0,-2.0,24.0,25.0,9.0,49.0,3.0,6.0,10.0,21.0,26.0,12.0,22.0,0.47619047619047616,0.5227272727272727,0.5416666666666666,90.230179028133,17.083333333333332,14.88,16.458333333333332,14.4,0.2727272727272727,0.5,0.5,0.5016409090909091,7.133333333333334,18.0,3.0,11.0,3.0,7.0,,1.0,3.0,28.0,3.0,,4.0,14.0,3.0,18.0,,4.0,2.0,6.0,4.0,10.0,6.0,4.0,,,18.0,18.0,2.0,0.6666666666666666,0.5294117647058824,0.045454545454545456,1.0,0.4,,0.4,0.5,,0.5,,1.0,0.4666666666666667,0.5454545454545454,0.4871466666666667,,,0.15384615384615385,0.6923076923076923,25.9,0.75,6.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,8.0,,1.0,1.0,2.0,4.0,5.0,2.0,11.0,2.0,2.0,,4.0,,2.0,,4.0,1.0,4.0,1.0,,0.4,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.09523809523809523,,0.5,1.0,0.4,1.0,0.5714285714285714,,,,0.4,1.0,,,0.5454545454545454,0.5454545454545454,0.18181818181818182,0.6666666666666666,0.045454545454545456,1.0,1.0,0.6666666666666666,0.06666666666666667,1.0,0.5793333333333334,1.0,5.0,3.0,2.0,0.16666666666666666,1.0,,,,3.0,4.0,1.0,,1.0,1.0,0.6666666666666666,0.25,0.5,1.0,,,,,2.0,3.0,,,1.0,,6.0,1.0,1.0,,,,,,,,1.0,0.42857142857142855,0.5,,,1.0,,,,0.42857142857142855,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2004,2003-04,False
