EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Arc3Assists,DefThreePtRebounds,FTDefRebounds,Steals,BadPassSteals,LostBallTurnovers,Loose Ball Fouls,Offensive Fouls,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,DefThreePtReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceFtPoints,OffThreePtRebounds,Technical Free Throw Trips,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Fg3aBlocked,FTOffRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedShortMidRange,Defensive 3 Seconds Violations,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,OffArc3ReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,LongMidRangePctBlocked,OffensiveGoaltends,BlockedLongMidRange,3SecondViolations,DefensiveGoaltends,HeaveAttempts,StepOutOfBoundsTurnovers,Clear Path Fouls,Blocked3s,BlockedCorner3,Corner3PctBlocked,BlockedArc3,team_id,year,season,team_vs
124-1517-1710-1802-2222,1610612758,"Vlade Divac, Bobby Jackson, Mike Bibby, Brad Miller, Gerald Wallace","Divac, Jackson, Bibby, Miller, Wallace",124-1517-1710-1802-2222,SAC,497.0,2,8.0,10.0,17.0,16.0,6.0,2.0,2.0,33.0,5.0,6.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,8.0,12.0,2.0,2.0,7.0,29.0,19.0,2.0,3.0,4.0,3.0,4.0,2.0,8.0,10.0,6.0,6.0,2.0,5.0,2.0,7.0,2.0,2.0,1.0,2.0,16.0,2.0,4.0,4.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,7.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,25.0,8.0,6.0,0.625,0.7142857142857143,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.75,0.7857142857142857,0.6666666666666666,0.75,0.8529411764705882,0.6666666666666666,0.8,0.14285714285714285,0.5,0.6666666666666666,0.5,0.4444444444444444,0.5,1.0,0.5,0.6666666666666666,1.0,95.61368209255534,1.0,14.823529411764707,15.3125,14.176470588235293,13.5,0.42857142857142855,0.8333333333333334,0.8333333333333334,0.4,0.14285714285714285,0.5,0.5,1.0,0.2857142857142857,0.5,0.5,1.0,0.14285714285714285,1.0,1.0,1.0,0.6666666666666666,1.0,0.25,1.0,0.5714285714285714,0.5293249999999999,0.5522333333333334,0.454125,0.1875,0.21428571428571427,0.13793103448275862,0.27586206896551724,6.958333333333333,23.25,0.35294117647058826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2004,2003-04,False
124-1517-1710-1802-324,1610612758,"Vlade Divac, Bobby Jackson, Mike Bibby, Brad Miller, Anthony Peeler","Divac, Jackson, Bibby, Miller, Peeler",124-1517-1710-1802-324,SAC,893.0,4,15.0,1.0,29.0,28.0,6.0,14.0,1.0,57.0,6.0,9.0,,1.0,,,,3.0,3.0,5.0,,1.0,9.0,17.0,3.0,5.0,7.0,34.0,33.0,,2.0,,1.0,3.0,2.0,7.0,16.0,2.0,3.0,,8.0,1.0,9.0,,5.0,,3.0,19.0,2.0,5.0,12.0,2.0,14.0,3.0,1.0,2.0,,5.0,,1.0,10.0,9.0,1.0,5.0,,1.0,1.0,1.0,1.0,34.0,7.0,6.0,0.8888888888888888,0.8888888888888888,0.3333333333333333,0.6,0.6,0.5294117647058824,,0.3333333333333333,0.6136363636363636,,0.5,0.6538461538461539,,0.5833333333333334,0.22727272727272727,0.6,0.5555555555555556,0.25,0.6470588235294118,0.2,0.6666666666666666,,1.0,0.6,91.91489361702128,1.0,15.172413793103448,16.178571428571427,14.827586206896552,15.107142857142858,0.4090909090909091,0.6666666666666666,0.8571428571428571,0.8333333333333334,0.13636363636363635,,,,0.22727272727272727,0.6,0.6,1.0,0.045454545454545456,,,,0.5,,,,0.6363636363636364,0.4956068181818182,0.51855,0.42415,0.19230769230769232,0.23809523809523808,,0.20588235294117646,7.035294117647059,24.240000000000002,0.20689655172413793,3.0,4.0,1.0,2.0,1.0,2.0,6.0,4.0,3.0,3.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,0.5,0.17647058823529413,0.2222222222222222,0.3333333333333333,1.0,0.75,0.3333333333333333,0.6666666666666666,1.0,0.18181818181818182,0.75,0.75,0.3333333333333333,0.4,0.5,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2004,2003-04,False
124-1517-1710-1802-57,1610612758,"Vlade Divac, Bobby Jackson, Mike Bibby, Brad Miller, Doug Christie","Divac, Jackson, Bibby, Miller, Christie",124-1517-1710-1802-57,SAC,200.0,2,3.0,3.0,5.0,6.0,,3.0,3.0,11.0,2.0,3.0,,,,,,2.0,1.0,1.0,,1.0,3.0,6.0,,1.0,4.0,10.0,7.0,1.0,2.0,4.0,,,,,6.0,,,,3.0,,3.0,,2.0,,1.0,6.0,2.0,1.0,1.0,3.0,4.0,,,,,,,,1.0,4.0,,1.0,,,,,,6.0,,,1.0,1.0,,,,0.5,0.5,,0.42857142857142855,0.5,,0.5,0.6666666666666666,,0.14285714285714285,,0.5,0.6666666666666666,0.5,0.75,1.0,,1.0,,79.2,,17.8,18.5,15.2,17.5,0.42857142857142855,0.6666666666666666,1.0,1.0,0.2857142857142857,,,,0.14285714285714285,1.0,1.0,1.0,0.14285714285714285,,,,,,,,0.5714285714285714,0.5146785714285714,0.392,,0.125,0.14285714285714285,0.4,,4.8500000000000005,24.3,,,,,,,,,,,3.0,,,,1.0,1.0,,,,,,0.5,0.3333333333333333,1.0,,,,,,,,,,,,,2.0,1.0,2.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2004,2003-04,False
124-1517-1710-1802-978,1610612758,"Vlade Divac, Bobby Jackson, Mike Bibby, Brad Miller, Peja Stojakovic","Divac, Jackson, Bibby, Miller, Stojakovic",124-1517-1710-1802-978,SAC,6317.0,20,105.0,65.0,203.0,198.0,87.0,94.0,27.0,401.0,39.0,55.0,3.0,8.0,16.0,24.0,8.0,23.0,17.0,57.0,6.0,16.0,64.0,135.0,21.0,44.0,62.0,253.0,188.0,9.0,20.0,37.0,25.0,51.0,39.0,113.0,84.0,44.0,57.0,6.0,42.0,19.0,61.0,6.0,29.0,2.0,11.0,141.0,24.0,62.0,80.0,31.0,111.0,12.0,9.0,11.0,,23.0,8.0,21.0,40.0,73.0,8.0,23.0,16.0,7.0,6.0,7.0,6.0,216.0,113.0,87.0,0.65625,0.6885245901639344,0.9047619047619048,0.4772727272727273,0.4772727272727273,0.4740740740740741,0.45,0.49019607843137253,0.5335195530726257,0.5555555555555556,0.5285714285714286,0.5976190476190476,0.6206896551724138,0.6086956521739131,0.24581005586592178,0.5217391304347826,0.7209302325581395,0.3380281690140845,0.7128712871287128,0.3191489361702128,0.5,0.225,0.6666666666666666,0.7619047619047619,91.41047965806554,0.8571428571428571,14.980295566502463,16.545454545454547,14.088669950738916,15.621212121212121,0.30726256983240224,0.7090909090909091,0.78,0.7435897435897436,0.12849162011173185,0.34782608695652173,0.36363636363636365,0.25,0.31843575418994413,0.2982456140350877,0.2982456140350877,0.6470588235294118,0.0893854748603352,0.375,0.375,1.0,0.2962962962962963,0.375,0.34285714285714286,0.6666666666666666,0.553072625698324,0.5014972067039106,0.4978363636363637,0.5189821428571428,0.12371134020618557,0.15333333333333332,0.14624505928853754,0.44664031620553357,9.005925925925926,24.393181818181816,0.42857142857142855,15.0,28.0,5.0,11.0,8.0,19.0,6.0,28.0,15.0,6.0,13.0,10.0,8.0,20.0,13.0,3.0,5.0,3.0,7.0,0.42105263157894735,0.044444444444444446,0.09090909090909091,0.043478260869565216,0.8888888888888888,0.6666666666666666,0.72,0.9,0.2,0.1564245810055866,0.5357142857142857,0.5555555555555556,0.8666666666666667,0.15714285714285714,0.45454545454545453,0.5357142857142857,7.0,6.0,2.0,0.2608695652173913,0.4666666666666667,0.3,1.0,4.0,3.0,8.0,3.0,3.0,4.0,7.0,1.0,1.0,3.0,7.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,0.5714285714285714,0.022727272727272728,0.03571428571428571,0.2,0.23076923076923078,0.034482758620689655,0.3333333333333333,0.14814814814814814,0.25,1.0,0.1111111111111111,1.0,1.0,0.11428571428571428,0.375,0.022727272727272728,,,,,,,,,,,,,1610612758,2004,2003-04,False
124-1517-1710-2074-978,1610612758,"Vlade Divac, Bobby Jackson, Mike Bibby, Jabari Smith, Peja Stojakovic","Divac, Jackson, Bibby, Smith, Stojakovic",124-1517-1710-2074-978,SAC,68.0,1,1.0,,3.0,2.0,1.0,2.0,,5.0,,,,,,,1.0,2.0,,,,,1.0,2.0,,,,2.0,2.0,,,,,1.0,,,,2.0,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,,1.0,,,1.0,,,,,,,,,2.0,,1.0,,,,,,0.5,,,0.5,,,0.5,,,,1.0,,,1.0,,,,,,105.88235294117648,,16.0,10.0,16.0,10.0,,,,,1.0,0.5,0.5,,,,,,,,,,,,,,,0.33355,,0.2996,,,,,6.25,,0.3333333333333333,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2004,2003-04,False
124-1517-1710-2222-2443,1610612758,"Vlade Divac, Bobby Jackson, Mike Bibby, Gerald Wallace, Darius Songaila","Divac, Jackson, Bibby, Wallace, Songaila",124-1517-1710-2222-2443,SAC,326.0,2,5.0,4.0,9.0,9.0,5.0,,1.0,18.0,,,,,,,,1.0,4.0,7.0,,,4.0,8.0,,2.0,3.0,11.0,7.0,,2.0,,2.0,2.0,2.0,6.0,4.0,4.0,,,2.0,,2.0,,,,2.0,4.0,3.0,3.0,3.0,3.0,6.0,,,,,,,1.0,1.0,4.0,,1.0,1.0,1.0,1.0,1.0,,11.0,6.0,5.0,0.5,0.5,,,,0.5,,1.0,0.4,,0.5,0.4583333333333333,,0.6,0.2,,0.6,0.75,0.6,0.5,,0.6666666666666666,,1.0,79.50920245398773,,18.22222222222222,18.0,15.777777777777779,15.666666666666666,,,,,0.1,,,,0.7,0.5714285714285714,0.5714285714285714,0.5,,,,,,,,,0.2,0.44212999999999997,0.42735,0.50625,0.09090909090909091,0.1111111111111111,,0.5454545454545454,17.8625,24.35,0.5555555555555556,,2.0,,2.0,,2.0,,2.0,,,,,,1.0,1.0,,,,,,,,,,,0.6666666666666666,,,0.2,,,,0.5,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,1610612758,2004,2003-04,False
124-1517-1710-2222-763,1610612758,"Vlade Divac, Bobby Jackson, Mike Bibby, Gerald Wallace, Tony Massenburg","Divac, Jackson, Bibby, Wallace, Massenburg",124-1517-1710-2222-763,SAC,134.0,1,2.0,-7.0,4.0,5.0,4.0,4.0,1.0,9.0,1.0,1.0,,,1.0,1.0,,,,1.0,,1.0,1.0,2.0,,2.0,,2.0,9.0,,1.0,,1.0,2.0,,2.0,,2.0,,,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,,,1.0,1.0,2.0,3.0,,,,,,,,,2.0,2.0,4.0,,,,,,0.5,,0.5,0.25,,0.25,0.25,,0.25,0.5,1.0,1.0,,1.0,0.3333333333333333,,,,,96.71641791044776,,20.75,10.2,18.75,10.2,0.25,1.0,1.0,,,,,,0.25,,,,0.25,,,,,,0.25,1.0,0.75,0.520425,,0.520425,,,,1.0,9.8,24.6,1.0,,1.0,,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,0.25,,,,0.25,,,,1.0,,0.5,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,0.25,,,,,,,,,,,,,,,1610612758,2004,2003-04,False
124-1517-1710-2443-324,1610612758,"Vlade Divac, Bobby Jackson, Mike Bibby, Darius Songaila, Anthony Peeler","Divac, Jackson, Bibby, Songaila, Peeler",124-1517-1710-2443-324,SAC,30.0,1,,1.0,2.0,1.0,1.0,,1.0,3.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,144.0,,10.0,10.0,4.5,10.0,,,,,,,,,,,,,,,,,,,,,1.0,0.59385,,0.59385,,,,1.0,,24.9,0.5,,1.0,,1.0,,1.0,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2004,2003-04,False
124-1517-1710-2443-57,1610612758,"Vlade Divac, Bobby Jackson, Mike Bibby, Darius Songaila, Doug Christie","Divac, Jackson, Bibby, Songaila, Christie",124-1517-1710-2443-57,SAC,713.0,4,12.0,7.0,25.0,24.0,10.0,10.0,3.0,49.0,6.0,10.0,2.0,2.0,,2.0,1.0,2.0,1.0,7.0,,1.0,8.0,19.0,5.0,7.0,5.0,36.0,29.0,2.0,3.0,7.0,,4.0,4.0,10.0,10.0,6.0,12.0,2.0,5.0,4.0,9.0,,4.0,,1.0,22.0,4.0,4.0,6.0,4.0,10.0,3.0,2.0,,,3.0,3.0,2.0,3.0,7.0,2.0,2.0,2.0,,,,,29.0,10.0,10.0,0.625,0.7142857142857143,0.8,0.7142857142857143,0.7142857142857143,0.42105263157894735,0.6666666666666666,,0.5961538461538461,0.875,0.375,0.6428571428571429,0.875,0.5,0.2692307692307692,1.0,1.0,0.36363636363636365,0.625,0.3076923076923077,0.25,0.3333333333333333,,1.0,98.96213183730715,,13.12,16.041666666666668,12.0,15.25,0.38461538461538464,0.6,0.75,0.6666666666666666,0.07692307692307693,0.5,0.5,,0.2692307692307692,0.14285714285714285,0.14285714285714285,1.0,0.038461538461538464,,,,0.5,1.0,0.25,,0.6538461538461539,0.47507884615384616,0.5402625,0.4818875,0.07692307692307693,0.10526315789473684,0.19444444444444445,0.2777777777777778,7.905263157894736,25.2,0.4,5.0,6.0,2.0,3.0,2.0,4.0,3.0,6.0,5.0,2.0,4.0,1.0,1.0,2.0,,1.0,,,,0.5,0.10526315789473684,0.2,,0.5,0.25,1.0,0.3333333333333333,,0.23076923076923078,0.8333333333333334,0.8333333333333334,0.8,0.375,0.6666666666666666,0.8333333333333334,,,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,,,2.0,,,,,,,,1.0,,,,,,0.5,,,,0.25,1.0,,0.125,,,,,,,,,,,,,,,1610612758,2004,2003-04,False
124-1517-1710-2443-978,1610612758,"Vlade Divac, Bobby Jackson, Mike Bibby, Darius Songaila, Peja Stojakovic","Divac, Jackson, Bibby, Songaila, Stojakovic",124-1517-1710-2443-978,SAC,372.0,4,6.0,-3.0,11.0,12.0,,10.0,,23.0,4.0,5.0,,,,,2.0,2.0,,2.0,,1.0,6.0,9.0,,1.0,,12.0,15.0,,,,,,,,6.0,6.0,,,3.0,,3.0,,2.0,1.0,,6.0,,3.0,3.0,,3.0,,,1.0,,1.0,,3.0,4.0,,,,,1.0,1.0,1.0,,12.0,,,0.5,0.5,,,,0.6666666666666666,,,0.6,,,0.6,,,0.1,,0.42857142857142855,,0.42857142857142855,,,,0.4,,89.03225806451613,,16.272727272727273,16.083333333333332,16.272727272727273,14.416666666666666,0.5,0.8,1.0,0.5,0.2,1.0,1.0,0.5,0.2,,,,0.1,,,,,,,,0.6,0.47767,,,,,,,6.066666666666666,24.6,,,,,,,,,,,1.0,,,,2.0,1.0,,,,1.0,,0.1111111111111111,0.2,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2004,2003-04,False
