EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,DefensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceTurnovers,BlockedLongMidRange,BlockedShortMidRange,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,HeaveAttempts,3SecondViolations,LongMidRangePctBlocked,PenaltyCorner3Accuracy,Corner3PctBlocked,Blocked3s,BlockedArc3,OffensiveGoaltends,Clear Path Fouls,HeaveMakes,BlockedCorner3,team_id,year,season,team_vs
1715-1719-1899-2031-2200,1610612763,"Jason Williams, Bonzi Wells, James Posey, Stromile Swift, Pau Gasol","Williams, Wells, Posey, Swift, Gasol",1715-1719-1899-2031-2200,MEM,3768.0,18,63.0,-23.0,121.0,119.0,52.0,70.0,21.0,240,23.0,44.0,10.0,16.0,9.0,17.0,6.0,19.0,5.0,23.0,2.0,8.0,5.0,3.0,14.0,1.0,1.0,2.0,4.0,34.0,86.0,5.0,22.0,25.0,108.0,131.0,10.0,20.0,1.0,1.0,7.0,30.0,11.0,36.0,2.0,9.0,18.0,46.0,32.0,36.0,12.0,3.0,14.0,14.0,3.0,12.0,16.0,4.0,20.0,2.0,2.0,10.0,3.0,3.0,44.0,4.0,20.0,1.0,9.0,22.0,3.0,34.0,25.0,59.0,4.0,16.0,12.0,4.0,8.0,2.0,4.0,10.0,1.0,4.0,1.0,18.0,7.0,11.0,29.0,4.0,5.0,41.0,2.0,1.0,11.0,10.0,4.0,4.0,4.0,2.0,78.0,46.0,52.0,6.0,0.47058823529411764,0.5925925925925926,0.8,0.22727272727272727,1.0,0.2222222222222222,0.22727272727272727,0.3953488372093023,0.5,0.3055555555555556,0.38425925925925924,0.5476190476190477,0.3111111111111111,0.421259842519685,0.5769230769230769,0.39655172413793105,0.2037037037037037,0.13953488372093023,0.22727272727272727,0.10526315789473684,0.4444444444444444,1.0,0.125,0.5641025641025641,0.39215686274509803,0.5294117647058824,0.25,0.5535714285714286,0.3582089552238806,0.42857142857142855,0.46153846153846156,0.29411764705882354,0.2727272727272727,0.2,0.4782608695652174,0.5,0.875,0.4666666666666667,1.0,0.07272727272727272,91.71974522292994,0.5,16.074380165289256,15.319327731092438,15.082644628099173,14.6890756302521,0.4074074074074074,0.5227272727272727,0.6764705882352942,0.43478260869565216,0.17592592592592593,0.3157894736842105,0.35294117647058826,0.5,0.21296296296296297,0.21739130434782608,0.21739130434782608,0.6,0.07407407407407407,0.25,0.25,1.0,0.12962962962962962,0.21428571428571427,0.21428571428571427,0.6666666666666666,0.7619047619047619,0.625,0.2,0.047619047619047616,1.0,0.37777777777777777,0.5294117647058824,0.1111111111111111,0.08888888888888889,0.5,0.6111111111111112,0.21428571428571427,0.5062018518518518,0.5382631578947369,0.49632333333333334,0.09401709401709402,0.11578947368421053,0.2777777777777778,0.42592592592592593,6.556976744186046,24.44090909090909,0.4297520661157025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2004,2003-04,True
1715-1719-1899-2031-2203,1610612763,"Jason Williams, Bonzi Wells, James Posey, Stromile Swift, Shane Battier","Williams, Wells, Posey, Swift, Battier",1715-1719-1899-2031-2203,MEM,414.0,3,7.0,12.0,17.0,15.0,17.0,14.0,,32,3.0,4.0,,,3.0,4.0,,,4.0,4.0,,,,2.0,3.0,,,2.0,3.0,7.0,8.0,2.0,3.0,7.0,27.0,15.0,,,,,,,7.0,8.0,2.0,3.0,7.0,27.0,8.0,6.0,3.0,3.0,,3.0,2.0,,4.0,1.0,5.0,1.0,,2.0,,2.0,11.0,,,,2.0,2.0,,4.0,,4.0,,3.0,2.0,1.0,2.0,,2.0,,,,,2.0,2.0,,5.0,1.0,,8.0,,,2.0,2.0,,,,,27.0,27.0,17.0,4.0,0.5714285714285714,0.5714285714285714,0.5,0.6666666666666666,,0.6666666666666666,0.6666666666666666,0.875,,0.875,0.9090909090909091,,0.9090909090909091,0.9,,0.9,0.2727272727272727,,,,1.0,,,0.6666666666666666,,1.0,,0.8,,,,,,,1.0,1.0,,1.0,,,111.30434782608695,,11.352941176470589,14.733333333333333,11.352941176470589,14.733333333333333,0.36363636363636365,0.75,0.75,0.6666666666666666,,,,,0.36363636363636365,1.0,1.0,0.5,,,,,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.5,,,,,,0.36363636363636365,0.75,,0.2727272727272727,0.6666666666666666,0.6363636363636364,0.6666666666666666,0.5196363636363637,,0.5196363636363637,0.15384615384615385,0.2,,1.0,8.6,25.599999999999998,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2004,2003-04,True
1715-1719-1899-2031-448,1610612763,"Jason Williams, Bonzi Wells, James Posey, Stromile Swift, Bo Outlaw","Williams, Wells, Posey, Swift, Outlaw",1715-1719-1899-2031-448,MEM,444.0,2,7.0,8.0,12.0,11.0,,,2.0,23,4.0,5.0,2.0,2.0,,,2.0,3.0,1.0,2.0,,,,1.0,3.0,,,,,7.0,10.0,1.0,3.0,1.0,18.0,10.0,2.0,2.0,,,,4.0,,,,,,,4.0,10.0,,3.0,4.0,3.0,1.0,,2.0,,2.0,,,2.0,,,4.0,,2.0,,1.0,1.0,1.0,3.0,2.0,5.0,,2.0,2.0,,,,,,,,,,,1.0,2.0,,,2.0,,,1.0,,,,,,14.0,,,,0.2857142857142857,0.4,,0.3333333333333333,,,0.3333333333333333,0.7,1.0,,0.6538461538461539,1.0,,0.6428571428571429,1.0,,0.23076923076923078,,,,,1.0,,0.16666666666666666,0.6666666666666666,1.0,,0.2857142857142857,0.4,,1.0,1.0,,,,,0.5,,1.0,,74.5945945945946,,17.333333333333332,21.454545454545453,17.0,20.545454545454547,0.38461538461538464,0.8,0.8,0.5,0.23076923076923078,0.6666666666666666,0.6666666666666666,,0.15384615384615385,0.5,0.5,,,,,,0.23076923076923078,0.3333333333333333,0.3333333333333333,,1.0,1.0,,,,,,,,,0.6153846153846154,0.3333333333333333,0.49296923076923077,0.5115,,0.07142857142857142,0.09090909090909091,0.2222222222222222,,5.55,24.900000000000002,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2004,2003-04,True
1715-1719-1899-2031-953,1610612763,"Jason Williams, Bonzi Wells, James Posey, Stromile Swift, Lorenzen Wright","Williams, Wells, Posey, Swift, Wright",1715-1719-1899-2031-953,MEM,267.0,2,4.0,2.0,10.0,9.0,6.0,,,19,2.0,3.0,,,,1.0,,1.0,3.0,4.0,,,,,1.0,,,,,5.0,8.0,,1.0,,10.0,8.0,,,,,,,3.0,6.0,,,,6.0,6.0,4.0,,,,1.0,,1.0,3.0,,3.0,,,1.0,,2.0,6.0,,,,1.0,2.0,,3.0,,3.0,,1.0,,1.0,,,,1.0,1.0,,,1.0,,,1.0,,,1.0,1.0,,1.0,,,,,,10.0,6.0,6.0,,0.6,0.6,,,,,,0.625,,0.5,0.5555555555555556,,0.5,0.5555555555555556,,0.5,0.1111111111111111,0.125,0.3333333333333333,,,,,1.0,,1.0,,1.0,,,,,,,1.0,,1.0,1.0,,,102.47191011235955,,14.5,13.555555555555555,14.5,13.555555555555555,0.3333333333333333,0.6666666666666666,1.0,0.5,0.1111111111111111,,,,0.4444444444444444,0.75,0.75,0.6666666666666666,,,,,0.1111111111111111,,,,,,,,,0.16666666666666666,,,,,0.4444444444444444,,0.48475555555555555,,0.4411333333333333,0.1111111111111111,0.125,,0.6,10.9625,24.8,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2004,2003-04,True
1715-1719-1899-2054-2200,1610612763,"Jason Williams, Bonzi Wells, James Posey, Jake Tsakalidis, Pau Gasol","Williams, Wells, Posey, Tsakalidis, Gasol",1715-1719-1899-2054-2200,MEM,4583.0,8,76.0,21.0,146.0,145.0,7.0,20.0,14.0,291,32.0,49.0,4.0,7.0,1.0,1.0,10.0,22.0,17.0,37.0,3.0,4.0,,4.0,16.0,,4.0,,1.0,59.0,108.0,7.0,20.0,22.0,161.0,140.0,4.0,7.0,1.0,5.0,2.0,13.0,2.0,4.0,,1.0,3.0,7.0,72.0,46.0,15.0,6.0,4.0,16.0,4.0,3.0,36.0,5.0,41.0,2.0,3.0,19.0,7.0,10.0,87.0,2.0,12.0,1.0,12.0,46.0,2.0,60.0,15.0,75.0,4.0,12.0,9.0,3.0,15.0,2.0,9.0,10.0,4.0,6.0,,25.0,,15.0,24.0,1.0,1.0,33.0,8.0,1.0,20.0,,11.0,6.0,11.0,5.0,148.0,7.0,7.0,1.0,0.6101694915254238,0.631578947368421,0.7142857142857143,0.35,0.2,,0.35,0.5462962962962963,0.5714285714285714,0.5,0.54296875,0.4583333333333333,0.4,0.575,0.5,0.5,0.15625,0.027777777777777776,0.061224489795918366,,0.6,1.0,0.2,0.7076923076923077,0.25,0.8,0.16666666666666666,0.725,0.23333333333333334,0.375,0.16666666666666666,0.2,0.18181818181818182,,0.7391304347826086,0.5789473684210527,0.782608695652174,0.8461538461538461,0.5,0.07017543859649122,91.43355880427667,0.45454545454545453,15.486301369863014,16.013793103448275,14.82876712328767,15.448275862068966,0.3828125,0.6530612244897959,0.6956521739130435,0.59375,0.171875,0.45454545454545453,0.45454545454545453,0.7,0.2890625,0.4594594594594595,0.4594594594594595,0.5882352941176471,0.03125,0.75,0.75,1.0,0.125,0.25,0.25,0.5,0.5833333333333334,0.5714285714285714,,0.3333333333333333,,0.2,1.0,,0.2,,0.5390625,0.25,0.50679453125,0.538535,0.46963999999999995,0.14285714285714285,0.16666666666666666,0.08074534161490683,0.043478260869565216,8.150925925925925,24.93,0.04794520547945205,2.0,2.0,1.0,1.0,2.0,1.0,4.0,0.08333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1610612763,2004,2003-04,True
1715-1719-1899-2054-2203,1610612763,"Jason Williams, Bonzi Wells, James Posey, Jake Tsakalidis, Shane Battier","Williams, Wells, Posey, Tsakalidis, Battier",1715-1719-1899-2054-2203,MEM,16.0,1,,,,1.0,,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,16.0,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2004,2003-04,True
1715-1719-1899-2054-448,1610612763,"Jason Williams, Bonzi Wells, James Posey, Jake Tsakalidis, Bo Outlaw","Williams, Wells, Posey, Tsakalidis, Outlaw",1715-1719-1899-2054-448,MEM,153.0,2,3.0,2.0,5.0,4.0,3.0,1.0,2.0,9,1.0,2.0,,,,1.0,1.0,2.0,,1.0,,,,,1.0,,1.0,,1.0,2.0,5.0,,1.0,,4.0,2.0,1.0,1.0,,1.0,,2.0,1.0,3.0,,1.0,,2.0,4.0,,,,,1.0,,2.0,2.0,,2.0,,,1.0,1.0,,4.0,,1.0,1.0,,3.0,,3.0,2.0,5.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,3.0,,1.0,1.0,,,,,,0.4,1.0,0.3333333333333333,0.3333333333333333,0.5,0.25,0.3333333333333333,0.5,0.25,0.16666666666666666,0.4,0.5,0.5,,,1.0,1.0,0.5,,,1.0,0.3333333333333333,1.0,,,,,1.0,1.0,1.0,,,,84.70588235294119,1.0,18.2,15.5,16.8,15.5,0.3333333333333333,0.5,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,0.16666666666666666,,,,,,,,0.16666666666666666,,,,,,,0.5,,0.25,,,0.25,,0.5,,0.4446666666666667,0.44315,0.44535,,,0.5,0.5,7.5,25.1,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2004,2003-04,True
1715-1719-1899-2200-2203,1610612763,"Jason Williams, Bonzi Wells, James Posey, Pau Gasol, Shane Battier","Williams, Wells, Posey, Gasol, Battier",1715-1719-1899-2200-2203,MEM,1692.0,11,28.0,2.0,63.0,61.0,36.0,42.0,12.0,124,14.0,23.0,3.0,5.0,4.0,12.0,4.0,8.0,6.0,11.0,2.0,3.0,1.0,3.0,13.0,1.0,2.0,2.0,7.0,24.0,42.0,5.0,16.0,10.0,73.0,71.0,3.0,7.0,2.0,3.0,2.0,14.0,9.0,24.0,2.0,8.0,8.0,32.0,26.0,22.0,15.0,,6.0,13.0,3.0,5.0,13.0,5.0,18.0,3.0,2.0,5.0,3.0,5.0,41.0,4.0,9.0,,3.0,9.0,6.0,18.0,13.0,31.0,1.0,3.0,1.0,2.0,6.0,1.0,2.0,3.0,,4.0,,9.0,5.0,8.0,25.0,,1.0,14.0,,,3.0,4.0,3.0,3.0,3.0,2.0,59.0,32.0,36.0,15.0,0.5416666666666666,0.6190476190476191,1.0,0.3125,0.6666666666666666,0.25,0.3125,0.5714285714285714,0.42857142857142855,0.375,0.5431034482758621,0.6,0.375,0.5615384615384615,0.5833333333333334,0.42105263157894735,0.27586206896551724,0.11904761904761904,0.21739130434782608,,0.6666666666666666,0.8571428571428571,,0.6428571428571429,0.5,0.6,0.36363636363636365,0.631578947368421,0.4482758620689655,0.3333333333333333,0.75,0.6,0.4,,0.6,0.8333333333333334,0.3333333333333333,0.5,1.0,0.041666666666666664,105.53191489361703,0.6666666666666666,13.301587301587302,14.0,12.396825396825397,13.262295081967213,0.39655172413793105,0.6086956521739131,0.7777777777777778,0.35714285714285715,0.13793103448275862,0.5,0.5,0.75,0.1896551724137931,0.5454545454545454,0.5454545454545454,0.8333333333333334,0.05172413793103448,0.6666666666666666,0.6666666666666666,1.0,0.22413793103448276,0.23076923076923078,0.23076923076923078,1.0,0.5,0.6,,0.2,0.5,0.375,0.3333333333333333,0.03125,0.21875,0.2857142857142857,0.6724137931034483,0.23076923076923078,0.49365603448275863,0.50469375,0.462415625,0.04918032786885246,0.06666666666666667,0.1917808219178082,0.4383561643835616,6.904761904761905,24.8625,0.5714285714285714,,,1.0,1.0,1.0,,,0.1,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1610612763,2004,2003-04,True
1715-1719-1899-2200-448,1610612763,"Jason Williams, Bonzi Wells, James Posey, Pau Gasol, Bo Outlaw","Williams, Wells, Posey, Gasol, Outlaw",1715-1719-1899-2200-448,MEM,3823.0,15,64.0,-2.0,112.0,116.0,48.0,51.0,22.0,228,28.0,45.0,6.0,7.0,12.0,17.0,7.0,19.0,11.0,23.0,,1.0,,1.0,11.0,1.0,4.0,,4.0,46.0,87.0,1.0,12.0,20.0,115.0,117.0,10.0,13.0,1.0,4.0,8.0,31.0,22.0,38.0,,4.0,9.0,53.0,50.0,42.0,3.0,,10.0,11.0,1.0,11.0,25.0,1.0,26.0,1.0,,16.0,1.0,8.0,53.0,6.0,18.0,,9.0,28.0,2.0,39.0,24.0,63.0,1.0,13.0,7.0,6.0,17.0,5.0,10.0,9.0,1.0,7.0,1.0,26.0,10.0,12.0,31.0,2.0,2.0,26.0,1.0,1.0,10.0,3.0,6.0,4.0,6.0,5.0,84.0,53.0,48.0,3.0,0.5434782608695652,0.6097560975609756,1.0,0.08333333333333333,0.25,,0.08333333333333333,0.5287356321839081,0.7692307692307693,0.5789473684210527,0.4797979797979798,0.6764705882352942,0.5238095238095238,0.5135135135135135,0.7045454545454546,0.5520833333333334,0.12121212121212122,0.12643678160919541,0.13333333333333333,0.2631578947368421,0.6538461538461539,1.0,,0.8,0.43902439024390244,0.6,0.5454545454545454,0.74,0.46153846153846156,0.5294117647058824,0.4166666666666667,0.3333333333333333,0.6,,0.6923076923076923,0.8333333333333334,0.875,0.45454545454545453,1.0,0.025,85.88019879675647,0.8333333333333334,16.732142857142858,16.801724137931036,16.044642857142858,15.775862068965518,0.45454545454545453,0.6222222222222222,0.717948717948718,0.5714285714285714,0.1919191919191919,0.3684210526315789,0.5,0.14285714285714285,0.23232323232323232,0.4782608695652174,0.4782608695652174,0.7272727272727273,0.010101010101010102,,,,0.1111111111111111,0.09090909090909091,0.1,1.0,0.4117647058823529,0.8571428571428571,0.16666666666666666,0.23529411764705882,0.25,0.40476190476190477,0.7058823529411765,,0.09523809523809523,,0.5757575757575758,0.09090909090909091,0.49743838383838385,0.5550961538461539,0.48106666666666664,0.09259259259259259,0.10416666666666667,0.26956521739130435,0.4608695652173913,6.7459770114942526,24.941666666666666,0.42857142857142855,,1.0,,,2.0,1.0,1.0,,,,1.0,1.0,0.08333333333333333,0.09090909090909091,,,,,,,,,,,,,,,,,1610612763,2004,2003-04,True
1715-1719-1899-2200-953,1610612763,"Jason Williams, Bonzi Wells, James Posey, Pau Gasol, Lorenzen Wright","Williams, Wells, Posey, Gasol, Wright",1715-1719-1899-2200-953,MEM,10462.0,21,174.0,-3.0,326.0,328.0,40.0,55.0,53.0,654,70.0,119.0,16.0,27.0,7.0,10.0,28.0,69.0,28.0,71.0,1.0,9.0,1.0,12.0,36.0,,1.0,3.0,7.0,126.0,259.0,13.0,45.0,52.0,343.0,346.0,24.0,50.0,,3.0,9.0,57.0,10.0,21.0,3.0,8.0,12.0,41.0,126.0,126.0,30.0,9.0,28.0,36.0,12.0,23.0,63.0,10.0,73.0,9.0,1.0,29.0,16.0,18.0,156.0,9.0,54.0,,23.0,85.0,5.0,113.0,63.0,176.0,7.0,32.0,22.0,10.0,24.0,8.0,16.0,28.0,4.0,8.0,3.0,52.0,8.0,26.0,79.0,5.0,6.0,79.0,9.0,2.0,35.0,6.0,26.0,13.0,26.0,15.0,286.0,41.0,40.0,10.0,0.5,0.5625,0.7692307692307693,0.28888888888888886,,0.375,0.28888888888888886,0.4864864864864865,0.48,0.47619047619047616,0.4786184210526316,0.4528301886792453,0.5,0.5089020771513353,0.49137931034482757,0.5694444444444444,0.14802631578947367,0.0888030888030888,0.15126050420168066,0.07246376811594203,0.46153846153846156,0.7142857142857143,,0.6692913385826772,0.40601503759398494,0.6571428571428571,0.2903225806451613,0.6666666666666666,0.38414634146341464,0.42857142857142855,0.36585365853658536,0.4186046511627907,0.2608695652173913,0.375,0.5306122448979592,0.7111111111111111,0.8181818181818182,0.7083333333333334,0.5454545454545454,0.05,90.01720512330338,0.5769230769230769,15.760736196319018,16.23170731707317,14.785276073619633,15.533536585365853,0.39144736842105265,0.5882352941176471,0.693069306930693,0.4142857142857143,0.22697368421052633,0.4057971014492754,0.4375,0.5714285714285714,0.23355263157894737,0.39436619718309857,0.39436619718309857,0.6428571428571429,0.029605263157894735,0.1111111111111111,0.1111111111111111,1.0,0.11842105263157894,0.3333333333333333,0.34285714285714286,0.75,0.5094339622641509,0.5925925925925926,0.125,0.018867924528301886,,0.3448275862068966,0.7,0.034482758620689655,0.2413793103448276,0.42857142857142855,0.5394736842105263,0.3333333333333333,0.5019351973684211,0.5022466666666666,0.5090637931034483,0.11178247734138973,0.12280701754385964,0.1661807580174927,0.119533527696793,7.333976833976834,25.304444444444446,0.12269938650306748,3.0,3.0,,2.0,4.0,1.0,12.0,0.03773584905660377,,,,1.0,0.022222222222222223,0.027777777777777776,1.0,1.0,2.0,0.043478260869565216,,,,,,,,,,,,,1610612763,2004,2003-04,True
