EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,3SecondViolations,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyDefPoss,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,FtPoints,SecondChanceFtPoints,PtsAssisted2s,PtsUnassisted3s,Fg2aBlocked,TwoPtAssists,AtRimAssists,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,LostBallTurnovers,BlockedShortMidRange,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,FG2APctBlocked,AtRimPctBlocked,OffAtRimReboundPct,DefShortMidRangeReboundPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Steals,BadPassSteals,SecondChanceShotQualityAvg,PenaltyOffPoss,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,ShortMidRangeAssists,Loose Ball Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,ShortMidRangePctAssisted,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGA,PenaltyFG3A,PenaltyFtPoints,Fg3aBlocked,Corner3Assists,PenaltyTurnovers,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,DefCorner3ReboundPct,Corner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,LostBallSteals,StepOutOfBoundsTurnovers,SecondChanceCorner3FGA,SecondChanceFG3A,SelfOReb,BlockedLongMidRange,OffLongMidRangeReboundPct,SelfORebPct,SecondChanceCorner3Frequency,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,Travels,DefensiveGoaltends,PenaltyFg3Pct,PenaltyCorner3Frequency,PenaltyArc3Accuracy,Clear Path Fouls,FTOffRebounds,LostBallOutOfBoundsTurnovers,OffFTReboundPct,LongMidRangePctBlocked,SecondChanceArc3FGA,HeaveAttempts,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,OffensiveGoaltends,PenaltyCorner3Accuracy,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedCorner3,BlockedArc3,team_id,year,season,team_vs
1504-1717-696-714-952,1610612742,"Danny Fortson, Dirk Nowitzki, Travis Best, Michael Finley, Antoine Walker","Fortson, Nowitzki, Best, Finley, Walker",1504-1717-696-714-952,DAL,770.0,5,13.0,3.0,22.0,22.0,4.0,44.0,5.0,8.0,1.0,2.0,2.0,1.0,4.0,8.0,15.0,1.0,4.0,26.0,23.0,1.0,3.0,2.0,4.0,3.0,,4.0,1.0,1.0,7.0,1.0,15.0,1.0,2.0,2.0,6.0,2.0,10.0,4.0,14.0,2.0,2.0,1.0,3.0,,1.0,4.0,,8.0,4.0,2.0,1.0,2.0,1.0,,24.0,1.0,0.25,0.25,0.5333333333333333,0.3333333333333333,0.5,0.25,0.5652173913043478,0.25,0.21052631578947367,0.6666666666666666,1.0,0.5,0.2857142857142857,1.0,0.3333333333333333,0.5714285714285714,0.3,,0.3333333333333333,0.5,0.5714285714285714,1.0,82.28571428571428,0.5,17.90909090909091,17.09090909090909,16.772727272727273,16.136363636363637,0.42105263157894735,0.625,0.625,0.10526315789473684,0.21052631578947367,0.25,0.25,1.0,0.5,0.5,0.631578947368421,0.25,0.5169447368421052,0.17391304347826086,0.21052631578947367,0.07692307692307693,7.713333333333334,24.7,,1.0,2.0,5.0,,,7.0,,12.0,,,6.0,5.0,1.0,1.0,,1.0,,,0.75,0.75,,,0.6666666666666666,0.3333333333333333,1.0,0.5,0.5,0.2631578947368421,0.4,0.4,0.5,,,,,,0.5636333333333333,3.0,2.0,2.0,6.0,,2.0,6.0,3.0,1.0,0.6666666666666666,0.75,,0.6458,0.23076923076923078,0.13636363636363635,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,0.6666666666666666,1.0,0.3333333333333333,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,0.25,,,,,,,,,,,,,,,,,,1610612742,2004,2003-04,True
1504-1717-714-952-959,1610612742,"Danny Fortson, Dirk Nowitzki, Michael Finley, Antoine Walker, Steve Nash","Fortson, Nowitzki, Finley, Walker, Nash",1504-1717-714-952-959,DAL,10620.0,22,177.0,-43.0,344.0,340.0,39.0,684.0,71.0,115.0,15.0,27.0,68.0,10.0,30.0,128.0,264.0,15.0,44.0,352.0,395.0,21.0,46.0,47.0,90.0,42.0,18.0,30.0,10.0,14.0,97.0,9.0,208.0,6.0,44.0,38.0,68.0,1.0,107.0,50.0,157.0,29.0,24.0,26.0,55.0,2.0,29.0,69.0,11.0,74.0,37.0,14.0,11.0,14.0,9.0,,305.0,0.9333333333333333,0.3409090909090909,0.3409090909090909,0.48484848484848486,0.45652173913043476,0.48863636363636365,0.4787234042553192,0.5161764705882353,0.47959183673469385,0.14285714285714285,0.5272727272727272,1.0,0.6538461538461539,0.3235294117647059,0.8085106382978723,0.20689655172413793,0.7019867549668874,0.30303030303030304,0.22916666666666666,0.25,0.5833333333333334,0.75,0.8,92.7457627118644,0.6428571428571429,15.965116279069768,15.08235294117647,15.148255813953488,14.385294117647058,0.37337662337662336,0.6173913043478261,0.6761904761904762,0.22077922077922077,0.09740259740259741,0.3333333333333333,0.3333333333333333,0.9,0.574468085106383,0.5555555555555556,0.5162337662337663,0.3333333333333333,0.5047121753246753,0.10979228486646884,0.12627986348122866,0.13352272727272727,8.034848484848483,24.41590909090909,5.0,20.0,37.0,81.0,5.0,14.0,51.0,2.0,166.0,3.0,19.0,83.0,46.0,25.0,4.0,5.0,2.0,2.0,2.0,0.6484375,0.6974789915966386,0.07196969696969698,0.08695652173913043,0.4090909090909091,0.5833333333333334,0.647887323943662,0.29411764705882354,0.32786885245901637,0.262987012987013,0.4567901234567901,0.46835443037974683,0.6756756756756757,0.045454545454545456,0.35714285714285715,0.35714285714285715,32.0,28.0,0.48460000000000003,16.0,5.0,7.0,20.0,12.0,2.0,20.0,16.0,0.7142857142857143,0.5909090909090909,0.59375,0.6,0.5377227272727273,0.056818181818181816,0.046511627906976744,3.0,3.0,2.0,4.0,7.0,,5.0,2.0,8.0,2.0,3.0,,0.10294117647058823,,0.1111111111111111,0.8333333333333334,1.0,0.2727272727272727,1.0,0.18181818181818182,4.0,2.0,,1.0,6.0,1.0,0.3409090909090909,0.0410958904109589,,2.0,,1.0,4.0,2.0,0.25,0.18181818181818182,,,,3.0,,0.024691358024691357,1.0,,0.3333333333333333,0.02127659574468085,,1.0,1.0,,,1.0,1.0,,1.0,1.0,0.5,,,,,,,1610612742,2004,2003-04,True
1504-2055-2605-696-960,1610612742,"Danny Fortson, Mamadou N'diaye, Marquis Daniels, Travis Best, Tony Delk","Fortson, N'diaye, Daniels, Best, Delk",1504-2055-2605-696-960,DAL,176.0,1,3.0,-6.0,6.0,7.0,2.0,13.0,1.0,4.0,,1.0,1.0,,1.0,2.0,5.0,,1.0,4.0,10.0,,1.0,,2.0,,,1.0,,,1.0,,2.0,1.0,1.0,1.0,,,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,,2.0,1.0,,,,,,,,4.0,,,,0.4,,0.3333333333333333,,0.3333333333333333,,0.16666666666666666,0.5,,,0.3333333333333333,1.0,1.0,1.0,0.5,,1.0,,,1.0,106.36363636363637,,18.166666666666668,9.571428571428571,14.666666666666666,9.571428571428571,0.6666666666666666,0.25,0.3333333333333333,0.16666666666666666,0.16666666666666666,,,,1.0,,0.8333333333333334,,0.5759500000000001,,,,1.3599999999999999,25.8,1.0,1.0,,,,,,,2.0,,1.0,1.0,,,,,,,,0.5,0.5,0.2,0.25,0.3333333333333333,,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2004,2003-04,True
1504-2059-2572-2605-696,1610612742,"Danny Fortson, Eduardo Najera, Josh Howard, Marquis Daniels, Travis Best","Fortson, Najera, Howard, Daniels, Best",1504-2059-2572-2605-696,DAL,259.0,2,4.0,-8.0,8.0,8.0,2.0,16.0,,2.0,,2.0,1.0,,1.0,,4.0,,2.0,4.0,12.0,,3.0,,,,,1.0,,,,,,1.0,2.0,,1.0,1.0,2.0,3.0,5.0,2.0,1.0,1.0,3.0,,2.0,3.0,1.0,4.0,,,,,,,4.0,,,,,,,,0.25,,0.3333333333333333,0.6666666666666666,1.0,0.25,0.5,,0.5,0.25,0.5,1.0,,,0.3333333333333333,,88.95752895752896,,20.875,11.5,16.5,11.125,0.3333333333333333,,,0.16666666666666666,0.16666666666666666,,,,0.6666666666666666,,0.6666666666666666,,0.4491583333333333,,,,6.025,24.8,6.0,,,1.0,,1.0,4.0,,,,,,,,,1.0,,,,,,,,0.5,,,,,0.16666666666666666,,,,0.16666666666666666,,,1.0,,0.43715,7.0,,4.0,2.0,,,2.0,7.0,,,0.14285714285714285,,0.4491583333333333,0.5,0.875,,2.0,1.0,2.0,2.0,,,2.0,,,2.0,,,,1.0,,,0.3333333333333333,,0.16666666666666666,1.0,,,,,,,,,1.0,,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2004,2003-04,True
1504-2059-2572-2605-714,1610612742,"Danny Fortson, Eduardo Najera, Josh Howard, Marquis Daniels, Michael Finley","Fortson, Najera, Howard, Daniels, Finley",1504-2059-2572-2605-714,DAL,150.0,1,2.0,1.0,4.0,4.0,,8.0,1.0,1.0,,,,1.0,3.0,1.0,1.0,1.0,3.0,5.0,4.0,,,,,3.0,,3.0,1.0,1.0,2.0,1.0,5.0,,,,1.0,,1.0,,1.0,,,,,,1.0,1.0,,,,,,,,,5.0,1.0,0.3333333333333333,0.3333333333333333,1.0,,0.625,,0.625,,0.75,,,0.5,,,,0.5,,,,,1.0,,76.8,,27.0,10.5,27.0,9.5,0.25,1.0,1.0,,0.75,0.3333333333333333,0.3333333333333333,1.0,,,1.0,0.3333333333333333,0.5369,,,,0.6,25.53333333333333,4.0,,,,,,,,2.0,,,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2004,2003-04,True
1504-2059-2572-2605-960,1610612742,"Danny Fortson, Eduardo Najera, Josh Howard, Marquis Daniels, Tony Delk","Fortson, Najera, Howard, Daniels, Delk",1504-2059-2572-2605-960,DAL,108.0,1,2.0,,4.0,3.0,,7.0,1.0,1.0,,,1.0,,,1.0,3.0,,,2.0,2.0,,,,,,,,,,1.0,,2.0,,,1.0,1.0,,2.0,,2.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,2.0,,,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,,,1.0,,1.0,,1.0,,,,,1.0,1.0,93.33333333333333,,14.25,17.0,14.25,17.0,0.3333333333333333,1.0,1.0,0.3333333333333333,,,,,,,0.3333333333333333,,0.42829999999999996,,,,9.066666666666666,,,,,1.0,,,,,2.0,,,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2004,2003-04,True
1504-2059-2572-696-960,1610612742,"Danny Fortson, Eduardo Najera, Josh Howard, Travis Best, Tony Delk","Fortson, Najera, Howard, Best, Delk",1504-2059-2572-696-960,DAL,129.0,1,2.0,-1.0,4.0,5.0,1.0,9.0,,,,,2.0,,,1.0,3.0,,,2.0,3.0,,1.0,,2.0,,,,,,,,,,1.0,,2.0,,2.0,1.0,3.0,1.0,1.0,1.0,2.0,,1.0,3.0,1.0,,,1.0,1.0,1.0,,,2.0,,,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,0.5,,0.5,0.5,,,0.4,0.5,1.0,,,1.0,,100.46511627906978,,18.0,11.4,16.75,9.0,,,,0.6666666666666666,,,,,,,,,0.3811333333333333,,,,11.733333333333334,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,0.3333333333333333,,,,,0.5,1.0,0.3333333333333333,,,,,,,1.0,1.0,0.307,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2004,2003-04,True
1504-2059-2605-281-696,1610612742,"Danny Fortson, Eduardo Najera, Marquis Daniels, Scott Williams, Travis Best","Fortson, Najera, Daniels, Williams, Best",1504-2059-2605-281-696,DAL,157.0,1,3.0,-4.0,7.0,8.0,,15.0,1.0,1.0,,,2.0,,,1.0,4.0,,,3.0,7.0,,,,,,,,,,1.0,,2.0,,,,3.0,,3.0,,3.0,1.0,,2.0,3.0,,1.0,2.0,,2.0,,1.0,,1.0,1.0,,3.0,,,,0.25,,0.25,,0.3,,,0.3333333333333333,,0.75,,,,0.75,,,,,0.5,,137.5796178343949,1.0,13.285714285714286,8.0,13.285714285714286,7.25,0.25,1.0,1.0,0.5,,,,,,,0.25,,0.4929,,,,9.375,,8.0,,,1.0,,,1.0,,2.0,,1.0,1.0,1.0,,2.0,1.0,1.0,,1.0,1.0,1.0,0.25,,,1.0,1.0,,,0.25,,,,,,,1.0,,,7.0,1.0,4.0,3.0,,1.0,3.0,7.0,0.25,0.25,0.3,,0.4929,1.0,1.0,1.0,1.0,,,1.0,,,3.0,,,1.0,,0.5,,,,,0.25,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2004,2003-04,True
1504-2059-2605-696-952,1610612742,"Danny Fortson, Eduardo Najera, Marquis Daniels, Travis Best, Antoine Walker","Fortson, Najera, Daniels, Best, Walker",1504-2059-2605-696-952,DAL,165.0,1,3.0,3.0,5.0,5.0,1.0,10.0,1.0,1.0,,,1.0,1.0,3.0,1.0,2.0,1.0,3.0,6.0,3.0,,,,,3.0,,3.0,1.0,1.0,2.0,1.0,5.0,,1.0,,2.0,,2.0,1.0,3.0,,,1.0,1.0,,2.0,2.0,,1.0,,,,,,,6.0,1.0,0.3333333333333333,0.3333333333333333,0.5,,0.5,,0.6,,0.6,,,0.6666666666666666,1.0,,,0.6666666666666666,0.3333333333333333,1.0,,1.0,,,87.27272727272727,,15.8,17.2,14.2,17.0,0.2,1.0,1.0,0.2,0.6,0.3333333333333333,0.3333333333333333,1.0,,,0.8,0.3333333333333333,0.54289,,,,5.5,24.8,,,,,,,1.0,,2.0,,1.0,1.0,1.0,,,,,,,1.0,1.0,0.5,,,1.0,1.0,,,,,,,,,,2.0,1.0,0.58365,2.0,,,,,,,2.0,,,,,0.49665,,0.4,,,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1610612742,2004,2003-04,True
1504-2059-2605-762-960,1610612742,"Danny Fortson, Eduardo Najera, Marquis Daniels, Shawn Bradley, Tony Delk","Fortson, Najera, Daniels, Bradley, Delk",1504-2059-2605-762-960,DAL,509.0,1,8.0,3.0,16.0,16.0,1.0,32.0,,,,,2.0,2.0,5.0,3.0,7.0,2.0,6.0,15.0,12.0,,,,,3.0,,5.0,2.0,1.0,4.0,1.0,9.0,1.0,,,9.0,,9.0,1.0,10.0,1.0,,1.0,2.0,,,1.0,,4.0,2.0,1.0,1.0,1.0,1.0,,15.0,0.5,0.3333333333333333,0.3333333333333333,0.42857142857142855,,0.46153846153846156,,0.5,,0.46153846153846156,0.5,,0.6428571428571429,,,0.25,0.6428571428571429,0.125,,,0.6666666666666666,0.7142857142857143,,90.53045186640472,1.0,14.8125,17.0,14.5,15.3125,,,,0.15384615384615385,0.38461538461538464,0.4,0.5,0.5,,,0.46153846153846156,0.4,0.42964615384615384,0.13333333333333333,0.2222222222222222,,16.842857142857145,25.25,,1.0,2.0,5.0,,1.0,3.0,,6.0,3.0,1.0,3.0,,2.0,1.0,1.0,,,,1.0,1.0,0.14285714285714285,,,,,0.5,1.0,0.38461538461538464,0.4,0.4,1.0,0.07692307692307693,,,1.0,,,2.0,,,,1.0,,,2.0,,,,1.0,0.29355,,0.125,,,1.0,1.0,,1.0,,1.0,,,,0.16666666666666666,0.5,0.2,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1610612742,2004,2003-04,True
1504-2059-696-714-952,1610612742,"Danny Fortson, Eduardo Najera, Travis Best, Michael Finley, Antoine Walker","Fortson, Najera, Best, Finley, Walker",1504-2059-696-714-952,DAL,170.0,1,3.0,-2.0,6.0,6.0,,12.0,,1.0,,,1.0,,1.0,1.0,3.0,,1.0,4.0,6.0,,,,,,,,,,1.0,,2.0,,,,2.0,2.0,4.0,,4.0,,,,,,2.0,2.0,,4.0,1.0,,,,,,4.0,,,,0.3333333333333333,,0.25,,0.3333333333333333,,0.25,,1.0,0.6666666666666666,,,,0.6666666666666666,,,,1.0,1.0,,101.6470588235294,,14.333333333333334,14.0,14.333333333333334,14.0,0.25,,,0.25,0.25,,,,,,0.5,,0.4083666666666667,0.2,0.25,,9.333333333333334,50.8,6.0,,1.0,1.0,,,2.0,,2.0,,1.0,1.0,,1.0,,,,,,1.0,1.0,0.3333333333333333,1.0,,,,,,0.25,1.0,1.0,1.0,,,,,,,5.0,,2.0,2.0,,,2.0,5.0,,,0.2,,0.44295,0.5,0.8333333333333334,,1.0,1.0,1.0,2.0,,,,,,1.0,,,,,,,0.3333333333333333,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1610612742,2004,2003-04,True
1504-2572-2605-696-714,1610612742,"Danny Fortson, Josh Howard, Marquis Daniels, Travis Best, Michael Finley","Fortson, Howard, Daniels, Best, Finley",1504-2572-2605-696-714,DAL,19.0,1,,2.0,1.0,1.0,,2.0,,,,,,,,1.0,1.0,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,151.57894736842107,,13.0,6.0,13.0,6.0,,,,,,,,,,,,,0.337,,,,14.7,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,2.0,,,2.0,1.0,1.0,1.0,1.0,,0.337,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2004,2003-04,True
1504-2572-2605-714-952,1610612742,"Danny Fortson, Josh Howard, Marquis Daniels, Michael Finley, Antoine Walker","Fortson, Howard, Daniels, Finley, Walker",1504-2572-2605-714-952,DAL,57.0,1,1.0,-1.0,1.0,2.0,,3.0,1.0,1.0,,,,,,1.0,1.0,,,3.0,4.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,2.0,1.0,,,,,,3.0,,,,1.0,,1.0,,0.75,,,,,,,,,,,,,,,,75.78947368421053,,33.0,12.0,33.0,12.0,1.0,1.0,1.0,,,,,,,,1.0,,0.5157,0.5,0.5,,2.6,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,3.0,,,3.0,1.0,1.0,1.0,0.75,,0.5157,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2004,2003-04,True
1504-2572-2605-952-959,1610612742,"Danny Fortson, Josh Howard, Marquis Daniels, Antoine Walker, Steve Nash","Fortson, Howard, Daniels, Walker, Nash",1504-2572-2605-952-959,DAL,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612742,2004,2003-04,True
1504-2572-696-952-959,1610612742,"Danny Fortson, Josh Howard, Travis Best, Antoine Walker, Steve Nash","Fortson, Howard, Best, Walker, Nash",1504-2572-696-952-959,DAL,37.0,1,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,1.0,,,,,,,,0.5,,,,,,,,,,,,,,,,77.83783783783784,,16.0,21.0,16.0,21.0,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2004,2003-04,True
1504-2572-714-952-959,1610612742,"Danny Fortson, Josh Howard, Michael Finley, Antoine Walker, Steve Nash","Fortson, Howard, Finley, Walker, Nash",1504-2572-714-952-959,DAL,983.0,4,16.0,9.0,34.0,32.0,4.0,66.0,8.0,13.0,1.0,2.0,7.0,2.0,2.0,16.0,28.0,3.0,3.0,50.0,41.0,1.0,2.0,5.0,18.0,6.0,2.0,2.0,2.0,2.0,9.0,1.0,20.0,,3.0,3.0,4.0,2.0,9.0,3.0,12.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,,9.0,5.0,1.0,1.0,1.0,1.0,,45.0,0.6666666666666666,1.0,1.0,0.5714285714285714,0.5,0.6612903225806451,0.8333333333333334,0.7142857142857143,0.8333333333333334,0.0967741935483871,0.5,0.6666666666666666,0.5,0.25,0.5,,0.5,0.25,0.6666666666666666,,0.5,0.3333333333333333,0.5,96.68362156663277,1.0,15.323529411764707,14.4375,14.264705882352942,13.90625,0.41935483870967744,0.6153846153846154,0.6153846153846154,0.22580645161290322,0.06451612903225806,1.0,1.0,0.5,0.6666666666666666,0.5,0.5161290322580645,1.0,0.51395,0.14285714285714285,0.15625,0.1,7.942857142857143,24.066666666666666,11.0,4.0,4.0,8.0,1.0,1.0,9.0,,14.0,3.0,,7.0,4.0,2.0,1.0,,,1.0,,0.4375,0.4666666666666667,,,0.2,0.6666666666666666,0.5,0.5714285714285714,0.5714285714285714,0.25806451612903225,0.5,0.5,0.5,0.03225806451612903,1.0,1.0,2.0,,0.5601333333333333,3.0,2.0,2.0,6.0,1.0,,6.0,3.0,1.0,1.0,1.0,0.25,0.6702,0.12,0.08823529411764706,2.0,2.0,,,2.0,,1.0,,1.0,,,,,,,,1.0,1.0,1.0,,2.0,,,1.0,1.0,,,0.08333333333333333,,,,,,,,,,,,,,,1.0,,,0.3333333333333333,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,1610612742,2004,2003-04,True
1504-2605-696-762-960,1610612742,"Danny Fortson, Marquis Daniels, Travis Best, Shawn Bradley, Tony Delk","Fortson, Daniels, Best, Bradley, Delk",1504-2605-696-762-960,DAL,349.0,1,6.0,-10.0,13.0,13.0,1.0,26.0,,2.0,,,,,,,7.0,,,7.0,17.0,,1.0,,,,,,,,,,,,1.0,1.0,3.0,,4.0,1.0,5.0,2.0,,,2.0,,2.0,4.0,,8.0,3.0,,,,,,7.0,,,,,,,,0.3181818181818182,,,1.0,,1.0,0.14285714285714285,1.0,,1.0,0.14285714285714285,,,,1.0,1.0,107.27793696275072,,15.846153846153847,11.0,15.461538461538462,9.615384615384615,0.2857142857142857,,,,,,,,,,0.2857142857142857,,0.4357857142857143,0.3,0.3,,14.771428571428572,,13.0,,,5.0,,,7.0,,,,4.0,,,,,2.0,,,2.0,,,0.5714285714285714,1.0,0.5,1.0,,,,0.7142857142857143,,,,,,,1.0,1.0,0.4391,13.0,,7.0,7.0,,1.0,7.0,13.0,,,0.3181818181818182,,0.4357857142857143,1.0,1.0,,2.0,,,7.0,,,2.0,,,1.0,,,,,,,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,1610612742,2004,2003-04,True
