EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGA,Arc3FGA,FtPoints,PtsUnassisted2s,NonHeaveArc3FGA,DefThreePtRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked3s,BlockedArc3,Blocks,DefThreePtReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,Arc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ShortMidRangeFGM,Fg2aBlocked,ShortMidRangeAssists,FTDefRebounds,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFGA,OffShortMidRangeReboundPct,SecondChanceAtRimFrequency,Blocked2s,BlockedLongMidRange,PenaltyArc3FGA,PenaltyFtPoints,SecondChanceTurnovers,PenaltyTurnovers,NonShootingFoulsDrawn,OffensiveGoaltends,AtRimPctBlocked,PenaltyArc3Frequency,SecondChanceAtRimFGM,Arc3FGM,PenaltyArc3FGM,SecondChanceFG2M,SecondChancePoints,NonHeaveArc3FGM,Arc3Assists,OffThreePtRebounds,LiveBallTurnovers,BadPassTurnovers,Technical Free Throw Trips,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,OffThreePtReboundPct,OffArc3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChancePointsPct,LostBallTurnovers,BlockedShortMidRange,3SecondViolations,SecondChanceFtPoints,HeaveAttempts,RecoveredBlocks,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,BlocksRecoveredPct,BlockedAtRim,DefCorner3ReboundPct,PtsPutbacks,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGA,SecondChanceFG3A,FTOffRebounds,SelfOReb,OffFTReboundPct,SelfORebPct,SecondChanceCorner3Frequency,StepOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,OffCorner3ReboundPct,SecondChanceArc3FGA,SecondChanceArc3Frequency,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,PtsUnassisted3s,3pt And 1 Free Throw Trips,DefensiveGoaltends,team_id,year,season,team_vs
1709-1887-2058-208-2239,1610612750,"Michael Olowokandi, Wally Szczerbiak, Mark Madsen, Sam Cassell, Trenton Hassell","Olowokandi, Szczerbiak, Madsen, Cassell, Hassell",1709-1887-2058-208-2239,MIN,105.0,1,2.0,5.0,5.0,4.0,5.0,4.0,2.0,9,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,7.0,2.0,1.0,2.0,4.0,1.0,1.0,7.0,4.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,7.0,7.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.7,0.7,0.7,0.7,0.2,1.0,0.5,1.0,0.5,1.0,1.0,123.42857142857143,11.6,11.75,7.6,11.75,0.4,0.5,0.5,1.0,0.4,0.5,0.5,1.0,0.2,1.0,1.0,1.0,0.4,0.5,0.2,1.0,0.6,0.55618,0.2768,0.55618,1.0,8.275,24.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2004,2003-04,True
1709-1887-2058-208-697,1610612750,"Michael Olowokandi, Wally Szczerbiak, Mark Madsen, Sam Cassell, Fred Hoiberg","Olowokandi, Szczerbiak, Madsen, Cassell, Hoiberg",1709-1887-2058-208-697,MIN,528.0,4,9.0,2.0,17.0,17.0,,,,34,3.0,3.0,,,1.0,5.0,,,,,4.0,9.0,,3.0,11.0,9.0,,,,,,,6.0,,3.0,,3.0,,3.0,,6.0,,4.0,5.0,,5.0,3.0,1.0,11.0,,,0.75,0.75,,,,,0.4444444444444444,,0.3333333333333333,,0.4230769230769231,,0.25,0.5714285714285714,,0.625,,,,92.72727272727272,14.294117647058824,16.764705882352942,14.294117647058824,14.882352941176471,0.25,1.0,1.0,1.0,0.4166666666666667,0.2,0.2,,,,,,,,,,0.5,0.4944583333333334,,,,10.600000000000001,24.433333333333334,,1.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,4.0,1.0,4.0,1.0,5.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,0.75,0.5,1.0,0.08333333333333333,0.25,0.15384615384615385,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2004,2003-04,True
1709-1887-2058-208-84,1610612750,"Michael Olowokandi, Wally Szczerbiak, Mark Madsen, Sam Cassell, Latrell Sprewell","Olowokandi, Szczerbiak, Madsen, Cassell, Sprewell",1709-1887-2058-208-84,MIN,168.0,1,3.0,6.0,6.0,6.0,,6.0,,12,1.0,1.0,,,1.0,2.0,,2.0,,,4.0,5.0,,2.0,8.0,2.0,,,,,,,6.0,,3.0,,3.0,,1.0,1.0,6.0,1.0,2.0,4.0,1.0,5.0,1.0,1.0,8.0,,,0.75,0.75,,,,,0.8,,0.5714285714285714,,0.5714285714285714,,0.2857142857142857,1.0,1.0,1.0,0.3333333333333333,,1.0,102.85714285714286,12.166666666666666,15.833333333333334,12.166666666666666,15.833333333333334,0.14285714285714285,1.0,1.0,1.0,0.2857142857142857,0.5,1.0,1.0,0.2857142857142857,,,,,,,,0.42857142857142855,0.5124285714285715,,,,11.2,24.7,,2.0,,,2.0,,1.0,,,,,,1.0,2.0,,,,,,,,,1.0,,,1.0,0.2857142857142857,,,,2.0,1.0,1.0,1.0,1.0,0.2,0.5,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2004,2003-04,True
1709-1887-2058-239-697,1610612750,"Michael Olowokandi, Wally Szczerbiak, Mark Madsen, Darrick Martin, Fred Hoiberg","Olowokandi, Szczerbiak, Madsen, Martin, Hoiberg",1709-1887-2058-239-697,MIN,37.0,1,1.0,,1.0,2.0,,,1.0,3,,1.0,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,1.0,0.5,1.0,0.5,,1.0,116.75675675675676,14.0,11.5,11.0,11.5,0.5,,,,,,,,,,,,,,,,0.5,0.4885,0.5672,,,4.2,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.5,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2004,2003-04,True
1709-1887-2058-697-84,1610612750,"Michael Olowokandi, Wally Szczerbiak, Mark Madsen, Fred Hoiberg, Latrell Sprewell","Olowokandi, Szczerbiak, Madsen, Hoiberg, Sprewell",1709-1887-2058-697-84,MIN,44.0,1,1.0,-2.0,1.0,2.0,,2.0,,3,,1.0,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.18181818181819,12.0,16.0,12.0,16.0,1.0,,,,,,,,,,,,,,,,1.0,0.5912,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2004,2003-04,True
1709-1887-208-697-708,1610612750,"Michael Olowokandi, Wally Szczerbiak, Sam Cassell, Fred Hoiberg, Kevin Garnett","Olowokandi, Szczerbiak, Cassell, Hoiberg, Garnett",1709-1887-208-697-708,MIN,327.0,1,5.0,-10.0,10.0,9.0,6.0,,1.0,19,2.0,3.0,2.0,2.0,1.0,2.0,,,,,3.0,7.0,,1.0,7.0,17.0,,2.0,3.0,,1.0,5.0,2.0,,1.0,,1.0,,1.0,,2.0,1.0,,,1.0,1.0,1.0,1.0,7.0,5.0,6.0,0.3333333333333333,0.3333333333333333,,,,,0.42857142857142855,0.6666666666666666,0.375,0.5,0.35,0.4166666666666667,0.125,,0.25,,0.2,,,83.6697247706422,16.9,17.555555555555557,16.5,17.333333333333332,0.375,0.6666666666666666,1.0,0.5,0.25,0.5,0.5,,,,,,0.5,1.0,,,0.5,0.4937875,,0.572425,0.7142857142857143,8.0,24.4,0.6,2.0,1.0,1.0,4.0,1.0,,,,1.0,,1.0,1.0,4.0,,,4.0,,1.0,,,,,,,,0.25,0.125,0.1111111111111111,0.125,,1.0,,,,0.14285714285714285,,,,,,,,0.5,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2004,2003-04,True
1709-1887-208-708-84,1610612750,"Michael Olowokandi, Wally Szczerbiak, Sam Cassell, Kevin Garnett, Latrell Sprewell","Olowokandi, Szczerbiak, Cassell, Garnett, Sprewell",1709-1887-208-708-84,MIN,1100.0,5,18.0,9.0,35.0,35.0,15.0,16.0,1.0,70,5.0,7.0,4.0,4.0,3.0,12.0,,1.0,,,9.0,21.0,6.0,10.0,49.0,40.0,2.0,5.0,8.0,2.0,3.0,23.0,6.0,18.0,3.0,6.0,9.0,,3.0,,24.0,2.0,9.0,13.0,3.0,16.0,4.0,2.0,47.0,23.0,15.0,0.3333333333333333,0.3333333333333333,1.0,0.6,0.6666666666666666,0.6,0.42857142857142855,0.625,0.5806451612903226,0.7272727272727273,0.631578947368421,0.71875,0.3225806451612903,0.9,0.16666666666666666,0.8666666666666667,0.1875,0.5,1.0,91.63636363636364,14.942857142857143,16.485714285714284,14.8,16.02857142857143,0.22580645161290322,0.7142857142857143,1.0,0.6,0.3870967741935484,0.25,0.25,,0.03225806451612903,,,,0.36363636363636365,1.0,,,0.5483870967741935,0.4980241935483871,0.7207,0.5112454545454546,0.46938775510204084,10.952380952380953,25.169999999999998,0.42857142857142855,2.0,9.0,13.0,12.0,9.0,4.0,2.0,,1.0,,2.0,,7.0,2.0,1.0,18.0,2.0,5.0,,,,0.8,,0.8333333333333334,0.8,0.06451612903225806,0.2903225806451613,0.14705882352941177,0.20833333333333334,1.0,2.0,,,2.0,0.09523809523809523,,,0.1111111111111111,0.5,0.5,,2.0,,1.0,,,3.0,7.0,,2.0,4.0,,0.2857142857142857,0.2727272727272727,1.0,6.0,2.0,1.0,2.0,6.0,6.0,1.0,1.0,1.0,2.0,0.5,0.5,0.5,0.5,0.25,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.5,1.0,0.6666666666666666,0.6666666666666666,0.04081632653061224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2004,2003-04,True
1709-1887-2239-239-708,1610612750,"Michael Olowokandi, Wally Szczerbiak, Trenton Hassell, Darrick Martin, Kevin Garnett","Olowokandi, Szczerbiak, Hassell, Martin, Garnett",1709-1887-2239-239-708,MIN,86.0,1,1.0,2.0,3.0,2.0,,,,5,,,,,,,,,,,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,2.0,,,,,,,,,1.0,,0.5,,0.5,,0.5,1.0,,1.0,,,,83.72093023255813,13.333333333333334,23.0,13.333333333333334,23.0,,,,,,,,,,,,,,,,,0.5,0.460375,,,,6.4,24.5,,1.0,1.0,,2.0,1.0,,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,1.0,,0.5,0.5,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2004,2003-04,True
1709-1887-2239-697-84,1610612750,"Michael Olowokandi, Wally Szczerbiak, Trenton Hassell, Fred Hoiberg, Latrell Sprewell","Olowokandi, Szczerbiak, Hassell, Hoiberg, Sprewell",1709-1887-2239-697-84,MIN,100.0,1,2.0,,4.0,3.0,,3.0,,7,2.0,2.0,,,,1.0,,,,,2.0,3.0,,,4.0,4.0,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,4.0,,,,,,,,,0.6666666666666666,,0.6666666666666666,,0.6666666666666666,,,1.0,,1.0,,,,100.8,14.5,14.0,14.5,14.0,0.6666666666666666,1.0,1.0,,0.3333333333333333,,,,,,,,,,,,0.6666666666666666,0.4978,,,,6.633333333333333,,,,,,4.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2004,2003-04,True
1709-1887-239-697-708,1610612750,"Michael Olowokandi, Wally Szczerbiak, Darrick Martin, Fred Hoiberg, Kevin Garnett","Olowokandi, Szczerbiak, Martin, Hoiberg, Garnett",1709-1887-239-697-708,MIN,420.0,5,7.0,-5.0,11.0,13.0,2.0,1.0,1.0,24,3.0,4.0,,,,1.0,,,,,5.0,9.0,,1.0,10.0,15.0,1.0,1.0,1.0,,,2.0,2.0,,1.0,,1.0,,1.0,,2.0,2.0,2.0,4.0,2.0,6.0,1.0,1.0,10.0,2.0,2.0,0.2,0.2,,,,,0.5555555555555556,1.0,0.5,1.0,0.45454545454545453,1.0,0.1,0.5,0.5,0.6666666666666666,0.4,1.0,1.0,82.28571428571429,17.181818181818183,17.76923076923077,16.272727272727273,17.692307692307693,0.4,0.75,1.0,0.3333333333333333,0.1,,,,,,,,,,,,0.5,0.465055,0.5542,0.3423,0.2,6.7444444444444445,25.1,0.18181818181818182,4.0,1.0,,8.0,1.0,2.0,,,1.0,,2.0,,2.0,,,3.0,1.0,2.0,,,1.0,1.0,,0.5,1.0,0.4,0.1,0.18181818181818182,0.2,2.0,1.0,,,,0.1111111111111111,,,1.0,0.5,0.5,,1.0,,1.0,1.0,,,,1.0,,,,0.25,,,,,,,,,,1.0,,,,,,0.5,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2004,2003-04,True
